"","ivy_17","korra_20","ophelia_20","kubo_21","franc_22","grogu_22","hamlet_23","franc_24","hera_24","ivy_24","kubo_24","ophelia_24","henry_25","kubo_25","ginger_44","iris_44","henry_45","korra_45","hamlet_46","joans_46","ginger_47","marshmallow_47","charles_48","grogu_48","hera_48","kubo_48","kubo_49","franc_50","kubo_52","kubo_53","marshmallow_53","ginger_55","ophelia_55","buddy_56"
"ivy_17",0,0.0068702652515352,0.0100368162408529,0.00896474762650079,0.0142254839230045,0.0166656272677254,0.0110615139658563,0.010147439473723,0.0147004131407669,0.0145884005297404,0.00512751406353586,0.0165656736538603,0.00599286414065217,0.0145640277958332,0.0242040503228856,0.0176597899132758,0.0251737841497014,0.00382472491649641,0.0129143723464039,0.0181299732085961,0.0171617924509592,0.00611442908002089,0.0185858740790852,0.0162880495710662,0.0126555786250516,0.017083481273056,0.0138524318352577,0.0227285078069238,0.00830035019168411,0.0136823999994768,0.0219386181322232,0.0200157578377558,0.0136945386420195,0.00796968798746614
"korra_20",0.0068702652515352,0,0.00601180272528258,0.0112569697522908,0.0196142374259692,0.0221283644903491,0.0153254374174071,0.0146864033410462,0.0203444478064091,0.0177298562133257,0.007895683436554,0.01821507898147,0.00322732437879425,0.018243560436536,0.0304806718655697,0.0199304335543499,0.0316496721323271,0.00842155750406171,0.0176122674624302,0.0231865242703566,0.0228937914441807,0.00373738356251773,0.0143400661397703,0.0214403523701607,0.0144167579013576,0.019662538985778,0.0161003553852717,0.028131574413871,0.0034124233358149,0.0145985961789068,0.0280153055997275,0.0247046210764183,0.00823970827581475,0.00490801877176557
"ophelia_20",0.0100368162408529,0.00601180272528258,0,0.0144023940517698,0.0234315086988873,0.0254464536119629,0.0190838269043262,0.0177746319196763,0.0236496904660743,0.0206085797451411,0.0125088736489071,0.0208885272155662,0.00545235323166414,0.0217557373918006,0.0335435713508558,0.022593217973586,0.0344242825604768,0.0117650481796611,0.0209788197521485,0.0272604640716769,0.0263910139279664,0.00534404500075624,0.0151762951776287,0.0238871708286903,0.0170986309935983,0.0227613236348268,0.0197217675327771,0.0317231433516634,0.00359276130777408,0.017966634737291,0.0304573538468373,0.0288889932877359,0.00844380846173553,0.00422048839373581
"kubo_21",0.00896474762650079,0.0112569697522908,0.0144023940517698,0,0.0125699102536303,0.0141910968416803,0.00795661241740526,0.00693674987865236,0.0119405556880444,0.00896985296190163,0.00853010540827046,0.00774683163760485,0.0123720697923948,0.00803453178753935,0.0245966876820494,0.0110690132485329,0.0260710650374718,0.00683738155147939,0.00820141150500989,0.016550308267849,0.018780292289965,0.0129250752796548,0.0162593617822655,0.0122758777702144,0.00451523329970963,0.0109753485043597,0.00630519968719747,0.0215540340103343,0.0131190800558175,0.00632745535694357,0.0207556186928751,0.0179827389350522,0.0144913403453343,0.01430685535795
"franc_22",0.0142254839230045,0.0196142374259692,0.0234315086988873,0.0125699102536303,0,0.00639383259275273,0.00763224487093518,0.0095755766873081,0.00442857967575582,0.0127798032478178,0.0122191279493065,0.0153530429826277,0.0196565414124777,0.00879533345464699,0.012813799557876,0.0161655194638549,0.0146767659934638,0.0125773759416777,0.00680158668116194,0.00454302479469722,0.00768777770518364,0.0199973613911332,0.0274070840273722,0.0110262238368894,0.0145711818257056,0.0143648127269277,0.0122066378131255,0.0108321710157711,0.0219511461879389,0.0149299707619322,0.0133300315793562,0.00699706499592217,0.0249139318729035,0.0213101390724209
"grogu_22",0.0166656272677254,0.0221283644903491,0.0254464536119629,0.0141910968416803,0.00639383259275273,0,0.00953484871256453,0.00871010334936215,0.0049890620173365,0.0116005277786805,0.0158051673837939,0.0152453576401026,0.0218099500391685,0.00847669434385577,0.0125411206954044,0.013572523163189,0.0150144463357022,0.0140805697449692,0.00677237987559407,0.00872518194710843,0.0104705473065099,0.0222646036887238,0.0291705080684023,0.00764194080282195,0.0151483100052481,0.0118050409746052,0.0139149756738924,0.00841389817499392,0.0239507160271886,0.0170114899194924,0.00844003823204389,0.00859626896083173,0.0271530068195362,0.0237274654623888
"hamlet_23",0.0110615139658563,0.0153254374174071,0.0190838269043262,0.00795661241740526,0.00763224487093518,0.00953484871256453,0,0.00652925705385201,0.00725251096154514,0.00731390952625446,0.00959028956247316,0.0115141089989362,0.0157801410295748,0.00700560894451987,0.0192097498195158,0.0122847888022461,0.0208518508950979,0.00909681540621953,0.0054990141618394,0.0112402178694774,0.0137885859570036,0.0162815015381384,0.0216061086135142,0.0108523891635156,0.00940072459657712,0.0103926234808018,0.00780255907845521,0.0163592548466264,0.0175586389928426,0.00966245090564762,0.0167842123442521,0.0129175430580516,0.0196191627785141,0.0176702696694302
"franc_24",0.010147439473723,0.0146864033410462,0.0177746319196763,0.00693674987865236,0.0095755766873081,0.00871010334936215,0.00652925705385201,0,0.00825717780098852,0.00749380468580875,0.0103870113093795,0.010352149178025,0.0145724534662923,0.00618250779979097,0.0198924999113481,0.00924659540330166,0.0217751390205943,0.00687700272467857,0.00482708808668339,0.0137738131782169,0.0150211074909474,0.0151653663881434,0.0216135811253619,0.00755695534206483,0.00843965615841841,0.00812094996070557,0.00934154688118468,0.0161804899647238,0.0162038267210309,0.0114183647679441,0.0145984923469487,0.0144536247553146,0.0194185688565111,0.016782864526983
"hera_24",0.0147004131407669,0.0203444478064091,0.0236496904660743,0.0119405556880444,0.00442857967575582,0.0049890620173365,0.00725251096154514,0.00825717780098852,0,0.0108259791341083,0.0138867545339144,0.0138203830628303,0.020318433193766,0.0076164155824597,0.0136676623999657,0.0140606371124597,0.0152252880531916,0.0127460038532649,0.00491940586309783,0.00791843191623419,0.0107120667132849,0.0206457068628079,0.0268121873552245,0.00761634502322975,0.0129239644939277,0.012526694682789,0.0111111601015556,0.0119420309987695,0.0223126063762625,0.0140997292312054,0.0113609449651348,0.00990959080232956,0.0251635880255495,0.0221049631002117
"ivy_24",0.0145884005297404,0.0177298562133257,0.0206085797451411,0.00896985296190163,0.0127798032478178,0.0116005277786805,0.00731390952625446,0.00749380468580875,0.0108259791341083,0,0.0143406982041939,0.00890439536543616,0.018232906101749,0.00728877868510463,0.0229692936853343,0.00708924386273604,0.0248108467487124,0.0118427008751289,0.00786617185993388,0.0163037557551294,0.0190993812461284,0.0188819125451623,0.0211433305640263,0.00986761505674394,0.00818977909143575,0.00668182378896846,0.00866148619055723,0.0190379223815593,0.0192492886316193,0.0101515585204921,0.0175201478692083,0.0169205295890745,0.0204158092028026,0.0203228375087179
