"ID"	"ivy_17"	"korra_20"	"ophelia_20"	"kubo_21"	"franc_22"	"grogu_22"	"hamlet_23"	"franc_24"	"hera_24"	"ivy_24"	"kubo_24"	"ophelia_24"	"henry_25"	"kubo_25"	"ginger_44"	"iris_44"	"henry_45"	"korra_45"	"hamlet_46"	"joans_46"	"ginger_47"	"marshmallow_47"	"charles_48"	"grogu_48"	"henry_48"	"hera_48"	"kubo_48"	"kubo_49"	"franc_50"	"kubo_52"	"kubo_53"	"marshmallow_53"	"ginger_55"	"ophelia_55"	"buddy_56"
"njc58"	0.03	0.05	0.03	0	0	0	0	0.03	0	0	0.03	0	0.1	0	0	0	0	0	0	0	0.03	0.03	0	0	0	0	0	0	0	0.03	0	0	0	0.03	0.03
"njc59"	0	0.15	0.05	0.03	0.05	0	0	0.03	0.03	0.08	0.05	0.05	0.05	0	0	0.08	0	0.13	0.05	0.08	0	0.1	0.05	0.03	0.03	0.13	0.03	0.03	0.1	0.03	0.13	0	0.05	0.05	0.08
"njc60"	11.74	21.19	35.34	5.53	1.88	0.12	1.23	4.83	0.48	1.45	14.71	1.58	24.64	0.35	0.55	2.2	0.13	9.31	1.13	0.08	7.03	18.78	2.23	0.03	2.75	2.55	0.72	0.42	0.08	28.73	2.78	0.03	0.9	14.01	38.34
"njc61"	0.08	0.3	0.75	0.05	0.15	0.03	0.33	0.5	0.25	1.35	0.05	1.43	0.03	0.3	0	1.95	0.03	0.03	0.23	0.05	0	0.03	1.33	0.05	0	0.9	0.62	0.28	0.03	0.12	0.38	0.05	0.3	0.78	0.05
"njc62"	1.15	3.01	3.45	3.3	1.3	0.32	1.3	3.1	1.68	2.98	2.08	5.98	3.6	2.75	3.78	10.27	2.23	5.98	1.53	0.83	1.8	1.93	4.84	0.62	3.1	2.93	2.92	2.4	2.98	3.9	2.13	0.3	4.1	2.58	0.8
"njc63"	0.03	0.05	0.03	0	0	0	0	0.03	0	0	0.03	0	0.1	0	0	0	0	0	0	0	0.03	0.03	0	0	0	0	0	0	0	0.03	0	0	0	0.03	0.03
"njc64"	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0.15	0.03	0	0	0.03	0	0	0	0
"njc65"	0.05	0.03	0	0	0.05	0	0	0.48	0	0.13	0	0	0	0	0	0.88	0	0	0	0.03	0	0	0.78	0	0	0.05	0.28	0.05	0	0.1	0.1	0	0	0	0
"njc66"	11.42	8.62	15.08	20.17	12.96	1.32	17.78	16.53	15.13	17.84	17.71	25.69	19.56	9.4	27.68	30.28	25.73	15.46	13.76	14.11	24.97	8.75	26.33	1.23	16.66	10.66	15.88	19.45	25.18	12.72	13.1	1.65	24.29	15.61	9.33
"njc67"	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0.03	0.03
"njc68"	0.23	0.58	1.45	1	0.43	0.15	1.2	1	0.88	4.4	0.33	3.08	1.18	0.75	0.55	3.53	0.1	0.33	1.15	0.1	0.08	0.2	5.34	0.1	2.45	2.68	2.2	1.23	0.08	0.6	2.53	0.12	0.9	2.88	0.3
"njc69"	0	0	0	0	0	0	0.03	0	0.03	0.05	0.03	0	0	0	0	0	0.03	0.03	0.03	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0.03	0	0
"njc70"	0	0	0	0	0	0	0	0	0	0	0.03	0.03	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0
"njc71"	0.95	1.68	1.25	2.03	0.98	0.2	0.9	2.35	1.15	2.45	0.95	2.95	1.65	1.5	1.88	6.61	0.88	2.83	0.8	0.38	1.1	1	3.01	0.42	1.8	1.95	2.02	1.48	2.58	2.22	1.43	0.25	2.5	1.23	0.55
"njc72"	0	0	0.03	0	0	0	0	0	0.03	0	0.03	0	0	0	0	0	0.03	0.03	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0.03	0.03	0
"njc73"	0.05	0.03	0	0	0.05	0	0	0.48	0	0.13	0	0	0	0	0	0.88	0	0	0	0.03	0	0	0.78	0	0	0.05	0.28	0.05	0	0.1	0.1	0	0	0	0
"njc74"	0.03	0.05	0	0	0	0	0	0.03	0	0	0.03	0	0.1	0	0	0	0	0	0	0	0.03	0.03	0	0	0	0	0	0	0	0.03	0	0	0	0	0.03
"njc75"	13.72	13.92	18.11	25.7	19.19	1.8	21.61	21.16	17.93	22.19	27.96	32.2	22.19	13.05	36.95	36.61	32.71	18.09	17.41	18.16	40.42	9.05	27.04	1.52	20.39	14.63	20.27	23.5	33.88	12.93	17.63	1.85	37.59	19.88	14.56
"njc76"	0.03	0.35	0.05	0	0.18	0.05	0	0.05	0	0.2	0.13	0.03	0	0	0	0.15	0.03	0.05	0	0.05	0	0.03	0	0	0.03	0.03	0.07	0	0.03	0.05	0.1	0	0.28	0.2	0.08
"njc77"	0.05	0.05	0	0.03	0.05	0	0	0.43	0.03	0.05	0	0	0	0	0	0.78	0	0	0.05	0	0	0	0.4	0	0	0.13	0.25	0.05	0	0.07	0.15	0	0	0.03	0.03
"njc78"	0.03	0.35	0.05	0	0.18	0.05	0	0.05	0	0.2	0.13	0.03	0	0	0	0.15	0.03	0.05	0	0.05	0	0.03	0	0	0.03	0.03	0.07	0	0.03	0.05	0.1	0	0.28	0.2	0.08
"njc79"	0.05	0.08	0	0.03	0.05	0	0	0.5	0.03	0.18	0.03	0.03	0.03	0	0	1.48	0	0.03	0.05	0.03	0	0	0.78	0	0	0.18	0.42	0.07	0.03	0.17	0.2	0	0.08	0.03	0.03
"njc80"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13	0	0	0	0	0	0	0	0	0	0	0	0
"njc81"	0	0	0	0	0	0	0	0	0.03	0	0.03	0	0	0	0	0	0.03	0.03	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0.03	0	0
"njc82"	0	0	0.03	0	0	0	0	0	0	0	0.03	0.03	0	0	0	0	0	0.03	0	0	0	0	0.13	0	0	0	0	0	0	0.03	0	0	0	0.03	0
"njc83"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13	0	0	0	0	0	0	0	0	0	0	0	0
"njc84"	0.95	1.68	0.55	1.98	0.98	0.17	0.58	2.28	0.9	1.28	0.95	1.55	1.63	1.2	1.88	5.48	0.88	2.83	0.58	0.35	1.1	0.98	2.2	0.38	1.8	1.08	1.7	1.25	2.58	2.17	1.23	0.2	2.48	0.5	0.53
"njc85"	0.05	0.03	0	0	0.05	0	0	0.48	0	0.13	0	0	0	0	0	0.88	0	0	0	0.03	0	0	0.78	0	0	0.05	0.28	0.05	0	0.1	0.1	0	0	0	0
"njc86"	0.03	0.05	0	0	0	0	0	0.03	0	0	0.03	0	0.1	0	0	0	0	0	0	0	0.03	0.03	0	0	0	0	0	0	0	0.03	0	0	0	0	0.03
"njc87"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13	0	0	0	0	0	0	0	0	0	0	0	0
"njc88"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13	0	0	0	0	0	0	0	0	0	0	0	0
"njc89"	0.03	0.05	0	0	0	0	0	0.03	0	0	0.03	0	0.1	0	0	0	0	0	0	0	0.03	0.03	0	0	0	0	0	0	0	0.03	0	0	0	0	0.03
"njc90"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13	0	0	0	0	0	0	0	0	0	0	0	0
"njc91"	0.08	0.05	0.03	0.05	0.2	0.03	0	0.25	0.03	0.18	0.23	0.05	0.05	0	0.48	0.3	0.38	0.2	0.08	0.1	0.55	0.15	0	0.03	0.25	0.03	0.05	0.05	0.2	0.07	0.13	0	0.28	0.03	0.1
"njc92"	20.23	19.51	16.38	24.65	19.84	1.62	21.31	21.68	17.08	23.54	31.64	28.97	30.8	10.9	34.4	29.93	31.08	16.01	17.36	17.91	42.64	14.1	25.33	0.98	20.16	14.63	19.58	21.98	31.26	18.77	17.85	1.68	35.82	23.36	17.17
"njc93"	0.05	0.03	0	0	0.05	0	0	0.4	0	0.05	0	0	0	0	0	0.7	0	0	0	0	0	0	0.53	0	0	0	0.25	0.05	0	0.05	0.1	0	0	0	0
"njc94"	0.03	0.05	0.03	0	0	0	0	0.03	0	0	0.03	0	0.1	0	0	0	0	0	0	0	0.03	0.03	0	0	0	0	0	0	0	0.03	0	0	0	0.03	0.03
"njc95"	0.95	1.68	0.55	1.98	0.98	0.17	0.58	2.28	0.9	1.28	0.95	1.55	1.63	1.2	1.88	5.48	0.88	2.83	0.58	0.35	1.1	0.98	2.2	0.38	1.8	1.08	1.7	1.25	2.58	2.17	1.23	0.2	2.48	0.5	0.53
"njc96"	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0
"njc97"	0.05	0.03	0	0	0.05	0	0	0.4	0	0.05	0	0	0	0	0	0.7	0	0	0	0	0	0	0.53	0	0	0	0.25	0.05	0	0.05	0.1	0	0	0	0
"njc98"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13	0	0	0	0	0	0	0	0	0	0	0	0
"njc99"	1.35	3.23	3.8	3.6	1.85	0.28	1.45	3.43	1.9	4.6	2.83	6.63	3.98	3.03	4.47	10.52	2.65	6.2	1.83	1.15	2.7	2.03	7.27	0.65	2.98	3.38	4.18	2.75	3.18	4.28	2.53	0.38	5.3	3.2	1.38
"njc100"	0	0	0.13	0.38	0	0.03	0.05	0.15	0.03	0.1	0	0.2	0.1	0.13	0	0	0	0	0	0	0	0	0.58	0	0.03	0.03	0.1	0.28	0	0	0.23	0.03	0	0.08	0.03
"njc101"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13	0	0	0	0	0	0	0	0	0	0	0	0
"njc102"	0.03	0.05	0	0	0	0	0	0.03	0	0	0.03	0	0.1	0	0	0	0	0	0	0	0.03	0.03	0	0	0	0	0	0	0	0.03	0	0	0	0	0.03
"njc103"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13	0	0	0	0	0	0	0	0	0	0	0	0
"njc104"	0.05	0.03	0	0	0.05	0	0	0.4	0	0.05	0	0	0	0	0	0.7	0	0	0	0	0	0	0.53	0	0	0	0.25	0.05	0	0.05	0.1	0	0	0	0
"njc105"	0.05	0.03	0	0	0.05	0	0	0.4	0	0.05	0	0	0	0	0	0.7	0	0	0	0	0	0	0.53	0	0	0	0.25	0.05	0	0.05	0.1	0	0	0	0
"njc106"	13.9	14.63	18.38	26.18	20.02	1.8	21.64	20.86	18.18	24.14	29.01	32.6	22.59	13.15	37.83	36.69	33.23	18.56	17.68	18.61	41.29	9.3	27.24	1.55	21.19	14.73	21.55	23.82	34.18	13.07	18.48	1.93	39.22	21.86	15.37
"njc107"	0.03	0.28	0.05	0	0.1	0	0	0.03	0	0.1	0.05	0.03	0	0	0	0.13	0.03	0.03	0	0.03	0	0	0	0	0	0.03	0.05	0	0.03	0.03	0.08	0	0.25	0.05	0.03
"njc108"	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0
"njc109"	0.05	0.03	0.1	0.38	0.05	0.03	0.05	0.55	0.03	0.15	0	0.2	0.1	0.13	0	0.7	0	0	0	0	0	0	0.85	0	0.03	0.03	0.35	0.32	0	0.05	0.33	0.03	0	0.05	0.03
"njc110"	13.92	14.68	18.38	26.18	19.99	1.8	21.61	20.88	18.18	24.09	29.04	32.6	22.69	13.15	37.83	36.66	33.23	18.56	17.66	18.61	41.32	9.33	27.24	1.55	21.14	14.73	21.55	23.82	34.18	13.1	18.48	1.93	39.22	20.79	15.39
"njc111"	1.15	2.68	2.8	3.25	1.13	0.2	1.4	2.9	1.4	2.38	1.9	4.38	3.6	2.33	3.78	8.74	2.15	5.9	1.43	0.78	1.8	1.8	3.46	0.58	2.95	2.9	3	2.25	2.98	3.92	1.98	0.28	3.85	2.2	0.68
"njc112"	2.65	6.49	4.58	7.01	6.96	0.42	3.73	4.8	3.15	5	12.06	8.06	6.33	4.48	11.88	7.69	8.7	6.93	4.28	4.78	17.57	3.08	1.3	0.45	4.98	3.8	5.88	4.9	9.25	4.47	5	0.3	15.81	6.1	6.08
"njc113"	0.08	0.08	0.03	0	0.05	0	0	0.5	0	0.13	0.03	0	0.1	0	0	0.88	0	0	0	0.03	0.03	0.03	0.78	0	0	0.05	0.28	0.05	0	0.12	0.1	0	0	0.03	0.03
"njc114"	0.08	0.08	0	0	0.05	0	0	0.43	0	0.05	0.03	0	0.1	0	0	0.7	0	0	0	0	0.03	0.03	0.4	0	0	0	0.25	0.05	0	0.07	0.1	0	0	0	0.03
"njc115"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13	0	0	0	0	0	0	0	0	0	0	0	0
"njc116"	1.15	2.65	3.55	3.33	1.15	0.28	1.4	3.1	1.83	3.45	1.93	6.1	3.63	2.8	3.78	10.29	2.2	5.93	1.63	0.78	1.8	1.88	6.31	0.65	3	3.15	2.98	2.48	2.95	4.05	2.05	0.32	3.83	2.53	0.7
"njc117"	0.08	0.15	0.18	0.05	0.1	0	0.03	0.55	0.05	0.28	0.05	0.2	0.08	0.03	0	1.03	0	0.13	0.05	0.1	0	0.1	1.5	0.05	0.03	0.3	0.38	0.12	0.1	0.28	0.2	0.03	0.05	0.18	0.05
"njc118"	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0.15	0.03	0	0	0.03	0	0	0	0
"njc119"	0.05	0.03	0	0	0.05	0	0	0.48	0	0.13	0	0	0	0	0	0.88	0	0	0	0.03	0	0	0.78	0	0	0.05	0.28	0.05	0	0.1	0.1	0	0	0	0
"njc120"	0.05	0.03	0	0	0.05	0	0	0.4	0	0.05	0	0	0	0	0	0.7	0	0	0	0	0	0	0.53	0	0	0	0.25	0.05	0	0.05	0.1	0	0	0	0
"njc121"	0.1	0.08	1.23	0.1	0.05	0.07	1.15	0.75	0.5	3.18	0.03	2.1	0.18	0.6	0	3.03	0.03	0	0.55	0.03	0.03	0.1	4.31	0.1	0	2.5	1.85	0.7	0	0.48	0.85	0.07	0.03	1.6	0.05
