"ID"	"ginger_29"	"henry_29"	"joans_29"	"ginger_36"	"grogu_36"	"henry_36"	"joans_36"	"franc_37"	"grogu_37"	"ginger_41"	"grogu_41"	"joans_41"	"marshmallow_41"	"ginger_42"	"grogu_42"	"henry_42"	"ivy_42"	"ophelia_57"	"wolverine_57"	"goose_58"	"wolverine_58"	"goose_59"	"hamlet_59"	"iris_59"	"ophelia_59"	"iris_60"	"wolverine_60"	"hamlet_67"	"hera_67"	"jarjarbinks_68"
"p__Bacillota"	3368	2311	2411	2533	381	2886	1958	2790	316	2427	474	5609	154	1482	999	2767	1382	1804	1866	2602	2873	2714	2501	2697	1334	1866	2811	419	3746	2409
"p__Pseudomonadota"	102	553	1180	449	3446	182	1702	147	3588	1066	3442	1626	282	1305	2568	230	174	221	1790	1025	856	727	313	151	1427	123	496	385	30	730
"p__Bacteroidota"	525	977	352	918	173	821	338	985	95	433	84	640	3113	1145	426	867	2325	1890	303	355	228	545	1037	1116	1182	1985	497	3088	131	731
"p__Actinomycetota"	3	139	5	70	0	13	1	53	1	3	0	5	442	40	7	77	24	66	11	10	24	4	69	15	38	10	112	81	88	70
"p__Fusobacteriota"	1	19	49	30	0	95	0	24	0	69	0	113	0	25	0	55	91	7	30	1	19	8	80	19	0	11	79	18	2	54
"p__Mycoplasmatota"	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	12	0	0	0	0	0	2	6	4	0	5	0	0
