task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
4	3b/52b06f	654674	minimap_pipeline:run_common:getParams	COMPLETED	0	2025-03-24 13:04:09.712	744ms	11ms	42.9%	0	0	77.5 KB	3.4 KB
13	0d/2b5b0e	654655	fastcat (9)	COMPLETED	0	2025-03-24 13:04:09.701	1.1s	419ms	24.6%	83.2 MB	189.6 MB	2.5 MB	1.7 MB
6	9b/aed479	654646	fastcat (2)	COMPLETED	0	2025-03-24 13:04:09.687	1.2s	468ms	218.9%	86.7 MB	511.4 MB	52.1 MB	36.9 MB
18	b3/108072	654618	fastcat (14)	COMPLETED	0	2025-03-24 13:04:09.675	1.2s	491ms	203.5%	84.7 MB	382 MB	52 MB	36.7 MB
8	f8/14dbc1	654610	fastcat (4)	COMPLETED	0	2025-03-24 13:04:09.659	1.2s	502ms	184.5%	85.2 MB	382.5 MB	48.2 MB	34 MB
7	63/bd2739	654714	fastcat (3)	COMPLETED	0	2025-03-24 13:04:09.744	1.1s	514ms	165.9%	84.9 MB	382.5 MB	44.5 MB	31.4 MB
12	45/c53777	654701	fastcat (8)	COMPLETED	0	2025-03-24 13:04:09.726	1.2s	545ms	232.0%	84.8 MB	382.5 MB	62.4 MB	44.3 MB
20	2a/cf2adf	654755	fastcat (16)	COMPLETED	0	2025-03-24 13:04:09.771	1.2s	584ms	179.8%	83.2 MB	189.6 MB	56.3 MB	39.4 MB
19	e1/7d4f95	656507	fastcat (15)	COMPLETED	0	2025-03-24 13:04:10.833	770ms	471ms	160.3%	81.8 MB	166.3 MB	39.2 MB	27.5 MB
9	bc/699be0	656571	fastcat (5)	COMPLETED	0	2025-03-24 13:04:10.876	817ms	512ms	276.2%	66.9 MB	382 MB	68 MB	48.1 MB
14	d2/585458	656739	fastcat (10)	COMPLETED	0	2025-03-24 13:04:10.929	778ms	434ms	184.7%	70.3 MB	189.1 MB	42.3 MB	29.6 MB
25	9c/21915d	656905	fastcat (21)	COMPLETED	0	2025-03-24 13:04:10.973	780ms	419ms	240.9%	74 MB	382 MB	49.8 MB	35.3 MB
27	5f/fa69a4	656676	fastcat (23)	COMPLETED	0	2025-03-24 13:04:10.891	855ms	453ms	226.8%	62.3 MB	189.1 MB	50.9 MB	36.1 MB
24	70/bed927	656695	fastcat (20)	COMPLETED	0	2025-03-24 13:04:10.917	833ms	477ms	232.2%	64.6 MB	189.1 MB	54.4 MB	38.5 MB
15	34/69c809	656671	fastcat (11)	COMPLETED	0	2025-03-24 13:04:10.908	857ms	500ms	241.8%	84.8 MB	382 MB	58.3 MB	41.3 MB
16	a9/7a191c	658222	fastcat (12)	COMPLETED	0	2025-03-24 13:04:11.620	736ms	435ms	208.3%	77.1 MB	382 MB	46.8 MB	32.9 MB
10	94/1cd1cc	658485	fastcat (6)	COMPLETED	0	2025-03-24 13:04:11.768	684ms	386ms	211.5%	74.4 MB	189.1 MB	41.1 MB	28.9 MB
11	84/ce540c	658387	fastcat (7)	COMPLETED	0	2025-03-24 13:04:11.710	751ms	433ms	257.1%	78.7 MB	510.9 MB	54.8 MB	38.9 MB
5	0c/bec5bb	658458	fastcat (1)	COMPLETED	0	2025-03-24 13:04:11.758	704ms	417ms	240.8%	81.2 MB	510.9 MB	51.2 MB	36 MB
17	83/73979a	658521	fastcat (13)	COMPLETED	0	2025-03-24 13:04:11.775	734ms	434ms	232.7%	86.8 MB	382 MB	51.6 MB	36.4 MB
26	45/0249a4	658399	fastcat (22)	COMPLETED	0	2025-03-24 13:04:11.725	842ms	533ms	276.5%	73.2 MB	382 MB	73.9 MB	52.3 MB
22	3f/a97c49	658542	fastcat (18)	COMPLETED	0	2025-03-24 13:04:11.783	838ms	537ms	222.9%	73.1 MB	189.1 MB	57.6 MB	40.9 MB
21	2f/a2e46f	659920	fastcat (17)	COMPLETED	0	2025-03-24 13:04:12.365	713ms	401ms	268.3%	83.2 MB	382 MB	54.7 MB	38.4 MB
23	79/451307	660102	fastcat (19)	COMPLETED	0	2025-03-24 13:04:12.465	746ms	436ms	251.5%	70.3 MB	382 MB	53.7 MB	38 MB
3	32/21d7fd	654731	minimap_pipeline:run_common:getVersions	COMPLETED	0	2025-03-24 13:04:09.758	4s	3.4s	139.4%	55.8 MB	4 GB	12.3 MB	3.1 KB
29	96/6ed024	660709	minimap_pipeline:minimap (KUB-48-MGE-S124)	COMPLETED	0	2025-03-24 13:04:13.757	17.6s	17.3s	1744.2%	747.2 MB	6.7 GB	646.7 MB	117.2 MB
31	f0/47a1db	662288	minimap_pipeline:minimap (HEN-59-MGE-S135)	COMPLETED	0	2025-03-24 13:04:31.379	14.5s	14.2s	2015.4%	851.5 MB	30.3 GB	640 MB	111.5 MB
30	7d/bf9ccb	663735	minimap_pipeline:minimap (GRO-45-MGE-S128)	COMPLETED	0	2025-03-24 13:04:45.861	15.4s	15s	2092.6%	776.6 MB	6.7 GB	648.9 MB	119.6 MB
