"ID"	"Hera_1"	"Wolverine_1"	"JarJarBinks_3"	"Goose_4"	"Korra_6"	"Hera_7"	"Iris_7"	"Korra_9"	"Hamlet_11"	"Hera_11"	"JarJarBinks_11"	"Hera_14"	"Iris_14"	"JarJarBinks_14"	"Kubo_14"	"Wolverine_14"	"JarJarBinks_15"	"Kubo_15"	"Iris_17"	"Kubo_17"	"Lambchop_17"	"Wolverine_17"	"Hamlet_18"	"Hera_18"	"Iris_18"	"JarJarBinks_18"	"Kubo_18"	"Lambchop_18"	"Wolverine_18"	"Ophelia_19"	"Wolverine_19"	"Goose_20"	"Hamlet_20"	"Hera_20"	"Iris_20"	"Korra_20"	"Ophelia_20"	"Hamlet_21"	"JarJarBinks_21"	"Korra_21"	"Kubo_21"	"Goose_22"	"Hamlet_22"	"Hera_22"	"Iris_22"	"Kubo_22"	"Hamlet_23"	"Iris_23"	"Korra_23"	"Hera_24"	"Kubo_24"	"Ophelia_24"	"Wolverine_24"	"Kubo_25"	"JarJarBinks_29"	"Korra_29"	"Kubo_30"	"Hamlet_31"	"JarJarBinks_32"	"Goose_37"	"Hera_37"	"Kubo_37"	"Lambchop_37"	"Ophelia_37"	"Wolverine_37"	"Hamlet_41"	"Hera_41"	"Goose_42"	"Lambchop_42"	"Ophelia_43"	"Goose_44"	"Iris_44"	"Lambchop_44"	"Hamlet_45"	"Hera_45"	"JarJarBinks_45"	"Korra_45"	"Ophelia_45"	"Goose_46"	"Hamlet_46"	"Iris_46"	"Lambchop_46"	"Hamlet_48"	"Hera_48"	"Iris_48"	"JarJarBinks_48"	"Korra_48"	"Kubo_48"	"Lambchop_48"	"Ophelia_48"	"Wolverine_48"	"Iris_49"	"JarJarBinks_49"	"Kubo_49"	"Ophelia_49"	"Wolverine_49"	"JarJarBinks_50"	"Korra_50"	"Kubo_50"	"Lambchop_50"	"Ophelia_50"	"Wolverine_50"	"Lambchop_51"	"Goose_52"	"JarJarBinks_52"	"Kubo_52"	"Hera_53"	"Kubo_53"	"Iris_55"	"Lambchop_55"	"Ophelia_55"	"Ophelia_57"	"Wolverine_57"	"Goose_58"	"Wolverine_58"	"Goose_59"	"Hamlet_59"	"Iris_59"	"Ophelia_59"	"Iris_60"	"Wolverine_60"	"Hera_67"	"JarJarBinks_68"
"njc11"	0	0	0	0.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.96	0	0	0	0	0	0	1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0.02	0	0	0	0	0	0	0.36	0	0
"njc12"	0.16	1.11	0.38	36.01	1.47	0.13	1.28	4.78	0.4	3.76	7.38	0.64	6.89	1.47	34.58	3.43	1.16	7.36	3.09	5.25	31.25	2.51	0.27	0.38	3.87	1.45	3.02	13.04	1.73	0.2	4.07	0.49	4.07	0.58	1.96	14.79	5.2	1.82	1.8	14.03	5.54	9.5	12.51	0	2.34	4.11	1.05	1	20.48	1.02	10.91	1.58	2.96	1.29	4.69	27.98	2	1.62	9.11	2.65	1.56	1.38	4.53	35.96	1.62	1.19	1.02	1.27	1.4	2.02	1.42	6.17	0.6	1.09	1.49	1.07	7.71	1.42	0.82	0.67	8.4	1.36	1.29	1.73	4.23	15.58	9.5	1.91	0.49	1.62	4.36	1.69	2.51	1.27	4.14	2.62	1.33	2.33	1.94	0.51	45.16	3.47	0.27	0.38	0.4	17.65	0.93	1.31	2	1.78	9.12	4.11	5.69	4.92	2.93	1.56	3.71	3.58	10.26	12.47	1.31	0.07	4.21
"njc13"	0	0	0	0.09	0	0	0	0	0	0.02	0	0	0	0	0.09	0	0	0	0	0	1.38	0	0	0	0	0	0	0.78	0	0	0	0.02	0	0	0	0.04	0	0	0	0	0	0.02	0	0	0	0	0	0	0.09	0	0.02	0	0	0	0	0	0	0	0.02	0.02	0	0	0	0.11	0	0	0	0	0.13	0	0	0	0.04	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0.02	0	0.02	0	0	0	0	0	0	0	0	0	0	0.2	0.11	0	0	0	0	0.04	0	0	0	0.49	0	0	0	0.47	0	0.04	0	0	0	0	0	0	0.04
"njc14"	0	0.02	0.02	0	0.17	0.02	0.08	0	0	0.02	0	0.02	0.02	0	0	0.04	0	0	0.04	0	0	0.02	0.02	0	0.02	0	0	0	0.02	0	0	0.02	0	0.02	0.04	0.11	0.02	0	0.02	0	0	0.04	0.02	0.02	0.04	0	0	0	0.04	0	0.02	0.02	0.02	0	0	0	0.04	0.04	0.03	0.04	0	0.02	0.02	0.04	0.02	0.06	0.02	0.04	0	0	0.02	0.09	0.02	0.02	0.04	0.02	0.02	0.04	0.04	0	0.07	0	0.02	0	0.04	0.02	0.02	0.04	0	0.07	0	0	0.16	0.02	0	0.04	0.02	0.02	0.09	0.02	0	0	0	0	0.04	0.02	0	0.07	0.04	0.02	0.02	0.02	0.02	0.02	0	0.02	0.02	0.04	0.07	0.09	0.09	0.02	0.04
"njc15"	0	0.07	0	0	0	0	0.08	0	0	0	0	0	0.98	0	0	0.31	0	0	0.31	0	0	0	0	0	0.33	0	0	0	0.02	0	0.6	0	0	0	0.42	0.02	0	0	0	0	0	0	0	0	0.24	0.02	0	0	0	0	0	0	0.04	0	0	0	0	0	0.01	0	0	0.16	0	0	0.04	0	0	0	0	0	0	0.69	0	0	0	0	0	0	0	0	0.51	0	0	0	0.38	0	0	0.27	0	0	0.04	0.04	0	0.04	0	0	0	0	0.18	0	0	0	0	0	0	0.04	0	0.09	0.22	0	0	0	0.07	0	0	0	0	0.07	0.02	1.09	0.02	0	0
"njc16"	0.27	1.42	1.22	0	1.77	0.29	0.87	2.67	0.6	0.24	1.13	0.22	9.56	3.94	0.67	3.3	1.84	0.78	2.65	0.91	0	1.2	0.44	0.84	4.2	1.67	2.11	0	1.2	2.62	3.94	0.53	0.47	1.29	2.05	1	2.62	0.62	2.36	0.91	1.29	0.58	0.38	0.02	1.49	1.56	0.56	0.58	1.07	0.71	0.96	3.96	1.58	1.33	2.04	0.38	0.36	1.36	2.4	0.47	1.29	1.11	0.56	1.67	1.44	0.42	0.67	0.47	0.13	1.51	0.16	4.74	0.09	1.49	1.98	0.67	3.09	1.69	1.07	0.89	5.85	0.18	1.91	1.51	3.22	2.38	2.51	1.31	0.27	5.51	2.6	1.11	3.42	1.09	6.19	2.24	3.31	1.13	1.85	0.02	1.02	0.78	0.09	0.42	4.27	1.58	0.47	0.78	1.45	0.13	1.74	6.02	0.62	0.18	0.6	0.51	1.67	2.18	2.87	8.25	0.89	0.38	2.38
"njc17"	0	0	0.02	0	0.08	0	0.07	0.02	0	0.02	0.09	0.02	0	0.02	0.04	0	0	0.16	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.04	0	0	0	0.02	0.04	0	0	0	0	0	0	0	0	0	0.02	0.02	0	0	0	0	0.02	0	0.04	0.02	0	0.04	0.07	0.02	0	0.03	0	0.04	0	0	0.02	0.02	0	0	0.02	0	0	0.07	0	0	0.04	0.02	0	0	0.09	0	0.02	0.07	0.02	0.04	0	0	0.09	0	0.04	0	0.04	0	0.04	0.02	0	0	0	0	0.02	0.02	0	0.02	0	0	0.02	0	0	0.02	0	0	0	0	0	0.02	0	0	0.07
"njc18"	0	0	0	2.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.96	0	0	0	0	0	0	1.6	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0.02	0	0	0.02	0	0	0	0	0	0	0.36	0	0.02
"njc19"	0	0	0	0.09	0	0	0	0	0	0.02	0	0	0	0	0.09	0	0	0	0	0	1.38	0	0	0	0	0	0	0.78	0	0	0	0.02	0	0	0	0.04	0	0	0	0	0	0.02	0	0	0	0	0	0	0.09	0	0.02	0	0	0	0	0	0	0	0.02	0.02	0	0	0	0.11	0	0	0	0	0.13	0	0	0	0.04	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0.02	0	0.02	0	0	0	0	0	0	0	0	0	0	0.2	0.11	0	0	0	0	0.04	0	0	0	0.49	0	0	0	0.47	0	0.04	0	0	0	0	0	0	0.04
"njc20"	0	0.07	0.02	0	0.01	0	0.16	0	0	0	0.02	0	1.98	0.04	0	0.87	0	0	0.49	0.02	0	0	0	0	0.67	0.02	0.02	0	0.02	0	1.05	0	0	0	0.62	0.02	0	0	0	0	0	0	0.02	0	0.31	0.04	0	0.02	0	0	0	0	0.04	0	0	0	0	0	0.07	0.02	0	0.18	0	0	0.07	0.03	0.02	0	0.04	0.02	0	0.87	0.04	0.02	0.07	0	0	0.02	0	0	0.87	0.07	0.02	0.07	0.64	0.09	0	0.29	0	0.04	0.09	0.11	0.02	0.04	0	0.04	0.02	0	0.18	0	0.02	0.02	0.02	0	0.02	0.09	0	0.09	0.33	0	0.02	0.04	0.07	0	0	0.02	0.02	0.18	0.02	1.53	0.04	0	0.11
"njc21"	0.58	2.89	0.2	0.22	2.85	0.82	2.71	0.2	32.79	5.67	19.68	2.62	4.85	0.44	4.67	1.71	0.91	5.02	0.51	0.31	1	0.13	0.27	0.2	0.89	0.13	0.27	2.07	0.4	0.27	3.2	0.13	0.13	0.11	2.82	0.44	0.16	0.31	0.22	0.2	0.56	0.27	0.09	0.07	1.78	0.2	4.34	0.69	0.24	0.22	0.36	0.31	0.27	0.27	0.04	0.04	0.6	0.4	0.31	0.56	0.76	4.87	0.36	0.53	2.47	1.26	1.27	0.47	3.85	0.85	0.51	3.36	2.51	1.02	1.29	0.33	0.24	0.91	1.58	0.22	2.29	3.02	0.42	0.27	2.13	0.24	0.29	3.05	0.42	0.91	0.64	1.29	0.78	0.78	0.29	1.36	0.44	0.11	1.02	0.76	0.22	0.96	0.51	0.27	0.29	0.24	0.84	1.85	1.56	0.67	0.71	0.29	0.84	0.2	0.58	0.42	1.82	0.78	0.38	0.73	2.65	0.31	1.8
"njc22"	0	0	0	0.09	0	0	0	0	0	0.02	0	0	0	0	0.09	0	0	0	0	0	1.38	0	0	0	0	0	0	0.78	0	0	0	0.02	0	0	0	0.04	0	0	0	0	0	0.02	0	0	0	0	0	0	0.09	0	0.02	0	0	0	0	0	0	0.02	0.02	0.02	0	0	0	0.11	0	0	0	0	0.13	0	0	0	0.04	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0.02	0	0.02	0	0	0	0	0	0	0	0	0	0	0.2	0.13	0	0	0	0	0.04	0	0	0	0.49	1.09	0	0	0.47	0	0.04	0	0	0.09	0	0.02	0	0.04
"njc23"	37.31	42.31	24.09	2.99	16.87	34.84	18.92	23.07	26.61	44.57	19.61	46.15	31.75	20.9	11.78	37.91	29.54	39.51	28.15	41	21.25	55.46	20.39	19.11	27.36	17.57	38.94	26.5	45.04	23.03	38.11	19.07	11.85	11.85	42.25	14.61	18.46	26.92	14.87	18.8	26.44	19.41	9.86	14.16	46.43	29.67	21.58	25.19	19.55	18.54	29.03	33.22	65.76	13.12	28.51	29.36	15.89	38.05	14.77	15.21	18.5	44.36	10.94	8.11	42.7	26.68	36.02	16.42	14.96	27.42	21.58	37.16	21.79	14.61	16.46	10.55	18.72	33.84	7.14	18.25	30.9	30.83	16.23	14.89	30.35	13.47	21.42	21.78	22.57	16.74	34.5	26.65	13.43	24.09	13.84	31.11	13.69	20.1	20.14	30.88	4.2	40.62	32.98	22.22	16.49	13.16	24.79	19.43	27.75	17.98	21.56	26.53	26.54	17.42	47	15.67	24.12	15.38	11.75	22.21	42.23	45.4	19.95
"njc24"	0.04	0.04	0.13	0	0.27	0.13	0.22	0.09	0.04	0.09	0.04	0.04	0.04	0.07	0	0.18	0.09	0.02	0.11	0.04	0	0.09	0.02	0.09	0.11	0.09	0.02	0	0.07	0	0.09	0.02	0.07	0.13	0.18	0.22	0.09	0.07	0.02	0.13	0.04	0.09	0.02	0.11	0.07	0.02	0	0	0.11	0.04	0.07	0.07	0.04	0	0.07	0	0.07	0.09	0.11	0.11	0.13	0.13	0.18	0.04	0.09	0.21	0.07	0.13	0	0.04	0.11	0.16	0.07	0.02	0.11	0.02	0.16	0.11	0.2	0.02	0.16	0	0.18	0.11	0.11	0.09	0.07	0.09	0.04	0.07	0	0.11	0.38	0.04	0.16	0.09	0.13	0.04	0.13	0.02	0.04	0.04	0	0.13	0.13	0.07	0.04	0.18	0.11	0.02	0.04	0.11	0.04	0.02	0.02	0.07	0.09	0.11	0.11	0.18	0.16	0.02	0.13
"njc25"	0	0.33	0	0.31	0.12	0	0.09	0	0.02	0.02	0.24	0.02	1	0.09	0.18	0.45	0.22	0.24	0.33	0.07	2.34	0.04	0.07	0	0.33	0	0.13	2.38	0.27	0.2	0.6	0.02	0.02	0	0.42	0.07	0.09	0	0	0	0.38	0.02	0	0	0.24	0.13	0.04	0	0.09	0.02	0.02	0.2	0.16	0.11	0	0	0.2	0.09	0.03	0.02	0	0.4	0	0.18	0.18	0.03	0.02	0	0.18	0.22	0	0.69	0.07	0	0.02	0.11	0	0.18	0	0	0.51	0.13	0.04	0.02	0.38	0	0.02	0.38	0.02	0.11	0.09	0.04	0	0.33	0.09	0.13	0	0	0.36	0.27	0.29	0.09	0.02	0	0	0.09	0	0.31	0.22	0.56	0.04	0	0.13	0.49	0.07	0.04	0.02	0.07	0.2	1.09	0.56	0.02	0.04
"njc26"	0	0	0	0.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.96	0	0	0	0	0	0	1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0.02	0	0	0	0	0	0	0.36	0	0
"njc27"	0	0.33	0	0.31	0.12	0	0.09	0	0.02	0.02	0.24	0.02	1	0.09	0.18	0.45	0.22	0.24	0.33	0.07	2.34	0.04	0.07	0	0.33	0	0.13	2.38	0.27	0.2	0.6	0.02	0.02	0	0.42	0.07	0.09	0	0	0	0.38	0.02	0	0	0.24	0.13	0.04	0	0.09	0.02	0.02	0.2	0.16	0.11	0	0	0.2	0.09	0.03	0.02	0	0.4	0	0.18	0.18	0.03	0.02	0	0.18	0.22	0	0.69	0.07	0	0.02	0.11	0	0.18	0	0	0.51	0.13	0.04	0.02	0.38	0	0.02	0.38	0.02	0.11	0.09	0.04	0	0.33	0.09	0.13	0	0	0.36	0.27	0.29	0.09	0.02	0	0	0.09	0	0.31	0.22	0.56	0.04	0	0.13	0.49	0.07	0.04	0.02	0.07	0.2	1.09	0.56	0.02	0.04
"njc28"	0	0	0.02	0.22	0.08	0	0.07	0.02	0	0.02	0.09	0.02	0	0.02	0.04	0	0	0.16	0	0.09	0.96	0	0	0	0	0	0	1.6	0	0	0	0	0	0	0.02	0.04	0	0	0	0.02	0.04	0	0	0	0	0	0	0	0	0	0.02	0.02	0	0	0	0	0.02	0	0.04	0.02	0	0.04	0.07	0.02	0	0.03	0	0.04	0	0	0.02	0.02	0.02	0	0.02	0	0	0.07	0	0	0.04	0.02	0	0	0.09	0	0.02	0.07	0.02	0.04	0	0	0.09	0	0.04	0	0.04	0	0.04	0.02	0	0	0	0	0.02	0.02	0	0.02	0	0.04	0.02	0	0	0.04	0	0	0	0	0	0.02	0.36	0	0.07
"njc29"	0	0	0	0.65	0.02	0.02	0	0	0	0	0	0	0	0.02	0.04	0	0.02	0	0	0	0	0	0	0	0	0	0.02	0.02	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.02	0	0.02	0	0	0.02	0	0	0	0	0	0	0	0.07	0	0	0	0	0.02	0	0	0.02	0	0	0	0	0	0.02	0	0	0	0.02	0	0	0	0	0.02	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0.04	0.04	0	0	0	0	0	0.02	0.02	0	0	0.09	0.02	0	0	0	0	0	0.07	0.02	0
"njc30"	0	0.07	0.02	0	0.01	0	0.16	0	0	0	0.02	0	1.98	0.04	0	0.87	0	0	0.49	0.02	0	0	0	0	0.67	0.02	0.02	0	0.02	0	1.05	0	0	0	0.62	0.02	0	0	0	0	0	0	0.02	0	0.31	0.04	0	0.02	0	0	0	0	0.04	0	0	0	0	0	0.07	0.02	0	0.18	0	0	0.07	0.03	0.02	0	0.04	0.02	0	0.87	0.04	0.02	0.07	0	0	0.02	0	0	0.87	0.07	0.02	0.07	0.64	0.09	0	0.29	0	0.04	0.09	0.11	0.02	0.04	0	0.04	0.02	0	0.18	0	0.02	0.02	0.02	0	0.02	0.09	0	0.09	0.33	0	0.02	0.04	0.07	0	0	0.02	0.02	0.18	0.02	1.53	0.04	0	0.11
"njc31"	0	0	0	2.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0.02
