"","ivy_17","korra_20","ophelia_20","kubo_21","franc_22","grogu_22","hamlet_23","franc_24","hera_24","ivy_24","kubo_24","ophelia_24","henry_25","kubo_25","ginger_44","iris_44","henry_45","korra_45","hamlet_46","joans_46","ginger_47","marshmallow_47","charles_48","grogu_48","hera_48","kubo_48","kubo_49","franc_50","kubo_52","kubo_53","marshmallow_53","ginger_55","ophelia_55","buddy_56"
"ivy_17",0,2.00644241807745,3.1733922252126,1.85915527298477,3.07572450709619,5.12197737095747,3.13250073125255,1.5906969078476,3.82819958915418,3.43547300045991,1.75476967818444,2.96284633986364,2.50304976506385,3.80792571739861,3.73557390084416,3.28753177899954,3.94350642844433,1.69543492922374,3.50703892463333,4.31675940782808,1.61305887547159,2.24228613652219,3.73956408168447,5.00556871138314,2.50341927539884,3.6872175730065,3.88028434057541,4.59292912581931,2.60611307329433,3.17124359713586,5.20355580473089,3.90589780757933,2.75580484824162,3.31117099022816
"korra_20",2.00644241807745,0,2.10221609383427,2.28625906401356,4.44369746670135,6.0714737212425,4.10071383606328,3.20860735622137,4.86800667477189,4.65815431765273,0.904649074430041,3.98257068259936,0.944261563068981,4.7054408896891,4.84552198583035,4.85247782207621,5.05247527785174,1.29195830223512,4.39080050006025,5.63711169213881,2.00152534516924,0.780649971076188,4.60602360080359,5.94420534664985,3.49930403923767,4.88534595618326,4.9647464300063,6.13062234112371,0.940760894459139,4.17915837407338,6.15975254270689,5.04496185435221,1.93451848432306,2.33538864882729
"ophelia_20",3.1733922252126,2.10221609383427,0,3.07475818673114,5.17885939671052,6.56615676533546,4.76256460697008,4.21506351021415,5.51692072034386,5.52476324749502,2.11613121389894,4.81144346281032,2.54692904885591,5.35747931923119,5.64618896647737,5.71703628013294,5.8119376119523,2.64445709062037,5.08534767488787,6.25973616612937,3.11055069356588,2.13376143643748,5.69951089065057,6.45030367863157,4.31438469674245,5.67580038541987,5.78467831562714,6.76161875797107,2.17717007132848,4.7386954728877,6.64823891756529,5.82813122298223,2.77544279794908,0.694691950036171
"kubo_21",1.85915527298477,2.28625906401356,3.07475818673114,0,2.7508352018703,4.01449601707276,2.05294814840044,2.08644770009827,2.82567558116585,2.80795892245457,1.67814199765786,2.25677226193756,2.87987025783738,2.69839974745158,2.87416754505294,3.44483977539773,3.06586541316145,1.6671234459647,2.8080001396885,3.79824969629653,1.21706052952824,2.07904664422253,3.95632140894312,3.90006366349782,1.60406282988284,2.91156341135189,3.08355323708462,4.42556511828271,2.93177500245177,2.09425927503446,4.10890991449066,3.10482595448763,2.67470375217027,3.19337886176493
"franc_22",3.07572450709619,4.44369746670135,5.17885939671052,2.7508352018703,0,2.76865872003847,1.52901512151591,1.70579326463552,1.59817138994759,1.57370187169324,4.01449989884386,2.48083493996328,5.06569089106951,2.1877069108895,1.59120690134131,2.46902508341108,1.48493695197909,3.59004879855537,2.03263185754738,1.46656206664241,2.87192780789638,4.4600255829932,3.95690680993773,2.65716386488009,2.06177081718499,1.41834244740886,1.50334733657257,1.86329546952769,5.2379056283462,1.42003704133381,2.84556422350514,1.3953892404905,4.9979531409593,5.16663959127
"grogu_22",5.12197737095747,6.0714737212425,6.56615676533546,4.01449601707276,2.76865872003847,0,2.45510247770106,4.10755492897961,2.11395949389237,2.78915717780234,5.59820368638736,3.83197305008526,6.73547488658436,2.17348034319483,2.6145142803398,4.09802252580888,2.29596694307995,5.39979440676466,3.45887824129059,2.11689829420551,4.72954506205401,5.77049945803757,5.55113646403836,0.3055511451824,3.31525817178927,2.35296494078983,2.41301047995887,2.76395244460521,6.78671098117566,2.34240460494281,0.12396739380166,2.29114549480897,6.41223392603229,6.46289622339669
"hamlet_23",3.13250073125255,4.10071383606328,4.76256460697008,2.05294814840044,1.52901512151591,2.45510247770106,0,2.10218524643075,0.885607418438493,1.25487378829874,3.63056540521621,1.68679903208205,4.65814442871115,1.03901517610461,1.24630765488308,2.60138934636936,1.31980875347313,3.19346025376636,1.48275393208199,2.02558059120787,2.57642709709244,3.97048877351769,3.63331838420862,2.28018341848672,1.05803688650311,1.18501397605907,1.29868540892257,2.8943794040987,4.86397815665621,0.686602108208463,2.56803835509545,1.32447185314927,4.46680587507363,4.82002113533704
"franc_24",1.5906969078476,3.20860735622137,4.21506351021415,2.08644770009827,1.70579326463552,4.10755492897961,2.10218524643075,0,2.63346886043552,2.09819416812609,2.8996779710365,2.10316459781911,3.71048670322524,2.82605954916039,2.44329487235639,2.16185205837693,2.62575322025717,2.40537039767777,2.34821934046104,2.9462119376841,1.89508721522634,3.39326238987944,3.0595560960585,3.97337510069008,1.71605125201728,2.36261198688535,2.51180121160221,3.21963495537415,3.97673762836972,2.14125938055784,4.19336130909462,2.54469410031474,3.82772358827414,4.3292789924004
"hera_24",3.82819958915418,4.86800667477189,5.51692072034386,2.82567558116585,1.59817138994759,2.11395949389237,0.885607418438493,2.63346886043552,0,1.20459968274858,4.3862790825697,2.0106283991732,5.41421543258524,0.958306590514209,1.0138026523486,2.63785749696164,0.947506130212197,3.90046237965231,1.45667711437222,1.49004325402095,3.28055778755511,4.74870303739966,3.88549037425477,1.91595586048733,1.76485869912528,0.912478515720737,1.00338788609596,2.48094353825212,5.62529929442924,1.13830447021093,2.2272691870573,0.946179002180984,5.16835560940888,5.55245778688641
"ivy_24",3.43547300045991,4.65815431765273,5.52476324749502,2.80795892245457,1.57370187169324,2.78915717780234,1.25487378829874,2.09819416812609,1.20459968274858,0,4.26151291777308,1.45851534924004,5.12746892954742,1.43926681845764,0.857955443401871,1.78124628641485,1.09900521995428,3.7176874661175,1.65460933932646,1.87049879525711,3.10545178697049,4.6427711148554,2.97318505347866,2.6257343234493,1.47305301101851,0.583001204646243,0.838160235880743,2.50855692764301,5.43779044125326,1.34069990099162,2.88583192682211,0.926781505971165,4.93697859069831,5.63862558285947
