"ID"	"subject"	"sampledate"	"bristol"	"SampleTime"	"studyday"	"location"	"subjectcode"	"sex"	"housing"	"group"	"Age"	"contraception"	"origin"	"previousexp"	"diet_trial"	"group_phase"
"jarjarbinks_49"	"jarjarbinks"	2023-04-27	"3"	730	"49"	"b2"	"jar"	"male"	"pair"	"g1"	3.123287671	""	"texas"	""	"intervention-2"	"control"
"kubo_49"	"kubo"	2023-04-27	"2"	730	"49"	"b3"	"kub"	"male"	"pair"	"g1"	4.101369863	""	"nebraska"	""	"intervention-2"	"control"
"ophelia_49"	"ophelia"	2023-04-27	"2"	730	"49"	"b2"	"oph"	"female"	"pair"	"g1"	5.594520548	"estrumate"	"nebraska"	""	"intervention-2"	"control"
"wolverine_49"	"wolverine"	2023-04-27	"2"	730	"49"	"b4"	"wol"	"male"	"pair"	"g1"	8.452054795	""	"nebraska"	"abx-ctrl"	"intervention-2"	"control"
"jarjarbinks_50"	"jarjarbinks"	2023-04-28	"3"	730	"50"	"b2"	"jar"	"male"	"pair"	"g1"	3.123287671	""	"texas"	""	"intervention-2"	"control"
"korra_50"	"korra"	2023-04-28	"3"	730	"50"	"b3"	"kor"	"female"	"pair"	"g1"	5.898630137	"estrumate"	"nebraska"	""	"intervention-2"	"control"
"kubo_50"	"kubo"	2023-04-28	"2"	730	"50"	"b3"	"kub"	"male"	"pair"	"g1"	4.101369863	""	"nebraska"	""	"intervention-2"	"control"
"lambchop_50"	"lambchop"	2023-04-28	"3"	800	"50"	"f1"	"lam"	"female"	"family"	"g1"	5.82739726	"estrumate"	"texas"	""	"intervention-2"	"control"
"ophelia_50"	"ophelia"	2023-04-28	"1"	730	"50"	"b2"	"oph"	"female"	"pair"	"g1"	5.594520548	"estrumate"	"nebraska"	""	"intervention-2"	"control"
"wolverine_50"	"wolverine"	2023-04-28	"2"	730	"50"	"b4"	"wol"	"male"	"pair"	"g1"	8.452054795	""	"nebraska"	"abx-ctrl"	"intervention-2"	"control"
"lambchop_51"	"lambchop"	2023-04-29	"3"	800	"51"	"f1"	"lam"	"female"	"family"	"g1"	5.82739726	"estrumate"	"texas"	""	"intervention-2"	"control"
"goose_52"	"goose"	2023-04-30	"3"	800	"52"	"f1"	"goo"	"male"	"family"	"g1"	6.712328767	""	"texas"	"abx-ctrl"	"intervention-2"	"control"
"jarjarbinks_52"	"jarjarbinks"	2023-04-30	"2"	730	"52"	"b2"	"jar"	"male"	"pair"	"g1"	3.123287671	""	"texas"	""	"intervention-2"	"control"
"kubo_52"	"kubo"	2023-04-30	"2"	730	"52"	"b3"	"kub"	"male"	"pair"	"g1"	4.101369863	""	"nebraska"	""	"intervention-2"	"control"
"hera_53"	"hera"	2023-05-01	"3"	730	"53"	"b1"	"her"	"female"	"pair"	"g1"	3.531506849	"estrumate"	"texas"	""	"intervention-2"	"control"
"kubo_53"	"kubo"	2023-05-01	"2"	730	"53"	"b3"	"kub"	"male"	"pair"	"g1"	4.101369863	""	"nebraska"	""	"intervention-2"	"control"
"iris_55"	"iris"	2023-05-03	"3"	730	"55"	"b4"	"iri"	"female"	"pair"	"g1"	6.835616438	"estrumate"	"texas"	"abx-ctrl"	"intervention-2"	"control"
"lambchop_55"	"lambchop"	2023-05-03	"3"	800	"55"	"f1"	"lam"	"female"	"family"	"g1"	5.82739726	"estrumate"	"texas"	""	"intervention-2"	"control"
"ophelia_55"	"ophelia"	2023-05-03	"1"	730	"55"	"b2"	"oph"	"female"	"pair"	"g1"	5.594520548	"estrumate"	"nebraska"	""	"intervention-2"	"control"
