task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
50	37/7ea269	138528	minimap_pipeline:minimap (WOL-49-MGE-S115)	COMPLETED	0	2025-03-24 13:07:43.851	16s	15.6s	2112.6%	945.4 MB	6.9 GB	652.6 MB	123 MB
51	f2/599d21	139835	minimap_pipeline:minimap (CM-NTC-006)	COMPLETED	0	2025-03-24 13:07:59.835	5.4s	5s	258.9%	730 MB	4.6 GB	522.5 MB	4 MB
52	c5/b414dc	140718	minimap_pipeline:minimap (FRA-48-MGE-S114)	COMPLETED	0	2025-03-24 13:08:05.223	15.6s	15.3s	2020.8%	810.1 MB	6.7 GB	662.2 MB	131.9 MB
53	0d/87dae4	141862	minimap_pipeline:getAlignmentStats (HEN-9-MGE-S105)	COMPLETED	0	2025-03-24 13:08:20.844	3.5s	3.2s	186.7%	643.2 MB	1.9 GB	485.6 MB	3.5 MB
54	23/26e08d	142365	minimap_pipeline:getAlignmentStats (OPH-59-MGE-S100)	COMPLETED	0	2025-03-24 13:08:24.384	3.3s	3s	188.0%	739.4 MB	2 GB	491 MB	7.8 MB
55	d5/5cdf4e	142861	minimap_pipeline:getAlignmentStats (HEN-9-DRS-S104)	COMPLETED	0	2025-03-24 13:08:27.750	3.3s	2.9s	176.9%	685.9 MB	1.9 GB	485.1 MB	3.9 MB
56	3e/9ad209	143376	minimap_pipeline:getAlignmentStats (GRO-37-MGE-S94)	COMPLETED	0	2025-03-24 13:08:31.080	3.9s	3.5s	186.6%	833.6 MB	2 GB	484.8 MB	3.1 MB
57	b9/ebb876	144024	minimap_pipeline:getAlignmentStats (GIN-55-MGE-S97)	COMPLETED	0	2025-03-24 13:08:34.957	3.2s	2.9s	199.9%	749.7 MB	2 GB	481.6 MB	3.7 MB
58	b5/c7cc89	144518	minimap_pipeline:getAlignmentStats (OPH-48-MGE-S113)	COMPLETED	0	2025-03-24 13:08:38.197	3.4s	3s	191.0%	636.1 MB	1.9 GB	491.2 MB	7.7 MB
59	2d/8cdcdc	145015	minimap_pipeline:getAlignmentStats (IRI-60-MGE-S101)	COMPLETED	0	2025-03-24 13:08:41.621	3.5s	3.2s	190.2%	641.3 MB	2 GB	497 MB	7.5 MB
60	ed/52e779	145513	minimap_pipeline:getAlignmentStats (GOO-58-MGE-S99)	COMPLETED	0	2025-03-24 13:08:45.168	3.2s	2.8s	197.4%	735 MB	1.9 GB	483 MB	5 MB
61	00/a7a393	146009	minimap_pipeline:getAlignmentStats (CHA-50-MGE-S110)	COMPLETED	0	2025-03-24 13:08:48.356	3.4s	3.1s	175.2%	567.3 MB	1.8 GB	492.2 MB	5.4 MB
62	a7/fcf9a7	146505	minimap_pipeline:getAlignmentStats (OPH-55-MGE-S95)	COMPLETED	0	2025-03-24 13:08:51.791	3.3s	2.9s	192.2%	741 MB	1.9 GB	491.4 MB	7 MB
63	ce/abd392	146999	minimap_pipeline:getAlignmentStats (MAR-60-MGE-S102)	COMPLETED	0	2025-03-24 13:08:55.078	3.7s	3.3s	179.5%	662.4 MB	1.9 GB	489.8 MB	5.4 MB
64	85/63d5c0	147523	minimap_pipeline:getAlignmentStats (GIN-55-DRS-S96)	COMPLETED	0	2025-03-24 13:08:58.781	3.4s	3s	188.9%	711.1 MB	1.9 GB	490.4 MB	5.1 MB
65	a2/79a8e0	148017	minimap_pipeline:getAlignmentStats (IVY-9-MGE-S103)	COMPLETED	0	2025-03-24 13:09:02.164	3.4s	3.1s	188.7%	678.5 MB	1.9 GB	492.2 MB	5.5 MB
66	8f/a97221	148511	minimap_pipeline:getAlignmentStats (FRA-56-MGE-S111)	COMPLETED	0	2025-03-24 13:09:05.575	3.5s	3.2s	186.6%	611.9 MB	1.9 GB	494.6 MB	6.5 MB
67	69/7af70b	149004	minimap_pipeline:getAlignmentStats (KUB-37-MGE-S108)	COMPLETED	0	2025-03-24 13:09:09.096	3.2s	2.9s	205.7%	684.6 MB	1.8 GB	481.8 MB	5.2 MB
68	89/ded468	149495	minimap_pipeline:getAlignmentStats (OPH-37-MGE-S93)	COMPLETED	0	2025-03-24 13:09:12.324	3.3s	2.9s	194.5%	694.5 MB	1.9 GB	488.7 MB	5.3 MB
69	f7/10eead	149983	minimap_pipeline:getAlignmentStats (JAR-50-MGE-S109)	COMPLETED	0	2025-03-24 13:09:15.605	3.2s	2.8s	189.9%	719.5 MB	1.9 GB	481.7 MB	4.8 MB
70	4b/b5e3ba	150476	minimap_pipeline:getAlignmentStats (BUD-56-MGE-S98)	COMPLETED	0	2025-03-24 13:09:18.776	3.4s	3.1s	187.5%	686.3 MB	1.9 GB	486.3 MB	5.6 MB
71	0c/e58aac	150962	minimap_pipeline:getAlignmentStats (WOL-14-MGE-S107)	COMPLETED	0	2025-03-24 13:09:22.184	3.2s	2.9s	195.1%	727.8 MB	1.9 GB	486.1 MB	6.7 MB
72	88/1d57aa	151455	minimap_pipeline:getAlignmentStats (GOO-37-MGE-S112)	COMPLETED	0	2025-03-24 13:09:25.423	3.6s	3.2s	191.1%	599.5 MB	1.9 GB	492.9 MB	6 MB
73	15/cb7de1	151946	minimap_pipeline:getAlignmentStats (HER-14-MGE-S106)	COMPLETED	0	2025-03-24 13:09:28.999	3.6s	3.2s	184.3%	658.9 MB	2 GB	491.8 MB	5.7 MB
74	e1/ed80c3	152435	minimap_pipeline:getAlignmentStats (WOL-49-MGE-S115)	COMPLETED	0	2025-03-24 13:09:32.594	3.5s	3.1s	186.2%	643.9 MB	2 GB	490 MB	6.1 MB
75	c8/8358b4	152932	minimap_pipeline:getAlignmentStats (CM-NTC-006)	COMPLETED	0	2025-03-24 13:09:36.089	2.9s	2.5s	198.5%	802 MB	2 GB	463.1 MB	973.7 KB
76	41/2c1d22	153424	minimap_pipeline:getAlignmentStats (FRA-48-MGE-S114)	COMPLETED	0	2025-03-24 13:09:39.018	3.7s	3.3s	192.9%	642.5 MB	1.9 GB	491.9 MB	6.5 MB
77	5a/138c2b	153917	minimap_pipeline:createAbundanceTables	COMPLETED	0	2025-03-24 13:09:42.683	2.6s	2.1s	234.2%	51.6 MB	4 GB	11.7 MB	66.4 KB
78	df/5198e3	154277	minimap_pipeline:makeReport (1)	COMPLETED	0	2025-03-24 13:09:45.487	6m 40s	6m 39s	99.5%	1004.8 MB	5.2 GB	97.6 MB	31.2 MB
