"ID"	"hera_1"	"wolverine_1"	"buddy_11"	"hamlet_11"	"hera_11"	"jarjarbinks_11"	"joans_11"	"padme_11"	"ginger_14"	"hera_14"	"iris_14"	"jarjarbinks_14"	"kubo_14"	"wolverine_14"	"jarjarbinks_15"	"kubo_15"	"buddy_16"	"buddy_17"	"iris_17"	"ivy_17"	"kubo_17"	"lambchop_17"	"padme_17"	"wolverine_17"	"buddy_18"	"ginger_18"	"hamlet_18"	"hera_18"	"iris_18"	"ivy_18"	"jarjarbinks_18"	"kubo_18"	"lambchop_18"	"wolverine_18"	"franc_19"	"ivy_19"	"ophelia_19"	"wolverine_19"	"ginger_2"	"hera_2"	"jarjarbinks_2"	"lambchop_2"	"ginger_20"	"goose_20"	"hamlet_20"	"hera_20"	"iris_20"	"korra_20"	"ophelia_20"	"buddy_21"	"hamlet_21"	"jarjarbinks_21"	"joans_21"	"korra_21"	"kubo_21"	"franc_22"	"goose_22"	"grogu_22"	"hamlet_22"	"henry_22"	"hera_22"	"iris_22"	"joans_22"	"korra_22"	"kubo_22"	"marshmallow_22"	"hamlet_23"	"iris_23"	"korra_23"	"franc_24"	"ginger_24"	"goose_24"	"grogu_24"	"henry_24"	"hera_24"	"ivy_24"	"kubo_24"	"marshmallow_24"	"ophelia_24"	"wolverine_24"	"henry_25"	"kubo_25"	"lambchop_25"	"ginger_29"	"henry_29"	"jarjarbinks_29"	"joans_29"	"korra_29"	"jarjarbinks_3"	"kubo_30"	"hamlet_31"	"jarjarbinks_32"	"ginger_36"	"grogu_36"	"henry_36"	"joans_36"	"franc_37"	"goose_37"	"grogu_37"	"hera_37"	"kubo_37"	"lambchop_37"	"ophelia_37"	"wolverine_37"	"goose_4"	"ginger_41"	"grogu_41"	"hamlet_41"	"hera_41"	"joans_41"	"marshmallow_41"	"ginger_42"	"goose_42"	"grogu_42"	"henry_42"	"ivy_42"	"lambchop_42"	"ophelia_43"	"buddy_44"	"franc_44"	"ginger_44"	"goose_44"	"iris_44"	"ivy_44"	"jarjarbinks_44"	"joans_44"	"lambchop_44"	"marshmallow_44"	"buddy_45"	"franc_45"	"grogu_45"	"hamlet_45"	"henry_45"	"hera_45"	"ivy_45"	"jarjarbinks_45"	"joans_45"	"korra_45"	"marshmallow_45"	"ophelia_45"	"buddy_46"	"charles_46"	"goose_46"	"hamlet_46"	"iris_46"	"ivy_46"	"joans_46"	"lambchop_46"	"marshmallow_46"	"franc_47"	"ginger_47"	"ivy_47"	"marshmallow_47"	"buddy_48"	"charles_48"	"franc_48"	"grogu_48"	"hamlet_48"	"henry_48"	"hera_48"	"iris_48"	"ivy_48"	"jarjarbinks_48"	"joans_48"	"korra_48"	"kubo_48"	"lambchop_48"	"marshmallow_48"	"ophelia_48"	"wolverine_48"	"charles_49"	"franc_49"	"ginger_49"	"henry_49"	"iris_49"	"ivy_49"	"jarjarbinks_49"	"joans_49"	"kubo_49"	"marshmallow_49"	"ophelia_49"	"wolverine_49"	"padme_5"	"buddy_50"	"charles_50"	"franc_50"	"ginger_50"	"grogu_50"	"ivy_50"	"jarjarbinks_50"	"joans_50"	"korra_50"	"kubo_50"	"lambchop_50"	"ophelia_50"	"wolverine_50"	"charles_51"	"franc_51"	"joans_51"	"lambchop_51"	"buddy_52"	"charles_52"	"ginger_52"	"goose_52"	"grogu_52"	"jarjarbinks_52"	"kubo_52"	"marshmallow_52"	"franc_53"	"hera_53"	"kubo_53"	"marshmallow_53"	"charles_55"	"ginger_55"	"iris_55"	"ivy_55"	"lambchop_55"	"ophelia_55"	"buddy_56"	"franc_56"	"grogu_56"	"joans_56"	"buddy_57"	"joans_57"	"ophelia_57"	"wolverine_57"	"ginger_58"	"goose_58"	"wolverine_58"	"goose_59"	"hamlet_59"	"henry_59"	"iris_59"	"ophelia_59"	"korra_6"	"padme_6"	"iris_60"	"joans_60"	"marshmallow_60"	"wolverine_60"	"joans_62"	"henry_66"	"hamlet_67"	"hera_67"	"ivy_67"	"franc_68"	"jarjarbinks_68"	"ginger_7"	"hera_7"	"iris_7"	"padme_7"	"grogu_70"	"charles_9"	"franc_9"	"grogu_9"	"henry_9"	"ivy_9"	"korra_9"	"ophelia_9"
"c__Negativicutes"	2614	2606	1964	1374	2192	1460	1830	1773	2931	2590	1483	1537	968	2229	1784	2249	314	2034	2388	1543	2257	1188	5	2804	1105	2573	2592	2364	2066	1281	1752	2524	2645	2889	2152	2000	2346	2209	343	426	409	225	2449	2355	1609	2193	2715	1436	1338	1708	2445	2434	2125	1968	2322	1996	1736	521	621	2036	1613	2890	1996	1407	2222	2179	2404	2409	1768	1839	2434	2148	1536	2164	2100	4172	2081	1023	1833	3066	1429	1126	2861	2948	1939	2136	2136	1791	2444	1405	2427	3454	1920	299	2323	1747	1926	2040	205	1679	2667	1765	661	2671	12	2081	366	4020	2287	4146	100	1210	2208	722	2361	1050	1995	1917	1548	975	3083	2802	1998	4947	187	1741	2300	1616	1849	1925	2422	1159	3269	1248	1448	622	1478	1293	625	1972	1059	1801	1493	1688	1821	3053	1985	1967	1367	2726	3156	2133	985	948	1916	1946	229	1917	2465	1890	2312	2016	1529	2162	1925	2078	2819	1951	1427	1859	812	1928	3426	3001	2778	2544	1740	2037	2356	1581	1338	2188	1032	1334	2801	2447	3245	1020	2881	2614	1529	2361	2383	2475	345	2349	2136	2014	1289	2889	1913	1724	2808	2469	648	2624	1195	1583	2307	2564	2306	341	2171	5828	2543	1817	1369	1509	1080	1880	464	2519	1664	982	1272	1481	2900	2436	2480	2289	1778	2773	1958	994	3347	748	1223	2693	1106	2518	2812	1047	268	3268	2098	2270	1862	1967	2800	4670	444	286	1478	712	2250	2294	1120	1445	2332
"c__Bacteroidia"	755	522	738	603	347	649	670	379	328	560	1912	1158	318	610	618	337	2285	624	930	1356	449	1	12	772	22	719	738	960	1302	1534	738	742	0	461	856	723	1057	1183	199	2541	1826	1079	1043	573	775	893	602	675	698	738	576	769	537	632	603	1066	660	178	257	1023	761	737	820	524	484	491	798	1041	430	1198	1193	721	711	840	1209	1195	574	216	1212	470	979	627	885	524	977	475	351	179	458	169	759	1304	918	173	821	338	985	747	95	1316	559	640	462	445	2	433	84	1175	779	639	3113	1143	584	426	868	2325	1548	553	685	1011	615	139	1192	1026	2006	1046	1145	400	1036	1135	312	2126	436	1832	1197	272	1464	1739	162	669	1365	1195	1380	1560	1424	239	1019	1511	250	671	245	1051	306	278	909	1246	129	1217	508	1099	956	1103	581	689	873	1258	466	216	1658	787	185	966	260	601	611	729	676	1236	982	224	1709	748	685	274	472	892	352	98	538	550	1785	1161	850	1036	281	243	980	1239	2064	829	508	1409	590	667	224	572	1044	802	1195	394	720	84	1001	1047	586	1243	2272	625	218	1074	228	775	489	243	1890	303	551	355	230	545	1037	898	1116	1183	1362	853	1986	377	440	497	757	1922	3083	129	347	460	731	666	503	1114	712	2666	218	103	1074	1520	997	1501	671
"c__Gammaproteobacteria"	72	111	893	36	373	504	1103	382	39	186	23	88	2272	25	125	506	19	338	37	486	357	2745	3913	24	2715	153	61	39	26	334	1014	127	1163	29	346	266	39	27	3294	21	15	2388	65	262	1174	89	23	960	1434	430	426	407	976	864	452	85	884	3202	2815	445	1192	17	561	1571	921	1003	85	5	1304	188	23	433	1319	490	33	160	648	2418	51	16	1128	2027	173	36	421	784	1129	1839	122	2035	178	1831	254	3436	108	1556	97	581	3579	27	113	864	2560	45	5549	910	3429	601	233	1264	2	1112	615	2536	31	41	70	549	1341	548	2	319	26	419	884	889	164	1674	861	213	824	25	6	50	703	2597	762	389	2871	546	1257	710	385	74	147	26	645	120	2070	74	329	21	2266	2505	548	97	3530	24	27	109	36	59	1247	385	598	85	392	1374	222	822	2047	150	4	32	12	131	307	495	48	1697	281	314	2025	1949	418	84	6	2664	57	231	365	85	63	168	3189	1064	218	51	454	66	1178	43	13	423	2955	81	1223	1003	16	73	98	3489	46	44	22	37	107	1152	2387	49	3145	344	1468	2548	130	1754	18	906	829	626	269	34	30	1368	1710	1947	32	509	2114	292	159	98	40	15	767	691	616	4971	44	66	2202	464	1715	3002	165	2735	1372	54	56
"c__Clostridia"	459	522	275	435	704	543	282	495	456	416	307	1107	222	1016	1360	679	45	241	600	500	847	38	10	363	54	210	552	539	456	345	417	477	81	565	559	662	413	396	53	141	122	22	292	671	405	774	494	781	453	158	466	339	199	453	568	716	648	93	234	354	289	268	497	416	319	264	451	493	407	599	269	592	366	299	508	1532	636	332	784	383	176	173	4	421	368	529	274	160	883	272	511	1143	596	82	563	207	864	512	111	825	397	600	266	584	20	343	108	1890	536	1465	55	271	468	276	403	331	127	856	289	424	182	606	534	1365	53	228	224	252	150	536	255	292	213	477	464	464	160	394	324	670	189	239	388	430	446	466	249	77	233	435	173	203	366	164	550	572	100	767	742	839	572	681	514	537	467	399	241	426	538	367	272	817	264	291	489	350	1173	142	453	425	571	501	206	240	234	447	328	208	425	463	185	301	522	136	147	184	458	458	143	84	302	626	468	317	157	640	448	378	405	635	678	81	315	857	712	733	86	571	244	856	144	261	242	185	530	385	471	146	390	425	724	114	739	342	1256	385	642	348	298	260	132	403	152	478	454	462	547	270	498	1822	509	22	482	152	358	73	380	725	865
"c__Betaproteobacteria"	62	67	79	30	25	41	65	37	113	84	64	45	30	18	30	30	522	162	30	83	67	14	0	25	98	242	43	79	41	86	71	73	104	37	51	63	98	35	79	750	463	255	40	127	24	40	61	134	51	92	34	51	114	47	20	111	64	5	19	79	137	23	29	73	39	55	49	27	81	148	60	85	60	112	47	131	43	3	44	42	161	36	53	66	131	65	51	29	87	16	97	197	195	10	73	146	50	99	9	69	53	113	16	36	41	156	13	188	87	362	280	193	119	32	199	134	96	78	26	359	63	44	92	208	605	88	46	44	97	160	32	166	64	61	140	20	135	142	6	90	75	40	240	182	82	64	98	188	42	72	81	375	65	73	18	112	12	48	33	48	68	108	117	152	82	61	75	22	56	95	10	124	22	64	76	208	92	75	117	37	76	171	32	42	60	109	52	8	88	128	117	87	100	103	8	114	127	136	44	77	36	168	107	107	16	67	78	166	69	39	36	4	38	122	78	133	104	50	45	118	7	89	70	37	91	36	51	120	27	101	43	135	121	60	66	32	91	68	35	206	127	121	344	15	86	103	115	102	123	177	41	412	22	29	59	148	110	205	43
"c__Fusobacteriia"	26	103	30	1500	332	790	27	904	123	149	191	13	183	56	27	185	0	581	11	4	1	0	1	0	2	23	5	0	23	342	3	2	0	3	19	192	0	121	27	14	53	0	56	2	5	0	96	0	0	816	10	0	39	0	3	11	6	0	3	40	1	52	84	0	2	0	202	15	0	18	14	13	0	34	8	597	0	0	0	1	28	7	1	1	19	0	49	0	0	13	5	0	30	0	95	0	24	12	0	27	180	3	12	90	1	69	0	97	52	113	0	25	0	0	55	91	149	27	61	435	1	0	114	1	0	0	94	0	0	1	0	37	0	62	2	5	0	0	0	21	15	4	57	4	71	20	0	115	0	4	0	167	0	29	42	0	0	7	7	2	48	15	7	47	0	112	1	0	27	20	14	0	0	6	16	22	1	0	17	0	3	37	5	37	4	0	0	0	0	0	0	0	14	21	1	28	23	6	0	11	16	19	1	0	0	0	2	0	0	37	57	0	28	0	48	2	22	25	9	1	0	1	35	1	7	30	0	1	19	8	80	31	19	0	192	19	11	0	0	80	1	129	18	3	129	3	54	0	25	140	79	0	68	0	71	1099	0	2	15
"c__Coriobacteriia"	12	62	16	16	23	7	13	4	9	12	10	45	3	30	37	11	49	13	2	20	21	1	1	12	1	56	9	18	81	23	3	47	3	13	15	24	40	27	3	20	429	6	27	9	6	10	6	7	5	51	39	0	2	30	22	9	0	1	47	21	6	11	12	6	6	5	1	8	6	7	4	5	4	49	88	86	13	5	48	19	91	3	20	3	139	11	5	2	6	79	19	57	70	0	14	1	53	9	1	55	21	14	11	125	0	3	0	19	18	5	28	39	5	8	78	24	13	5	47	64	54	82	22	24	19	5	19	12	2	22	145	193	9	266	31	9	1	37	12	14	38	7	54	59	6	128	3	6	20	18	11	45	10	1	8	22	0	17	197	11	5	3	5	5	47	5	5	8	62	46	3	10	21	5	13	11	7	2	19	31	18	38	3	98	6	4	14	0	4	7	16	3	44	7	8	15	35	83	3	12	39	3	11	12	0	14	8	47	7	250	94	1	384	86	4	19	34	62	10	18	12	2	28	3	66	11	3	11	22	4	69	3	15	37	13	2	10	2	2	112	9	249	41	88	108	8	68	10	4	3	2	8	1	1	21	118	21	64	13
"c__Bacilli"	0	4	3	4	0	2	4	21	0	0	0	4	2	3	5	1	0	2	0	0	1	3	41	0	2	20	0	0	0	10	0	1	3	3	0	39	6	0	0	1	0	0	22	0	1	0	0	0	6	1	1	0	8	4	3	0	2	0	0	0	0	0	1	0	4	2	5	0	1	0	1	1	1	12	5	101	4	3	2	1	3	0	0	1	6	0	1	0	0	7	3	2	16	0	0	5	0	0	0	0	5	0	0	3	1479	2	0	2	3	2	0	4	0	0	2	2	1	2	1	119	0	2	1	5	0	2	5	1	4	0	7	0	1	2	0	1	0	4	0	3	0	0	0	1	0	1	1	11	15	0	3	4	1	0	1	0	0	1	20	1	0	5	0	12	4	1	0	0	0	1	642	4	0	0	0	2	0	12	2	3	0	0	11	22	3	6	2	1	2	5	3	0	17	49	5	1	17	2	1	26	3	3	0	5	0	1	1	13	1	7	1	0	15	10	0	8	5	2	4	1	0	8	4	0	2	0	1	23	3	2	0	12	0	1	28	5	0	2	0	26	3	30	0	0	0	0	1	6	1	1	9	0	11	0	0	7	0	2	2
"c__Actinomycetes"	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	752	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	78	603	23	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	2	0	849	0	0	1	1	0	414	0	0	0	0	0	0	0	0	0	0	1	1	1	240	0	0	0	0	0	1	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	41	0	0	0	0	0	0	2	0	142	0	0	0	0	0	0	0
"c__Mollicutes"	0	3	0	0	0	3	0	0	0	0	8	0	2	3	14	2	0	0	0	1	0	0	0	0	0	0	0	0	1	26	0	3	0	0	0	11	0	1	0	0	28	0	0	0	0	0	1	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	12	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	6	1	0	0	0	0	0	0	2	0	0	0	0	1	0	11	0	0	0	0	12	1	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	12	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	5	0	0	0	0	0	0	7	0	0	0	0	0	2	3	0	0	5	0	0	0	0	0	0	8	0	0	5	0	0	0	0	0	10	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	4	1	0	1	0	1	0	0	0	0	12	0	0	0	0	0	0	0	2	6	12	0	4	0	0	0	0	0	5	0	6	1	0	0	0	0	0	0	0	0	1	0	0	0	0
