"","Hera_2","JarJarBinks_2","Lambchop_2","Goose_4","Buddy_16","Marshmallow_41","JarJarBinks_44","Hamlet_67","Grogu_70"
"Hera_2",0,0.377777777777778,0.43956043956044,0.583941605839416,0.13953488372093,0.370786516853933,0.385416666666667,0.239583333333333,0.409090909090909
"JarJarBinks_2",0.377777777777778,0,0.610294117647059,0.464968152866242,0.443609022556391,0.556390977443609,0.503703703703704,0.4,0.331168831168831
"Lambchop_2",0.43956043956044,0.610294117647059,0,0.644628099173554,0.354430379746835,0.333333333333333,0.263888888888889,0.472527472527473,0.56
"Goose_4",0.583941605839416,0.464968152866242,0.644628099173554,0,0.578125,0.674603174603175,0.57258064516129,0.553030303030303,0.567901234567901
"Buddy_16",0.13953488372093,0.443609022556391,0.354430379746835,0.578125,0,0.397590361445783,0.393258426966292,0.364583333333333,0.453125
"Marshmallow_41",0.370786516853933,0.556390977443609,0.333333333333333,0.674603174603175,0.397590361445783,0,0.27027027027027,0.348837209302326,0.547619047619048
"JarJarBinks_44",0.385416666666667,0.503703703703704,0.263888888888889,0.57258064516129,0.393258426966292,0.27027027027027,0,0.272727272727273,0.4921875
"Hamlet_67",0.239583333333333,0.4,0.472527472527473,0.553030303030303,0.364583333333333,0.348837209302326,0.272727272727273,0,0.489051094890511
"Grogu_70",0.409090909090909,0.331168831168831,0.56,0.567901234567901,0.453125,0.547619047619048,0.4921875,0.489051094890511,0
