"ID"	"buddy_16"	"buddy_17"	"ivy_17"	"padme_17"	"buddy_18"	"ginger_18"	"ivy_18"	"franc_19"	"ivy_19"	"ginger_20"	"buddy_21"	"joans_21"	"franc_22"	"grogu_22"	"henry_22"	"joans_22"	"marshmallow_22"	"franc_24"	"ginger_24"	"grogu_24"	"henry_24"	"ivy_24"	"marshmallow_24"	"henry_25"	"ophelia_43"	"goose_44"	"iris_44"	"jarjarbinks_44"	"lambchop_44"	"hamlet_45"	"hera_45"	"jarjarbinks_45"	"korra_45"	"ophelia_45"	"goose_46"	"hamlet_46"	"iris_46"	"lambchop_46"	"hamlet_48"	"hera_48"	"iris_48"	"jarjarbinks_48"	"korra_48"	"kubo_48"	"lambchop_48"	"ophelia_48"	"wolverine_48"	"iris_49"	"jarjarbinks_49"	"kubo_49"	"ophelia_49"	"wolverine_49"	"jarjarbinks_50"	"korra_50"	"kubo_50"	"lambchop_50"	"ophelia_50"	"wolverine_50"	"lambchop_51"	"goose_52"	"jarjarbinks_52"	"kubo_52"	"hera_53"	"kubo_53"	"iris_55"	"lambchop_55"	"ophelia_55"
"fpt11"	13.31	4.25	2.1	2.98	2.53	8.35	7.7	1.33	4.01	1.03	2.3	2.85	2.78	0.12	2	0.73	1.38	3.73	1.5	1.53	2.9	1.64	0.07	4.13	1.95	1.13	2.3	15.13	1.2	4.15	1.53	0.5	3.58	2.28	6	4.55	2.05	4.75	1.2	1.2	1.7	2.92	2.1	1.53	1.9	1.4	2.35	1.9	2.3	2.93	1.93	4.3	3.2	2.17	2.5	2.78	0.3	2.85	1.95	2.67	1.68	1.98	0.98	0.9	1.95	3.12	1.25
"fpt12"	0	0	0	1.3	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0.08	0.03	0.03	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0.03	0	0	0	0	0.08
"fpt13"	0	0	0	1.3	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0.08	0.03	0.03	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0.03	0	0	0	0	0.08
"fpt14"	0	0	0	1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"fpt15"	0	2.48	4.2	5.28	3.75	0	0	2.88	0	0.03	0	0.03	0.68	0	4.03	2.65	0	1.43	0	5.86	3.98	0.01	0	10.84	1.6	1.28	0	0.38	0.1	0	0.05	0.6	4.8	0.68	0.03	0.03	0.18	0.18	0	0.33	0	15.28	7.98	0	0.13	0.25	1.18	0	2.42	0	2.4	0.45	1.28	0.92	0.03	0.25	41.84	1.58	0	0.03	0.38	15.2	0.5	0.05	0	0.75	8.16
"fpt16"	0	0	0.03	0	0	0	0	0.03	0	0	0	0.03	0	0	0.03	0	0	0.03	0	0.03	0.1	0	0	0.1	0.03	0.03	0	0	0.05	0	0	0.08	0.05	0.03	0	0	0	0.08	0	0	0	0	0.03	0	0.03	0	0	0	0	0	0	0	0	0	0	0.2	0.3	0	0	0	0	0.05	0	0	0	0.5	0.08
"fpt17"	0	4.43	11.58	76.74	6.5	0.13	0.2	8.35	0.33	0.28	0	0.33	1.43	0.03	8.7	13.46	0	4.15	0	10.76	9.78	0.3	0.03	23.67	2.63	2.43	0.03	0.58	0.17	0.13	0.5	1.3	9.05	1.15	0.03	0.48	2.95	0.4	0.18	2.1	0	23	14.01	0	0.2	0.35	20.18	0.03	3.58	0	3.65	6.73	1.8	1.68	0.53	0.68	62.46	26.16	0.13	0.07	0.52	28.42	0.95	1.1	0	1.32	14.05
"fpt18"	2.31	4.53	7.68	90.1	2.5	0.68	5.99	6.18	3.11	1.45	1.08	0.28	1.1	0.2	7.65	5.05	0.95	4.45	0.5	5.18	9.28	2.92	0.48	17.44	13.44	1.15	5.81	3	0.3	2.45	4.25	65.15	6.93	14.28	1.13	1.88	7.15	0.55	3.43	4.4	4.23	12.35	8.38	1.9	0.45	12.64	3.53	1.3	5.1	1.68	10.96	3.88	4.15	1.77	2.63	0.53	32.71	1.5	0.18	0.45	4.55	13.2	1.33	1.7	1.8	1.3	21.21
"fpt19"	2.31	7.61	11.93	96.77	7	0.78	6.19	9.05	3.43	1.68	1.08	0.38	1.83	0.2	12.4	15.13	0.95	5.88	0.5	12.51	13.85	3.19	0.5	30.13	15.34	2.78	5.83	3.48	0.38	2.48	4.4	66.17	12.81	15.2	1.15	2	9.98	0.8	3.48	4.95	4.23	29.15	17.66	1.9	0.55	12.94	23.61	1.33	7.82	1.68	13.89	10.26	5.5	2.88	3.1	0.88	81.41	27.16	0.28	0.52	4.97	32.25	2.03	2.8	1.8	1.57	30.88
"fpt20"	2.31	4.53	7.68	90.1	2.5	0.68	5.99	6.18	3.11	1.45	1.08	0.28	1.1	0.2	7.65	5.05	0.95	4.45	0.5	5.18	9.28	2.92	0.48	17.44	13.44	1.15	5.81	3	0.3	2.45	4.25	65.15	6.93	14.28	1.13	1.88	7.15	0.55	3.43	4.4	4.23	12.35	8.38	1.9	0.45	12.64	3.53	1.3	5.1	1.68	10.96	3.88	4.15	1.77	2.63	0.53	32.71	1.5	0.18	0.45	4.55	13.2	1.33	1.7	1.8	1.3	21.21
"fpt21"	16.62	7.98	12.31	97.27	7.3	3.55	7.07	9.23	5.87	4.95	2.05	1.68	2.3	0.55	16.18	16.91	2.53	6.18	0.5	14.39	17.7	3.22	1.12	34.43	16.82	3.41	8.16	18.36	0.52	14.43	8.8	66.68	22.99	17.1	6.28	13.65	12.18	0.88	7.7	7.68	6.75	31.6	22.79	1.93	2.48	16.69	24.18	2.38	9.18	1.68	18.54	11.16	7.25	7.95	3.15	1.05	81.88	27.24	0.33	3	6.38	35.33	3.18	2.8	2.85	1.6	32.38
"fpt22"	0	0	0	0.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0.03	0	0	0	0	0.15	0	0.13	0	0	0	0	0.03	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2
"fpt23"	0	0.03	0.03	65.32	0	0.03	0.13	0.03	0.23	0.05	0	0	0	0	0.03	0	0	0.03	0	0.03	0.1	0	0	0.1	0	0.03	0	0	0.05	0	0	0	0.03	0.03	0	0	0	0.08	0	0	0	0	0.05	0	0.03	0	0	0	0	0	0	0	0	0.03	0	0.2	0.1	0	0	0	0.03	0.03	0	0	0	0.5	1.08
"fpt24"	0.03	3.15	4.33	93.6	4.55	0.03	0.43	2.93	1.25	0.13	0.05	0.05	0.75	0	4.8	10.16	0.03	1.48	0	7.41	4.6	0.03	0.03	12.79	11.39	1.63	0.05	0.48	0.15	0.15	0.43	64	5.85	11.85	0.05	0.35	2.85	0.25	0.03	0.58	0.03	16.85	9.36	0.05	0.15	4.53	20.06	0.1	2.85	0	4.58	6.38	1.4	1.25	0.48	0.38	54.75	25.66	0.05	0.07	0.5	19.05	0.7	1.15	0.03	0.75	22.19
"fpt25"	0	0.03	0.03	65.32	0	0.03	0.13	0.03	0.23	0.05	0	0	0	0	0.03	0	0	0.03	0	0.03	0.1	0	0	0.1	0	0.03	0	0	0.05	0	0	0	0.03	0.03	0	0	0	0.08	0	0	0	0	0.05	0	0.03	0	0	0	0	0	0	0	0	0.03	0	0.2	0.1	0	0	0	0.03	0.03	0	0	0	0.5	1.08
"fpt26"	0	0.03	0.03	0.05	0	0.03	0.13	0.03	0.23	0.05	0	0	0	0	0.03	0	0	0.03	0	0.03	0.1	0	0	0.1	0	0.03	0	0	0.05	0	0	0	0.03	0.03	0	0	0	0.08	0	0	0	0	0.05	0	0.03	0	0	0	0	0	0	0	0	0.03	0	0.2	0.1	0	0	0	0.03	0.03	0	0	0	0.5	0
"fpt27"	0	0.03	0	0.03	0	0.03	0.1	0	0.18	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"fpt28"	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0.08	0.03	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0.03	0	0	0	0	0.08
"fpt29"	0	0	0	0	0	0	0.1	0	0.13	0.03	0.03	0	0.05	0	0	0.08	0.08	0.03	0.03	0.08	0.07	0.09	0.05	0.05	0.05	0.5	0.05	0	0.03	0	0.08	0	0.13	0.1	0.2	0.03	0.13	0.03	0.15	0.13	0.05	0.05	0.05	0.03	0.08	0	0.03	0.15	0.22	0.03	0.15	0.05	0.13	0.03	0.08	0	0.03	0.05	0	0.17	0.1	0.03	0.05	0.1	0.05	0	0.03
"fpt30"	43.07	56.93	46.31	99.5	73.84	43.25	55.15	47.4	52.75	51.1	56.3	44.94	39.7	92.22	58.35	40.27	56.11	40.08	42.91	56.96	51.02	48.05	87.12	55.03	44.04	53.38	45.39	53.75	45.75	36.39	41.76	74.36	41.17	39.96	58.23	38.93	55.54	30.74	48.31	51.31	47.75	67.12	47.01	41.69	51.79	49.87	53.16	46.9	56.12	42.16	52.98	51.34	50.89	47.02	49.36	35.61	89.11	49.92	35.29	52.85	56.75	60.77	56.04	48.11	47.62	24.38	58
"fpt31"	29.76	52.68	44.21	96.52	71.32	34.89	47.46	46.07	48.73	50.08	54	42.09	36.93	92.1	56.35	39.54	54.74	36.35	41.41	55.43	48.12	46.41	87.05	50.9	42.09	52.25	43.09	38.62	44.55	32.24	40.24	73.86	37.59	37.68	52.23	34.38	53.49	25.99	47.11	50.11	46.05	64.2	44.91	40.17	49.89	48.47	50.81	45	53.83	39.23	51.05	47.04	47.69	44.85	46.86	32.83	88.81	47.07	33.34	50.17	55.08	58.8	55.06	47.21	45.67	21.25	56.75
