"ID"	"buddy_16"	"buddy_17"	"ivy_17"	"padme_17"	"buddy_18"	"ginger_18"	"ivy_18"	"franc_19"	"ivy_19"	"ginger_20"	"buddy_21"	"joans_21"	"franc_22"	"grogu_22"	"henry_22"	"joans_22"	"marshmallow_22"	"franc_24"	"ginger_24"	"henry_24"	"ivy_24"	"marshmallow_24"	"henry_25"	"ophelia_43"	"goose_44"	"iris_44"	"jarjarbinks_44"	"lambchop_44"	"hamlet_45"	"hera_45"	"jarjarbinks_45"	"korra_45"	"ophelia_45"	"goose_46"	"hamlet_46"	"iris_46"	"lambchop_46"	"hamlet_48"	"hera_48"	"iris_48"	"jarjarbinks_48"	"korra_48"	"kubo_48"	"lambchop_48"	"ophelia_48"	"wolverine_48"	"iris_49"	"jarjarbinks_49"	"kubo_49"	"ophelia_49"	"wolverine_49"	"jarjarbinks_50"	"korra_50"	"kubo_50"	"lambchop_50"	"ophelia_50"	"wolverine_50"	"lambchop_51"	"goose_52"	"jarjarbinks_52"	"kubo_52"	"hera_53"	"kubo_53"	"iris_55"	"lambchop_55"	"ophelia_55"
"njc127"	0	0.16	0.04	0.09	0	0	0.09	0.24	0	0	0	0	0.04	0	0	0	0	0.4	0	0	0.03	0	0	0	0	0.69	0	0	0	0	0	0	0	0	0	0.51	0	0	0	0.38	0	0	0.27	0	0	0.04	0.04	0	0.04	0	0	0	0	0.18	0	0	0	0	0	0	0.04	0	0.09	0.22	0	0
"njc128"	0	0	0	1.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"njc129"	0.04	2.83	0.11	0.18	0	0.02	10.01	0.27	4.13	0.16	0.93	0	0.04	0.09	0.2	0.56	0.04	0.76	0.07	0.2	2.41	0.24	0.18	1.76	0	2.99	0.2	0.16	1.91	4	0.69	0	1.53	0	0.58	3.25	0.33	2.56	2.51	2.36	0.11	0.04	1.93	0.02	6.92	0.87	0.29	0.07	0.69	7.59	0.67	0.02	0	0.67	0.27	1.13	0.2	0.07	0	0.04	0.49	0.53	0.82	1.18	0.62	1.58
"njc130"	0.02	0.2	0.11	68.15	0.04	0.11	0.45	0.29	0.71	0.24	0.04	0.38	0.13	0.02	0.07	0.04	0.04	0.69	0	0.2	0.78	0.11	0.2	0.29	0.07	1	0.02	0.16	0.04	0.16	0.27	0.04	0.29	0.04	0.02	0.93	0.36	0.11	0.09	0.69	0.11	0.11	0.44	0.02	0.22	0.16	0.11	0.18	0.38	0.11	0.22	0.04	0.02	0.47	0.65	0.53	0.11	0.16	0.04	0.07	0.18	0.02	0.4	0.38	0.6	1.25
"njc131"	0	0.58	0.13	2.18	0.76	0	0.02	0.04	0	0.02	0	0	0.07	0	0.76	7.43	0	0.04	0	0.71	0	0	2.07	0.24	0.36	0	0.11	0.04	0.02	0.07	0.22	1.07	0.11	0	0.07	2.67	0.09	0.02	0.24	0	1.51	1.36	0	0.02	0.04	18.88	0.02	0.33	0.02	0.51	5.93	0.09	0.18	0.44	0.22	6.89	24.09	0	0	0.04	3.89	0.18	1.05	0	0.49	1.22
"njc132"	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0.02	0	0.09	0	0	0.09	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0.02	0	0.02	0	0	0	0	0	0	0	0	0	0	0.2	0.11	0	0	0	0	0.04	0	0	0	0.49	0
"njc133"	1.85	15.04	12.76	1.31	24.17	27.49	11.03	19.94	15.52	14.14	19.84	41	18.7	1.51	10.29	29.35	22.03	18.37	19.12	19.04	15.91	2.84	18.87	25.3	20.45	27.56	1.11	21.03	10.45	10.32	9.46	12.38	31.03	4.96	16.14	18.52	29.55	12.58	11.85	24.24	10.98	17.3	18.82	21.83	8.61	29.61	23.75	9.43	21.44	5.63	26.82	10.18	17.47	15.7	30.49	2.47	39.3	32.52	21.24	12.04	9.18	22.29	15.97	25.45	17.11	18.17
"njc134"	0.18	0.38	0.18	0	0.76	0.51	0.29	0.07	0.51	0.2	1.05	4.42	0.62	0	0.13	0.51	0.42	0.29	0.2	0.09	1.25	0.11	0.33	0.29	0.47	0.62	0.09	1.04	0.11	0.29	0.29	0.24	1.22	0.11	0.27	0.56	1.38	0.16	0.22	0.51	0.07	0.13	1.27	0.53	0.36	0.24	0.31	0.31	0.29	0.18	0.82	0.31	0.22	0.56	1.2	0.02	0.8	0.6	0.33	0.18	0.16	0.09	0.38	0.22	0.2	0.62
"njc135"	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0.11	0	0.02	0	0	0.07	0	0	0	0	0	0	0.02	0
"njc136"	0	0	0	0.78	0.02	0.09	0.2	0.04	0.54	0.2	0.04	0.33	0	0.02	0.02	0.02	0.04	0.16	0	0.07	0.39	0.04	0.11	0.22	0.02	0.02	0.02	0.04	0	0.04	0.11	0.02	0.18	0	0.02	0	0.16	0.07	0.02	0	0	0.02	0.11	0	0.11	0.07	0	0	0.31	0.09	0.13	0	0	0.2	0.33	0.18	0.09	0.13	0.04	0	0	0.02	0.24	0	0.09	0.07
"njc137"	0.02	0.24	0.07	0.09	0	0	1.16	0.29	0.54	0	0	0.04	0.24	0.04	0.04	0.04	0	0.56	0.02	0.04	0.58	0.18	0	0.04	0.16	1.49	0.02	0.13	0.09	0.2	0.09	0.04	0.18	0.09	0	1.53	0.09	0.07	0.09	1.33	0.11	0.02	0.56	0.02	0.18	0.42	0.16	0.42	0.11	0.09	0.36	0.13	0.02	0.4	0.04	0.02	0.09	0.02	0.02	0.09	0.13	0	0.2	0.82	0.04	0.18
"njc138"	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0.02	0	0.09	0	0	0.09	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0.02	0	0.02	0	0	0	0	0	0	0	0	0	0	0.2	0.11	0	0	0	0	0.04	0	0	0	0.49	0
"njc139"	0	0.16	0.04	0.09	0	0	0.09	0.24	0	0	0	0	0.04	0	0	0	0	0.4	0	0	0.03	0	0	0	0	0.69	0	0	0	0	0	0	0	0	0	0.51	0	0	0	0.38	0	0	0.27	0	0	0.04	0.04	0	0.04	0	0	0	0	0.18	0	0	0	0	0	0	0.04	0	0.09	0.22	0	0
"njc140"	0.02	0.18	0.04	0.09	0	0	0.22	0.24	0.07	0	0	0	0.04	0	0	0	0	0.49	0	0	0.09	0.02	0	0.02	0	0.87	0	0.04	0.02	0.07	0	0	0.02	0	0	0.87	0.07	0.02	0.07	0.64	0.09	0	0.29	0	0.04	0.09	0.11	0.02	0.04	0	0.04	0.02	0	0.18	0	0.02	0.02	0.02	0	0.02	0.09	0	0.09	0.33	0	0
"njc141"	0	0.18	0.07	0.11	0	0.02	0.11	0.24	0.09	0	0	0.27	0.2	0	0.02	0.04	0	0.42	0	0.04	0.31	0.07	0	0	0.13	0.8	0	0.11	0.04	0.11	0.02	0.02	0.09	0.04	0	0.6	0.04	0.02	0.02	0.51	0.02	0.02	0.33	0	0.09	0.04	0.07	0.29	0.07	0.02	0.09	0.07	0.13	0.36	0.07	0	0.02	0.07	0	0.04	0.07	0	0.18	0.27	0.11	0.04
"njc142"	0	0.04	0.02	0	0	0	0.04	0.04	0.11	0	0	0.04	0.2	0.04	0.04	0.04	0	0.07	0.02	0.04	0.46	0.16	0	0.02	0.16	0.13	0.02	0.09	0.07	0.13	0.09	0.04	0.16	0.09	0	0.13	0.02	0.04	0.02	0.18	0.02	0.02	0.11	0.02	0.13	0.02	0	0.4	0.04	0.09	0.13	0.11	0.02	0.2	0.04	0	0.02	0	0.02	0.07	0.04	0	0.09	0.04	0.04	0.18
"njc143"	1.94	17.98	12.84	0.22	24.17	27.69	21.11	20.34	19.74	14.34	20.8	41.22	18.9	1.62	10.6	30	22.16	19.35	19.32	19.44	18.4	3.11	18.96	27.08	20.79	30.9	1.36	21.23	12.52	14.37	10.17	12.56	32.54	5	16.83	22.2	29.75	15.29	14.51	27.2	11.16	17.5	20.76	22.09	15.52	30.57	24.93	9.61	22.18	13.15	27.6	10.45	17.67	16.59	30.49	3.4	39.66	32.88	21.49	12.24	9.67	22.85	16.93	26.96	16.82	19.75
"njc144"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"njc145"	0.02	0.18	0.09	65.39	0	0	0.22	0.24	0.07	0	0	0	0.04	0	0.02	0	0	0.51	0	0.09	0.09	0.02	0.09	0.02	0	0.87	0	0.09	0.02	0.07	0	0	0.02	0	0	0.87	0.16	0.02	0.07	0.64	0.09	0.02	0.29	0.02	0.04	0.09	0.11	0.02	0.04	0	0.04	0.02	0	0.18	0.2	0.16	0.02	0.02	0	0.02	0.13	0	0.09	0.33	0.49	1.09
"njc146"	0	0.02	0.07	0.02	0	0.02	0.02	0	0.09	0	0	0.27	0.07	0	0.04	0.02	0	0.04	0	0.13	0.23	0.04	0.09	0	0.02	0.09	0	0.11	0.02	0.04	0.02	0.02	0.04	0.04	0	0.07	0.11	0.02	0	0.04	0.02	0.04	0.04	0.02	0.09	0	0	0.16	0.02	0.02	0.04	0.02	0.13	0.09	0.24	0.11	0	0.07	0	0.04	0.07	0	0.07	0.04	0.58	0.02
"njc147"	0	0.02	0	0	0	0	0.89	0	0.36	0	0	0.02	0	0	0	0	0.02	0	0	0	0.03	0	0	0	0	0.51	0	0.02	0	0	0.02	0	0	0	0.04	0.56	0.02	0	0	0.51	0	0	0.16	0	0.07	0.31	0.04	0.02	0.04	0.02	0.18	0	0.11	0.04	0.02	0	0.04	0.07	0	0	0	0	0.04	0.47	0.02	0.02
"njc148"	0	0.16	0.04	0.09	0.02	0.02	0.09	0.24	0.02	0.04	0	0	0.04	0	0	0	0	0.4	0	0	0.1	0	0	0.02	0	0.69	0	0	0	0	0	0	0	0	0	0.51	0.02	0	0	0.38	0	0	0.27	0	0	0.04	0.04	0	0.04	0	0	0	0	0.18	0.09	0	0	0	0	0	0.04	0	0.09	0.22	0	0
"njc149"	4.19	18.02	13.89	2.18	24.21	28.54	16.9	21.7	18.54	16.26	20.98	41.13	19.99	1.8	14.02	31.11	23.34	21.46	20.74	22.91	18.54	3.53	22.52	27.61	20.99	37.83	6.18	21.72	13.38	14.23	10.55	18.49	33.81	7	17.8	31.78	30.97	16.54	15.14	30.93	13.38	21.35	21.98	22.52	16.39	34.1	26.51	13.43	24	14.17	30.67	13.65	20.07	19.72	30.94	4.11	40.44	32.93	22.18	16.44	13.24	23.23	18.26	28.25	17.93	20.73
"njc150"	0	0	0.04	1.29	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0.02	0	0.09	0	0	0.09	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0.04	0	0.02	0	0	0	0	0	0	0	0	0	0	0.2	0.11	0	0	0	0	0.04	0	0	0	0.49	0
"njc151"	0	0.16	0.04	0.09	0	0	0.09	0.24	0	0	0	0	0.04	0	0	0	0	0.4	0	0	0.03	0	0	0	0	0.69	0	0	0	0	0	0	0	0	0	0.51	0	0	0	0.38	0	0	0.27	0	0	0.04	0.04	0	0.04	0	0	0	0	0.18	0	0	0	0	0	0	0.04	0	0.09	0.22	0	0
"njc152"	0	0	0	1.29	0	0	0.09	0	0.13	0.02	0.02	0	0.04	0	0	0.07	0.07	0.04	0.04	0.09	0.09	0.07	0.07	0.04	0.09	0.04	0	0.04	0	0.07	0	0.13	0.07	0.16	0.02	0.09	0	0.16	0.11	0.07	0.07	0.07	0.04	0.04	0	0.02	0.11	0.2	0.02	0.13	0.04	0.11	0.02	0.04	0	0.04	0.04	0	0.13	0.09	0.04	0.04	0.11	0.07	0	0.02
"njc153"	3.08	2.25	3.58	0.82	0.02	6.9	7.42	4.56	4.18	5.47	3.85	2.36	8.07	0.71	5.62	9.38	6.8	7.36	5	7.71	5.95	1.8	7.96	3.63	8.87	13.95	5.43	9.82	4.58	6.98	3.25	9.78	11.25	3.87	4.91	16.25	13.18	5.78	5.22	10.18	5.42	8.49	7.73	9.34	6.12	5.91	5.54	8.12	6.29	5.45	8.51	7.87	7.56	9.81	13.06	1.51	5	9.66	5.89	7.16	6.64	4.82	6.41	4.71	4.31	6.75
"njc154"	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0.02	0	0	0	0	0.04	0.02	0	0	0.09	0.02	0	0.04	0.02	0.07	0	0	0.04	0	0	0.02	0.02	0	0.02	0.09	0	0	0.02	0	0	0	0	0.11	0	0	0.04	0.04	0	0.09	0.02	0	0.02	0	0	0	0	0	0	0	0.02	0.02
"njc155"	0	0	0	1.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"njc156"	3.32	17.86	18.6	3.81	25.41	22.18	22.98	24.32	19.23	12.59	16.73	34.59	13.18	1.42	15.89	26.22	17.27	19.71	17.1	24.02	14.54	2.11	28.83	26.37	12.83	32.68	5.69	11.58	11.98	12.03	8.3	17.63	24.21	4.98	14.49	27.7	17.99	14.51	14.58	26.53	16.63	21.37	16.56	13.45	15.54	32.3	23.39	9.56	19.84	15.44	25.29	9.32	15.45	13.08	17.23	17.81	36.17	23.04	16.76	13.53	19.82	19.47	13.7	26.09	15.62	19.03
"njc157"	4.17	25.43	13.82	2.09	24.21	28.74	18.7	21.45	19.14	16.43	27.3	41.17	19.88	1.73	14	32.84	23.29	20.89	20.7	22.87	18.7	3.42	22.58	27.46	20.99	36.51	6.07	21.63	13.9	14.74	10.49	18.49	33.67	7	17.74	30.52	30.7	16.18	14.69	30.09	13.38	21.3	22.64	22.49	15.68	33.95	26.4	13.3	24.02	13.46	30.58	13.61	20.07	19.52	30.74	4.07	40.37	32.86	22.18	16.42	12.98	23.92	18.44	27.92	17.87	20.68
"njc158"	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0.02	0	0.09	0	0	0.09	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0.02	0	0.02	0	0	0	0	0	0	0	0	0	0	0.2	0.11	0	0	0	0	0.04	0	0	0	0.49	0
"njc159"	0	0	0.02	0	0	0	0.02	0	0.02	0.04	0	0.02	0.07	0	0	0	0	0	0	0	0.1	0.02	0	0	0	0.02	0	0	0	0.02	0	0	0.07	0	0	0.04	0.02	0	0	0.09	0	0.02	0.07	0.02	0.04	0	0	0.09	0	0.04	0	0.04	0	0.04	0.02	0	0	0	0	0.02	0.02	0	0.02	0	0	0.02
"njc160"	0	0	0	0.02	0	0.02	0	0	0	0	0	0.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0
"njc161"	0	0	0.02	0.02	0	0.02	0.02	0	0.02	0.04	0	0.24	0.07	0	0	0	0	0	0	0	0.1	0.02	0	0	0	0.02	0	0.02	0	0.02	0	0	0.07	0	0	0.04	0.02	0	0	0.09	0	0.02	0.07	0.02	0.04	0	0	0.09	0	0.04	0	0.04	0	0.04	0.02	0	0	0	0	0.02	0.02	0	0.02	0	0.04	0.02
"njc162"	0	0	0	0.02	0	0.02	0	0	0	0	0	0.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0
"njc163"	0	0	0	0.02	0	0.02	0	0	0	0	0	0.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0
"njc164"	0	0	0.04	0	0	0	0	0	0	0	0	0.02	0	0	0.02	0	0	0.02	0	0.09	0	0	0.09	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0.11	0	0	0	0	0.02	0	0.02	0.02	0	0	0	0	0	0	0	0.11	0	0.22	0.11	0	0.07	0	0	0.04	0	0	0	0.51	0
"njc165"	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0.02	0	0.09	0	0	0.09	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0.02	0	0.02	0	0	0	0	0	0	0	0	0	0	0.2	0.11	0	0	0	0	0.04	0	0	0	0.49	0
"njc166"	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0.02	0	0.09	0	0	0.09	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0.02	0	0.02	0	0	0	0	0	0	0	0	0	0	0.2	0.11	0	0	0	0	0.04	0	0	0	0.49	0
"njc167"	4.19	15.97	13.93	1.74	24.88	28.58	15.23	21.7	17.55	16.1	20.07	41.08	19.92	1.71	14.58	30.87	23.34	21.35	20.68	23.51	17.45	3.33	24.14	26.55	21.43	36.47	6.12	21.72	12.47	12.79	10.26	19.45	32.99	7.03	17.43	30.27	30.81	15.18	13.89	30.02	14.65	22.57	21.44	22.49	11.56	33.9	26.55	13.59	23.69	9.1	30.42	13.67	20.23	19.55	30.76	6.49	40.41	32.93	22.2	16.47	15.67	22.96	18.31	28.01	17.87	20.64
"njc168"	0	0.16	0.09	1.38	0	0	0.13	0.24	0.04	0.07	0	0.02	0.04	0	0.02	0	0	0.42	0	0.09	0.19	0	0.09	0	0.02	0.69	0	0.04	0	0.02	0	0	0	0	0.02	0.51	0.11	0	0	0.38	0	0.04	0.27	0.02	0	0.04	0.04	0	0.04	0	0	0	0	0.18	0.27	0.11	0	0.04	0.02	0	0.09	0	0.09	0.22	0.51	0.02
"njc169"	0	0	0	1.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"njc170"	0.02	0.18	0.04	0.09	0	0	0.22	0.24	0.07	0	0	0	0.04	0	0	0	0	0.49	0	0	0.09	0.02	0	0.02	0	0.87	0	0.04	0.02	0.07	0	0	0.02	0	0	0.87	0.07	0.02	0.07	0.64	0.09	0	0.29	0	0.04	0.09	0.11	0.02	0.04	0	0.04	0.02	0	0.18	0	0.02	0.02	0.02	0	0.02	0.09	0	0.09	0.33	0	0
"njc171"	0	0	0	2.76	0.02	0.02	0.13	0.04	0.38	0.04	0.04	0.31	0	0.02	0.02	0.02	0.04	0.16	0	0	0.13	0.02	0.11	0.24	0	0	0.02	0.04	0	0.07	0.18	0.02	0.2	0.02	0	0	0.11	0.07	0.02	0	0	0.04	0.11	0.02	0.16	0.04	0	0.02	0.29	0.11	0.13	0	0	0.18	0.2	0.38	0.09	0.04	0	0.02	0.04	0	0.22	0	0.07	0.11
"njc172"	2.32	0.33	1.13	0.11	0	0.98	2.96	1.73	1.32	1.82	0.16	0	1.13	0.2	3.56	1.2	1.16	2.78	1.51	3.67	1	0.27	3.58	1.02	0.33	7.95	4.87	0.53	1.87	1.96	0.65	5.93	1.69	1.85	1.2	10.65	1.2	2.2	1.69	4.74	2.29	3.96	2.27	0.64	2.62	3.69	2.47	3.42	2.05	3.07	3.09	3.29	2.56	3.38	0.29	1	0.89	0.31	0.78	4.24	3.69	0.53	1.71	1.84	1.13	1.49
"njc173"	0	0.04	0.02	0	0	0	0.04	0.04	0.11	0	0	0.04	0.2	0.04	0.04	0.04	0	0.07	0.02	0.04	0.46	0.16	0	0.02	0.16	0.13	0.02	0.09	0.07	0.13	0.09	0.04	0.16	0.09	0	0.13	0.02	0.04	0.02	0.18	0.02	0.02	0.11	0.02	0.13	0.02	0	0.4	0.04	0.09	0.13	0.11	0.02	0.2	0.04	0	0.02	0	0.02	0.07	0.04	0	0.09	0.04	0.04	0.18
"njc174"	0	0.16	0.04	0.09	0	0	0.09	0.24	0	0	0	0	0.04	0	0	0	0	0.4	0	0	0.03	0	0	0	0	0.69	0	0	0	0	0	0	0	0	0	0.51	0	0	0	0.38	0	0	0.27	0	0	0.04	0.04	0	0.04	0	0	0	0	0.18	0	0	0	0	0	0	0.04	0	0.09	0.22	0	0
"njc175"	0	0.16	0.04	1.38	0	0	0.09	0.24	0	0	0	0	0.04	0	0	0	0	0.4	0	0	0.04	0	0	0	0	0.69	0	0	0	0	0	0	0	0.02	0	0.51	0	0	0	0.38	0	0.02	0.27	0	0.02	0.04	0.04	0.04	0.04	0	0	0	0	0.18	0	0	0	0	0	0	0.04	0	0.09	0.22	0	0
"njc176"	0.04	0.93	0.09	0.11	0	0.02	2.99	0.31	1	0.07	0.51	0.04	0.24	0.11	0.18	0.24	0.02	0.8	0.04	0.11	1.15	0.31	0.07	0.4	0.16	1.67	0.11	0.18	0.42	0.64	0.16	0.04	0.47	0.11	0.13	1.78	0.24	0.58	0.58	1.31	0.13	0.02	0.64	0.02	1.18	0.27	0.18	0.51	0.24	0.91	0.36	0.13	0.02	0.53	0.11	0.11	0.13	0.04	0.02	0.11	0.42	0.18	0.27	0.58	0.11	0.42
