"Taxa"	"ginger_29"	"henry_29"	"joans_29"	"ginger_36"	"grogu_36"	"henry_36"	"joans_36"	"franc_37"	"grogu_37"	"ginger_41"	"grogu_41"	"joans_41"	"marshmallow_41"	"ginger_42"	"grogu_42"	"henry_42"	"ivy_42"	"ophelia_57"	"wolverine_57"	"goose_58"	"wolverine_58"	"goose_59"	"hamlet_59"	"iris_59"	"ophelia_59"	"iris_60"	"wolverine_60"	"hamlet_67"	"hera_67"	"jarjarbinks_68"
"Organismal Systems|Digestive system"	0.000441946367848053	0.000553505358703311	0.000472281577975113	0.000602733902174944	0.000842421677362775	0.000553427066663753	0.000336689440125169	0.000495849582059248	0.000757320535136372	0.000422071843140491	0.000650575211334312	0.000391132247028233	0.00120436884586907	0.000478681482706262	0.000529581704341585	0.000573091900993169	0.00127332435579294	0.000731706708908384	0.000417602124867507	0.000411121405171193	0.000446074816161017	0.00042626161636726	0.000531893441841153	0.000731892514936798	0.000456216247235497	0.000962857189539408	0.000492741315910829	0.00130329835123576	0.000354816494208372	0.000394291666929492
"Human Diseases|Neurodegenerative diseases"	0.000265173806850787	0.000830769105073607	0.000289765779960367	0.000612659101319362	0.000356588843098106	0.000409780573288502	0.000257423208160923	0.000440793555017431	0.000368818701184481	0.000952406935985761	0.000339872071547284	0.000765072193542343	0.000492803990558854	0.00105607451372744	0.000463073564416737	0.000325539168040184	0.000458814450217232	0.000627497126362734	0.00117743313653716	0.000648572577522177	0.00103590928473966	0.000395799409776178	0.000695235383446835	0.000438910768316914	0.00113771916658629	0.00053850114025254	0.000591517634049421	0.000559960590792071	0.000291866358185115	0.000851921365131519
"Human Diseases|Infectious diseases: Viral"	0.000339229138308766	0.000297868231705758	0.00031651720317963	0.00030441868157665	0.000326899058781932	0.00030936065751108	0.000302283655083125	0.000308646845994442	0.000297167297147014	0.000307104572992614	0.000302132515393274	0.000309990316541815	0.000282173498655465	0.000298643768360807	0.000319048839898166	0.000322039498042829	0.000357058463363028	0.00031483561470935	0.000292921645281312	0.000341530184262911	0.00030003476329845	0.000350857616380984	0.000308410859066042	0.000314117282293783	0.000290508295109653	0.000268989548779503	0.000331953713942525	0.000361098783642989	0.000298381797683607	0.000366991276541047
"Human Diseases|Immune diseases"	0.000108756966039521	0.000243856958693877	0.000190421558741137	0.000221151243263336	0.000218417154549757	0.000205472442588766	0.000163789088242833	0.0001394545753329	0.000200431900741322	0.000227162639917784	0.000171268443767629	0.000213509574807639	0.000310953261700252	0.000255306998551458	0.000146549863199836	0.000193599344870257	0.000327805030597828	0.000217296487061693	0.000257405619404715	0.000166682631305541	0.000232473159356793	0.00012533610172176	0.000202322267489807	0.000168994315688477	0.000264005086327476	0.000252463719815113	0.000206067310206268	0.000349974622190902	0.000149550259173354	0.000195508858240726
"Organismal Systems|Excretory system"	2.53460192278626e-05	0.000196136709584083	0.000104035279420067	0.000146005485181904	0.000128309697254515	0.000125049446897987	1.56922352587907e-05	0.000118011120304804	0.000131060859646421	0.000209008230466133	0.000114082933106781	0.000170578346107197	0.000211211074314621	0.00023847071060995	0.000105860937868391	7.90502409291222e-05	0.000298273190499275	0.000187962543325037	0.000254072440867933	0.000114063615035043	0.000229048861014161	6.08860847519856e-05	0.000178354795504173	0.000151507143265731	0.000189673541258347	0.000210498119880525	0.00013688402381072	0.000308778097101976	3.19742878135717e-05	0.0001304271126356
"Human Diseases|Infectious diseases: Parasitic"	2.58396552986463e-05	0.000212412677041562	4.23894640291463e-05	0.000159880300074739	7.10063373156055e-05	8.68430108149437e-05	1.07131810292444e-05	0.000115956537000533	0.000112337879696933	0.000232042966497109	5.6177201908642e-05	0.000175519920368096	0.000241697147421353	0.000269623864727967	9.90500392168376e-05	7.09843037305765e-05	0.000116953341075998	0.000201603140450896	0.000251261259736502	0.000125713697831371	0.000224729370616521	6.17278438701561e-05	0.000172332634266621	0.000145268019799489	0.000266246808577216	0.000209055995246614	0.000114986475990184	0.000164970432930915	3.03640298667939e-05	0.0001629906130527
"Environmental Information Processing|Signaling molecules and interaction"	2.98360681152783e-06	1.41084364978064e-05	2.36075291193809e-05	1.31867954046458e-05	6.12481564564433e-05	2.86105477500947e-05	9.34110396063989e-07	2.23813397410544e-05	3.08449092757603e-05	5.27023982816036e-06	4.15567250016493e-05	7.35055530935999e-06	3.63979356154662e-05	7.41860380200871e-06	1.15654191289374e-05	1.56948183904638e-05	0.00012656842307633	3.80446380923033e-05	6.41628329770995e-06	2.51707853392175e-06	1.02662272237777e-05	3.25978003319604e-06	2.56722918597791e-05	2.98258745101926e-05	9.96052205787927e-06	3.83007726039165e-05	2.07366575918156e-05	0.000112872575712354	5.97470580233244e-06	1.1274052263948e-05
"Organismal Systems|Development"	1.81027829014048e-06	1.08342349667041e-05	2.25170793640166e-05	1.10500461492634e-05	4.6714695602372e-05	2.05655213269821e-05	5.89964460671993e-07	1.37272217078467e-05	2.66442406973494e-05	3.35299823591272e-06	2.59279393424502e-05	2.26615361045572e-06	3.51098388039988e-05	6.6936106103485e-06	7.76202626103178e-06	1.49963840056371e-05	0.000117980777169308	3.46192329732228e-05	5.46066663634889e-06	1.90400947611993e-06	6.71842654139301e-06	1.2564462654717e-06	1.98034297686431e-05	1.93893889945601e-05	8.58823120547261e-06	2.65159194950191e-05	1.76788545879534e-05	0.000111032547696549	6.29358055020973e-07	9.42026514672162e-06
"Human Diseases|Substance dependence"	3.51998556416205e-06	9.13730659842512e-06	1.48697693913317e-06	6.41024776614727e-06	4.36003825622139e-05	2.4135079269338e-05	1.03243780617599e-06	2.23813397410544e-05	1.26020057352328e-05	5.52258532973861e-06	3.78115782077399e-05	1.35969216627343e-05	2.54691869540157e-05	2.17497957498062e-06	8.15012757408338e-06	2.09530315448023e-06	2.57629377210659e-05	2.08377437070688e-05	2.86684998408317e-06	9.52004738059967e-07	8.66323422442783e-06	6.22987939963054e-06	1.6727095710955e-05	2.85332485772219e-05	3.2031456996187e-05	2.77567082408036e-05	1.17656403613966e-05	1.21613770852658e-05	1.52320383266451e-05	4.18522786443444e-05
"Organismal Systems|Circulatory system"	0	2.28432664960627e-06	2.97395387826634e-06	2.13674925538242e-06	0	0	0	1.49208931607029e-06	0	0	0	0	2.31857426064143e-05	0	0	2.09530315448023e-06	0	0	2.38904165340264e-07	0	8.25069926135982e-07	0	1.11434090338024e-06	7.71168880465456e-07	8.45932717236982e-07	2.45517773102029e-06	3.14623683344932e-06	1.54834950070665e-05	3.23070468244099e-07	4.93828290394461e-05
"Metabolism|Chemical structure transformation maps"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.39523000998656e-06	0	0	1.65013985227196e-07	0	3.21721002750101e-07	0	8.1318693463426e-07	3.0531323074462e-07	1.63020739152515e-06	0	0	0
