"","ivy_17","korra_20","ophelia_20","kubo_21","franc_22","grogu_22","hamlet_23","franc_24","hera_24","ivy_24","kubo_24","ophelia_24","henry_25","kubo_25","ginger_44","iris_44","henry_45","korra_45","hamlet_46","joans_46","ginger_47","marshmallow_47","charles_48","grogu_48","henry_48","hera_48","kubo_48","kubo_49","franc_50","kubo_52","kubo_53","marshmallow_53","ginger_55","ophelia_55","buddy_56"
"ivy_17",0,1.99356180342505,3.17067926978955,1.86005555082254,3.11636390221465,5.11964303605953,3.10062871772335,1.6105423263644,3.8548127132589,3.42847968335178,1.75189461027871,2.99899951283868,2.52397175316408,3.82054771031233,3.74174981640237,3.31170053629084,3.94447569845821,1.6968971881528,3.49311287528266,4.31214353676902,1.64351248248499,2.23540684946671,3.76823034073119,4.99682492953591,3.7071048655035,2.51541703434026,3.72273620531363,3.920109546055,4.5996093901666,2.60743349212797,3.1682621814543,5.2118124384827,3.90231535923241,2.75988085459853,3.29585384784162
"korra_20",1.99356180342505,0,2.10238883890018,2.28282828727426,4.46599814243503,6.05922317036355,4.05471418995359,3.204778000456,4.87995529233114,4.64100691243786,0.926473762653876,3.97961611871054,0.965336462995476,4.71348102088564,4.83534294189814,4.8572308949552,5.04034376912244,1.2800915162161,4.35256402788431,5.61969777946585,2.00738257956087,0.786120395135505,4.6253991424587,5.92821840957935,4.72312747161801,3.48604603898798,4.89866326940484,4.98085003235756,6.12590566547534,0.952425294621602,4.16899899444346,6.16035781765914,5.02410114651524,1.92632877106185,2.32854418965709
"ophelia_20",3.17067926978955,2.10238883890018,0,3.07622308846229,5.2026508215891,6.56126409718105,4.72387127702898,4.21993512616532,5.53024786782095,5.5130646623864,2.11786433291459,4.81517121152303,2.54783748150267,5.3707869260148,5.64208484511279,5.73065887282213,5.80447586187757,2.6432471791642,5.05233187384122,6.25257422669804,3.11282683879203,2.13052087637185,5.71586192866203,6.44148710183481,5.3882804566165,4.30961951390999,5.69205302328691,5.80478996953538,6.77259930598709,2.17649272864132,4.74182075471022,6.65743233931099,5.81653929412703,2.76741634023728,0.696682127700113
"kubo_21",1.86005555082254,2.28282828727426,3.07622308846229,0,2.78259213994137,4.00819252973432,2.01219888330173,2.08116032608763,2.84093504023479,2.79719739291431,1.66974118083022,2.26161623754013,2.8873546009364,2.71215195576238,2.87660864595846,3.45670338760503,3.06067579646899,1.67830464630997,2.78293322935836,3.78545735478226,1.22237674753665,2.07288853350283,3.97907951060732,3.88677014671844,2.62940451148832,1.5936019257369,2.92773518205503,3.1047498449245,4.42898250988153,2.93953674515851,2.09993981441089,4.11838512941129,3.09139473393373,2.66928036291569,3.18936130229638
"franc_22",3.11636390221465,4.46599814243503,5.2026508215891,2.78259213994137,0,2.74327445418004,1.57155562269054,1.73323461164427,1.63277156923261,1.60147733942183,4.04120133477534,2.55871390691403,5.11181661871752,2.22494356331996,1.61181101316735,2.54509888131109,1.49228643169155,3.62546957151961,2.06742082206278,1.4418910263967,2.91150351700842,4.48326687048158,4.02743952250752,2.63366274405074,1.64858073981724,2.1216426706621,1.44348369668992,1.54512959541212,1.83956656865296,5.27443562088617,1.42480424272034,2.81795147238139,1.42339761518844,5.03256864086175,5.17555809474529
"grogu_22",5.11964303605953,6.05922317036355,6.56126409718105,4.00819252973432,2.74327445418004,0,2.48160850531257,4.09077070021163,2.11029512713788,2.78078058875529,5.58501643119894,3.83090285499975,6.73384834002462,2.18140659035544,2.61325214320846,4.11048477408974,2.29046797036859,5.39761022311233,3.46252150615095,2.11193421281034,4.72167927586412,5.76037632187766,5.55813602658757,0.311642224456601,2.08408492107937,3.31075118129275,2.3131682772988,2.38598414877612,2.76406031720752,6.7873447105534,2.34362277334207,0.137331815026075,2.29518850228432,6.40691693035042,6.45449444828973
"hamlet_23",3.10062871772335,4.05471418995359,4.72387127702898,2.01219888330173,1.57155562269054,2.48160850531257,0,2.06354907710504,0.936494399729884,1.25656478807184,3.58694875812511,1.6656782922466,4.62342283520526,1.06602306818416,1.27009806447602,2.61184789606737,1.34786088742998,3.16003255493049,1.47998876100227,2.04701812109429,2.54137652990008,3.92619694894002,3.63000407747484,2.30141245054612,0.74593429010206,1.01913844112368,1.20269876365818,1.34753598161877,2.92491779106447,4.8301351942978,0.690771453068177,2.60532945182372,1.3378136978882,4.4236100087527,4.77935229952037
"franc_24",1.6105423263644,3.204778000456,4.21993512616532,2.08116032608763,1.73323461164427,4.09077070021163,2.06354907710504,0,2.63798727877212,2.07605923463531,2.90004323769673,2.13229134598708,3.72792152448438,2.8256738889079,2.41812571373359,2.20514759013999,2.59894158647772,2.40138538160994,2.32056973376076,2.9271336060685,1.89516181326866,3.39352038110482,3.09159395270885,3.95241711535995,2.5457343025857,1.72850685568515,2.37666975058521,2.53019191430889,3.21415712064613,3.98748043498659,2.11206110627072,4.18274791923572,2.51941753711579,3.82041552543128,4.32250554194387
"hera_24",3.8548127132589,4.87995529233114,5.53024786782095,2.84093504023479,1.63277156923261,2.11029512713788,0.936494399729884,2.63798727877212,0,1.21547616819439,4.39810931488556,2.01848236496755,5.436152751354,0.979502166803293,1.0144417721397,2.66944182387417,0.944046596833768,3.92007376089542,1.47208669810238,1.48913312241113,3.29158076718202,4.76152389447914,3.90964499847083,1.90585549866982,0.350049710627593,1.77888967313683,0.892741395690853,1.01072345112896,2.50007973695367,5.64959276223529,1.14923178571784,2.22973153190623,0.938880513286052,5.18667958250339,5.56241146046915
"ivy_24",3.42847968335178,4.64100691243786,5.5130646623864,2.79719739291431,1.60147733942183,2.78078058875529,1.25656478807184,2.07605923463531,1.21547616819439,0,4.24850510927321,1.47263179988208,5.12843874526454,1.43489260703902,0.85681937998746,1.7881123788673,1.09889506614351,3.71151368139936,1.66585491268523,1.84674460698973,3.09958744597845,4.62812663808365,2.99269876681143,2.60904391814614,1.13476537606328,1.47739474298678,0.619302096580777,0.884088943789185,2.49554505936153,5.43390534708051,1.31023039122441,2.88212914925337,0.908189475058933,4.92776088191009,5.61892211702044
