"Taxa"	"Ginger_2"	"Padme_5"	"Padme_6"	"Ginger_7"	"Padme_7"	"Charles_9"	"Franc_9"	"Grogu_9"	"Henry_9"	"Ivy_9"	"Buddy_11"	"Joans_11"	"Padme_11"	"Ginger_14"	"Buddy_17"	"Ivy_17"	"Padme_17"	"Buddy_18"	"Ginger_18"	"Ivy_18"	"Franc_19"	"Ivy_19"	"Ginger_20"	"Buddy_21"	"Joans_21"	"Franc_22"	"Grogu_22"	"Henry_22"	"Joans_22"	"Marshmallow_22"	"Franc_24"	"Ginger_24"	"Henry_24"	"Ivy_24"	"Marshmallow_24"	"Henry_25"	"Ginger_29"	"Henry_29"	"Joans_29"	"Ginger_36"	"Grogu_36"	"Henry_36"	"Franc_37"	"Grogu_37"	"Grogu_41"	"Joans_41"	"Ginger_42"	"Grogu_42"	"Henry_42"	"Ivy_42"	"Buddy_44"	"Franc_44"	"Ginger_44"	"Ivy_44"	"Joans_44"	"Marshmallow_44"	"Buddy_45"	"Franc_45"	"Grogu_45"	"Henry_45"	"Ivy_45"	"Joans_45"	"Marshmallow_45"	"Buddy_46"	"Charles_46"	"Ivy_46"	"Joans_46"	"Marshmallow_46"	"Franc_47"	"Ginger_47"	"Ivy_47"	"Marshmallow_47"	"Buddy_48"	"Charles_48"	"Franc_48"	"Grogu_48"	"Ivy_48"	"Joans_48"	"Marshmallow_48"	"Charles_49"	"Franc_49"	"Ginger_49"	"Henry_49"	"Ivy_49"	"Joans_49"	"Marshmallow_49"	"Buddy_50"	"Charles_50"	"Franc_50"	"Ginger_50"	"Grogu_50"	"Ivy_50"	"Joans_50"	"Charles_51"	"Franc_51"	"Joans_51"	"Buddy_52"	"Charles_52"	"Ginger_52"	"Grogu_52"	"Marshmallow_52"	"Franc_53"	"Marshmallow_53"	"Charles_55"	"Ginger_55"	"Ivy_55"	"Buddy_56"	"Franc_56"	"Grogu_56"	"Joans_56"	"Buddy_57"	"Joans_57"	"Ginger_58"	"Henry_59"	"Joans_60"	"Marshmallow_60"	"Joans_62"	"Henry_66"	"Ivy_67"	"Franc_68"
"Metabolism|Global and overview maps"	0.358665974401457	0.36126247754114	0.36124688130375	0.362881139235767	0.359672925470923	0.357605672539215	0.360831669960156	0.390054559703965	0.359698394941986	0.368990790646757	0.367437861863426	0.379197241186361	0.355651352150407	0.395635459263746	0.373316871071446	0.374791939963617	0.340978253281965	0.356483296110182	0.392412868701978	0.366260612606874	0.37891280481534	0.371768071118792	0.393311975805274	0.367459573962806	0.373313769605339	0.391837421499424	0.391976245002493	0.374514184915421	0.374972774927627	0.405035073320072	0.381108168121473	0.396151979998847	0.37792036296991	0.373347471131403	0.380048687660617	0.366836702995389	0.404623664109331	0.373333195717054	0.394402711878425	0.383403445762183	0.389067992636428	0.383809615645165	0.382106533237074	0.382146182234715	0.38686200309825	0.374083862929479	0.365962211933287	0.389893415567563	0.397195043220716	0.377137791754666	0.383359707528214	0.368374349739517	0.406416107817505	0.393358560297751	0.397327206652071	0.401255603832022	0.400858809036195	0.388724340854927	0.40217016120821	0.408424465696587	0.381269016824556	0.396064823024785	0.395114611157646	0.388819487826919	0.390638483130608	0.394632966210077	0.396178270363401	0.40277205189719	0.402729247021049	0.395781571277428	0.384259023887266	0.367196933662013	0.390620933020875	0.358306495035634	0.391249606491753	0.389481640842089	0.379897808541891	0.385810548521906	0.379430659280946	0.363962134922819	0.392368461992405	0.407049172185166	0.40007255795244	0.384733273597659	0.400690272303553	0.38869702658763	0.364067074229821	0.389168968625785	0.399476778643422	0.405368588060847	0.402109822407498	0.40144756811855	0.392875771882984	0.380953959481525	0.389966652703909	0.394504568910536	0.390832832923486	0.366931984969149	0.400961627962626	0.391828564412262	0.3710177540082	0.395691814357868	0.39820132704012	0.397061721908726	0.401267596892523	0.384667432202975	0.365188804484455	0.376541439110859	0.37970848022514	0.400614766467015	0.390147686390358	0.365496941128227	0.404012605198514	0.403179265486578	0.381484384382297	0.362955439393768	0.406200449463003	0.375238196129084	0.371265074323584	0.3873866317367
"Metabolism|Carbohydrate metabolism"	0.123413331986827	0.122636332784281	0.122376903495799	0.1228194801426	0.123240459481315	0.123496644458068	0.123118601701834	0.117116403085225	0.125045084962516	0.121244888686663	0.121508036947729	0.121413960641035	0.128578593431807	0.122661386692378	0.125148395166189	0.119983514499734	0.118829052174698	0.122373541157671	0.112163082337995	0.114067904935929	0.118992342906477	0.116233173614415	0.119046631748898	0.130446269190342	0.122648089061022	0.118015371837184	0.117904947140547	0.119907655992195	0.121008310027482	0.116637688950314	0.118612910745098	0.116985067841023	0.11971074880789	0.120184569186904	0.120756672774821	0.12176546075137	0.116062823545344	0.120732420370633	0.119963324973766	0.119525099837459	0.118465935012807	0.120578322805618	0.115816366569592	0.11647877395046	0.118582819240199	0.121346093184693	0.121237396643862	0.117507398934445	0.117991843900057	0.118697161966994	0.118820157583099	0.11673461017888	0.115906605563877	0.117852057492898	0.119095952121066	0.117570559219572	0.118459040616518	0.117317717673489	0.118532050704617	0.114638887832611	0.107171394465862	0.118200828322001	0.116632368585429	0.11846924538533	0.118721227359072	0.1187222488554	0.118334286979154	0.116192972251086	0.114293967459002	0.118456938946997	0.119593768145101	0.121889913124089	0.120172364648368	0.119829238581981	0.115837699357	0.115616744275698	0.118843887771222	0.118829199979227	0.120025266947516	0.117470361813586	0.115363931117544	0.117138209042478	0.11701587456219	0.119952793013078	0.116367641651532	0.118712809507125	0.121412205479796	0.113371370798091	0.118286855473253	0.116272761677445	0.116038433838786	0.116772669417556	0.11938964499508	0.114147599434073	0.117170111573618	0.117995844707614	0.117139401654487	0.118312239460879	0.115141894310948	0.117278901010725	0.119951595680057	0.115519281259233	0.115005527312583	0.114427332139237	0.118205442672612	0.115704414462085	0.121713030935247	0.118125846922332	0.118876826288016	0.118687057559775	0.118449722168752	0.120950585464517	0.117206151441792	0.117385814074676	0.120235211922969	0.120737666583108	0.117536973723423	0.115391773934855	0.118594856372265	0.119602401627267
"Environmental Information Processing|Membrane transport"	0.0868064079598066	0.0836313211691014	0.0818967159792218	0.084789959523843	0.0822632207926803	0.0873461931760484	0.0859948603209421	0.0611933385912852	0.0845126766707002	0.075166271330894	0.0831068550091937	0.0799718168265652	0.0851800139510931	0.0750563256595605	0.0770868779165408	0.077796406150865	0.0959029116996754	0.0888451956340744	0.0690430270052831	0.0594557608265809	0.0752179110726501	0.07139693055858	0.0691412242832437	0.0806854549626773	0.0885477227548563	0.071328762248193	0.0647739569455288	0.0764128040347996	0.0769629994123722	0.0669200743959128	0.0691067412441395	0.0666902283252595	0.0762523983814533	0.0772757698006126	0.0845562610939961	0.0811031378856559	0.0654828768835497	0.0760754835161427	0.0681199333922762	0.0682378673585892	0.0610198189960971	0.0738558758228884	0.0746642883049786	0.0685558156275445	0.0733732862609079	0.0826221958415977	0.0800275002399043	0.0711157876454885	0.0620488381618678	0.0423336002353665	0.0669886972132789	0.0720624953115291	0.0617487636584424	0.0730515040245361	0.0723970772785815	0.0642111700923633	0.0694578479839721	0.0680836488842089	0.0699699934998588	0.0619620788952286	0.0648493748899176	0.071017047940647	0.0688707772837189	0.0620630538034994	0.0764757967704344	0.0750276459804775	0.0719330011151102	0.0681821957866318	0.0608066714055754	0.0701592528103647	0.0564124282974627	0.0814931524054013	0.0753699001331297	0.0893232669773392	0.0610530563984539	0.0620879257819533	0.0599839725427555	0.0777668716527572	0.0775190338024118	0.0928075700605989	0.0653118957732494	0.0664656652718263	0.0643426015831208	0.0632236019619057	0.0656902033954498	0.0734591849183269	0.0816064476856278	0.0717115846967322	0.0616888368479951	0.0657933535197959	0.0636066417935493	0.0647118711106045	0.0700019441648249	0.0743422684413252	0.0628735166509777	0.0647978528822723	0.0694709525676098	0.0837349236754644	0.0670233038273531	0.0671674736928792	0.0783192855583126	0.0543442290391858	0.0552871761333705	0.0615514286722632	0.067842700619215	0.0628194421790702	0.0825002743145764	0.0756496057102712	0.067920697904573	0.0717197406013633	0.0710758211137795	0.0819097633577624	0.0673866133505179	0.0650937458568146	0.0786948369512636	0.0842274157231308	0.0678564963041327	0.0561896070463108	0.0779022228673756	0.0752274377118698
"Metabolism|Amino acid metabolism"	0.0555903294421492	0.0565274690419093	0.0564386265376059	0.056985672478787	0.0556789140435509	0.0555619575346595	0.0562916595716104	0.0667160175321653	0.0569693698968993	0.0586275499850128	0.0594164007526927	0.0626856266749566	0.0578050954252959	0.065952751869872	0.0628315336706115	0.0617623390062409	0.0595240702274525	0.0552471585463487	0.0722754429538863	0.0631010509205432	0.0636588507778264	0.0643327919057171	0.0686376468314078	0.0618769839042667	0.0604132832247964	0.0674036361617394	0.0673394462356625	0.0623437602214678	0.0614272488838093	0.0723919318303602	0.0632303203743656	0.0696917338083554	0.0633696541680801	0.0635445201623461	0.0640435473613911	0.0585313422166077	0.0727955522313534	0.0607497012828207	0.0670100390361219	0.0641257478014831	0.0655637299860499	0.0647060659933112	0.0654694953454004	0.0647483043064016	0.0660625445784187	0.0617480816032061	0.0586315704131983	0.0677409925085343	0.0682185053119159	0.0581440009570046	0.0643088242847189	0.0605568008735672	0.0730842654334283	0.0680202478236883	0.0676618896359975	0.0699275008791726	0.0692215352451848	0.0668013431470329	0.0696387198890296	0.0750629156538536	0.0629098334051891	0.0681254857160984	0.070070352817009	0.0646924716290487	0.0660781574092989	0.068964651028172	0.0683690528579505	0.072059931773619	0.0733020595688332	0.0683347963781947	0.0627798556195331	0.0586265530210793	0.0664330711242447	0.056168020165711	0.0675640155167267	0.0674197586920999	0.061035573710917	0.0675493751528754	0.0633141482089164	0.055974778818341	0.0686656986875254	0.072348365616651	0.0703319986781916	0.0623340221569306	0.0710625783183194	0.0666223280859088	0.0596519802872351	0.0685819736796682	0.0681566856758135	0.0726209927805592	0.071928630261286	0.0709603843538435	0.0659966581949632	0.0661471598168178	0.0667760692394815	0.0669125331167165	0.0677828231690661	0.0612704422859281	0.0722670055565972	0.06789874414679	0.0610320617757107	0.0695019723378878	0.0702781554722694	0.0716694947252191	0.0694414940414289	0.0652522077447927	0.0596516408584378	0.06212140237463	0.0621404670326332	0.0696022968659724	0.0676390732479678	0.0604680107773679	0.0714080875649154	0.0713070654480793	0.0645070341039534	0.0583448748653019	0.0718002839064123	0.0641190171288601	0.0624533224152187	0.0654917530506083
"Environmental Information Processing|Signal transduction"	0.0460730730371378	0.0462134818065154	0.0472418311977379	0.0447212946237888	0.0480602126911236	0.0476180166414825	0.0452279528055744	0.0418629589895092	0.0467241637905468	0.0463719043708641	0.0441249554294578	0.0391333358931476	0.0516545248495644	0.0342843414196614	0.0424288660197288	0.042607078396427	0.0497054726098644	0.0485082022900187	0.0376328477407766	0.0591103356631517	0.0421396027088848	0.0514050331440779	0.0367285596764762	0.0448879182887963	0.0446063298877534	0.0386015673883156	0.0419393046916645	0.0435092312176035	0.0438719210165213	0.0310955487535362	0.0458216161889049	0.0380162857286708	0.0413854354323955	0.0494865050603399	0.0426674946923917	0.0448276208471487	0.0318926391375669	0.0448105666217411	0.0372735795162582	0.0432763975757869	0.0447019060815317	0.0419843870709148	0.0487520196560076	0.0493572631511455	0.042180156599375	0.0416114173705568	0.0457784780789332	0.0392323082689062	0.0386217141367847	0.059762331507427	0.0463489513578245	0.0493859071942996	0.0321190311645453	0.0364458046466099	0.0350257647683838	0.0347282647083717	0.0335538796705166	0.0405958753927676	0.0319766937722879	0.0302607719312998	0.0448406305984212	0.0367108810418123	0.0375919336665637	0.0458921616548732	0.0402511753239638	0.0350107418681777	0.0359584077755263	0.0312499534590751	0.0349741874477919	0.0337697661996597	0.0482284677720858	0.0443784713616205	0.0383426732482615	0.0526937721967249	0.0450369719675134	0.0459863212170828	0.0512211070368024	0.0374466729681179	0.0396948712245722	0.0433114014292829	0.0426019321223551	0.029643005791553	0.0360326203438747	0.0448931668644728	0.0347550225648434	0.0373466724511226	0.0454481546633998	0.0374500347627029	0.0374641286068723	0.0313219133581678	0.0348058366396646	0.0347945180223783	0.0393895582771616	0.0455659333184044	0.0449997353458152	0.0399314825240293	0.0410767137219064	0.053746526737637	0.034376412003976	0.0412706387874118	0.0438334858727308	0.0444323541484229	0.0409919948568338	0.0370520711829009	0.0339087060034397	0.0478211104523657	0.0442213657886003	0.0505847711301538	0.0498601808585254	0.032269982930023	0.0400280450127949	0.0442448948462285	0.0319670471446917	0.0321702466365959	0.0384551852653289	0.0448766341960636	0.0290590603505837	0.0550362297640165	0.0457740634815271	0.0371644335138394
"Cellular Processes|Cellular community - prokaryotes"	0.0436441936979488	0.0428183256967732	0.0429955845307252	0.0426472671353057	0.04340918123936	0.0442010319877621	0.0431263610761516	0.0353425842736447	0.0435726852989699	0.040663898988988	0.0413293338236182	0.0392381780873273	0.0457697550812557	0.0378128499314532	0.0390616402844112	0.0397813423648166	0.0538721004019183	0.0457631952142971	0.0370245183121917	0.043598381211956	0.0389815930771322	0.0408407019789395	0.0345826929318835	0.0423406041587245	0.0461572492314384	0.0368704229638935	0.0351104845332092	0.0399734918185995	0.0407163244985125	0.0327502632723992	0.0390719726396867	0.0356343939078248	0.0391176795597704	0.0407971487190213	0.0377702937157563	0.0420826998926867	0.0323551796960512	0.0406057051343935	0.0365777817518309	0.0382787014773974	0.0354785334187463	0.0386573014105623	0.0411836495620595	0.0406757688572479	0.0380553705096434	0.0402689408220444	0.0420971550125511	0.0367014692084784	0.0351400187438865	0.0374558162077359	0.0391741773802065	0.0404419883912485	0.0315975852449384	0.0364340249311384	0.0366852736896763	0.0338461604295791	0.035385732084172	0.0362700116042017	0.0346535722495049	0.0302227904140274	0.0379119112068815	0.0369181619186261	0.0341793180274861	0.0386091231252136	0.0396279360587344	0.0347957760069047	0.0363980150451726	0.0323811968559124	0.0315250764831584	0.0347963617518584	0.0372705744621235	0.0417046675126018	0.0383987945649714	0.0441114840347856	0.0371434578414674	0.0384551456428009	0.037503138089396	0.0355214757366707	0.0385577710110017	0.0433975306492106	0.036695665970433	0.0322029143124878	0.0346372231445125	0.0371344450001062	0.0337526835871233	0.0367721634732199	0.0431711766003497	0.0347345601129297	0.0351493948904352	0.0324507419081922	0.0330468973774583	0.0337244892048591	0.0380801885492984	0.0379398302810809	0.0379390285028459	0.0364347245790275	0.0377433800424644	0.0426070578297364	0.033981489950125	0.0368520449401295	0.0414590515957843	0.0351015481683292	0.0340290689778172	0.0310780483686593	0.0350470015439967	0.0360885650206645	0.0429915940904821	0.0413322421451709	0.0400081125190787	0.0348408999211146	0.0373485244801923	0.0426926245969576	0.0336372810426293	0.0329815639313474	0.0382559280766034	0.0433100613106892	0.0323006417726382	0.0416388474940108	0.0415635531858924	0.0373645581053304
"Metabolism|Metabolism of cofactors and vitamins"	0.034484641409775	0.0345751920629865	0.034596291465741	0.0350178718591267	0.0343426577244716	0.0339531688279668	0.0348034888500831	0.0370026559104291	0.0343007309111966	0.0355357003201808	0.0347498978982001	0.0367141485273817	0.032736079424239	0.0402098093470602	0.0351593448638103	0.035536634870471	0.0349726332061652	0.033616227920839	0.0377577165342827	0.0340967847789703	0.0356138115535913	0.0338339926793345	0.0372513983841909	0.034656453569545	0.0355841521836055	0.0373862435596866	0.0373950387080339	0.035425853385035	0.0360519348648798	0.0391382760560497	0.0358537100722476	0.0374297418129034	0.0359211446397993	0.0336978957797373	0.0350647684464578	0.0353666541830307	0.0388094933196251	0.0357425776392259	0.0388726014759032	0.0367379365069555	0.0371855689789299	0.0366261710620502	0.0342652656533681	0.0344447403219428	0.0358917495512267	0.0356960763206681	0.0350956905623929	0.0364179373920924	0.0388581617707728	0.0362496108198482	0.0359289598244141	0.0353733114068817	0.0389964101896713	0.037754661999427	0.0391749751361246	0.0393010254111859	0.0396517317925489	0.0366366295593786	0.0397512693979039	0.0385220322229314	0.0382417987970076	0.0383828988071376	0.0365836339924842	0.0376445277514286	0.0375094231837465	0.0376407604752871	0.0383543549758754	0.0383504282953237	0.0376838947979249	0.0389146581375023	0.0373818102261946	0.0352291274582237	0.0379167848865636	0.0322534981300053	0.0365363336240767	0.0355427578117854	0.0361600440311146	0.0362361969019331	0.0364898581940632	0.0341190060670056	0.0363529598456917	0.0400603291013748	0.038277826262542	0.0377150677322245	0.0383419289711167	0.0370827475562014	0.0348911057768425	0.0360892241779146	0.0396181295769696	0.0391263674487206	0.03819554831784	0.0386667160383155	0.038185427984106	0.0340517392174633	0.0365296075852188	0.0384023815709857	0.0366438481788686	0.0314915259179975	0.0377393746448934	0.0366263560165314	0.0358091796434182	0.0373210561188453	0.0375014614266498	0.0366406985135232	0.0396025924781168	0.0351028577395156	0.0353068720865677	0.03426443667021	0.035506164514332	0.0394179410423919	0.0369515978984053	0.0350088820733958	0.0393702587947801	0.0395765220907067	0.0366763217792654	0.0350598008410404	0.0403866857791303	0.0353236252715878	0.0352306489330087	0.0377022709940896
"Metabolism|Energy metabolism"	0.0382628108826961	0.0380904100404815	0.0380292790611077	0.0380120998954397	0.0380370300200791	0.0380055122819668	0.0381348949595591	0.0364504609816198	0.0384985660495989	0.0372935028049138	0.0377061548640543	0.0368895067027231	0.0383623913134032	0.0352324209590864	0.03744218113356	0.0373892366210352	0.035644295244167	0.0379804600117175	0.0349629858519361	0.0354280682161563	0.0371437134765153	0.0356399438997548	0.0358947065088912	0.0382968655835234	0.0360854446140337	0.0359927930436865	0.0353158306151671	0.0373113685477122	0.036681544098856	0.0357510649898046	0.0363928151598854	0.0359129092545806	0.0370915788211191	0.0364307701187018	0.0351742375203571	0.0375861531183937	0.0358992310558122	0.0368718660958186	0.0358539688905376	0.036280549911061	0.0351308614382294	0.0360895375029065	0.035941626169944	0.0358549719505814	0.0355103314314419	0.0373257025132168	0.0376953740235877	0.0363185113718108	0.0357287826997597	0.03498497148441	0.0360123760751235	0.0380469194658934	0.035828340444359	0.0359742760352881	0.0352713150202277	0.0356253972875035	0.0353553659064242	0.0363499708571187	0.035307837514686	0.036146477795713	0.0389156003922802	0.0354638110179097	0.0358706507973553	0.0353358347335572	0.0353186050307535	0.0356220807602146	0.0354572552373474	0.035755037083356	0.0362443300871923	0.0361852394197511	0.0358965290881417	0.0377077656214048	0.0356266406233936	0.037338867634123	0.0358187465936247	0.0358962460158247	0.035220190500992	0.0363154255948123	0.0371493754252224	0.0384685216327921	0.0359338868588875	0.0355984952351391	0.0357041072358988	0.0356477376642112	0.0356508978263104	0.0364897855381036	0.0374253421102832	0.0378779570332956	0.0351743890710947	0.0358259225982557	0.0358573928056058	0.035660102451431	0.0351235361891952	0.0369382528458524	0.0356077012989239	0.0354002882274882	0.0357365866091983	0.0358717508116424	0.0360822139703988	0.0356515836047483	0.0367407548381994	0.0357333573811302	0.0358860092365809	0.0363069764575872	0.0353070654454817	0.0358125401759078	0.0374438473330053	0.0354218898629676	0.0353396825997311	0.0353212614976868	0.0359196687831742	0.0375000528868123	0.0355556380888851	0.0357312863579524	0.0366454250433746	0.0378184288800166	0.0356451146312196	0.0354313006417908	0.0367509753817749	0.0364684065473315
"Metabolism|Nucleotide metabolism"	0.0250828239784884	0.0251580128178718	0.025085822856605	0.0253255743408261	0.0249848670411904	0.0249805665741015	0.0252288503171679	0.0263234009728436	0.0251322003161533	0.0254561377258516	0.0253395021230368	0.0262693854611261	0.0245463118699242	0.0277563492594327	0.0257097188553462	0.0256879760330732	0.0217803710097932	0.0248855710571978	0.0258650716822579	0.023471284987506	0.025826781137307	0.0245029049283894	0.0267876696009035	0.0256256519720491	0.0266660266947001	0.0266289173641737	0.026194117827555	0.0255595618757275	0.025894547135534	0.0274026631041887	0.0257850239226627	0.0265234673932481	0.0258614174538347	0.0251528688201966	0.025698381407604	0.0254521113169455	0.0272314299111297	0.0256578969542375	0.0272525169471775	0.0260511004439487	0.0259536757187432	0.0261905940637637	0.0253723056934878	0.0252387143711274	0.025952817747021	0.0259214618364814	0.0253136848897381	0.02613959479417	0.0270548537748611	0.0250162422665428	0.025985377204683	0.0256751369373335	0.0271695079655057	0.0268656728646958	0.027446019183228	0.0272843139606229	0.0275247293695182	0.0262760414984765	0.0277310800679821	0.0270621145180096	0.0266511057704335	0.0269668201120765	0.0262856323133515	0.0264181626763647	0.0267528204134022	0.0268356168097197	0.0270536926309667	0.0274382508958958	0.0267386750769656	0.0271738911052209	0.0262024277099504	0.0253957498697398	0.027018526706688	0.0221872073335917	0.0260542752338656	0.0255335253668702	0.0256495632424041	0.0264875700386665	0.0261135591386152	0.0225118423428311	0.0261839890329456	0.0277719917504567	0.0267834635952988	0.0264117114072088	0.027195206306356	0.0264199828411219	0.0255290617142424	0.0246494771887836	0.027367754906964	0.0273652533362833	0.0268420123372884	0.0270820635389493	0.0269075207106783	0.0244941752864234	0.0259783747059061	0.0270124327315929	0.0264072964919793	0.0239786011985387	0.0268403194117333	0.0261660177661531	0.0254423212766392	0.0260598029913024	0.0262502513628703	0.026582251271639	0.0275224827271583	0.0256767422623485	0.0256452165621409	0.0252864755467825	0.0255108364280996	0.0276280183553895	0.0265476119220971	0.0255694324065333	0.0274246583285913	0.027490967225051	0.0263032348244306	0.0252338709306485	0.0279482534324457	0.0246803543137202	0.0250813433362869	0.0266522803030645
"Metabolism|Lipid metabolism"	0.0220723453761477	0.0222055480290949	0.0224659026649048	0.0217328950177262	0.022665502631719	0.0221834531508662	0.0218555007124977	0.0219109721961511	0.0219689512042628	0.0225054031872146	0.0214682859916463	0.0200556084249526	0.0219645791090377	0.0180386741079753	0.0212623367849272	0.021134575059937	0.0213188050442963	0.0220810327391882	0.0205379427674432	0.0261545249884898	0.0208145735078431	0.0233924297133954	0.0199015911201872	0.0207465849547326	0.0190490946943233	0.0195207347720306	0.0209453868581973	0.0212003256530138	0.0213777760574234	0.0182836039933426	0.0217100877469906	0.019534023364276	0.0208072863678197	0.0216236699360795	0.019583078853541	0.0216946635057226	0.018488193309693	0.0214406655678584	0.0195805132493108	0.0210300720667337	0.0220829088555703	0.0202403598806941	0.02118165594179	0.0212945460357515	0.0203604763792827	0.0202059306804336	0.0219429206102821	0.0198905829029127	0.0198982006776439	0.027611015089959	0.021599528192559	0.0246354161443952	0.0189824832200326	0.0189557855349264	0.0184101220725527	0.0190527898774088	0.0183643760194906	0.0204396907537973	0.0180465699143771	0.018834048691198	0.0241805226415723	0.0189627884952221	0.0197481542514942	0.0210167363423873	0.0189542806828161	0.0187086662283634	0.0187993645808268	0.0184958677116886	0.0195615633310507	0.0190822124059133	0.0235176844101455	0.0216420214130577	0.0189264486334897	0.023246103517429	0.0208014950730819	0.0213600956864237	0.0242842938617635	0.0193614711248494	0.0203474660633346	0.0224277825015813	0.0202527676779435	0.0179887844833624	0.0194721287322233	0.0224385113750297	0.0189157125759858	0.0197159338028485	0.0217509965199156	0.0207106506350537	0.0195887690366845	0.0183730340566572	0.0192206857209775	0.0189777352841523	0.0195465874973455	0.0218091501042505	0.0207763181543352	0.0199730396875976	0.0197316443434762	0.0225021526379593	0.0187232744393895	0.0202853777394747	0.0213992698711556	0.0207656720891893	0.0211647191178509	0.0205525099566413	0.0184469856188194	0.0230756079138516	0.0214222116303014	0.0219450867199266	0.0220910121499191	0.0180903908559782	0.0195870559732864	0.0214748635311641	0.0183320218693865	0.018770861698398	0.0198842302887046	0.0217443109008656	0.0178617518350882	0.0243857081802863	0.0219386652824876	0.0195544919371047
