"Taxa"	"hera_1"	"buddy_11"	"hera_11"	"jarjarbinks_11"	"padme_11"	"hera_14"	"iris_14"	"jarjarbinks_14"	"jarjarbinks_15"	"buddy_16"	"buddy_17"	"iris_17"	"lambchop_17"	"padme_17"	"buddy_18"	"hera_18"	"iris_18"	"jarjarbinks_18"	"lambchop_18"	"franc_19"	"hera_2"	"jarjarbinks_2"	"lambchop_2"	"goose_20"	"hera_20"	"iris_20"	"buddy_21"	"jarjarbinks_21"	"franc_22"	"goose_22"	"grogu_22"	"hera_22"	"iris_22"	"iris_23"	"franc_24"	"hera_24"	"jarjarbinks_29"	"jarjarbinks_3"	"jarjarbinks_32"	"grogu_36"	"franc_37"	"goose_37"	"grogu_37"	"hera_37"	"lambchop_37"	"goose_4"	"grogu_41"	"hera_41"	"goose_42"	"grogu_42"	"lambchop_42"	"buddy_44"	"franc_44"	"goose_44"	"iris_44"	"jarjarbinks_44"	"lambchop_44"	"buddy_45"	"franc_45"	"grogu_45"	"hera_45"	"jarjarbinks_45"	"buddy_46"	"goose_46"	"iris_46"	"lambchop_46"	"franc_47"	"buddy_48"	"franc_48"	"grogu_48"	"hera_48"	"iris_48"	"jarjarbinks_48"	"lambchop_48"	"franc_49"	"iris_49"	"jarjarbinks_49"	"padme_5"	"buddy_50"	"franc_50"	"grogu_50"	"jarjarbinks_50"	"lambchop_50"	"franc_51"	"lambchop_51"	"buddy_52"	"goose_52"	"grogu_52"	"jarjarbinks_52"	"franc_53"	"hera_53"	"iris_55"	"lambchop_55"	"buddy_56"	"franc_56"	"grogu_56"	"buddy_57"	"goose_58"	"goose_59"	"iris_59"	"padme_6"	"iris_60"	"hera_67"	"franc_68"	"jarjarbinks_68"	"hera_7"	"iris_7"	"padme_7"	"grogu_70"	"franc_9"	"grogu_9"
"k__Bacteria|p__Bacillota|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium wakonense"	0.202222222222222	0.148	0.0724444444444445	0.172666666666667	0.0748888888888889	0.151111111111111	0.113555555555556	0.208888888888889	0.143333333333333	0.016	0.195111111111111	0.219111111111111	0	0.000444444444444444	0.0344444444444444	0.253777777777778	0.188	0.188	0	0.182	0.0693333333333333	0.0157777777777778	0.0506666666666667	0.152888888888889	0.339111111111111	0.130222222222222	0.159777777777778	0.162444444444444	0.152444444444444	0.108	0.104	0.260666666666667	0.116222222222222	0.142	0.152	0.241111111111111	0.163111111111111	0.184222222222222	0.162666666666667	0.0584444444444444	0.177777777777778	0.256888888888889	0.0393333333333333	0.202222222222222	0.191555555555556	0	0.0657777777777778	0.172	0.198	0.0915555555555556	0.263111111111111	0.215777777777778	0.113333333333333	0.119333333333333	0.115777777777778	0.0202222222222222	0.303333333333333	0.188888888888889	0.137333333333333	0.0784444444444444	0.139777777777778	0.0471111111111111	0.134222222222222	0.228222222222222	0.163555555555556	0.143777777777778	0.116	0.101555555555556	0.165777777777778	0.0286666666666667	0.258	0.166888888888889	0.165777777777778	0.169555555555556	0.149111111111111	0.152222222222222	0.173111111111111	0.145111111111111	0.211777777777778	0.176444444444444	0.130222222222222	0.19	0.204	0.146888888888889	0.124444444444444	0.16	0.160444444444444	0.104888888888889	0.279777777777778	0.158444444444444	0.327333333333333	0.197555555555556	0.103777777777778	0.0655555555555556	0.178444444444444	0.0762222222222222	0.208222222222222	0.180888888888889	0.226888888888889	0.238444444444444	0.0995555555555555	0.178222222222222	0.137333333333333	0.114222222222222	0.151555555555556	0.173777777777778	0.193555555555556	0.0642222222222222	0.0126666666666667	0.0237777777777778	0.200222222222222
"k__Bacteria|p__Bacillota|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Megamonas|s__Megamonas funiformis"	0.318444444444444	0.198	0.347111111111111	0.126888888888889	0.302666666666667	0.371555555555556	0.188888888888889	0.120666666666667	0.235111111111111	0.00955555555555555	0.134888888888889	0.224888888888889	0.165111111111111	0.000222222222222222	0.233777777777778	0.130666666666667	0.180444444444444	0.114	0.148888888888889	0.170888888888889	0.0113333333333333	0.0531111111111111	0.002	0.151111111111111	0.074	0.362	0.155777777777778	0.0897777777777778	0.112444444444444	0.148444444444444	0.0111111111111111	0.124444444444444	0.4	0.228888888888889	0.138	0.136	0.205111111111111	0.148	0.0611111111111111	0.00511111111111111	0.154222222222222	0.082	0.000888888888888889	0.108666666666667	0.0573333333333333	0	0.008	0.252222222222222	0.0904444444444444	0.0231111111111111	0.0991111111111111	0.0755555555555556	0.0697777777777778	0.116	0.222444444444444	0.00511111111111111	0.107777777777778	0.152888888888889	0.0977777777777778	0.166888888888889	0.0551111111111111	0.0671111111111111	0.046	0.0291111111111111	0.139333333333333	0.163333333333333	0.142666666666667	0.052	0.0666666666666667	0.00644444444444444	0.0857777777777778	0.195111111111111	0.0788888888888889	0.125777777777778	0.0526666666666667	0.205333333333333	0.0484444444444444	0.0208888888888889	0.0397777777777778	0.220222222222222	0.0411111111111111	0.0537777777777778	0.164	0.131555555555556	0.226	0.174444444444444	0.158444444444444	0.0191111111111111	0.09	0.146222222222222	0.180888888888889	0.231333333333333	0.133333333333333	0.0788888888888889	0.107111111111111	0.0208888888888889	0.107777777777778	0.106	0.0922222222222222	0.0951111111111111	0.0151111111111111	0.0357777777777778	0.245555555555556	0.144444444444444	0.09	0.286222222222222	0.129555555555556	0.0228888888888889	0.0351111111111111	0.0493333333333333	0.101777777777778
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Anaerobiospirillum|s__Anaerobiospirillum thomasii"	0	0.0182222222222222	0	0.00622222222222222	0	0	0	0	0	0.002	0.0264444444444444	0	0	0.000222222222222222	0.601111111111111	0	0	0.226888888888889	0	0.000666666666666667	0	0.000444444444444444	0.574666666666667	0.0293333333333333	0.000222222222222222	0	0.100222222222222	0.0757777777777778	0.00133333333333333	0.0293333333333333	0.793555555555556	0.286222222222222	0	0.000222222222222222	0.00111111111111111	0	0.122222222222222	0.0186666666666667	0.0748888888888889	0.853777777777778	0.0182222222222222	0.0764444444444444	0.880444444444444	0	0.102666666666667	0.000111111111111111	0.852888888888889	0	0.0735555555555556	0.621111111111111	0.00333333333333333	0.326222222222222	0	0.0242222222222222	0.000222222222222222	0.202888888888889	0.008	0.186666666666667	0.014	0.198222222222222	0	0	0.3	0.052	0	0.00955555555555555	0.0126666666666667	0.605333333333333	0.0213333333333333	0.876222222222222	0.000222222222222222	0	0.0411111111111111	0.0624444444444444	0.0337777777777778	0	0.0288888888888889	0	0.192888888888889	0.0177777777777778	0.659777777777778	0.036	0.0102222222222222	0.00955555555555555	0.00555555555555556	0.282888888888889	0.0835555555555555	0.732888888888889	0.00955555555555555	0.00333333333333333	0.000222222222222222	0	0.00355555555555556	0.196222222222222	0	0.784444444444444	0.350222222222222	0.0968888888888889	0.102666666666667	0	0	0	0.000222222222222222	0.086	0.0615555555555556	0	0	0	0.000222222222222222	0	0.0104444444444444
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Segatella|s__Segatella copri"	0.0784444444444444	0.136	0	0.00466666666666667	0.0182222222222222	0	0.000222222222222222	0	0	0.340444444444444	0.0817777777777778	0.000222222222222222	0.000222222222222222	0.000444444444444444	0	0	0.000444444444444444	0.0748888888888889	0	0.137777777777778	0.239555555555556	0.000666666666666667	0.00333333333333333	0.044	0	0.000222222222222222	0.123111111111111	0.068	0.176	0.0902222222222222	0.00555555555555556	0.136222222222222	0	0.000444444444444444	0.145333333333333	0.000222222222222222	0.0311111111111111	0.0484444444444444	0.056	0.000444444444444444	0.158666666666667	0.110888888888889	0.00244444444444444	0	0.0842222222222222	0.000111111111111111	0.00177777777777778	0	0.0688888888888889	0.0791111111111111	0.338666666666667	0.0446666666666667	0	0.0144444444444444	0.000222222222222222	0.255777777777778	0.265555555555556	0.140222222222222	0.120222222222222	0.0173333333333333	0	0	0.138666666666667	0.154222222222222	0.000444444444444444	0.325777777777778	0.0646666666666667	0.0426666666666667	0.110666666666667	0.004	0	0	0.0564444444444444	0.0597777777777778	0.0824444444444444	0.000666666666666667	0.0637777777777778	0.0293333333333333	0.0304444444444444	0.0271111111111111	0.00555555555555556	0.0471111111111111	0.238	0.0813333333333333	0.194	0.0377777777777778	0.0902222222222222	0.01	0.0566666666666667	0.0577777777777778	0	0.000222222222222222	0.519333333333333	0.00755555555555556	0	0.00155555555555556	0.0502222222222222	0.0453333333333333	0.0762222222222222	0.000222222222222222	0.104222222222222	0.000444444444444444	0	0.0704444444444444	0.0697777777777778	0.0108888888888889	0.000333333333333333	0.044	0.558888888888889	0.0204444444444444	0.117777777777778
"k__Bacteria|p__Bacillota|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera elsdenii"	0.0386666666666667	0.0442222222222222	0.0137777777777778	0.00955555555555555	0.00333333333333333	0.0168888888888889	0.0251111111111111	0.0144444444444444	0.0206666666666667	0.0226666666666667	0.0508888888888889	0.0782222222222222	0.0571111111111111	0	0	0.0715555555555556	0.0706666666666667	0.0444444444444444	0.216	0.0737777777777778	0.00955555555555555	0.0155555555555556	0.00111111111111111	0.184222222222222	0.0468888888888889	0.0782222222222222	0.0215555555555556	0.143111111111111	0.0573333333333333	0.103111111111111	0.00311111111111111	0.000666666666666667	0.0768888888888889	0.104666666666667	0.0426666666666667	0.0624444444444444	0.0486666666666667	0.0766666666666667	0.0517777777777778	0.00288888888888889	0.0386666666666667	0.0586666666666667	0.00311111111111111	0.0293333333333333	0.08	0	0.00466666666666667	0.0257777777777778	0.0997777777777778	0.0191111111111111	0.0597777777777778	0.0211111111111111	0.0144444444444444	0.207777777777778	0.0351111111111111	0.00777777777777778	0.0293333333333333	0.0157777777777778	0.0664444444444444	0.0668888888888889	0.0284444444444444	0.00466666666666667	0.012	0.0497777777777778	0.0333333333333333	0.0297777777777778	0.150222222222222	0.0128888888888889	0.0631111111111111	0.00688888888888889	0.0448888888888889	0.0582222222222222	0.0466666666666667	0.172	0.0737777777777778	0.110888888888889	0.0486666666666667	0.03	0.0153333333333333	0.0457777777777778	0.0248888888888889	0.110888888888889	0.0591111111111111	0.0631111111111111	0.166888888888889	0.0368888888888889	0.143555555555556	0.0108888888888889	0.0991111111111111	0.104666666666667	0.0473333333333333	0.0731111111111111	0.0482222222222222	0.0175555555555556	0.0411111111111111	0.00666666666666667	0.0211111111111111	0.126444444444444	0.109777777777778	0.0662222222222222	0.0231111111111111	0.028	0.0804444444444444	0.0655555555555556	0.0466666666666667	0.0835555555555555	0.0885555555555556	0.00866666666666667	0.00444444444444444	0.0184444444444444	0.0857777777777778
"k__Bacteria|p__Bacillota|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Megamonas|s__Megamonas hypermegale"	0.0406666666666667	0.014	0.0615555555555556	0.0457777777777778	0.00333333333333333	0.0604444444444444	0.0153333333333333	0.0266666666666667	0.0266666666666667	0.00711111111111111	0.0115555555555556	0.006	0.046	0	0.000222222222222222	0.0424444444444444	0.0108888888888889	0.0408888888888889	0.107777777777778	0.0277777777777778	0.00555555555555556	0.008	0.00133333333333333	0.0282222222222222	0.0226666666666667	0.0268888888888889	0.032	0.032	0.0675555555555555	0.0297777777777778	0.004	0.00844444444444444	0.0253333333333333	0.00644444444444444	0.0424444444444444	0.0264444444444444	0.0544444444444444	0.0746666666666667	0.0505555555555556	0.00266666666666667	0.0473333333333333	0.0528888888888889	0.00155555555555556	0.0362222222222222	0.0302222222222222	0	0.00444444444444444	0.0888888888888889	0.0568888888888889	0.01	0.0348888888888889	0.0264444444444444	0.0144444444444444	0.0837777777777778	0.046	0.00511111111111111	0.0915555555555556	0.0504444444444444	0.0391111111111111	0.131111111111111	0.0444444444444444	0.0244444444444444	0.0357777777777778	0.0191111111111111	0.0397777777777778	0.117111111111111	0.0415555555555556	0.0393333333333333	0.04	0.00244444444444444	0.0304444444444444	0.0411111111111111	0.0302222222222222	0.0864444444444444	0.0431111111111111	0.0288888888888889	0.0415555555555556	0.00155555555555556	0.0288888888888889	0.0886666666666667	0.0164444444444444	0.0444444444444444	0.126222222222222	0.0471111111111111	0.0926666666666667	0.0384444444444444	0.0506666666666667	0.008	0.0282222222222222	0.0375555555555556	0.0411111111111111	0.0208888888888889	0.0308888888888889	0.0588888888888889	0.0646666666666667	0.00466666666666667	0.0273333333333333	0.0564444444444444	0.0508888888888889	0.00488888888888889	0.00133333333333333	0.00711111111111111	0.175777777777778	0.0993333333333333	0.0711111111111111	0.0444444444444444	0.0317777777777778	0.00155555555555556	0.00577777777777778	0.0366666666666667	0.032
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Shigella|s__Shigella flexneri"	0.000444444444444444	0.104888888888889	0.0328888888888889	0.0424444444444444	0.0455555555555556	0.00155555555555556	0	0.000666666666666667	0.002	0	0.0246666666666667	0	0.296666666666667	0.0526666666666667	0.0373333333333333	0.000222222222222222	0	0.0106666666666667	0.120444444444444	0.0286666666666667	0.000222222222222222	0	0.000888888888888889	0	0.000444444444444444	0	0	0.0137777777777778	0.00666666666666667	0.0871111111111111	0	0	0	0	0.014	0.000444444444444444	0.0413333333333333	0.00222222222222222	0.078	0	0.000222222222222222	0.0186666666666667	0	0	0.0351111111111111	0.392444444444444	0	0.00288888888888889	0.00688888888888889	0.00377777777777778	0.000666666666666667	0	0.000222222222222222	0.0124444444444444	0	0.00333333333333333	0.000666666666666667	0.000222222222222222	0.0128888888888889	0.00155555555555556	0.000444444444444444	0.006	0	0.000444444444444444	0.00177777777777778	0.00111111111111111	0.000666666666666667	0	0	0	0.00311111111111111	0	0.152444444444444	0.000888888888888889	0	0	0.0242222222222222	0.261333333333333	0.0211111111111111	0	0	0.0128888888888889	0.000444444444444444	0	0	0	0.000222222222222222	0	0.00377777777777778	0	0.00488888888888889	0	0.00244444444444444	0.0348888888888889	0	0	0	0.0411111111111111	0.00955555555555555	0	0.241333333333333	0	0	0.0357777777777778	0.0315555555555556	0	0	0.281333333333333	0.0693333333333333	0.39	0.0102222222222222
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium parvum"	0.0246666666666667	0.00822222222222222	0.0228888888888889	0.00822222222222222	0.00488888888888889	0.0202222222222222	0.012	0.0213333333333333	0.0251111111111111	0.00155555555555556	0.0131111111111111	0.0313333333333333	0	0.000222222222222222	0.000666666666666667	0.0277777777777778	0.0202222222222222	0.0348888888888889	0	0.0317777777777778	0.00488888888888889	0.00266666666666667	0.00111111111111111	0.0695555555555556	0.0331111111111111	0.032	0.00844444444444444	0.0297777777777778	0.0442222222222222	0.0548888888888889	0.00444444444444444	0.0211111111111111	0.016	0.0342222222222222	0.0231111111111111	0.0231111111111111	0.056	0.0635555555555556	0.0425555555555556	0.00533333333333333	0.0537777777777778	0.0433333333333333	0.00755555555555556	0.0313333333333333	0.0522222222222222	0.000111111111111111	0.006	0.0284444444444444	0.0351111111111111	0.0255555555555556	0.00688888888888889	0.0137777777777778	0.0137777777777778	0.0417777777777778	0.0244444444444444	0.00288888888888889	0.0175555555555556	0.0124444444444444	0.0404444444444444	0.0137777777777778	0.0186666666666667	0.00644444444444444	0.00977777777777778	0.0337777777777778	0.0288888888888889	0.00377777777777778	0.0242222222222222	0.00755555555555556	0.032	0.00711111111111111	0.0373333333333333	0.032	0.0444444444444444	0.0202222222222222	0.058	0.03	0.0884444444444445	0.0106666666666667	0.0142222222222222	0.04	0.0151111111111111	0.0364444444444444	0.006	0.0302222222222222	0.00444444444444444	0.0162222222222222	0.0264444444444444	0.00955555555555555	0.0546666666666667	0.0353333333333333	0.0353333333333333	0.036	0.00422222222222222	0.0102222222222222	0.03	0.0102222222222222	0.0157777777777778	0.0113333333333333	0.0393333333333333	0.0577777777777778	0.006	0.0253333333333333	0.014	0.0346666666666667	0.0397777777777778	0.0368888888888889	0.0665555555555556	0.00755555555555556	0.000666666666666667	0.0117777777777778	0.0166666666666667
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium sinus"	0.0266666666666667	0.00933333333333333	0.0184444444444444	0.00755555555555556	0.00355555555555556	0.0193333333333333	0.00844444444444444	0.0193333333333333	0.0206666666666667	0.00688888888888889	0.0106666666666667	0.0226666666666667	0	0.000222222222222222	0.000888888888888889	0.0326666666666667	0.0157777777777778	0.0271111111111111	0	0.0295555555555556	0.0135555555555556	0.00511111111111111	0.00177777777777778	0.0415555555555556	0.0693333333333333	0.0213333333333333	0.0111111111111111	0.0204444444444444	0.0384444444444444	0.0353333333333333	0.00444444444444444	0.0146666666666667	0.0146666666666667	0.0271111111111111	0.0235555555555556	0.04	0.036	0.0764444444444444	0.0382222222222222	0.00577777777777778	0.0508888888888889	0.0335555555555556	0.00688888888888889	0.0422222222222222	0.038	0	0.00511111111111111	0.0315555555555556	0.0297777777777778	0.0191111111111111	0.0193333333333333	0.0142222222222222	0.0148888888888889	0.0437777777777778	0.0206666666666667	0.00488888888888889	0.0231111111111111	0.0102222222222222	0.0315555555555556	0.00977777777777778	0.0273333333333333	0.00666666666666667	0.00977777777777778	0.0251111111111111	0.0224444444444444	0.00555555555555556	0.0297777777777778	0.00577777777777778	0.0366666666666667	0.00711111111111111	0.0595555555555556	0.0284444444444444	0.0331111111111111	0.0175555555555556	0.0546666666666667	0.0322222222222222	0.0771111111111111	0.00888888888888889	0.00911111111111111	0.0393333333333333	0.0126666666666667	0.0271111111111111	0.00688888888888889	0.0342222222222222	0.00755555555555556	0.0106666666666667	0.0311111111111111	0.01	0.044	0.0322222222222222	0.0355555555555556	0.0333333333333333	0.006	0.00844444444444444	0.0335555555555556	0.00755555555555556	0.0117777777777778	0.01	0.0284444444444444	0.0402222222222222	0.00777777777777778	0.0193333333333333	0.0171111111111111	0.0282222222222222	0.0311111111111111	0.0333333333333333	0.0531111111111111	0.00733333333333333	0.00177777777777778	0.01	0.0173333333333333
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia fergusonii"	0.000666666666666667	0.0646666666666667	0.0293333333333333	0.0304444444444444	0.0244444444444444	0.00111111111111111	0	0	0.000222222222222222	0	0.0135555555555556	0	0.374222222222222	0.0355555555555556	0.02	0	0	0.00466666666666667	0.158666666666667	0.0546666666666667	0	0	0.00177777777777778	0.000222222222222222	0	0	0	0.00666666666666667	0.00688888888888889	0.0544444444444444	0.000222222222222222	0	0	0	0.0268888888888889	0	0.0195555555555556	0.00111111111111111	0.0374444444444444	0	0.000222222222222222	0.0135555555555556	0	0	0.018	0.198222222222222	0	0.0204444444444444	0.00377777777777778	0.00222222222222222	0.000444444444444444	0	0.000222222222222222	0.00777777777777778	0	0.00111111111111111	0.000444444444444444	0	0.0191111111111111	0.000888888888888889	0.00333333333333333	0.002	0	0	0.00133333333333333	0.000666666666666667	0	0	0	0	0.0155555555555556	0	0.062	0.000666666666666667	0	0	0.00866666666666667	0.146888888888889	0.0102222222222222	0	0	0.00444444444444444	0.00133333333333333	0	0.000222222222222222	0.000222222222222222	0	0	0.00111111111111111	0	0.00266666666666667	0	0.00488888888888889	0.0228888888888889	0	0	0.000222222222222222	0.0273333333333333	0.00733333333333333	0	0.144444444444444	0	0	0.0215555555555556	0.00844444444444444	0	0	0.181777777777778	0.0333333333333333	0.212	0.00866666666666667
