"Taxa"	"hera_1"	"buddy_11"	"hera_11"	"jarjarbinks_11"	"padme_11"	"hera_14"	"iris_14"	"jarjarbinks_14"	"jarjarbinks_15"	"buddy_16"	"buddy_17"	"iris_17"	"lambchop_17"	"padme_17"	"buddy_18"	"hera_18"	"iris_18"	"jarjarbinks_18"	"lambchop_18"	"franc_19"	"hera_2"	"jarjarbinks_2"	"lambchop_2"	"goose_20"	"hera_20"	"iris_20"	"buddy_21"	"jarjarbinks_21"	"franc_22"	"goose_22"	"grogu_22"	"hera_22"	"iris_22"	"iris_23"	"franc_24"	"hera_24"	"jarjarbinks_29"	"jarjarbinks_3"	"jarjarbinks_32"	"grogu_36"	"franc_37"	"goose_37"	"grogu_37"	"hera_37"	"lambchop_37"	"goose_4"	"grogu_41"	"hera_41"	"goose_42"	"grogu_42"	"lambchop_42"	"buddy_44"	"franc_44"	"goose_44"	"iris_44"	"jarjarbinks_44"	"lambchop_44"	"buddy_45"	"franc_45"	"grogu_45"	"hera_45"	"jarjarbinks_45"	"buddy_46"	"goose_46"	"iris_46"	"lambchop_46"	"franc_47"	"buddy_48"	"franc_48"	"grogu_48"	"hera_48"	"iris_48"	"jarjarbinks_48"	"lambchop_48"	"franc_49"	"iris_49"	"jarjarbinks_49"	"padme_5"	"buddy_50"	"franc_50"	"grogu_50"	"jarjarbinks_50"	"lambchop_50"	"franc_51"	"lambchop_51"	"buddy_52"	"goose_52"	"grogu_52"	"jarjarbinks_52"	"franc_53"	"hera_53"	"iris_55"	"lambchop_55"	"buddy_56"	"franc_56"	"grogu_56"	"buddy_57"	"goose_58"	"goose_59"	"iris_59"	"padme_6"	"iris_60"	"hera_67"	"franc_68"	"jarjarbinks_68"	"hera_7"	"iris_7"	"padme_7"	"grogu_70"	"franc_9"	"grogu_9"
"k__Bacteria|p__Bacillota|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Megamonas"	0.367555555555556	0.219333333333333	0.437111111111111	0.174444444444444	0.359111111111111	0.454444444444444	0.205555555555556	0.148444444444444	0.262444444444444	0.0184444444444444	0.150222222222222	0.231111111111111	0.212	0.000222222222222222	0.241555555555556	0.176444444444444	0.192666666666667	0.155777777777778	0.264222222222222	0.199333333333333	0.0195555555555556	0.0651111111111111	0.00333333333333333	0.18	0.098	0.392444444444444	0.198222222222222	0.122888888888889	0.186222222222222	0.18	0.0151111111111111	0.139777777777778	0.428	0.236222222222222	0.183333333333333	0.164	0.262666666666667	0.225777777777778	0.116444444444444	0.00777777777777778	0.203555555555556	0.138444444444444	0.00266666666666667	0.147555555555556	0.0913333333333333	0	0.0124444444444444	0.344888888888889	0.151555555555556	0.0335555555555556	0.135777777777778	0.103111111111111	0.094	0.204444444444444	0.274666666666667	0.0111111111111111	0.209777777777778	0.207111111111111	0.142	0.308222222222222	0.102444444444444	0.0944444444444444	0.0864444444444444	0.0493333333333333	0.184666666666667	0.294222222222222	0.186	0.094	0.109777777777778	0.00888888888888889	0.118444444444444	0.241333333333333	0.109777777777778	0.217555555555556	0.0977777777777778	0.237333333333333	0.0931111111111111	0.0251111111111111	0.0724444444444445	0.310666666666667	0.0582222222222222	0.101333333333333	0.302222222222222	0.181111111111111	0.324666666666667	0.215777777777778	0.212444444444444	0.0275555555555556	0.12	0.184666666666667	0.222888888888889	0.254444444444444	0.166222222222222	0.144444444444444	0.178222222222222	0.026	0.136666666666667	0.168666666666667	0.146222222222222	0.100888888888889	0.0168888888888889	0.0442222222222222	0.436666666666667	0.249777777777778	0.165555555555556	0.341555555555556	0.166333333333333	0.0251111111111111	0.05	0.088	0.136
"k__Bacteria|p__Bacillota|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium"	0.202222222222222	0.148	0.0724444444444445	0.172666666666667	0.0748888888888889	0.151111111111111	0.113555555555556	0.208888888888889	0.143333333333333	0.016	0.195111111111111	0.219111111111111	0	0.000444444444444444	0.0344444444444444	0.253777777777778	0.188	0.188	0	0.182	0.0693333333333333	0.0157777777777778	0.0506666666666667	0.152888888888889	0.339111111111111	0.130222222222222	0.159777777777778	0.162444444444444	0.152444444444444	0.108	0.104	0.260666666666667	0.116222222222222	0.142	0.152	0.241111111111111	0.163111111111111	0.184222222222222	0.162666666666667	0.0584444444444444	0.177777777777778	0.256888888888889	0.0393333333333333	0.202222222222222	0.191555555555556	0	0.0657777777777778	0.172	0.198	0.0915555555555556	0.263111111111111	0.215777777777778	0.113333333333333	0.119333333333333	0.115777777777778	0.0202222222222222	0.303333333333333	0.188888888888889	0.137333333333333	0.0784444444444444	0.139777777777778	0.0471111111111111	0.134222222222222	0.228222222222222	0.163555555555556	0.143777777777778	0.116	0.101555555555556	0.165777777777778	0.0286666666666667	0.258	0.166888888888889	0.165777777777778	0.169555555555556	0.149111111111111	0.152222222222222	0.173111111111111	0.145111111111111	0.211777777777778	0.176444444444444	0.130222222222222	0.19	0.204	0.146888888888889	0.124444444444444	0.16	0.160444444444444	0.104888888888889	0.279777777777778	0.158444444444444	0.327333333333333	0.197555555555556	0.103777777777778	0.0655555555555556	0.178444444444444	0.0762222222222222	0.208222222222222	0.180888888888889	0.226888888888889	0.238444444444444	0.0995555555555555	0.178222222222222	0.137333333333333	0.114222222222222	0.151555555555556	0.173777777777778	0.193555555555556	0.0642222222222222	0.0126666666666667	0.0237777777777778	0.200222222222222
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Anaerobiospirillum"	0	0.0184444444444444	0	0.00622222222222222	0	0	0	0	0	0.00244444444444444	0.0266666666666667	0	0	0.000222222222222222	0.603555555555556	0	0	0.228	0	0.000666666666666667	0	0.000444444444444444	0.582	0.0295555555555556	0.000222222222222222	0	0.102	0.076	0.00133333333333333	0.0293333333333333	0.797111111111111	0.289111111111111	0	0.000222222222222222	0.00111111111111111	0	0.122444444444444	0.0186666666666667	0.0756666666666667	0.855777777777778	0.0184444444444444	0.0775555555555556	0.886444444444444	0	0.103777777777778	0.000111111111111111	0.854444444444444	0	0.0755555555555556	0.623555555555556	0.00333333333333333	0.327777777777778	0	0.0253333333333333	0.000222222222222222	0.208666666666667	0.00888888888888889	0.188	0.014	0.2	0	0	0.302888888888889	0.0524444444444444	0	0.00977777777777778	0.0126666666666667	0.609555555555556	0.0213333333333333	0.878888888888889	0.000222222222222222	0	0.0413333333333333	0.0631111111111111	0.0337777777777778	0	0.0291111111111111	0	0.194888888888889	0.0177777777777778	0.662888888888889	0.0362222222222222	0.0102222222222222	0.00977777777777778	0.006	0.282888888888889	0.0851111111111111	0.735777777777778	0.00955555555555555	0.00333333333333333	0.000222222222222222	0	0.00355555555555556	0.198	0	0.784666666666667	0.350888888888889	0.0986666666666667	0.103555555555556	0	0	0	0.000222222222222222	0.0864444444444444	0.062	0	0	0	0.000222222222222222	0	0.0104444444444444
"k__Bacteria|p__Bacillota|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera"	0.0777777777777778	0.118	0.0353333333333333	0.0162222222222222	0.00866666666666667	0.0393333333333333	0.0508888888888889	0.0264444444444444	0.0388888888888889	0.042	0.158888888888889	0.144666666666667	0.0777777777777778	0.000444444444444444	0	0.158222222222222	0.135333333333333	0.0917777777777778	0.376666666666667	0.150888888888889	0.0162222222222222	0.0211111111111111	0.002	0.245555555555556	0.106888888888889	0.154444444444444	0.0648888888888889	0.318222222222222	0.153555555555556	0.14	0.0104444444444444	0.00155555555555556	0.174222222222222	0.220222222222222	0.120888888888889	0.118666666666667	0.104666666666667	0.189333333333333	0.148	0.008	0.0964444444444444	0.110444444444444	0.00888888888888889	0.0686666666666667	0.143111111111111	0	0.0131111111111111	0.0524444444444444	0.182	0.0464444444444444	0.0853333333333333	0.0666666666666667	0.0355555555555556	0.353555555555556	0.104666666666667	0.0151111111111111	0.0544444444444444	0.0617777777777778	0.193333333333333	0.178666666666667	0.0653333333333333	0.0133333333333333	0.0433333333333333	0.0913333333333333	0.103555555555556	0.0495555555555556	0.368444444444444	0.0402222222222222	0.204666666666667	0.0184444444444444	0.0915555555555556	0.165555555555556	0.101333333333333	0.300444444444444	0.225333333333333	0.297333333333333	0.156888888888889	0.0791111111111111	0.0471111111111111	0.118	0.0626666666666667	0.328222222222222	0.102888888888889	0.159333333333333	0.254888888888889	0.0962222222222222	0.216888888888889	0.0273333333333333	0.240222222222222	0.226222222222222	0.0855555555555556	0.179333333333333	0.0671111111111111	0.0573333333333333	0.111555555555556	0.0131111111111111	0.0668888888888889	0.230222222222222	0.182444444444444	0.147111111111111	0.0651111111111111	0.0795555555555556	0.227777777777778	0.188444444444444	0.138	0.176666666666667	0.216666666666667	0.0206666666666667	0.00777777777777778	0.0617777777777778	0.220888888888889
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Segatella"	0.0824444444444444	0.139777777777778	0.00133333333333333	0.006	0.0206666666666667	0.00422222222222222	0.00777777777777778	0.00377777777777778	0.002	0.345777777777778	0.082	0.00844444444444444	0.000222222222222222	0.000444444444444444	0	0.004	0.0135555555555556	0.0782222222222222	0	0.138888888888889	0.246	0.0282222222222222	0.00333333333333333	0.0497777777777778	0.00266666666666667	0.00911111111111111	0.126222222222222	0.0713333333333333	0.179333333333333	0.0935555555555556	0.00555555555555556	0.141111111111111	0.00933333333333333	0.0246666666666667	0.146666666666667	0.00555555555555556	0.034	0.0526666666666667	0.0642222222222222	0.00155555555555556	0.160222222222222	0.12	0.00311111111111111	0.0104444444444444	0.092	0.000111111111111111	0.00244444444444444	0.00644444444444444	0.08	0.0806666666666667	0.338888888888889	0.0508888888888889	0	0.0173333333333333	0.0122222222222222	0.258888888888889	0.265555555555556	0.151333333333333	0.124444444444444	0.0197777777777778	0.0144444444444444	0.00288888888888889	0.158888888888889	0.177111111111111	0.0157777777777778	0.326	0.066	0.0442222222222222	0.115111111111111	0.00466666666666667	0.00555555555555556	0.012	0.0606666666666667	0.0675555555555555	0.0877777777777778	0.0106666666666667	0.0682222222222222	0.0535555555555556	0.0331111111111111	0.0317777777777778	0.006	0.0535555555555556	0.238222222222222	0.0871111111111111	0.194222222222222	0.042	0.0982222222222222	0.012	0.0586666666666667	0.0635555555555556	0.00244444444444444	0.008	0.519333333333333	0.0122222222222222	0	0.00222222222222222	0.0546666666666667	0.0497777777777778	0.0826666666666667	0.0137777777777778	0.111555555555556	0.0173333333333333	0.000888888888888889	0.0726666666666667	0.0755555555555556	0.0175555555555556	0.0106666666666667	0.048	0.561333333333333	0.0204444444444444	0.117777777777778
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola"	0.0648888888888889	0.0155555555555556	0.0691111111111111	0.0982222222222222	0.0362222222222222	0.110666666666667	0.0577777777777778	0.165555555555556	0.0855555555555556	0.0342222222222222	0.0402222222222222	0.0462222222222222	0	0.000444444444444444	0.00511111111111111	0.176888888888889	0.0802222222222222	0.0528888888888889	0	0.0233333333333333	0.212666666666667	0.152888888888889	0.197333333333333	0.0333333333333333	0.165111111111111	0.0313333333333333	0.0346666666666667	0.0611111111111111	0.0377777777777778	0.0293333333333333	0.0328888888888889	0.0166666666666667	0.0584444444444444	0.0286666666666667	0.0737777777777778	0.226	0.038	0.0275555555555556	0.035	0.028	0.0437777777777778	0.0164444444444444	0.0104444444444444	0.230888888888889	0.0162222222222222	0.000222222222222222	0.0124444444444444	0.123777777777778	0.0135555555555556	0.00755555555555556	0.0313333333333333	0.0557777777777778	0.203555555555556	0.00422222222222222	0.0675555555555555	0.0215555555555556	0.0131111111111111	0.0228888888888889	0.0655555555555556	0.0124444444444444	0.312222222222222	0.0404444444444444	0.0544444444444444	0.0646666666666667	0.0831111111111111	0.0331111111111111	0.0408888888888889	0.00866666666666667	0.0648888888888889	0.0133333333333333	0.172666666666667	0.0415555555555556	0.028	0.0113333333333333	0.0506666666666667	0.0266666666666667	0.0357777777777778	0.0168888888888889	0.0124444444444444	0.0597777777777778	0.00733333333333333	0.0251111111111111	0.0162222222222222	0.0608888888888889	0.00844444444444444	0.0237777777777778	0.0202222222222222	0.0233333333333333	0.0231111111111111	0.032	0.0673333333333333	0.0315555555555556	0.0322222222222222	0.014	0.17	0.0357777777777778	0.0202222222222222	0.0124444444444444	0.0162222222222222	0.0715555555555556	0.0286666666666667	0.106444444444444	0.0184444444444444	0.0151111111111111	0.0411111111111111	0.07	0.0195555555555556	0.0295555555555556	0.0608888888888889	0.00177777777777778	0.127111111111111
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Oribacterium"	0.0528888888888889	0.018	0.0453333333333333	0.0171111111111111	0.00955555555555555	0.0442222222222222	0.0217777777777778	0.0417777777777778	0.0473333333333333	0.00911111111111111	0.0251111111111111	0.0562222222222222	0	0.000444444444444444	0.00155555555555556	0.0637777777777778	0.0382222222222222	0.0653333333333333	0	0.0631111111111111	0.0195555555555556	0.00822222222222222	0.00311111111111111	0.115111111111111	0.107111111111111	0.0553333333333333	0.0202222222222222	0.0535555555555556	0.0922222222222222	0.0933333333333333	0.00911111111111111	0.0384444444444444	0.0324444444444444	0.064	0.0491111111111111	0.0644444444444444	0.0944444444444444	0.148222222222222	0.0892222222222222	0.012	0.11	0.0855555555555556	0.0164444444444444	0.078	0.1	0.000111111111111111	0.012	0.0633333333333333	0.0735555555555556	0.0473333333333333	0.0268888888888889	0.0286666666666667	0.0313333333333333	0.0924444444444444	0.0491111111111111	0.008	0.0446666666666667	0.0246666666666667	0.0808888888888889	0.0264444444444444	0.0502222222222222	0.0148888888888889	0.0224444444444444	0.064	0.0573333333333333	0.0104444444444444	0.0566666666666667	0.0146666666666667	0.0762222222222222	0.0151111111111111	0.100444444444444	0.0668888888888889	0.0824444444444444	0.042	0.124444444444444	0.0684444444444444	0.186444444444444	0.0222222222222222	0.0257777777777778	0.0837777777777778	0.0293333333333333	0.07	0.0135555555555556	0.0691111111111111	0.0122222222222222	0.0275555555555556	0.0622222222222222	0.0204444444444444	0.101777777777778	0.0697777777777778	0.0724444444444445	0.0717777777777778	0.0106666666666667	0.0204444444444444	0.0724444444444445	0.0182222222222222	0.0284444444444444	0.0242222222222222	0.0735555555555556	0.100888888888889	0.0153333333333333	0.0515555555555556	0.0344444444444444	0.0682222222222222	0.0786666666666667	0.0735555555555556	0.132666666666667	0.0155555555555556	0.00244444444444444	0.0244444444444444	0.0357777777777778
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Shigella"	0.000444444444444444	0.124444444444444	0.0433333333333333	0.0664444444444444	0.0557777777777778	0.0353333333333333	0	0.0133333333333333	0.0228888888888889	0	0.0304444444444444	0.000222222222222222	0.298222222222222	0.0615555555555556	0.0448888888888889	0.000888888888888889	0	0.0131111111111111	0.122666666666667	0.0291111111111111	0.000222222222222222	0.000444444444444444	0.00177777777777778	0	0.00666666666666667	0	0	0.0166666666666667	0.00733333333333333	0.101777777777778	0	0	0	0	0.0142222222222222	0.000666666666666667	0.0471111111111111	0.00266666666666667	0.099	0	0.000222222222222222	0.024	0	0.000666666666666667	0.0424444444444444	0.436111111111111	0	0.00711111111111111	0.00844444444444444	0.00444444444444444	0.000666666666666667	0	0.000222222222222222	0.016	0	0.00444444444444444	0.000666666666666667	0.000222222222222222	0.0135555555555556	0.002	0.00111111111111111	0.00822222222222222	0	0.000444444444444444	0.0284444444444444	0.00111111111111111	0.000666666666666667	0	0	0	0.00555555555555556	0	0.167555555555556	0.000888888888888889	0	0.000222222222222222	0.0275555555555556	0.321555555555556	0.276666666666667	0	0	0.0137777777777778	0.000666666666666667	0	0	0.000666666666666667	0.000222222222222222	0	0.00422222222222222	0	0.00666666666666667	0	0.00244444444444444	0.357111111111111	0	0	0	0.0513333333333333	0.0111111111111111	0	0.304666666666667	0	0	0.0477777777777778	0.038	0	0	0.334888888888889	0.0753333333333333	0.482666666666667	0.012
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia"	0.000888888888888889	0.0793333333333333	0.0417777777777778	0.0417777777777778	0.0306666666666667	0.00111111111111111	0	0	0.000222222222222222	0	0.0155555555555556	0	0.388	0.0386666666666667	0.0251111111111111	0	0	0.00555555555555556	0.166444444444444	0.0548888888888889	0	0.000222222222222222	0.00222222222222222	0.000222222222222222	0	0	0	0.008	0.00688888888888889	0.064	0.000222222222222222	0	0	0	0.0271111111111111	0	0.0231111111111111	0.00133333333333333	0.0473333333333333	0	0.000222222222222222	0.0166666666666667	0	0	0.0228888888888889	0.234111111111111	0	0.0204444444444444	0.00488888888888889	0.00266666666666667	0.00177777777777778	0	0.000222222222222222	0.00888888888888889	0	0.00177777777777778	0.000888888888888889	0	0.0195555555555556	0.00155555555555556	0.00355555555555556	0.004	0	0	0.00133333333333333	0.00155555555555556	0	0	0	0	0.0155555555555556	0	0.0982222222222222	0.00111111111111111	0	0	0.0133333333333333	0.181111111111111	0.0108888888888889	0	0	0.00733333333333333	0.00333333333333333	0	0.000222222222222222	0.000222222222222222	0	0	0.00244444444444444	0	0.00533333333333333	0	0.00977777777777778	0.0233333333333333	0	0	0.000222222222222222	0.0388888888888889	0.00866666666666667	0	0.180222222222222	0	0.000222222222222222	0.0297777777777778	0.0155555555555556	0	0	0.213333333333333	0.04	0.266222222222222	0.0113333333333333
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides"	0.00311111111111111	0.00266666666666667	0.00311111111111111	0.0124444444444444	0.0122222222222222	0.00377777777777778	0.038	0.0264444444444444	0.0148888888888889	0.024	0.00177777777777778	0.0262222222222222	0	0.000222222222222222	0	0.00933333333333333	0.038	0.018	0	0.0148888888888889	0.0106666666666667	0.0971111111111111	0.00977777777777778	0.01	0.0144444444444444	0.0148888888888889	0.00155555555555556	0.0253333333333333	0.0108888888888889	0.0131111111111111	0.002	0.000222222222222222	0.0284444444444444	0.0142222222222222	0.0237777777777778	0.0135555555555556	0.0213333333333333	0.0128888888888889	0.0255555555555556	0.00244444444444444	0.016	0.0113333333333333	0.00311111111111111	0.0213333333333333	0.0146666666666667	0	0.00177777777777778	0.00888888888888889	0.01	0.00711111111111111	0.0124444444444444	0.0157777777777778	0.00711111111111111	0.00333333333333333	0.0726666666666667	0.0493333333333333	0.00533333333333333	0.00911111111111111	0.03	0.0328888888888889	0.0195555555555556	0.00644444444444444	0.0342222222222222	0.0184444444444444	0.101555555555556	0.0122222222222222	0.0257777777777778	0.00488888888888889	0.0591111111111111	0.00555555555555556	0.0168888888888889	0.0435555555555556	0.0228888888888889	0.00666666666666667	0.04	0.0242222222222222	0.0342222222222222	0.0102222222222222	0.0108888888888889	0.0295555555555556	0.00644444444444444	0.0328888888888889	0.00266666666666667	0.0548888888888889	0.00311111111111111	0.022	0.00777777777777778	0.006	0.0424444444444444	0.0904444444444444	0.00533333333333333	0.0162222222222222	0.0113333333333333	0.00644444444444444	0.0211111111111111	0.00688888888888889	0.0135555555555556	0.004	0.00977777777777778	0.046	0.0211111111111111	0.122888888888889	0.00355555555555556	0.00955555555555555	0.026	0.004	0.0163333333333333	0.0226666666666667	0.00488888888888889	0.00222222222222222	0.00444444444444444
