"ID"	"buddy_11"	"joans_11"	"padme_11"	"ginger_14"	"buddy_16"	"buddy_17"	"ivy_17"	"padme_17"	"buddy_18"	"ginger_18"	"ivy_18"	"franc_19"	"ivy_19"	"ginger_2"	"ginger_20"	"buddy_21"	"joans_21"	"franc_22"	"grogu_22"	"henry_22"	"joans_22"	"marshmallow_22"	"franc_24"	"ginger_24"	"henry_24"	"ivy_24"	"marshmallow_24"	"henry_25"	"ginger_29"	"henry_29"	"joans_29"	"ginger_36"	"grogu_36"	"henry_36"	"franc_37"	"grogu_37"	"grogu_41"	"joans_41"	"marshmallow_41"	"ginger_42"	"grogu_42"	"henry_42"	"ivy_42"	"buddy_44"	"franc_44"	"ginger_44"	"ivy_44"	"joans_44"	"marshmallow_44"	"buddy_45"	"franc_45"	"grogu_45"	"henry_45"	"ivy_45"	"joans_45"	"marshmallow_45"	"buddy_46"	"charles_46"	"ivy_46"	"joans_46"	"marshmallow_46"	"franc_47"	"ginger_47"	"ivy_47"	"marshmallow_47"	"buddy_48"	"charles_48"	"franc_48"	"grogu_48"	"ivy_48"	"joans_48"	"marshmallow_48"	"charles_49"	"franc_49"	"ginger_49"	"henry_49"	"ivy_49"	"joans_49"	"marshmallow_49"	"padme_5"	"buddy_50"	"charles_50"	"franc_50"	"ginger_50"	"grogu_50"	"ivy_50"	"joans_50"	"charles_51"	"franc_51"	"joans_51"	"buddy_52"	"charles_52"	"ginger_52"	"grogu_52"	"marshmallow_52"	"franc_53"	"marshmallow_53"	"charles_55"	"ginger_55"	"ivy_55"	"buddy_56"	"franc_56"	"grogu_56"	"joans_56"	"buddy_57"	"joans_57"	"ginger_58"	"henry_59"	"padme_6"	"joans_60"	"marshmallow_60"	"joans_62"	"henry_66"	"ivy_67"	"franc_68"	"ginger_7"	"padme_7"	"grogu_70"	"charles_9"	"franc_9"	"grogu_9"	"henry_9"	"ivy_9"
"njc11"	0	0	0.02	0	0	0	0.04	0	0	0	0	0	0	0.04	0	0	0	0	0	0.02	0	0	0	0	0.09	0	0	0.09	0	0.02	0	0.02	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0.02	0	0	0	0	0	0	0.02	0	0	0	0	0.02	0	0	0.07	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0.02	0.02	0	0.11	0	0.12	0.07	0.02	0.04	0.13	0	0.09	0.02
"njc12"	0	0	0.04	0.2	0	0.04	0	1.29	0	0	0.04	0.04	0.13	0	0	0	0.07	0.2	0.04	0.07	0.04	0	0.07	0.02	0.04	0.49	0.18	0	0.02	0.02	0	0.04	0	0.18	0.07	0.04	0	0.22	0	0	0	0.07	0	0.02	0.09	0	0.27	0.07	0.07	0	0.2	0.11	0.02	0.16	0	0	0.09	0.09	0.02	0.04	0	0.07	0.04	0	0.02	0.02	0	0.2	0	0.07	0.09	0.16	0	0.22	0.09	0.02	0.02	0.02	0.02	0.02	0.09	0.04	0.04	0	0.02	0.11	0.02	0.13	0.07	0	0.04	0.07	0.04	0	0.02	0.02	0	0.04	0.21	0.09	0.07	0.27	0	0	0.02	0	0.09	0.02	0.02	0.04	0.11	0.02	0.07	0.18	0.13	0.03	0.02	0.02	0.04	0.07	0.02	0.01	0.2
"njc13"	29.37	30.31	43.09	59.79	4.26	19.55	21.3	5.86	26.21	28.77	24.34	27.39	21.95	24.7	16.62	21.06	41.41	21.04	1.91	18.2	34.89	23.45	24.71	20.89	28.47	20.57	3.71	33.76	34.82	34.04	25.19	29.61	1.27	21.72	22.76	0.8	1.51	16.38	5.23	25.57	4.47	33.19	24.49	12.96	12	38.09	23.6	16.06	16.21	21.76	19.79	34.76	33.56	15.57	14.62	3.56	12.58	17.81	37.82	18.73	14.12	22.02	45	33	15.98	10.34	31.31	17.83	1.58	23.95	12.59	20.78	33.5	14.72	41.71	33.86	41.93	15.77	18.92	20.25	9.95	23.73	34.39	39.37	6.65	35.87	16.22	17.14	24.32	10.56	24.14	11.25	30.76	3.64	18.33	27.82	1.98	6.6	38.55	10.99	17.86	21.63	3.56	34.43	15.18	13.53	29.84	26.41	21.73	29.66	27.53	31.3	16.27	33.07	28.72	30.91	27.56	9.04	43.49	30.71	16.23	26.29	20.97
"njc14"	0.02	0	0.51	0	0	0	0	0.71	0.02	0	0	0	0	0	0	0.02	0.07	0	0	0	0.02	0	0	0	0	0.01	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0.65	0	0.01	0	0	0.02	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0.02	0	0	0	0	0	16.08	0	0	0	0	0.04	0	0.04	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0.2	0	0.11	0	0	0	0
"njc15"	0.07	0	0.31	0.04	0	0	0	0.07	0	0.02	0.13	0.04	0.38	0	0	0.04	0.22	0.02	0.02	0.02	0.02	0.02	0.16	0	0	0.12	0.02	0.11	0	0.09	0	0	0	0.07	0.02	0	0.02	0.09	0	0	0	0	0.29	0.09	0.09	0	0	0	0.04	0	0	0.04	0	0.2	0	0.07	0	0.02	0.24	0	0	0.02	0	0.24	0.02	0.22	0.73	0	0	0.02	0.11	0	0.31	0.02	0	0.07	0.18	0	0	0.16	0.13	0.09	0	0	0.02	0	0	0.38	0	0	0.02	0.22	0	0.02	0	0	0	0.07	0	0.47	0.02	0.22	0.07	0	0.07	0	0	0	0.67	0	0	0	0	0.36	0.02	0	0.18	0	1.25	0	0.22	0.08	0.04
"njc16"	0.07	0	0.04	0.04	0	0	0	0.02	0	0.02	0	0	0	0	0	0.02	0.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0.13	0	0	0	0	0	0	0	0.09	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0.02	0	0	0	0	0	0	0	0.07	0	0.93	0	0	0.03	0
"njc17"	10.78	4.5	5.94	0.8	0.09	2.82	5.2	6.71	3.76	0.36	5.86	4.4	2.23	31.35	0.58	0.02	0.04	1.67	0.18	5.85	4.65	0.29	3.78	1.13	5.44	1.41	0.2	12.67	1	6.07	0.16	6.53	0.18	1.93	1.18	0.22	0.11	5.03	1.94	12.54	0.78	4.6	8.02	1.22	11.03	1.87	1.59	0.42	1.67	0.42	3.65	0.96	0.87	16.93	0.33	0.27	2.11	0.51	0.29	0.36	0.4	2.29	4.38	1.56	11.05	0.27	3.32	4.76	0.38	2	0.91	9.01	0.94	3.18	0.53	2.18	2.47	1.09	3	28.1	5.03	0.62	2.56	0.84	0.49	2.16	0.76	0.71	4.67	1.07	1.58	0.8	1	0.33	7.07	7.64	0.18	0.91	1.81	0.87	7.45	1.53	0.36	0.38	0.76	4.47	0.82	0.58	27.39	2.73	6.92	0.47	4.87	9.35	4.93	33.61	31.61	7.42	22.89	40.33	1.42	18.08	10.61
"njc18"	0.02	0	0.02	0	0	0	0.04	1.32	0	0	0	0	0	0.04	0	0	0	0	0	0.02	0	0	0	0	0.09	0	0	0.09	0	0.02	0	0.02	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0.02	0	0	0	0	0	0	0.02	0	0	0	0	0.02	0	0	0.09	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0.04	0.02	0	0.11	0	0.13	0.07	0.04	0.04	0.18	0	0.09	0.02
"njc19"	0	0	0.02	0.04	0	0.02	0	0	0	0	0.02	0	0.09	0	0	0	0.02	0.07	0	0.04	0.02	0	0.02	0	0.04	0.23	0.04	0	0.02	0.02	0	0	0	0.09	0.02	0	0	0.08	0	0	0	0.04	0	0.02	0.04	0	0.09	0.02	0.02	0	0.09	0.07	0.02	0.04	0	0	0.04	0.02	0.02	0.02	0	0.04	0.02	0	0	0.02	0	0.04	0	0	0.04	0.04	0	0.04	0.04	0.02	0	0.02	0	0	0.04	0	0.04	0	0	0.07	0	0.02	0.02	0	0	0	0.04	0	0.02	0.02	0	0.02	0.12	0.02	0.02	0.09	0	0	0.02	0	0.02	0	0	0.02	0	0	0.04	0.11	0.02	0.01	0.02	0	0.02	0.02	0	0	0.04
"njc20"	0.07	0	0.38	0	0	0.16	0.04	0.09	0	0	0.09	0.24	0.02	0	0	0	0	0.04	0	0	0	0	0.4	0	0	0.03	0	0	0	0	0	0	0	0	0.27	0	0	0	0	0	0	0	4	0.02	0.36	0	0	0.02	0	0	0.02	0	0	0.11	0	0	0	0	0	0	0	0.13	0	0.04	0	0	0.4	0.09	0	0.53	0	0	0.11	0.04	0	0	0.33	0	0	0.44	0	0.07	0	0	0	0	0	0.04	0.09	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0	0	0	0	0.02	0.02	0	1	0.07	0.24	0	0.09	0	0
"njc21"	0.42	0.16	1.45	0.47	2.28	2.22	0.22	0.11	0	0.62	2.67	0.49	1.34	0.13	1.29	0.56	0	0.2	0.04	1.82	0.58	0.87	1	0.4	2.18	1.09	0.2	1.96	1.6	1.49	0.33	1.58	0.24	1.16	0.98	0.16	0.09	0.06	2.65	1.69	0.31	2.07	5	0.93	0.52	1.91	0.32	0.4	0.42	0.49	0.74	2.51	1.29	0.33	0.4	0.18	1.36	0.58	0.11	0.42	0.33	0.67	0.71	0.4	0.87	0.24	1.62	1.29	0.22	0.96	0.78	0.51	0.33	0.89	0.42	1.47	0.49	0.42	0.24	1.29	0.4	0.29	0.38	0.87	0.18	0.38	0.8	0.49	0.98	0.69	0.73	1.22	1.29	0.4	1.83	1.44	0.11	1.02	1	0.96	0.16	0.93	0.49	0.29	0.62	0.22	0.82	0.27	2.14	0.29	0.49	0.04	3.42	0.58	0.56	0.4	3.33	0.16	0.82	0.09	0.27	0.34	3.07
"njc22"	0	0	0	0	0	0	0	1.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"njc23"	0	0	0.07	0	0	0	0.02	0	0	0	0.02	0	0.02	0	0.04	0	0.02	0.07	0	0	0	0	0	0	0	0.1	0.02	0	0	0	0	0	0	0.07	0.02	0	0	0.07	0	0	0	0.02	0	0	0.04	0	0.02	0	0	0.02	0.07	0.02	0	0	0	0	0.02	0.02	0.02	0	0	0	0.02	0.02	0	0.04	0.24	0.04	0	0	0.02	0.02	0.02	0.02	0	0	0	0	0	0	0	0.02	0	0.02	0	0	0	0.02	0	0	0	0.02	0	0	0	0	0	0	0.02	0	0.02	0.07	0	0	0	0	0.02	0	0.02	0	0.02	0	0	0	0.02	0.01	0	0	0.02	0	0	0	0.02
"njc24"	0.07	0	0.89	0.04	0	0	0	0.02	0	0.02	0	0	0	0	0	0.02	0.22	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0.04	0	0	0.65	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0.22	0.13	0	0	0	0.09	0	0.04	0	0	0	0	0	0	0.18	0	0	0	0	0	0	0	0.09	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0.04	0	0	0	0	0	0	0	0.27	0	1.47	0	0	0.03	0
"njc25"	0	0	0.02	0	0	0	0.04	0	0	0	0	0	0	0.04	0	0	0	0	0	0.02	0	0	0	0	0.09	0	0	0.09	0	0.02	0	0.02	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0.02	0	0	0	0	0	0	0.02	0	0	0	0	0.02	0	0	0.07	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0.02	0.02	0	0.11	0	0.12	0.07	0.02	0.04	0.13	0	0.09	0.02
"njc26"	0.07	0.02	0.4	0	0.02	0.18	0.04	0.09	0	0	0.22	0.24	0.09	0	0	0	0	0.04	0	0	0	0	0.49	0	0	0.09	0.02	0	0	0.02	0.02	0	0	0	0.27	0	0	0	0	0.02	0	0	4.07	0.04	0.38	0	0	0.04	0	0	0.02	0	0	0.13	0	0	0.02	0	0	0.02	0	0.16	0	0.09	0.02	0	0.76	0.11	0	0.6	0	0	0.16	0.04	0	0	0.36	0.02	0	0.49	0	0.07	0	0	0	0	0.04	0.04	0.09	0.02	0.04	0.2	0	0	0	0.02	0	0.04	0	0.04	0	0.04	0	0.04	0	0	0	0.02	0.62	0.02	0	0	0.09	0.07	0.02	0	1.18	0.07	0.24	0	0.09	0.01	0.13
"njc27"	0.82	0.76	21.67	3.4	0.04	13.72	0.2	0.09	0.04	0.71	8.25	0.69	5.2	0.64	1.54	19.37	1.27	0.76	0.09	1.24	2.09	0.11	0.93	0.51	1.24	8.18	0.27	0.84	0.2	0.58	1.22	0.93	0	2.56	0.91	0.07	0.02	2.56	0	0.73	0.09	1.69	2.65	1.76	11.03	0.49	0.63	0.18	0.36	0.04	0.58	0.47	0.38	0.51	0.04	0.11	0.56	0.31	1.02	0.16	0.18	0.76	0.6	4.56	0.16	1.07	2.18	0.78	0.02	0.53	2.11	0.44	0.69	0.71	0.47	0.64	0.82	0.2	0.16	0.4	0.98	0.47	0.24	0.31	0.09	0.49	0.07	1.11	0.53	0.09	0.49	0.89	0.31	0.04	0.11	0.24	0	0.89	0.57	0.85	0.4	0.82	0.07	0.04	0.98	0.07	0.62	1.29	1.25	0.13	0.27	0.47	3.31	4.01	0.64	0.2	2.24	0.02	3.43	0.13	2.38	12.55	0.44
"njc28"	0	0	0.13	0	0	0	0.04	65.36	0	0	0	0	0	0.04	0	0	0	0	0	0.02	0	0	0	0	0.09	0	0	0.09	0	0.02	0	0.02	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0.04	0	0	0	0	0	0	0.02	0	0	0	0	0.02	0	0	0.07	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0.11	0	0.02	0.02	0	0.11	0	0.12	0.07	0.02	0.04	0.13	0	0.09	0.02
"njc29"	22.63	27.5	38.67	59.64	4.42	17.39	13.96	1.47	24.21	28.93	16.02	21.74	18.27	4.78	16.71	20.66	41.05	20.1	1.73	14.27	31.09	23.37	21.37	20.76	23.53	18.92	3.49	23.41	34.67	30.67	24.92	27.27	1.24	20.9	23.36	0.71	1.47	11.66	5.41	14.59	4.18	33.32	18.58	12.99	12.6	38.11	22.48	15.95	15.74	21.67	17.65	36.05	33.23	15.24	14.58	3.6	12.72	17.72	38.07	18.6	13.87	21.67	41.33	33.22	9.29	10	27.99	17.34	1.58	23.53	11.15	15.86	16.62	14.17	41.49	33.26	39.91	15.35	17.54	4.8	9.99	22.88	34.23	39.22	6.6	35.53	16.13	16.07	25.1	10.41	24.36	9.3	30.51	3.58	15.16	27.73	2.02	13.56	38.48	10.04	15.37	20.94	3.6	34.21	15.27	12.89	29.29	25.76	5.95	28.21	8.24	30.57	18.8	28.93	26.18	12.32	8.51	5.69	27.52	9.11	14.54	16.5	13.94
"njc30"	0.02	0.04	0.02	0.11	0	0.02	0	0	0	0	0.11	0	0.22	0	0.04	0.02	0.02	0.11	0	0.04	0.09	0.07	0.07	0.04	0.13	0.32	0.11	0.07	0.02	0.04	0.02	0.07	0	0.16	0.16	0.02	0.02	0.18	0	0.07	0.07	0.07	0.09	0.04	0.07	0	0.2	0.07	0.09	0	0.11	0.07	0.02	0.09	0.02	0.07	0.09	0.04	0.09	0.09	0.11	0.04	0.02	0	0.09	0.04	0.04	0.09	0.02	0.22	0.29	0.11	0	0.2	0.09	0.07	0.02	0.02	0.16	0.02	0.07	0.04	0.13	0.02	0.04	0.24	0	0.07	0.13	0.02	0.04	0.04	0.04	0.04	0.07	0.04	0	0.02	0.16	0.2	0.07	0.22	0	0	0.02	0	0.11	0.02	0.07	0.04	0.02	0	0.07	0.16	0.13	0.02	0.04	0	0.04	0.07	0.02	0	0.13
"njc31"	0.13	0	0.58	0.04	0	0.16	0.09	0.16	0	0.02	0.22	0.29	0.4	0.04	0	0.04	0.22	0.07	0.02	0.04	0.02	0.02	0.56	0	0.09	0.16	0.02	0.2	0	0.11	0	0.02	0	0.07	0.29	0	0.02	0.09	0	0.07	0	0	4.29	0.11	0.45	0	0	0.02	0.04	0	0.02	0.04	0	0.31	0	0.07	0	0.02	0.24	0	0	0.16	0.02	0.29	0.04	0.22	0.85	0.09	0	0.56	0.11	0.02	0.22	0.07	0	0.07	0.53	0	0	0.64	0.16	0.13	0	0	0.02	0	0	0.42	0.09	0	0.02	0.27	0	0.02	0.02	0	0	0.07	0	0.47	0.02	0.22	0.07	0	0.07	0	0	0	1.31	0	0.02	0.02	0	0.49	0.04	0.12	1.18	0.09	1.42	0.13	0.31	0.17	0.07
"njc32"	0.07	0	0.04	0.04	0	0	0	0.02	0	0.02	0	0	0	0	0	0.02	0.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0.13	0	0	0	0	0	0	0	0.09	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0.02	0	0	0	0	0	0	0	0.07	0	0.93	0	0	0.03	0
"njc33"	0.13	0	0.58	0.04	0	0.16	0.09	0.16	0	0.02	0.22	0.29	0.4	0.04	0	0.04	0.22	0.07	0.02	0.04	0.02	0.02	0.56	0	0.09	0.16	0.02	0.2	0	0.11	0	0.02	0	0.07	0.29	0	0.02	0.09	0	0.07	0	0	4.29	0.11	0.45	0	0	0.02	0.04	0	0.02	0.04	0	0.31	0	0.07	0	0.02	0.24	0	0	0.16	0.02	0.29	0.04	0.22	0.85	0.09	0	0.56	0.11	0.02	0.22	0.07	0	0.07	0.53	0	0	0.64	0.16	0.13	0	0	0.02	0	0	0.42	0.09	0	0.02	0.27	0	0.02	0.02	0	0	0.07	0	0.47	0.02	0.22	0.07	0	0.07	0	0	0	1.31	0	0.02	0.02	0	0.49	0.04	0.12	1.18	0.09	1.42	0.13	0.31	0.17	0.07
"njc34"	0.07	0	0.11	0.04	0	0	0.02	0.02	0	0.02	0.02	0	0.02	0	0.04	0.02	0.24	0.07	0	0	0	0	0	0	0	0.1	0.02	0	0	0	0	0	0	0.07	0.02	0	0	0.16	0	0	0	0.02	0	0	0.04	0	0.02	0	0	0.02	0.07	0.02	0	0	0	0	0.02	0.02	0.02	0	0	0	0.02	0.02	0	0.27	0.24	0.04	0	0	0.11	0.02	0.02	0.02	0	0	0	0	0	0.13	0	0.02	0	0.02	0	0	0	0.11	0	0	0	0.04	0	0	0	0	0	0	0.02	0	0.02	0.07	0	0	0.07	0	0.02	0	0.04	0	0.02	0	0	0	0.02	0.01	0.07	0	0.96	0	0	0.03	0.02
