task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
2	67/c165ac	1675742	minimap_pipeline:run_common:getParams	COMPLETED	0	2025-03-18 13:45:18.453	393ms	7ms	80.9%	0	0	77.5 KB	3.4 KB
4	9f/bac13d	1674999	minimap_pipeline:run_common:getVersions	COMPLETED	0	2025-03-18 13:45:15.499	3.6s	2.7s	189.7%	66.1 MB	4.1 GB	12.3 MB	3.1 KB
21	d4/d15ad5	1676003	fastcat (17)	COMPLETED	0	2025-03-18 13:45:18.541	593ms	320ms	178.5%	85.9 MB	510.9 MB	30.4 MB	21.1 MB
22	78/daa8e4	1675833	fastcat (18)	COMPLETED	0	2025-03-18 13:45:18.471	659ms	348ms	201.1%	73.6 MB	510.9 MB	35.9 MB	25.2 MB
17	78/1bf8be	1675852	fastcat (13)	COMPLETED	0	2025-03-18 13:45:18.485	659ms	350ms	202.6%	83.2 MB	511.8 MB	37 MB	25.9 MB
16	49/297b35	1675911	fastcat (12)	COMPLETED	0	2025-03-18 13:45:18.513	629ms	309ms	169.2%	71.1 MB	382 MB	26.5 MB	18.5 MB
26	0b/b58feb	1676094	fastcat (22)	COMPLETED	0	2025-03-18 13:45:18.564	610ms	316ms	166.9%	68.1 MB	510.9 MB	26.1 MB	18.3 MB
10	ac/cb4fac	1676050	fastcat (6)	COMPLETED	0	2025-03-18 13:45:18.552	630ms	330ms	195.3%	74.2 MB	574.9 MB	33.2 MB	23.3 MB
15	6a/b94055	1675968	fastcat (11)	COMPLETED	0	2025-03-18 13:45:18.530	689ms	382ms	242.0%	87 MB	511.8 MB	47 MB	33.1 MB
20	37/200d1a	1677705	fastcat (16)	COMPLETED	0	2025-03-18 13:45:19.159	585ms	290ms	219.4%	69.5 MB	382 MB	32.3 MB	22.7 MB
7	fa/dfe945	1677766	fastcat (3)	COMPLETED	0	2025-03-18 13:45:19.183	579ms	278ms	189.5%	85.7 MB	511.8 MB	29.2 MB	20.2 MB
25	74/3b5e39	1677683	fastcat (21)	COMPLETED	0	2025-03-18 13:45:19.149	616ms	330ms	149.8%	76.8 MB	382 MB	25 MB	17.5 MB
28	c0/18269d	1677843	fastcat (24)	COMPLETED	0	2025-03-18 13:45:19.205	615ms	331ms	174.5%	80.9 MB	382 MB	29.1 MB	20.4 MB
