"ID"	"ivy_17"	"korra_20"	"ophelia_20"	"kubo_21"	"franc_22"	"grogu_22"	"hamlet_23"	"franc_24"	"hera_24"	"ivy_24"	"kubo_24"	"ophelia_24"	"henry_25"	"kubo_25"	"ginger_44"	"iris_44"	"henry_45"	"korra_45"	"hamlet_46"	"joans_46"	"ginger_47"	"marshmallow_47"	"charles_48"	"grogu_48"	"henry_48"	"hera_48"	"kubo_48"	"kubo_49"	"franc_50"	"kubo_52"	"kubo_53"	"marshmallow_53"	"ginger_55"	"ophelia_55"	"buddy_56"
"p__Bacillota"	2046	2218	1799	2893	2716	614	2861	2441	2613	2616	2720	2621	1610	1299	3267	2533	3484	1687	2119	2234	3332	1354	2468	329	3227	2728	2477	2811	2902	1645	2984	422	3213	2083	1326
"p__Pseudomonadota"	566	1093	1485	472	196	3207	134	337	79	134	691	96	1290	2063	65	118	70	533	257	743	409	2331	566	3542	60	157	147	165	193	1301	134	3493	115	1202	2432
"p__Bacteroidota"	1357	675	698	605	1064	178	800	1196	1210	767	574	1211	978	627	614	1193	436	1740	1560	1018	244	304	907	129	508	1099	1258	983	892	1044	721	83	596	626	220
"p__Fusobacteriota"	4	0	0	3	11	0	202	18	8	416	0	1	28	7	0	114	0	0	4	0	0	0	42	0	7	2	112	17	0	2	57	0	0	25	9
"p__Actinomycetota"	20	7	5	23	9	1	1	6	89	60	13	47	91	3	54	22	9	37	58	3	11	10	8	0	196	12	6	19	4	8	94	2	74	61	9
"p__Mycoplasmatota"	1	0	11	0	0	0	0	1	0	4	0	21	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	5	8	0	9	0	0	1	0
"p__Campylobacterota"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
