"ID"	"Hera_1"	"Wolverine_1"	"Ginger_2"	"JarJarBinks_3"	"Goose_4"	"Padme_5"	"Korra_6"	"Padme_6"	"Ginger_7"	"Hera_7"	"Iris_7"	"Padme_7"	"Charles_9"	"Franc_9"	"Grogu_9"	"Henry_9"	"Ivy_9"	"Korra_9"	"Buddy_11"	"Hamlet_11"	"Hera_11"	"JarJarBinks_11"	"Joans_11"	"Padme_11"	"Ginger_14"	"Hera_14"	"Iris_14"	"JarJarBinks_14"	"Kubo_14"	"Wolverine_14"	"JarJarBinks_15"	"Kubo_15"	"Buddy_17"	"Iris_17"	"Ivy_17"	"Kubo_17"	"Lambchop_17"	"Padme_17"	"Wolverine_17"	"Buddy_18"	"Ginger_18"	"Hamlet_18"	"Hera_18"	"Iris_18"	"Ivy_18"	"JarJarBinks_18"	"Kubo_18"	"Lambchop_18"	"Wolverine_18"	"Franc_19"	"Ivy_19"	"Ophelia_19"	"Wolverine_19"	"Ginger_20"	"Goose_20"	"Hamlet_20"	"Hera_20"	"Iris_20"	"Korra_20"	"Ophelia_20"	"Buddy_21"	"Hamlet_21"	"JarJarBinks_21"	"Joans_21"	"Korra_21"	"Kubo_21"	"Franc_22"	"Goose_22"	"Grogu_22"	"Hamlet_22"	"Henry_22"	"Hera_22"	"Iris_22"	"Joans_22"	"Kubo_22"	"Marshmallow_22"	"Hamlet_23"	"Iris_23"	"Korra_23"	"Franc_24"	"Ginger_24"	"Henry_24"	"Hera_24"	"Ivy_24"	"Kubo_24"	"Marshmallow_24"	"Ophelia_24"	"Wolverine_24"	"Henry_25"	"Kubo_25"	"Ginger_29"	"Henry_29"	"JarJarBinks_29"	"Joans_29"	"Korra_29"	"Kubo_30"	"Hamlet_31"	"JarJarBinks_32"	"Ginger_36"	"Grogu_36"	"Henry_36"	"Franc_37"	"Goose_37"	"Grogu_37"	"Hera_37"	"Kubo_37"	"Lambchop_37"	"Ophelia_37"	"Wolverine_37"	"Grogu_41"	"Hamlet_41"	"Hera_41"	"Joans_41"	"Ginger_42"	"Goose_42"	"Grogu_42"	"Henry_42"	"Ivy_42"	"Lambchop_42"	"Ophelia_43"	"Buddy_44"	"Franc_44"	"Ginger_44"	"Goose_44"	"Iris_44"	"Ivy_44"	"Joans_44"	"Lambchop_44"	"Marshmallow_44"	"Buddy_45"	"Franc_45"	"Grogu_45"	"Hamlet_45"	"Henry_45"	"Hera_45"	"Ivy_45"	"JarJarBinks_45"	"Joans_45"	"Korra_45"	"Marshmallow_45"	"Ophelia_45"	"Buddy_46"	"Charles_46"	"Goose_46"	"Hamlet_46"	"Iris_46"	"Ivy_46"	"Joans_46"	"Lambchop_46"	"Marshmallow_46"	"Franc_47"	"Ginger_47"	"Ivy_47"	"Marshmallow_47"	"Buddy_48"	"Charles_48"	"Franc_48"	"Grogu_48"	"Hamlet_48"	"Hera_48"	"Iris_48"	"Ivy_48"	"JarJarBinks_48"	"Joans_48"	"Korra_48"	"Kubo_48"	"Lambchop_48"	"Marshmallow_48"	"Ophelia_48"	"Wolverine_48"	"Charles_49"	"Franc_49"	"Ginger_49"	"Henry_49"	"Iris_49"	"Ivy_49"	"JarJarBinks_49"	"Joans_49"	"Kubo_49"	"Marshmallow_49"	"Ophelia_49"	"Wolverine_49"	"Buddy_50"	"Charles_50"	"Franc_50"	"Ginger_50"	"Grogu_50"	"Ivy_50"	"JarJarBinks_50"	"Joans_50"	"Korra_50"	"Kubo_50"	"Lambchop_50"	"Ophelia_50"	"Wolverine_50"	"Charles_51"	"Franc_51"	"Joans_51"	"Lambchop_51"	"Buddy_52"	"Charles_52"	"Ginger_52"	"Goose_52"	"Grogu_52"	"JarJarBinks_52"	"Kubo_52"	"Marshmallow_52"	"Franc_53"	"Hera_53"	"Kubo_53"	"Marshmallow_53"	"Charles_55"	"Ginger_55"	"Iris_55"	"Ivy_55"	"Lambchop_55"	"Ophelia_55"	"Buddy_56"	"Franc_56"	"Grogu_56"	"Joans_56"	"Buddy_57"	"Joans_57"	"Ophelia_57"	"Wolverine_57"	"Ginger_58"	"Goose_58"	"Wolverine_58"	"Goose_59"	"Hamlet_59"	"Henry_59"	"Iris_59"	"Ophelia_59"	"Iris_60"	"Joans_60"	"Marshmallow_60"	"Wolverine_60"	"Joans_62"	"Henry_66"	"Hera_67"	"Ivy_67"	"Franc_68"	"JarJarBinks_68"
"fpt11"	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0.04	0	0	0.07	0	0	0.02	0	0	0	0	0	0	1.3	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.58	0	0	0.02	0	9.98	0	0	0	0.1	0	0	0	0	0	0	0	0	0	15.5	0.07	0	0.02	0	0.02	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0.01	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0
"fpt12"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"fpt13"	0.04	0	30.89	0.22	35.67	26.21	0.08	24.31	32.02	0	0	28.21	21.96	39.16	1.02	17.54	9.18	0.56	10.5	0.13	3.31	4.25	4.32	4.58	0.04	0.16	0	0.07	23.53	0	0.2	4.33	2.47	0	4.2	2.16	31.12	5.29	0	3.73	0	0.02	0.02	0	0	1.07	0.2	12.84	0	2.87	0	0.04	0	0.02	0.02	1.56	0.04	0	9.14	2.31	0	0.69	1.38	0.02	8.05	2.23	0.67	8.74	0	6.65	4.02	0	0	2.67	1.85	0	0.24	0	12.5	1.4	0	3.98	0.04	0.01	6.82	0	0	0	10.8	0.07	0.02	3.6	4.13	0	17.71	1.25	0.11	7.83	2.22	0	0.58	0.02	1.89	0	0	0.89	3.51	34.39	0	0	0.42	0.29	3.94	10.12	0.69	0.38	0	0	0.2	1.6	0	0.02	0	1.25	0	0.67	0	0.11	0.27	0.02	1.29	0.16	0	0	0.04	0.2	0.6	0	4.76	0	0.67	0	0	0.04	0.02	0.18	0	0	0.2	0.16	0.07	3.25	0	9.99	0	0.07	0	0	0.02	0.31	0	0	15.25	0.69	7.98	0	0.11	8.16	0.24	1.16	0.04	0	0	0.07	0	0.96	2.42	0	0	2.16	2.4	0.44	2.11	0.07	0	0.02	0	0	1.29	0	0.91	0.02	0.25	41.84	1.58	0.02	0	0	0	0	0.02	0	0.02	0	0.38	15.23	5.41	0	0.49	0.04	0	0.04	0	0	0	0.73	8.16	3.51	0	0	0	0	2.16	0.78	2.53	0	4.58	1	1	1.69	0.02	0	7.39	0	1.24	6.12	0.2	0.27	0.04	0	7.01	3.58	3.2
"fpt14"	0.02	0	0.04	0	0.09	0.07	0	0.11	0.12	0	0	0.07	0.51	0.13	0	0.09	0.02	0	0	0	0.04	0	0	0.85	0.04	0	0	0.07	0.09	0	0.02	0	0	0	0.04	0	1.38	0	0	0	0	0	0.02	0	0	0	0	0.78	0	0	0	0	0	0	0.02	0	0	0	0.04	0.02	0	0	0	0.02	0	0	0	0.02	0	0	0.02	0	0	0	0	0	0	0	0.09	0	0	0.09	0.02	0	0.02	0	0	0	0.09	0	0	0.02	0	0	0	0	0.31	0.02	0.04	0	0	0	0.02	0	0	0	0	0.11	0	0	0	0	0	0.07	0	0	0.58	0	0.13	0.02	0	9.98	0	0	0	0.1	0	0.04	0	0	0	0	0	0	0	15.5	0.07	0	0.02	0	0.02	0	0	0	0	0	0	0	0.09	0	0	0.04	0	0.02	0	0.13	0	0	0	0	0	0	0	0	0.04	0	0.02	0.02	0	0	0.04	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.31	0	0	0	0	0	0	0	0	0	0	0	0.07	0.02	0	0	0	0	0	0.01	0	0	0.49	0.07	0.02	0	0	0	0	0	0	0	0	0.49	0	0.04	0.07	0	0	0	0	0	0.02	0	0.02	0	0	0.11	0	0.04
"fpt15"	0.13	0	56.86	0.38	70.52	47.2	0.32	45.28	57.42	0.04	0	52.02	41.5	69.65	2.07	31.25	15.56	1.2	18.99	0.4	7.32	9.67	7.84	9.08	0.16	3.65	0	1.45	49.42	0.02	2.38	9.8	4.43	0.02	11.59	4.69	69.73	77.07	0.02	6.49	0.16	0.18	0.11	0	0.18	1.78	0.42	30.59	0	8.38	0.31	0.16	0.02	0.31	0.07	26.78	0.67	0	20.67	35.12	0.04	9.05	2.33	0.31	18.72	5.01	1.42	15.65	0.02	70.04	8.69	0.04	0	13.48	3.98	0	1.2	0	28.57	4.11	0	9.78	0.11	0.3	14.36	0.02	0.4	0.04	23.65	0.13	0.04	8.42	6.67	0	40.91	2.58	1.27	13.7	5.09	0	1.27	0.04	3.78	0	0.07	1.6	6.05	55.28	0.31	0	3.47	2.76	9.54	22.55	1.22	0.67	0.62	0.04	0.24	2.65	0	11.09	0	2.4	0.04	1.67	0.02	0.2	0.56	0.02	3.28	0.33	0.13	0.02	0.47	15.97	1.31	0	9.02	0	1.13	0	0	0.04	0.44	2.98	0.02	0	0.4	0.29	0.07	7.01	0.04	18.57	0.24	0.24	0	0	0.22	2.11	0	0.13	22.96	1.74	14.03	0	0.18	14.12	0.36	20.16	0.13	0	0	0.24	0.02	2.62	3.62	0.11	0.04	3.89	3.65	6.73	28.72	0.13	0	0.04	0	0	1.82	0	1.67	0.53	0.65	62.5	26.18	0.33	0	0	0.13	0.09	0.07	0	0.09	0	0.53	28.45	9.98	0	0.96	1.11	0	0.27	0.03	0	0.04	1.29	14.08	38.1	0.02	0	0	0.11	27.23	1.67	42.4	0.02	8.54	20.13	1.89	4.16	0.24	0	12.59	0.07	7.11	28.7	4.79	0.8	0.24	0.02	13.73	6.93	4.7
"fpt16"	0.58	2.29	23.17	1.49	29.61	19.74	2.77	21.23	23.06	0.53	1.26	25.74	19.98	26.75	1.91	12.56	11.81	3.85	8.63	1.82	5.09	7.4	3.21	5.72	0.6	0.93	29.64	6.29	20.09	9.85	4	5.96	4.54	5.76	7.7	3.56	39.88	90.26	1.4	2.51	0.67	0.98	1.18	8.21	5.98	2.4	2.56	18.71	2.42	6.18	3.13	3.13	6.31	1.53	0.6	1.47	1.87	2.93	10.32	4.18	1.11	1.04	3.38	0.27	9.42	4.21	1.2	6.98	0.2	4.65	7.67	0.04	1.69	5.09	3.74	0.93	1.85	0.78	13.72	4.45	0.47	9.27	1.13	2.93	6.98	0.47	5.47	2.6	17.41	1.89	1.64	7.6	4.4	0.62	17.36	1.96	3.67	7.41	5.18	0.31	2.45	2.31	2.18	0.22	4.98	2.62	2.87	24.03	2.36	0.13	4.79	4.62	4.3	17.55	1.04	0.58	2.38	6.94	0.4	13.46	1.42	1.53	1.91	1.11	5.77	1.33	0.42	0.33	0.82	0.51	2.83	2.73	2.45	1.31	4.27	1.61	65.15	0.4	6.96	0.27	14.25	1.58	0.89	1.13	1.87	7.13	0.47	0.44	0.56	0.47	0.78	4.89	0.91	8.59	0.53	17.03	1.56	0.27	3.45	4.4	4.22	1.71	12.36	1.76	8.39	2	0.42	6.38	12.67	3.58	52.27	1.31	0.44	1.76	1.29	2.6	5.11	0.42	1.71	2	11.06	3.85	1.93	10.94	0.4	0.89	0.24	0.44	4.13	0.8	1.8	2.63	0.53	32.72	1.53	7.15	1.18	0.73	0.18	1	3.98	1.29	0.44	0.49	4.58	13.2	7.97	1.49	1.33	1.67	0.18	1.78	1.1	1.85	2.49	1.27	21.18	2.56	2.6	0.58	0.29	0.8	0.89	8.64	1.51	0.91	4.4	1.29	1.44	6.54	0.67	3.22	28.62	12.16	1.64	28.95	3.85	0.38	4.02	0.78	7.5	3.69	4.25
"fpt17"	0.64	2.29	60.11	1.76	75.26	52	3.03	51.87	62.14	0.58	1.26	59.25	46.55	75.05	3.11	34	22.74	4.69	21.08	2.02	9.45	14.03	8.33	12.15	0.69	4.47	29.64	7.74	54.56	9.87	6.36	12.76	7.61	5.78	11.95	6.87	69.75	96.96	1.42	7	0.8	1.13	1.29	8.21	6.16	3.71	2.89	31.03	2.42	9.09	3.44	3.22	6.33	1.78	0.62	27.7	2.53	2.93	23.56	38.72	1.13	9.98	5.05	0.36	22.34	7.77	1.93	17.17	0.2	70.82	12.41	0.09	1.69	15.19	6.36	0.93	2.49	0.78	33.29	5.87	0.47	13.84	1.24	3.2	16.96	0.49	5.85	2.62	30.1	1.98	1.67	11.78	9.11	0.62	46.11	3.74	4.76	17.34	7.8	0.31	3.14	2.33	4.58	0.22	5.05	3.69	7.12	66.16	2.67	0.13	5.74	5.34	10.07	29.09	1.89	1.02	2.96	6.96	0.47	15.35	1.42	11.94	1.91	2.74	5.82	2.17	0.44	0.42	1.18	0.53	4.19	2.98	2.47	1.33	4.4	17.31	66.19	0.4	12.83	0.27	15.16	1.58	0.89	1.18	1.98	9.98	0.47	0.44	0.8	0.69	0.84	8.79	0.96	20.62	0.56	17.23	1.56	0.27	3.53	4.96	4.22	1.8	29.12	2.9	17.7	2	0.51	15.87	12.96	23.63	52.36	1.31	0.44	1.87	1.31	3.53	7.87	0.53	1.76	4.49	13.98	10.22	29.64	11.05	0.4	0.91	0.24	0.44	5.51	0.8	2.89	3.12	0.85	81.43	27.22	7.32	1.18	0.73	0.29	1.07	4.03	1.29	0.53	0.49	5	32.25	14.47	1.49	2.02	2.76	0.18	1.96	1.13	1.85	2.51	1.53	30.86	38.35	2.62	0.58	0.29	0.82	27.49	9.93	43.62	0.93	9.72	21.33	2.56	9.29	0.82	3.22	37.52	12.23	7.4	38.63	8.13	0.89	4.22	0.8	16.69	8.47	8.06
"fpt18"	0.58	2.29	23.17	1.49	29.61	19.74	2.77	21.23	23.06	0.53	1.26	25.74	19.98	26.75	1.91	12.56	11.81	3.85	8.63	1.82	5.09	7.4	3.21	5.72	0.6	0.93	29.64	6.29	20.09	9.85	4	5.96	4.54	5.76	7.7	3.56	39.88	90.26	1.4	2.51	0.67	0.98	1.18	8.21	5.98	2.4	2.56	18.71	2.42	6.18	3.13	3.13	6.31	1.53	0.6	1.47	1.87	2.93	10.32	4.18	1.11	1.04	3.38	0.27	9.42	4.21	1.2	6.98	0.2	4.65	7.67	0.04	1.69	5.09	3.74	0.93	1.85	0.78	13.72	4.45	0.47	9.27	1.13	2.93	6.98	0.47	5.47	2.6	17.41	1.89	1.64	7.6	4.4	0.62	17.36	1.96	3.67	7.41	5.18	0.31	2.45	2.31	2.18	0.22	4.98	2.62	2.87	24.03	2.36	0.13	4.79	4.62	4.3	17.55	1.04	0.58	2.38	6.94	0.4	13.46	1.42	1.53	1.91	1.11	5.77	1.33	0.42	0.33	0.82	0.51	2.83	2.73	2.45	1.31	4.27	1.61	65.15	0.4	6.96	0.27	14.25	1.58	0.89	1.13	1.87	7.13	0.47	0.44	0.56	0.47	0.78	4.89	0.91	8.59	0.53	17.03	1.56	0.27	3.45	4.4	4.22	1.71	12.36	1.76	8.39	2	0.42	6.38	12.67	3.58	52.27	1.31	0.44	1.76	1.29	2.6	5.11	0.42	1.71	2	11.06	3.85	1.93	10.94	0.4	0.89	0.24	0.44	4.13	0.8	1.8	2.63	0.53	32.72	1.53	7.15	1.18	0.73	0.18	1	3.98	1.29	0.44	0.49	4.58	13.2	7.97	1.49	1.33	1.67	0.18	1.78	1.1	1.85	2.49	1.27	21.18	2.56	2.6	0.58	0.29	0.8	0.89	8.64	1.51	0.91	4.4	1.29	1.44	6.54	0.67	3.22	28.62	12.16	1.64	28.95	3.85	0.38	4.02	0.78	7.5	3.69	4.25
"fpt19"	3.42	2.29	61.04	3.29	78.39	59.09	6.38	53.92	62.32	3.2	3.31	61.58	47.57	75.09	3.11	34.04	22.92	10.72	23.02	2.58	9.87	14.61	9.73	12.73	0.73	5.6	30.52	10.43	55.64	10.36	8.16	14.2	7.97	6.56	12.28	8.89	69.75	97.39	1.42	7.29	3.56	4.07	3	9.5	6.96	5.89	5.83	31.12	2.42	9.27	5.72	8.78	7.33	5	3.22	29.01	3.67	3.62	25.43	41.93	2.16	13.05	6.98	1.67	24.18	9.35	2.38	18.41	0.56	72.07	16.18	0.8	2.45	16.95	9.12	2.49	5.09	2.73	35	6.18	0.47	17.71	4.38	3.23	17.98	1.11	8.7	2.71	34.39	6.78	1.67	16.58	10.76	1	46.93	4.94	7.85	19.42	7.8	1.09	6.16	2.44	6.89	1.2	8.47	3.73	9.32	66.92	3	0.56	7.58	8.71	10.67	34.04	4.27	2.09	3.02	7.03	0.47	16.84	3.78	12.01	1.91	3.34	8.16	2.71	3.51	0.56	2.65	4.51	4.88	3.94	14.41	1.36	8.83	17.33	66.68	4	22.98	1	17.03	6.69	2.18	6.27	13.63	12.16	0.47	2.56	0.91	1.87	0.93	8.87	0.98	22.02	1.53	19.52	2.54	1.04	7.78	7.67	6.78	2.47	31.56	6.64	22.8	2.02	2.47	16.72	16.76	24.21	53.52	2.09	0.44	4.6	2.33	3.56	9.23	3.18	1.76	5.98	18.66	11.16	30.48	14.59	1.09	0.93	0.71	0.98	7.27	4.45	7.94	3.16	1	81.9	27.29	13.47	2.13	6.47	0.33	2.65	12.53	1.29	3.02	1.44	6.36	35.32	18.37	1.96	3.18	2.76	0.47	6.05	1.17	2.85	2.85	1.58	32.37	39.81	2.67	1.22	2.67	3.25	28.45	18.91	43.71	1	11.12	21.38	4.09	13.85	5.76	4.29	45.37	15.61	8.09	39.39	8.85	1.73	10.14	1.27	16.71	8.8	10.12
"fpt20"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0.34	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0.16	0	0	0	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0.4	0	0	0	0	0	0.04	0.02	0	0.49	0.04	0	0.27	0.2	0.02	0	0	0	0	0
"fpt21"	0	0	0.04	0	0.38	0.07	0.11	0.16	0.16	0	0	0.07	0.07	0.13	0	0.1	0.02	0	0	0	0.02	0	0	0.13	0	0	0	0	0.09	0.02	0.02	0	0.02	0	0.04	0	1.38	65.52	0	0	0.04	0	0	0	0.11	0	0	1.2	0	0	0.22	0	0.02	0	0.02	0	0	0	0.04	0	0	0	0	0	0	0	0	0.02	0	0	0.02	0	0	0	0	0	0	0	0.09	0	0	0.09	0	0	0.02	0	0	0	0.09	0	0	0.02	0	0	0	0	0.02	0.02	0.02	0	0	0	0.02	0	0	0	0	0.11	0	0	0	0	0	0.07	0	0	0	0	0.13	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0.02	0	0.04	0	0	0	0	0	0	0	0.09	0	0.07	0.02	0	0.02	0.02	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.13	0	0	0	0	0	0	0	0	0	0	0	0.04	0.09	0	0	0	0	0	0	0	0.02	0.49	1.09	0.04	0	0	0	0	0	0	0	0	0.47	0	0.04	0	0.04	0	0.09	0	0	0.02	0.02	0.02	0	0	0.11	0	0.04
"fpt22"	0.04	0	37	0.29	43.82	32.26	0.35	30.73	39.26	0	0.08	33.57	26.08	48.45	1.2	21.53	11	0.89	12.45	0.2	4.4	6.78	5.1	6.05	0.09	3.62	0	1.33	34.58	0.07	2.31	6.91	3.12	0.02	4.32	3.36	31.25	93.77	0	4.51	0.04	0.16	0.09	0	0.36	1.31	0.33	13.48	0.02	2.93	1.19	0.07	0.04	0.07	0.04	26.23	0.69	0.02	13.48	34.52	0.04	8.94	1.67	0.04	12.87	3.67	0.76	10.21	0	66.17	4.8	0.02	0.04	10.19	2.62	0.02	0.53	0	19.68	1.45	0	4.6	0.07	0.02	10.05	0.02	0.36	0.02	12.78	0.09	0.04	4.2	4.71	0	28.76	1.94	2.42	9.98	2.6	0	0.69	0.04	2.51	0	0.09	1.07	4.34	42.34	0.31	0	1.79	1.87	5.84	11.63	0.91	0.47	0.07	0.04	0.2	11.37	0.02	0.07	0.02	1.62	0.04	0.77	0.04	0.13	0.4	0.04	1.43	0.22	0.13	0	0.42	0.83	64.01	0	5.82	0	11.83	0.02	0	0.09	0.33	2.87	0.09	0	0.27	0.18	0.09	3.89	0.04	12.1	0	0.07	0.04	0	0.04	0.58	0.02	0.42	16.8	1.36	9.34	0.07	0.13	9.56	4.56	20.03	0.07	0.02	0.04	0.16	0.09	0.96	2.89	0.02	0.02	2.47	4.61	6.38	27.68	0.09	0	0.07	0	0.04	1.42	0	1.2	0.49	0.27	54.78	25.69	0.04	0	0	0.07	0.07	0.02	0	0.09	0.02	0.47	19.07	8.8	0	0.69	1.13	0	0.07	0.01	0.02	0.38	0.76	22.18	35.81	0.02	0	0.02	0.02	26.61	1.36	42.11	0.04	5.63	20.02	1.2	2.76	0.36	0.02	28.37	0.13	5.76	10.44	6.02	0.53	0.09	0	9.32	4.78	3.94
"fpt23"	0	0	0.04	0	0.38	0.07	0.11	0.16	0.16	0	0	0.07	0.07	0.13	0	0.1	0.02	0	0	0	0.02	0	0	0.13	0	0	0	0	0.09	0.02	0.02	0	0.02	0	0.04	0	1.38	65.52	0	0	0.04	0	0	0	0.11	0	0	1.2	0	0	0.22	0	0.02	0	0.02	0	0	0	0.04	0	0	0	0	0	0	0	0	0.02	0	0	0.02	0	0	0	0	0	0	0	0.09	0	0	0.09	0	0	0.02	0	0	0	0.09	0	0	0.02	0	0	0	0	0.02	0.02	0.02	0	0	0	0.02	0	0	0	0	0.11	0	0	0	0	0	0.07	0	0	0	0	0.13	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0.02	0	0.04	0	0	0	0	0	0	0	0.09	0	0.07	0.02	0	0.02	0.02	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.13	0	0	0	0	0	0	0	0	0	0	0	0.04	0.09	0	0	0	0	0	0	0	0.02	0.49	1.09	0.04	0	0	0	0	0	0	0	0	0.47	0	0.04	0	0.04	0	0.09	0	0	0.02	0.02	0.02	0	0	0.11	0	0.04
"fpt24"	0	0	0.04	0	0.36	0.07	0.11	0.16	0.16	0	0	0.07	0.04	0.13	0	0.1	0.02	0	0	0	0.02	0	0	0.02	0	0	0	0	0.09	0.02	0.02	0	0.02	0	0.04	0	1.38	0.04	0	0	0.04	0	0	0	0.11	0	0	0.78	0	0	0.22	0	0.02	0	0.02	0	0	0	0.04	0	0	0	0	0	0	0	0	0.02	0	0	0.02	0	0	0	0	0	0	0	0.09	0	0	0.09	0	0	0.02	0	0	0	0.09	0	0	0.02	0	0	0	0	0	0.02	0.02	0	0	0	0.02	0	0	0	0	0.11	0	0	0	0	0	0.07	0	0	0	0	0.13	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0.02	0	0.02	0	0	0	0	0	0	0	0.09	0	0.07	0.02	0	0.02	0.02	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.11	0	0	0	0	0	0	0	0	0	0	0	0.04	0.04	0	0	0	0	0	0	0	0.02	0.49	0	0.04	0	0	0	0	0	0	0	0	0.47	0	0.04	0	0	0	0	0	0	0.02	0	0.02	0	0	0.11	0	0.04
"fpt25"	0	0	0	0	0.2	0	0.09	0.02	0.03	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.02	0	0.02	0	0	0	0	0.02	0	0	0.04	0	0	0	0.09	0	0	0	0	0	0.18	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"fpt26"	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0.04	0	0	0.07	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.58	0	0	0.02	0	12.05	0	0	0	0.14	0	0	0	0	0	0	0	0	0	15.5	0.07	0	0.02	0	0.02	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0.01	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0
