"","Hera_2","JarJarBinks_2","Lambchop_2","Goose_4","Buddy_16","Marshmallow_41","JarJarBinks_44","Hamlet_67","Grogu_70"
"Hera_2",0,0.0666666666666667,0.454545454545455,0.5,0.0714285714285714,0.0714285714285714,0.294117647058824,0.0666666666666667,0.434782608695652
"JarJarBinks_2",0.0666666666666667,0,0.478260869565217,0.521739130434783,0.133333333333333,0.133333333333333,0.333333333333333,0,0.458333333333333
"Lambchop_2",0.454545454545455,0.478260869565217,0,0.304347826086957,0.428571428571429,0.428571428571429,0.25,0.478260869565217,0.173913043478261
"Goose_4",0.5,0.521739130434783,0.304347826086957,0,0.476190476190476,0.476190476190476,0.3,0.521739130434783,0.291666666666667
"Buddy_16",0.0714285714285714,0.133333333333333,0.428571428571429,0.476190476190476,0,0,0.25,0.133333333333333,0.478260869565217
"Marshmallow_41",0.0714285714285714,0.133333333333333,0.428571428571429,0.476190476190476,0,0,0.25,0.133333333333333,0.478260869565217
"JarJarBinks_44",0.294117647058824,0.333333333333333,0.25,0.3,0.25,0.25,0,0.333333333333333,0.318181818181818
"Hamlet_67",0.0666666666666667,0,0.478260869565217,0.521739130434783,0.133333333333333,0.133333333333333,0.333333333333333,0,0.458333333333333
"Grogu_70",0.434782608695652,0.458333333333333,0.173913043478261,0.291666666666667,0.478260869565217,0.478260869565217,0.318181818181818,0.458333333333333,0
