"","Hera_2","JarJarBinks_2","Lambchop_2","Goose_4","Buddy_16","Marshmallow_41","JarJarBinks_44","Hamlet_67","Grogu_70"
"Hera_2",0,0.43938188842177,0.485015253933122,0.764968253135331,0.176133613038567,0.219184142996195,0.264643463497453,0.184056066579063,0.248207301173403
"JarJarBinks_2",0.43938188842177,0,0.141588785046729,0.484522776331308,0.302128323879898,0.452107702493931,0.216136266043227,0.375315275797785,0.430217334380728
"Lambchop_2",0.485015253933122,0.141588785046729,0,0.498774175973849,0.354734889810168,0.496896571726898,0.268606157218292,0.469025528727021,0.546348160351455
"Goose_4",0.764968253135331,0.484522776331308,0.498774175973849,0,0.679075738125802,0.710270214307899,0.612837886716018,0.710632258064516,0.677077284318429
"Buddy_16",0.176133613038567,0.302128323879898,0.354734889810168,0.679075738125802,0,0.208655930628678,0.111040568852771,0.163622409823484,0.289911427954202
"Marshmallow_41",0.219184142996195,0.452107702493931,0.496896571726898,0.710270214307899,0.208655930628678,0,0.282439623413835,0.116528440981821,0.249257464436455
"JarJarBinks_44",0.264643463497453,0.216136266043227,0.268606157218292,0.612837886716018,0.111040568852771,0.282439623413835,0,0.232331437855402,0.346535286966537
"Hamlet_67",0.184056066579063,0.375315275797785,0.469025528727021,0.710632258064516,0.163622409823484,0.116528440981821,0.232331437855402,0,0.188022931515339
"Grogu_70",0.248207301173403,0.430217334380728,0.546348160351455,0.677077284318429,0.289911427954202,0.249257464436455,0.346535286966537,0.188022931515339,0
