"","buddy_11","joans_11","padme_11","ginger_14","buddy_16","buddy_17","ivy_17","padme_17","buddy_18","ginger_18","ivy_18","franc_19","ivy_19","ginger_2","ginger_20","buddy_21","joans_21","franc_22","grogu_22","henry_22","joans_22","marshmallow_22","franc_24","ginger_24","grogu_24","henry_24","ivy_24","marshmallow_24","henry_25","ginger_29","henry_29","joans_29","ginger_36","grogu_36","henry_36","joans_36","franc_37","grogu_37","ginger_41","grogu_41","joans_41","marshmallow_41","ginger_42","grogu_42","henry_42","ivy_42","buddy_44","franc_44","ginger_44","ivy_44","joans_44","marshmallow_44","buddy_45","franc_45","grogu_45","henry_45","ivy_45","joans_45","marshmallow_45","buddy_46","charles_46","ivy_46","joans_46","marshmallow_46","franc_47","ginger_47","ivy_47","marshmallow_47","buddy_48","charles_48","franc_48","grogu_48","henry_48","ivy_48","joans_48","marshmallow_48","charles_49","franc_49","ginger_49","henry_49","ivy_49","joans_49","marshmallow_49","padme_5","buddy_50","charles_50","franc_50","ginger_50","grogu_50","ivy_50","joans_50","charles_51","franc_51","joans_51","buddy_52","charles_52","ginger_52","grogu_52","marshmallow_52","franc_53","marshmallow_53","charles_55","ginger_55","ivy_55","buddy_56","franc_56","grogu_56","joans_56","buddy_57","joans_57","ginger_58","henry_59","padme_6","joans_60","marshmallow_60","joans_62","henry_66","ivy_67","franc_68","ginger_7","padme_7","grogu_70","charles_9","franc_9","grogu_9","henry_9","ivy_9"
"buddy_11",0,2.00328510667067,1.67057159851728,5.60113220086788,5.08216795598906,2.53271893188672,2.07123802939901,8.3415779999807,2.5146144825658,5.48655825695522,4.72693574911929,2.39563162001522,4.46422709360513,2.36212887553589,4.84787653873466,5.36236435807059,5.85888422814819,4.5862195728933,6.25856546851357,1.48394456114267,1.37118762374082,5.36216960081989,3.33850196871792,5.76608826158654,1.22220000853261,1.45828947121684,4.79277429545416,5.95808589886417,1.06904658995802,5.09374971185635,1.5958341675254,5.77053100542172,2.54150037131955,6.11036979245898,3.94403178678102,6.00470607723073,5.01113482921055,6.18636481338284,0.873876491268839,6.33776307657833,1.8880082175962,4.84425230180344,1.14805913261487,5.17214981567083,4.9635750002066,4.90635501313183,5.30019899638476,6.49649705320028,5.01876379507904,4.50429659306534,5.87468695962172,5.01978613736653,5.68489703821399,3.69814865798394,4.50990114216856,5.23115635230258,6.62895999787353,5.93109010475983,6.12690300289995,5.19901239247938,5.44115137015603,5.70641371952479,5.82081624348207,5.5138515118788,5.65204294053644,1.96529763108038,5.6766117797016,0.871294697702928,5.72281362286351,4.8761505449227,5.46274330287936,6.13015749764102,4.90065090699706,5.03029690942975,3.92573849788887,1.08099408345908,6.06976657575211,5.59880756290588,5.69838521790246,4.7499432481225,3.77364582587975,5.93062763002487,3.15166187542236,2.05671714775064,2.55355395946402,4.61128785992759,6.32127931014685,5.39413738367457,6.19864722489984,6.03508244127989,5.55075876588893,4.44176353340953,5.87781701904265,5.64750232020634,5.44700610099285,4.6237284585267,5.32080377936327,5.91951117149369,1.24681637689237,5.8801787519619,6.29595970115879,4.81986823857581,5.37503129939877,4.83409472982097,2.35427118207157,4.93307212508308,5.9255455618311,5.78827397032129,5.4558711572046,2.94021626864841,5.43859070985515,5.16596791972226,1.98027111246867,2.874712870999,1.96867002039792,5.24125327204261,4.48445933216314,1.01493881131432,2.11460905191323,2.32225544054491,2.37425040846808,2.16364014733894,1.91367820593416,2.7889291181319,3.7344131441811,1.02379997769906,0.770892240236124
"joans_11",2.00328510667067,0,0.990063747195299,3.85120083462575,3.79378266445368,1.20455893943748,1.36803766040378,8.81727343351445,1.1140961352453,3.79559846866006,3.36421671113862,1.15979178865216,2.86200910214483,4.2299302037561,3.13330826436619,3.56575435793952,3.90444756865372,2.66179280917246,4.4503694239211,1.2884939806166,1.43412406660715,3.57387376541633,1.78037086092906,3.93787786861874,1.01844303392685,1.53655441454889,3.11256407373452,4.1500463950342,2.80461773877819,3.36889073402104,1.38157536232773,3.89430238679284,1.42553159191867,4.31116024168697,2.2654522727795,4.11402438782023,3.25609775156117,4.37701285616089,2.24782070166392,4.52078495799194,0.908414829861557,3.73201933049123,2.77561728720466,3.36220040574698,3.3954901180732,3.54971919273508,3.49763881105567,5.51842275598925,3.35258238405794,2.57394104654981,3.94549860279699,3.19766446823849,3.77675478641456,1.91647982678273,2.90221531093457,3.48998977618995,5.87108939560114,4.02090391566705,4.31488185293612,3.41542872909456,3.56069668006939,3.88866622355652,3.8925451998591,3.68680110622972,3.73094649020009,1.13758725282752,3.98835283501568,2.01370297892294,3.87728144074014,4.19617546479895,3.61110669167712,4.32398385109726,3.1617729006915,3.25954229427453,2.1645587702448,1.53814608886416,6.09985037065243,3.72580535908534,3.87400210130591,3.04405741190511,2.16492317798025,3.98851831727066,1.47101594697659,3.83000706958633,2.71237332228074,3.82340029397381,4.37458311445438,3.59656002253042,4.3810590889255,4.08831340236304,3.68167178023956,3.39507040006348,4.0019088423861,3.77682988512707,3.5546917724975,3.26417626429119,3.56978142675348,4.12348131673864,1.50719584509918,4.01714560723844,4.48803971034437,3.13952395882886,3.5840177087183,3.20181075733004,2.93610746836035,3.30322722029909,4.14652962986514,3.86280923770335,3.61653200774183,2.78201334771892,3.63200785175721,3.41556529726267,3.77279022933828,1.10965551158166,3.3840428477675,3.33276183422217,3.11307391333038,1.56023470060903,0.441024055601471,4.22780109970606,4.08771450606292,2.21229790918956,3.66866977662867,4.65155112877927,1.95735038785248,2.92879061393323,1.98880695534943
"padme_11",1.67057159851728,0.990063747195299,0,4.32078560598964,4.1547454215604,1.62018892182144,1.38203372772593,8.47268579433923,1.70534386526986,4.33589361258395,3.63768498774914,1.2775941599634,3.24077331247059,3.81684656316258,3.50680317093391,4.03895366058699,4.50228732626354,3.25885424240161,4.9181205694478,1.06314561702479,1.11864115189744,4.0230869610872,2.18643284917883,4.42381219318263,0.945717953054527,1.23759498131716,3.43487930327009,4.59078766524362,2.38261825007201,3.7515658368832,1.23964632787084,4.39821062006025,1.70827541863386,4.77598884687969,2.65613719622417,4.70597064327191,3.60734363816224,4.85329428431236,1.91330999385132,5.0114140244748,1.38099907970516,3.95220526360256,2.39706838805342,3.87072357592708,3.72016224079429,3.72626882621482,3.89853310525265,5.62833397731673,3.68372898085067,3.15644530695078,4.51533502595961,3.69352892321567,4.33534222470821,2.4875795709711,3.15585060305653,3.88492505632656,5.85178414682299,4.60192274640121,4.77810008572314,3.85186501513827,4.03008874330583,4.36865239270493,4.458981785879,4.19765489706579,4.2488551563778,1.14048429555133,4.51267132758674,1.73992350139663,4.40542332249296,4.1762643953743,4.094870964747,4.79655701369962,3.53555210791085,3.70860651963804,2.73776282351505,1.23295081081327,5.94223610221117,4.23852998798109,4.31009570429862,3.42138388696081,2.64401672736467,4.54833473795907,1.97362546669535,3.37960732852237,2.75678173555493,3.87026373282136,4.95270340020868,4.03410904020765,4.85482412543282,4.64902883904579,4.20546913522641,3.52840771455112,4.52739517873936,4.25642263338914,4.02579245380127,3.52048060845217,4.01580895138127,4.58089709601066,1.42138195942364,4.48766766120274,4.95555588679243,3.4902908747097,4.01364287457251,3.57844156656232,2.87633944256229,3.65040247568749,4.57653605406409,4.42136935159986,4.11939216830636,2.95566164887693,4.0730607840746,3.92472454490487,3.29630607505557,1.77014302035804,2.80860715835926,3.92870867794404,3.37278365212316,1.45547299250951,1.13323257271726,3.76633589474377,3.63931337305617,2.36242147301777,3.10013662066741,4.1731970415132,2.41996819888734,2.5280770078515,1.66296359085034
"ginger_14",5.60113220086788,3.85120083462575,4.32078560598964,0,2.84600403772203,3.40262558656855,4.48816801328984,10.3428988924035,3.71828373173347,1.55098122657321,3.05423045578937,3.98420148782093,2.28859701678632,7.89914312515403,2.05360228810196,1.67572093315296,1.74821597987055,1.6714084897468,2.83401877829234,4.50802643159108,4.79529579215608,1.80547270627564,3.0469642787591,1.2716868411595,4.59668285996191,4.5823791798611,2.08089957819417,2.70053877193929,6.19572890267732,1.42798744167731,4.32155797387117,1.849696112161,3.37354546416152,2.79156211374246,2.31928179768104,1.81671936296772,1.84945071451846,2.8560989790562,5.65657358443514,2.82760976022883,4.05124788608572,3.22590365853574,6.14116665411695,2.40722151312933,1.73431142793094,3.34602895907181,2.40201547076919,5.15981122540888,1.33833154339828,1.87147852579746,2.20333334956923,2.07121109361229,2.1248628953299,2.66886703508839,2.21060032686302,1.08631276494206,5.95958932573414,2.27276756825313,2.73809016058169,2.38836235072141,1.70492384549856,0.777916636679663,1.89159024008039,2.14416448918649,1.56252663911224,3.71266243052337,1.21379791422543,5.66605287471867,2.17939166373668,4.68470500205582,1.97382483097341,2.77862444137928,1.83248454075431,1.39854631055196,2.27704587029749,5.18795422954178,6.85854703522248,1.93922932397242,1.05395674747624,1.78094710625123,2.06881753753428,2.3600758306103,3.14882448080322,7.56958899350342,5.96751516479312,3.95756494677923,2.3828967788131,1.08536595064146,2.69834519118889,1.77664153842606,1.88224000507708,3.41957116338144,2.38293334160733,2.49614515212372,2.08667814741736,2.88800701037064,1.31253558129966,2.63663650576764,4.772424359454,2.73668758640353,2.8874517453292,2.3187946386156,1.03388091506718,1.85186092405143,6.38269178778068,1.75101984093723,2.73252970194485,1.60760672821561,2.07966764776137,5.87430844345936,1.16112659336654,1.52255945865399,7.48197656574667,3.50954428581108,6.7321760097989,1.19459505789118,2.69716009520106,4.88265997239264,3.67221590042286,7.88654597267803,7.81260746228281,4.54996073053793,7.28464072872224,8.33657696450906,2.09240195146078,6.5741008713624,5.56157854229979
"buddy_16",5.08216795598906,3.79378266445368,4.1547454215604,2.84600403772203,0,2.95349320008997,4.17177011524343,9.98092244617131,3.62612008800778,1.74987177137707,2.01116670086999,3.84502512276409,1.9063920817408,7.1195990474232,2.3857862688473,2.51959518800037,3.08321344629191,2.73686021937944,4.20923192262434,3.90238583245254,4.52548193593806,2.65914733755903,2.91970654551188,3.1721905594028,4.26214418294242,3.86722989908136,2.42125113331355,3.91916291356981,5.33515244252313,2.50968020265187,3.60585371769927,3.22203959869018,2.88738083775853,3.96321205152888,2.26464945623925,2.95846237511367,2.59991079382658,4.02304787795742,4.87065322505178,4.18228453706049,3.63021434658624,1.05485655437963,5.2228661928149,3.36173964025927,2.03317829559814,2.69210644177698,2.91128282172613,5.1239113734161,2.40415207897662,2.75029197007041,2.96569403314897,2.94821273230745,2.70223501083915,2.78248424276106,2.53088634332428,2.58282905694655,6.02695290397939,2.85094502048911,4.01027231078089,2.32683260103573,2.8407204655054,3.10583979475163,2.86358246858036,3.22854698097977,3.12339313156598,3.56473787599365,2.29175372105364,5.12510619598925,3.15028793586856,2.92009129975691,2.63693974644825,3.95825398327558,2.52279235477234,2.22609252608436,2.12004191080008,4.91574166320171,4.72566227412889,2.73645276413024,3.39992638044132,2.11530818613518,2.2909556121095,3.22313493134919,3.39270040301636,6.9076893767547,5.58887201222366,2.1293308646787,3.63915088230412,2.88123246020148,4.06517180570886,3.31374528830999,2.41561979629442,1.68264515423099,3.10579875673154,2.96642726532467,2.99341533649544,1.40550574432235,2.4930874069178,3.69530497039767,4.04188119366147,3.49591578370758,4.27009544462849,2.3647702794003,2.73620917448817,2.03381277823491,5.93800831094404,2.06572626517988,3.8503505965231,2.82588928192984,2.69394277774345,5.63303435820294,2.88871240465898,1.9000019440571,6.83250426954717,3.64079919880711,5.92338478506094,2.80838577624966,1.36977265501067,4.28432976750789,3.52187442401126,7.17779167937308,7.11876531526505,3.99345972336612,6.71077940667607,7.64626301769507,2.78485818323578,5.9587083037437,4.88886886179429
"buddy_17",2.53271893188672,1.20455893943748,1.62018892182144,3.40262558656855,2.95349320008997,0,1.82895989928446,8.87791192494548,1.09322271814746,3.09178826570652,2.51581370801615,1.52803194096108,2.09138568739405,4.65560904567361,2.60101582454431,2.95182006852841,3.58612978982594,2.37014867553972,4.12573719351093,1.309407199444,2.07633983151604,3.03089199263081,1.50404522299692,3.46058181858228,1.55655204023961,1.4361833749327,2.47720459032802,3.81996677126859,3.00215383471448,2.74773991399007,1.21492979015267,3.44150694788345,0.46240101379684,3.95268709981641,1.64622060343237,3.61783051859188,2.73777013059943,4.04328168422469,2.38439913668301,4.17694807806732,0.909816487998744,3.07504809613991,2.91333212012469,3.00367240350438,2.63115932251649,2.95283407448762,3.06452928261203,5.28178247124657,2.74231302782465,2.25068352804523,3.60786476338698,2.76791014436357,3.43238603112651,1.61485251671437,2.31482211013593,2.92691041681138,5.83042486281053,3.68080941293584,3.99062714168765,2.92321255185361,3.1489564807723,3.459707769458,3.50755408967357,3.26778956565404,3.36707226279229,1.24259570500082,3.26426411438437,2.45388643558249,3.37610269605948,3.35083757838209,3.13484363048653,3.96429337668157,2.66843517409541,2.63538713870497,1.5580435131149,2.21472440113287,5.23213761304646,3.24702883998053,3.56322267467523,2.4512464392245,1.48305063565626,3.7478091831569,1.41502429217476,4.40781975151208,3.36052592852331,2.83791301749232,4.10499151745964,3.10830871028481,4.04684742581107,3.77150982886681,3.28657974300304,2.42271877636521,3.62857649880864,3.57950375089544,3.18577923608208,2.4065590587447,2.908426848062,3.72574052423271,1.49188856236846,3.7225604109453,4.16725592547537,2.57878895192558,3.06681398734287,2.40234741409057,3.64690367292306,2.53823670288349,3.77212891997975,3.55263328851699,3.11274817306401,3.53200195254064,3.14091889833252,2.90512085177337,4.33619557907754,1.59920558060004,3.58863297777867,3.04792907956276,2.23385710226798,1.77104040523126,0.915260097237814,4.71518304101968,4.65064765896782,2.29654220704702,4.23412679129135,5.17337529150592,1.56274763444151,3.42210755560774,2.32047541627685
"ivy_17",2.07123802939901,1.36803766040378,1.38203372772593,4.48816801328984,4.17177011524343,1.82895989928446,0,8.74228495788634,2.25859411375967,4.45201494284637,3.31669907983202,0.669965385663128,3.29245702530155,4.03533187928726,3.80850099570943,4.22486501709014,4.42491956880153,3.17881542606754,5.25735647838306,1.58588028138741,1.81932532390046,4.29226858498012,1.64158506975099,4.67888793141674,1.71306192674814,1.60618928333706,3.47501789341939,4.91036726243817,2.53452084431502,3.97784762644989,1.5728465507378,4.57680917908352,1.93766674436285,5.11323277550021,2.91299842913502,4.79345162317071,3.62863508953094,5.1860825784947,2.16291155771812,5.33846827654485,1.61988451160749,4.02236609502154,2.48012380849812,4.22641916816083,3.87615657541046,3.28875047664025,4.03270462801693,5.84834306457193,3.90371334925953,3.10276299297992,4.4673732793271,4.00916606580985,4.27077567895712,2.10679742688466,3.43455200793182,4.11335328190267,6.21531314391235,4.44218556081329,5.12009100924404,3.83048526840434,4.15467464538641,4.61009745703984,4.43005238934468,4.51804810093862,4.19473397785358,1.68057024257185,4.56603642652725,2.23515049545995,4.59641826323937,3.76931654858026,3.91948878883356,5.12462046502908,3.85105896067581,3.80143355902423,2.89576818914709,1.94831752381246,5.63286699707802,4.07424655218361,4.58130652954388,3.661175004551,2.68648623671519,4.38046890495095,2.55386155298622,3.54793529371721,3.25607523784651,3.72198912670623,4.71011576392346,4.28820685264903,5.19267584893449,4.54416117701252,4.09147040959059,3.44982545341816,4.21175535917433,4.1174066048914,4.08380100669356,3.55832038376521,4.21324311353282,4.90423986312268,1.80778730733099,4.1561501023046,5.28863148820172,3.75685426697292,4.2187207833202,3.72157999902806,3.30996067573467,3.75294410287946,4.91908386296754,4.41153521840787,4.28981225290513,3.38672044690201,4.31586756145077,4.13877377493747,3.44558395235334,1.94886950588479,2.962287574866,3.92727428489939,3.39206449309547,1.70084836456618,1.28028280717114,4.02477613418204,3.62343262977071,2.45686244497277,3.42358935934936,4.43094177062103,2.75552298642508,2.88369220220572,1.76388873370671
"padme_17",8.3415779999807,8.81727343351445,8.47268579433923,10.3428988924035,9.98092244617131,8.87791192494548,8.74228495788634,0,8.98985808930508,10.3385312673588,9.71285251942176,8.79628579626651,9.52815209476709,8.47473555415109,9.79953772647461,10.2150881612788,10.7265501039018,9.94155839837259,10.7929628779658,8.4233341562952,8.29235650092466,10.1874390593052,9.24663129356637,10.4460396578644,8.4895525423323,8.30624371648123,9.80505245335428,10.5861971845153,8.16870814134066,9.94466387290223,8.44238922711036,10.5136991919343,8.81082315427902,10.6958276270705,9.3991216995982,10.7819673522913,9.93814969215613,10.7690931332636,8.25078019244637,10.8761769941299,8.7964501771479,9.70968631201872,8.26178689247187,10.1688956205841,10.0104186877317,9.82438142366256,10.1585879337359,11.4968915731786,9.8390863897502,9.9428305547035,10.7226090906876,10.0530746051006,10.5799293128546,9.51445843159172,9.54123107887992,10.0211883137117,11.5139126196638,10.789717086238,10.7071933480046,10.1680317775101,10.2786598334959,10.3924163092215,10.6658511904832,10.3622358728653,10.4898376960621,8.53635490707475,10.445327417742,8.39867419386146,10.5188296267314,9.64496446614681,10.3817997023257,10.7214155957246,9.82908859449998,9.95883567538293,9.48420809096875,8.43406765853745,10.0309152400617,10.5019996979095,10.3517859365003,9.76320558825117,9.35212002230014,10.7722748557531,9.15479818939919,8.41182395493618,8.70646177163907,9.469740051216,11.0740058117153,10.1651975948604,10.7602640719117,10.8214498642838,10.4525787845704,9.45663346902035,10.733715183253,10.5078122766274,10.3173309506547,9.65020841197832,10.1370342044108,10.5667105194732,8.3610744390527,10.6917022800986,10.8209974378195,9.79421606826962,10.1669472878259,9.79513677646542,8.60400085517408,9.86253526204564,10.5358908179655,10.6198143081914,10.3229240176151,8.96165394865655,10.2083372191585,10.0680783371399,8.31862461429046,9.04872491358072,8.15142615421124,10.2588731435536,9.56749449051712,8.3966803651901,8.84395004285761,8.32814892424984,8.52313101506238,8.76251517562211,8.46803746008249,8.44168998675399,9.3225615885417,8.22749503088927,8.39830151471275
"buddy_18",2.5146144825658,1.1140961352453,1.70534386526986,3.71828373173347,3.62612008800778,1.09322271814746,2.25859411375967,8.98985808930508,0,3.4394966972918,3.37398439709948,1.9589842462178,2.69165156292348,4.52761343348167,2.82972181771113,3.16824766463635,3.76080415665224,2.65816703951862,3.9146757405824,1.56406930273238,2.05053223229013,3.17117781441977,2.25193100683116,3.56330171342285,1.37193021744877,1.88629947024707,2.98541620790606,3.67258756439126,3.20467227406986,3.09073161503183,1.74887150891209,3.50270733277884,1.38345554807954,3.76788971863246,2.03061505330458,3.71201309783886,3.19975711126018,3.8396326122465,2.53061233197924,3.96478690506435,1.02243932015781,3.78521223433558,3.1472562479875,2.80923537155483,3.1675603418622,3.77875148961291,3.24035759073586,5.43578205860298,3.19007344729408,2.50043246972477,3.76183170039791,2.72837794949562,3.64996488449682,2.16063685706219,2.71472590746902,3.26177121768227,5.87443976935219,3.92865407816871,3.80423438629392,3.27023197314885,3.33793998735265,3.62797403466478,3.69594963585836,3.17126654264049,3.62531048195412,1.68552939736144,3.67214254158666,2.23268545546577,3.3726446096657,4.31939281044375,3.55459818400708,3.78145618694399,2.88693043171505,3.06149543053974,1.8804206850018,1.92944155832566,6.1422964251239,3.61996448290948,3.69359264295845,2.81819279410635,2.11044051433981,3.95184232971312,0.977130464489625,4.29105490572593,2.83670091367067,3.79893664943019,4.33270394743753,3.31764616367337,3.85809150002397,3.99309108379482,3.6457881314257,3.31104056324522,4.01217918819458,3.85688191977242,3.35585007602382,3.09575528147066,3.20860359881838,3.5962067331363,1.70618881608377,4.06993498246343,3.95116111976706,2.83245961264651,3.34615162587065,2.91131663901545,3.20304606891102,3.0911759168791,3.62859175382265,3.76784009434797,3.21694139378195,2.95440179495171,3.34452532722737,3.17261726034812,4.26642089222472,1.44163480396542,3.7467705142914,3.27611744849457,2.98709623538177,1.99527262132043,1.17888919377768,4.60068665180216,4.61720115711592,2.6720485009494,4.15769918700533,5.02418933766597,1.78929554173603,3.30943390817764,2.46105952168828
"ginger_18",5.48655825695522,3.79559846866006,4.33589361258395,1.55098122657321,1.74987177137707,3.09178826570652,4.45201494284637,10.3385312673588,3.4394966972918,0,2.5128550082932,3.9918480565086,1.804281607196,7.66765154266885,1.77143771545225,1.35566059475388,1.77960547225912,1.84012931537152,2.88200307442956,4.28118227843849,4.78868419631685,1.5684304802341,2.99344897306423,1.68752056711752,4.45966969539751,4.35752464797701,2.02139867736431,2.725967215651,5.9630925871839,1.57708590665526,4.08711235322932,1.87257826466917,3.10519065546331,2.71009865888297,2.01276934283543,1.43461981308735,2.01460483749956,2.76139862356462,5.38887850295897,2.81685973374852,3.77804671632317,2.48812315357608,5.87006798419438,2.22250150460177,1.53631121146425,3.12870488685392,2.1874839503243,5.02693265774109,1.67392472901071,1.90303422690136,1.89680891948238,1.86768957935411,1.7662710864573,2.56003849123136,2.18610777501391,1.52692979693086,5.96817291688644,1.92077344291183,2.74002193009803,1.89733394722629,1.75540802741568,1.64981839055657,1.67598113918455,1.95650531222517,1.933278270623,3.76605744909896,0.900845126596168,5.44954499030291,1.84179179546705,4.08519323102333,1.87607956598793,2.69112859847448,1.77084048681019,1.33250353182161,1.7417383412151,5.11419941736394,6.13731592298953,1.82982174752713,2.07695065345067,1.55423626341069,1.97321519772558,2.27621055176676,3.011994551169,7.42254361536304,5.72412166402777,3.31877892989818,2.52403260785173,1.61783281477983,2.73537627072819,2.06718676317777,1.62343803387389,2.72595943152441,2.3231686059861,2.38599223622327,2.03506136801275,2.10759315642135,1.28740748626241,2.50117751410359,4.46772584026839,2.79012328025201,2.94129695915424,1.91987557090335,1.54666797561427,1.51100291906417,6.16867693600064,1.58350410851294,2.68321119455966,1.64275946453509,1.61227212434498,5.66415227186486,1.6256914946959,0.903702412142386,7.35734839581868,3.43406859516378,6.54720763719579,1.56679650079692,2.018624933272,4.68556935751778,3.58136092430513,7.7204740627942,7.67427749131796,4.41806449190612,7.21101555200036,8.18482425041875,2.21969260398224,6.41288865370597,5.36299652492845
