"Taxa"	"wolverine_1"	"hamlet_11"	"joans_11"	"ginger_14"	"kubo_14"	"wolverine_14"	"kubo_15"	"ivy_17"	"kubo_17"	"wolverine_17"	"ginger_18"	"hamlet_18"	"ivy_18"	"kubo_18"	"wolverine_18"	"ivy_19"	"ophelia_19"	"wolverine_19"	"ginger_2"	"ginger_20"	"hamlet_20"	"korra_20"	"ophelia_20"	"hamlet_21"	"joans_21"	"korra_21"	"kubo_21"	"hamlet_22"	"henry_22"	"joans_22"	"kubo_22"	"marshmallow_22"	"hamlet_23"	"korra_23"	"ginger_24"	"henry_24"	"ivy_24"	"kubo_24"	"marshmallow_24"	"ophelia_24"	"wolverine_24"	"henry_25"	"kubo_25"	"ginger_29"	"henry_29"	"joans_29"	"korra_29"	"kubo_30"	"hamlet_31"	"ginger_36"	"henry_36"	"kubo_37"	"ophelia_37"	"wolverine_37"	"hamlet_41"	"joans_41"	"marshmallow_41"	"ginger_42"	"henry_42"	"ivy_42"	"ophelia_43"	"ginger_44"	"ivy_44"	"joans_44"	"marshmallow_44"	"hamlet_45"	"henry_45"	"ivy_45"	"joans_45"	"korra_45"	"marshmallow_45"	"ophelia_45"	"charles_46"	"hamlet_46"	"ivy_46"	"joans_46"	"marshmallow_46"	"ginger_47"	"ivy_47"	"marshmallow_47"	"charles_48"	"hamlet_48"	"ivy_48"	"joans_48"	"korra_48"	"kubo_48"	"marshmallow_48"	"ophelia_48"	"wolverine_48"	"charles_49"	"ginger_49"	"henry_49"	"ivy_49"	"joans_49"	"kubo_49"	"marshmallow_49"	"ophelia_49"	"wolverine_49"	"charles_50"	"ginger_50"	"ivy_50"	"joans_50"	"korra_50"	"kubo_50"	"ophelia_50"	"wolverine_50"	"charles_51"	"joans_51"	"charles_52"	"ginger_52"	"kubo_52"	"marshmallow_52"	"kubo_53"	"marshmallow_53"	"charles_55"	"ginger_55"	"ivy_55"	"ophelia_55"	"joans_56"	"joans_57"	"ophelia_57"	"wolverine_57"	"ginger_58"	"wolverine_58"	"hamlet_59"	"henry_59"	"ophelia_59"	"korra_6"	"joans_60"	"marshmallow_60"	"wolverine_60"	"joans_62"	"henry_66"	"hamlet_67"	"ivy_67"	"ginger_7"	"charles_9"	"henry_9"	"ivy_9"	"korra_9"
"Acetate -- Production"	0.0484021527433649	0.0451522002686851	0.0522919793661474	0.0515361744301288	0.0597268880066315	0.0480907076762674	0.0512680665394055	0.0618664497952308	0.0503999904905678	0.049082139260411	0.0503232570330246	0.0501307759372275	0.0504173830188288	0.0487752525252525	0.0489336633770389	0.0501760160928999	0.0488404928974842	0.045436114615246	0.066648692369911	0.0489494002888044	0.0378357125574643	0.055754128070882	0.0391468357478229	0.047375046541728	0.0497879446854012	0.0535209429776869	0.04950108305813	0.0311506371177891	0.052000800892423	0.0514202196763907	0.0501383348346416	0.050672025584511	0.0505034958884834	0.0554547560222359	0.0495693234938187	0.053132523374951	0.0488262242160982	0.0530695878319805	0.0490546079598043	0.0481244044009356	0.0489747651665588	0.0566471852747548	0.0486123577352529	0.0500747814081914	0.0507885871023523	0.0505129438166226	0.0554998730438734	0.0493289120480025	0.0510112240576027	0.0490312965722802	0.0494830805665619	0.0497524887123973	0.0524902285207299	0.047337140464532	0.0542568070768169	0.0575759707371975	0.0389456537835036	0.0595177133280574	0.0479107669190314	0.0352786828522822	0.0503233594895231	0.0498547158451349	0.0518274613105038	0.0508695100279259	0.0504029121682586	0.0476082004555809	0.0504616124860915	0.0425980714442253	0.0505043526323062	0.0489205739060475	0.0485278080697928	0.0506569321918503	0.0507711166224807	0.0501534200450756	0.051128593286664	0.0506668109394866	0.051165826594626	0.0533123289942791	0.0488595491481772	0.0561604383253723	0.0465226961746683	0.0500515564473428	0.0467602781077765	0.0523521115075085	0.05162126089346	0.0480673316708229	0.0543959353639054	0.0471188323822029	0.0439097821095066	0.0439659922852869	0.0518527729420542	0.0498938741819468	0.0504384645920294	0.0502267066862507	0.0490886950272493	0.0515615631983431	0.0480022044640397	0.0473546011529291	0.0495772643562699	0.0507399577167019	0.0499616964969705	0.0497395035243641	0.0498353143348131	0.0472126889898896	0.0517458981909971	0.0460585875068456	0.0481846327047565	0.0492767148856743	0.0477005347593583	0.0498863636363636	0.0537169700528479	0.0504363626352449	0.0474621127006716	0.0471765546819157	0.0300344431687715	0.050532612688251	0.0494577201746096	0.0499869564344912	0.0508409560342284	0.0394867308253135	0.0457429048414023	0.0398369162342476	0.0515770200711645	0.0464766577960686	0.0501898661347858	0.0521940045025475	0.0480499695307739	0.0494203450715724	0.0505401629008622	0.0850137417780935	0.0476333410297853	0.0527557727962245	0.0393826890878649	0.0448594040628761	0.0517975698359013	0.0589334757400061	0.0521569378907279	0.0528294300934767	0.0500298507462687	0.0458763298936085
"D-Sorbitol (D-Glucitol, Sorbitol, Glucitol, L-Sorbitol, Sorbitol) -- Consumption"	0.0453251587475367	0.0398604148235525	0.0462536445663613	0.0299047701124661	0.0904628942890799	0.03195186584995	0.0448180600182592	0.0453977751314299	0.0400584830078334	0.0455838442375307	0.039559671500961	0.044463818657367	0.0274872092300681	0.0366161616161616	0.0469879908769578	0.0354775293741142	0.0421444463460551	0.037867183276266	0.110164464815314	0.0371025255650841	0.109787079603194	0.0552003624647604	0.0994421927043621	0.0554068190280314	0.0467122415388127	0.0586751337479883	0.0422037569688576	0.173635516029549	0.047624495866823	0.0483051848352427	0.0417256466349247	0.0380310298630019	0.0400817905984785	0.064005558987029	0.0407659635052085	0.0433346397178209	0.0317595955280211	0.043722909606746	0.0261800872669576	0.0376562996332554	0.0459329004811947	0.051608894263066	0.0340717337450185	0.0395622411412793	0.0448257356667959	0.0408351366514386	0.0690106776784402	0.0325280277909364	0.0298602287166455	0.0388971684053651	0.0342259871567154	0.0414295816787249	0.113325180442654	0.0447783761150979	0.0309156630882967	0.0452658975801913	0.0367984599437287	0.0550253712583213	0.0310061838987459	0.0180790634641446	0.044873674226093	0.0362163294154603	0.0335857754362858	0.0318291444529068	0.0294639245823092	0.0327041978522616	0.0387032748924909	0.0283804514573745	0.0383791626364516	0.0454565771242122	0.0348964013086151	0.0354613011168572	0.0310442144873001	0.037608276536237	0.0342572407349735	0.0381150756079747	0.0373862276534794	0.0335200824380826	0.0400082888056719	0.0663810059005339	0.0399339639478851	0.0331354680489368	0.0359709428009426	0.0380403219115573	0.0510520530737222	0.0332086450540316	0.0491056229211953	0.0233574061916065	0.0658391590549574	0.0427064472959144	0.03037801541905	0.0372472141972761	0.0394076818515355	0.0362092087617345	0.0388277803285888	0.0410693846405407	0.0280793607054285	0.0474300546283162	0.0474217311233886	0.0378229257979683	0.0370220767462915	0.0376034324241496	0.0385221251611055	0.0310036174751878	0.144299537231805	0.0691940585428006	0.0433999437095412	0.0316378908072795	0.0343529411764706	0.0411688311688312	0.0686083382266588	0.0488946397599317	0.035428057823384	0.0397903264236359	0.0239265212399541	0.030513721991919	0.0369470320867648	0.0486424658358919	0.0408970197698436	0.108311461067367	0.0381803005008347	0.0997776130467013	0.0307976646975507	0.0646597350692006	0.0400444938820912	0.0304119435996682	0.0525898842169409	0.0264790725521145	0.0493644139999318	0.0451471451070006	0.0432925421380744	0.0304567672341143	0.0341413700225668	0.0233050074765673	0.0469591632218464	0.08891516631065	0.0633667872284366	0.0740375917177606	0.0478567164179104	0.0378369730421566
"D-Glucose (Glucose) -- Consumption"	0.0492434282553329	0.0436121760214948	0.0489450166485517	0.0514844658939113	0.0258932856332621	0.0420847995134454	0.0468692569450208	0.0410119376107351	0.0488071606024225	0.0490379688687079	0.0508649309802551	0.0494284607187833	0.0352134556828303	0.0492171717171717	0.0487390961270308	0.042975357746994	0.0494181071367448	0.043656514687331	0.0285791318414667	0.0498924350926826	0.0358395838374062	0.037102295610149	0.0371403346843774	0.0479246821864861	0.0493914673266613	0.0413205167239355	0.0470153758744363	0.0239785794544455	0.0431623809387603	0.0461940474784457	0.0478059451808004	0.050672025584511	0.0474253550855283	0.0382373378628783	0.0495693234938187	0.0459100834219809	0.0454556243917491	0.0461817322089999	0.0470712680153378	0.0480377718097548	0.0490119517764044	0.0421704957678355	0.0471762467238718	0.0500747814081914	0.0466742196118184	0.0500120221207021	0.0392895802429539	0.0511605873993368	0.0505082592121982	0.0459678754760722	0.0481623172564558	0.0485013327530871	0.0283193055655468	0.0498959048139662	0.0487893484460429	0.0462507034327518	0.0402783947875019	0.0375215306549974	0.048445356296596	0.026873504224215	0.0474777959817194	0.0505222376377582	0.0500713423334431	0.0508060421426758	0.0499984443545627	0.0479010738691832	0.0505367936727513	0.0419406092483016	0.0505043526323062	0.0443615071738256	0.049618320610687	0.0491504063274086	0.0507711166224807	0.0498004181714503	0.0517920734431912	0.0506668109394866	0.0509482539797658	0.0502801236571239	0.0494220038187712	0.0397583590896319	0.0418228330061277	0.0454532787113675	0.0461175920696438	0.0501534887579856	0.0451048127502552	0.0457190357439734	0.0452557420841736	0.0424978536437554	0.0445603918967189	0.0218583536697368	0.0520392937080328	0.0495990802429102	0.0481408860713813	0.05013091512868	0.0482901802647076	0.0488908268381752	0.0385505648939102	0.0473546011529291	0.0481751213795413	0.0509204352085804	0.0500174106831952	0.049800796812749	0.0485464699985679	0.0473750115944718	0.0205861730472584	0.045656231488829	0.0455389811426963	0.0491833877741484	0.0397860962566845	0.05	0.0373693482090429	0.0445447787902982	0.0488103263176291	0.0481296163926614	0.0626406429391504	0.0508999317835966	0.0460825345393997	0.0449501334457087	0.0508114488049572	0.0376494604841062	0.0445242070116861	0.0395107487027428	0.0515079282827236	0.0466250507009092	0.0464309002339765	0.0519175322880051	0.0384216940889701	0.0461002558101562	0.0482227447772893	0.0306642374085168	0.0489148002770723	0.0523512556885218	0.0458615418213584	0.0356686968890186	0.0458787423274458	0.0357987488556607	0.0382045078924046	0.0400643280731732	0.0373492537313433	0.0463562914966803
"D-Mannose (Mannose) -- Consumption"	0.0490705634241066	0.0436121760214948	0.0487897451822715	0.051406903089585	0.0257405872344139	0.0418893088318346	0.046821830426483	0.040489122542043	0.0487001794905322	0.0490026325553455	0.0504455705049799	0.0494284607187833	0.0350270315056859	0.0489141414141414	0.0486850496686952	0.042655328487176	0.0492255690569913	0.043510091908452	0.0284712860609329	0.0492146288273952	0.0358395838374062	0.0368254128070882	0.037080139652474	0.0478005709118633	0.0493914673266613	0.0409508068374581	0.0466247647455701	0.0239785794544455	0.042590314922342	0.0461349946852486	0.0477416033972462	0.0504343316478672	0.0474253550855283	0.0377740889437925	0.0492608499632205	0.044864975831887	0.0448384723112345	0.0458192134920009	0.0464101547005157	0.0479078229229836	0.0489078292688369	0.041683460970039	0.0470685383980182	0.0498590658076392	0.0463760770400405	0.0500120221207021	0.039236125031739	0.0497710405810832	0.0503626641253706	0.0454876635204504	0.0478435123195336	0.0484034161997498	0.0280075773925137	0.0491399062561788	0.0487166911884911	0.0435424873382105	0.0401303124537243	0.0370560029793771	0.0479685603652546	0.0268446699922148	0.0474433043028369	0.049684563231329	0.0493469432554056	0.0505204366590505	0.0490961700009334	0.0477709079075822	0.0499052717048086	0.0416392724085032	0.0503661738289346	0.0438027980154651	0.0481188658669575	0.0490490055480712	0.0507141024544599	0.0496103402394982	0.0514671035706065	0.0503151459409744	0.0501504877252783	0.0496168287396212	0.049066769289975	0.0391964034841248	0.0416294842048902	0.0457040938606025	0.0458449373867996	0.0470837135982743	0.0445356049305174	0.045573566084788	0.0444438624518765	0.0422200898944498	0.0442542225850895	0.021792752368207	0.0515419049987565	0.049009492364837	0.0479845063814943	0.0489175553994508	0.0481105144431358	0.0483457786014062	0.0384403416919262	0.0469622430809163	0.0477984262514649	0.050482132728304	0.0494881259140609	0.0494636837266319	0.0483316626091938	0.0463778870234672	0.0202776609171224	0.0454103472555967	0.0454826906839291	0.0485300979934671	0.0397860962566845	0.0495292207792208	0.037110980622431	0.043746386587011	0.0475869472948343	0.0481296163926614	0.0618140068886338	0.0504014272970562	0.0452724899869493	0.0448497983264102	0.0504868692829743	0.0375911344415281	0.044440734557596	0.0393476649369904	0.0506270079801016	0.0464766577960686	0.0464692570288827	0.050969627552431	0.0381474710542352	0.0458281173461057	0.048069386224994	0.030170151005157	0.0483491110598014	0.0515590763526041	0.0442357622964742	0.0355957547685911	0.0450801703620193	0.0352837961550198	0.0375697621499916	0.0398029952759071	0.0367522388059702	0.0461763058955284
"L-Lactate ([S]-Lactate, Lactate, D-Lactate, [R]-Lactate) -- Production"	0.0471690502806172	0.0429896130279498	0.0516708935010265	0.0505020037057784	0.0566729200296671	0.0390872757287458	0.0492168696126439	0.0586424235382962	0.0470716892317568	0.0459018710577925	0.0489603354883802	0.0481933546449675	0.0272179298630818	0.0433459595959596	0.0459286802935804	0.0388835550678919	0.0438986821838097	0.0386668769147594	0.0655163116743057	0.0443815754575192	0.0336922332446165	0.0492096254530809	0.0329266824511417	0.0461162036134111	0.0497879446854012	0.048975686138054	0.0437839565356344	0.0314614262832007	0.0418466291009983	0.0491614503366009	0.0451679320550766	0.0478413068844808	0.0467877402049162	0.051343421865349	0.0456778112616567	0.046824552563313	0.0433193287284293	0.049854204429033	0.0432368107893693	0.0418724190707211	0.0458362152955964	0.051726454386672	0.0390263167342836	0.0461487574781408	0.0463760770400405	0.049350805482087	0.0544708602279865	0.0505921364282331	0.0475434138077086	0.0397085610200364	0.0436079610147106	0.0484469346678997	0.0482219504591996	0.0472324637411461	0.0519136105207709	0.0547270680922904	0.00607137568488079	0.0506261347237093	0.0393284401548864	0.0217121766961737	0.0466672415279814	0.0449333787073637	0.0489737679727801	0.0482673267326733	0.0439003142403783	0.041750732183534	0.0467626981024269	0.0391190006574622	0.0478098659665607	0.0357126894024047	0.0426663031624864	0.0468326742282676	0.0477208586333704	0.0472207890949575	0.0508848658822255	0.0484486163334866	0.0487000036262102	0.0505643929074822	0.0467281419754	0.0494520932846305	0.0376583972871676	0.0392665050302372	0.0424757045202251	0.0458806936032523	0.043495328570307	0.0408146300914381	0.0505460545268837	0.0355537599111156	0.039572383528091	0.0418667506363326	0.0504103456851529	0.0439390366134072	0.0485979959341281	0.0449581710198608	0.0440780148923003	0.0489453316618521	0.031496279966933	0.0428726647149368	0.046731123388582	0.0483937503222812	0.0459363465422383	0.0451731535396874	0.0432478877273378	0.0393748260829237	0.0475669611555182	0.044985638125468	0.0435969603152266	0.0405506299580028	0.0371336898395722	0.0458441558441558	0.0441103934233705	0.0415989868678248	0.0445160162784311	0.0407433881343817	0.0565786452353617	0.0467675919609592	0.0384321137662571	0.0468966347600987	0.0499262319268221	0.0377369495479732	0.0315025041736227	0.0385174203113417	0.0478633364424638	0.0455961932273478	0.0455870507460397	0.049468778387772	0.0312918951858623	0.0394056495945137	0.0492792148042122	0.0811845721520551	0.0476795197413992	0.0519298837013315	0.0258911455679309	0.0195484882745541	0.0509363647751472	0.0562824229478181	0.0502047953244389	0.0524273796361443	0.0397373134328358	0.0336973042156627
"D-Arabinose (L-Arabinose, Arabinose, L-Arabinopyranose, L-Arabinofuranose) -- Consumption"	0.0478605096055225	0.0434647268914447	0.0487034832565602	0.0513465764639979	0.0255878888355656	0.0416286545896868	0.0467151207597728	0.040372941415667	0.0485218776373816	0.04892312585028	0.0498165297920671	0.049113629758791	0.0342813347971084	0.0482954545454545	0.0484688638353529	0.0421067068989165	0.0476638712989902	0.0431046134438638	0.0284173631706659	0.0476527274334718	0.0356883619646746	0.0365233588401128	0.0368995545567639	0.0468254108969699	0.0493914673266613	0.0404071158279327	0.0461098682575193	0.0221616581797318	0.0417608191985355	0.0459725995039565	0.047564663492472	0.0503911145684775	0.0474253550855283	0.0376389746757258	0.0491659350307287	0.0437452176996435	0.0436279047686867	0.0455512648750887	0.0454845960597646	0.0468826705940108	0.0487442081855166	0.0403735053069999	0.0470685383980182	0.0498159226875288	0.0449897140812737	0.0499318746493548	0.0391693060177204	0.0458866256118743	0.050137653536637	0.0451233647954959	0.0474563920389853	0.0482293423271501	0.0274081001366808	0.0469765873062027	0.0484805551014477	0.043507315700619	0.0387975714497261	0.0364973697686327	0.047289487372132	0.0265130763242121	0.0472018625506597	0.0492133713777126	0.0490176709472067	0.0503935008885504	0.04897171836595	0.0428246013667426	0.0499052717048086	0.0405982905982906	0.0503661738289346	0.0433111339561078	0.0468920392584515	0.0487592890356786	0.0503150032783147	0.0479267928422082	0.0504921939528523	0.050261043633511	0.0500417014178482	0.0495931396354247	0.0481046757744853	0.0389856701320596	0.0416592301743114	0.0448959117130675	0.0457670360488441	0.046834812909649	0.0443589542278401	0.0454488778054863	0.0443129141240866	0.0393666986515833	0.0434250140327601	0.0429163714608098	0.0513553842327779	0.0489800129709333	0.0478762435192648	0.0489175553994508	0.0476713313237378	0.0478552351883142	0.03744833287407	0.0460869827664262	0.0477984262514649	0.0503403289846852	0.0493627689950554	0.0493104505056696	0.0482839276337773	0.0454039513959744	0.0199411022297013	0.0451309333541962	0.0446101885730369	0.0483434437704153	0.0397005347593583	0.0494642857142857	0.0369700528479154	0.0433058943369215	0.0451901230869098	0.0471765546819157	0.0273708381171068	0.0500472267408301	0.0443724404842266	0.0429233640358798	0.0504868692829743	0.0375911344415281	0.0427378964941569	0.0391549295774648	0.0505406432445504	0.0461403005450966	0.0449733420275402	0.0509103835064576	0.0361060329067642	0.0453926958036249	0.048069386224994	0.030170151005157	0.0463749711383053	0.0514916568346536	0.0385091359103152	0.0342098544804698	0.0426687961919078	0.035207506866036	0.0375338331457041	0.0392401246356418	0.0366567164179104	0.0447164226861851
"Sucrose -- Consumption"	0.0480909960471575	0.0969232281529539	0.047633835377741	0.0513465764639979	0.0338336023733694	0.0407815283027065	0.0507700880947582	0.040111533881321	0.048355462574441	0.04892312585028	0.0502184169142058	0.0493800251864768	0.0387762288460343	0.048270202020202	0.0484688638353529	0.0438440085950716	0.0477066575389355	0.0422260767705893	0.0129954165543273	0.0484484130492441	0.0360210500846843	0.036372331856625	0.0368995545567639	0.0471268239924824	0.0494995975154086	0.0403636205471706	0.0461453783601435	0.0218030552965646	0.0400446211492806	0.0484971064131333	0.0475324926006949	0.0503262889493928	0.0567697110944989	0.0376775787523162	0.0490947488313599	0.0426814474740123	0.0444112131785706	0.0455512648750887	0.0452201507338358	0.0468826705940108	0.0487293335415784	0.0379383313180169	0.0472480522744408	0.0497871606074551	0.0443188932947736	0.0505129438166226	0.0391960336233279	0.0454760776882994	0.0502832486234646	0.0445272396092068	0.0480484583504122	0.0515693847576565	0.0190393976452533	0.0470812640295886	0.0497338927942165	0.0407639279684862	0.0386494891159485	0.0334481634933197	0.0472316939259088	0.0213517487961708	0.0473570751056308	0.0492133713777126	0.0490396224344199	0.0502348311754252	0.0486917021872375	0.0452977546371624	0.0499052717048086	0.0401599824676748	0.0503661738289346	0.0412774326196755	0.0468920392584515	0.0487882606869178	0.0502579891102939	0.048171178754718	0.0504651131301369	0.0502069413260475	0.0500417014178482	0.0489061556137255	0.048504314619381	0.0324178139926946	0.0403355345350705	0.0450909901624725	0.0445011393070676	0.0465444287729196	0.0417877051110937	0.0470490440565254	0.04130110258492	0.0395939599010151	0.0433484717048528	0.0427064472959144	0.0513553842327779	0.0489505335770297	0.0475033381049187	0.0488536943610703	0.0479308486215639	0.0472556821278683	0.0370901074676219	0.0461473455467359	0.0476100786874268	0.0503145464858454	0.0493627689950554	0.0491878639288998	0.0479259153181536	0.0453111956219275	0.011414948815033	0.0451085802420842	0.0448634956374894	0.0482501166588894	0.0397860962566845	0.0494642857142857	0.0304873752201996	0.0407455331332764	0.0459640975707188	0.0467000238265428	0.0285189437428243	0.0500341082017107	0.0439674182080014	0.0415989404611402	0.0504131012097964	0.0375911344415281	0.0427378964941569	0.0392142327650111	0.0505060973503299	0.0461699791260647	0.0479651720302252	0.0508708874758087	0.0335770871419866	0.0490393512219017	0.0480353065467062	0.0254454497730291	0.0465250519510506	0.0515253665936289	0.0392613622576497	0.0349392756847442	0.0427001127395716	0.0234398840402807	0.0330546839445256	0.0376520253291788	0.0324059701492537	0.0447164226861851
"Cellobiose -- Consumption"	0.0487594067278992	0.0435794095481503	0.0474440591411763	0.051406903089585	0.0256533310065006	0.0411725096659281	0.0468455436857519	0.0405472131052311	0.0487358398611623	0.0489849643986643	0.0505678839769352	0.0493800251864768	0.0332249311266234	0.0491666666666667	0.0486850496686952	0.0417409591734101	0.0492683552969365	0.0429244007929357	0.0128336478835266	0.0492146288273952	0.0358395838374062	0.0368254128070882	0.0370400096312051	0.0477651105476853	0.0493554239304122	0.0408855639163151	0.0469443556691879	0.0235004422768892	0.0407597036698035	0.045839730719263	0.0477416033972462	0.050477548727257	0.0474253550855283	0.0377740889437925	0.0492608499632205	0.0439131814194801	0.0448859455481972	0.0457561667586098	0.0461457093745868	0.0479655779837708	0.0489078292688369	0.0393322584979175	0.0470685383980182	0.0498590658076392	0.0457499776393071	0.0499719483850285	0.039236125031739	0.0501815885046581	0.0503626641253706	0.0451564828614009	0.0475930227262376	0.0482293423271501	0.0194230630889864	0.0496865513671943	0.0484623907870597	0.0409749577940349	0.0402783947875019	0.0340067967040641	0.0480985956192568	0.0268014186442144	0.0472880917478658	0.0498808931703359	0.0493688947426188	0.0505204366590505	0.04897171836595	0.0476082004555809	0.0499654166541365	0.0416940609248302	0.0503661738289346	0.041836141778036	0.0490730643402399	0.049020033896832	0.0505715670344081	0.0495560322589405	0.0514941843933219	0.0503151459409744	0.0502230119302317	0.0489535338221185	0.0491999822382736	0.0325583028940714	0.0416294842048902	0.0452303319120475	0.0458449373867996	0.0462540446361902	0.042042867237183	0.0452618453865337	0.0415368095749417	0.0422705923943235	0.04405010971067	0.021792752368207	0.0515792091519522	0.0489800129709333	0.048008564795323	0.0488536943610703	0.0481105144431358	0.0478007303646373	0.0381923394874621	0.0469320616907615	0.0477984262514649	0.0505465889754035	0.0494881259140609	0.0494636837266319	0.0479736502935701	0.0467025322326315	0.011723460945169	0.0454327003677087	0.0452293836194765	0.0484367708819412	0.0396149732620321	0.0495616883116883	0.0309101585437463	0.0417091099303472	0.0484607894539735	0.0481296163926614	0.0622273249138921	0.0504539014535341	0.045182485036677	0.0433247045130737	0.0504868692829743	0.0375911344415281	0.0442904841402337	0.0393773165307635	0.0506270079801016	0.0465162292373594	0.0462582946568985	0.0508708874758087	0.0357708714198659	0.0458553311925108	0.048069386224994	0.0254454497730291	0.04874163010852	0.0515253665936289	0.0455946227948849	0.0355228126481637	0.0452837279218339	0.0234971010070186	0.0329708496011881	0.0331691627299226	0.0332417910447761	0.0461363090952724
"D-Xylose (Xylose) -- Consumption"	0.0478605096055225	0.0434647268914447	0.0486689784862757	0.0513465764639979	0.0255878888355656	0.0416286545896868	0.0467151207597728	0.040372941415667	0.0485218776373816	0.0489054576935988	0.0497815830857942	0.049113629758791	0.0342813347971084	0.0482954545454545	0.0484688638353529	0.0419466922690075	0.0476638712989902	0.0431046134438638	0.0284173631706659	0.0475348480829871	0.0356883619646746	0.0365233588401128	0.0368995545567639	0.0468254108969699	0.0492833371379141	0.0403636205471706	0.0461098682575193	0.0221616581797318	0.0417608191985355	0.0459725995039565	0.047564663492472	0.0503911145684775	0.0474253550855283	0.0376389746757258	0.0491659350307287	0.043670567157494	0.0435329582947613	0.0455039798250453	0.0452201507338358	0.0468826705940108	0.0487442081855166	0.0403735053069999	0.0470685383980182	0.0498159226875288	0.0449598998240959	0.0498717640458444	0.0391693060177204	0.0458866256118743	0.050137653536637	0.045090246729591	0.0474563920389853	0.0482293423271501	0.0274081001366808	0.0469765873062027	0.0484805551014477	0.043507315700619	0.0387975714497261	0.0364973697686327	0.047289487372132	0.0265130763242121	0.0472018625506597	0.0492133713777126	0.0490176709472067	0.0503935008885504	0.04897171836595	0.0428246013667426	0.0498601629928127	0.0405982905982906	0.0503661738289346	0.043266437223439	0.0468920392584515	0.0487592890356786	0.0503150032783147	0.0479267928422082	0.0504921939528523	0.050261043633511	0.0499691772128948	0.0495931396354247	0.0480750728970856	0.0389856701320596	0.0416294842048902	0.0448401750132375	0.0457670360488441	0.0467103625653364	0.0443196985161341	0.0454488778054863	0.0443129141240866	0.0393666986515833	0.0433994999234577	0.021792752368207	0.0513553842327779	0.0489800129709333	0.0478762435192648	0.0488536943610703	0.0476314055856108	0.0478007303646373	0.03744833287407	0.0460869827664262	0.0477565712372342	0.0503403289846852	0.0493627689950554	0.0493104505056696	0.0482839276337773	0.0453575735089509	0.0199411022297013	0.0451309333541962	0.0443568815085843	0.0483434437704153	0.0396149732620321	0.0494642857142857	0.0369700528479154	0.0433058943369215	0.0451901230869098	0.0471765546819157	0.0270952927669346	0.0500341082017107	0.0443724404842266	0.0429233640358798	0.0504868692829743	0.0375911344415281	0.0427378964941569	0.0391549295774648	0.0505406432445504	0.0461403005450966	0.0449733420275402	0.0508708874758087	0.0361060329067642	0.0453926958036249	0.048069386224994	0.030170151005157	0.0463518817824983	0.0514410921961908	0.0384606051782291	0.0342098544804698	0.0426687961919078	0.035207506866036	0.037461975137129	0.0392401246356418	0.0366567164179104	0.0446764258859291
"Raffinose -- Consumption"	0.0479642285042582	0.0439070742815951	0.0474095543708918	0.0513465764639979	0.0262641246018935	0.0466571093444546	0.0471419594266134	0.040314850852479	0.0485456512178017	0.0489849643986643	0.0498689498514765	0.0493800251864768	0.0350270315056859	0.0483459595959596	0.0486418125020267	0.0425181730901111	0.047899195618689	0.0446589475581186	0.0128336478835266	0.0479179559720626	0.0360210500846843	0.0366492146596859	0.0372607247481841	0.0468963316253258	0.0494395251883267	0.0404071158279327	0.0461808884627677	0.0217313347199311	0.0401304310517434	0.045943073107358	0.0475968343842491	0.0504343316478672	0.0477771426058661	0.0376775787523162	0.0492133924969746	0.0427560980161618	0.0440076906643879	0.0455827882417842	0.0466746000264445	0.0474890987322764	0.048773957473393	0.0378375654977832	0.0477865939037088	0.0498159226875288	0.0442294505232402	0.0503726857417649	0.0391960336233279	0.0454129164692879	0.050217069038543	0.0446431528398742	0.0475930227262376	0.0484469346678997	0.0192552094573532	0.04704637178846	0.0484078978438959	0.0409749577940349	0.0389456537835036	0.0334481634933197	0.0474484193492458	0.0266139961362129	0.0475985168578081	0.0492133713777126	0.0491054768960597	0.0503935008885504	0.0486917021872375	0.0436381386267491	0.0499353441794725	0.0405982905982906	0.0503661738289346	0.0412774326196755	0.0468920392584515	0.0489910622455927	0.0504575386983665	0.0483612566866701	0.0504921939528523	0.0502069413260475	0.0500417014178482	0.048929844717922	0.0481046757744853	0.0325583028940714	0.0435778452019751	0.0460942507594125	0.0456696593763998	0.0464614618767112	0.0418662165345058	0.0456774729842062	0.0413534819160359	0.041386798646533	0.0435143134153187	0.0433230995302947	0.0513553842327779	0.0489505335770297	0.047852185105436	0.0488536943610703	0.0478909228834368	0.0472556821278683	0.0389914577018462	0.0462831618024326	0.0485936715218483	0.0503403289846852	0.0494045546347239	0.0491878639288998	0.0479259153181536	0.0457749744921621	0.0116112747160286	0.0451868161344763	0.0462426118772868	0.0483434437704153	0.0455187165775401	0.0494642857142857	0.0311215502055197	0.0409382484926906	0.045514693031733	0.0471765546819157	0.0285189437428243	0.0500603452799496	0.0443724404842266	0.0416390745088596	0.0504131012097964	0.0375911344415281	0.0431886477462437	0.0392438843587843	0.0505406432445504	0.0462293362880009	0.0453185531816961	0.0509103835064576	0.0341255332114564	0.0462907527349916	0.0480353065467062	0.025568971373869	0.046582775340568	0.0514916568346536	0.0386304627405304	0.0361792917320106	0.042637479644244	0.0234589563625267	0.033509784665501	0.0327872147954568	0.0378746268656716	0.044856411487081
