task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
3	fb/23df6e	2205861	minimap_pipeline:run_common:getParams	COMPLETED	0	2025-03-24 13:05:47.806	698ms	10ms	62.1%	0	0	77.5 KB	3.4 KB
27	fd/f95cd9	2205836	fastcat (23)	COMPLETED	0	2025-03-24 13:05:47.781	997ms	368ms	29.0%	89.5 MB	511.4 MB	2.4 MB	1.5 MB
26	4b/49e01f	2205899	fastcat (22)	COMPLETED	0	2025-03-24 13:05:47.828	991ms	426ms	190.7%	89.6 MB	512.3 MB	42.2 MB	29.2 MB
12	35/e278ca	2205956	fastcat (8)	COMPLETED	0	2025-03-24 13:05:47.861	1s	500ms	179.5%	86.8 MB	511.4 MB	47 MB	32.6 MB
8	a7/5c3fb5	2205918	fastcat (4)	COMPLETED	0	2025-03-24 13:05:47.840	1.1s	561ms	239.2%	83.1 MB	189.1 MB	67.9 MB	47.4 MB
15	7d/8b4505	2205882	fastcat (11)	COMPLETED	0	2025-03-24 13:05:47.817	1.3s	692ms	320.9%	85.4 MB	382.5 MB	110.8 MB	77.3 MB
10	ee/8c418d	2205937	fastcat (6)	COMPLETED	0	2025-03-24 13:05:47.851	1.3s	719ms	333.3%	89.8 MB	511.4 MB	135.3 MB	93.8 MB
6	af/c636de	2205844	fastcat (2)	COMPLETED	0	2025-03-24 13:05:47.795	1.5s	889ms	288.8%	86.6 MB	511.4 MB	160.1 MB	109.3 MB
11	6c/a8d147	2207875	fastcat (7)	COMPLETED	0	2025-03-24 13:05:48.919	493ms	190ms	49.2%	55.5 MB	382 MB	1.4 MB	910.9 KB
19	cd/088ce5	2207931	fastcat (15)	COMPLETED	0	2025-03-24 13:05:48.978	708ms	403ms	214.3%	66.2 MB	382 MB	46.8 MB	32.1 MB
16	62/6820f7	2207698	fastcat (12)	COMPLETED	0	2025-03-24 13:05:48.788	1.1s	720ms	295.3%	79.8 MB	382 MB	135.6 MB	91.7 MB
13	93/a46f84	2208860	fastcat (9)	COMPLETED	0	2025-03-24 13:05:49.327	545ms	148ms	42.7%	60.9 MB	382 MB	419.5 KB	191.9 KB
