"","wolverine_1","hamlet_11","joans_11","ginger_14","kubo_14","wolverine_14","kubo_15","ivy_17","kubo_17","wolverine_17","ginger_18","hamlet_18","ivy_18","kubo_18","wolverine_18","ivy_19","ophelia_19","wolverine_19","ginger_2","ginger_20","hamlet_20","korra_20","ophelia_20","hamlet_21","joans_21","korra_21","kubo_21","hamlet_22","henry_22","joans_22","kubo_22","marshmallow_22","hamlet_23","korra_23","ginger_24","henry_24","ivy_24","kubo_24","marshmallow_24","ophelia_24","wolverine_24","henry_25","kubo_25","ginger_29","henry_29","joans_29","korra_29","kubo_30","hamlet_31","ginger_36","henry_36","kubo_37","ophelia_37","wolverine_37","hamlet_41","joans_41","marshmallow_41","ginger_42","henry_42","ivy_42","ophelia_43","ginger_44","ivy_44","joans_44","marshmallow_44","hamlet_45","henry_45","ivy_45","joans_45","korra_45","marshmallow_45","ophelia_45","charles_46","hamlet_46","ivy_46","joans_46","marshmallow_46","ginger_47","ivy_47","marshmallow_47","charles_48","hamlet_48","ivy_48","joans_48","korra_48","kubo_48","marshmallow_48","ophelia_48","wolverine_48","charles_49","ginger_49","henry_49","ivy_49","joans_49","kubo_49","marshmallow_49","ophelia_49","wolverine_49","charles_50","ginger_50","ivy_50","joans_50","korra_50","kubo_50","ophelia_50","wolverine_50","charles_51","joans_51","charles_52","ginger_52","kubo_52","marshmallow_52","kubo_53","marshmallow_53","charles_55","ginger_55","ivy_55","ophelia_55","joans_56","joans_57","ophelia_57","wolverine_57","ginger_58","wolverine_58","hamlet_59","henry_59","ophelia_59","korra_6","joans_60","marshmallow_60","wolverine_60","joans_62","henry_66","hamlet_67","ivy_67","ginger_7","charles_9","henry_9","ivy_9","korra_9"
"wolverine_1",0,16.3778844061293,20.5694114732066,16.5941628914757,19.4626346183905,16.1430322874021,16.5666665811313,19.1948819791867,17.8574908689801,11.6622981312445,17.919691421704,13.992937473907,15.3456943202696,15.3820614751113,10.1110297920603,14.6754882152163,15.7537213005676,15.5327428257625,22.4309912196305,17.5262199395685,17.2202085595247,21.5816179284313,18.6131142606833,16.3321626269494,22.5423422980474,20.2719966092579,17.3973103749185,19.6326139346404,19.1002524542655,17.965382833401,17.8772844847022,19.0740273504679,17.2579696775892,20.6031584292269,16.078771541931,19.4457525129039,17.1250086058155,20.1752733260136,19.0702458124137,16.134340472711,11.2537512673329,20.5343330954223,17.6936774201425,16.3482448553568,18.7496078700807,17.4897787672151,20.7444214711843,18.5201200046751,17.5870201153727,17.9813829530376,17.87285615382,14.5198196224276,20.5688889104504,11.1287991463019,20.1272148378052,25.1189611152875,24.1295091721856,20.5926972670432,16.7692012950679,13.8384031429048,18.4123971654956,17.3351162255402,22.1796832724224,21.95196483265,19.9892274792027,17.1852532634544,17.1925046648899,15.9367632653672,21.4088283059125,21.1542875806637,18.1406451385121,18.6048344370643,18.7630702675153,17.2713649047183,14.7674614693654,19.9907605195181,19.575619014222,20.4426149229492,12.2407093107998,20.8484827133572,19.2573731097175,16.4177587798956,14.0884541355521,20.895904802748,20.2272286164406,14.4585377893429,21.7665352536707,18.2518485822132,15.0170798711821,20.9202090900309,18.1301879415354,17.3150664363726,12.4343886516644,21.797776992707,12.4868758775683,19.9556850881454,19.5681523179028,15.9287969849377,19.3549104249606,16.5272231709621,18.8948708523562,20.5274337081575,19.3460976091163,14.9959403992742,23.2476659186256,15.540583029541,18.6898202594813,23.0953543223299,17.6585889412417,16.5298361383027,19.9769665083911,21.7055332575022,13.895246052612,18.7490129778588,15.6831316205655,19.3742794504374,13.4092800050354,20.3804251192536,20.0194837168724,20.9953708951182,18.0149724743135,14.7577619426207,18.038210840464,13.3727645358781,17.4740218322918,20.3745557871532,23.3289769210947,19.937711488912,20.9065445692696,23.6894408865716,16.8366632535748,22.0526832410109,17.903727459848,19.0643931789704,16.0488212832021,24.4842042576495,21.5752565511117,23.5648446095476,20.9139256400465,18.2104792076392
"hamlet_11",16.3778844061293,0,19.7601034574667,18.2290735338362,16.6983827000084,18.8220070831681,15.5445598561285,19.9537386351491,18.4168917471769,16.1389556581201,19.1317983070698,12.9807279342986,18.9805857709103,18.0916109876793,16.1987570910848,18.9732179074495,15.2787860996596,19.6543556731511,19.6536847585415,16.762211075497,14.4240996554717,21.0035316778043,16.4188902308227,13.9663755340242,22.2222193777453,20.2709083544055,18.9424656852009,16.4453470844077,18.2714623213503,12.1187033749147,18.7351322120197,20.0704483405607,10.7000895402859,20.422684469607,18.3595999365462,19.0596468980898,20.3686863061308,19.8296912767793,18.7596830413794,16.2647828232444,16.8154195701474,19.1109092133192,17.9801993551415,18.8913130060525,17.7803098309135,17.1935468961694,19.9242270791423,18.5767074529601,14.6502328285774,19.4173004655343,16.1004785959625,14.4869793201529,16.6152561584533,17.2686161083984,14.9824123484337,24.4945834597963,23.6575560188682,19.0819670240036,20.2277514801839,17.1074694357822,15.5257967060041,20.5644536334059,23.5152459527275,22.0158033403808,20.7486276649166,12.952122790817,20.0596994464747,18.614551973639,21.549406578986,20.3006772069336,18.1727402488168,16.1834374351648,19.6825362655584,14.582285503556,18.4750868537631,20.8203230195438,20.4834744567271,21.8193161498157,16.5696589553427,20.5223567086581,19.7884074194293,12.7141328621632,16.7370831687321,20.7739915435492,19.7451915122171,16.2044682634207,21.3433753669891,16.3955673463605,19.1141254235582,20.0879057434865,20.7990727358064,19.2126657335699,15.1718401136119,22.4546928055276,15.9817984599563,20.0974429357518,16.353947766044,19.472229565865,20.987317295409,19.7429546787286,21.2261899668048,21.0410000350622,18.9834760168299,17.9010407502631,19.5931707667844,18.6250159204234,20.2074541095658,23.233797909583,18.3722569487957,19.9097878024429,19.1880397626708,21.5040645689717,16.8440384773455,18.2361053435631,18.1422417451013,22.6610164079492,18.28873185171,17.0046625049344,20.4587366374184,20.4826142856583,16.3423465771241,17.3399810756927,20.3275832955058,16.7908495887911,11.5695299453111,20.8148447462189,21.5546445370323,19.2372622137594,20.1217384221487,22.7285898586147,20.0257441475365,22.367119955817,18.6736431840169,15.573362746464,18.7756150388115,24.2634490664388,19.2819626380066,21.0339157352896,20.4484450635586,18.8855711490949
"joans_11",20.5694114732066,19.7601034574667,0,16.1605273470634,16.4327713730495,22.5422182195602,17.0077992821446,13.0326738902816,15.2007876002743,18.2462273309084,17.2378748044466,18.3841153831909,25.32778895839,15.4703262547259,18.5211802014672,23.7761193930289,19.0241381764357,21.0897053916046,12.7342500633956,16.2581509365158,18.851244803549,16.5098660658563,20.266682603339,18.2674937410126,17.379884664531,14.7068069223509,15.9290235841003,17.969857487116,14.3844274664946,18.4548803735571,13.7854318132077,12.7019272778509,18.6740878571682,14.5003737329566,15.6604514156649,14.0422938148027,25.35721749319,15.5130827609183,17.5346251653638,21.9517875365158,18.1550852350631,15.288520435036,15.218514180594,15.4011208033882,15.2325647792037,12.1942244248898,14.5840086082615,13.3015999982686,19.5206894621217,15.2551725984398,16.0528272063381,17.105129688385,19.4219504003372,19.4505150358907,21.3942910906094,15.3803979352566,22.6735511269212,14.9831325220817,18.7775517862921,23.2559451931178,21.1471243241935,17.4277103788743,16.147129131902,13.4157912579544,11.8471594810774,20.743769635293,16.5197169236088,20.615226435927,12.6885681544938,13.7804259602531,14.0227146063278,21.546675728266,12.6818144231815,18.9436953517672,19.529576116059,12.3812829019213,11.7262055100863,15.2000184497158,19.9979068794728,10.6409637967358,23.2484388096919,19.488581008779,21.2565843168802,12.7117899620078,13.0966655823223,20.1183428908575,11.9117444480571,23.1702851866455,19.0196650281654,22.5883086537374,16.5313065603268,14.6093855794776,18.0559344856761,13.683211956933,18.0931498703319,10.4470721115306,21.6731457813082,19.5110980875297,19.3647829302524,15.5821771708652,15.3303775291537,12.9792755201561,12.4950881035532,19.0899615364919,21.9569705017044,16.957440111473,20.2756610173947,15.4895945358766,19.8178023080325,15.8263128312216,15.0913506968925,14.3791647984121,19.4230038142429,15.5485217494101,18.076591342593,19.9226564073202,21.2830195172668,21.416823651819,12.8163713101509,12.0260590420731,21.5516394165504,18.7353446400311,17.0475765213642,17.9133349892254,19.2220593219319,16.8039924991356,22.7946492119854,20.24073945435,12.0443486656816,13.22774012933,19.9824546918261,12.5847534251766,19.7403696853603,22.6880501263437,19.9352294923436,16.3319811014917,18.9160670827449,20.5496585937477,16.7039723052177,16.5038411769326
"ginger_14",16.5941628914757,18.2290735338362,16.1605273470634,0,19.5269944532802,18.4690217096696,18.6828315018615,15.9679658781431,16.7863403325857,13.3636047431462,13.9912235399457,16.1699153063493,21.1887105743671,15.6550038863947,14.914738204194,19.1498578807013,16.8635411775428,19.2998488631545,19.4446420933367,12.7367085592798,18.3294090313944,15.7004052810506,19.6906565074768,17.122529041448,19.2497036874598,16.7630427029492,17.8294369975363,18.8301425004491,14.7618282686526,18.4291085991339,17.6218864886027,15.1381601744343,18.1397296217623,16.2001717384515,9.38301304718508,14.4239289232324,19.2083956038566,14.8418171779184,16.3447574361204,18.9985173047234,15.0127630554739,16.9645713425134,18.6400981254378,9.90785616191253,15.7646968453434,15.1129246425945,17.2495185445337,17.4610123055293,16.6257966566054,12.0718578867101,12.7394692100885,14.4710058131313,20.5029839239881,16.8072683614637,19.3949937406318,17.9446608447235,22.5692445096001,16.5681055364371,11.4013654988756,19.0391957253768,19.8279174130041,11.6780515046124,16.2963642163986,17.0369870748778,15.1795656456992,18.6718748701481,11.5376228407934,15.4356237079375,17.5552316339711,17.374963678638,15.9303245497134,18.3351246303914,14.6049143212012,16.9661348544971,13.4281656308602,15.6297047310892,16.2364836329841,14.4105898846861,14.9514437026508,17.8007288754768,21.9302487005074,17.3053115708911,15.9176556954299,16.4648448701424,16.5325922364085,14.609797378696,16.2467054323996,20.0678027655524,18.2952067926156,21.834693288934,11.3699023004323,11.9067928313419,14.4431361154563,17.5946620294555,13.9569144310662,16.2025482212455,20.3495678975347,17.092044442186,17.7798651420859,10.6364995122955,14.1980426852489,16.8906837985347,14.690575174625,14.3664050766777,23.3374047490518,15.5743308619039,18.7793238499149,19.1165692503139,18.8668097337556,11.2931876441112,17.9098376974673,19.0348051119784,15.4970428757483,17.6244263581964,17.8920445316249,11.9338989413471,17.0688188277519,20.3523669450852,15.8249993521371,17.808715979395,20.5996261883303,18.1380810014986,10.4274481423979,16.7678220449536,19.2782945013103,14.0437952230616,23.1602473003827,20.0107144226278,16.3341273792325,19.0804225009395,17.4718804599463,15.9053196226668,17.1328091418173,21.0132336693218,17.3928900977887,18.1755684312886,21.2911120120585,20.5641461967968,18.4481184060315,16.444444442813
"kubo_14",19.4626346183905,16.6983827000084,16.4327713730495,19.5269944532802,0,23.0096589418304,9.60075004757259,18.0705785321394,14.1435878637757,18.6576190543445,21.1450757557699,17.6605496346124,22.1556571259535,16.3365900328636,19.0412161690783,22.1827112559682,18.5315324545435,22.6742921718075,14.4511104849837,18.3349045027885,15.0999499952728,15.2456144036879,15.1673641861419,16.1193203382512,21.7535412961196,15.4321103877339,13.2400618268974,14.3192701652274,15.7819594818458,14.7075407987032,12.9691075115695,19.3362113651937,16.0370823542419,14.7493081697489,19.4924442713424,17.1730157494658,23.3915114189773,15.4257085335445,19.7563126592261,19.5439066922766,18.9753203992561,15.9891679506052,15.5818294889435,19.6629858416023,16.6749215836792,18.0004775663052,13.2595541106406,14.529295216065,18.078243493569,18.3389447543038,16.2604151100072,15.3950301693119,12.3741064551472,20.2417477748149,17.708809980682,20.3593361271522,24.2878081604945,16.0283314768643,21.7218580372141,20.2882258982329,17.0967495201615,21.6622611388015,21.6272378752237,21.4274145302299,17.7920415323947,19.2972234162413,20.7738388339827,19.7533754407978,20.8720248143188,17.5908686937814,18.9234696194159,17.8735639272111,19.0916134147391,18.3575597424902,20.8510647679573,20.253142787775,18.7218295551963,18.5986167517002,19.3932242752945,15.2867190108971,21.7185178430437,18.1460664598898,20.0921044058361,18.3031861153852,17.375045595805,18.5882069373726,16.6052015552751,18.7746404652156,18.0749325084344,21.7673341545244,21.1380697596249,17.8769588961716,16.744716542218,21.6870920686097,18.4561012047999,16.5976932998559,16.4382475639727,18.5582904211643,21.3239897046123,20.0466222172277,21.3593807219822,20.8270834231182,17.0874696852142,19.2533036475518,16.0502056612638,15.5287462391696,21.545214513891,22.62025613769,20.1973110123435,20.475786326514,15.0010030337759,17.9148698384769,18.9438231359324,18.5149797637097,19.715681747041,23.6368063257684,20.8975009054329,17.0169289765838,20.4831382628315,15.5980363921673,18.2307715516654,15.6515371345917,21.1479969558104,16.3221222181183,14.5527525297343,20.5840302387897,19.7257694696104,17.571580939282,17.5902668178119,16.1697491776826,20.1308727909454,20.4119485706835,21.1821704050157,19.3614145799256,15.9925092221669,19.0318320991406,16.8225166457069,19.0584832068024,17.0647759572801,18.0070166474122
"wolverine_14",16.1430322874021,18.8220070831681,22.5422182195602,18.4690217096696,23.0096589418304,0,20.0926504762183,19.5525814376628,20.6402960141645,16.1371904842323,22.9994687477818,18.6518247251338,21.1556669733049,20.2217339973237,14.8424927827489,19.9361542908383,20.1635610653699,11.942535851907,25.9104973433199,21.332351858484,20.7201698826811,24.0699612356113,22.2133909468144,20.1788533952223,22.9780303228405,23.5104595249098,21.6708453960196,22.6385232444863,23.1893830601956,21.4618772713406,22.0320522653562,22.0673818373962,21.1091301827925,23.4280755076574,19.7760122944957,23.1572772093279,19.0801606121837,22.1321457469135,20.4726496206701,19.3771237676461,14.9932280806697,24.9605887179546,22.0669369180282,19.815539405704,23.3527848360203,18.955548775118,23.9487125244719,21.8437384774103,20.5406300535273,21.8477448130531,20.6546596362755,17.7455051267759,23.0805400968022,14.5257039386631,21.4960018446993,25.6083828818431,27.8450536505613,24.7285581660822,20.5695110922997,18.788702420483,20.8724708555631,20.5943618292991,21.3296948400806,22.2952659540405,22.6531658298049,21.4256566739912,20.1951490498693,19.8328646494172,22.8665961680423,24.1216931169229,20.9812312685227,20.4705890430515,19.7548335154283,21.2381067590263,17.4598833118414,21.7390655330965,23.0713338023366,23.0217714527871,18.2910576214121,23.8684794024234,20.7632907086841,19.0941802746701,18.6631117071582,23.2731435398654,23.2089119760551,17.2832301457918,23.5713148889998,21.194369219851,17.28029187478,22.5623463937516,20.2900537903092,20.855065694466,17.9097738104961,22.9138374181403,17.4300135305439,22.7958160506744,22.3038312485684,17.5736785305317,21.3153393865564,19.7655628423208,19.2935557707249,22.3764643551958,22.7225358454419,18.7065092397954,25.7013145514321,18.8885597104536,21.4198880328842,23.7806008247346,20.2768958388158,20.0480891430913,23.0580547840708,25.16435506879,17.5536468915837,21.6122739218484,21.1022054139254,21.9404253717875,19.0444299507876,22.6234623143895,21.8600191515235,23.3234771899386,22.5693005117127,17.8471719946477,20.3845852394286,17.2025538145495,20.7964517935576,23.6547794864433,26.5880851844415,22.3295457852361,21.9897704310178,25.7087960922333,19.5015207187613,23.1120395333205,23.928048899226,24.0789597610956,20.4269456737824,26.6916336551588,24.1982813820364,27.441160393758,22.5965409018269,21.8276664448029
"kubo_15",16.5666665811313,15.5445598561285,17.0077992821446,18.6828315018615,9.60075004757259,20.0926504762183,0,17.0880880796348,10.9527724281578,16.7369079955777,20.7477712828116,15.6968449718507,21.5932931993994,14.5088052948044,16.0491885278514,20.6679489803218,16.4523273016946,20.5836946569035,17.3661106260457,18.1422183778642,15.1792892300354,16.7560360509522,15.3167407168604,15.2616476048175,22.4968721319635,15.3491703963236,11.2877073164484,16.347042600334,16.7749859432012,14.8714975622387,12.3492483713543,18.5775699437718,15.4893809539882,15.8869974730951,19.0009354010764,17.780982361954,21.2767180662301,15.051060659532,19.4967599304337,16.9807145962996,16.6068159838978,17.6152265287123,15.5007984690933,18.9847165508504,17.0237241038221,16.8615509438455,15.425455373269,14.3572868024293,17.2421404851688,18.4114664758274,16.629655588586,14.2322564675881,14.8228118151939,17.7097993509387,16.5583972107538,20.5896160394238,24.7763758770281,17.6985987183741,20.7625804437786,19.0098882103797,14.6913834525986,20.730707886068,20.5445313852847,21.7640779061864,17.9408368089632,18.2872178499747,20.1603373888175,18.6832425393758,20.968755346605,17.5230962938677,18.1784719059303,16.1634294275656,18.2002481603625,17.3809594487283,18.6127334188254,20.0310473307039,18.1615502390663,19.6431496941356,17.7736063148551,16.484254949114,20.6430379549165,16.3613893234474,18.9863790398763,18.784867358491,16.3826913610244,16.8536703944703,17.5497796135438,17.6272698530906,17.7128882993162,21.7550668502064,20.3889711533129,17.7929419893382,15.4728841405168,21.9394530962256,15.9426206194317,16.4593325386479,16.3785597835129,19.087294427911,20.4320215210241,19.1144958878256,20.5442721255845,20.8560202720116,17.0267005252415,17.7463781663665,18.1935609768509,16.4154120427483,20.6074744001139,23.2345740977599,18.5589895760487,19.5956236783481,15.5103732157649,18.1994272327451,16.1455810079064,19.0150786596468,17.8086624033864,22.5272059116235,18.9068410065439,16.8121722914272,20.0900434597658,16.9722067135767,16.6652427051262,15.5040644529821,20.6458316323922,15.36317093064,13.2232326315071,21.2284694093186,20.6317032337297,16.2900601047338,18.1721539242015,18.3959852086172,20.1502778907375,21.1292614891826,20.7004063675654,20.2188339901418,15.2633055294815,21.2434040353013,17.8958373019902,21.5482064586472,18.0008192274585,15.7214268771033
"ivy_17",19.1948819791867,19.9537386351491,13.0326738902816,15.9679658781431,18.0705785321394,19.5525814376628,17.0880880796348,0,14.9552336658201,16.1793355106507,18.9587925058128,18.0291313345873,24.6631684942985,15.7247274976657,15.9861462219885,23.4688394194272,17.9792356676685,17.3266436450136,17.3410411329705,17.7645102030185,18.2763105241956,15.6624623713321,19.4247109694915,18.0804624074637,19.2494499346427,13.8190331937931,15.8159568015295,18.5499729364031,15.6810436900726,18.618772739718,15.3253876959427,15.8619614322647,18.8894912612282,14.3086545097645,14.5985998204276,15.8865986683672,24.2996324652338,13.7414827857998,18.7402180549654,20.5383652240111,15.1362212658647,16.9954056775331,18.2081823008656,14.3036991049634,16.6102153546048,14.7037752141476,14.9194801488608,16.664799116375,19.2125063834972,14.1286614484735,17.3568026136272,16.1250817868286,19.3872028397857,16.9979612691806,21.034321642969,18.0410690990667,22.6869266297765,16.34460484527,17.1951282256637,21.6210485902035,20.0354289766306,15.5345696141602,12.2565009337526,15.9480603022493,14.9814228461373,20.5082333361992,14.9108926926793,18.0221616923533,15.4571560722818,14.7234114223389,16.35716810647,20.671597263571,14.8820465683469,18.6166744709945,18.144584708905,14.8715860589961,15.7051176659427,14.6029929294775,18.5966928050845,14.5145531526487,23.8808897353314,18.8155474315129,19.4295756138235,16.966175441783,13.6843249361433,17.6694869246096,14.9859117780315,22.283499690773,15.8550175065158,23.3344464043825,15.4119619563517,15.3651361658965,15.8213130774309,15.8809091068717,15.6393346668649,14.1589398420042,20.9658669922964,16.8851916029798,20.0054573163167,14.3433448487001,12.7279846848104,15.3333020668738,13.9311383323771,16.545203943193,21.8648296598145,15.3992278801511,21.1053515433388,17.6485451101291,20.8119942664235,14.2905035491953,14.453105152184,16.0610783370059,17.1428512551077,17.6452487414599,18.2112190082201,17.7713602451225,18.910794315838,20.9036091121502,15.5350473182839,14.9535208930158,20.6322349934597,16.4097998824531,15.5689878660457,16.0870703514822,18.719110590849,18.3853408085212,22.9114441286453,21.9561539185389,13.8555475376008,16.3674132205725,18.2953692253667,14.3947513124174,20.2700705324095,22.5337884026943,17.8022911958905,16.9078793769073,20.3409822464692,21.1713633006941,16.2032598368602,14.9845743859108
"kubo_17",17.8574908689801,18.4168917471769,15.2007876002743,16.7863403325857,14.1435878637757,20.6402960141645,10.9527724281578,14.9552336658201,0,14.5999931914802,19.404509080664,14.9619579736671,24.6762523164505,10.5354906551535,14.7755351180956,22.8588380056295,14.4077787341824,21.2363975807941,17.3267999744813,17.2903952880162,15.5061713235963,13.6602701528113,15.3829788795302,14.51140093899,22.2804916534555,12.0528431038238,8.9056576849426,16.2302233052765,15.822257438722,16.0520275136731,9.45470390340419,15.2157850805934,17.081928152462,12.5171583625343,16.9914531757462,16.0999072996737,22.7193499034751,11.2549564802704,18.6128436737561,16.2452414875654,15.2093049840444,16.808096288389,13.9221182247744,16.5343755576499,16.1288821624233,16.4150016137381,14.1864611467279,12.6457798937142,15.8993605580229,16.6261919659276,16.2322086849585,17.0345490874226,17.0150533007035,18.375763293674,16.5241634041233,18.3588746270923,22.8410933660794,16.6707790427563,18.8770828400096,21.6379093204391,16.8024522278684,17.4298177359809,16.6001540534533,18.4375701851947,14.1712639952998,17.8768727137555,17.1290990884291,17.4148030450356,18.0250685613735,13.3670915717057,15.4374535143584,16.6611307872661,15.2350158453072,15.3549681281778,17.3950359440346,16.5947463181912,14.9381589783435,17.0944214714618,18.3627695786969,13.9202564338516,22.5575851527096,15.4832977641432,19.1592469231378,17.0535692945889,12.5467020213851,17.8453827453552,14.3998168417186,18.5581825860531,17.962618033665,23.0134347142323,17.4073132589093,14.9702745064124,16.338424381925,18.8636810748912,15.7026451446821,12.943423948201,16.5890776807635,18.6731864794907,19.7630918188214,16.2190716054062,17.2259559747202,17.684195433373,13.5844892836292,16.2477629836977,20.134303884496,16.4886398125381,20.4647520113837,20.2618201998494,19.5532369436482,16.4486112892136,13.6393580578513,15.6655161030651,16.5105892473776,17.7987544548866,17.4755564218298,18.7897251287607,17.8002493995144,17.9001058617324,17.4215783336015,15.0767651791962,17.1152690932844,17.629002658806,17.440067747711,16.2293109560537,14.7110166899787,18.9894390465951,20.1119537321738,17.0362102434182,15.9807480286164,16.3033759915184,20.2891692881245,18.7237436324175,20.0867847529142,21.0532190272039,17.089650904301,19.3623254830994,20.4598048294567,24.1309352957182,17.5479473358302,11.259483671511
"wolverine_17",11.6622981312445,16.1389556581201,18.2462273309084,13.3636047431462,18.6576190543445,16.1371904842323,16.7369079955777,16.1793355106507,14.5999931914802,0,16.9742990086545,12.2317224775107,19.0543054377989,13.0242224075221,7.18147338428936,17.3887134818808,12.6872099878938,15.7552940173552,20.6326869512339,15.7800141101524,15.1182373221119,17.2849642491299,16.1874945541869,13.9280320841446,21.0305049805169,16.1567120542843,14.922489503683,17.2634841787913,16.929657201008,16.2629731156451,15.3936052473709,15.5733699847531,16.0859655566934,16.46332881319,12.4088552470999,17.1709084986737,19.0165340771717,15.6030855576291,16.7011167804928,14.2547392630975,7.34926213971998,18.3990338311102,15.3877329983829,12.0182935878076,17.0776195055507,15.7533312557444,16.992200919645,16.5972872175804,14.6466709304526,15.5494653029999,15.8416820098088,15.0577966253699,18.7498725986897,12.3375913095361,18.3715078745349,22.7241686266947,21.2260272600674,18.2703918091462,14.6944801446124,16.1099728339727,17.4515923670559,12.6571228517742,18.2060821930991,17.9670392309838,15.8376876674015,15.4131015996713,12.0955607711774,13.3119365486849,17.5951409545999,17.2338280789524,15.3675460095623,16.6428512777914,15.7810198902272,14.3091251249141,13.2205515794199,16.0656372229602,16.1954940649704,15.764904998166,12.8580559325467,17.9675144559691,20.8474888355309,14.077059787731,13.8540423352684,18.9300392632792,16.7138668409767,14.1779097522379,17.8175892226008,17.1815691913375,14.4638553372911,20.8197396192297,13.4178797218545,12.9324391379126,12.7837844017414,17.7681320863384,11.6977612773773,16.1800877799976,17.1280043240557,14.5665781453205,18.6601926116187,11.7951323803303,14.1171844348039,16.8019616395454,15.2817750479915,13.4473412909234,21.3772243871152,13.8585837751479,19.2858754105977,18.8475021713221,18.6896509576467,11.7322456204607,17.373018282525,18.7430053728679,14.2383067770009,15.8847071531867,16.2311455220295,14.5781228009773,12.4593596592469,18.8009987147709,16.3184177673141,17.7505002132026,16.7847586124134,14.8871110191338,13.0485815444516,12.8095912062526,16.3650901385995,16.7909470916306,20.6069254225474,19.4484279827544,17.5656369040298,20.2016980024499,15.6186825854534,18.7493806383215,18.1412547006548,18.0405847691032,17.4509573747612,20.9396361560159,21.7746961380641,23.7883058874331,18.5397032101643,14.6561921985416
