task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
25	48/5e66bb	2146427	fastcat (21)	COMPLETED	0	2025-03-24 10:53:45.484	845ms	211ms	162.6%	88.3 MB	510.9 MB	17.8 MB	12.3 MB
18	ee/51500b	2146492	fastcat (14)	COMPLETED	0	2025-03-24 10:53:45.543	836ms	274ms	142.3%	84.9 MB	382 MB	18.2 MB	12.8 MB
13	6f/3063d4	2146512	fastcat (9)	COMPLETED	0	2025-03-24 10:53:45.553	850ms	297ms	212.0%	84.8 MB	382 MB	33.3 MB	23.3 MB
10	6c/c3971e	2146436	fastcat (6)	COMPLETED	0	2025-03-24 10:53:45.506	913ms	290ms	141.6%	84.8 MB	382 MB	19.8 MB	13.9 MB
24	8f/199b36	2146530	fastcat (20)	COMPLETED	0	2025-03-24 10:53:45.563	963ms	375ms	151.3%	84.8 MB	382 MB	26.8 MB	19 MB
21	7f/966dba	2146549	fastcat (17)	COMPLETED	0	2025-03-24 10:53:45.572	1s	468ms	237.2%	88.7 MB	512.3 MB	56.1 MB	39.7 MB
6	c4/b8a6cc	2146474	fastcat (2)	COMPLETED	0	2025-03-24 10:53:45.532	1.1s	535ms	252.6%	86.6 MB	511.8 MB	66.8 MB	47.3 MB
26	8e/c644bf	2146456	fastcat (22)	COMPLETED	0	2025-03-24 10:53:45.520	1.2s	554ms	271.2%	84.7 MB	382 MB	74.5 MB	52.7 MB
1	ec/2da85b	2148426	minimap_pipeline:run_common:getParams	COMPLETED	0	2025-03-24 10:53:46.460	336ms	11ms	69.9%	0	0	77.5 KB	3.4 KB
8	32/368bea	2148391	fastcat (4)	COMPLETED	0	2025-03-24 10:53:46.448	560ms	219ms	121.6%	78.3 MB	382 MB	13.3 MB	9.1 MB
27	18/f56ea2	2148283	fastcat (23)	COMPLETED	0	2025-03-24 10:53:46.390	758ms	423ms	285.1%	71.1 MB	511.8 MB	62.9 MB	43.9 MB
19	1e/be9325	2148233	fastcat (15)	COMPLETED	0	2025-03-24 10:53:46.363	810ms	479ms	296.2%	65 MB	382 MB	70.4 MB	49.9 MB
12	45/f6ff89	2148750	fastcat (8)	COMPLETED	0	2025-03-24 10:53:46.604	570ms	259ms	211.6%	79.5 MB	511.8 MB	27.1 MB	19.2 MB
20	cb/91d695	2148604	fastcat (16)	COMPLETED	0	2025-03-24 10:53:46.542	640ms	336ms	270.7%	76 MB	511.8 MB	44.6 MB	31.6 MB
