"","Observed","Chao1","se.chao1","ACE","se.ACE","Shannon","Simpson","InvSimpson","Fisher","Pielou","Coverage","PD"
"ivy_17",105,129.473684210526,11.5839355846632,141.043174683902,6.22354419305559,2.92428123484662,0.899463026050835,9.94658940605908,19.2363763733608,0.628342532988628,0.993104982206406,9.407943528
"korra_20",118,168.214285714286,22.1348129528246,158.528026620844,6.25799748742089,3.23992307561061,0.931397527712864,14.5767341418032,22.1999044682924,0.679131682483307,0.991544281263907,8.958362129
"ophelia_20",106,232,66.9129645702999,152.380177230146,6.46978700811312,2.79864698467383,0.864709595747411,7.39150722125854,19.4588111082586,0.600125128300128,0.991996442863495,10.011554492
"kubo_21",107,116.035714285714,5.16667441565263,132.397971515692,5.9445312292115,3.03056913219432,0.892563020666212,9.30778216402732,19.684713440474,0.648551282222025,0.994885479208361,9.467559022
"franc_22",125,147.142857142857,10.476108490579,152.814832074441,6.18148940708837,3.14281650736975,0.917218076319447,12.0799318926061,23.8274271162101,0.65091389631315,0.993109579906646,10.198072723
"grogu_22",57,99.1666666666667,24.7334937953207,95.2811991074605,5.66997400825614,0.974066501736546,0.358681185185185,1.55928685842276,9.20174474667394,0.240923608732336,0.994888888888889,6.193463082
"hamlet_23",94,150.1,26.8432095075996,159.558486842105,7.07241468087256,2.77761352685397,0.872967546700749,7.87200415349211,16.8087318100234,0.611365464925032,0.992434356920338,9.143782895
"franc_24",127,164.058823529412,16.4321215149128,162.16825172566,6.55286910465109,3.2466785995305,0.92491720147635,13.3186298281758,24.2989475500975,0.670221554532079,0.991998221827073,10.887550506
"hera_24",90,106.235294117647,8.75578938563864,117.255036270073,5.5817955559598,2.81204668420339,0.887682765432099,8.90335311270018,15.938759669697,0.624925694689881,0.994666666666667,8.724980397
"ivy_24",130,163.47619047619,14.3329980669396,172.67513305131,6.63989894939358,3.31974237620909,0.930146646327458,14.3157049364844,25.0128843910502,0.682017232748785,0.991549922170336,10.340878908
"kubo_24",125,262.8,57.5028774271764,212.508889206099,8.24580119213487,3.19299041896301,0.931906271604938,14.6856402721594,23.8261881203161,0.661305497671949,0.988222222222222,10.200250121
"ophelia_24",131,258.5,53.7613655834781,220.984456136181,7.70066949171842,3.16348673501609,0.911249325573482,11.2675200099799,25.249752743035,0.648894090903973,0.988661627389951,10.983895856
"henry_25",88,94.5625,4.62569878290526,98.7559945694333,4.91623576777117,3.1693706798891,0.933072395061728,14.9415177925807,15.5099088986363,0.707869613391697,0.996666666666667,8.122926837
"kubo_25",92,117.090909090909,13.6587053026492,117.982324780638,5.61490387044037,2.24905174532249,0.732598056785828,3.73968860502657,16.3708727735009,0.497381004662151,0.994665481218048,9.042163347
"ginger_44",62,79.1428571428571,11.4635871470626,80.366779715069,4.62652112878285,2.69755973504445,0.894331456790123,9.46355433341995,10.1734285708415,0.653615676974129,0.996444444444444,6.394738672
"iris_44",156,333,71.550494360579,244.457457661702,8.25122800219567,3.36920326428506,0.920456584028253,12.5717507575384,31.388984962608,0.667187987033345,0.986633994208064,12.157659316
"henry_45",57,66.75,7.19888392770304,66.6308156006044,3.83325846808894,2.5638927483881,0.884396424595408,8.65025148660135,9.20253039077324,0.634147968586437,0.997109826589595,6.274556246
"korra_45",94,104.555555555556,6.313588762812,112.626176475353,5.40481734863192,3.18995071858908,0.929985246013588,14.2827039025813,16.8063007111972,0.702122770249844,0.995552590615966,8.428599909
"hamlet_46",110,162.5,24.0394877473262,159.331251311953,6.89785905689765,3.07937305914503,0.920776903760992,12.6225816393631,20.3619375214699,0.655118800528359,0.991996442863495,9.405135193
"joans_46",80,105.3,14.1144249692549,112.444748362786,5.79548537628083,2.6655012595404,0.876118351894355,8.07222066618948,13.8210833001865,0.608280478819766,0.9948866162739,7.198072628
"ginger_47",78,115.8,19.4400073740009,126.986460736135,6.73518403182664,2.74281172362675,0.893253633687659,9.368000378336,13.4068246493996,0.629560485388428,0.99377085650723,7.376788548
"marshmallow_47",88,124.909090909091,18.5469922206328,131.508738195175,6.31587621600207,2.62531335425992,0.837644236553488,6.15931321914206,15.5128482891867,0.586356010959581,0.993549822064057,8.168904558
"charles_48",85,106.111111111111,12.605755356357,104.882246376812,4.96213923844866,2.7670659578864,0.877520596996958,8.164638098172,14.877625716318,0.622841136549704,0.995546648853262,7.827044267
"grogu_48",55,82.2,18.1682197867314,75.1228364948591,4.48829750607636,0.766929665701175,0.231027160493827,1.30043604744504,8.81842402982165,0.191381557322812,0.996222222222222,6.292035805
"hera_48",111,191.142857142857,40.5501441262182,148.497998775996,6.30414537242611,3.11170752594423,0.902125245683254,10.2171393121843,20.5881099343574,0.660725676008435,0.992442765058902,9.637751639
"kubo_48",108,116.5,5.550027911425,120.005066148595,5.41967589415021,3.00439081625317,0.890378666666667,9.12231195874283,19.9072389382123,0.641671638515453,0.996222222222222,8.64125486
"kubo_49",100,127,13.8159573818372,126.509610001866,5.6980676128297,2.82118868160979,0.877219362817086,8.14460669812486,18.1206076133523,0.61261333841552,0.993998666370305,9.494953162
"franc_50",80,90.2,6.41525026169497,99.1299513423639,5.15118242485694,2.82457823586315,0.895445333333333,9.56437461742502,13.8198050240321,0.644582626110249,0.996,8.02487455
"kubo_52",105,118.8,7.48110235354673,125.203005253913,5.57906536907403,3.05112625407934,0.91592562962963,11.8942312097579,19.2325602675875,0.655597818742928,0.994666666666667,9.197358637
"kubo_53",117,176.5,28.184642614731,161.784967948718,6.68587995178322,3.13056502377215,0.894534848323701,9.48180497638943,21.9687134758815,0.657381495643565,0.992211838006231,10.1534091
"marshmallow_53",46,48.7692307692308,2.67487782547064,53.4694229625223,3.60471172004459,0.714456422196455,0.239177975308642,1.31436783839909,7.13328955496588,0.186608341761028,0.998,5.423069677
"ginger_55",101,183,36.8658159814501,177.6594954673,7.61919860779178,2.89850581992255,0.900747251730476,10.0752877621531,18.3429154750868,0.628045531930417,0.990884837705647,7.877731232
"ophelia_55",157,322,69.7804023284069,225.562072648261,7.65299960117954,3.44875117417114,0.93232365004697,14.7762106067191,31.6318807134397,0.682077435895853,0.987761459724077,11.02146612
"buddy_56",114,193.615384615385,33.0586199684859,186.71818845562,7.58203000517666,2.68225197261338,0.859830478441896,7.13421854397551,21.2795587727068,0.566330148924108,0.989761851769419,10.236906382
