"ID"	"buddy_11"	"joans_11"	"padme_11"	"ginger_14"	"buddy_16"	"buddy_17"	"ivy_17"	"padme_17"	"buddy_18"	"ginger_18"	"ivy_18"	"franc_19"	"ivy_19"	"ginger_2"	"ginger_20"	"buddy_21"	"joans_21"	"franc_22"	"grogu_22"	"henry_22"	"joans_22"	"marshmallow_22"	"franc_24"	"ginger_24"	"grogu_24"	"henry_24"	"ivy_24"	"marshmallow_24"	"henry_25"	"ginger_29"	"henry_29"	"joans_29"	"ginger_36"	"grogu_36"	"henry_36"	"joans_36"	"franc_37"	"grogu_37"	"ginger_41"	"grogu_41"	"joans_41"	"marshmallow_41"	"ginger_42"	"grogu_42"	"henry_42"	"ivy_42"	"buddy_44"	"franc_44"	"ginger_44"	"ivy_44"	"joans_44"	"marshmallow_44"	"buddy_45"	"franc_45"	"grogu_45"	"henry_45"	"ivy_45"	"joans_45"	"marshmallow_45"	"buddy_46"	"charles_46"	"ivy_46"	"joans_46"	"marshmallow_46"	"franc_47"	"ginger_47"	"ivy_47"	"marshmallow_47"	"buddy_48"	"charles_48"	"franc_48"	"grogu_48"	"henry_48"	"ivy_48"	"joans_48"	"marshmallow_48"	"charles_49"	"franc_49"	"ginger_49"	"henry_49"	"ivy_49"	"joans_49"	"marshmallow_49"	"padme_5"	"buddy_50"	"charles_50"	"franc_50"	"ginger_50"	"grogu_50"	"ivy_50"	"joans_50"	"charles_51"	"franc_51"	"joans_51"	"buddy_52"	"charles_52"	"ginger_52"	"grogu_52"	"marshmallow_52"	"franc_53"	"marshmallow_53"	"charles_55"	"ginger_55"	"ivy_55"	"buddy_56"	"franc_56"	"grogu_56"	"joans_56"	"buddy_57"	"joans_57"	"ginger_58"	"henry_59"	"padme_6"	"joans_60"	"marshmallow_60"	"joans_62"	"henry_66"	"ivy_67"	"franc_68"	"ginger_7"	"padme_7"	"grogu_70"	"charles_9"	"franc_9"	"grogu_9"	"henry_9"	"ivy_9"
"p__Bacillota"	2243	2116	2290	3387	359	2277	2046	55	1159	2803	1635	2711	2700	396	2763	1867	2332	2708	614	2391	2491	2443	2438	2705	1903	2475	5801	1358	1611	3370	2314	2413	2532	381	2887	1959	2790	316	2426	474	5612	154	1485	999	2766	1383	1839	1528	3265	6315	1969	1869	2003	2462	2687	3483	1912	1638	949	1248	2040	3519	2235	1612	3161	3335	2340	1354	1111	2469	2518	329	3227	2702	2712	2376	1728	2748	3690	3293	2896	2189	2009	1249	1596	3039	2899	3575	1229	3307	1718	2608	2474	1431	2217	2354	3279	805	1975	2712	422	2500	6694	2557	1325	2737	609	2785	1910	1168	3372	2900	1138	3041	1406	2944	1480	2550	2731	2244	963	308	1972	866	2607	2372	1499
"p__Pseudomonadota"	972	1169	418	152	541	500	569	3914	2815	396	424	397	333	3373	106	522	1090	196	3207	525	591	1058	338	83	1379	602	291	2421	1289	102	552	1181	449	3446	181	1702	147	3588	1066	3442	1626	282	1306	2568	231	175	1366	925	65	626	977	1718	958	374	856	70	841	897	2876	1332	751	89	743	2112	146	409	397	2330	2578	566	210	3542	60	167	538	1396	2057	274	27	96	339	570	1734	2057	1990	478	193	59	2672	145	482	346	187	498	1214	211	119	2971	1164	85	3494	84	166	171	2431	167	3151	434	1538	2585	69	168	1979	577	2148	287	219	853	794	5074	2243	875	1737	3030	224	2883	1482
"p__Bacteroidota"	737	668	380	328	2285	624	1355	12	22	719	1534	856	723	199	1041	739	536	1069	178	1022	819	491	1195	1193	710	840	1196	216	978	524	976	351	918	173	821	338	985	95	433	84	639	3113	1142	425	866	2325	686	1010	615	1027	1047	400	1037	1134	311	436	1197	1464	163	1366	1194	240	1019	252	671	243	1051	305	280	909	1246	129	508	1101	690	216	185	966	259	600	729	1234	224	685	273	472	892	350	97	538	1784	979	1239	2066	509	1409	589	224	801	1195	83	1001	1048	1244	219	1074	228	775	489	242	551	897	854	378	442	756	1922	348	460	665	712	2667	215	102	1074	1523	997
"p__Fusobacteriota"	30	27	905	123	0	581	4	1	2	23	344	19	194	27	56	817	39	11	0	40	84	0	18	14	0	34	597	0	28	1	19	49	30	0	95	0	24	0	69	0	113	0	25	0	55	91	61	435	0	1	0	0	0	1	0	0	2	0	0	15	4	20	0	0	4	0	167	0	29	42	0	0	7	17	47	0	14	0	0	6	22	0	0	5	37	4	0	0	0	0	0	23	6	0	16	19	1	0	0	0	0	28	0	2	9	1	0	1	35	2	0	31	18	0	0	1	129	129	3	0	79	0	68	0	71	1099	0
"p__Actinomycetota"	16	13	4	9	793	14	20	1	1	56	23	15	23	3	27	50	2	9	1	21	12	5	6	4	4	49	86	5	89	3	139	5	70	0	13	1	53	1	3	0	5	439	39	8	76	24	46	63	53	25	6	12	2	22	144	10	31	1	12	38	8	128	3	22	18	10	45	10	1	8	22	0	197	3	5	7	4	10	21	5	11	3	30	3	97	6	4	14	2	4	16	36	83	3	39	3	12	0	47	8	1	383	86	19	10	18	12	4	28	3	3	3	2	2	1	10	249	107	9	10	2	150	2	1	21	118	21
"p__Mycoplasmatota"	0	0	0	0	0	0	1	0	0	0	26	0	11	0	0	0	0	0	0	0	0	0	1	0	0	0	12	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	5	0	0	0	0	0	0	3	0	0	0	0	0	8	0	0	5	0	0	10	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	1	0	0
