"","buddy_11","joans_11","padme_11","ginger_14","buddy_16","buddy_17","ivy_17","lambchop_17","padme_17","buddy_18","ginger_18","ivy_18","lambchop_18","franc_19","ivy_19","ginger_2","lambchop_2","ginger_20","goose_20","buddy_21","joans_21","franc_22","goose_22","grogu_22","henry_22","joans_22","marshmallow_22","franc_24","ginger_24","goose_24","grogu_24","henry_24","ivy_24","marshmallow_24","henry_25","lambchop_25","ginger_29","henry_29","joans_29","ginger_36","grogu_36","henry_36","joans_36","franc_37","goose_37","grogu_37","lambchop_37","goose_4","ginger_41","grogu_41","joans_41","marshmallow_41","ginger_42","goose_42","grogu_42","henry_42","ivy_42","lambchop_42","buddy_44","franc_44","ginger_44","goose_44","ivy_44","joans_44","lambchop_44","marshmallow_44","buddy_45","franc_45","grogu_45","henry_45","ivy_45","joans_45","marshmallow_45","buddy_46","charles_46","goose_46","ivy_46","joans_46","lambchop_46","marshmallow_46","franc_47","ginger_47","ivy_47","marshmallow_47","buddy_48","charles_48","franc_48","grogu_48","henry_48","ivy_48","joans_48","lambchop_48","marshmallow_48","charles_49","franc_49","ginger_49","henry_49","ivy_49","joans_49","marshmallow_49","padme_5","buddy_50","charles_50","franc_50","ginger_50","grogu_50","ivy_50","joans_50","lambchop_50","charles_51","franc_51","joans_51","lambchop_51","buddy_52","charles_52","ginger_52","goose_52","grogu_52","marshmallow_52","franc_53","marshmallow_53","charles_55","ginger_55","ivy_55","lambchop_55","buddy_56","franc_56","grogu_56","joans_56","buddy_57","joans_57","ginger_58","goose_58","goose_59","henry_59","padme_6","joans_60","marshmallow_60","joans_62","henry_66","ivy_67","franc_68","ginger_7","padme_7","grogu_70","charles_9","franc_9","grogu_9","henry_9","ivy_9"
"buddy_11",0,2.01033665421846,1.67307572030066,5.63166852258531,5.09637224074023,2.53878278757987,2.07222734489312,2.95352489576209,8.42138872558783,2.52197704685168,5.50751240277342,4.73557148250574,1.63423789711329,2.39163998767499,4.47412843440912,2.37903495250566,5.30426233375578,4.86820255708473,5.71920482334705,5.37622160658698,5.87911696677555,4.60606687146884,0.873428459258384,6.2818489441067,1.48654348413217,1.38772797654772,5.38686139850799,3.35036440267915,5.7940461163053,3.7475011838691,1.22500378968534,1.45953415013683,4.7978703260652,5.97956029736185,1.08522990001601,4.09211195883902,5.11741473916162,1.59284516901648,5.78180008059921,2.54804056890365,6.13237618405287,3.95928049180761,6.02554583511954,5.03011643048797,3.20130215046954,6.21013990779964,2.49042999844333,2.86136529848381,0.876269764308206,6.38359456393175,1.89043031367135,4.86022106146975,1.16082843069819,4.54364255789628,5.19325349169352,4.97675251507042,4.91569373378718,5.71813450011352,5.31788915627666,6.48303023582698,5.04425764058224,3.94490043012866,4.5053770413407,5.89327090175522,5.79688034569261,5.03918984985508,5.70309014519895,3.70835469140789,4.55910087027953,5.25819571687827,6.63048100279144,5.94810324265644,6.14805309298542,5.21362012415995,5.50265900793564,5.42565796861875,5.78944052941695,5.84024465738652,5.49953519593935,5.51961575013559,5.67338702152829,1.98136035298643,5.69939099513806,0.874261245108284,5.74188847002842,4.8777881273232,5.48077453447542,6.15196639748517,4.92403977696318,5.02761062562058,3.9297786256875,5.50457201574565,1.08348128084291,6.05843231734682,5.61669096193344,5.79232978175345,4.74752371761535,3.78853231600281,5.91479761520074,3.16326679984957,2.07241312250062,2.54821172346392,4.6169460191162,6.33874292903515,5.44354996027209,6.22222636471417,6.05802505295448,5.5697382772056,5.39486337426613,4.45916976593765,5.88404373080462,5.6655526393463,5.92845156223264,5.47549021770918,4.63534978216817,5.31300217684964,5.64698377886723,5.94065580411753,1.24736314059647,5.8934029113775,6.36097796664439,4.83975896555661,5.3802355382645,4.8506999817762,4.82830440440791,2.35254976136167,4.9474921391619,5.94594915536692,5.81314963291641,5.50968541601197,2.94064294806859,5.46515161972872,2.13998816175867,4.11279725613517,5.18499978981793,1.99235586821844,2.88323294952107,1.98075719825947,5.27408064883077,4.49747510989584,1.01644157748507,2.10861232131694,2.33937435237826,2.39116341000999,2.16960535528526,1.91432053344584,2.80848008032885,3.75615291583422,1.03206244064029,0.772266466582291
"joans_11",2.01033665421846,0,0.993032520683986,3.87375800681105,3.80015246812775,1.20458005419953,1.37200083712359,4.64014112475238,8.91623369597876,1.11498828593769,3.80837865455742,3.36449033991409,3.02289688676481,1.15616101447855,2.86492655366976,4.25394227576239,3.61338503686707,3.14545115635079,3.81234108513235,3.56958068851424,3.91746535419937,2.67437705598466,1.4082920923045,4.46590009210717,1.29099801678774,1.43399291072324,3.59066924369349,1.78071917681612,3.95816864780379,1.84529193717822,1.02170740889737,1.54034304759657,3.10955632268324,4.16379442049805,2.83262416822487,2.89884219969708,3.38437232056742,1.3853262790467,3.89744093673808,1.42560244875005,4.32541088145182,2.2725101763838,4.12744947816314,3.26713650612349,1.30349849512769,4.38932288695345,0.717028628706324,4.68721182214942,2.25985940048491,4.55743061379382,0.910910194608964,3.74017790626816,2.80501966895581,2.6185119184786,3.3806566753756,3.40051416828274,3.5496407902449,3.88082583179184,3.50770572396862,5.51177877891294,3.36968599779294,2.05278676998123,2.56779499531789,3.95690033996315,3.92257487103522,3.20937510274426,3.78763933139948,1.92163910554878,2.94008514343261,3.5089552022515,5.87907518961338,4.03073345587474,4.32724974801602,3.42262135571856,3.61224939450622,3.64591790559804,3.96592052235521,3.90469151833635,3.73249365609924,3.68455960367519,3.74493895883395,1.12904765714888,4.00288868006775,2.02750625413534,3.88882453568218,4.19638414092465,3.62164585528181,4.33807099971966,3.17705630309408,3.24513910285608,2.16400485772432,3.59723049476106,1.54270668943828,6.09462077753942,3.73628323467772,3.96043097184382,3.03224153967551,2.17137691638643,3.96412371437924,1.47458117774816,3.85329447309096,2.71093994742547,3.82383327039341,4.38499645520355,3.63713226169928,4.39690423507129,4.10402251557154,3.69316854198003,3.58254494520772,3.40969079470482,4.00309745337015,3.78746686305892,4.07486124325752,3.57388011240481,3.26808528075614,3.5580931841329,3.74201824864555,4.13686895098188,1.51593985662534,4.02351752454691,4.5409369315785,3.148183814582,3.58391734853749,3.21026211859797,3.20403904636531,2.9522999655402,3.30945594315387,4.15838388625357,3.87996031545967,3.66208520273321,2.78449475295707,3.65078090806718,0.95332180253293,2.2154890656504,3.42446542096026,3.79227035632972,1.11101184089797,3.40447397956889,3.35597553266919,3.11772737254396,1.56523121384805,0.453907266656752,4.25177928156693,4.11264283271936,2.22014466696444,3.67908633385962,4.67824440841103,1.9714767749699,2.94343203623033,2.00232541372394
"padme_11",1.67307572030066,0.993032520683986,0,4.34895251116495,4.16504985113683,1.6223578122902,1.38230687549505,4.01794230260356,8.56412852598688,1.70839070463567,4.35326081566197,3.64218813423866,2.47510162698759,1.28729422288431,3.2473132050585,3.8351867289371,4.16928970850066,3.52450427562231,4.38261454877086,4.04973383956617,4.519653843697,3.27576070666903,1.21258669884432,4.93856034801838,1.0631518470432,1.11887868641905,4.04532790701613,2.18385311579812,4.4494542975299,2.43786536799937,0.945604967355892,1.23798919438367,3.43707532583895,4.60949010379489,2.40406946500699,2.99669320906667,3.77283774054935,1.24282603027998,4.40476597299359,1.71069443935166,4.79508813002668,2.66841782293926,4.72373833490246,3.62381062599034,1.98371154321121,4.87242065395266,1.50582810212119,4.23650694709661,1.91967723541081,5.05505395571608,1.38094018329042,3.96539241707909,2.41944534637279,3.251784434608,3.89123842430413,3.7300518962936,3.73086324559007,4.40391000669611,3.9135153503333,5.61877343751406,3.70666776352326,2.63988880242318,3.15454929131464,4.53102540279596,4.43747273442252,3.71012142504282,4.35056869839872,2.49426829782596,3.20224630632574,3.90988207501412,5.8577742857128,4.61583101064354,4.79782844997755,3.86341403509079,4.08921696795218,4.19194893382144,4.45117081094391,4.47552676937715,4.26013662801795,4.2005570937329,4.26765701669139,1.14232132221073,4.53194784288525,1.75135109065044,4.42145151452565,4.17641005355657,4.10987637513705,4.81544142155883,3.55676345117612,3.70435934598536,2.73847889788424,4.15135995170341,1.23486502749636,5.93455498401915,4.25348334111667,4.40294060760613,3.41635563977194,2.65525308249582,4.52972029498843,1.98174485641476,3.39738532140933,2.75143837886149,3.87267238646731,4.96715964924649,4.08175382847787,4.87560501929131,4.66936236236595,4.22153159955361,4.08751148014354,3.54458041474352,4.53067395363126,4.27165211256604,4.60996647465624,4.05174239376842,3.52841718055078,4.00577251914639,4.31382578848937,4.59914383304292,1.42487407660923,4.49789041343643,5.01675369272033,3.50549317208088,4.01656624056743,3.59180255157866,3.56664654264489,2.8910010814309,3.66107537922106,4.59503354243062,4.44334494759271,4.16841667893171,2.95597498232262,4.09747322315969,1.21800310961854,2.82411477528728,3.94079254723419,3.31047231568353,1.77496943783224,2.82364443768122,3.96348502678942,3.38190220634486,1.45670381662402,1.12949004546342,3.78485822660253,3.6586236932483,2.37011715917915,3.10527902444173,4.1945108915516,2.44001113257234,2.53766724397535,1.67004752813831
"ginger_14",5.63166852258531,3.87375800681105,4.34895251116495,0,2.85404186298838,3.42727449868566,4.51838077647112,8.03470462911235,10.4886156225728,3.73994380603285,1.55457873778039,3.06551874238733,6.23610654415738,4.02027301854018,2.30666907004282,7.94677602950266,2.3691123720465,2.05788404129014,1.9556515900876,1.68019301233065,1.75097956373463,1.67988344529878,5.21246826122508,2.83438101474738,4.53542857973268,4.81433126364184,1.80638265045163,3.0513348129675,1.27180268653378,2.44058965388216,4.62367148204664,4.61240171092343,2.09367119500029,2.70170444757925,6.24460842068775,3.11867445776602,1.43108405231145,4.35467378075494,1.85382092751174,3.39755762534389,2.79235678487487,2.33173932059403,1.81927755776588,1.85545050706526,2.94535277351817,2.85312463088547,3.6267343686831,8.40906697885837,5.69384139421854,2.83685854258668,4.08043041728062,3.23119360576768,6.18926614461346,2.06721191004938,2.4164742185953,1.74574607070674,3.35191391588951,1.21682940741495,2.40729725701418,5.19875657472448,1.34099675309851,2.31812839793798,1.89405623247103,2.20886720773026,1.43446554995256,2.07673116948143,2.12886623955503,2.68912871997682,2.19931608533569,1.08760998809383,5.99989157979217,2.27683962798483,2.72649790292767,2.39636363610103,1.7023272762689,2.19144317043412,0.799921868484098,1.894767953643,0.618024158725,2.14682521856131,1.56535202827227,3.7249385171041,1.2162134678564,5.69819252503956,2.18258535885638,4.70716517556346,1.98608070082973,2.7794592640731,1.83512422984444,1.3989392258721,2.30077239959095,1.62570761325798,5.21507519613719,6.88352889995091,1.94412036860859,1.06595264901757,1.79105400060252,2.08388583320529,2.36227761063975,3.16453700964689,7.61615348817379,5.99353833198325,3.97381194974062,2.3854894675619,1.08225875393605,2.69871196079227,1.77720676206244,1.8864696419322,0.900522334011128,3.43802448632926,2.39444197651603,2.49972750326043,1.03943382133849,2.08661691203702,2.8994763642156,1.33084523878277,1.73782757958713,2.63800275485261,4.80677376952327,2.74335066919369,2.89907817427196,2.32284199674141,1.04669594336483,1.86104367457187,1.29408764878835,6.42800609068678,1.76831726127304,2.72572717626892,1.60551285487203,2.08409633310268,5.89844849173015,1.16246824161885,3.92102748139941,2.25175238905082,1.53028556053003,7.52491887180805,3.52918348833332,6.77839186841354,1.20925270375221,2.7073727756809,4.91382645787001,3.70755588098982,7.93418044532152,7.86085113544128,4.5705418772497,7.31778932687186,8.38680202311449,2.10013081056743,6.61272871511183,5.59997368079334
"buddy_16",5.09637224074023,3.80015246812775,4.16504985113683,2.85404186298838,0,2.96123143561128,4.18387792299566,7.30413059710888,10.098065085111,3.63344568096875,1.75399886783512,2.01414491320189,5.55560687471382,3.86262301999313,1.90952125657112,7.15047676468925,2.01746167997522,2.38822535812392,2.64059179159929,2.51858915354322,3.08632086097503,2.74318873432867,4.80236551985393,4.21430017619572,3.91373215054744,4.53779259882618,2.66435266752824,2.92109275287267,3.17931505769323,2.67662556011798,4.27266694597105,3.88059169892655,2.42086191566957,3.92321221256943,5.3648406674535,3.73889330932447,2.5136855421203,3.62060935148802,3.21841050605325,2.89455110784054,3.96771887395865,2.26642752807749,2.9627948335992,2.60188727442139,2.95895763703167,4.02439182477926,3.4178816334812,7.67620068332083,4.89100922913542,4.20996371043491,3.64116866450068,1.05299614266381,5.25229463573569,2.53754324709924,3.36099272226896,2.0311890343652,2.69160696676107,3.1501849216065,2.91388765134043,5.14109105100079,2.41132093996801,3.13795267232815,2.75203906971015,2.96937219320568,3.39564210687703,2.95093232244493,2.70471018707863,2.78391788118988,2.53161501422838,2.58862927395168,6.04933762318092,2.85306121506592,3.99946615951684,2.32861532118128,2.86548059948456,1.8765396695328,3.14566853628648,2.86670095511424,2.66987583262279,3.2266851962875,3.12668039392186,3.56542682486021,2.29631066160689,5.13865861593954,3.1535337327571,2.93116197974645,2.64253143714965,3.96270790591234,2.52625005725577,2.2329529201652,2.11886414625112,2.76649436275408,4.92709544390338,4.74064356753914,2.73872117532372,3.43643476576496,2.11991146189439,2.29188788206706,3.21602108228154,3.39569540139332,6.93692783949482,5.59925810638071,2.13490903386025,3.64136202064557,2.89801599655249,4.07035760000526,3.31813198375581,2.41807933802237,2.90747098130247,1.68433983691397,3.10129105856144,2.96842281691938,3.29355062151379,3.00424700870183,1.40810545657999,2.47601882123384,2.61797717277166,3.69935757060979,4.05829039897876,3.49720399465396,4.30087642800481,2.36755831320348,2.72713047757866,2.03554250541708,2.86932085179238,5.96294617213537,2.06510083434377,3.84386669882279,2.8343682297971,2.70408428459806,5.64276554453722,2.89454127025438,3.61650187602,2.65859182083737,1.9132114606558,6.85858121680801,3.64524814128498,5.95194104814591,2.82766852578512,1.37137884810578,4.29888897458997,3.52883847914643,7.20825259263257,7.14965116109917,4.00070513575507,6.72871670010398,7.67924654778701,2.78600513533427,5.98073747238331,4.90950489467113
"buddy_17",2.53878278757987,1.20458005419953,1.6223578122902,3.42727449868566,2.96123143561128,0,1.83234573737108,4.99594279042214,8.97728937634927,1.09360755102863,3.10675699670186,2.51696147806024,3.24959195892244,1.53116394695752,2.09494849709278,4.67812997177113,2.91865068517669,2.61495602133641,3.35588496038586,2.95911432187552,3.59967359157775,2.38296689272002,2.12615016603175,4.14185052388596,1.31232756483785,2.08375526477272,3.04991090579404,1.50533307382344,3.48284146844288,1.49705433244188,1.55916470155192,1.44078829133954,2.47640363734869,3.834276120226,3.02554612481532,2.73910936763102,2.76587498248825,1.22140524842133,3.4461536173185,0.462455232021712,3.96760110874894,1.65511924552021,3.63240870142358,2.75020304175225,1.11294761828876,4.05720507637179,0.928490073366883,5.18814270803052,2.39645564073448,4.21727617739692,0.913022461128975,3.08401470430442,2.93669550413672,2.24599429637387,3.01768444507791,2.63838413450514,2.95311114822861,3.40406472978791,3.0753720391877,5.27825886512786,2.76348976864626,1.91912118111793,2.24527357433912,3.61956353622256,3.54460092198123,2.78069847611476,3.443772158669,1.61829527399885,2.35420249167438,2.94862619590217,5.83930011433386,3.69100795928315,3.99872923601199,2.93108214852058,3.20508764139385,3.03589027408242,3.53603454427953,3.52041254128201,3.20728007589509,3.26766144409619,3.38189577941572,1.23858337021819,3.28127549927618,2.46084700665464,3.3887304860153,3.35119555106148,3.1471189857762,3.97903426339707,2.68576057355594,2.62745756286785,1.55326091204712,3.19110794001153,2.21865263364926,5.22844410981083,3.25844217207438,3.64677285008561,2.44375083197543,1.49167326649361,3.72820613261866,1.41823290080739,4.42882651239854,3.36030628770553,2.8382879049382,4.11558978640376,3.15247636702169,4.06334753895713,3.78790415948451,3.29883169022782,3.13787829502539,2.43429655557427,3.62864575186508,3.59016894141278,3.6647475433347,3.20770261828642,2.41139642007696,2.89391238462838,3.30194826217088,3.73992463854174,1.50095793518406,3.72900959607959,4.22408814117062,2.5913157374755,3.06583658322799,2.41292231756919,2.82011157448498,3.66083716114937,2.54745082633524,3.78133212892164,3.57019628566286,3.15853134466652,3.53428093330547,3.16175032964858,1.070321042768,1.79799647678219,2.91949655756059,4.35378326259369,1.59969155073773,3.60816663493826,3.07437317197792,2.23975189207578,1.77715851940292,0.907457618822302,4.73737402970871,4.67326920559207,2.30104402447896,4.24324166452787,5.1980788911223,1.57941938301173,3.43560797666,2.33293042981396
"ivy_17",2.07222734489312,1.37200083712359,1.38230687549505,4.51838077647112,4.18387792299566,1.83234573737108,0,4.34212577539331,8.82711765282126,2.26207678977591,4.47140330006521,3.32359006943001,2.83890958264143,0.672188248405005,3.30072420750961,4.05023579376196,4.34852443047957,3.8274341253756,4.37226657130155,4.23470159706029,4.44512109550862,3.19870081800434,1.41629274395084,5.27889081670902,1.58605944517143,1.8262997601847,4.31590396016051,1.65772617718251,4.7060058617736,2.54053627427365,1.71316804108111,1.60619368646092,3.47894697674768,4.93024605581348,2.56337774368608,3.55877872292832,4.00075893945302,1.57535269905005,4.58082892734496,1.94128204958067,5.13343961295358,2.92673407220396,4.81331349030404,3.64770986483822,2.13487229742867,5.20016928034746,1.67668006245765,4.49766365712366,2.16673982498668,5.38306152331992,1.62025875774195,4.04298103852587,2.51771344631709,3.2805738558031,4.2530826839271,3.8881045127154,3.2961462216999,4.65552644382604,4.04960382529725,5.8389686953124,3.92878636627533,2.9981712081271,3.10362947988812,4.48563370242252,4.71125405436463,4.02694229417039,4.28865037593522,2.11501319134765,3.48273390711401,4.1399522873449,6.22534029986136,4.45888419368323,5.13863530769334,3.84433105415069,4.2139346974848,4.11372300914665,4.69576694151668,4.44916511622214,4.43004038075724,4.52275580715708,4.21647554760771,1.67271341340734,4.58767260048039,2.25006183526426,4.61410513437636,3.76983234055878,3.93585774923295,5.14464977313356,3.87338406778695,3.80162073704959,2.896995043847,4.31436041688503,1.94928096720789,5.62572960958609,4.09228640465077,4.67286734226919,3.65956737151199,2.70017006179716,4.36191296487201,2.56221150965927,3.56239042367044,3.24528400097192,3.72561989664715,4.72759277267162,4.33776446547984,5.21455246438681,4.5676548959703,4.11053073646304,4.35505743660499,3.47556877444955,4.21596142366324,4.13563491752159,4.85064173323074,4.11283046398207,3.56810059632279,4.2035660577129,4.38872972586683,4.92364926592534,1.80929591173468,4.16927479024457,5.34769353928675,3.76878202909525,4.22276475861278,3.73680673052847,3.85840111209177,3.31323338148252,3.76125033753331,4.93712800348102,4.43617808802124,4.33394850599448,3.3868144745545,4.34183433216744,1.66066636625109,2.96408923975242,4.15716101252674,3.45675031653301,1.95529536739757,2.97346475307754,3.95924382110046,3.40315870819057,1.70166049851591,1.27106323518638,4.03966326402998,3.64009802607332,2.47714260200329,3.4275827551293,4.44849850993125,2.77635931007356,2.89044843652936,1.76828685336963
"lambchop_17",2.95352489576209,4.64014112475238,4.01794230260356,8.03470462911235,7.30413059710888,4.99594279042214,4.34212577539331,0,7.50685895456522,5.00423870021787,7.88669762859364,6.84493557483985,1.89294250962143,4.72496382140333,6.74025689098507,1.93660943065771,7.62963515376238,7.15007496320154,8.09144280131778,7.7060485766514,8.30454415388278,7.073519652184,3.44223393640311,8.50351944387535,3.86759484916827,3.83942118710138,7.70116456695816,5.71396843623868,8.14276556867295,6.20723866539316,3.82897262281785,3.72078806304107,7.05737023118479,8.20445368610569,2.41732095196845,5.69687793595671,7.42240489173903,4.00425896108084,8.10974101514545,4.95597059476729,8.35609129885615,6.31091346501899,8.41589207307589,7.3174000560567,5.69706187390665,8.44271950814327,5.05912578880965,1.91038637795129,2.85823440027244,8.62240070458232,4.48935893897067,6.98261434254036,2.5885981347907,7.00428020863207,7.4947890092593,7.27155680871181,6.96868631684223,8.04384961430298,7.57062001855603,8.36181349740751,7.33933859437799,6.39788311304874,6.95944461054426,8.27485909482959,8.14420148175386,7.37587713176329,8.08986197261446,6.15210658476808,6.78912455299653,7.58618074363222,8.3092193071936,8.33966744020449,8.38401411759136,7.50879705931007,7.84781371983585,7.79028792956356,8.16674689645115,8.23406207320927,7.88623069177406,7.83963802388952,8.05400591933199,4.48350499180146,8.0738689610865,3.03855864316369,8.05303856756733,6.51571862857299,7.82510177600652,8.38256315327014,7.22533029268154,7.38301925125731,6.36489772030652,7.8892912452193,3.44430715649462,6.99011388919507,7.97484563186386,8.14888761817789,7.0699420417364,6.20698657684079,8.29328882427417,5.57883650239681,1.9959651004025,4.36124464208618,6.44987422090836,8.7194313724854,7.79101165209818,8.46332983285867,8.46315854433957,7.95810438387227,7.71993535040312,6.45741516743986,8.22462571992954,8.00278171850602,8.32248661054408,7.7993929204505,6.78550212708112,7.63991997667069,8.05015528364541,8.17440525132207,3.68081250789672,8.1719516959325,8.57979416013239,7.09178099008269,7.72828299512931,7.13788022741947,7.00527434493414,3.95689762692893,7.22468684737546,8.1534244764683,8.23705982401043,7.83272941298282,4.84232688976835,7.81093125621217,4.37340328600329,6.54205526809915,7.58818200208688,1.89150864087241,5.4229372000992,2.47070695557424,7.75416532615081,6.68373888624486,3.54120840338561,4.73322652035833,1.70237170156069,2.14080231815045,4.47900755778334,2.07877172330637,1.83253391013484,6.18958442490299,2.18778657352305,3.03673667717825
"padme_17",8.42138872558783,8.91623369597876,8.56412852598688,10.4886156225728,10.098065085111,8.97728937634927,8.82711765282126,7.50685895456522,0,9.0888021191301,10.4672575500449,9.81717032506013,7.52713203530171,8.91987874547505,9.63848751310888,8.51965294724382,10.3577865717099,9.92960414627555,10.6855567039671,10.3412402561565,10.8517706478626,10.0632031942786,8.58329198719535,10.9255336660685,8.51479830562197,8.39362906407659,10.3237987891967,9.32100837126831,10.5875236002268,9.58330617888617,8.58025698407,8.39494917004584,9.92060114800013,10.7159987281189,8.2273765738663,8.45227244441131,10.0803437404564,8.53515858449733,10.637082435705,8.91202166753676,10.8262732476185,9.51861170857706,10.908459551768,10.0650746108032,9.3579478296494,10.9038047716361,9.15909060138051,8.51504040625239,8.32274945673025,11.0255691780528,8.88581053749108,9.8286575833808,8.31874231081207,10.0728590531476,10.2893754858219,10.127772560015,9.93057633030152,10.4869076333464,10.282133972297,11.5434358973278,9.97858177872942,9.67106146161436,10.0475930549027,10.844330644832,10.5944766743378,10.1791947104987,10.7019811991321,9.61794935446916,9.68824321682515,10.1625741410259,11.5615831573497,10.9085910738178,10.8406567504939,10.2849962611665,10.4408785836256,10.5251129186618,10.5729223196495,10.7900600690706,10.3855729193347,10.4820569020053,10.6185427927255,8.64963444735253,10.5773045164126,8.47240613550341,10.6434830071005,9.7300409170978,10.5020523844366,10.8513204132326,9.96439371663602,10.0738029127062,9.59010297642324,10.4981461328286,8.52119852722373,10.0860938380275,10.6238635431514,10.5430443313771,9.88050147249432,9.47042225747114,10.8719928241133,9.26538042901093,8.46076589915914,8.78432000606625,9.57058444076356,11.1928847661211,10.3216760265864,10.8933609776694,10.9516280840934,10.5767602969524,10.2066803234394,9.56202901599435,10.8397219733132,10.6302042910634,10.7110394320422,10.4498906561727,9.76379310484905,10.2486046930197,10.649805558931,10.6958894304455,8.44298481933994,10.8036532191457,10.986389581856,9.92354149801846,10.2908616079786,9.91823970144413,9.5630842345863,8.7090272419298,9.98713158635755,10.6672476917825,10.7519900548277,10.4751581474187,9.04303672600763,10.3480425034615,8.52700258107651,9.7579308402842,10.198357668225,8.36820478168428,9.15266047674625,8.20343897362396,10.4252945217457,9.68345514728658,8.47843876352321,8.93496835068088,8.37380174513257,8.56772478412689,8.86567289330468,8.51569818261836,8.48200467865225,9.45223451320534,8.29143904591842,8.46783779866639
"buddy_18",2.52197704685168,1.11498828593769,1.70839070463567,3.73994380603285,3.63344568096875,1.09360755102863,2.26207678977591,5.00423870021787,9.0888021191301,0,3.45257060758233,3.37364487281165,3.39854550111428,1.95558090215528,2.69429930129448,4.5519379589868,3.07105044323973,2.84236674509639,3.55532556335826,3.17431854478965,3.77299576816609,2.66861984167918,2.07143141586501,3.93044687086622,1.56783510830887,2.05342705573574,3.18870230029221,2.25175221391757,3.58374404021913,1.71568646031604,1.37640365527142,1.89109412494764,2.98275960795927,3.68641174930372,3.22574841244492,2.87088745794308,3.10600041745136,1.75378492303511,3.51090476724766,1.38383344808099,3.782465510308,2.03761208260785,3.72528269210792,3.20977384265008,1.18950249370684,3.85582213677969,0.825069326748436,5.00388939822503,2.54321250975574,4.00123962350765,1.02644516585181,3.79063312371991,3.1658805082564,2.39791627795718,2.82248897684615,3.17300297416954,3.7777294224817,3.48143814083082,3.25003687897778,5.43084421260015,3.20744216473341,1.77636110051656,2.49456220402035,3.77220349710848,3.55004408944554,2.74042367945641,3.6603828818536,2.16601299370605,2.74950929817647,3.28038734024611,5.88023563236203,3.93789139891813,3.81433261089869,3.27717451902133,3.38963845292036,3.4184622052694,3.69818858156592,3.70756962973166,3.47725690757467,3.16925278083913,3.63812965752911,1.68674024994919,3.68638875620933,2.23881004935429,3.3843169751073,4.32025953683517,3.56512117404853,3.7958380066316,2.90257102857971,3.04557368539726,1.88186145151139,3.28282744401085,1.93490185634017,6.13881331916108,3.62951723702257,3.77522439913443,2.807047674087,2.11601716651333,3.92968029892764,0.981283531534552,4.3137620776743,2.84133131899033,3.79960630554363,4.34200204725461,3.35665044573848,3.87424231864042,4.00779208327619,3.65658748237884,3.27665475021488,3.32031253990929,4.01423490923731,3.8667339041886,3.74042165494652,3.37297889294843,3.09992269472154,3.19957624182226,3.46026379774081,3.6099086231865,1.71589080290809,4.07521166040157,4.00685243601371,2.84537858803294,3.3478569709728,2.91945135304867,3.15056124016519,3.22170235591201,3.1013095227635,3.63892792228929,3.7837572462862,3.26756312052743,2.95833836516888,3.36301433325099,1.17162697605495,1.89764543675787,3.18014588666842,4.28542244395315,1.44190364562455,3.76706855022446,3.29650756523212,2.99184844691105,2.00040979783984,1.18854358614306,4.62466055430653,4.64116966124098,2.67341263047002,4.16849336979149,5.05079890484103,1.80313270225272,3.3239600434956,2.47400689782805
