"Taxa"	"jarjarbinks_29"	"korra_29"	"kubo_30"	"hamlet_31"	"jarjarbinks_32"	"goose_37"	"hera_37"	"kubo_37"	"lambchop_37"	"ophelia_37"	"wolverine_37"	"hamlet_41"	"hera_41"	"goose_42"	"lambchop_42"	"buddy_57"	"joans_57"	"ginger_58"	"henry_59"	"joans_60"	"marshmallow_60"	"joans_62"	"henry_66"	"ivy_67"	"franc_68"	"grogu_70"
"k__Bacteria|p__Bacillota"	0.66625	0.48775	0.42175	0.73525	0.575375	0.638	0.62575	0.76775	0.59075	0.23175	0.8145	0.7395	0.70675	0.66925	0.53075	0.4775	0.292	0.84425	0.72475	0.7605	0.35175	0.7355	0.37	0.638	0.6835	0.077
"k__Bacteria|p__Pseudomonadota"	0.21225	0.467	0.513	0.06875	0.253875	0.17	0.024	0.04175	0.24425	0.64475	0.02025	0.09875	0.08025	0.1835	0.04175	0.38425	0.64625	0.01725	0.04225	0.14425	0.53775	0.07175	0.05475	0.21425	0.1985	0.219
"k__Bacteria|p__Bacteroidota"	0.11875	0.04475	0.04225	0.19	0.163125	0.18675	0.3295	0.1395	0.16075	0.11625	0.11125	0.147	0.19475	0.146	0.387	0.1225	0.06075	0.13775	0.22425	0.09475	0.11	0.18975	0.4805	0.087	0.11475	0.6665
"k__Bacteria|p__Actinomycetota"	0.00275	5e-04	0.01975	0.00475	0.007625	0.00225	0.014	0.00525	0.0035	0.00275	0.03125	0.0025	0.005	0.00125	0.00325	0.007	0.00075	0.00075	0.001	5e-04	5e-04	0.0025	0.0625	0.027	0.002	0.0375
"k__Bacteria|p__Fusobacteriota"	0	0	0.00325	0.00125	0	0.003	0.00675	0.045	0.00075	0.003	0.0225	0.01225	0.01325	0	0.03725	0.00875	0.00025	0	0.00775	0	0	0.00025	0.03225	0.03225	0.00075	0
"k__Bacteria|p__Mycoplasmatota"	0	0	0	0	0	0	0	0.00075	0	0.0015	0.00025	0	0	0	0	0	0	0	0	0	0	0	0	0.0015	0.00025	0
"k__Bacteria|p__Campylobacterota"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00025	0	0	0.00025	0
