"Taxa"	"buddy_11"	"joans_11"	"padme_11"	"ginger_14"	"buddy_16"	"buddy_17"	"ivy_17"	"padme_17"	"buddy_18"	"ginger_18"	"ivy_18"	"franc_19"	"ivy_19"	"ginger_2"	"ginger_20"	"buddy_21"	"joans_21"	"franc_22"	"grogu_22"	"henry_22"	"joans_22"	"marshmallow_22"	"franc_24"	"ginger_24"	"grogu_24"	"henry_24"	"ivy_24"	"marshmallow_24"	"henry_25"	"ginger_29"	"henry_29"	"joans_29"	"ginger_36"	"grogu_36"	"henry_36"	"joans_36"	"franc_37"	"grogu_37"	"ginger_41"	"grogu_41"	"joans_41"	"marshmallow_41"	"ginger_42"	"grogu_42"	"henry_42"	"ivy_42"	"buddy_44"	"franc_44"	"ginger_44"	"ivy_44"	"joans_44"	"marshmallow_44"	"buddy_45"	"franc_45"	"grogu_45"	"henry_45"	"ivy_45"	"joans_45"	"marshmallow_45"	"buddy_46"	"charles_46"	"ivy_46"	"joans_46"	"marshmallow_46"	"franc_47"	"ginger_47"	"ivy_47"	"marshmallow_47"	"buddy_48"	"charles_48"	"franc_48"	"grogu_48"	"henry_48"	"ivy_48"	"joans_48"	"marshmallow_48"	"charles_49"	"franc_49"	"ginger_49"	"henry_49"	"ivy_49"	"joans_49"	"marshmallow_49"	"padme_5"	"buddy_50"	"charles_50"	"franc_50"	"ginger_50"	"grogu_50"	"ivy_50"	"joans_50"	"charles_51"	"franc_51"	"joans_51"	"buddy_52"	"charles_52"	"ginger_52"	"grogu_52"	"marshmallow_52"	"franc_53"	"marshmallow_53"	"charles_55"	"ginger_55"	"ivy_55"	"buddy_56"	"franc_56"	"grogu_56"	"joans_56"	"buddy_57"	"joans_57"	"ginger_58"	"henry_59"	"padme_6"	"joans_60"	"marshmallow_60"	"joans_62"	"henry_66"	"ivy_67"	"franc_68"	"ginger_7"	"padme_7"	"grogu_70"	"charles_9"	"franc_9"	"grogu_9"	"henry_9"	"ivy_9"
"Acetate -- Production"	0.0533529925731761	0.0521755574274957	0.0467737910531969	0.0515252543526392	0.0445642035444088	0.0463472485768501	0.0617598517531922	0.0128896947982435	0.0509494595384166	0.0502749410840534	0.0503239384310651	0.0545678963190062	0.050255986408614	0.066571590022334	0.0488347929345406	0.0474048754160295	0.0497560858385601	0.0511649376837297	0.0502735087262308	0.0519354377946008	0.0514069582622005	0.0506178963486963	0.0502706883217324	0.0495644123721129	0.0532017332691382	0.0530291753498065	0.0487376613515566	0.0487740920414318	0.0566145378884489	0.0500611378839099	0.0507269067322747	0.0504437366027606	0.0490451029433687	0.0462449130595634	0.0495268498460837	0.0519348268839104	0.0476270158338388	0.0445459737292975	0.0593972520308896	0.0488745980707396	0.0574684345654697	0.0389342754103187	0.0595413423101199	0.0496798410245087	0.047909470611189	0.0352971672979162	0.0471288285328369	0.0363477580028307	0.0498223429825478	0.0518477903278868	0.0512104283054004	0.0504146864225142	0.0506249563577962	0.0507244518528016	0.0497499642806115	0.050478022969154	0.0426213353042621	0.0504918483868749	0.048680989937449	0.0461521596141197	0.0507965563595801	0.0511242187288617	0.0505977278247025	0.0511123168746609	0.0482017380644879	0.0532886795578803	0.0488671701466015	0.0559506379418532	0.0494017011869864	0.0465319935285649	0.0450758439058978	0.0448933782267116	0.0462989615393132	0.0466092635425373	0.0523621227887617	0.0544264012572027	0.0439668511185125	0.0466569398629789	0.0518686887506055	0.0499064622092595	0.050399759543132	0.0501098341345389	0.0514925778913599	0.0544040055992247	0.0345789180145008	0.0497075410385962	0.0496343415985114	0.0507515404645887	0.0494916267942584	0.0500020915543037	0.0497383000214257	0.0481549038866283	0.0454638886293563	0.0492115027829314	0.0486119505217777	0.047515923566879	0.0498951713826001	0.0481339839113807	0.0504478760235204	0.0447001797637391	0.0478011472275335	0.0303391930968008	0.0505441703535466	0.0494015331510288	0.0416356184798808	0.0497591555463366	0.0467726847521048	0.050783551313774	0.0487718507549174	0.0394829199812822	0.0515728061215657	0.0520982942137053	0.0520336070269238	0.0504627739213284	0.0846858477806468	0.0527789491439656	0.0393216232586311	0.051800319638996	0.0528010895170789	0.0588560428459794	0.0520602863032091	0.0539428980151398	0.0521725569231507	0.0596606352411276	0.0518778967556337	0.0526959310483063	0.0498733038103583
"D-Glucose (Glucose) -- Consumption"	0.0445245376438037	0.0489092128109474	0.0437575270975512	0.0514821802393198	0.0466369571976371	0.042741935483871	0.0408836899556997	0.0051558779192974	0.0483591391566852	0.0508335515405429	0.0350967688688978	0.0437180227349645	0.043047041807287	0.0286844442052579	0.049873831082084	0.0465503283259872	0.049371590608704	0.0494157090449698	0.0461057567074759	0.0431366947578917	0.0460940719373639	0.0506178963486963	0.0439614116497741	0.049516936881335	0.0471299416894025	0.0459214051801131	0.0454869020501139	0.0469385079323456	0.0420833612994161	0.0500611378839099	0.0466264072168791	0.0500030049882805	0.0459311281533136	0.0443951165371809	0.0481587048227112	0.051866938221317	0.0491957581208559	0.0411193603655054	0.0407682278607963	0.0482315112540193	0.0462490767769845	0.0401854714064915	0.0375435397526708	0.0483550452638552	0.0484586591129161	0.026858105675485	0.0475668966524294	0.0381546059565754	0.0505146828299718	0.0500274152867639	0.0510498940473897	0.0499487466219364	0.0505085771477783	0.0459289652519554	0.0520360051435919	0.0505231194756779	0.0419369850264159	0.0504918483868749	0.0496328528691868	0.0469560768837243	0.0508823613534308	0.051800643956817	0.0505977278247025	0.0509314523421957	0.0486614276645579	0.0502473314241083	0.0494298830149563	0.0397406400334658	0.0482002979480033	0.0417674736170276	0.0450758439058978	0.0440516273849607	0.0512809157939021	0.0460261618301619	0.050156087408949	0.0452331063383971	0.0218981930712544	0.0463397614818574	0.0520549986958304	0.0495971246335823	0.0481514878268711	0.0500461621724873	0.0489097928334511	0.0272693011736836	0.0352760736196319	0.048240005031552	0.0497064635711916	0.0509062314693067	0.0493421052631579	0.05002997894502	0.0497995163906829	0.0454047986530097	0.0475193870877324	0.0490723562152134	0.0491155969217132	0.0396178343949045	0.0499764338767085	0.0474746142687591	0.0445128317854591	0.0449088341037494	0.0473231357552581	0.0624684444852435	0.0509248926756902	0.0459048729098489	0.0362099478390462	0.0488372629007352	0.0478417746892957	0.050783551313774	0.0491903550848276	0.0376696303228825	0.0515208697609196	0.0518031754776005	0.0279262936795876	0.0481659180617939	0.0306160088528218	0.0523235219701442	0.0457904300423985	0.0458305913321425	0.0487522084805654	0.0357939276116416	0.0256803010533084	0.0363593014245693	0.0382926653710502	0.0334899433097771	0.0480421927441266	0.0399278412507517	0.0372510479077368
"D-Mannose (Mannose) -- Consumption"	0.0443971166448231	0.0487716825113033	0.0428895374700272	0.051396032012681	0.04611876878433	0.0425047438330171	0.0405072820453427	0.00229392873528062	0.0483591391566852	0.0503971371214105	0.0349317047002022	0.0434194023610918	0.0427485823174232	0.0285499017840325	0.0493691554104201	0.0465053521633534	0.049371590608704	0.0489298122008698	0.0455847877051315	0.0425653478074561	0.0460204862541944	0.0504022257208791	0.0434933040257256	0.0492083461912788	0.0463275022735783	0.0448422149449241	0.0448936977980258	0.0461518290284516	0.0416303107591113	0.049845357117169	0.0463430999776336	0.0500030049882805	0.0454342172825601	0.0443951165371809	0.0478166685668681	0.0514369766915592	0.0486310108975298	0.039977155910908	0.0401414100892589	0.0482315112540193	0.0435409559314881	0.04003827187753	0.0371928840264628	0.0469198498564805	0.0479383752691746	0.0268293034173879	0.0473113569160004	0.0377932363658265	0.0496655867906782	0.049303651716197	0.0507288255313684	0.0490168670207809	0.0503921979377604	0.0452109244774971	0.0507072438919846	0.0498767362155012	0.0416358709041636	0.05028547843434	0.0482730486809899	0.046590659942995	0.0507393530303464	0.0514624313428394	0.0502469169117846	0.0501356483993489	0.0473261388262592	0.0495609571371092	0.0490448689471346	0.0391480164540194	0.0479600173002066	0.0416190462054532	0.0437590214996581	0.0434904601571268	0.0496645484135243	0.0458317945927035	0.0471175858480749	0.0443949711891042	0.0218326296189452	0.0449758944430348	0.0515209101861857	0.0490079102037209	0.047995190862639	0.0488363948935086	0.0483660486107335	0.0267309141811134	0.0349274958170664	0.0478626386297407	0.0494179756804708	0.0504550493722123	0.0489683014354067	0.0495140622167687	0.04943221817514	0.0452644871614985	0.0463608334111931	0.0485157699443414	0.0490148676417261	0.0397452229299363	0.0495376164085228	0.0472108664117104	0.0436885200857284	0.0444594247560349	0.0473231357552581	0.0616881626658099	0.0503997584382508	0.0450082933608284	0.035977086438152	0.0483763165779345	0.0470399572364025	0.0504889831507011	0.0490937771625406	0.0375818905007019	0.0506552637501515	0.0508194463572511	0.0277592132900516	0.0480468218320403	0.0301549243821468	0.0515138736611284	0.0442156268927922	0.0450941681551816	0.0481448763250883	0.0352602588293594	0.0257181218206917	0.0362400906002265	0.037668850020394	0.0330628251922032	0.0466996963400991	0.0396672679895771	0.036659009638383
"L-Lactate ([S]-Lactate, Lactate, D-Lactate, [R]-Lactate) -- Production"	0.0525884665792923	0.0515394797916416	0.0435947790423904	0.0504914756329741	0.0218675510415587	0.0440464895635674	0.0585748617424791	0.00970004150918664	0.0509494595384166	0.0489133280963603	0.0272355878347708	0.0513427962811809	0.0390063594829763	0.0654952506525307	0.0443223986937806	0.0461680309435999	0.0497560858385601	0.0481766720925148	0.0421984891898932	0.0417940294243679	0.0490374992641432	0.0477494769987275	0.044103879187528	0.0455764711467705	0.0486010806184133	0.0467401012206014	0.0433039104024298	0.0430051134128753	0.0517484394925834	0.0461483133136733	0.0463729217922911	0.0493018410561532	0.0397694333559704	0.0351461339252682	0.0435754189944134	0.0507354605114279	0.0455353594511494	0.0239862935465448	0.0550847457627119	0.0418006430868167	0.0546196321176098	0.00610878045190255	0.0506580639128504	0.0408478692868183	0.0393392395184484	0.0217889082504068	0.0412879202716022	0.0358057036167073	0.0449629010345909	0.0489308038162079	0.0484171322160149	0.0438915292144255	0.0484137513674557	0.0425695602000256	0.0470638662666095	0.0467199807588239	0.0391174618816895	0.0476370640434753	0.0424258906717433	0.0340934005700504	0.0477361782455739	0.0508536486376796	0.0483579350729957	0.0486887321396274	0.0417004137206401	0.0505431824098838	0.0467199763068266	0.0491528968834972	0.0467586140612235	0.0376411915752601	0.0291980045075844	0.0274971941638608	0.0446383101211168	0.042372057765943	0.0458688865764828	0.0506024096385542	0.0418294825732344	0.0327645267698554	0.0504030505148365	0.0439259357461664	0.0485722873459573	0.0448568972652892	0.0489641672557229	0.0504199418542048	0.0349274958170664	0.046709574624206	0.0451195061087311	0.0483667208085183	0.0442583732057416	0.045958419900442	0.045238896881026	0.0434404377718535	0.0366252452583388	0.0403525046382189	0.0447238003142753	0.0371974522292994	0.0458808041736417	0.0389028089146776	0.0415453096664285	0.0299820236260914	0.0406309751434034	0.0566392803047689	0.0467763321999186	0.0382839467431748	0.0397727272727273	0.0433520016594068	0.0380863290124282	0.0498998468245552	0.0449731191449635	0.0378158633598503	0.0477987639146166	0.0493438526767269	0.0442524345999618	0.0492377841295767	0.0808127382269765	0.0519355654887408	0.0258752271350697	0.0509385478361693	0.0505005889281508	0.0562067585339356	0.0456874869991112	0.0504857841091971	0.0502171357278246	0.059136444824105	0.0476586223429759	0.0522950491080377	0.0395481563928292
"D-Arabinose (L-Arabinose, Arabinose, L-Arabinopyranose, L-Arabinofuranose) -- Consumption"	0.0443061016455512	0.0486857260740257	0.043269282932069	0.0513357282540339	0.0437351020831174	0.0424335863377609	0.0403625097721284	0.00675070456382584	0.0483591391566852	0.0497861569346251	0.034209548962159	0.0432800461866178	0.0422434970268843	0.0284691763312973	0.0477957547869972	0.0461005666996492	0.049371590608704	0.0486139792522048	0.0455847877051315	0.0417083273818026	0.0458438806145876	0.0504022257208791	0.0433915414987585	0.0491608707005009	0.0462472583319959	0.0437258112533492	0.0436361047835991	0.0452340369739085	0.0403214980871199	0.0498022009638208	0.0449563855960635	0.0499028387122624	0.0450698159773409	0.0443951165371809	0.0474062250598563	0.0514822357999547	0.0469576857913782	0.039977155910908	0.0400912646675359	0.0482315112540193	0.0435057855308972	0.0387134761168764	0.0366084578161161	0.0465886509163171	0.0472880204644979	0.026498077449272	0.04555908443763	0.0327641762279038	0.0492083812310586	0.0489966005044413	0.0507288255313684	0.0488615537539217	0.0503921979377604	0.0448262597768945	0.0490355765109301	0.0498767362155012	0.0406230324929512	0.05028547843434	0.0473211857492521	0.0451289921800775	0.0504533363841776	0.0504748505100246	0.0501929460021049	0.0500271296798698	0.0468445592452335	0.0495372890582471	0.0480971420109581	0.038869134769574	0.0479600173002066	0.0415893607231383	0.0435057864215351	0.0434904601571268	0.0454132807829418	0.0456763008027367	0.0469094693028096	0.0442640125720272	0.0429047231911043	0.044817305252474	0.0513346002409609	0.0489784494822278	0.0478869852720168	0.0488363948935086	0.0478223043880159	0.0265155593840853	0.0295942554378137	0.0477578146292375	0.0493458537077906	0.0503261402016139	0.0488187799043062	0.049444343739978	0.0492791772519972	0.0445068051073383	0.044679061945249	0.0482838589981447	0.0482090334018292	0.0394055201698514	0.0494888589120577	0.0472108664117104	0.0432763642358631	0.0443310220852594	0.0466061185468451	0.0271262679579566	0.0500452928279791	0.04420137176671	0.0357442250372578	0.0475696605130333	0.0457035948149138	0.0504595263343938	0.0483855390657696	0.0375818905007019	0.0506206395097208	0.0507800971924371	0.0273295780026733	0.0480468218320403	0.0301549243821468	0.0514801383149195	0.0385221078134464	0.0426968756855003	0.0480528563015312	0.0352030800312577	0.0251129895425578	0.0360612743637122	0.0376328606732407	0.0330628251922032	0.0460604123381812	0.0390859891761876	0.0365406019845123
"Lactose -- Consumption"	0.0409385466724916	0.0473619969399508	0.0420432475831914	0.0513788023673533	0.0435278267177946	0.0408918406072106	0.0402177374989142	0.144801520547047	0.0470542409192716	0.0500480055861046	0.0339619527091157	0.0427823455634966	0.0422894138714788	0.0128622554691494	0.0482410568502301	0.0461005666996492	0.049455698940235	0.0486868637788198	0.0468872102109924	0.0399371518354521	0.0456231235650792	0.0504453598464425	0.0424756787560549	0.0492083461912788	0.0431712405713369	0.0428885084846681	0.0446326879271071	0.0461518290284516	0.0379723471373918	0.0498022009638208	0.0443599493029151	0.0498427389466514	0.0448544879333477	0.0443951165371809	0.0474062250598563	0.0514369766915592	0.0467485201531092	0.0411193603655054	0.0370825393641561	0.0482315112540193	0.041254879893082	0.0389342754103187	0.0334525562802441	0.0461470523294325	0.0475048053993901	0.0207376258298651	0.0453765560544665	0.0342999969885867	0.0494304525028739	0.0493255839456081	0.0508251460861748	0.0488615537539217	0.0504620254637712	0.044954481343762	0.049921417345335	0.0499518970597078	0.0405409104596096	0.05028547843434	0.0478651074245309	0.0452386172622963	0.050596344707262	0.0505154360237019	0.0502469169117846	0.0503165129318141	0.0465162095308977	0.0489455870866962	0.0481563749444691	0.0325245764484417	0.0479600173002066	0.0404316269128583	0.0435564334371597	0.0434904601571268	0.0468967960498638	0.0446655911679527	0.0464932362122789	0.0414876898899948	0.0427080328341769	0.0450710479573712	0.0513718622300058	0.0489489887607347	0.0475142771265404	0.0494731145140237	0.0474688706432494	0.0118445138365457	0.0299428332403793	0.0478207090295394	0.0493458537077906	0.0503905947869131	0.0489683014354067	0.049444343739978	0.0493403936212543	0.0448435526869651	0.0450901616369242	0.0482838589981447	0.048148595833837	0.0386836518046709	0.0495376164085228	0.0472108664117104	0.0414079243831401	0.0443791730868002	0.0466061185468451	0.0283655390829394	0.050176576387339	0.0443358586990631	0.0356743666169896	0.0478462283067137	0.0461045035413604	0.0506804524566985	0.0483855390657696	0.0375818905007019	0.0507072001107976	0.050976843016507	0.0127935841130418	0.0479957805907173	0.0255440796753965	0.0515138736611284	0.0399757722592368	0.0428535614678324	0.0481080683156655	0.0234623668210494	0.0138613112460052	0.0334982416403409	0.0328942632980638	0.0177254018793197	0.0455809493367428	0.032571657646823	0.0329883723683899
"D-Xylose (Xylose) -- Consumption"	0.0442514926459881	0.0486513434991146	0.0427267894148665	0.0513357282540339	0.0437351020831174	0.0424335863377609	0.0403625097721284	0.0051558779192974	0.0483591391566852	0.0497512437810945	0.034209548962159	0.0432800461866178	0.0420598296485066	0.0284691763312973	0.0476473207659195	0.0461005666996492	0.04927546680124	0.0486139792522048	0.0455847877051315	0.0417083273818026	0.0458438806145876	0.0504022257208791	0.0433915414987585	0.0491608707005009	0.0462472583319959	0.0436327776123846	0.043541192103265	0.0448406975219615	0.0403214980871199	0.0498022009638208	0.0449563855960635	0.0498427389466514	0.0450201248902655	0.0443951165371809	0.0474062250598563	0.0514369766915592	0.0469576857913782	0.039977155910908	0.0400912646675359	0.0482315112540193	0.0435057855308972	0.0387134761168764	0.0366084578161161	0.0465886509163171	0.0472880204644979	0.026498077449272	0.04555908443763	0.0327641762279038	0.0492083812310586	0.0489966005044413	0.0507288255313684	0.0488615537539217	0.0503223704117496	0.0448262597768945	0.0489927132447492	0.0498466718778185	0.0406230324929512	0.05028547843434	0.0473211857492521	0.0451289921800775	0.0503675313903269	0.0504477935009064	0.0501929460021049	0.0499547838668837	0.0468445592452335	0.0495372890582471	0.0480527173108248	0.038869134769574	0.0479600173002066	0.041544832499666	0.0435057864215351	0.0434904601571268	0.0453025706883954	0.0456763008027367	0.0468262226847034	0.0442640125720272	0.0217932915475597	0.044817305252474	0.0513346002409609	0.0489784494822278	0.0478869852720168	0.0487727229314571	0.0477407427546082	0.0265155593840853	0.0294896820970441	0.0477578146292375	0.0493458537077906	0.0503261402016139	0.0488187799043062	0.049444343739978	0.0492791772519972	0.044226182124316	0.044679061945249	0.0482838589981447	0.0482090334018292	0.0393205944798301	0.0494888589120577	0.0472108664117104	0.0432763642358631	0.0443310220852594	0.0466061185468451	0.026896773305182	0.0500190361161072	0.04420137176671	0.0357442250372578	0.0475005185646132	0.0457035948149138	0.0504153411099328	0.0483855390657696	0.0375818905007019	0.0506206395097208	0.0507800971924371	0.0273295780026733	0.0480468218320403	0.0301549243821468	0.051429535295606	0.0384736523319201	0.0426968756855003	0.0480528563015312	0.0352030800312577	0.0251129895425578	0.0360612743637122	0.0375728784279853	0.0330628251922032	0.0460604123381812	0.0390859891761876	0.0365406019845123
"Trehalose -- Consumption"	0.0438874326489005	0.0486857260740257	0.042618290711426	0.0513357282540339	0.0437351020831174	0.0378795066413662	0.0403625097721284	0.00384506149913705	0.0483591391566852	0.0499258095487475	0.0315272562208559	0.0432800461866178	0.0404527400877012	0.0284691763312973	0.0477363811785661	0.0451560672843393	0.049335544180905	0.0484925050411798	0.0450638187027872	0.041651192686759	0.0454759521987402	0.0504022257208791	0.0433915414987585	0.0490421819735562	0.046193762370941	0.0438746650788925	0.0414293849658314	0.0436606791661204	0.0404892945835291	0.049773430194922	0.0450309401327071	0.0497425726706332	0.0451526344557998	0.0377358490566038	0.0467221525481701	0.0514369766915592	0.0471668514296471	0.0371216447744146	0.0400160465349514	0.047588424437299	0.043294763127352	0.0385662765879149	0.0362578020899081	0.0469198498564805	0.0471145925165841	0.0255332018030214	0.0438433176358924	0.0344505676513988	0.0494043264708956	0.0489966005044413	0.0507288255313684	0.0490168670207809	0.0503223704117496	0.0446467495832799	0.0498214030575796	0.0499518970597078	0.0406230324929512	0.05028547843434	0.0478651074245309	0.0449462837097128	0.0503675313903269	0.0504748505100246	0.0501929460021049	0.050207994212335	0.0468883392071449	0.0495017869399541	0.0481563749444691	0.038869134769574	0.047575568263732	0.0404761551363306	0.0434298158980982	0.0420875420875421	0.0466310918229524	0.0453458764990573	0.0467013527575442	0.044185437401781	0.0428129343578715	0.0447538695762497	0.0513718622300058	0.0489784494822278	0.0478509167418094	0.0488363948935086	0.0480126148659671	0.0252503499515452	0.0296639709983268	0.0476110610285331	0.0493458537077906	0.0503648129527935	0.0488187799043062	0.049444343739978	0.0492791772519972	0.043861372246387	0.045239652433897	0.0482838589981447	0.048148595833837	0.0352866242038217	0.0495376164085228	0.0454965053408941	0.04355113480244	0.044427324088341	0.0449330783938815	0.0263000872079681	0.0500715495398511	0.0434392791500426	0.0356743666169896	0.0469243356611123	0.0438326874248296	0.0504595263343938	0.0483855390657696	0.0375818905007019	0.0505687031490747	0.0507210734452161	0.024513080007638	0.0480468218320403	0.0300627074880118	0.0514801383149195	0.0393216232586311	0.0427752185766664	0.0480160482921084	0.0351649608325233	0.0221251489192716	0.0355844310663408	0.0371530027111975	0.0330628251922032	0.046124340738373	0.0389055923030667	0.030312359390911
"Cellobiose -- Consumption"	0.0410659676714723	0.0473963795148619	0.0419130491390628	0.051396032012681	0.04611876878433	0.0412476280834915	0.0405072820453427	0.00323334716972888	0.0470542409192716	0.0505367897355329	0.0331778979078117	0.0434194023610918	0.0418302454255344	0.0129160724376396	0.0492800949977735	0.0465053521633534	0.049335544180905	0.0489298122008698	0.0455847877051315	0.0407084702185402	0.0457261435215165	0.0504453598464425	0.0434525990149387	0.0492083461912788	0.0431712405713369	0.0439118785352784	0.0449174259681093	0.0458896027271535	0.0392643801597423	0.049845357117169	0.0457466636844852	0.0499429052226696	0.0451029433687244	0.0443951165371809	0.047588644396306	0.0514369766915592	0.0488401765357987	0.039977155910908	0.037132684785879	0.0482315112540193	0.0410086870889459	0.0401854714064915	0.0340369824905907	0.0463678516228748	0.0480828985591028	0.0267861000302424	0.0472018398861023	0.0380943776914506	0.0498876580624935	0.0493255839456081	0.0507288255313684	0.0489236790606654	0.0503921979377604	0.0452109244774971	0.051535933704815	0.0499218327220251	0.0417179929375051	0.05028547843434	0.0489529507750884	0.046590659942995	0.050596344707262	0.0514624313428394	0.0502469169117846	0.050207994212335	0.0473918087691264	0.0489100849684031	0.0492077595142899	0.0325942968695531	0.0479600173002066	0.0415893607231383	0.0438096685152827	0.0434904601571268	0.05072736532117	0.0458317945927035	0.0464099895941727	0.0414876898899948	0.0218326296189452	0.0449758944430348	0.0515581721752307	0.0489784494822278	0.0480312593928464	0.0487727229314571	0.0478223043880159	0.0130020458705718	0.0347532069157836	0.0478626386297407	0.0494179756804708	0.0505195039575115	0.0489683014354067	0.0495140622167687	0.04943221817514	0.0450680510733829	0.0469214238998412	0.0483766233766234	0.0490148676417261	0.0394055201698514	0.0495701214061662	0.0472108664117104	0.041682694949717	0.0445396764252696	0.0473231357552581	0.0621471519713591	0.0504654002179307	0.0450082933608284	0.0357442250372578	0.0482610799972343	0.0474408659628491	0.0504595263343938	0.0490937771625406	0.0375818905007019	0.0506552637501515	0.0508194463572511	0.0142257017376361	0.0480468218320403	0.0253903848518382	0.0515138736611284	0.0455481526347668	0.0452821910939801	0.0481448763250883	0.0234814264204166	0.0161305572890074	0.0339750849377123	0.03307421003383	0.0176671584996505	0.0463800543391402	0.0330527159751453	0.0332251876761314
"Sucrose -- Consumption"	0.041393621668851	0.0476198662517836	0.0469365391083577	0.0513357282540339	0.0435278267177946	0.0603178368121442	0.0400729652257	0.00465339829156927	0.047093193105463	0.0501876582002269	0.0386250154747658	0.0427226214887221	0.0440342539660675	0.0131313403116002	0.0486269853050319	0.0614599262390933	0.049431667988369	0.0483710308301548	0.0455847877051315	0.0399942865304956	0.0483752281156178	0.0503375245325339	0.0424756787560549	0.049089657464334	0.0429037607660622	0.0426466210181602	0.0444428625664389	0.0448406975219615	0.037922008188469	0.049773430194922	0.0443599493029151	0.0505038363683715	0.044523214019512	0.0443951165371809	0.0480902975715426	0.0513690880289658	0.0465393545148403	0.039977155910908	0.037583993581386	0.0482315112540193	0.0407624942848099	0.0385662765879149	0.0334058021834163	0.0458158533892692	0.0472157588195338	0.0213568743789513	0.0463987150001825	0.0357454753515825	0.0491691921830912	0.0490185327338524	0.0507288255313684	0.0486130525269469	0.0503223704117496	0.0445698166431594	0.0489927132447492	0.0498767362155012	0.0402124223262435	0.05028547843434	0.0473211857492521	0.0452386172622963	0.0503675313903269	0.0504477935009064	0.0501389750924252	0.0500271296798698	0.0464724295689863	0.048850914771248	0.0484969643121576	0.0323502753956634	0.0480561295593253	0.040253514018969	0.0431765808199752	0.0434904601571268	0.0455239908774882	0.0444712239304943	0.0466181061394381	0.0412257726558408	0.0427080328341769	0.0445952803856889	0.0513346002409609	0.0489489887607347	0.0475142771265404	0.0487727229314571	0.0471969985318906	0.0117906751372887	0.0303959843837144	0.0476110610285331	0.0493458537077906	0.0503003583674943	0.0488187799043062	0.049444343739978	0.0491261363288543	0.0447032411954539	0.044492198449033	0.0481447124304267	0.0483702002498086	0.0394055201698514	0.0494888589120577	0.0472108664117104	0.0407209979666978	0.0442989214175655	0.0461281070745698	0.0283655390829394	0.0500452928279791	0.0437530819921998	0.0355113636363636	0.0472700454032128	0.0454363223306161	0.0504153411099328	0.0490937771625406	0.0375818905007019	0.0505687031490747	0.0507800971924371	0.0125548978422761	0.0479957805907173	0.0253903848518382	0.0515138736611284	0.0392004845548153	0.0426968756855003	0.0479608362779741	0.023424247622315	0.01537414194134	0.0329617929307981	0.0330982029319321	0.0176671584996505	0.047019338341058	0.0375025055121267	0.0322779264451654
