"","ginger_29","henry_29","joans_29","ginger_36","grogu_36","henry_36","joans_36","franc_37","grogu_37","ginger_41","grogu_41","joans_41","marshmallow_41","ginger_42","grogu_42","henry_42","ivy_42","ophelia_57","wolverine_57","goose_58","wolverine_58","goose_59","hamlet_59","iris_59","ophelia_59","iris_60","wolverine_60","hamlet_67","hera_67","jarjarbinks_68"
"ginger_29",0,4.0403355884289,2.79288006804533,4.03233045735207,11.910879495855,3.26797575309768,3.08374083080809,3.05890925140054,12.9238914815008,5.9561995761139,11.3921976958198,6.49383047348795,8.57574323713688,6.40158130621814,8.31155963420541,3.21143886059282,11.4800760264768,5.07915064617922,6.16228523153542,5.44903074185321,5.14868385042003,3.83815788227474,4.19825923020638,4.85523840189395,6.93105842247917,9.04973564250509,3.77263775909573,8.03802792310664,3.21703317231177,3.86701220763001
"henry_29",4.0403355884289,0,4.89579373336206,1.80832823363658,11.8077706344955,3.13096806600415,5.37126933967372,3.58046760676531,12.745651305639,3.75025896048547,11.4039244454558,5.61297673601126,8.24813066151456,3.22963424966919,8.27409855162669,3.40530622471464,10.3902571159457,3.57850580167805,5.04912783791177,4.79834189614953,4.79193667023937,4.30474041422698,2.60196632322625,4.35492797312397,4.47822611701846,7.61686015712236,3.42578037967546,6.70156636125378,5.13581789017135,3.40301664641718
"joans_29",2.79288006804533,4.89579373336206,0,5.32771306836522,10.4726354173504,3.1651331411075,1.49991522804535,2.60086324410689,11.5210835418527,5.22037748366747,9.89894476437847,4.86281989704566,8.26654218337009,6.48926869804233,6.96751751177119,5.01062855382333,11.1716691069178,6.12897366486498,5.66444262631466,4.18964337846776,5.23252974113835,2.72301135927838,3.98815943884379,5.16938736803402,6.98136099861009,9.56194036998243,3.77071351985611,7.94133292400773,3.14975129723409,3.65628647572806
"ginger_36",4.03233045735207,1.80832823363658,5.32771306836522,0,11.5090357103852,2.93006834144408,5.58522356761337,3.78546201007232,12.4046478852433,4.49259762248028,11.1396065100885,6.1480208758168,7.47787843200736,3.5135421975428,8.03553040201895,2.3411441164407,10.3258675059292,3.18012884326229,5.94926706194167,5.46267360048976,5.84276064939891,4.41714812680346,3.270867502471,3.58890372850611,4.20756643648731,7.06771493044111,4.34817422495944,6.13942628020894,5.79993285208216,3.53916637185204
"grogu_36",11.910879495855,11.8077706344955,10.4726354173504,11.5090357103852,0,9.75172800430556,10.0598484573344,9.75692907291577,1.13682599541653,9.66925615577882,0.818179078333669,8.33983959314446,5.59129378207416,10.1264268816963,3.70753977230716,12.0169294671038,11.8446833737826,11.4967782121066,11.8167429427652,9.31451095202602,13.5419439788594,8.56741306020781,10.5785426987487,8.96788025701574,8.87315976483237,11.6001958885845,12.2056413062958,8.26902764069372,12.8713741942588,9.62204718792607
"henry_36",3.26797575309768,3.13096806600415,3.1651331411075,2.93006834144408,9.75172800430556,0,3.3944583552704,1.87754615988746,10.7272435263905,3.92638379546868,9.31330184759928,4.44265112400321,6.51455562435251,4.25023179732224,6.20563141390839,3.05623205809305,9.91327258831358,3.80192372079502,5.59173336436701,4.12122278823134,5.78750107502128,2.26210544833508,2.26188958496043,2.89725377462847,4.32706902525285,7.40807317172156,3.66253064677424,5.61594635092515,4.62190738663308,1.89362847403956
"joans_36",3.08374083080809,5.37126933967372,1.49991522804535,5.58522356761337,10.0598484573344,3.3944583552704,0,2.85553209784071,11.0900768070904,5.48003484713445,9.46155418559869,4.79023477132601,7.95496189692434,6.7247388561564,6.58694817102392,5.18340250632303,11.3758176802515,6.52063136796322,6.22540837206539,4.10584956345181,6.00623939845782,2.44581271549564,4.59070010943573,5.38900008638169,7.08301958294745,9.78392409303135,4.37883255483934,8.06931888613642,3.18799124340657,3.65893202326987
"franc_37",3.05890925140054,3.58046760676531,2.60086324410689,3.78546201007232,9.75692907291577,1.87754615988746,2.85553209784071,0,10.7563286445893,4.37999035588625,9.2598619472354,4.61704497977969,6.85619040601594,4.95385790176258,6.18773528058137,3.80360984976082,9.231412540748,4.52472864821253,5.56101117197849,4.11189515717529,5.62768841440683,2.18367226743912,2.90945869165736,3.38992482199225,5.10302402058991,7.44147621810502,3.63772486821008,6.3289424764882,4.14646121939662,2.48212828672115
"grogu_37",12.9238914815008,12.745651305639,11.5210835418527,12.4046478852433,1.13682599541653,10.7272435263905,11.0900768070904,10.7563286445893,0,10.5617282036114,1.73395923541296,9.24987904369183,6.19645985211366,10.947315224839,4.70132667591853,12.9400911573401,12.4285083328223,12.4059274860155,12.7400326948088,10.2791949739126,14.5303630765637,9.57713466593927,11.5715179349732,9.87457212804974,9.65521646473519,12.2850572858889,13.1912651376069,9.04110185711587,13.8925421311988,10.5763089913063
"ginger_41",5.9561995761139,3.75025896048547,5.22037748366747,4.49259762248028,9.66925615577882,3.92638379546868,5.48003484713445,4.37999035588625,10.5617282036114,0,9.24029546383698,2.68802042156733,7.41468209662784,2.50912951282581,6.36466027745433,6.05362905171444,10.4384558059794,5.94835413109071,4.74570844845343,2.90333171525746,5.93474718976672,3.59808009028821,3.65434352045852,5.29564931048595,4.13809460370075,8.77903026453371,4.84180070001278,6.79358254153774,6.47760108929229,3.30904139318768
