"Taxa"	"buddy_16"	"buddy_17"	"ivy_17"	"padme_17"	"buddy_18"	"ginger_18"	"ivy_18"	"franc_19"	"ivy_19"	"ginger_20"	"buddy_21"	"joans_21"	"franc_22"	"grogu_22"	"henry_22"	"joans_22"	"marshmallow_22"	"franc_24"	"ginger_24"	"henry_24"	"ivy_24"	"marshmallow_24"	"henry_25"	"ophelia_43"	"goose_44"	"iris_44"	"jarjarbinks_44"	"lambchop_44"	"hamlet_45"	"hera_45"	"jarjarbinks_45"	"korra_45"	"ophelia_45"	"goose_46"	"hamlet_46"	"iris_46"	"lambchop_46"	"hamlet_48"	"hera_48"	"iris_48"	"jarjarbinks_48"	"korra_48"	"kubo_48"	"lambchop_48"	"ophelia_48"	"wolverine_48"	"iris_49"	"jarjarbinks_49"	"kubo_49"	"ophelia_49"	"wolverine_49"	"jarjarbinks_50"	"korra_50"	"kubo_50"	"lambchop_50"	"ophelia_50"	"wolverine_50"	"lambchop_51"	"goose_52"	"jarjarbinks_52"	"kubo_52"	"hera_53"	"kubo_53"	"iris_55"	"lambchop_55"	"ophelia_55"
"k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae"	0	0.145333333333333	0.000888888888888889	0.000222222222222222	0.000444444444444444	0.00577777777777778	0.0868888888888889	0.00466666666666667	0.0493333333333333	0.014	0.204222222222222	0.00977777777777778	0.00266666666666667	0	0.01	0.0213333333333333	0	0.00444444444444444	0.00355555555555556	0.00866666666666667	0.0745555555555556	0	0.00688888888888889	0.00666666666666667	0.000222222222222222	0.0284444444444444	0	0.0235555555555556	0.00933333333333333	0.0157777777777778	0.00133333333333333	0	0.00511111111111111	0.0142222222222222	0.00111111111111111	0.018	0.0286666666666667	0.00177777777777778	0.000666666666666667	0.012	0.00155555555555556	0	0.0282222222222222	0.000222222222222222	0.00666666666666667	0.00488888888888889	0.004	0.000222222222222222	0.00422222222222222	0.000666666666666667	0.00955555555555555	0	0	0.00355555555555556	0.00533333333333333	0.000666666666666667	0.00688888888888889	0.00266666666666667	0	0	0.000666666666666667	0.00933333333333333	0.0142222222222222	0.012	0.00555555555555556	0.00577777777777778
"k__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae"	0.000444444444444444	0.00222222222222222	0.00977777777777778	0.000444444444444444	0.00111111111111111	0.0157777777777778	0.00933333333333333	0.0106666666666667	0.0108888888888889	0.00422222222222222	0.002	0.00355555555555556	0.00866666666666667	0.000222222222222222	0.00133333333333333	0.006	0.00266666666666667	0.00844444444444444	0.000222222222222222	0.002	0.0177777777777778	0.00244444444444444	0.00111111111111111	0.0195555555555556	0.00222222222222222	0.00844444444444444	0.000444444444444444	0.000666666666666667	0.0126666666666667	0.0102222222222222	0.00933333333333333	0.00555555555555556	0.0155555555555556	0.00244444444444444	0.0166666666666667	0.00644444444444444	0.000444444444444444	0.0231111111111111	0.0206666666666667	0.0124444444444444	0.0111111111111111	0.00711111111111111	0.00977777777777778	0.000888888888888889	0.0213333333333333	0.0102222222222222	0.0131111111111111	0.00955555555555555	0.0246666666666667	0.0268888888888889	0.01	0.00511111111111111	0.00333333333333333	0.0113333333333333	0.000222222222222222	0.00644444444444444	0.00533333333333333	0.000222222222222222	0.00155555555555556	0.0108888888888889	0.00955555555555555	0.0217777777777778	0.0213333333333333	0.0157777777777778	0.000444444444444444	0.014
"k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae"	0.0124444444444444	0.00244444444444444	0.00466666666666667	0	0.000222222222222222	0.0137777777777778	0.00577777777777778	0.00266666666666667	0.00533333333333333	0.00666666666666667	0.0126666666666667	0.000444444444444444	0.00244444444444444	0.000222222222222222	0.00488888888888889	0.00288888888888889	0.000888888888888889	0.00133333333333333	0.000888888888888889	0.0117777777777778	0.0102222222222222	0.00111111111111111	0.0224444444444444	0.00111111111111111	0.0175555555555556	0.006	0.00355555555555556	0.00466666666666667	0.0466666666666667	0.0648888888888889	0.00155555555555556	0.00844444444444444	0.00311111111111111	0.0131111111111111	0.0131111111111111	0.00133333333333333	0.00111111111111111	0.00377777777777778	0.00266666666666667	0.000888888888888889	0.00111111111111111	0.0111111111111111	0.00111111111111111	0.00133333333333333	0.0146666666666667	0.0111111111111111	0.00333333333333333	0.00177777777777778	0.00422222222222222	0.004	0.00911111111111111	0.00177777777777778	0.000666666666666667	0.0102222222222222	0.00155555555555556	0.00177777777777778	0.00355555555555556	0.00266666666666667	0.00266666666666667	0.00311111111111111	0.00133333333333333	0.062	0.0215555555555556	0.00133333333333333	0.008	0.0146666666666667
"k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae"	0.189777777777778	0.000222222222222222	0	0	0	0	0	0	0	0	0	0	0	0	0.000222222222222222	0	0	0	0	0	0	0	0	0	0.000222222222222222	0.000222222222222222	0.0602222222222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000222222222222222	0.000222222222222222	0	0	0	0	0	0	0	0	0	0.000222222222222222	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae"	0	0.000444444444444444	0.000444444444444444	0.000444444444444444	0	0	0.00511111111111111	0.00155555555555556	0.00888888888888889	0	0.000444444444444444	0.000222222222222222	0.00133333333333333	0.000222222222222222	0.000444444444444444	0.00666666666666667	0.000444444444444444	0.00444444444444444	0	0.000222222222222222	0.01	0.000222222222222222	0.00111111111111111	0.00933333333333333	0.000444444444444444	0.00266666666666667	0.000222222222222222	0	0.00355555555555556	0.0108888888888889	0.008	0.000444444444444444	0.00866666666666667	0	0.00266666666666667	0.002	0.000444444444444444	0.008	0.00711111111111111	0.00444444444444444	0.00133333333333333	0.00266666666666667	0.004	0	0.0188888888888889	0.006	0.000888888888888889	0.00133333333333333	0.00466666666666667	0.0102222222222222	0.01	0.000444444444444444	0	0.00533333333333333	0.000666666666666667	0.00644444444444444	0.00111111111111111	0.000222222222222222	0	0	0.002	0.00133333333333333	0.00733333333333333	0.00177777777777778	0.000222222222222222	0.00977777777777778
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae"	0.00355555555555556	0	0.002	0	0	0	0.00244444444444444	0.00288888888888889	0.00355555555555556	0.000888888888888889	0	0	0.00266666666666667	0	0.00177777777777778	0.000222222222222222	0.00155555555555556	0.00555555555555556	0.00177777777777778	0.00155555555555556	0.00233333333333333	0	0.00155555555555556	0.00155555555555556	0	0.00688888888888889	0.00844444444444444	0	0.000666666666666667	0.00133333333333333	0.000888888888888889	0.00266666666666667	0.002	0.00111111111111111	0.000888888888888889	0.0106666666666667	0	0.00155555555555556	0.00111111111111111	0.01	0.00177777777777778	0.000888888888888889	0.00244444444444444	0.000444444444444444	0.00266666666666667	0.000222222222222222	0.00222222222222222	0.00466666666666667	0.00266666666666667	0.00333333333333333	0.00155555555555556	0.00111111111111111	0.00422222222222222	0.00488888888888889	0	0	0.000222222222222222	0	0	0.000888888888888889	0.00288888888888889	0.000666666666666667	0.00177777777777778	0.00266666666666667	0	0.00288888888888889
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae"	0.00244444444444444	0.00155555555555556	0	0	0.000888888888888889	0.0231111111111111	0.0535555555555556	0.000222222222222222	0.0213333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae"	0.000222222222222222	0.000222222222222222	0.000444444444444444	0	0	0	0.00266666666666667	0.000666666666666667	0.000222222222222222	0.00266666666666667	0.000222222222222222	0	0.000444444444444444	0.00155555555555556	0.004	0.00177777777777778	0.000222222222222222	0.000888888888888889	0.000222222222222222	0.000666666666666667	0.000555555555555556	0.00266666666666667	0.00111111111111111	0.000888888888888889	0	0.00133333333333333	0.004	0	0.000444444444444444	0.000888888888888889	0.000888888888888889	0.000888888888888889	0.00177777777777778	0	0.000444444444444444	0.00244444444444444	0	0.00266666666666667	0.00155555555555556	0.00244444444444444	0.00155555555555556	0.000444444444444444	0.00511111111111111	0	0.00555555555555556	0.000444444444444444	0.000888888888888889	0.00111111111111111	0.00155555555555556	0.00422222222222222	0	0	0.000888888888888889	0.00111111111111111	0	0.000666666666666667	0.000222222222222222	0	0	0	0.00511111111111111	0.000444444444444444	0.00155555555555556	0.00111111111111111	0	0.00355555555555556
"k__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Butyricicoccaceae"	0	0.00422222222222222	0.00222222222222222	0	0.000222222222222222	0	0.00111111111111111	0.00355555555555556	0.00155555555555556	0	0.00222222222222222	0.00244444444444444	0.00333333333333333	0.000222222222222222	0	0.00422222222222222	0.00111111111111111	0.00666666666666667	0	0	0.00411111111111111	0.00133333333333333	0	0	0	0.00133333333333333	0.000444444444444444	0	0.000666666666666667	0.002	0	0.000222222222222222	0	0	0.000444444444444444	0.00177777777777778	0	0.002	0.00311111111111111	0.002	0	0	0.000888888888888889	0	0	0.000222222222222222	0.00133333333333333	0	0.000666666666666667	0	0	0	0	0.000666666666666667	0	0	0.000222222222222222	0	0	0	0.000222222222222222	0.000444444444444444	0.000444444444444444	0.00755555555555556	0	0
"k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae"	0	0.000222222222222222	0	0.00733333333333333	0.000666666666666667	0.00377777777777778	0.00155555555555556	0	0.00688888888888889	0.00488888888888889	0.000888888888888889	0.00155555555555556	0	0	0	0	0.000444444444444444	0	0.000222222222222222	0.00222222222222222	0.00666666666666667	0.000666666666666667	0.000444444444444444	0	0.000222222222222222	0.000222222222222222	0	0.000888888888888889	0	0.000222222222222222	0.000222222222222222	0.000666666666666667	0.000222222222222222	0	0.000222222222222222	0	0.002	0.000666666666666667	0.000222222222222222	0	0	0.000666666666666667	0	0	0	0.000222222222222222	0	0	0.000666666666666667	0.000222222222222222	0	0	0	0.000666666666666667	0.00644444444444444	0	0.000222222222222222	0.00488888888888889	0.00111111111111111	0	0	0.002	0.000222222222222222	0	0.000888888888888889	0.000222222222222222
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae"	0	0.00155555555555556	0.000222222222222222	0.00533333333333333	0.000666666666666667	0.00133333333333333	0.0102222222222222	0	0.0264444444444444	0.000222222222222222	0.000444444444444444	0.000666666666666667	0	0	0.000222222222222222	0	0	0	0	0	0	0	0	0	0	0.000222222222222222	0	0.000222222222222222	0	0	0	0	0.000444444444444444	0	0	0	0.000888888888888889	0	0	0	0	0	0	0	0.000444444444444444	0	0	0	0	0.000222222222222222	0	0	0	0	0.00155555555555556	0	0	0	0	0.000222222222222222	0	0	0	0.000222222222222222	0.000222222222222222	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Peptococcaceae"	0	0	0.000444444444444444	0	0	0	0.002	0.000888888888888889	0.00244444444444444	0	0	0	0.00288888888888889	0	0	0.00133333333333333	0.000888888888888889	0.00111111111111111	0	0	0.00144444444444444	0	0	0.00577777777777778	0	0	0	0	0.000444444444444444	0	0.000888888888888889	0	0.000888888888888889	0.000222222222222222	0.000666666666666667	0	0	0.000666666666666667	0.00422222222222222	0	0.000888888888888889	0.000444444444444444	0.000666666666666667	0	0.000666666666666667	0.00222222222222222	0	0.000444444444444444	0.00155555555555556	0.000444444444444444	0.00133333333333333	0.000222222222222222	0.000444444444444444	0.00177777777777778	0	0	0.000888888888888889	0	0	0.000222222222222222	0.000666666666666667	0.000444444444444444	0.000666666666666667	0	0	0.00177777777777778
"k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae"	0.000888888888888889	0.000666666666666667	0.000222222222222222	0.000222222222222222	0	0.000222222222222222	0.000222222222222222	0.000888888888888889	0.000444444444444444	0.000444444444444444	0	0	0	0	0.000222222222222222	0.000444444444444444	0.000222222222222222	0.000666666666666667	0.000222222222222222	0.000222222222222222	0.000333333333333333	0	0.00111111111111111	0	0.00288888888888889	0.000666666666666667	0.000888888888888889	0	0.00155555555555556	0.00155555555555556	0.000666666666666667	0.00155555555555556	0.000222222222222222	0.000444444444444444	0.00111111111111111	0	0	0.000222222222222222	0.000444444444444444	0.000444444444444444	0.000222222222222222	0.000888888888888889	0.000222222222222222	0	0.000666666666666667	0.000222222222222222	0	0	0.000444444444444444	0.000444444444444444	0.000666666666666667	0.000222222222222222	0	0.000888888888888889	0.000222222222222222	0.000222222222222222	0	0.000444444444444444	0.000222222222222222	0.000444444444444444	0.000444444444444444	0.000222222222222222	0.00244444444444444	0.000222222222222222	0.000222222222222222	0.00155555555555556
"k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Anaeroplasmatales|f__Anaeroplasmataceae"	0	0	0.000444444444444444	0	0	0	0.00666666666666667	0	0.00288888888888889	0	0	0	0	0	0	0	0	0.000222222222222222	0	0	0.00155555555555556	0	0	0.00266666666666667	0	0.00288888888888889	0.000444444444444444	0	0	0	0.000666666666666667	0	0.00288888888888889	0	0	0.000666666666666667	0	0	0	0	0	0	0	0	0.00177777777777778	0	0.000444444444444444	0	0.00133333333333333	0	0	0	0	0	0	0.00244444444444444	0	0	0	0	0	0	0.00222222222222222	0.000888888888888889	0	0.000222222222222222
"k__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Acutalibacteraceae"	0	0.000222222222222222	0	0	0	0	0.00111111111111111	0.000222222222222222	0.00111111111111111	0.000222222222222222	0.000222222222222222	0	0.000222222222222222	0	0.000222222222222222	0	0	0.000888888888888889	0	0.000222222222222222	0.00133333333333333	0	0.000222222222222222	0	0	0	0	0	0.000222222222222222	0	0.00111111111111111	0	0.00111111111111111	0	0	0	0.000444444444444444	0.000222222222222222	0.000222222222222222	0	0	0	0.00155555555555556	0	0.00111111111111111	0.000222222222222222	0	0	0.00133333333333333	0.000444444444444444	0.00155555555555556	0	0	0.00111111111111111	0.000222222222222222	0.000444444444444444	0.000666666666666667	0.000222222222222222	0	0	0	0	0.00111111111111111	0	0	0.000888888888888889
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae"	0	0	0	0	0	0	0.000222222222222222	0	0	0	0	0	0	0	0	0.000444444444444444	0	0.000222222222222222	0	0	0	0	0	0	0	0.000444444444444444	0	0	0.000666666666666667	0.00111111111111111	0	0	0	0	0.000666666666666667	0.000888888888888889	0	0.00155555555555556	0.00155555555555556	0.00133333333333333	0	0	0	0	0	0	0.000222222222222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000888888888888889	0	0.000222222222222222	0.000666666666666667	0	0
