"Taxa"	"buddy_16"	"buddy_17"	"ivy_17"	"padme_17"	"buddy_18"	"ginger_18"	"ivy_18"	"franc_19"	"ivy_19"	"ginger_20"	"buddy_21"	"joans_21"	"franc_22"	"grogu_22"	"henry_22"	"joans_22"	"marshmallow_22"	"franc_24"	"ginger_24"	"grogu_24"	"henry_24"	"ivy_24"	"marshmallow_24"	"henry_25"	"ophelia_43"	"goose_44"	"iris_44"	"jarjarbinks_44"	"lambchop_44"	"hamlet_45"	"hera_45"	"jarjarbinks_45"	"korra_45"	"ophelia_45"	"goose_46"	"hamlet_46"	"iris_46"	"lambchop_46"	"hamlet_48"	"hera_48"	"iris_48"	"jarjarbinks_48"	"korra_48"	"kubo_48"	"lambchop_48"	"ophelia_48"	"wolverine_48"	"iris_49"	"jarjarbinks_49"	"kubo_49"	"ophelia_49"	"wolverine_49"	"jarjarbinks_50"	"korra_50"	"kubo_50"	"lambchop_50"	"ophelia_50"	"wolverine_50"	"lambchop_51"	"goose_52"	"jarjarbinks_52"	"kubo_52"	"hera_53"	"kubo_53"	"iris_55"	"lambchop_55"	"ophelia_55"
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Duncaniella"	0.002	0	5e-04	0	0	0	0.00175	0.001	0.00275	0	0.00025	0	0.00125	0	0.00025	0	5e-04	0.0015	0.00025	0.00075	0.00025	0.000875	0	5e-04	0.00025	0.00025	0.003	0.005	0	0.00025	0.00025	0.00025	0.001	0.00025	0.00025	0	0.007	0	5e-04	0.00025	0.00575	5e-04	5e-04	5e-04	0.00025	0.00025	5e-04	0.00075	0.00125	0.00075	0.00125	0.00075	0.00025	0.001	0.00125	0	0	0	0	0	0	0.001	0.00025	0.00025	0.0015	0	0.00075
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Porcincola"	0.00025	0.00025	0.00025	0	0	0	0	0.00025	0	0.00125	0.00025	0	0.00175	0	5e-04	0.00025	0.00075	0.00175	0.001	0.001	0.00025	0.00075	0.0015	0.00025	0	0.002	0.001	0	0.00075	0.00025	5e-04	0.00025	0.00075	0.00075	5e-04	5e-04	0.002	0.00025	0.00075	0.00075	0.0015	0.00075	0.00025	0.00075	0.00125	5e-04	5e-04	0.00125	0.007	0.00025	5e-04	0.00225	0.00375	0.00075	5e-04	0.00025	0	5e-04	0	0.00175	0.00125	5e-04	0.00025	0.00075	5e-04	0	0.00075
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Coprobacter"	0	0	0.00025	0	0	0	0.0025	0	0.00025	0.0025	0	0	0	0.0015	0.003	0.0015	0.00025	0.00025	0	0.001	5e-04	5e-04	0.00275	0.00125	0.00075	0	5e-04	0.0035	0	0.00025	0.00075	0.00025	0	0.00075	0	0.00025	0.002	0	0.002	0.00125	0.00225	0	0.00025	0.00325	0	0.0025	5e-04	5e-04	0	5e-04	0.00125	0	0	0	0.00025	0	5e-04	0.00025	0	0	0	0.0015	0.00025	0.00075	0.00125	0	0.00175
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Paramuribaculum"	0.00075	0	0.0015	0	0	0	0.00025	0.0015	0.00025	5e-04	0	0	0.00125	0	0.001	0	0.00075	0.0025	0.00125	0.00075	0.001	0.000375	0	0.00075	0.00125	0	0.00025	0.002	0	5e-04	0.00075	5e-04	0.00125	0.00125	0.00075	0.00075	0.00025	0	0.00075	0.00075	0	0.00075	5e-04	0.001	0.00025	0.00125	0	0.00025	0.003	0.00175	0.0015	0	5e-04	0.0025	0.0025	0	0	0	0	0	5e-04	0.0015	0.00025	0.00125	0	0	0.0015
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Hoylesella"	0	0	0.00125	0	0	0	0	0.00025	0	0	0	0.00375	0.0015	0	0	0	0	0.00175	0	0.00025	0	0	0	0	0	5e-04	0.00775	0	0	0	0.00025	0	0	0	0.00075	0	0.009	0	0	0	0.00625	0	0	0	0.00175	0	0.001	0.0025	0	0	0	0.0035	0	0	0	0	0	0.00025	0	0.00075	0	0	0	0	0.00175	0	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Peptococcaceae|g__Peptococcus"	0	0	0.00025	0	0	0	0.002	0.00075	0.0025	0	0	0	0.00275	0	0	0.00125	0.00075	0.00125	0	0.00075	0	0.0015	0	0	0.00575	0.00025	0	0	0	5e-04	0	0.001	0	0.001	0.00025	0.00075	0	0	0.00075	0.00425	0	0.00075	5e-04	0.00075	0	0.00075	0.00225	0	0.00025	0.00175	0.00025	0.00125	0.00025	5e-04	0.00175	0	0.00025	0.001	0	0	0.00025	5e-04	0.00025	0.00075	0	0	0.0015
"k__Bacteria|p__Bacillota|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Colibacter"	0.00025	0	0.00025	0	0	0.00025	0	0.00025	0	0	0	0	0.00125	0	0	0	0.00025	0.00075	0	0	5e-04	0.000875	0	0	0	0.00275	0.00425	0.00025	5e-04	0.00025	0.00025	0	0.00025	0.00025	5e-04	0	0.0035	0.00025	0	0	0.00375	0	0	0.00075	0.0015	0.00025	0.00025	0.007	0.001	0	0	5e-04	0.0015	0	5e-04	0.00125	0	5e-04	5e-04	0.001	5e-04	0	0	0	0.004	0	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Hominisplanchenecus"	0	0.00025	0.00025	0	0	0	5e-04	0.00025	5e-04	0.00025	0.00025	5e-04	0.0015	0.00025	0	0.00025	0	0.00025	0	0.00025	0	0.001875	0.001	0	0.001	0.00075	0.00175	0	0	0	0.001	0.00075	5e-04	0.00225	0.001	0	0.001	0.00025	0.00075	0.00025	5e-04	0.00025	0.00025	0.002	5e-04	0.00175	5e-04	0.00025	0.00225	0.00125	0.00225	0.00025	0.00075	0.00025	0.00275	0	0.00025	5e-04	0	0.00025	0.00025	5e-04	0.00025	0.00125	0.00075	0	0.0015
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Marvinbryantia"	0	0	0	0	0	0	0.00075	0	0.00125	0.00025	0.00025	0	5e-04	0	0	0.00075	0.00075	0.00025	0.00025	0.00075	0.00075	0.000875	5e-04	5e-04	5e-04	0.00075	5e-04	0	0.00025	0	0.00075	0	0.00125	0.00075	0.00175	0.00025	0.001	0	0.0015	0.00125	5e-04	5e-04	5e-04	0.00025	5e-04	0	0.00025	0.00125	0.002	0.00025	0.0015	5e-04	0.00125	0.00025	5e-04	0	0.00025	5e-04	0	0.0015	0.001	0.00025	5e-04	0.001	5e-04	0	0.00025
"k__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__"	0	0	0	5e-04	0	0	0.0015	0.00025	0.00375	0	0.00025	0	0	0.00025	0.00025	0.00025	0.00025	0.0015	0	0	0	0.001125	0.00025	0.001	0.00225	0	0	0.00025	0	0	0.00025	0.00125	0	0.00175	0	0	0	5e-04	5e-04	0.00025	0	0	0	0.001	0	0.001	5e-04	0	0	0.00275	0.00075	0.00125	0	0	0.00175	0.00075	0.00175	0.001	0.00025	0	0	0	0	0.00225	0	0	5e-04
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella"	0.00025	0.00025	0.00025	0	0	0	0.00025	5e-04	0	0.00025	0.00025	0	5e-04	0	0.001	0.00025	0	0.00075	0.00025	5e-04	0	0.000125	0	0	0	0	0.001	5e-04	0	0.00025	0.00025	5e-04	0.00075	0.00075	0	0.00025	5e-04	0	0.00075	5e-04	0.00025	0.00175	0.00025	0.002	0	0.003	0	0.00025	0.00125	0.00125	0.003	0	0	0.001	0.001	0	0	0	0	0	0	0.00375	0.00025	0.00125	0	0	0.002
"k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Anaeroplasmatales|f__Anaeroplasmataceae|g__Asteroleplasma"	0	0	0.00025	0	0	0	0.0065	0	0.00275	0	0	0	0	0	0	0	0	0.00025	0	0	0	0.0015	0	0	0.00275	0	0.003	5e-04	0	0	0	0.00075	0	0.003	0	0	5e-04	0	0	0	0	0	0	0	0	0.00175	0	5e-04	0	0.00125	0	0.00025	0	0	0	0	0.0025	0	0	0	0	0	0	0.00225	0.001	0	0.00025
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella"	0	0.00025	0	0	0.00025	5e-04	0.0015	0	5e-04	0	0.00025	0	0	0.00025	0.00025	0.00175	0	0.00025	0	0	0.00025	0.00025	0.00025	0.00025	5e-04	0	0.00125	0.00025	0	0.001	0.00125	0.00025	0.00075	5e-04	0.00025	5e-04	0.00075	0	0.00075	5e-04	0.00025	0	0	0.00025	0.00025	0.0045	0.00025	0.00025	5e-04	5e-04	0.00375	5e-04	0.00025	0	5e-04	0	0.00025	0	0	0.00025	0	5e-04	0	5e-04	0.00025	0	5e-04
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Kineothrix"	0	0.00025	0	0	0.00025	0.00025	0.001	5e-04	0.002	0.001	0	0	0.001	0.00025	0.00025	0.00025	5e-04	5e-04	0	5e-04	5e-04	0.001125	0.00025	5e-04	0.00025	0.00025	5e-04	0	0.00075	0	0.00025	0	0	0.00075	0.00075	0	5e-04	0.00025	5e-04	5e-04	5e-04	0.00025	0	5e-04	0.00025	5e-04	5e-04	5e-04	0.002	0.00025	0.00025	5e-04	0	0.00025	0.00025	0.00025	0	0.00025	0	0.00025	0.00025	0	5e-04	0.00075	0.00025	0.00025	0.00025
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella"	0	0	0	0.02525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Canicola"	0	0.00025	0.00025	5e-04	0	0.00075	0.00475	0	0.01475	0	0	0	0	0	0.00025	0	0	0	0	0	0	0	0	0	0	0	0.00025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00025	0	0	0	0	0	0	0	0	0	0.00025	0	0	0	0	0.00025	0	0	0	0	0	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Acutalibacteraceae|g__Anaeromassilibacillus"	0	0	0	0	0	0	0.00075	0.00025	0.00125	0.00025	0	0	0.00025	0	0.00025	0	0	0.001	0	0	0.00025	0.001125	0	0.00025	0	0.00025	0	0	0	0.00025	0	0.001	0	0.001	0	0	0	0.00025	0.00025	0.00025	0	0	0	0.0015	0	0.001	0.00025	0	0	0.0015	5e-04	0.0015	0	0	0.00125	0.00025	0.00025	5e-04	0	0	0	0	0	0.001	0	0	0.00075
"k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Thermophilibacter"	0	0	0	0	0	0.00025	0	0	5e-04	0.00025	0	0	0	0	0	0.00025	0.00025	0.00025	0	0	0	0.00025	0	0.00025	0	0.002	0	5e-04	0	0.00125	0.001	0.00025	5e-04	0	5e-04	0.00025	0	0	0	0.00025	0.00025	0	0.00075	0.00025	0	0.00025	0	0	0	5e-04	0	0.00025	0	0	0.00075	0	0.00025	0	0.00025	0.00025	0	5e-04	0.00025	0.00225	0	0.00025	0.00075
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Sodaliphilus"	0.00075	0	0.00025	0	0	0	0	0.00025	0	0.00025	0	0	0.00025	0	0.00025	0	0.00025	5e-04	0.00025	5e-04	5e-04	0.000375	0	0.00025	0	0	0	0.00125	0	0	0.00025	0	0.00025	0.00025	0.00025	0.00025	0.00025	0	5e-04	0.00025	0	0.00025	0	0.00075	0	0.001	0	0	5e-04	0.00025	0.00075	0	5e-04	0.001	0.00125	0	0	0	0	0	0.00025	5e-04	0.00025	0.00025	0	0	0.00075
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eisenbergiella"	0	0	5e-04	0	0	0	0	0.00075	0	0	0	0	5e-04	0	0	0	0	5e-04	0	0	0	0	0	0	0	0	0.00025	0	0	5e-04	0.0015	5e-04	0.00025	0	0	0.00075	0	0	0.001	0.001	0	0	0.00025	0.00125	0	0	0	0	0	0.00075	0	0	0	0.00025	0.0015	0	0	0	0	0	0	0.00075	0.00175	0.00175	0	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculum"	0	0	0	0	0	0	5e-04	0	0.00075	0	0	0	0	0	0	0	0.00025	5e-04	0	0	0	0.000875	0	0	0	0	0.00325	5e-04	0	0	0	0	0	0	0	0	0.003	0	0	0	0.004	0	0	0	0	0	0	0.001	0	0	0	0.00075	0	0	0	0	0	0	0	0	0	0	0	0	0.00075	0	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Anaerocolumna"	0	0.00025	5e-04	0	0	0	0.00025	0	0	0	0	0	0.00025	0	0.00025	0.00025	0.00025	5e-04	5e-04	0.00025	0	0.000625	5e-04	0	0	0.00075	0	0	5e-04	0	0	5e-04	0	0	5e-04	5e-04	0.00025	0	0.00025	5e-04	5e-04	0.00025	0.00025	0	5e-04	0.00025	0	5e-04	0.0015	0	0	0.00075	0	0	0.00025	0	0.00025	0	0	0.00025	0.00025	0.00025	0	0	0.00025	0	0.00025
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Gluceribacter"	0	0	0.00025	0	0	0.00025	0.00075	0.00025	0.00075	0.00025	0	0	5e-04	0	0.00025	0	0	0	0	0	0.00025	0.000875	5e-04	0	0.00025	0.00025	5e-04	0	0.00025	0	0.00025	0	0	0.00025	0	0	5e-04	0	0	0	0.00025	0	0	0.00025	0	0.00025	5e-04	5e-04	0.001	0	0	0	0.00025	0.00025	0	0.00025	0	0	0	0	0	0	0.00025	0.00025	0.00025	0.00025	0.00025
"k__Bacteria|p__Bacillota|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Caecibacter"	0	0.00025	0	0	0	0	0	0	0	0.00025	0	0	0.00025	0	0	0	0	0	0	0	0	0.00025	0	0.00025	0	0.002	0.00025	0	0.00025	0	5e-04	0	0	0	0.00025	0.00025	0	0.00025	0	0	0.00025	0	0	0.00025	0.0015	5e-04	0	0.00025	5e-04	0	0	0.00025	0.0015	0	0	5e-04	0	0	0	5e-04	0.00025	0	0	0	0.00025	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes"	0	0	0	0	0	0	0.00025	0	0	0	0	0	0	0	0	5e-04	0	0.00025	0	0	0	0	0	0	0	0	5e-04	0	0	0.00075	0.001	0	0	0	0	5e-04	0.00075	0	0.0015	0.00175	0.0015	0	0	0	0	0	0	0.00025	0	0	0	0.00025	0	0	0	0	0	0	0	0	0	0.00075	0	0.00025	5e-04	0	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Qiania"	0	0	0.00025	0	0	0	0	0	0.00025	0	0	0	5e-04	0	0.00025	0	0	0.00025	0.00025	5e-04	0	0.000375	5e-04	0	0	5e-04	0	0	0.00025	0	0	0.00025	0	0.00025	0.00025	0	0.00025	0	0	0.00025	5e-04	0.00025	0	0.00025	0.00025	0.00025	0	0.00025	0.00125	0.00025	0.00025	0.00075	0.001	0	0.00025	0.00025	0	0.00025	0	0	0	0	0	0	0	0	0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Pantoea"	0	0	0	0.00475	0	0	0	0	0.00025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00025	0	0.00025	0	0	0	0	0.0015	0	0.00125	0	0	0	0	0.00025	0	0	0	0	0	0	0.00025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002
"k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Abiotrophia"	0	0.00025	0	0	0.00025	5e-04	0.00025	0	0.0025	0.00025	0.00025	0.00025	0	0	0	0	0	0	0	0	5e-04	0.001875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00025	0	0	0	0	0	0.00025	0	0.00025	0	0	0	0	0	0	0	0	0	0.0015	0	0	0.00125	0	0	0	0	0	0	0.00025	0
"k__Bacteria|p__Bacillota|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella"	0	0	0	0	0.00025	0	5e-04	0.00025	0.00525	0.00025	0	0.00025	0.00025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5e-04	0	0	0	0	0	0	0	0	0.00025	0	0	0	0	0	0	0	0.00025	0	0	0	0	0	0	0	0.00125	0	0.00075	0	0	5e-04	0	0	0	0	0	0	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella"	0	0	0	0	0	0.00025	0	0	0	5e-04	0.00025	0	0	0	0	0.00025	0	0	0	5e-04	0	0	0	0.00025	0	0.00025	0	0	0	0.00075	0.00075	0.00025	0.00025	0.00025	5e-04	0.00025	0	0	5e-04	0	0	0.00025	0.00025	0	0.00075	0.00125	0	0	5e-04	0	5e-04	0	0.00025	0.00025	0	0	0	0	0	0	0.00025	5e-04	0	0	0	0	0
"k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Gemellaceae|g__Gemella"	0	0.00025	0	0	0	0.001	0.00025	0	0	0.00075	0	0.00025	0	0	0	0	0	0	0	0	0.00025	0.003375	0	0	0.00025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00025	0.0025	0	0	0.00025	0	0	0	0	0.00025	0	0.00025	0
"k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Latilactobacillus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5e-04	0	0	0	0	5e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00125	0	0.0035	0.00175	0.00125	0	0	0	0.00025	5e-04	0	0	0	0	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia"	0	0	0	0	0	0	0	0	0	0.00025	0	0	5e-04	0	0	0	0	0	0	0	0	0.000375	5e-04	0	0	0.00025	0.00025	0	0.00025	0	0	0	0.00025	5e-04	0.00025	0.00025	5e-04	0.00025	0	0.00025	5e-04	0	0	0.00025	0	0	0	0.00025	0.001	0	0.00025	0.00075	0.00025	0	5e-04	0	0	0	0	0	0.00025	0	0	0	5e-04	0	0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter"	0	5e-04	0	0.00075	0.00025	0	0.00075	0	0.00175	0	0	0.00075	0	0	0	0	0	0.00025	0	0	0	0	0	0	0	0	0	0	0.00025	0	0	0	0	0.00025	0	0	0	5e-04	0	0	0	0	0	0	0	0	0	0	0	0	0.00025	0	0	0	0	0.0015	0	0	0	0	0	0	0	0	5e-04	0	0
"k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Parolsenella"	5e-04	5e-04	0.00025	0	0	0	0.00025	0.00025	0	0	0	0	0	0	0.00025	0	0	0	0.00025	0	0.00025	0.000125	0	5e-04	0	0.00025	0	5e-04	0	0	5e-04	0.00025	5e-04	0	0	0.00075	0	0	0	0.00025	0.00025	0	0	0	0	0	0.00025	0	0	0	0	0.00025	0.00025	0	0.00025	0	0	0	0.00025	0	0.00025	0	0	0	0.00025	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Marseilla"	0	0	0.00025	0	0	0	0	0	0	0	0	0.00025	0	0	0.00025	0.00025	0	0	0	0	0	0	0	5e-04	0	0	0.00025	0	0	0	0.001	0.00025	0.00075	0.00025	0.00025	0	0.00025	0	0.00025	0	0.00025	0	0	0	0.00025	5e-04	0	5e-04	0.00025	0	0.00025	0	0.00025	0.00025	0	0	0	0	0	5e-04	0	0	0	0	0	0	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Hungatella"	0	0	0	0	0	0	0.00025	0	0.00025	5e-04	0	0	0	0	0	5e-04	0.00025	0	0	0	0	0.001	5e-04	0	0.00025	0	0	0	0	0	0.00025	0.00025	0	5e-04	0	0	0	0	5e-04	0.00025	0	0	0	0.00075	0	0.00025	0	0	0.00025	0	0	0.00025	0	0	0.00025	0	0	0	0	0	0	0	0	5e-04	0	0	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium"	0	0.00025	0	0	0	0	0	0	0	0.00025	0.00025	0	0.00025	0	0	0	0	0	0	0	0	0.000125	0	0	0.00075	0.00025	0.001	0	0	0	0	0.00025	0	0.00025	0	0	0.00025	0	0	0.00025	0.00025	0	0	0.00025	0	0.00025	0	0	0.00025	0	5e-04	0	0	0	0	0	0	0	0	0	0.00025	0	0	0	0.00075	0	5e-04
"k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella"	0	0.00025	0	0.00275	0	0	5e-04	0	0.00075	0.00025	0	0	0	0	0	0	0	0	0	0	0	0.001125	0	0	0	0	0	0	0	0	0	0	0.00025	0.00025	0	0	0	0.00025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5e-04	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Syntrophococcus"	0	0	0	0	0	0	0.00025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00425	0	0	0	0	0	0	0	0.00025	0.00025	0	0.00025	0.00025	0	0	0	0	0	0	0.00025	0	0	0.00025	0.00025	0	0	0	0	0	0.00025	0	0	0	0	0.00025	0	0	0	0	0	0	0
"k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria"	0	5e-04	0.00025	0	5e-04	0	0	0	0	0	5e-04	5e-04	0	0	0	0.00025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0.00025	0	0	0	0	0	0.00025	0	0	0	0.00025	0	0	0	0	0.00175	0	0	0.00025	0	0	0	0	0	0.00025	0	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Faecalimonas"	0	0	0	0	0	0	0	0	0	0	0	0	0.00025	0	0	0	0	0	0	5e-04	0	0.000375	0	0	0	0	0.00025	0	0	0	0.00025	0.00025	0	0.00025	0	0.00025	0.00025	0	0	0	5e-04	0	0	0.00025	0	0.00025	0	0	0.00025	0	5e-04	0.00025	0	0	0.00075	0	0	0	0	0	0.00025	0	0	0.00025	0	0	5e-04
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Jingyaoa"	0	0	0	0	0	0	0	0.00025	0	0	0	0.00025	0.00025	0	0	0	0	0	0	0.00025	0	0.000375	0	0.00025	0.00025	0	0.00025	0	0	0	0	0.00025	0	0.00025	0	0	0	0	0	0.00025	5e-04	0	0	0	0	0.00025	0	0.00025	5e-04	0	0.00025	0.00025	0	0	0.00025	0	0.00025	0	0	0	0	0	0	0	0.00025	0	0
"k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella"	0.00025	0	0	0	0	0	0	5e-04	0	0.00025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5e-04	0.00025	0	0	0.00025	0	0.00025	0.00025	0.00025	0	0.00025	0	0	0	0	0	0.00025	0.00025	0.00025	0	0.00025	0	0	0	0	0.00025	0.00025	0	0	0	0	0	0	0	0	0.00025	0	0	0	0	0	5e-04
"k__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Drancourtella"	0	0	0	0	0	0	0	0	0	0	0	0.00025	5e-04	0	0.00025	0	0	0	0	5e-04	0.00025	0.000125	0	0	0	0.00025	0	0	0	0	0	0	0	0.00025	0	0	0.00025	0	0	0	0.00025	0	0	0.00025	0	5e-04	0	0.00025	5e-04	0	0.00025	0.00025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00025
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Catenibacillus"	0	0	0	0	0	0	0	0.00025	0.00025	0	0	0	0	0	0	0	0	0.00025	0	0	0	0.00025	0	0	0.001	0	0.00025	0	0	0	0	0.00025	0	0.00075	0	0	0	0	0	0	0	0	0	0	0	0	0.00025	0	0	0	0	0	0	0	0	0	0.00025	0	0	0	0.00025	0	0	0	0.00025	0	0.00075
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Leyella"	0	0	0	0	0	0	0	0	0	0	0	0.00025	0	0	0	0	0	0.00025	0	0	0	0	0	0	0	0.00025	0.00125	0	0	0	0	0	0	0	0	0	0.00075	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0.00025	0	0	0	0	0	0.00025	0	0.00025	0	0	0	0	0.00025	0	0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Proteus"	0	0	0	0	0	0	0	0	0	0	0	0.00025	0	0	0	0	0	0	0	0	0	0	0	0	0.00025	0	0	0	0	0	0	0.00075	0.00025	0.00025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0.00025	0	0	0	0	0.00075
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Murimonas"	0	0	0	0	0	0	0	0.00025	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000125	0	0	0	0.00025	0	0	0	0	0	5e-04	0	0.00025	0	0.00025	0.00025	0	0	0	0	0	0	0.00025	0	5e-04	0	0	0.00075	0	0.00025	0	0	0	5e-04	0	0	0	0	0	0	0	0	0	0.00025	0	0.00025
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus"	0	0	0	0.002	0.00025	0	0.00125	0	0.00075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Actinobacillus"	0	0.00025	0	0.001	0	0	0.00075	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
