"ID"	"Ginger_2"	"Padme_5"	"Padme_6"	"Ginger_7"	"Padme_7"	"Charles_9"	"Franc_9"	"Grogu_9"	"Henry_9"	"Ivy_9"	"Buddy_11"	"Joans_11"	"Padme_11"	"Ginger_14"	"Buddy_16"	"Buddy_17"	"Ivy_17"	"Padme_17"	"Buddy_18"	"Ginger_18"	"Ivy_18"	"Franc_19"	"Ivy_19"	"Ginger_20"	"Buddy_21"	"Joans_21"	"Franc_22"	"Grogu_22"	"Henry_22"	"Joans_22"	"Marshmallow_22"	"Franc_24"	"Ginger_24"	"Henry_24"	"Ivy_24"	"Marshmallow_24"	"Henry_25"	"Ginger_29"	"Henry_29"	"Joans_29"	"Ginger_36"	"Grogu_36"	"Henry_36"	"Franc_37"	"Grogu_37"	"Grogu_41"	"Joans_41"	"Marshmallow_41"	"Ginger_42"	"Grogu_42"	"Henry_42"	"Ivy_42"	"Buddy_44"	"Franc_44"	"Ginger_44"	"Ivy_44"	"Joans_44"	"Marshmallow_44"	"Buddy_45"	"Franc_45"	"Grogu_45"	"Henry_45"	"Ivy_45"	"Joans_45"	"Marshmallow_45"	"Buddy_46"	"Charles_46"	"Ivy_46"	"Joans_46"	"Marshmallow_46"	"Franc_47"	"Ginger_47"	"Ivy_47"	"Marshmallow_47"	"Buddy_48"	"Charles_48"	"Franc_48"	"Grogu_48"	"Ivy_48"	"Joans_48"	"Marshmallow_48"	"Charles_49"	"Franc_49"	"Ginger_49"	"Henry_49"	"Ivy_49"	"Joans_49"	"Marshmallow_49"	"Buddy_50"	"Charles_50"	"Franc_50"	"Ginger_50"	"Grogu_50"	"Ivy_50"	"Joans_50"	"Charles_51"	"Franc_51"	"Joans_51"	"Buddy_52"	"Charles_52"	"Ginger_52"	"Grogu_52"	"Marshmallow_52"	"Franc_53"	"Marshmallow_53"	"Charles_55"	"Ginger_55"	"Ivy_55"	"Buddy_56"	"Franc_56"	"Grogu_56"	"Joans_56"	"Buddy_57"	"Joans_57"	"Ginger_58"	"Henry_59"	"Joans_60"	"Marshmallow_60"	"Joans_62"	"Henry_66"	"Ivy_67"	"Franc_68"	"Grogu_70"
"njc11"	0.04	0.07	0.11	0.12	0.07	0.04	0.13	0	0.09	0.02	0	0	0.02	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0.09	0	0	0.09	0	0.02	0	0.02	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0.02	0	0	0	0	0	0	0.02	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0.02	0.02	0	0.11	0	0.02
"njc12"	0	0.02	0	0.02	0.02	0.04	0.07	0.02	0.02	0.2	0	0	0.04	0.2	0	0.04	0.02	1.29	0	0	0.04	0.04	0.11	0	0	0.09	0.2	0.04	0.07	0.04	0	0.07	0.02	0.04	0.49	0.18	0	0.02	0.02	0	0.04	0	0.18	0.07	0.04	0	0.22	0.02	0	0	0.09	0	0	0.09	0	0.26	0.07	0.07	0	0.2	0.11	0.02	0.16	0	0	0.09	0.09	0.04	0.04	0	0.07	0.04	0	0.02	0.02	0	0.2	0	0.04	0.09	0.16	0	0.22	0.09	0.02	0.02	0.02	0.02	0.09	0.04	0.04	0	0.02	0.11	0.02	0.11	0.04	0	0.04	0.04	0.04	0	0.02	0.02	0	0.04	0.2	0.09	0.07	0.27	0	0	0.02	0	0.11	0.02	0.04	0.11	0.02	0.04	0.18	0.13	0.02
"njc13"	24.68	20.25	21.71	30.88	27.56	43.52	30.7	16.2	26.28	20.96	29.37	30.31	43.08	59.79	4.26	19.55	21.3	5.86	26.19	28.78	24.34	27.36	21.93	16.63	21.08	41.43	21.05	1.91	18.18	34.88	23.45	24.71	20.89	28.47	20.57	3.71	33.73	34.82	34.07	25.19	29.61	1.27	21.72	22.78	0.78	1.51	16.37	5.25	25.6	4.47	33.19	24.49	12.94	12	38.12	23.61	16.06	16.21	21.76	19.78	34.77	33.56	15.57	14.62	3.56	12.58	17.84	37.8	18.73	14.11	22.02	45	33	15.96	10.3	31.31	17.81	1.58	23.96	12.62	20.78	33.5	14.69	41.71	33.84	41.93	15.77	18.92	9.92	23.72	34.37	39.37	6.65	35.87	16.22	17.13	24.29	10.54	24.14	11.21	30.76	3.64	18.33	27.82	1.96	6.59	38.54	10.99	17.86	21.61	3.56	34.45	15.18	13.53	29.87	26.37	29.66	27.53	31.3	16.24	33.06	28.72	9.04
"njc14"	0	0.04	0.02	0	0.2	0.11	0	0	0	0	0.02	0	0.51	0	0	0	0	0.71	0	0	0	0	0	0	0.02	0.07	0	0	0	0.02	0	0	0	0	0.01	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0.65	0	0.01	0.02	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	16.08	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"njc15"	0	0.16	0.67	0	0.18	1.25	0	0.22	0.08	0.04	0.07	0	0.31	0.04	0	0	0	0.07	0	0.02	0.13	0.04	0.38	0	0.04	0.22	0.02	0.02	0.02	0.02	0.02	0.16	0	0	0.12	0.02	0.11	0	0.09	0	0	0	0.07	0.02	0	0.02	0.09	0	0	0	0	0.29	0.09	0.09	0	0	0	0.04	0	0	0.04	0	0.2	0	0.07	0	0.02	0.24	0	0	0.02	0	0.24	0	0.22	0.73	0	0	0	0.11	0	0.31	0	0	0.07	0.18	0	0	0.13	0.09	0	0	0.02	0	0	0.38	0	0	0.02	0.22	0	0.02	0	0	0	0.07	0	0.47	0.02	0.22	0.07	0	0.07	0	0	0	0	0	0	0	0.36	0.02	0
"njc16"	0	0.13	0.02	0	0.07	0.93	0	0	0.03	0	0.07	0	0.04	0.04	0	0	0	0.02	0	0.02	0	0	0	0	0.02	0.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0
"njc17"	31.35	28.1	27.39	33.6	31.61	22.88	40.34	1.42	18.08	10.6	10.78	4.5	5.92	0.8	0.09	2.82	5.2	6.71	3.76	0.36	5.86	4.4	2.23	0.58	0.02	0.04	1.67	0.18	5.85	4.65	0.29	3.78	1.13	5.44	1.41	0.2	12.68	1	6.07	0.16	6.53	0.18	1.93	1.18	0.22	0.11	5.03	1.94	12.54	0.78	4.6	8.02	1.22	11.04	1.87	1.6	0.42	1.67	0.42	3.65	0.96	0.87	16.93	0.33	0.27	2.11	0.51	0.29	0.36	0.4	2.29	4.38	1.56	11.03	0.27	3.32	4.76	0.38	2	0.91	9.01	0.94	3.18	0.56	2.18	2.47	1.09	3	5.01	0.62	2.56	0.84	0.49	2.16	0.76	0.73	4.67	1.07	1.58	0.8	1	0.33	7.07	7.64	0.18	0.89	1.82	0.87	7.47	1.53	0.36	0.38	0.73	4.47	0.82	0.58	2.73	6.92	0.47	4.84	9.34	4.93	7.42
"njc18"	0.04	0.09	0.13	0.13	0.07	0.04	0.18	0	0.09	0.02	0.02	0	0.02	0	0	0	0.04	1.32	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0.09	0	0	0.09	0	0.02	0	0.02	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0.02	0	0	0	0	0	0	0.02	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0.04	0.02	0	0.11	0	0.04
"njc19"	0	0	0	0.01	0.02	0.02	0.02	0	0	0.04	0	0	0.02	0.04	0	0.02	0.02	0	0	0	0.02	0	0.09	0	0	0.02	0.07	0	0.04	0.02	0	0.02	0	0.04	0.23	0.04	0	0.02	0.02	0	0	0	0.09	0.02	0	0	0.08	0.02	0	0	0.04	0	0	0.04	0	0.09	0.02	0.02	0	0.09	0.07	0.02	0.04	0	0	0.04	0.02	0.02	0.02	0	0.04	0.02	0	0	0.02	0	0.04	0	0	0.04	0.04	0	0.04	0.04	0.02	0	0.02	0	0.04	0	0.04	0	0	0.07	0	0	0.02	0	0	0	0.04	0	0.02	0.02	0	0.02	0.12	0.02	0.02	0.09	0	0	0	0	0.02	0	0.02	0	0	0.04	0.11	0.02	0
"njc20"	0	0.44	0.6	0	1	0.24	0	0.09	0	0	0.07	0	0.38	0	0	0.16	0.04	0.09	0	0	0.09	0.24	0.02	0	0	0	0.04	0	0	0	0	0.4	0	0	0.03	0	0	0	0	0	0	0	0	0.27	0	0	0	0	0	0	0	4	0.02	0.36	0	0.01	0.02	0	0	0.02	0	0	0.11	0	0	0	0	0	0	0	0.13	0	0.04	0	0	0.4	0.09	0	0.53	0	0	0.11	0.04	0	0	0.33	0	0	0	0.07	0	0	0	0	0	0.04	0.09	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.02	0.07
"njc21"	0.13	1.29	2.14	0.4	3.33	0.82	0.09	0.24	0.34	3.07	0.42	0.16	1.42	0.47	2.28	2.22	0.22	0.11	0	0.62	2.67	0.49	1.34	1.29	0.56	0	0.2	0.04	1.82	0.58	0.87	1	0.4	2.18	1.09	0.2	1.96	1.6	1.49	0.33	1.58	0.24	1.16	0.98	0.16	0.09	0.06	2.67	1.69	0.31	2.07	5	0.93	0.52	1.91	0.33	0.4	0.42	0.49	0.74	2.51	1.29	0.33	0.4	0.18	1.36	0.58	0.11	0.42	0.33	0.67	0.71	0.4	0.84	0.22	1.62	1.29	0.22	0.96	0.78	0.51	0.33	0.89	0.42	1.47	0.49	0.42	0.24	0.4	0.29	0.38	0.87	0.18	0.38	0.8	0.51	0.98	0.69	0.73	1.22	1.29	0.4	1.83	1.44	0.11	1.02	0.99	0.96	0.16	0.93	0.49	0.29	0.62	0.22	0.82	0.24	0.29	0.49	0.04	3.42	0.58	0.56	0.16
"njc22"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"njc23"	0	0	0.02	0.01	0	0.02	0	0	0	0.02	0	0	0.07	0	0	0	0.02	0	0	0	0.02	0	0.02	0.04	0	0.02	0.07	0	0	0	0	0	0	0	0.1	0.02	0	0	0	0	0	0	0.07	0.02	0	0	0.07	0	0	0	0.02	0	0	0.04	0.02	0.03	0.02	0	0.02	0.07	0.02	0	0	0	0	0.02	0.02	0.02	0	0	0	0.02	0.02	0	0.04	0.24	0.04	0	0	0.02	0.02	0.02	0.02	0	0	0	0	0	0	0.02	0	0.02	0	0	0	0.02	0	0	0	0.02	0	0	0	0	0	0	0.02	0	0.02	0.07	0	0	0	0	0.02	0	0	0.02	0	0	0	0.02	0
"njc24"	0	0.18	0.04	0	0.27	1.47	0	0	0.03	0	0.07	0	0.89	0.04	0	0	0	0.02	0	0.02	0	0	0	0	0.02	0.22	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0.04	0	0	0.65	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22	0.13	0	0	0	0.09	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0
"njc25"	0.04	0.07	0.11	0.12	0.07	0.04	0.13	0	0.09	0.02	0	0	0.02	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0.09	0	0	0.09	0	0.02	0	0.02	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0.02	0	0	0	0	0	0	0.02	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0.02	0.02	0	0.11	0	0.02
"njc26"	0	0.49	0.62	0	1.18	0.24	0	0.09	0.01	0.13	0.07	0.02	0.38	0	0.02	0.18	0.04	0.09	0	0	0.22	0.24	0.09	0	0	0	0.04	0	0	0	0	0.49	0	0	0.09	0.02	0	0	0.02	0.02	0	0	0	0.27	0	0	0	0	0.02	0	0	4.07	0.04	0.38	0	0.01	0.04	0	0	0.02	0	0	0.13	0	0	0.02	0	0	0.02	0	0.16	0	0.09	0	0	0.76	0.11	0	0.6	0	0	0.16	0.04	0	0	0.36	0.02	0	0	0.07	0	0	0	0	0.04	0.07	0.09	0.02	0.04	0.2	0	0	0	0.02	0	0.04	0	0.04	0	0.04	0	0.04	0	0	0	0.02	0.02	0	0	0.09	0.07	0.02	0.07
"njc27"	0.64	0.4	1.25	0.19	2.24	3.42	0.13	2.38	12.57	0.44	0.82	0.76	21.67	3.4	0.04	13.72	0.22	0.09	0.04	0.71	8.25	0.69	5.18	1.51	19.39	1.29	0.76	0.09	1.24	2.09	0.11	0.93	0.51	1.24	8.18	0.27	0.85	0.2	0.58	1.22	0.93	0	2.56	0.91	0.07	0.02	2.56	0.02	0.73	0.09	1.71	2.65	1.73	11.04	0.53	0.63	0.2	0.36	0.04	0.58	0.47	0.38	0.51	0.04	0.11	0.56	0.31	1.05	0.16	0.18	0.76	0.6	4.56	0.13	1.07	2.18	0.78	0.02	0.51	2.11	0.44	0.69	0.69	0.47	0.64	0.82	0.2	0.16	0.98	0.47	0.24	0.31	0.09	0.49	0.07	1.07	0.51	0.09	0.49	0.87	0.31	0.04	0.11	0.24	0	0.89	0.56	0.82	0.4	0.82	0.09	0.04	0.98	0.07	0.65	1.29	0.13	0.27	0.47	3.29	4	0.64	0.02
"njc28"	0.04	0.07	0.11	0.12	0.07	0.04	0.13	0	0.09	0.02	0	0	0.13	0	0	0	0.04	65.37	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0.09	0	0	0.09	0	0.02	0	0.02	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0.02	0	0	0	0	0	0	0.02	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0.02	0	0	0	0	0	0	0.04	0	0.02	0.02	0	0.11	0	0.02
"njc29"	4.76	4.8	5.91	12.31	8.51	27.51	9.11	14.51	16.49	13.91	22.63	27.5	38.65	59.64	4.42	17.39	13.96	1.47	24.19	28.92	16.02	21.73	18.24	16.71	20.68	41.08	20.1	1.73	14.25	31.07	23.37	21.37	20.76	23.53	18.92	3.49	23.42	34.67	30.69	24.92	27.27	1.24	20.9	23.38	0.71	1.47	11.66	5.43	14.61	4.18	33.3	18.58	12.96	12.61	38.14	22.49	15.93	15.74	21.67	17.64	36.08	33.23	15.24	14.58	3.6	12.71	17.75	38.05	18.6	13.85	21.64	41.33	33.22	9.27	9.98	27.99	17.32	1.58	23.52	11.17	15.86	16.62	14.17	41.49	33.24	39.91	15.35	17.54	9.99	22.88	34.22	39.22	6.6	35.53	16.13	16.08	25.07	10.38	24.36	9.27	30.53	3.58	15.16	27.73	2	13.57	38.47	10.04	15.37	20.95	3.6	34.21	15.24	12.89	29.31	25.74	28.21	8.24	30.57	18.8	28.92	26.18	5.69
"njc30"	0	0.02	0.07	0.02	0.04	0.04	0.07	0.02	0	0.13	0.02	0.04	0.02	0.11	0	0.02	0.02	0	0	0	0.11	0	0.22	0.02	0.02	0.02	0.11	0	0.04	0.09	0.07	0.07	0.04	0.13	0.32	0.11	0.07	0.02	0.04	0.02	0.07	0.02	0.16	0.16	0.02	0.02	0.18	0.02	0.07	0.07	0.07	0.09	0.02	0.07	0	0.2	0.04	0.09	0	0.11	0.07	0.02	0.09	0.02	0.07	0.09	0.04	0.09	0.09	0.11	0.04	0.02	0	0.09	0.04	0.04	0.09	0.02	0.22	0.29	0.11	0	0.22	0.09	0.07	0.02	0.02	0.16	0.07	0.04	0.13	0.02	0.04	0.24	0	0.04	0.13	0.02	0.04	0.04	0.04	0.04	0.07	0.04	0	0.02	0.16	0.2	0.07	0.22	0	0	0	0	0.11	0	0.04	0.02	0	0.07	0.16	0.13	0
"njc31"	0.04	0.64	1.31	0.12	1.18	1.42	0.13	0.31	0.17	0.07	0.13	0	0.58	0.04	0	0.16	0.09	0.16	0	0.02	0.22	0.29	0.4	0	0.04	0.22	0.07	0.02	0.04	0.02	0.02	0.56	0	0.09	0.16	0.02	0.2	0	0.11	0	0.02	0	0.07	0.29	0	0.02	0.09	0	0.07	0	0	4.29	0.11	0.45	0	0.01	0.02	0.04	0	0.02	0.04	0	0.31	0	0.07	0	0.02	0.24	0	0	0.16	0.02	0.29	0.02	0.22	0.85	0.09	0	0.53	0.11	0.02	0.22	0.04	0	0.07	0.53	0	0	0.13	0.13	0	0	0.02	0	0	0.42	0.09	0	0.02	0.27	0	0.02	0.02	0	0	0.07	0	0.47	0.04	0.22	0.07	0	0.07	0	0	0	0	0.02	0.02	0	0.49	0.04	0.09
"njc32"	0	0.13	0.02	0	0.07	0.93	0	0	0.03	0	0.07	0	0.04	0.04	0	0	0	0.02	0	0.02	0	0	0	0	0.02	0.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0
"njc33"	0.04	0.64	1.31	0.12	1.18	1.42	0.13	0.31	0.17	0.07	0.13	0	0.58	0.04	0	0.16	0.09	0.16	0	0.02	0.22	0.29	0.4	0	0.04	0.22	0.07	0.02	0.04	0.02	0.02	0.56	0	0.09	0.16	0.02	0.2	0	0.11	0	0.02	0	0.07	0.29	0	0.02	0.09	0	0.07	0	0	4.29	0.11	0.45	0	0.01	0.02	0.04	0	0.02	0.04	0	0.31	0	0.07	0	0.02	0.24	0	0	0.16	0.02	0.29	0.02	0.22	0.85	0.09	0	0.53	0.11	0.02	0.22	0.04	0	0.07	0.53	0	0	0.13	0.13	0	0	0.02	0	0	0.42	0.09	0	0.02	0.27	0	0.02	0.02	0	0	0.07	0	0.47	0.04	0.22	0.07	0	0.07	0	0	0	0	0.02	0.02	0	0.49	0.04	0.09
