"Taxa"	"hera_1"	"buddy_11"	"hera_11"	"jarjarbinks_11"	"padme_11"	"hera_14"	"iris_14"	"jarjarbinks_14"	"jarjarbinks_15"	"buddy_16"	"buddy_17"	"iris_17"	"lambchop_17"	"padme_17"	"buddy_18"	"hera_18"	"iris_18"	"jarjarbinks_18"	"lambchop_18"	"franc_19"	"hera_2"	"jarjarbinks_2"	"lambchop_2"	"goose_20"	"hera_20"	"iris_20"	"buddy_21"	"jarjarbinks_21"	"franc_22"	"goose_22"	"grogu_22"	"hera_22"	"iris_22"	"iris_23"	"franc_24"	"goose_24"	"grogu_24"	"hera_24"	"lambchop_25"	"jarjarbinks_29"	"jarjarbinks_3"	"jarjarbinks_32"	"grogu_36"	"franc_37"	"goose_37"	"grogu_37"	"hera_37"	"lambchop_37"	"goose_4"	"grogu_41"	"hera_41"	"goose_42"	"grogu_42"	"lambchop_42"	"buddy_44"	"franc_44"	"goose_44"	"iris_44"	"jarjarbinks_44"	"lambchop_44"	"buddy_45"	"franc_45"	"grogu_45"	"hera_45"	"jarjarbinks_45"	"buddy_46"	"goose_46"	"iris_46"	"lambchop_46"	"franc_47"	"buddy_48"	"franc_48"	"grogu_48"	"hera_48"	"iris_48"	"jarjarbinks_48"	"lambchop_48"	"franc_49"	"iris_49"	"jarjarbinks_49"	"padme_5"	"buddy_50"	"franc_50"	"grogu_50"	"jarjarbinks_50"	"lambchop_50"	"franc_51"	"lambchop_51"	"buddy_52"	"goose_52"	"grogu_52"	"jarjarbinks_52"	"franc_53"	"hera_53"	"iris_55"	"lambchop_55"	"buddy_56"	"franc_56"	"grogu_56"	"buddy_57"	"goose_58"	"goose_59"	"iris_59"	"padme_6"	"iris_60"	"hera_67"	"franc_68"	"jarjarbinks_68"	"hera_7"	"iris_7"	"padme_7"	"grogu_70"	"franc_9"	"grogu_9"
"Metabolism|Global and overview maps"	0.384818646242235	0.367443777640078	0.365886923715553	0.361609683256904	0.355583582185734	0.376281343055071	0.37034800733124	0.365373771731887	0.367633047035381	0.402007859748504	0.373211611530728	0.377376307080244	0.362295511960412	0.340957466860828	0.356684163981395	0.393596611959476	0.375490651425529	0.389097918798349	0.380382225060017	0.378886155485544	0.384894468155166	0.378188795112869	0.377917281211861	0.403512800505714	0.381562538802145	0.384322582298679	0.367393859413962	0.400831163031539	0.391918107406227	0.373764317725144	0.390959334421979	0.372688294764011	0.394112275000284	0.394954083557067	0.380952023517535	0.387652756747841	0.378092943944152	0.39153397918391	0.391464005808553	0.382423251207012	0.401964845742737	0.376271066014992	0.388599014220904	0.382121934431716	0.386630381049642	0.384689554787938	0.371771723356851	0.382412621249455	0.362743183015966	0.385473704670621	0.380057568676167	0.398210610131785	0.389893112991729	0.390789390596491	0.383490085652046	0.368319523343107	0.40068856857444	0.377247003109302	0.383048567797742	0.39656717995794	0.400748567534227	0.388433014621151	0.401916488580773	0.378261088298697	0.341345984463379	0.388916233861087	0.389830939512061	0.377962209288631	0.394320945116631	0.402885024546316	0.390637602547325	0.391195980062994	0.389820513339116	0.376412726104452	0.383713789056015	0.366638736664065	0.408276343145802	0.392011148056725	0.393517199728435	0.384017681669968	0.361272735551841	0.364065514660706	0.399446058420418	0.401464182795667	0.400400511690016	0.401282548126822	0.390064231188042	0.408168316048024	0.390923480910367	0.407572418936926	0.391545662046737	0.398922507219852	0.395643614365807	0.380132379364365	0.384600183359507	0.393616843536709	0.365241646134803	0.376457381401172	0.380173926799702	0.390197437878863	0.388402222592122	0.397111064762163	0.375889600541014	0.361292313169261	0.368165123291043	0.397956677659617	0.387357187754612	0.379419049898023	0.397849120784203	0.388658318523742	0.359634258222425	0.366164896220855	0.360832074609231	0.389990387821232
"Metabolism|Carbohydrate metabolism"	0.117816488419096	0.121501614565186	0.124669669677995	0.128455824224782	0.128580795269307	0.122785288559498	0.120498254326534	0.114307851363394	0.115852480043775	0.112620732039281	0.125122171235649	0.117731242104876	0.123409956998784	0.118826121886008	0.122288503773743	0.115931198859963	0.114823880179991	0.117200291074943	0.120078988757465	0.119025856880156	0.118315311695466	0.118152652271939	0.118155603862763	0.11365708388953	0.117545920253189	0.117689393575877	0.130455791208988	0.11463024785361	0.118024516564799	0.120308441295689	0.117990615375179	0.119492034491555	0.116080209637396	0.113932403685708	0.118577073466888	0.118512352293732	0.120740560942938	0.116577199423392	0.120134415147182	0.120218084710515	0.116808801319062	0.120412325242214	0.118702001598537	0.115786036129505	0.119049865932696	0.116086460960194	0.113160988631078	0.118564993880074	0.119919443345923	0.118838859563355	0.119716848072755	0.116507761333415	0.117362242064143	0.120213930931639	0.118618206610384	0.116741247992464	0.115994822302753	0.119307581987501	0.117813738744471	0.121870477573571	0.11841279306501	0.117270243494583	0.118612676950344	0.117300327558143	0.110152571725871	0.118239339175972	0.117495650437578	0.118752089214905	0.122114771511997	0.114228479483651	0.120070549663677	0.115782426569564	0.115766870929044	0.117606763200535	0.116605215354166	0.121761365504287	0.115209200655743	0.115423639728389	0.115256505756523	0.11783384753561	0.122629531672219	0.12137943199373	0.118332939446982	0.116113941897971	0.115089283279039	0.119669159177742	0.117136644263537	0.11595539467516	0.117195756513456	0.114818392847301	0.117409075208972	0.114585989689427	0.115510023941131	0.120038030265676	0.116598077915112	0.118433901064418	0.121726554950881	0.11814508783498	0.118956951912883	0.118453676841965	0.118105037748415	0.116513305666989	0.115395169522819	0.122373075905108	0.116485342276067	0.118607016151879	0.119569670880736	0.114293896075484	0.116792820324106	0.116780953230711	0.123256718808703	0.122205361757566	0.123123498711854	0.117087805907535
"Environmental Information Processing|Membrane transport"	0.0803889833915808	0.0831083662486679	0.0894808671351498	0.0848750642776249	0.0852492529704616	0.0815482276248481	0.0596376127774589	0.0823776330066418	0.0843929017134874	0.0584020822450682	0.0771347907164796	0.0760809509083844	0.0859930505995631	0.0959311785062353	0.0884454302284409	0.0691711631203173	0.0716544584492059	0.0714483346857296	0.0773869143216113	0.075193665193774	0.0583690107426248	0.0490872868036069	0.0445563614534015	0.0661234993246664	0.076422924796503	0.070281656412606	0.0808429829172325	0.0642790641094909	0.0712164139421549	0.0806086150412224	0.0659466337938405	0.0913223275224	0.060440382740426	0.0676752992547982	0.0693162308592195	0.0756240677966502	0.0786791391622255	0.0681257152686822	0.0676504501749257	0.0776267586873736	0.0684064703889696	0.0784253633727328	0.0630591135184591	0.0747592026490431	0.0751481836667381	0.0644940898517988	0.075508905130563	0.0759708358515848	0.088418747965494	0.0749073957053626	0.0759861046746889	0.0699682128388513	0.0707627490860435	0.064381865076488	0.0665297063378088	0.0722181331348577	0.0695312024265818	0.0664986653340504	0.0489230765387308	0.070831117611282	0.0697257288099828	0.0683437100722231	0.0702207663813431	0.066604447137632	0.0915089351780307	0.0617046670749909	0.0696532442548578	0.0590424484386267	0.0689302150293537	0.0604701036181287	0.0756242077884311	0.0611785471593783	0.0620079575095281	0.074135269707072	0.0656247071085802	0.0837905206636656	0.0639817261919904	0.0659405538146728	0.0696308565751312	0.0774468585651604	0.0835898767059964	0.0815795565282451	0.0616958395273076	0.0640958095086922	0.0673740077476559	0.0700553587641124	0.0626248332393229	0.0645595806204736	0.0695456489789166	0.063961928762022	0.0672941167234807	0.0696795436994733	0.0544464305116348	0.0833771647327501	0.0717709641731926	0.0646281390802645	0.0825072885706987	0.0758118928142572	0.0671405932839998	0.0711209889741518	0.0730085280860981	0.0698738031119682	0.0711002910103508	0.0818573928136802	0.0607361473730707	0.0752524114445425	0.075397931307782	0.0731984290802304	0.0704633813274932	0.0732576264908593	0.0823260702446648	0.0715757054710617	0.0860096362867092	0.0612853478279835
"Metabolism|Amino acid metabolism"	0.0672879607891296	0.0594107543589325	0.0585539062014306	0.0564855085743956	0.0577757769475421	0.0618471105874134	0.0604687348291396	0.0607262968195433	0.0615886135584955	0.0732147850763187	0.0628362576275816	0.065358261112674	0.0564942629770781	0.0595239653692344	0.0553250636575527	0.069271082468715	0.0643829709670946	0.0669530397610308	0.0636780887914035	0.0636310730152161	0.0633398716752191	0.0598535947004033	0.0587887500842703	0.0747132004490601	0.0656027045904286	0.0669424121356563	0.0618670925971558	0.0728063328828683	0.067443848114715	0.0618977388889615	0.067114962129988	0.0597750550374392	0.0695977129511322	0.0720195966213136	0.0632256492421667	0.0667764424814512	0.0622172726300182	0.0684907674063247	0.0645813362142665	0.0637496207531973	0.0714895749672285	0.061867035099914	0.0656752243117905	0.0654793206474203	0.0658715566047759	0.0653936832483187	0.0627074288134548	0.0651632830668287	0.0573085082435146	0.0657221295649267	0.0625648433013757	0.0706766298255949	0.0678332258662987	0.0684680708306346	0.0644139290685288	0.0605508083054458	0.0720997823111021	0.0625634469831858	0.0622612430943794	0.0674657878783522	0.0692119315635948	0.066686059648474	0.0695226113090767	0.0617247424069002	0.061587232596448	0.0647374588533872	0.0688573289157126	0.0620703994579318	0.0660380924764406	0.0733417936339543	0.0665022616406955	0.0675316731432707	0.0675622263259019	0.0625356853899375	0.0652246635585525	0.0587870118844529	0.074385860530749	0.0685914494443619	0.0705159446246144	0.065578033322885	0.056528822979938	0.0596729094913644	0.0681217859003255	0.0717236221986412	0.0724396365283328	0.0685618749968808	0.066793187343029	0.0739273301685324	0.0678058468430683	0.0747843815618949	0.0677835351189782	0.0726411957370944	0.0694899615792596	0.0644005807715252	0.06716977529631	0.0678463257906013	0.0596625321078436	0.0621088850447935	0.0622819398133808	0.0676505447250614	0.0670306183425995	0.0705901838085602	0.0642729494411916	0.0564491894049577	0.0591997459874381	0.0690464237713603	0.0654819438243239	0.0667322652858613	0.0710173197810729	0.0688257973761977	0.0556672980070946	0.056067293562902	0.056292138108182	0.0667154027311976
"Environmental Information Processing|Signal transduction"	0.0399153569031874	0.0441362275791698	0.0454800354073622	0.0479504916377333	0.0517025057708949	0.0428058010716501	0.0587823658950697	0.061158543940634	0.0563498957638196	0.035106604619481	0.042536641050597	0.04834531266002	0.0442088525909857	0.049702621876851	0.0485840062337584	0.0389711353757293	0.0548671459530224	0.0398572781835579	0.0379650376150878	0.0421770752394652	0.0485786380057204	0.0574721000685232	0.057121775157328	0.0320166170959865	0.0449650086504397	0.0448995256682004	0.0449650163000044	0.0335578661150801	0.0385971732411257	0.0417188725514796	0.0421911573321032	0.0469657250205172	0.0414641391271183	0.0381708354771677	0.0458155814017907	0.0386341058438476	0.0404793815272416	0.0405583445222553	0.0369272999531333	0.0389426012023369	0.0328197079538505	0.0416561234474767	0.0442836708286426	0.0487195624673543	0.0382513850397157	0.0493670300965816	0.0596199997157674	0.0400859831292486	0.0419873149935763	0.0427269781117444	0.044022834007239	0.0339385783188556	0.0393219909294104	0.0398715279666549	0.0464155080057919	0.0493307000209764	0.0319088736466602	0.0527580340518031	0.0543685355640739	0.0341362633924759	0.0335867838055274	0.0407369744304795	0.0320032638169753	0.0519754839018113	0.053459933526492	0.0460449861188638	0.0405906107301589	0.0534356366137163	0.0366096428354551	0.0349888283847072	0.0384327500977032	0.045051414841106	0.0458190651278643	0.049296839263302	0.0487055468480197	0.0441912262640043	0.0293014093040413	0.0427480187611324	0.0390173261371082	0.0404791195757246	0.0462341335924187	0.0454214341695334	0.0374863074975064	0.0351368811517243	0.0329900494882232	0.0309215044279713	0.0449904917401235	0.0286008454343597	0.04097645216695	0.0297901112930402	0.0413512349688715	0.0340895393507238	0.044441242912009	0.0417437182220604	0.0447106318181683	0.0377794625887646	0.0442069668835073	0.0506118675680381	0.0495060712511965	0.0400094676051518	0.0360054292427787	0.0341034740119846	0.0532878420961402	0.0472803522187129	0.0644857475435918	0.033873147943092	0.0371525727485721	0.0441963012466947	0.0347171132036126	0.0406465820850454	0.0480405796093574	0.0486141780763033	0.0452254618696175	0.0418739477454534
"Cellular Processes|Cellular community - prokaryotes"	0.0385772248666995	0.0413228610244926	0.0434496308592484	0.0427482728593777	0.0457947804798031	0.0410393855892752	0.0429606725279101	0.0475021318901604	0.0457854433425013	0.0328105184404773	0.0391178867425969	0.0389153323838964	0.0424887772871943	0.0538822966921629	0.0457562492699303	0.0357680156008648	0.0420728647083992	0.0377324509661758	0.0373606295004447	0.0389322943304596	0.0372656714222959	0.0397978788421834	0.0389242231905836	0.0310397335494823	0.0384075397464462	0.0389398741499894	0.0423717322708284	0.0315669567340438	0.0368325552379897	0.0398332898339361	0.0352894134577124	0.0482179279819162	0.0349520581562601	0.0341940388751567	0.0391433942954529	0.0377264865548982	0.0398115353728806	0.0352888678951168	0.0357305328716223	0.038618997605944	0.0335413592327818	0.0395630501259265	0.035645508734574	0.0411997125929888	0.0375957786297201	0.0399822038752913	0.0452051371869705	0.0379464065045234	0.0424875108372911	0.038654889975011	0.041103483438364	0.033875516535803	0.0367667210547322	0.0360644354916806	0.0391572858897275	0.0404382485611508	0.0323661161969588	0.0422291764099431	0.0390697490051586	0.0365717849408866	0.035484475822375	0.036407915569237	0.0346537215352165	0.0408233959583387	0.0582097513035428	0.0386749760702148	0.0367805924894499	0.0411519994870584	0.0372921523710154	0.03148814429328	0.0384599581665444	0.0371573231270921	0.0382720311141017	0.0408309758131907	0.0397838053400497	0.0420551898604121	0.0301430012640407	0.036872067648648	0.0359076837082793	0.0384118543704457	0.0428176960484634	0.0431858573378226	0.035149283954944	0.0333183736406336	0.0322876603811625	0.0341877790199562	0.0379441139564158	0.0302606034487862	0.0377196869787006	0.0301395903458868	0.0368063881951141	0.0337748359276573	0.0351323906815152	0.0403900557043621	0.0388539153250611	0.0347175018111771	0.0429712560942391	0.0413488394774811	0.0397142932238406	0.0373303773889916	0.0354389130537314	0.0336646641645852	0.0422701825262307	0.0430031030102933	0.0455093259014532	0.0362841687262998	0.0373402281740211	0.0411282280568969	0.0340580001460865	0.0373334100403677	0.0434138744958089	0.0411351995312227	0.0431268624352003	0.0353637462599851
"Metabolism|Energy metabolism"	0.0354266397463116	0.037709091951466	0.0365273322139597	0.0368259686752384	0.0383466407171238	0.035941904747645	0.036539778022792	0.0362292947486793	0.0363605816501804	0.0355513622468512	0.0374460244865333	0.0359332636078041	0.0381144945941129	0.0356432091208169	0.0380193471877452	0.0358954551218237	0.0361044445136305	0.0361738614467624	0.0372579108385087	0.0371517425847506	0.0355723402668962	0.0348463793005098	0.0351918292006092	0.036522867464013	0.03580850267585	0.0366467771921195	0.0382860857593874	0.0366715426670653	0.0359780230906055	0.0374725242096026	0.0353407756621888	0.0350349394887338	0.0364561285659165	0.0366688477499898	0.0363777020902126	0.0363664702109913	0.0370045238296205	0.0358521019491173	0.0360389316517377	0.0367730286273987	0.0358834507083752	0.0372230657660497	0.0351396005593274	0.0359370133110157	0.0365147099445816	0.0358596865419932	0.0359327975454569	0.036979710006249	0.0366301349797994	0.0355138863284125	0.0357181823996077	0.0361879433619661	0.0363431339327191	0.0370090920077219	0.0360246454814638	0.0380295768900224	0.0363622529402415	0.0360721630066109	0.0352424815621855	0.0358065440097834	0.035372950748901	0.0363629941977551	0.0353056048741022	0.0355881134293265	0.0353824948001564	0.0353644572192529	0.0365946775155438	0.0360691836033023	0.035681737529915	0.0362512485882263	0.0356151519376021	0.0358385081806748	0.0358682734881534	0.0360326306525962	0.0360966088350566	0.0377431579224251	0.0361358157029518	0.0359359992527894	0.0363151754149591	0.0366159209432655	0.0380915091391536	0.0374281868286488	0.0351699553737736	0.0358503632482574	0.0364959007779513	0.0352000696033055	0.0356062557328993	0.0358792761861319	0.0357344374635728	0.0361581106028219	0.0356298276828206	0.0364525616042918	0.0357340939756011	0.0358451534755532	0.0364233158538879	0.0362385394826025	0.0374551449053439	0.0354291026702192	0.035269292022609	0.0359482728820868	0.0369015496080269	0.0364523646438741	0.0360445612949035	0.0380245980581913	0.0355941669311908	0.0353799009349415	0.0364658475719575	0.035968435010169	0.0359915951368998	0.0366045478102742	0.0380346011009603	0.037422391241049	0.0381312442258942	0.0364494583918243
"Metabolism|Metabolism of cofactors and vitamins"	0.0359478779400689	0.034748590123373	0.0344084057335757	0.0343795790767004	0.0327225951278937	0.0361954899772973	0.0331772260445002	0.0306839632201617	0.031392633606328	0.0368339052984235	0.0351403120357172	0.0332508933095567	0.0348846239382612	0.0349711538307091	0.0336933854618156	0.0365213419675489	0.0323342759015755	0.0370751135147349	0.0368321168723068	0.0356221757729836	0.0358006504423918	0.0340102069546591	0.0370763807024666	0.037791304919398	0.0343509953475605	0.0348851458905765	0.0346218317703425	0.0375422658233441	0.0374061429207081	0.0355324653244295	0.0372143348600232	0.0337808596254228	0.0370194994015391	0.0358790691948355	0.0358115410290606	0.0366219467757775	0.036613648651059	0.03649878508281	0.0391831102589112	0.0367448807991782	0.0383239221837536	0.0359559705249373	0.0369238623687965	0.0342657677233447	0.0372119372614099	0.034859273594546	0.0316725776211235	0.036145338436637	0.033362016394113	0.0354952215361808	0.0365091719332556	0.0382010210902935	0.0365010478549983	0.0376850927724337	0.0359532195991501	0.0353613586973648	0.0381606020991084	0.0345046136646774	0.0360354089832529	0.0400985418822085	0.0396259228483132	0.0365672546905001	0.0396726582877683	0.0350755460926713	0.0338549693964961	0.037605884540544	0.0363544999223354	0.035515450785038	0.0399461707129758	0.0377139262801955	0.0378713334636702	0.0365171893307613	0.035592996385761	0.0341965412157388	0.0350334034181725	0.0349176731335152	0.0397746781253226	0.0362637902245366	0.0359787029801356	0.0358214627068024	0.0345732250918405	0.0349003328943627	0.0396118662522018	0.0380665771123034	0.0376038781364369	0.0405966992041805	0.036533352590842	0.03989481951921	0.036632660514866	0.0390523237524213	0.0365640456662824	0.036576120570611	0.0373038501648413	0.0350962284991826	0.0347027983016599	0.0384909029437588	0.0353153677840748	0.0342224295338447	0.0355965912663017	0.0369603406698483	0.0374371084111987	0.0381119538527441	0.0327899553204778	0.0345800296246549	0.0322131300704402	0.0386218178988895	0.0376879166074207	0.0363024922190066	0.0372664881344794	0.0356102024995107	0.0343401326951116	0.035755560263006	0.0347982616857397	0.036983353774899
"Metabolism|Nucleotide metabolism"	0.0257326808782624	0.0253401364278332	0.0253590231889969	0.0251686552108127	0.0245381293948107	0.0260939322501508	0.0244911413976282	0.0238617411897039	0.0242571090456136	0.0263635099705639	0.0256782345837327	0.0248105160244568	0.0253544963648372	0.02178071633098	0.0248002865879715	0.0262559422285753	0.0245150025224059	0.0262984779399005	0.0264058580639042	0.0258197456452589	0.0258589978954358	0.0257155902609988	0.025444785724092	0.0270644194129256	0.0253739238267733	0.0257355945761241	0.0255891338808754	0.026709067117727	0.0266146601992156	0.0257523227026448	0.0261655022726728	0.0261019919433453	0.0263119114336029	0.0263092797090246	0.0257922204060093	0.0264217115552578	0.0260998419380256	0.0262356933742955	0.0273022977633014	0.0263068091370309	0.0269628248106443	0.0259133625923957	0.025877921052947	0.0253731489724639	0.0265553189381361	0.0252708036721428	0.0242022258354115	0.026085671889813	0.0275055171306211	0.0258082940907323	0.0261125878777796	0.0271091610420768	0.026134033180568	0.0266562589014457	0.0259884033757954	0.0256884855169552	0.0271710142011625	0.0252754098498303	0.0252432863935362	0.0278156203546895	0.0275078660996994	0.0262699227437571	0.027746452423914	0.0255559316556386	0.0227700270329238	0.0264275251930978	0.0262988258600481	0.0254033782288768	0.0276550458351347	0.0267495734518158	0.0269677011952396	0.026067831469778	0.0254972153703354	0.0252530531121966	0.0257467428495042	0.0253992571374349	0.0277227204332469	0.0261298864197219	0.02623360075975	0.026075662904769	0.0251563887042405	0.0255395454195416	0.0273721000466173	0.0267928596007494	0.0268836579771518	0.0284478682970003	0.025990061456373	0.0279343045810098	0.026397972561006	0.0274647195004669	0.0261394946860139	0.0265182931406633	0.0260597908546867	0.0258797186002752	0.0256902769289487	0.0270204728573062	0.0256376743100251	0.025272785622819	0.0255693460708366	0.0265392846588576	0.026672171014384	0.0270361608672899	0.024784892687736	0.0250808483201576	0.0240340591763721	0.0272813357935093	0.0266538446594188	0.0251757016554644	0.0266495967503598	0.0261717801193832	0.0249863649488224	0.0255123021468592	0.0252306221272218	0.0263238635799718
"Metabolism|Lipid metabolism"	0.0198275568318787	0.0214699155438458	0.0208550567687208	0.0222395475991028	0.0219704419943986	0.0204022133815169	0.0241383805266895	0.022999993110787	0.0221113721325333	0.0212870022520327	0.0212781470525581	0.0210152192783442	0.021774092066797	0.0213157492959014	0.02214987643623	0.020212977011474	0.0223856292816436	0.0201901975999423	0.0202873329742784	0.0208262697273752	0.0234739421015049	0.024521774872062	0.025978732817646	0.0182216855991169	0.0211340492258591	0.0204623995452532	0.0207414245285801	0.0195830894020461	0.0195204367171567	0.0206199527051667	0.020909842806906	0.0192011079746741	0.0204152125272235	0.0192816713695948	0.0217028114047439	0.019202845984339	0.0203583107584667	0.0204125984709296	0.0203390083194874	0.0200407482489647	0.0188542524481614	0.0208374938845865	0.0218662945717388	0.0211640318342378	0.0194462403769941	0.0215283347746795	0.0233706723707058	0.0199809363589719	0.0215923324359445	0.020343953173521	0.020883200739442	0.0184936579623611	0.0199240877354293	0.0199532056980095	0.0216557093959199	0.0246154896915851	0.0183026828131387	0.0217857998096418	0.02395386847752	0.0182497057982442	0.018325932371858	0.0204438793251099	0.0180501885890222	0.023206362524125	0.0218780782794478	0.0210505534796049	0.0196057795267676	0.0227530756740041	0.0189395138199648	0.0195829263569857	0.0189324901424638	0.0207887398323273	0.0213483147377068	0.0221960386548927	0.0213183838355217	0.0214011064059318	0.0179009185224282	0.0202069137307147	0.0193494360483368	0.0198371672051665	0.0222091536409572	0.0217518304466581	0.0195934759164868	0.0192415221672693	0.019028764073012	0.0180346057775116	0.0207965864041077	0.0179305106665301	0.0197109776796574	0.0181473602446421	0.0203594464301183	0.0189428586518434	0.0207581354889681	0.019638054279147	0.020315613873591	0.0198468506340283	0.0214219547650864	0.0219349978263686	0.0221901280542744	0.0195815601091698	0.0196656279262511	0.0186612509463107	0.0219273601574647	0.0224680771738056	0.0244289103803045	0.018045222993641	0.0195422108418126	0.0215958296771907	0.0191109406925218	0.0192814169385407	0.0226582207063168	0.0237614923330463	0.021855962850468	0.0219139094134838
