"","Hera_2","JarJarBinks_2","Lambchop_2","Goose_4","Buddy_16","Marshmallow_41","JarJarBinks_44","Hamlet_67","Grogu_70"
"Hera_2",0,0.55607476635514,0.562043795620438,0.908602150537634,0.448979591836735,0.462585034013605,0.506329113924051,0.376623376623377,0.532374100719424
"JarJarBinks_2",0.55607476635514,0,0.7,0.90983606557377,0.573529411764706,0.569306930693069,0.5625,0.537383177570093,0.651515151515151
"Lambchop_2",0.562043795620438,0.7,0,0.867647058823529,0.556451612903226,0.537190082644628,0.441666666666667,0.564285714285714,0.480392156862745
"Goose_4",0.908602150537634,0.90983606557377,0.867647058823529,0,0.892215568862275,0.910714285714286,0.877906976744186,0.881081081081081,0.85
"Buddy_16",0.448979591836735,0.573529411764706,0.556451612903226,0.892215568862275,0,0.424242424242424,0.464788732394366,0.493506493506494,0.523809523809524
"Marshmallow_41",0.462585034013605,0.569306930693069,0.537190082644628,0.910714285714286,0.424242424242424,0,0.4,0.47682119205298,0.53968253968254
"JarJarBinks_44",0.506329113924051,0.5625,0.441666666666667,0.877906976744186,0.464788732394366,0.4,0,0.5,0.46031746031746
"Hamlet_67",0.376623376623377,0.537383177570093,0.564285714285714,0.881081081081081,0.493506493506494,0.47682119205298,0.5,0,0.535211267605634
"Grogu_70",0.532374100719424,0.651515151515151,0.480392156862745,0.85,0.523809523809524,0.53968253968254,0.46031746031746,0.535211267605634,0
