"Taxa"	"hera_1"	"wolverine_1"	"buddy_11"	"hamlet_11"	"hera_11"	"jarjarbinks_11"	"joans_11"	"padme_11"	"ginger_14"	"hera_14"	"iris_14"	"jarjarbinks_14"	"kubo_14"	"wolverine_14"	"ginger_2"	"hera_2"	"jarjarbinks_2"	"lambchop_2"	"jarjarbinks_3"	"goose_4"	"padme_5"	"korra_6"	"padme_6"	"ginger_7"	"hera_7"	"iris_7"	"padme_7"	"charles_9"	"franc_9"	"grogu_9"	"henry_9"	"ivy_9"	"korra_9"
"k__Bacteria|p__Bacillota|c__Negativicutes"	0.654	0.651777777777778	0.491555555555556	0.343111111111111	0.548222222222222	0.364222222222222	0.457555555555556	0.443111111111111	0.732444444444444	0.648	0.370888888888889	0.384444444444444	0.241555555555556	0.557555555555556	0.086	0.106444444444444	0.102222222222222	0.056	0.610666666666667	0.00233333333333333	0.257777777777778	0.418333333333333	0.186666666666667	0.246222222222222	0.699555555555556	0.584222222222222	0.110888888888889	0.368888888888889	0.178	0.562666666666667	0.286555555555556	0.28	0.360666666666667
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria"	0.0175555555555556	0.0275555555555556	0.223111111111111	0.00888888888888889	0.0931111111111111	0.126888888888889	0.276666666666667	0.096	0.00977777777777778	0.0468888888888889	0.00555555555555556	0.022	0.567777777777778	0.00644444444444444	0.823555555555556	0.00511111111111111	0.00377777777777778	0.596888888888889	0.0302222222222222	0.695	0.506444444444444	0.214555555555556	0.486666666666667	0.621444444444444	0.0111111111111111	0.00822222222222222	0.550444444444444	0.429333333333333	0.750888888888889	0.0408888888888889	0.342333333333333	0.343333333333333	0.0135555555555556
"k__Bacteria|p__Bacteroidota|c__Bacteroidia"	0.188444444444444	0.130444444444444	0.184444444444444	0.151333333333333	0.086	0.162222222222222	0.167777777777778	0.0944444444444444	0.082	0.140888888888889	0.478222222222222	0.289333333333333	0.0797777777777778	0.152888888888889	0.0497777777777778	0.636444444444444	0.458222222222222	0.27	0.114666666666667	0.000555555555555556	0.171777777777778	0.170222222222222	0.212666666666667	0.0831111111111111	0.125555555555556	0.139666666666667	0.178	0.054	0.0257777777777778	0.268222222222222	0.190111111111111	0.248222222222222	0.375777777777778
"k__Bacteria|p__Bacillota|c__Clostridia"	0.114666666666667	0.130666666666667	0.0686666666666667	0.109111111111111	0.177777777777778	0.135111111111111	0.0702222222222222	0.123555555555556	0.114444444444444	0.102666666666667	0.0766666666666667	0.277111111111111	0.0564444444444444	0.254444444444444	0.0133333333333333	0.036	0.0306666666666667	0.00577777777777778	0.220888888888889	0.00244444444444444	0.0513333333333333	0.157111111111111	0.0977777777777778	0.034	0.125333333333333	0.227777777777778	0.127555555555556	0.120888888888889	0.0373333333333333	0.0897777777777778	0.00922222222222222	0.096	0.181555555555556
"k__Bacteria|p__Fusobacteriota|c__Fusobacteriia"	0.00644444444444444	0.026	0.00733333333333333	0.375555555555556	0.0833333333333333	0.197333333333333	0.00666666666666667	0.226666666666667	0.0306666666666667	0.0371111111111111	0.048	0.00333333333333333	0.0455555555555556	0.0137777777777778	0.00666666666666667	0.00355555555555556	0.0133333333333333	0	0	0.000888888888888889	0.00133333333333333	0.0241111111111111	0.00488888888888889	0	0.00644444444444444	0.0175555555555556	0.02	0.0171111111111111	0	0.018	0.137222222222222	0	0.000444444444444444
"k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria"	0.0157777777777778	0.0166666666666667	0.02	0.00755555555555556	0.00577777777777778	0.0102222222222222	0.0164444444444444	0.00955555555555555	0.0284444444444444	0.0208888888888889	0.016	0.0111111111111111	0.00733333333333333	0.00488888888888889	0.02	0.187333333333333	0.115555555555556	0.0644444444444444	0.0217777777777778	0.00555555555555556	0.00777777777777778	0.00844444444444444	0.00888888888888889	0.0132222222222222	0.0306666666666667	0.0218888888888889	0.0102222222222222	0.00533333333333333	0.00733333333333333	0.0151111111111111	0.0185555555555556	0.0275555555555556	0.0513333333333333
"k__Bacteria|p__Actinomycetota|c__Actinomycetes"	0	0	0	0	0	0	0	0	0	0.000222222222222222	0	0.000222222222222222	0	0.000222222222222222	0	0.02	0.158222222222222	0.00555555555555556	0	0.106	0	0.000111111111111111	0.000222222222222222	0	0	0.000222222222222222	0	0	0	0	0	0	0
"k__Bacteria|p__Actinomycetota|c__Coriobacteriia"	0.00311111111111111	0.0155555555555556	0.00422222222222222	0.004	0.00577777777777778	0.00222222222222222	0.00311111111111111	0.00133333333333333	0.00222222222222222	0.00288888888888889	0.00244444444444444	0.0115555555555556	0.000666666666666667	0.00755555555555556	0.000666666666666667	0.00511111111111111	0.111111111111111	0.00133333333333333	0.00177777777777778	0	0.000666666666666667	0.00166666666666667	0.000444444444444444	0.00122222222222222	0.000888888888888889	0.000333333333333333	0.000444444444444444	0.000888888888888889	0.000222222222222222	0.00488888888888889	0.0148888888888889	0.00488888888888889	0.0162222222222222
"k__Bacteria|p__Bacillota|c__Bacilli"	0	0.000666666666666667	0.000666666666666667	0.000444444444444444	0	0.00111111111111111	0.00155555555555556	0.00533333333333333	0	0.000222222222222222	0	0.000888888888888889	0.000444444444444444	0.000888888888888889	0	0	0	0	0	0.187111111111111	0.00288888888888889	0.00366666666666667	0.00133333333333333	0.000666666666666667	0.000444444444444444	0.000111111111111111	0.00244444444444444	0.00355555555555556	0.000444444444444444	0	0.00111111111111111	0	0.000444444444444444
"k__Bacteria|p__Mycoplasmatota|c__Mollicutes"	0	0.000666666666666667	0	0	0	0.000666666666666667	0	0	0	0	0.002	0	0.000444444444444444	0.000888888888888889	0	0	0.00688888888888889	0	0	0	0	0.00144444444444444	0	0	0	0	0	0	0	0.000222222222222222	0	0	0
"k__Bacteria|p__Campylobacterota|c__Epsilonproteobacteria"	0	0	0	0	0	0	0	0	0	0.000222222222222222	0.000222222222222222	0	0	0.000444444444444444	0	0	0	0	0	0.000111111111111111	0	0	0	0	0	0	0	0	0	0.000222222222222222	0	0	0
"k__Bacteria|p__Bacillota|c__Tissierellia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000333333333333333	0	0.000111111111111111	0	0	0	0	0	0	0	0	0
"k__Bacteria|p__Bacteroidota|c__Flavobacteriia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000444444444444444	0	0	0	0	0	0	0	0	0	0
