"","Ginger_2","Padme_5","Padme_6","Ginger_7","Padme_7","Charles_9","Franc_9","Grogu_9","Henry_9","Ivy_9","Buddy_11","Joans_11","Padme_11","Ginger_14","Buddy_16","Buddy_17","Ivy_17","Padme_17","Buddy_18","Ginger_18","Ivy_18","Franc_19","Ivy_19","Ginger_20","Buddy_21","Joans_21","Franc_22","Grogu_22","Henry_22","Joans_22","Marshmallow_22","Franc_24","Ginger_24","Henry_24","Ivy_24","Marshmallow_24","Henry_25","Ginger_29","Henry_29","Joans_29","Ginger_36","Grogu_36","Henry_36","Franc_37","Grogu_37","Grogu_41","Joans_41","Marshmallow_41","Ginger_42","Grogu_42","Henry_42","Ivy_42","Buddy_44","Franc_44","Ginger_44","Ivy_44","Joans_44","Marshmallow_44","Buddy_45","Franc_45","Grogu_45","Henry_45","Ivy_45","Joans_45","Marshmallow_45","Buddy_46","Charles_46","Ivy_46","Joans_46","Marshmallow_46","Franc_47","Ginger_47","Ivy_47","Marshmallow_47","Buddy_48","Charles_48","Franc_48","Grogu_48","Ivy_48","Joans_48","Marshmallow_48","Charles_49","Franc_49","Ginger_49","Henry_49","Ivy_49","Joans_49","Marshmallow_49","Buddy_50","Charles_50","Franc_50","Ginger_50","Grogu_50","Ivy_50","Joans_50","Charles_51","Franc_51","Joans_51","Buddy_52","Charles_52","Ginger_52","Grogu_52","Marshmallow_52","Franc_53","Marshmallow_53","Charles_55","Ginger_55","Ivy_55","Buddy_56","Franc_56","Grogu_56","Joans_56","Buddy_57","Joans_57","Ginger_58","Henry_59","Joans_60","Marshmallow_60","Joans_62","Henry_66","Ivy_67","Franc_68","Grogu_70"
"Ginger_2",0,0.134589156707852,0.169915797762227,0.179669586031789,0.197076237766743,0.443070149935623,0.166992640159181,0.461949598043666,0.298809921544683,0.385448229521914,0.40798473729282,0.49777314507723,0.596558746776729,0.699235444030582,0.662850883786861,0.473234811165847,0.358103474817023,0.794936310740683,0.476558789605808,0.541092908938411,0.498580978069661,0.44658707590288,0.494379933823256,0.490585715091043,0.516184864665808,0.614544607733061,0.501504577757859,0.817023882424984,0.413463007988886,0.505935750860565,0.516781907231346,0.487920576193735,0.503821519259194,0.456008477101892,0.505862138669901,0.687596742714853,0.402680254354896,0.583575786015955,0.518213956347986,0.514167990240085,0.517412015933637,0.867511375920759,0.510683258980982,0.517446788472406,0.913606354446049,0.849152669278958,0.402741065562499,0.630307351077313,0.311442213944652,0.626037817865681,0.587451201730869,0.578793006204174,0.480636893203884,0.484323338273857,0.605153240161436,0.508322539252122,0.497301397438516,0.50366546653364,0.509419809728595,0.476377330664701,0.595090762932082,0.574536321483772,0.479613340040515,0.481944149661927,0.677700112739571,0.49969636100341,0.507891418515389,0.600854231056886,0.49851989024209,0.47519004195631,0.515908760714805,0.603020869364695,0.569397945323411,0.307566518423426,0.5035134480252,0.552870554165109,0.524350437393916,0.835263962143245,0.526004487048746,0.46446638180836,0.393185232454566,0.524405108908793,0.506949716755242,0.627899056635902,0.576718365478166,0.604511215614466,0.490429853014232,0.465865306343952,0.359038344491783,0.500736741598199,0.583663482802428,0.60936109317464,0.549943505064721,0.590272863457986,0.492662052327752,0.480121818457426,0.534093172513002,0.495857866630152,0.515248722061319,0.491674230547076,0.554075155644786,0.67760016142412,0.420537297149871,0.55792698287937,0.800009715340522,0.504247366632688,0.614935678400834,0.477234742972905,0.338389337338089,0.519294843105078,0.678945953213229,0.577530362441208,0.483515194180453,0.34455431657199,0.566149048692611,0.540689844088845,0.499582027168235,0.204748116455624,0.574026405380719,0.517106524378555,0.474786333260624,0.504087909201353,0.431357951161406
"Padme_5",0.134589156707852,0,0.0789680826752661,0.25850385776585,0.182280561478323,0.430239511012192,0.270140144665461,0.454492227524225,0.337748191827521,0.345559160498834,0.438045904766033,0.544734958528062,0.573432637071675,0.714589989350373,0.618399587876707,0.439246436102377,0.361983101113535,0.773671608581035,0.528198867297453,0.572875095525177,0.464693951721632,0.445285885277599,0.449231912784935,0.478382147838215,0.522431649732489,0.642719350761658,0.498143928726863,0.813913639479095,0.39132246326491,0.524156339370829,0.539523106646985,0.436694184212967,0.501161850878965,0.465461687853107,0.460235668548478,0.670791857232535,0.409866956566755,0.602015444232808,0.526137356779962,0.551574563068816,0.528527881269822,0.861169731685258,0.489178237881109,0.486836685457391,0.909697703785789,0.847707886466803,0.408577188588185,0.571482295192288,0.315248222519337,0.616525837912983,0.587838092013693,0.526534908417679,0.442688115275923,0.408732815727616,0.617387167537375,0.521359246799138,0.505985622840145,0.485763015639002,0.529855782448948,0.453870555870003,0.601285873150856,0.594773387930119,0.446045120956782,0.501310824531361,0.67379498388805,0.465072842734404,0.510790370390891,0.629616950740514,0.511890606420927,0.497198922900739,0.488616971061326,0.620696753369727,0.574711434555174,0.29190345249007,0.488452556007266,0.512529958776723,0.491783807771122,0.824634861210315,0.468673893589787,0.461462935689739,0.394466151024639,0.522558084086153,0.47848042148893,0.653861541211621,0.590101559147475,0.590353826182472,0.483357431830463,0.469125923916729,0.330463747395318,0.507966061748763,0.598822112670756,0.630634481675666,0.549788009668344,0.603440038222647,0.489442331156247,0.438631291842301,0.516798123831544,0.475321209217978,0.514084669512054,0.417505196133418,0.573720970308873,0.663410262155501,0.399648295322873,0.560364281108962,0.798150440544674,0.452816411092431,0.622053916635771,0.426681515979886,0.358955111845069,0.489405068167978,0.660418766095622,0.616229827171798,0.477239741390685,0.36922688651468,0.581164625219855,0.571342180029894,0.541759378231847,0.25367202350095,0.610692013157485,0.484183360588716,0.481528473013828,0.529268879795173,0.418286671007348
"Padme_6",0.169915797762227,0.0789680826752661,0,0.257156214803324,0.127939872482371,0.415440941357038,0.267764372504401,0.441302978000603,0.333573738963196,0.304708809877016,0.429632227058023,0.527445630366745,0.551049682480388,0.6980873710703,0.638204088001249,0.413359402009991,0.355687427791199,0.777953260546133,0.514262708680015,0.554337714863499,0.401629232838044,0.429367055431792,0.409933960938598,0.463068444632403,0.506660787226142,0.628677529852419,0.484578412192353,0.83349437807449,0.358918185848786,0.507829610162068,0.523376697153894,0.403246381911758,0.488243430152144,0.430415075334704,0.431215196212871,0.704836877130336,0.379138729522361,0.579043869819613,0.48707344196605,0.532189918883807,0.482367918523234,0.875786729005575,0.463565022421525,0.469053594333836,0.92006806631867,0.863638393854125,0.40667046750285,0.54690528375025,0.276781603768017,0.654107766014077,0.541237299128054,0.458173929481236,0.428335697536404,0.390376474044792,0.583173284373863,0.505760553379601,0.492690916535863,0.471964261540544,0.513872163585275,0.419378835782035,0.570214785170065,0.575001616911975,0.432689359092303,0.487300666449705,0.706977028597053,0.426681367144432,0.497775696558183,0.610002766060439,0.498881716057541,0.482554616028398,0.456607144902471,0.603529607636384,0.552524873458852,0.297787408759125,0.503944694266191,0.454483733049525,0.442885081364313,0.842773545324059,0.439853708384876,0.456606985439402,0.387664206180408,0.501174475302099,0.426826769394697,0.636223733863772,0.554263388985751,0.573684884987506,0.471436578130767,0.458371058034405,0.345231503173319,0.491825247922809,0.563977797001153,0.61290052215601,0.561006562964575,0.57353770260747,0.477410590593014,0.428686042599446,0.471187724150987,0.478894432565139,0.492875435025281,0.41040639451199,0.553308236478182,0.697895121060957,0.373765072205636,0.514661176742217,0.818756402153303,0.450283934498436,0.591608035941341,0.43611797454102,0.357875579086698,0.46541862895933,0.695210685259126,0.598203199181944,0.466410590575486,0.366918401178855,0.563337448435759,0.553165448145139,0.52553007140652,0.267456291819556,0.59376577111474,0.429215487728435,0.459860375678466,0.514685984304419,0.449443008949504
"Ginger_7",0.179669586031789,0.25850385776585,0.257156214803324,0,0.212114311738586,0.297407189157336,0.0816350117502024,0.327134080749647,0.167319135609145,0.268450536858634,0.252373961682121,0.324797013194143,0.443707876053531,0.55620082539117,0.716772151898734,0.313956317097679,0.245485535286531,0.807225474796516,0.324355306379986,0.35845715746048,0.342719459486313,0.270863492311906,0.313715285006454,0.312112682582155,0.340396530359356,0.464457422646964,0.307521129774259,0.865836298932384,0.273039496279336,0.327872397046105,0.332887443123664,0.306823103271783,0.312973384673973,0.27609179783339,0.314566208596486,0.758406725380305,0.224589709915753,0.39981135944228,0.339504984473219,0.345322263619562,0.34271451245356,0.902016246011024,0.316731743789981,0.329140043261994,0.936547801517977,0.890624436347895,0.320696822725923,0.66595315085546,0.180787820963125,0.70790909831392,0.409188034188034,0.429855036754138,0.35751724137931,0.4032007294577,0.429119101018959,0.319364781286359,0.334890204815976,0.334752880497788,0.3225887632909,0.290421489503828,0.413355999248102,0.387846419109298,0.33006477150054,0.340718246308568,0.757287568020091,0.377531534247952,0.321400013707706,0.432680131695581,0.304892788396974,0.34902333491734,0.324249012462872,0.437268361148271,0.383757098659906,0.307840807840808,0.45601684141457,0.382841097126811,0.334659924971456,0.873491930150673,0.343562130291714,0.390331946951268,0.23904452833521,0.369339523598442,0.360892842238306,0.460320567354529,0.392594810877359,0.43581759149941,0.322142286171063,0.281591324944153,0.358061532770208,0.33743812869232,0.400443932916804,0.4340229425206,0.592780529306311,0.408925465438382,0.31549292461153,0.322667212480953,0.353406780462433,0.431618314611309,0.332934789000176,0.455679873634329,0.364895567427213,0.749608189669545,0.261890536046446,0.38339789899836,0.853714609086247,0.506863339395164,0.439479453332712,0.439592547915829,0.217149454240135,0.323188360417906,0.750079162708531,0.401723908413206,0.323041204418434,0.263897542402215,0.373944894240097,0.357232325782365,0.325698852126941,0.24226342107746,0.390918286056982,0.348878444776757,0.295398036702141,0.321841449476307,0.526301318321925
"Padme_7",0.197076237766743,0.182280561478323,0.127939872482371,0.212114311738586,0,0.378873425332531,0.210922390517588,0.437615680318922,0.314473607408993,0.292821756087277,0.396493108163039,0.490889429575561,0.504313314775515,0.657040757766695,0.701346037024011,0.411514979561383,0.361738136077758,0.796432191364281,0.479081080563455,0.518287923617288,0.358679873201465,0.400451124895482,0.400575057402312,0.458694177046314,0.491657944960906,0.578242677824268,0.475150922540599,0.866204371853989,0.364996362313568,0.472490195753975,0.502321318871667,0.393840374117048,0.479768786127167,0.400825593395252,0.426748646802249,0.756083869902591,0.350960897726364,0.53585272108566,0.447409837703703,0.503241672255756,0.436175560200005,0.900914470145239,0.456342736859483,0.455680275815607,0.936095236356332,0.891080984659293,0.417867930551803,0.608987952894463,0.271441220896921,0.713852555521506,0.495560025511456,0.38597566456653,0.438283894087199,0.40137649284479,0.539849391774474,0.485720081135902,0.48551693141093,0.4706407365652,0.499270711785297,0.419515537813938,0.535531612116284,0.534243136729896,0.433587206575391,0.479494844731864,0.758447541554115,0.437404941780736,0.48899727767695,0.571457824682996,0.490363882899503,0.476347662066911,0.451662964428079,0.563861296073936,0.511096362052516,0.341266917200894,0.51842865082485,0.396288536366357,0.420174330060594,0.874131560804002,0.428300094966761,0.472857958378743,0.391330088146296,0.473109042079763,0.422122270225483,0.597781857694181,0.514462348238449,0.535309759214915,0.46534020252265,0.45532379795097,0.383647644805599,0.475928827881697,0.524546450947995,0.569723190014932,0.607856712823599,0.533292735693338,0.470845838539781,0.431029810298103,0.441911190921654,0.500544230484969,0.473932356608478,0.439703347782942,0.513309776207303,0.750412568486368,0.378502737256921,0.473001822442072,0.854526371031225,0.485605119367292,0.557438182774735,0.468921146381665,0.363198398298192,0.460909062626387,0.748865904554527,0.552553596556576,0.459139669981111,0.377394372651452,0.5292972095749,0.519684963371201,0.488419148917121,0.271630956562463,0.556762242182006,0.39971136908678,0.428776818341307,0.484482116244411,0.530069849830037
"Charles_9",0.443070149935623,0.430239511012192,0.415440941357038,0.297407189157336,0.378873425332531,0,0.343208960759587,0.4641685855837,0.268913621412157,0.408499289330374,0.205038670206626,0.197022655553512,0.184209326708301,0.358012307723172,0.814417012850041,0.365634485011193,0.423243417590439,0.814220610119048,0.237100399878331,0.216100066882018,0.400867603151329,0.265084297917699,0.357465564738292,0.441664606650585,0.337797875170159,0.232361309530956,0.363963616494713,0.912619577435709,0.444714870026705,0.171883885472459,0.304509451569863,0.300230807524627,0.342065426964323,0.256918381354323,0.375168314622856,0.837970396111466,0.204898016303397,0.21870156369558,0.168843426186251,0.262790540591251,0.235077663622262,0.935844149813082,0.344615723062902,0.294217104210935,0.958699916601083,0.929348329167824,0.507593510187289,0.772975540251722,0.35961823059695,0.807550315588901,0.238212521780142,0.440449923725096,0.523191128129177,0.511315168418794,0.238796539017386,0.319344933469806,0.470094246851912,0.473025381765297,0.334757970050971,0.401967277454805,0.243427960271034,0.216010461912102,0.457526478191977,0.495098781150117,0.839196533894848,0.552442619689269,0.42990449191725,0.242922699480087,0.398976216988815,0.514078667483866,0.323877691872233,0.248964411517532,0.195130517763537,0.505411933088827,0.613981850482547,0.189843335103559,0.444443540712665,0.918141974669565,0.277934195570942,0.564538346984363,0.394995722840034,0.315539791064793,0.512507727537898,0.27100464565439,0.218876285591455,0.210291768267048,0.469054608489621,0.403939532753093,0.541868536809515,0.276667428919887,0.225419664268585,0.238141390043427,0.726684847733565,0.224946186664605,0.453079874132506,0.407924388685211,0.296188755695657,0.609814756492113,0.274996241166742,0.583495399805521,0.203912290745556,0.83410290237467,0.429177772022024,0.264667500034342,0.904991488535228,0.631067222977276,0.255362870890136,0.590215167815744,0.382363656523736,0.350831670518089,0.832873550585262,0.218172437059283,0.466741166918396,0.457433787780913,0.235272050340107,0.274678848407491,0.195886158373048,0.462228134123378,0.242654221063623,0.453251151666908,0.161892470196651,0.24071331067933,0.666083828745567
"Franc_9",0.166992640159181,0.270140144665461,0.267764372504401,0.0816350117502024,0.210922390517588,0.343208960759587,0,0.393249189999516,0.231343725920218,0.334933870656578,0.314016273576061,0.388512093014753,0.497339165807584,0.606079245170344,0.730561112386449,0.383022597360971,0.316713630329988,0.81223993737898,0.385624981771163,0.433480030198685,0.41012086864938,0.349801552040756,0.395298471372401,0.390965203031119,0.41339034310147,0.510804829870342,0.397233030696066,0.864036199095022,0.346250000000001,0.397458465355664,0.415567538806291,0.391272380422471,0.400589857023787,0.357677439012778,0.39953193626639,0.759160706416732,0.298523197246425,0.469328373630915,0.409269243425216,0.41508819377955,0.419900025932451,0.903250802553411,0.40679210454555,0.41525022894464,0.938083870603935,0.888497394112897,0.370032801662618,0.690947459219667,0.248371758077668,0.715165053363118,0.481537314669096,0.494607011299201,0.438274111675127,0.457236414360527,0.495383364475752,0.406752411575563,0.409898890080623,0.418549004594181,0.406414167090323,0.372417532560945,0.483785943149901,0.46095213870872,0.408102025506377,0.407715177827261,0.758638877073586,0.453297052615517,0.405072062084257,0.492448286311223,0.388774517566681,0.414321150146806,0.411921130476907,0.499525201145406,0.454352887775602,0.323649477823137,0.478387324626401,0.451005829430198,0.413964731088282,0.881525118638521,0.426094917169041,0.435159188430364,0.315492392128866,0.42827819083509,0.440187175126935,0.521811991476906,0.465752161189975,0.498119937578955,0.404636344986545,0.363575505202365,0.369867115852517,0.412742549718913,0.471223796503438,0.499608609050818,0.598193365396473,0.477124819449178,0.394834826261257,0.395415670406474,0.435908201727181,0.475106041263435,0.417121715732827,0.48496400959744,0.441966615655435,0.75713220844345,0.341051791920689,0.460030617092784,0.852402108027411,0.540560824179573,0.506672723285611,0.467743687211512,0.276985052475353,0.412930498308051,0.759944456674513,0.462085506784522,0.400186420365819,0.318245450303313,0.453098850448572,0.436235164985937,0.392962542565266,0.246058061592043,0.453800250972746,0.422272580123017,0.366237866814708,0.398101935874168,0.531348583334556
"Grogu_9",0.461949598043666,0.454492227524225,0.441302978000603,0.327134080749647,0.437615680318922,0.4641685855837,0.393249189999516,0,0.263347478535478,0.189253486464315,0.30267933513651,0.330367548184671,0.49882497852547,0.593028860841996,0.58225553595924,0.167322593384446,0.107912355447352,0.804289613934746,0.304110185375528,0.32937638493194,0.233928055021186,0.241112371184853,0.1789583222157,0.0800533586838192,0.210358123811536,0.490026200873363,0.161170844965311,0.783344733242134,0.117515625471784,0.381758392511298,0.242023025255586,0.228095025098156,0.193353309724871,0.27987273155786,0.157420145746782,0.6173017507724,0.326939804670726,0.413984307579379,0.379660224280442,0.271537542052274,0.336969683746605,0.837955346650999,0.186023622047244,0.225396745237164,0.893943521293018,0.822138071657443,0.133474008574491,0.533635693380103,0.204470477344644,0.555086534402703,0.397820380240235,0.391115129715927,0.113714656025103,0.225652248141423,0.447454638266277,0.212228437621959,0.0777655730136746,0.0926177036359624,0.208769897917957,0.13336277009415,0.404000197540619,0.394966405203358,0.118438126695765,0.0497965960979659,0.620542304405253,0.174235688393407,0.116724371518892,0.430406689471683,0.136861848660688,0.0669453223230368,0.210788586892882,0.477062713402774,0.378735893932493,0.233683998927902,0.231029380680617,0.371785765023441,0.17005631377641,0.795791830525017,0.257268199280148,0.149423625916959,0.130566189804554,0.42434195223164,0.129344275356545,0.469023855346193,0.398956620013925,0.457835116425425,0.0654333785184595,0.11167998116844,0.339079405831653,0.247572570041469,0.410393124303676,0.456666513571855,0.400984119883696,0.421685811859671,0.0745371746921019,0.0940595540924736,0.278933749246748,0.228538349118378,0.259521043916665,0.236866090634001,0.363040318673628,0.611845829259508,0.124613495480301,0.365155080213903,0.765316777197687,0.346384805075015,0.443723145030784,0.212007925529926,0.196311077553662,0.182157726341718,0.612558175413336,0.407004440855874,0.055871378929332,0.189572592208426,0.333609911980714,0.274106281373279,0.332103197981392,0.332788944723618,0.354884280463982,0.198874606939924,0.345843714847405,0.289898400093425,0.392219374466046
"Henry_9",0.298809921544683,0.337748191827521,0.333573738963196,0.167319135609145,0.314473607408993,0.268913621412157,0.231343725920218,0.263347478535478,0,0.229328968903437,0.145300121876904,0.238849187935035,0.369581148880997,0.506390113568512,0.725283985573195,0.186408970775372,0.211492342395821,0.791471081307628,0.202960269546573,0.270675567023803,0.261058923125568,0.167894493847482,0.210814627779086,0.241003714364199,0.196693478214733,0.386948349748139,0.219637276048774,0.860255979700735,0.251309765422193,0.26394437549938,0.233031839045765,0.212012849263592,0.210986620254542,0.183147915255877,0.215403861843895,0.750932868352222,0.154420978496492,0.338400811243432,0.271252427932129,0.232302150332635,0.259064959111248,0.897849666983825,0.223472154033343,0.232620731295476,0.935478864769442,0.885541256623769,0.303316202602848,0.688378194692503,0.158113715979521,0.707704608475239,0.333965971883975,0.385898802380133,0.349354487478612,0.369865325954594,0.369593283434319,0.233109666596771,0.264131223332965,0.282697846995069,0.222262946832823,0.221930407926328,0.344812325163876,0.323484646539344,0.286147858119223,0.286645075252429,0.749522959228331,0.389017326025405,0.241841299740994,0.357656565656565,0.216243631417572,0.30802440411561,0.225429646950267,0.381929282014978,0.309005668499339,0.314605017517838,0.453671811880767,0.296439311098961,0.283282790416615,0.87515699102105,0.244320825125957,0.379982668977469,0.182243840349123,0.329787993999381,0.344268750384545,0.396122096371664,0.327443861543563,0.37635233753141,0.272572800591024,0.206253396699853,0.369013797408686,0.20797901768334,0.337589677245921,0.376502453385672,0.591553305915849,0.347238900495139,0.251483418475689,0.219873447386923,0.2572641866147,0.449555458797421,0.232109095297478,0.443844727946789,0.294600296243099,0.746967373117679,0.232454153746095,0.301973038121596,0.847585503753823,0.495344324543158,0.374920655071728,0.438951227641373,0.199853255357259,0.235266980656375,0.746345882475915,0.331490773024917,0.266697135516385,0.246443355378979,0.296309020845907,0.267853407313696,0.24357213315756,0.289791945492152,0.310153321663902,0.295897514777297,0.214105305770432,0.241156135970809,0.510232928828137
"Ivy_9",0.385448229521914,0.345559160498834,0.304708809877016,0.268450536858634,0.292821756087277,0.408499289330374,0.334933870656578,0.189253486464315,0.229328968903437,0,0.274294541709578,0.344058662072005,0.457399170074932,0.590851221505076,0.634390196459833,0.186755376760019,0.138416376169633,0.779423191187897,0.330681903455077,0.361598578323472,0.170607751972392,0.239952022680188,0.18133782235627,0.194010949145835,0.276316704126793,0.50389332139488,0.237123842592593,0.83312168848798,0.129725085910653,0.360912123366326,0.292820437194424,0.230372241133195,0.246887127109968,0.245122896716468,0.193342936393615,0.69420952535103,0.253404597315767,0.417930142999488,0.33742714213594,0.320848095056413,0.295981535994054,0.876170842109981,0.229963856826396,0.262748766607643,0.919220630372493,0.864057351500579,0.219864007510883,0.540771524076249,0.122815287975392,0.646237637389646,0.364143440631916,0.302987530230425,0.221570553565238,0.286375088313316,0.434940970667027,0.271450786681303,0.211285642276202,0.200518862825641,0.274658180103725,0.172527322911639,0.396106625175488,0.404239219703052,0.207010025254458,0.216760107892842,0.702514278745503,0.240857101491241,0.225615456528514,0.451332170669798,0.238716224787518,0.225921658986175,0.242541025787638,0.459638396781526,0.393259043248531,0.202754617113913,0.368610982483594,0.317010592676758,0.193727820822948,0.843251216344143,0.273965393166708,0.293029181581023,0.131063595943448,0.388089409891329,0.198674684010308,0.479889780132624,0.392015462178745,0.45645390978767,0.193352526231052,0.196965260893364,0.337216058042484,0.289712539863072,0.404791475421639,0.462675071786758,0.514142071759259,0.417339738513787,0.199887228643925,0.184948847783404,0.264495531354037,0.329160937524695,0.279613602587639,0.294022370270766,0.374182137990355,0.693076114211761,0.131096586039729,0.325307918452049,0.819299884835184,0.380778225996328,0.433620076540116,0.320516821671557,0.212520942964344,0.232010318344375,0.6929482385755,0.432367370014407,0.199786397929703,0.237129649085943,0.357689108057452,0.334068762640191,0.352733493122756,0.286537581127299,0.391736582569941,0.190242376104171,0.307822566149829,0.3036916936892,0.434522082045854
