"","buddy_11","joans_11","padme_11","ginger_14","buddy_16","buddy_17","ivy_17","padme_17","buddy_18","ginger_18","ivy_18","franc_19","ivy_19","ginger_2","ginger_20","buddy_21","joans_21","franc_22","grogu_22","henry_22","joans_22","marshmallow_22","franc_24","ginger_24","henry_24","ivy_24","marshmallow_24","henry_25","ginger_29","henry_29","joans_29","ginger_36","grogu_36","henry_36","franc_37","grogu_37","grogu_41","joans_41","marshmallow_41","ginger_42","grogu_42","henry_42","ivy_42","buddy_44","franc_44","ginger_44","ivy_44","joans_44","marshmallow_44","buddy_45","franc_45","grogu_45","henry_45","ivy_45","joans_45","marshmallow_45","buddy_46","charles_46","ivy_46","joans_46","marshmallow_46","franc_47","ginger_47","ivy_47","marshmallow_47","buddy_48","charles_48","franc_48","grogu_48","ivy_48","joans_48","marshmallow_48","charles_49","franc_49","ginger_49","henry_49","ivy_49","joans_49","marshmallow_49","padme_5","buddy_50","charles_50","franc_50","ginger_50","grogu_50","ivy_50","joans_50","charles_51","franc_51","joans_51","buddy_52","charles_52","ginger_52","grogu_52","marshmallow_52","franc_53","marshmallow_53","charles_55","ginger_55","ivy_55","buddy_56","franc_56","grogu_56","joans_56","buddy_57","joans_57","ginger_58","henry_59","padme_6","joans_60","marshmallow_60","joans_62","henry_66","ivy_67","franc_68","ginger_7","padme_7","grogu_70","charles_9","franc_9","grogu_9","henry_9","ivy_9"
"buddy_11",0,2.41274827478502,4.75138827085694,6.70899351068454,8.70642938931039,4.30494183363981,2.92341680772106,13.6271899853804,2.65459840418852,4.79500836782071,7.28651403180005,2.82876530593272,5.31055762148148,5.16270456214918,4.83327242374472,5.14446794376511,5.46797985076672,4.19771618602346,10.2348150329706,4.20659996721301,3.01076545497798,5.11185724877575,4.31630881749125,4.99397400574933,3.63776492982999,5.14461673210501,8.65852206696049,3.52197995309039,5.68323841379509,4.01699221812468,4.71864855235378,5.28117298699247,11.1523297721813,4.62819576285364,4.60087153219603,12.197660620681,10.7426219284015,3.57132966040313,9.09318395807559,4.1608063887022,7.79642972370723,6.47480540027403,11.2410379810517,5.38138111449841,6.65291477628716,5.99538876218767,4.10533769604293,5.28479653129275,5.29395451453059,5.00657258188453,4.49911947519279,5.43135787651526,5.50814701813027,6.03598143878407,5.32593842876532,8.52791507235096,6.20543990788938,5.17865134251144,5.14576685834025,5.02917803212974,5.06471791205853,5.19477305898967,4.30344431193793,4.82496153494156,3.98170889857397,6.16382861256017,5.79864458363793,6.70102816782052,10.6655127791013,5.21400899277275,4.92770647837159,2.8947004646946,9.27422820599704,6.41650367626134,5.82171263870255,5.7932657278756,4.20674526534077,5.31686850006448,3.39380272790643,6.30481016882653,5.39730171150491,4.41025332276239,5.96016349961391,5.6216270735127,6.87449999813204,5.71407018658178,5.29208638451544,4.51765533856847,6.01929616800732,6.2325792432238,4.86824576807379,6.08833421994767,5.35907542923508,8.54934193780048,4.04250468483964,7.51419285741103,9.96109177550984,6.91914490412351,5.89226610500366,5.84319002962684,3.88596602018897,5.00613404854186,8.51643091690958,5.33317243488445,5.07410659053292,4.16181401163086,5.44607893851277,5.18941268793819,6.98050152812212,2.92283242945806,4.29558067307611,5.02506325146176,6.86243851464292,2.77665184981041,3.01657748071489,3.62142177535078,7.35717252476533,5.41032140804075,4.04177547130319,4.13553298934376,3.9865832984936,2.74551612265595,5.28956260882569
"joans_11",2.41274827478502,0,5.13978010372443,4.79452389590869,8.67535953248853,4.8217702725944,3.52395530467602,14.1834749161687,2.84348537550011,3.05002364837511,7.66947368526235,2.99843731114355,5.38993522643848,6.76001968658352,4.01611300262584,4.29635723254519,4.22445572587916,3.04566026620432,10.4440713808059,4.60207004719198,2.59309759519879,3.53107346827892,4.261142436594,3.80047969298565,3.64473913465714,4.96003398321304,8.72652237257929,4.15786670775363,4.09103066485231,3.91318579879339,3.12712278640387,4.94620657224416,11.4398859383503,3.87136098190324,3.7119553592482,12.518448022797,10.941633426971,3.79457549390649,9.17060283998662,5.10548653789279,7.86300189183296,5.59246784667478,11.873838010547,5.08288052467933,7.05128168800245,4.6049079902189,2.72376007273605,4.10624130438671,4.38950381665375,3.46755862083089,4.21685410141307,4.09074238263026,3.85900049243247,5.89840126323479,4.24410770679213,8.5779807929419,5.80242301323002,3.91368711955264,3.24211364626988,3.67164938216411,4.07110254574432,4.34477907836134,2.82946226266476,3.62029744647945,4.93641668051824,5.57391516297676,6.06672057065847,6.28162012077959,10.9151665244409,4.6720388354668,4.50482673928348,3.08830178306894,9.24150007293649,5.93662679107988,3.79511366696717,4.46597118190399,3.09638372529178,4.3743117346892,2.67184739582512,7.97546583068007,6.15951707095182,4.03155399598201,4.55225986677751,3.81286773063135,6.6144932315562,4.25878833970324,4.26395914393632,4.61129223280016,5.5101387478414,5.65978718878625,3.78774601863624,6.52178891072364,3.85703481606793,8.61240580193304,4.3096484024117,6.90969222148722,10.1685123322855,7.47953476999954,4.36901384458018,5.74744822623473,4.37862728389594,4.18210939305485,8.65305294752839,3.43142106899065,4.23771898289696,4.54952455510908,3.73143038160671,3.38558591738478,8.55413145307626,1.56803954592594,5.43138702745173,2.89015070067087,6.93336415654664,3.01370231602403,1.59328154090297,4.94190153574227,8.89538011451953,6.33448144174664,5.6036674289188,5.54739392253721,3.61926808878381,4.3417680851503,6.34846081234329
"padme_11",4.75138827085694,5.13978010372443,0,6.35618753728602,9.84112908250389,4.50357211438829,5.75847559429472,15.2549998951068,5.4638224182904,5.49889961218463,6.66900481429854,4.7113949807826,5.04792634660802,8.3678997515016,5.60165917215673,4.89451856692755,5.55819911313327,5.41307204535396,11.6415647400179,5.64947035585616,4.76448454934334,6.02175743071027,4.91424910423112,5.70692493657197,5.04362426065339,4.91445633502291,10.0343935933951,5.42121027103513,5.97303256303233,4.93692903345088,5.55897292316515,5.59757469733041,12.4969041715699,5.00766310377932,5.11415546194127,13.5116920104261,12.1498655763023,6.3107678360841,9.86667475685706,6.05826356394147,9.29961162984985,5.89882174115709,10.3919110030353,5.98318768776102,6.77152768140826,5.91224104961913,5.40078431390834,6.42494607275084,6.26589436017998,6.06629124667705,5.52710540072085,5.69203377148497,5.83533070657178,6.80998323970917,6.6235690138861,9.9357490115704,6.7483918374237,6.17815176029177,5.58811702841551,6.17738619942031,6.5628275633448,5.50675362082478,5.46783712060411,4.40726207560787,6.65894314319375,7.29844715922793,4.59735079920279,6.69789067380034,11.9775895405639,5.32071458654021,6.41913655391113,5.72910809615341,9.28069240720729,6.79692219765866,6.20650356409235,5.78645109117104,4.52783754529515,6.28407531651413,5.4672935565981,8.36143347217949,7.44790610357356,4.86468315698725,6.08407750871928,5.92949553825531,8.25353167974315,5.79992751545326,6.28877671956795,5.00833706118828,5.94867788710197,7.22929624797222,5.33846608124916,6.74850625053101,5.75012179932369,9.88470310934784,5.8878617234521,7.1501758082089,11.3576391005686,7.91638245518373,5.87254680847817,6.71073820586145,6.70976653203359,5.43624418533578,9.83055552450205,6.13171155152171,5.95611346839906,6.92086933145426,5.85469720925295,5.81284270728665,8.32318190100958,5.40063821624911,7.32387471648612,6.25435659410354,6.57124759427916,4.38120807038581,5.19273610204685,6.99026076968947,8.24427530965393,7.76313569905096,4.79039282447058,7.85763968267202,5.3681871488585,5.13409029241245,6.39548836136315
"ginger_14",6.70899351068454,4.79452389590869,6.35618753728602,0,10.9184259454055,7.0921097170402,7.36736861664151,17.177398319621,6.52420890028647,3.47077632557799,8.79267030988905,6.11707639142444,6.80417184109494,11.0933596540547,5.6953323563591,5.24417073090505,4.02593511981538,4.92950575909673,13.1889459206314,7.28056666484101,5.03581162713095,4.24267016087234,6.24888470724623,4.78522738174618,5.95954659505404,6.2643835563071,11.3436100116115,6.90630553650168,3.11827189778665,5.5443985427379,4.1276071209617,5.76484541682943,14.1707386700806,5.04091687075416,5.05846468782682,15.2502455906932,13.6747235283865,7.6798203086845,11.0792795817007,8.13506434334424,10.5996140229973,4.73866083520964,13.1456139982994,6.9204056627125,9.38229570856265,3.26309121488471,4.48657167855548,5.66081495041809,5.88775653184013,4.52502434941408,6.1453007342951,3.59636432421321,3.03768435128324,7.81263269200886,6.03569570203219,11.2365635667575,7.19073035433801,5.20518739829798,2.70066162898689,5.09735536907106,6.26475961808139,5.18590605249335,3.48140215544589,3.4994041087413,8.68029022268318,7.65974707159345,7.00278810144576,6.90457033959932,13.5935003401429,5.76333920615229,7.1691206484339,6.74197238977234,10.6303692625694,7.00289157228409,1.89649343953279,3.59437050733104,3.75761341673306,5.88656596082304,5.73429482719022,11.7828913183381,9.48427214413166,5.57515252112717,3.59991901041332,2.37862192220441,9.03129771714087,3.2269362620605,5.68872852173061,6.72470444411539,5.8909885506502,7.4144851630677,4.49006704515971,8.82098677906532,3.49480473045418,11.1807574958697,7.09669798360402,6.44571419374458,12.9061251403248,10.1469601042817,2.84387018555016,7.92896620095198,7.92323858606574,5.16200523052007,11.2689065542996,3.18725537336725,5.93345454196356,8.15078297751444,3.22212143367005,3.61261863846563,11.9144603249251,4.80243686779613,9.40460604923462,3.51086123125948,7.94811593078651,5.81723177156816,4.60349504077043,8.90328445990063,11.9698696677187,10.1262255035176,8.67870556287297,9.86983319846992,6.44396048247155,8.15202745169618,8.8308214597764
"buddy_16",8.70642938931039,8.67535953248853,9.84112908250389,10.9184259454055,0,7.3327450854712,6.7099264940036,11.093079934245,8.73066435093783,7.95939032743184,8.29012408372093,7.64702857143974,7.12499947978733,8.41959241458563,5.58900003271915,7.49244598580773,9.86437126099941,6.58246089428236,3.61573115178707,6.26643197907608,9.16169360998128,7.08264578438296,7.14136525516124,6.75347596517904,7.83775542442427,6.83390878521527,2.62160863759772,8.72736746997837,8.63812768216276,8.88613090169782,7.64242244854948,8.50598598262151,4.18246896393024,6.70660637499325,6.82390911506249,5.07922147625607,3.94246316381794,6.39393866961513,2.89040406429379,7.59912445598618,2.25145444084083,8.80636491183944,11.2246652770636,4.88765249025159,6.622827884196,9.04969727264369,7.01692605423791,5.60422216097225,5.56177194510982,6.9018155260161,6.45081771410081,8.54966734283558,8.4611611746873,6.98435220526905,5.46842165879839,2.50236465243574,4.75773006934314,5.91466619857409,9.18898598002442,6.32704750192961,5.32196724998826,6.81230457608573,9.75366042676555,8.59103265915165,6.12908047890491,4.21843264096139,8.60168930586824,6.54232731284286,3.56382718261748,7.11856500340643,4.59121648700979,6.94986503462381,11.3922214169799,5.51872852039611,9.41085476248007,8.58109278529348,9.25340879346438,5.51677095298672,6.42604546290441,7.6042576005184,6.45146520361783,7.44243353587689,8.8429813956497,9.17036898098636,3.00337642823388,8.89029914928284,5.5845585832438,6.05498574464532,7.79046697764678,3.94496628439768,7.25466202286233,4.9326269463534,8.13907271918813,2.18383893913602,6.39281939783782,8.91415591121578,3.36068018160011,5.47166746127971,9.01391759524533,4.06928233109389,7.97473998006921,6.55583485607925,2.16059673861562,8.87009978895394,5.41178687750689,7.17449603618272,7.88962512026777,7.56357061245462,8.04635805261315,8.54835988948099,7.13142711481599,8.56049166073162,7.04122915703198,8.88924334012607,8.00878547708342,8.93527036788053,8.85357189300315,4.8344684262717,10.1548753264411,9.3230029706723,5.75785783799243,8.99219037863566,7.6948448634396
"buddy_17",4.30494183363981,4.8217702725944,4.50357211438829,7.0921097170402,7.3327450854712,0,4.39458479374543,13.5084492915379,5.14427000576586,5.10050670632573,4.74105046662296,3.99710538704909,2.92197097293538,7.02523123319536,3.97713699558334,3.24429273831572,6.27451327124874,4.25590146818948,9.01727662652927,4.20952413389226,4.61595455848458,5.12643864843464,3.97259848548228,4.73199486891083,4.41063398214774,2.68464306496573,7.34257715716677,5.17475524903869,5.88335842160108,5.04011463692797,4.59077910830437,5.50217864438093,9.80989920226979,3.69051402595996,4.08131475825881,10.8729634898641,9.53514578827031,4.43655811143916,7.70582443510973,5.04494285256281,6.78397720148204,5.96465489029147,9.58549185445625,3.68978566085597,5.49211449970505,6.13634491704132,4.40180320862095,4.86495431755979,4.80616137865043,5.11517923310647,4.42545327018977,5.62965048483879,5.68417458801965,5.93378231065624,5.00124554258359,7.40763621227874,5.04490541279733,4.76860230089582,5.79334606261813,4.88345987585168,4.79420103717499,4.63623913871289,5.89140609056008,4.568298797453,4.99493159084654,5.28123313830727,4.28648369300282,5.68597647604725,9.37620971082838,4.34728146716707,4.19972802746152,4.4444146338686,9.71288678199522,5.34236215280395,6.33209801543759,5.81277078819595,4.97273440762678,4.79180674150986,4.22137739822548,6.73184358519885,5.77891869322505,4.17911867621807,6.13673281105222,6.09847586949544,5.90117534603629,5.89252439592634,4.80155513094507,3.4302421636571,5.56867685427703,5.29194098855374,4.68358821977868,3.77673027227223,5.47657606923171,7.27225807129697,4.5724978327756,7.12291519075474,8.76147751393471,5.80852801623814,6.03776475573988,4.41892278006964,5.73297203984815,4.16770768498798,7.23344029406196,5.9495465384259,4.40610279981638,5.62849415600663,5.43682112868806,5.0740500723572,6.77364149422439,5.03015471824457,5.74396596542607,5.80968470141867,5.49052745196193,4.14336433410317,4.58714604341453,6.2849793697664,6.82963574779661,5.64216533153125,5.98349348314613,6.9391448348682,3.30938335533265,4.58178359124679,4.20186933013995
"ivy_17",2.92341680772106,3.52395530467602,5.75847559429472,7.36736861664151,6.7099264940036,4.39458479374543,0,12.4346209995021,4.14528417480371,4.87050701184085,6.48828385204285,2.00604700489128,4.68278935793522,4.70242672723646,3.68604648766377,5.24257141046454,6.53198413213513,3.26088508433314,8.3023531598283,2.45539299381155,4.07816814161598,4.76577923604059,3.191148932699,4.29961305940065,2.94178324325697,4.45574932294716,6.71799512285927,3.25001163495236,5.66524324232924,3.83963801226464,4.84242157035654,4.47177007993186,9.18653962718438,3.71206952778894,3.87753181598959,10.1971490961871,8.8109379188494,2.84657425659171,6.94329873997103,2.76346995202757,5.80610847315691,5.90543662507274,10.4195686098058,3.8094673638329,5.75482527629554,5.87375938452696,3.45225138001147,4.23790494202041,3.78246683023972,4.57210985712002,2.8770180552601,5.27597277429016,5.48854140439242,5.13186475497389,4.31043865419588,6.59764886633996,4.3716690497423,4.2014853454745,5.61420301842061,4.3790515917585,3.96906266559724,4.21873631085355,4.81365013905676,4.93386657959436,2.12749108758105,4.69614035391826,5.61214684324109,5.16987022855795,8.64507677724361,4.47617860514427,3.66825239634499,1.7330164213087,8.97700374479294,4.6584934210337,6.13129758513653,5.48666744929212,4.65880962098288,4.0285990176991,2.25645620300181,5.31757997563955,4.60982405496911,4.56135149976104,5.65380488581477,5.87066754164847,5.04510573419366,5.55401117034702,4.17259141649881,3.77750702696871,4.96574444587463,4.42798929665324,4.27308254225398,4.72263596236175,5.22668175400576,6.58854467663143,2.39706233794558,6.60062781901577,8.05647993705928,5.19326680288568,5.74702693470292,4.12908570903379,4.18042735348318,3.97798766610943,6.5538893786302,5.72213450965193,3.91870051492277,4.28060353301496,5.15582740796467,4.91552571071675,5.94545395940611,3.93737045905358,2.81685566676167,5.3513799127163,5.40671914569352,3.67405204470378,3.27076094689699,3.56841377715699,6.53324761430002,3.6685517291343,5.28680200287504,4.45683312153675,2.94555416472432,4.11442297418573,4.61607745098311
"padme_17",13.6271899853804,14.1834749161687,15.2549998951068,17.177398319621,11.093079934245,13.5084492915379,12.4346209995021,0,13.8572161957023,14.7284874803087,14.6227076563361,13.5528661922752,13.7753255498279,11.683667470091,13.1677675411611,14.1440080784406,15.8181183078793,13.5299614668435,10.3366620731938,12.8858376286583,14.7140072755084,14.2612223182871,13.6571149554014,13.98465186401,13.9874629322734,13.6161258696578,10.5724733858098,14.1015314643622,15.5856185603626,14.8486665887191,14.3477286995411,14.9474666959486,10.4001097512866,13.8744532199876,13.903090088588,10.5148622974288,10.3558160080866,11.9907173808042,11.7926245704969,13.1398189447256,10.6609026075317,15.6334396808421,16.0762481569871,12.6898080995895,11.7548297995834,15.9598865662265,13.7959282930803,13.1534523129046,13.178985004818,14.0224445604147,13.425400483912,15.436488403955,15.4041307101771,12.2706215146159,13.0138624217841,10.5750858394752,12.9443659492714,13.4436229430712,15.4289401085073,13.5817436327191,12.7183471754858,14.0741049110881,15.6195078627794,15.098808983214,11.7929978656824,12.1103885605251,14.8161715705089,14.0989918049383,10.4005688401482,14.0657777288765,12.0893801231254,12.8098920701634,14.5972930975191,13.3730004521199,15.955077771825,15.5290092753523,15.2907303869687,13.1420986400618,13.0291868627609,11.5271469771487,11.8564228559064,14.0419440435818,15.647890272626,15.8549319338356,11.3770612643964,15.6435715143873,13.2991447351331,12.9679478182588,14.8035167398192,12.3860801635472,14.3547983554017,12.1913553787246,15.1498407692183,10.6864479911567,12.9150916866351,15.8572404333982,10.3775177090149,11.976236851748,15.8318200034431,11.9809273646424,12.9674605480021,13.8150111270966,10.6268894589597,15.3305814999077,13.0692841818585,12.5554516726891,14.9535544959561,14.4555553256192,12.0794365507329,14.2990888622391,11.8356408925006,14.8299621446312,14.0948713675959,14.1351297672419,14.0674299928644,13.0231477156138,12.965554997584,10.6378066322622,14.4825916342254,12.6560200567571,12.5465550068893,13.2742825871206,13.4361504735912
"buddy_18",2.65459840418852,2.84348537550011,5.4638224182904,6.52420890028647,8.73066435093783,5.14427000576586,4.14528417480371,13.8572161957023,0,4.20677693077722,8.29478686948257,3.97936355612285,5.91468927036167,6.65666785843465,4.87502424751555,4.91112855630781,4.17802520358171,4.34237350103567,10.037185650015,5.51680068828858,4.45199091280026,4.48249847469577,5.28416059407891,4.52429103439492,5.07741563240942,5.76692145773895,8.54388317353343,5.51251155102263,5.34399771262408,5.24263837642569,3.92327443838834,6.33020750461154,11.0341985268767,5.17638903532975,4.72769295685108,12.120092863855,10.5397445457858,4.46492406098663,9.40046359643237,6.01250549297316,7.68058432614127,7.04181390164104,12.151906357867,5.63178404504067,7.16644810303166,6.05698192025518,4.23000147835448,4.84582815580239,5.39272371827971,4.28377252251759,5.25513054028964,5.78987319414762,5.13958653078307,6.44127230814009,4.62809352276985,8.29328273474381,6.52734020496401,4.87280920796082,4.7664065081587,4.31618545135501,4.4847932062738,5.27259712740237,5.11099430357534,4.86897474682108,5.48691458593495,5.87953361425455,6.46518033919054,7.17420525287677,10.5560689109335,5.40650536624165,4.92545662221555,4.45610272366859,10.0103960024741,6.7555011155117,5.44678114358028,5.82869502991758,4.56519442442734,5.02514131308824,3.78246967717299,7.8583388878713,6.55869363489055,3.4277369885782,5.86554517113519,5.20836885907629,6.53166352020999,5.59540369265882,4.88939069582049,4.35797027949036,6.58648383045857,6.12075750585464,4.75339184329806,6.3908099137235,4.9492415286948,8.3676452823592,5.35123773332114,7.88647209355259,9.71430739033859,7.56611640150282,5.99702080093146,5.91868376589281,5.22132872226889,5.35342629658761,8.35567996877545,4.40009830104796,4.73760907600961,4.74302404040411,5.22016627868898,4.81111513030406,8.64060748765146,3.11059516805331,5.96591382711545,4.4519911298016,7.8789195460251,4.50745786188479,3.90833385857861,5.77952322994235,9.10434762158877,6.00566313221775,5.48522000565842,5.97363175884209,4.21180987358141,4.36256595884171,6.93841354762858
"ginger_18",4.79500836782071,3.05002364837511,5.49889961218463,3.47077632557799,7.95939032743184,5.10050670632573,4.87050701184085,14.7284874803087,4.20677693077722,0,7.33258350689977,3.97999527493455,4.84749221953914,8.79443008191243,2.74274840855357,3.35480152097569,3.14209201481948,2.35152837512825,10.1349287964297,5.04358186359906,4.05593428443229,1.203724896918,4.23378860807534,1.95379658562667,4.26866895413775,4.38580781003877,8.34788702502332,5.51611477939129,1.91120144709747,4.31877639372075,1.28757359024396,4.7294904289728,11.1323178624969,2.97280730728431,2.46085848197263,12.2421696577341,10.6282018684405,5.22955407175685,8.41217311095895,6.24627058521144,7.5255809951643,4.30399650960365,11.6922083951173,4.16155159809896,7.12473228524873,2.82943897645506,2.0098436708605,2.70329994187634,3.29707664202417,1.38206451304328,3.96204500269633,2.6612641938641,1.55778833242773,5.80165398020122,2.87051767598707,8.14952626211757,4.7165532143925,2.33195282629338,1.79002519946761,1.95211776494033,3.07787620507366,2.89901944182012,3.42581500834598,2.19065241775899,6.21771819115693,4.74063398885319,5.57111687377085,5.14358869784825,10.5572674497376,3.64302346904823,4.19929700877744,4.62041269175899,9.56231720033165,4.83242212838199,1.96384476312749,2.7247819435812,2.84624388029604,2.95632177952909,2.99709237954451,9.33961118074498,7.08492697538067,3.00560572372336,2.85344491648872,1.71697201691561,5.94546441833776,2.53963560103442,2.66205307456175,3.91881970124603,4.45134506091745,4.55505991454712,2.07281642687231,6.093513612105,1.58772526802534,8.11886349195702,4.86054760211243,5.65396247321536,9.81596821121081,7.38916869975264,2.6905470603448,4.98609121507304,6.04485141880191,2.93498157874595,8.17718075914176,1.36421305439155,2.85792117324775,5.78566790276534,1.52868351804232,1.33354282763808,9.66745174617308,2.93265368753676,7.11586120684401,1.93258201055968,6.25821217219949,4.5339551960933,2.91216447551901,7.19704533646851,9.94474199332659,7.2177311336309,7.20656634615393,8.01516931326045,3.57551305196165,6.45719512632908,7.01895124865869
