"","ginger_29","henry_29","joans_29","ginger_36","grogu_36","henry_36","joans_36","franc_37","grogu_37","ginger_41","grogu_41","joans_41","marshmallow_41","ginger_42","grogu_42","henry_42","ivy_42","ophelia_57","wolverine_57","goose_58","wolverine_58","goose_59","hamlet_59","iris_59","ophelia_59","iris_60","wolverine_60","hamlet_67","hera_67","jarjarbinks_68"
"wolverine_58",15.4891627847194,17.7185915510363,16.4349868173571,16.2337000044571,17.739064941637,17.7705850945386,19.0379070842182,14.8395292993693,19.0158122957279,17.5294199763792,16.9850854708989,21.5736896050181,23.0722760184441,18.4939629097029,17.3607295523996,17.6666052922771,16.905214481682,18.373456877209,6.03019713645636,20.1455159360457,0,18.3921693081254,16.7128626662645,15.0719350115638,21.0926881276103,18.8053396199683,13.2174459932605,19.7046628107615,17.0814913777583,18.5734383635551
"goose_59",13.6955760249778,16.3093944761102,12.878481932179,15.5415847644769,15.3408595983208,15.2963348121149,9.36744871147137,15.5307548029511,14.8819638837037,14.8422896727749,14.0726649295424,13.3111634176458,22.1665957269601,15.7480434720227,10.2225975809568,17.3183407626718,22.8916928686405,21.2921845001762,19.2754563024463,9.89197891997275,18.3921693081254,0,19.8688675720322,18.9814652787588,21.9343690226049,21.9465832997997,19.63163815439,22.374371135634,17.1729046655435,13.1735460160225
"hamlet_59",18.3518445329737,14.2952224342692,18.2734993571125,17.3328657565133,18.5968760567268,14.9729243130127,21.5569687510323,17.8159492986569,20.5063165990346,16.1482811266022,18.7511957569199,22.577919348368,23.4846680492075,15.2222503524982,18.4500158419682,19.5735974853673,18.166739475152,11.4445744509674,17.0115637664489,21.3840171059115,16.7128626662645,19.8688675720322,0,19.983891182227,17.7003034559981,22.731258364034,20.2208749425967,16.0849287214092,15.1458256169107,17.443468196107
"iris_59",16.3177968912175,20.5435886793041,17.318857814761,18.7917613411195,20.009176454739,18.9689741169595,18.6543822745132,14.1222161220068,20.9189736645955,20.4099688724852,19.2563541550892,23.0283569442488,24.2918313824341,21.2002058022996,19.1421905192505,18.0565334944227,17.4538277340975,20.2601039607087,15.5532910155337,21.718744309243,15.0719350115638,18.9814652787588,19.983891182227,0,23.8653440409864,10.4171428402243,16.0005192624776,21.6377615430518,18.2881975069767,20.9952492231268
"ophelia_59",20.8782313510971,18.2941335063269,23.4369360925339,20.6601162417284,21.1249403694172,18.545083499855,23.8698562077264,23.1453702051808,21.9872165109116,18.9214514930597,21.3277394690388,25.464910569973,24.2344208657573,17.6781466726733,21.1208847028524,22.7060607408917,23.0450663653836,16.6026946620935,21.2713348462725,22.8764096581369,21.0926881276103,21.9343690226049,17.7003034559981,23.8653440409864,0,25.450791268845,20.2893660974831,20.3654787263831,21.2664524175965,21.2885918814952
"iris_60",19.9186282815678,23.2684183567167,20.6113700261131,22.269681185461,21.5398609567578,20.9317371196839,21.7448197818561,17.6340712117908,22.4854268549766,23.5007754173528,21.287482690364,25.8432288154512,25.8501532371039,23.7880890727741,22.014206761175,20.8040970636234,19.0336941207868,21.983286782386,18.9400902132322,24.6068618341567,18.8053396199683,21.9465832997997,22.731258364034,10.4171428402243,25.450791268845,0,19.0231888244696,22.9025849808818,21.3513612483132,23.7399110344292
"wolverine_60",16.6788282041441,18.8135230570596,18.6039074045864,17.1071308334755,20.5081619256527,18.6601981858128,19.4092603788587,17.3660701345016,21.3365402453807,18.9611061780357,19.7329631425152,23.1802756345829,24.6724522807974,19.8178505139251,19.7500578580078,17.2945981414775,18.6235294058479,20.8126509063238,13.8985290794667,20.14639342104,13.2174459932605,19.63163815439,20.2208749425967,16.0005192624776,20.2893660974831,19.0231888244696,0,21.9788811936784,18.8767462977376,20.4778748373632
"hamlet_67",20.1704044379136,17.3767680818762,20.3391202848496,20.2188238282495,16.8079437623472,17.695553782339,23.1459488170548,21.0973145303255,18.835074128353,19.733927130788,17.8257433388814,26.435212115574,17.3032671209236,18.1946973167453,19.9250745967637,20.4088939977808,18.1973931775374,15.5187305659549,20.2541736075181,23.7731471120843,19.7046628107615,22.374371135634,16.0849287214092,21.6377615430518,20.3654787263831,22.9025849808818,21.9788811936784,0,20.4315030408015,21.1378302923494
"hera_67",14.5122341728832,18.091040362794,16.2853943682198,17.75221886774,17.9011256364679,15.9740357961938,16.8347940573107,15.3458126481194,18.6117259182396,18.4721252746906,16.7903821929681,20.4998165188065,23.8278390308956,19.4218487893351,16.7573120367845,16.8313116260131,19.7150848851016,18.3941621724598,18.9576533646133,19.5265103468803,17.0814913777583,17.1729046655435,15.1458256169107,18.2881975069767,21.2664524175965,21.3513612483132,18.8767462977376,20.4315030408015,0,17.1744402339909
"jarjarbinks_68",15.6475868806723,14.7503858753736,15.6772701924399,14.932530250869,17.934146080663,14.8449910840248,16.0554434582838,15.6101219482988,18.0231772857864,15.1349792921579,16.9125184315988,16.9508289676248,22.4666274452103,14.3007232403415,13.1199346561951,16.8613373841612,22.2753180810061,18.378842314572,19.383890739948,15.6210806915531,18.5734383635551,13.1735460160225,17.443468196107,20.9952492231268,21.2885918814952,23.7399110344292,20.4778748373632,21.1378302923494,17.1744402339909,0
