"Taxa"	"buddy_16"	"buddy_17"	"ivy_17"	"padme_17"	"buddy_18"	"ginger_18"	"ivy_18"	"franc_19"	"ivy_19"	"ginger_20"	"buddy_21"	"joans_21"	"franc_22"	"grogu_22"	"henry_22"	"joans_22"	"marshmallow_22"	"franc_24"	"ginger_24"	"grogu_24"	"henry_24"	"ivy_24"	"marshmallow_24"	"henry_25"	"ophelia_43"	"goose_44"	"iris_44"	"jarjarbinks_44"	"lambchop_44"	"hamlet_45"	"hera_45"	"jarjarbinks_45"	"korra_45"	"ophelia_45"	"goose_46"	"hamlet_46"	"iris_46"	"lambchop_46"	"hamlet_48"	"hera_48"	"iris_48"	"jarjarbinks_48"	"korra_48"	"kubo_48"	"lambchop_48"	"ophelia_48"	"wolverine_48"	"iris_49"	"jarjarbinks_49"	"kubo_49"	"ophelia_49"	"wolverine_49"	"jarjarbinks_50"	"korra_50"	"kubo_50"	"lambchop_50"	"ophelia_50"	"wolverine_50"	"lambchop_51"	"goose_52"	"jarjarbinks_52"	"kubo_52"	"hera_53"	"kubo_53"	"iris_55"	"lambchop_55"	"ophelia_55"
"Acetate -- Production"	0.0445621688999688	0.0464102869389213	0.0617505647917511	0.0129006779437899	0.0509464828230895	0.0502741591869521	0.050314854960256	0.0546157371430849	0.0502947678703021	0.048838523541834	0.0474889967272317	0.0497560858385601	0.0512283096120101	0.0502735087262308	0.0519547325102881	0.0514563822726938	0.0506078110181912	0.0501462344625884	0.0495644123721129	0.0532017332691382	0.0530291753498065	0.0487700737718528	0.0487740920414318	0.05666050730724	0.050301116460458	0.0519553202900917	0.0442598204717514	0.0399696912293995	0.0508761750029012	0.0475849731663685	0.048298355076574	0.0504433848758968	0.0487701725097385	0.0506497834055315	0.0465464487989063	0.0501155676410605	0.0422589967213965	0.0507168980807198	0.0500362783948206	0.0529639137234074	0.0459818208050786	0.0531565928156593	0.0515562868504045	0.048145901742204	0.0519609167454635	0.0468978010365823	0.0438875477385651	0.049511377159136	0.0489540723003758	0.0490711671899058	0.0479264961509809	0.0472388856313803	0.0500155220585699	0.0498267415461823	0.0471892429817862	0.0515549751040731	0.0518633103642244	0.0460527788347472	0.0514761544284633	0.0509230943481708	0.0484205672123588	0.0536851255785541	0.0488396472692142	0.0474213992792345	0.0477771844336159	0.0481110098247746	0.0500793794336931
"Lactose -- Consumption"	0.0435234237041654	0.0409334444576735	0.040230550889185	0.144847407797451	0.0470514917815689	0.0500471483952083	0.0339630432538454	0.0427600773108574	0.0423268238761975	0.0482436572380358	0.0462476018508069	0.049455698940235	0.0488399298108793	0.0468872102109924	0.0399234110653864	0.0456750977066588	0.0504569359427537	0.0423876838085953	0.0492083461912788	0.0431712405713369	0.0428885084846681	0.0446663662025286	0.0461518290284516	0.0379976482445826	0.047160532173733	0.0494601590373808	0.0422317735040273	0.0390225421481341	0.0503191365904607	0.042803707919987	0.039931934203063	0.0474132168798182	0.0412465219810796	0.0488677687147762	0.0462209491569559	0.0480761386811693	0.0395635440019698	0.0499563064375182	0.0448735837472791	0.0434628662476764	0.0436012119463281	0.0359754785975479	0.041801335918983	0.0451132537176082	0.0509478139492998	0.0396014693302471	0.0435682262329003	0.0477984926616422	0.045229305929695	0.0477714011477934	0.0374141213475706	0.0461864597898155	0.0472560449794764	0.0479149241247461	0.0454997801383971	0.0505754632274916	0.0113908029812966	0.0452134207757907	0.0508890914427845	0.0504020840412278	0.0474982706940281	0.030707421939243	0.0477090998787231	0.0459301603081894	0.0464421600694213	0.0454522434923529	0.0438897932115512
"D-Glucose (Glucose) -- Consumption"	0.0466396592915758	0.0427908084295749	0.0408677518391937	0.00515588319182079	0.0483563137804783	0.0508329549820138	0.0350985857334572	0.0437165002889194	0.0430637435519528	0.0498795395734809	0.0466990181695068	0.049371590608704	0.0495710664846949	0.0461057567074759	0.0431527206218564	0.0461470393038861	0.0506078110181912	0.0439109594605573	0.049516936881335	0.0471299416894025	0.0459214051801131	0.0454728752045924	0.0469385079323456	0.0421300184780783	0.0475056513261203	0.0518387239698715	0.0437989007063595	0.0394645450527246	0.0507137054659394	0.0478451780777362	0.0470221213840045	0.0476360233501181	0.044251530328325	0.0490850875795025	0.047067248226027	0.049762066621346	0.0410538183420374	0.0501990484513059	0.0454317128983647	0.044052993420082	0.045217140383783	0.0395246289524629	0.0449942214648097	0.0458452722063037	0.0517357827907605	0.0423690434257535	0.0445517364703478	0.0496916807904511	0.0463932954205328	0.0483712931672299	0.0385177827442541	0.0472388856313803	0.0484633162015798	0.0485601625044808	0.0473743895947603	0.0509509427801812	0.0204753199268739	0.0456610784072341	0.0512753170912574	0.0509683995922528	0.0482764583813696	0.0373563893522543	0.0512035190856955	0.0486640984217721	0.0474768039516721	0.0467942874506229	0.0448945961696911
"D-Mannose (Mannose) -- Consumption"	0.046120286693674	0.0425526848434337	0.0405201876846435	0.00230369248996248	0.0483563137804783	0.0503963957671219	0.0349334159182409	0.043417618108275	0.0427873986735446	0.0493441599000625	0.0466313057217018	0.049371590608704	0.0489617859231819	0.0455847877051315	0.0425811614083219	0.0460732984293194	0.0503922751961376	0.0434032009099033	0.0492083461912788	0.0463275022735783	0.0448422149449241	0.0448086913205399	0.0461518290284516	0.041659667394591	0.0474538834532622	0.0506727607676702	0.0434186418999113	0.0391488286923028	0.0503655564581641	0.0477476012359733	0.046596710153148	0.0475469007619981	0.0436950473010573	0.0490126479579271	0.0465464487989063	0.0496261046906866	0.0407687223813288	0.0497944784283264	0.0456270581012446	0.0443480570062849	0.0446111672197374	0.0393901914390191	0.0443478090536914	0.0457406981364901	0.0509027871583592	0.0421929250742213	0.0442068692442299	0.0478886444772998	0.0457281585686255	0.0481713291607511	0.0384625996744199	0.0469081232240314	0.0474285122969197	0.0483450830445692	0.0463792265500243	0.0502163088727451	0.0201940655322739	0.0454036752691542	0.0508890914427845	0.0503567787971458	0.047700023057413	0.0371684326762681	0.0510390758288968	0.0474213992792345	0.0471096722515186	0.045376278739998	0.0448343079922027
"Sucrose -- Consumption"	0.0435234237041654	0.0604833908798666	0.0400857324914557	0.00467320476535246	0.0470904416919841	0.0501868473439737	0.0386084443068029	0.0427202263534381	0.0440539793662491	0.0486005770203147	0.0616408983184742	0.049431667988369	0.04840124780659	0.0455847877051315	0.0400091449474166	0.0484330064154561	0.0502845072851108	0.0423876838085953	0.049089657464334	0.0429037607660622	0.0426466210181602	0.0443817159665062	0.0448406975219615	0.0379136569796741	0.0473676036651654	0.0489238159643682	0.0420934975744097	0.0382016796110374	0.0500870372519438	0.0452431289640592	0.0418321043675553	0.0467447974689185	0.0410907067334446	0.0488387928661461	0.0457652496582254	0.048130523453433	0.0394987494654451	0.0497135644237305	0.0450131160350505	0.0433743471718155	0.0434136488241235	0.0359754785975479	0.0417621594092182	0.0473093091836948	0.0507902201810077	0.0396014693302471	0.0433127690283685	0.047582128304064	0.0442981143370248	0.0480313543562159	0.0370002483238143	0.0460060439312616	0.0469111103445897	0.0479149241247461	0.0452683468721794	0.050167333278916	0.0114751792996766	0.045123889249502	0.0507346011833954	0.0502435156869408	0.0473253400968411	0.0304724760942603	0.0492918662254106	0.0458058903939356	0.0465255990921834	0.0451990276511699	0.0416792267036434
"Cellobiose -- Consumption"	0.046120286693674	0.0412906298368853	0.0405201876846435	0.00324710941442331	0.0470514917815689	0.0505360947158873	0.0331784866315681	0.043417618108275	0.0418432203389831	0.0492846732696826	0.0466313057217018	0.049335544180905	0.0489617859231819	0.0455847877051315	0.0407235939643347	0.0457783349310523	0.0504569359427537	0.0433422698838248	0.0492083461912788	0.0431712405713369	0.0439118785352784	0.0448798538795455	0.0458896027271535	0.0393079119771544	0.0473330917499267	0.0502063754867896	0.0428424921931715	0.0391488286923028	0.0504816061274225	0.0475849731663685	0.0466534316505956	0.0471012878213983	0.0416471897607123	0.0490126479579271	0.0465464487989063	0.0495717199184228	0.0400171057576425	0.0499077580347606	0.0452084612379305	0.0439054616269806	0.0437454912711008	0.0361636911163691	0.041958041958042	0.0454269759270491	0.0509027871583592	0.0421929250742213	0.0440408220612842	0.0480328873823519	0.0447969669759553	0.0482313183626947	0.038186684325249	0.0468329499496339	0.0472560449794764	0.0479866172780499	0.0466800897961073	0.0504122112480614	0.0116720573758965	0.0454372495915124	0.0508890914427845	0.0503567787971458	0.0475559142264238	0.030965862368724	0.0511007420501963	0.0482912886790108	0.0462752820238969	0.0455282082447078	0.0432869114366673
"D-Arabinose (L-Arabinose, Arabinose, L-Arabinopyranose, L-Arabinofuranose) -- Consumption"	0.0437311727433261	0.0425526848434337	0.0403753692869142	0.00675749797055662	0.0483563137804783	0.0497852128662732	0.0342107979766698	0.043258214278598	0.0422577376565954	0.0477975075101871	0.0462476018508069	0.049371590608704	0.0486449600311952	0.0455847877051315	0.0417238225880201	0.0459258166801858	0.0503491680317269	0.0433016491997725	0.0491608707005009	0.0462472583319959	0.0437258112533492	0.0435989278174443	0.0452340369739085	0.0403494036620192	0.0472468119618298	0.049693351677821	0.0431075210582718	0.038833112331881	0.0503191365904607	0.042803707919987	0.0396483267158253	0.0471012878213983	0.0432053422370618	0.0487228894716254	0.0457652496582254	0.0479401767505099	0.0405743387717548	0.0499077580347606	0.0448735837472791	0.0436694107580184	0.0443226085701919	0.0393901914390191	0.0442498677792795	0.0456361240666764	0.0507902201810077	0.039349871685201	0.0434021790499547	0.0477624319353792	0.0454953606704579	0.0477314083464976	0.0374141213475706	0.0460060439312616	0.0473595253699424	0.0482733898912654	0.0453840635052883	0.0502163088727451	0.019912811137674	0.045123889249502	0.0508581933909067	0.0502435156869408	0.0475559142264238	0.0370039705847802	0.0476063228432239	0.0450602709084131	0.0469427942059943	0.0452749924035248	0.0429251823717369
"D-Xylose (Xylose) -- Consumption"	0.0437311727433261	0.0425526848434337	0.0403753692869142	0.00515588319182079	0.0483563137804783	0.0497502881290818	0.0342107979766698	0.043258214278598	0.042096536477524	0.0476487909342375	0.0462476018508069	0.04927546680124	0.0486449600311952	0.0455847877051315	0.0417238225880201	0.0459258166801858	0.0503491680317269	0.0433016491997725	0.0491608707005009	0.0462472583319959	0.0436327776123846	0.0434803235524349	0.0448406975219615	0.0403494036620192	0.0472468119618298	0.049693351677821	0.0431075210582718	0.038833112331881	0.0502495067889056	0.042803707919987	0.0396483267158253	0.0471012878213983	0.0431385642737896	0.0487228894716254	0.0457652496582254	0.0479401767505099	0.0405743387717548	0.0497459300255688	0.0448735837472791	0.0436694107580184	0.0443226085701919	0.0393901914390191	0.0442106912695148	0.0456361240666764	0.0507902201810077	0.039349871685201	0.0433766333295015	0.0477624319353792	0.0454953606704579	0.0477314083464976	0.0374141213475706	0.0460060439312616	0.0473595253699424	0.0482733898912654	0.0453377768520447	0.0499714309035997	0.019912811137674	0.045123889249502	0.0507809482612121	0.0501755578208178	0.0475559142264238	0.0370039705847802	0.0475446566219244	0.0450602709084131	0.0469427942059943	0.0452749924035248	0.0429251823717369
"Raffinose -- Consumption"	0.0437311727433261	0.0428384331468032	0.0402884782482767	0.0048267842646833	0.0470514917815689	0.0498375999720602	0.0348921234644369	0.043258214278598	0.0426031687546057	0.0480057107165165	0.0473084301997517	0.04939562156057	0.0487180736985767	0.0468872102109924	0.0400948788294467	0.0458963203303591	0.0503922751961376	0.0436063043301649	0.0492083461912788	0.0431177446102819	0.0427024412027389	0.044025903171478	0.0465451684803986	0.0378296657147657	0.0476264430294559	0.0489238159643682	0.0436260557943376	0.0390225421481341	0.0503191365904607	0.0436168482680111	0.0402722631877482	0.0471012878213983	0.041135225375626	0.0489836721092969	0.0457652496582254	0.0482664853840925	0.0411574896004769	0.0500695860439525	0.0459898420494502	0.0447906523855891	0.0446111672197374	0.0359754785975479	0.041801335918983	0.0458452722063037	0.0508352469719483	0.0413626528455694	0.0434660433510876	0.0477624319353792	0.0448967375037414	0.0479713651542722	0.0389316557680104	0.046231563754454	0.047083577662033	0.0479149241247461	0.0457312134046148	0.0504938372377765	0.0115314301785965	0.0452134207757907	0.0508581933909067	0.0502435156869408	0.0474118053954346	0.0311303244602119	0.047852987728422	0.0454330806511744	0.0470262332287564	0.045376278739998	0.041719418821969
"Maltose -- Consumption"	0.0435234237041654	0.0409334444576735	0.0402884782482767	0.00182101406349415	0.0470514917815689	0.050012223658017	0.0337978734386291	0.0428198537469863	0.0422116801768607	0.0480057107165165	0.0462476018508069	0.049431667988369	0.0487180736985767	0.0468872102109924	0.0400091449474166	0.0456750977066588	0.0504569359427537	0.0424283044926477	0.0492083461912788	0.0432514845129193	0.0430745757665972	0.044215669995493	0.0461518290284516	0.0381656307743995	0.047160532173733	0.0493902012452487	0.0422087275157577	0.0390225421481341	0.0503655564581641	0.042803707919987	0.0398468519568917	0.0471012878213983	0.0413132999443517	0.0488387928661461	0.0462209491569559	0.0479945615227736	0.0395635440019698	0.0498753924329223	0.0448735837472791	0.0434628662476764	0.0436012119463281	0.0359754785975479	0.0418601006836301	0.0451132537176082	0.0510153541357107	0.0396014693302471	0.0435682262329003	0.0477984926616422	0.0451295354019089	0.0477714011477934	0.0374141213475706	0.0461864597898155	0.0472560449794764	0.0479149241247461	0.0454997801383971	0.0505428128316056	0.0116720573758965	0.0452134207757907	0.0507809482612121	0.0503567787971458	0.0474982706940281	0.0307779056927378	0.0477090998787231	0.0459301603081894	0.0464421600694213	0.0466423579459131	0.041719418821969
