"ID"	"jarjarbinks_15"	"kubo_15"	"iris_17"	"kubo_17"	"lambchop_17"	"wolverine_17"	"hamlet_18"	"hera_18"	"iris_18"	"jarjarbinks_18"	"kubo_18"	"lambchop_18"	"wolverine_18"	"ophelia_19"	"wolverine_19"	"goose_20"	"hamlet_20"	"hera_20"	"iris_20"	"korra_20"	"ophelia_20"	"hamlet_21"	"jarjarbinks_21"	"korra_21"	"kubo_21"	"goose_22"	"hamlet_22"	"hera_22"	"iris_22"	"kubo_22"	"hamlet_23"	"iris_23"	"korra_23"	"hera_24"	"kubo_24"	"ophelia_24"	"wolverine_24"	"kubo_25"	"buddy_44"	"franc_44"	"ginger_44"	"ivy_44"	"joans_44"	"marshmallow_44"	"buddy_45"	"franc_45"	"grogu_45"	"henry_45"	"ivy_45"	"joans_45"	"marshmallow_45"	"buddy_46"	"charles_46"	"ivy_46"	"joans_46"	"marshmallow_46"	"franc_47"	"ginger_47"	"ivy_47"	"marshmallow_47"	"buddy_48"	"charles_48"	"franc_48"	"grogu_48"	"ivy_48"	"joans_48"	"marshmallow_48"	"charles_49"	"franc_49"	"ginger_49"	"henry_49"	"ivy_49"	"joans_49"	"marshmallow_49"	"buddy_50"	"charles_50"	"franc_50"	"ginger_50"	"grogu_50"	"ivy_50"	"joans_50"	"charles_51"	"franc_51"	"joans_51"	"buddy_52"	"charles_52"	"ginger_52"	"grogu_52"	"marshmallow_52"	"franc_53"	"marshmallow_53"	"charles_55"	"ginger_55"	"ivy_55"	"buddy_56"	"franc_56"	"grogu_56"	"joans_56"
"ko00010"	0.0129832905864557	0.0133354176228084	0.0130528378131092	0.0124752202006561	0.0127303739255497	0.0119340177474744	0.0124567778133618	0.012314472408069	0.0125567566210688	0.012192915158558	0.0123202720278676	0.0125893821775415	0.0121519626454514	0.0123199140124355	0.0128664259231893	0.0123079393522809	0.0125835991743997	0.0128686205588699	0.0129984399782017	0.0126171073619717	0.0124813459255956	0.0125194798526449	0.0122148652448685	0.0125502951274167	0.012372964708027	0.0125991676345081	0.0125802964478893	0.0124859786565335	0.012455329730848	0.0123567653192096	0.0138065875652724	0.0124126375046475	0.0126546076039616	0.0125415323924449	0.0125390532001993	0.0121112983664224	0.011961174650521	0.0121842965313719	0.0127970395692452	0.0142517851628199	0.0120410410492934	0.0122965691649583	0.0122506245388127	0.0120019562086915	0.0121274154967664	0.0121725219956002	0.0121344360395656	0.0121132987107508	0.0119162416282056	0.0121630717428816	0.0124114570734689	0.0120672164431355	0.0124468375903895	0.0127775730918896	0.0122737190108077	0.0122124012281308	0.0121022761505758	0.0121875157078937	0.0125828893114338	0.0125402039868674	0.0130012748505001	0.0134121015963932	0.0118597721290761	0.0118148672144923	0.0122534326543184	0.0133912071566864	0.0124590487644673	0.013077928237792	0.0120869638824885	0.0121197873744468	0.0120688649367989	0.0121761616318105	0.0121802679211156	0.0123383218329658	0.0125934271421613	0.0123263398414844	0.0118866637734953	0.012121733623891	0.0121299810173124	0.0120807885222368	0.0121515836999184	0.0127219422650067	0.0120033987228334	0.012033686159163	0.0123673357371146	0.0134442180639482	0.0121203043007032	0.0122178497380636	0.0127995374997304	0.0117620197678311	0.0117032452707519	0.0123872064411818	0.0120502697482082	0.0122279802448402	0.0125527155546688	0.0126529110695323	0.0121366637444189	0.0123716292429219
"ko00020"	0.00580021719503777	0.00575448468182778	0.00528780233233068	0.00599911092488985	0.00549719730244746	0.00586333269980211	0.00538471064619128	0.0057783591153226	0.00573926131570091	0.00595970704672974	0.00606011662184382	0.00552969458017172	0.00554579258752141	0.00563132492139772	0.00604187769373733	0.00520059573443277	0.00526068044705591	0.00554102609062281	0.00581677223456313	0.00568247102603019	0.005323749493271	0.00554010960192675	0.00552532697591993	0.00558422720232245	0.00593155376247222	0.00543121669988718	0.00522704588139962	0.00579653445262763	0.00591294653868279	0.00606860238806743	0.00555658299967665	0.00519259157857169	0.00561905273591296	0.0056883847197304	0.00590357772869212	0.0062814638080342	0.00612005627779949	0.0063092712104267	0.00602411223661741	0.00584210858387428	0.00608051159138825	0.00595900008811604	0.00644129950392607	0.00629611238522569	0.00647098175679958	0.00573920924887824	0.00636499776932701	0.00582093508787055	0.00564677334097151	0.0062503933744979	0.00556470152822044	0.00646121633433219	0.00647951116572441	0.00582103614225515	0.00618484398066567	0.00582664264600899	0.0056146915570402	0.00610120596005597	0.00626048915853603	0.00558341063531186	0.00637180935393927	0.00507751692924096	0.00597202014594802	0.00591345477682634	0.00594416587173767	0.00541531009079133	0.00565668484500044	0.00499254046509168	0.00584115789400825	0.00625843821647304	0.00624275831568531	0.00616355164101522	0.00591846019940549	0.00584208474924283	0.005336849594695	0.00503541381582371	0.00654089281126246	0.00606399766088044	0.00596260978723101	0.00611756072785418	0.00639854803032765	0.00524647519625568	0.00610245157454152	0.00628903594370727	0.00599526799313203	0.00524706316928234	0.00575762960465178	0.00590592739551713	0.00555925582082481	0.00607080224372088	0.00594123936670519	0.00512083253157742	0.00644104073013084	0.00557142947859201	0.00540837641952812	0.00585658401672236	0.00581135534224314	0.00625724308513967
"ko00030"	0.00651842677112158	0.00673065655270523	0.00613233928684846	0.00660963142397043	0.00684464938623116	0.00627305017509577	0.00632904503891241	0.00605713464628823	0.00620466395280128	0.0061729897248218	0.0065188846507804	0.0062866642207719	0.0060877354020046	0.0063750555560972	0.00614910423211893	0.0056404180954381	0.00644853669286679	0.00625362062209047	0.00603221641515453	0.00680595162974027	0.00639481632501989	0.00628594739418401	0.00568141831212737	0.0066477877063195	0.00649465991444923	0.00648416432545053	0.00646029360220903	0.00726936519448015	0.00568067097680115	0.00638161208922061	0.00632907879474114	0.00584875047440788	0.00674915427157398	0.0060020626846312	0.0065565589094669	0.0064297079029523	0.00629584712048091	0.00634256981508006	0.00634398371909857	0.0067024238939192	0.00559749699388139	0.00605340024370031	0.00599235589244099	0.00576923048303946	0.0058729015434823	0.00611710912276747	0.00585045771850528	0.00548481754922331	0.00666458478561701	0.00608983350581179	0.00599817430623728	0.00613688221521714	0.00614761624955756	0.00594905338405344	0.00602456826642782	0.00572705915481351	0.00563452938005408	0.00588248274229263	0.00636711876159537	0.00668729004351468	0.00601762876132048	0.00729241333556849	0.00610934876303664	0.00630012399892844	0.00652682906985025	0.00598189139789775	0.00634057963976762	0.00772987292669978	0.00603912256710403	0.00560443423225854	0.00582398501949617	0.0064014428796927	0.00579189125934093	0.00614032513325282	0.00638472824804246	0.00644753955179356	0.00585110273477271	0.00565961992520851	0.00574266148470735	0.0057343101502196	0.00620676298398596	0.00638572636270555	0.00615206740722745	0.00611805585076437	0.00604295675685446	0.00660557293887244	0.00580809479487676	0.00617638643066408	0.00644621204952136	0.00578728198975121	0.00579951199982682	0.00578454837551216	0.00581890034644511	0.00629179577455919	0.00638774835130354	0.00653449434876592	0.00664619210083053	0.00586453306590614
"ko00040"	0.00473400507907373	0.00518147811852864	0.00455754078284675	0.00481580317491069	0.00604435971419501	0.00423972910143601	0.00463605745260867	0.00418979927633898	0.00452304242537664	0.00436426395125789	0.00445507862714477	0.00483133133539848	0.0042533817479964	0.00444896430673427	0.00453377438966351	0.00360353515411352	0.00597882518413342	0.0045797134877122	0.00417394976639937	0.00575010195972889	0.00588489132768445	0.00513679433746793	0.00398703573901064	0.0055945300002369	0.00483465838104026	0.00533162916372943	0.00612040064327116	0.00551953156931402	0.0036191966844132	0.00459818662911673	0.00471974148102965	0.00405637299051414	0.00582750625056352	0.00407525992322486	0.00505578078495014	0.00430468678368329	0.00416626160255483	0.00432491805833332	0.00435017386429584	0.00394964888329755	0.00348811962679991	0.0039668126829144	0.00349312143628177	0.00343537228065721	0.00344545246057292	0.00434278208977158	0.00326780321381983	0.00358490388432542	0.00349035728897305	0.00393360093344139	0.00411744649963642	0.00387643887864074	0.00361435397349932	0.0036693035529458	0.00381456383149838	0.00349834237286401	0.00373385891174438	0.00384618991167333	0.00430681566372748	0.00583602163798984	0.00355023574657799	0.00533047013151384	0.00417294754521723	0.00484277434518738	0.00462903987256995	0.00396397988200306	0.0050073865198507	0.00478085252617003	0.00412083496023704	0.0031608196193875	0.00383155358522262	0.00434138152128697	0.00358395651101995	0.00447873766757971	0.0057841530332357	0.00430172184757865	0.00337017427312151	0.00344652800392018	0.00372432684860448	0.00352739660273017	0.00392813199777476	0.00441978948020235	0.00421335809711953	0.00384038831978646	0.00403434530388413	0.00514803731369581	0.00390163633235593	0.00435888349947546	0.00517572211944937	0.00374819900414371	0.00411778932994244	0.00386263993813549	0.0033365650658196	0.00439445272747556	0.00574782027095676	0.00458785615854922	0.00479817275331577	0.00337009344689031
"ko00051"	0.00995113461427095	0.0123310298463908	0.00917426190774381	0.0113033239565915	0.014771437014978	0.00944046794644023	0.00932741170113243	0.0093124547118247	0.00841281847673015	0.0105464339933303	0.0110887208253926	0.0124167749934003	0.0078632945785682	0.00991771155497368	0.00901883602893668	0.00816733489690235	0.0139578647437965	0.0098403926361188	0.00903986568235251	0.0139643540428246	0.0139637198631705	0.0121609862579218	0.00877296114574361	0.0133118016604548	0.0111463690598445	0.0126649155254405	0.0147523615460401	0.0121920496585419	0.00855101476463566	0.0115898282951955	0.0104243274329178	0.00800187716982521	0.0139786325689344	0.00923350626632147	0.0131139397617111	0.0100571862358301	0.0092117824868363	0.0102687141237313	0.00978107635250276	0.00861385728183028	0.00921238847311287	0.0106113552012105	0.0111984362649642	0.010245543349215	0.0108029944298472	0.0102824694670605	0.0110926334349255	0.00853926715152513	0.00732907961902087	0.0105750012493036	0.00932352314842042	0.0101399617618743	0.0110320358434181	0.0104424740865463	0.0105889691893631	0.00964971262023804	0.00821193173345907	0.0112905019216857	0.00956614657446337	0.0138736327353414	0.010890164320931	0.0119169517976176	0.00894226158956924	0.00881789294171943	0.00974973684148449	0.0103046416858458	0.0124721551027008	0.0125952914651133	0.0088804125320976	0.0101313473759675	0.00972734035492547	0.0109312099775238	0.00960238578349167	0.0113726555702537	0.0141177075101658	0.00928918733637773	0.0103132626221743	0.00959670392483816	0.00914164197633034	0.00961170481888228	0.0111049325227786	0.00897438115179687	0.00943351840625198	0.0102949667023535	0.0097421886770905	0.00972022056929839	0.00906452090488233	0.00960534633670031	0.0123761194793915	0.00841990491435926	0.00840863893775265	0.00800752245645542	0.0106388588560535	0.00872289299861241	0.0143749104449987	0.0101028966377344	0.0102336700383762	0.0109376205844083
"ko00052"	0.00650839298808309	0.00781224108338183	0.00684977663422712	0.00711417350531131	0.00768788014107803	0.00716035067266057	0.00633397320458719	0.0063095290532012	0.00658777626392672	0.0066366649750196	0.00729600668123178	0.00669634296023637	0.00582997709849069	0.00693627677345603	0.00756533997892916	0.00498470203078078	0.00744331289436094	0.00683876387265796	0.00670215575145776	0.00775242233746163	0.0072828081619766	0.00694455259845204	0.00520165106440118	0.00720435329186057	0.00712875379275789	0.00688440786588131	0.00740486917237303	0.00860549422756761	0.00616455795601434	0.00710669747826035	0.00734174751888775	0.00537858190350488	0.00742876189481331	0.006523215857646	0.00735651422210787	0.00741577353622251	0.00668206204206844	0.0073152022283982	0.00767080844982203	0.00729013626259219	0.00552478637920601	0.00650678556352351	0.00695139624876547	0.00628170090650666	0.00658251484780743	0.00659255577545503	0.00648318688731228	0.00493912593114013	0.00639452771353352	0.00679938943190362	0.00609848694227213	0.00750014638072283	0.00688635321241118	0.00650060756486026	0.00673788089469787	0.00570346054597671	0.00536125248985839	0.00631058592966285	0.00883750784693808	0.00738096109986505	0.00691096102136974	0.00744794610718574	0.00665151959472374	0.00660629492000426	0.00932488211786783	0.00632016014635328	0.00677461425801513	0.00642039593172503	0.00620196567614237	0.00584621660174711	0.00608152567104224	0.0087162834757608	0.00593138467570268	0.00638933593353514	0.00735447997997797	0.00490484916792763	0.00691264395874328	0.0056300446852643	0.00567955536869517	0.0060070778783706	0.00737436536505252	0.00564532688371989	0.0068297655947793	0.00713745831804618	0.00645126088194891	0.00750823059149488	0.00554782117711632	0.00670690114923811	0.00689231609726327	0.00594725366870606	0.00626740102446464	0.00602228162136925	0.00653971517598518	0.00766016014234479	0.00735254421742559	0.00797199500654013	0.00850921745346747	0.00650000793272558
"ko00053"	0.00171545571237495	0.00227509336564913	0.0014631884889111	0.0017796283024848	0.00367351553752089	0.00120290087374983	0.00135589122273819	0.00116542103373969	0.00133712375581043	0.00154892513203576	0.00147046555549246	0.00259527765123724	0.00115032991420995	0.00129598658178799	0.00135400611956145	0.00100939436326795	0.00334016109222112	0.00144483917998775	0.00125003872020624	0.00307092708153683	0.00335408772557957	0.00238035825046813	0.00127659753713054	0.00289243207517292	0.00192903868728456	0.00276703009945386	0.00368445646369052	0.00153983534748132	0.00111505758254197	0.00189923034399094	0.00155556445247901	0.00113706349719112	0.00314044997439611	0.00119453440107783	0.00246415087988137	0.0013131213884551	0.00125430469257109	0.00128866355949896	0.00127523624306671	0.00164366561640048	0.000969296587331421	0.00138688554777352	0.00111816900238209	0.00115808977584351	0.00106531579757717	0.0016747259620923	0.00109503735577567	0.000933639855738317	0.00137095695451419	0.00114195603057006	0.00121447905279828	0.00121107773841307	0.00118481878052572	0.00120068052223528	0.00113330055011902	0.00112634611853209	0.00100985410483787	0.00164810196784603	0.00117693098931205	0.00325617115726838	0.00119170489770017	0.00301201644382886	0.0011889250311195	0.00124835139039864	0.00128957915812132	0.00162381191681138	0.00250924449117033	0.00402048671754878	0.00115292290829021	0.000955629190591785	0.00110448533510576	0.00151559275065338	0.00110979873424286	0.00190396516083071	0.00333340388005492	0.00216628171783531	0.00102966059859676	0.000989601975266718	0.00103890044954681	0.00103186526512645	0.00121145304612965	0.00186086455792098	0.00122853385866363	0.00116125708664252	0.00121468651533231	0.00169686313453259	0.00105611475924756	0.0011980973205753	0.0027091968534072	0.00114124298017594	0.00103649371906275	0.0011159806744354	0.00102963470354834	0.00120351041426278	0.00336042019141522	0.00134920341520338	0.00140178685775815	0.00110130616838221
"ko00061"	0.00450628006844278	0.00431705983515735	0.00407971614810592	0.00436317875904633	0.00376509725276054	0.00469810110826215	0.00415497915121384	0.0042737330303183	0.00451367226172961	0.0042651130832588	0.0046279196820833	0.00366524068377493	0.00425477285738926	0.00437645980258321	0.00459854040450165	0.00332381852591998	0.0037223142210999	0.00438256961037781	0.00409251070925455	0.00401159423872095	0.00367768246406983	0.00391671366991209	0.00357466431632447	0.0038316549072337	0.00441077979178291	0.0036575458664651	0.00352696750414246	0.00486502070198217	0.00407856509003087	0.00435409293781246	0.00461849051293918	0.00352714343258181	0.00383337899797042	0.00427466001417408	0.00406874766916122	0.00502102847611868	0.00472632960014395	0.00487393196823195	0.00489275405218383	0.00569969700281324	0.00392803516201384	0.00407984628668611	0.00445355760001036	0.00421142898079335	0.00432740334643049	0.00411813853426829	0.00419329761826873	0.00361470699684891	0.0056137889341882	0.00441588982136161	0.00406034649639358	0.00501091612956709	0.00451284274804134	0.00406683812635828	0.00433437117148033	0.00381346101355758	0.00375519058364733	0.00394932087026486	0.00569971945759749	0.00384270912357329	0.00436995508067712	0.00460144203249064	0.00448749856042713	0.00457419437668809	0.00585185146239843	0.00378088100208333	0.00375595269840543	0.00441752916773173	0.00424965000296975	0.00395006033594233	0.00420513509698931	0.00531101264090502	0.00402437357570242	0.0038764792618082	0.00365332852045698	0.00361949294968497	0.00464921950932135	0.00385825994503043	0.00398037802541101	0.0040798106492957	0.00471858768003669	0.00414974976511155	0.00457120823505612	0.0047493919903736	0.00426032084374762	0.00468826182885143	0.00376378436963177	0.00444432815827817	0.00416695302068801	0.00430719423341706	0.0043774852986084	0.00393408776132991	0.00430327600172958	0.00503910763465939	0.00361657846066737	0.00504390962753298	0.00525124042086449	0.00417329155165898
"ko00062"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.87809630207342e-07	0	4.62048816017085e-09	0	0	0	0	0	0	0	0	0	0	0	5.87901375725868e-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ko00071"	0.004951461589272	0.00406073310705481	0.00476717416797843	0.00398685425868328	0.00442671225685591	0.00425229961745306	0.00506040556557671	0.00508038187619252	0.00493162097749509	0.00460934097714103	0.00366415754704368	0.00480822234242965	0.00546240661885103	0.00460030978015291	0.00420252881761948	0.00577553103700498	0.00467306935265434	0.00502216442581676	0.00470190968069418	0.00408296335763784	0.00473815556559678	0.00466997097707987	0.00597327732448947	0.00451474162379609	0.0042610030654119	0.0047294517040492	0.00472511962395366	0.0027276099888447	0.00484292396800182	0.00410789036589973	0.00485329292945738	0.00562692041634486	0.00440279021814101	0.00493184712905496	0.00404490659617158	0.00393130193629684	0.00433234149401031	0.00387987520262663	0.00420901336919915	0.00435551906822576	0.00517978190945723	0.00433070384363131	0.00356001749405589	0.00431177210262024	0.00384792950829959	0.00474088372497888	0.00389986343736931	0.00585480416562537	0.00446976194875681	0.00397841686307129	0.00518305655978642	0.00349345719439485	0.00365722397978944	0.00451513960749815	0.00404638329804579	0.0050253519596	0.00567325165907433	0.00447676010227949	0.00399629401780524	0.00451040180102298	0.00380856984081261	0.00414206209905054	0.00440410199945698	0.00472187959367706	0.00393234760080735	0.00497158592230963	0.00466081030804406	0.00416655635791421	0.00475717948325387	0.00455853088518216	0.00468615877503908	0.00374672692456496	0.00466475328505706	0.00471428979042109	0.00464612728637517	0.00585299688949947	0.00373531730409641	0.00492011264896652	0.00509800015174376	0.00463774793449986	0.00346966413584548	0.00566041382761058	0.00420865374775293	0.00378545940375545	0.00440467776651266	0.00478174038613872	0.0051674807755695	0.00458439814374184	0.00446968119524362	0.00460700818050979	0.0050460188216502	0.00584519887345707	0.00389080086557373	0.00505111989194553	0.00453886028086646	0.00412246298706963	0.00366750531508307	0.00395069553931165
