"ID"	"hera_1"	"wolverine_1"	"buddy_11"	"hamlet_11"	"hera_11"	"jarjarbinks_11"	"joans_11"	"padme_11"	"ginger_14"	"hera_14"	"iris_14"	"jarjarbinks_14"	"kubo_14"	"wolverine_14"	"jarjarbinks_15"	"kubo_15"	"buddy_16"	"buddy_17"	"iris_17"	"ivy_17"	"kubo_17"	"lambchop_17"	"padme_17"	"wolverine_17"	"buddy_18"	"ginger_18"	"hamlet_18"	"hera_18"	"iris_18"	"ivy_18"	"jarjarbinks_18"	"kubo_18"	"lambchop_18"	"wolverine_18"	"franc_19"	"ivy_19"	"ophelia_19"	"wolverine_19"	"ginger_2"	"hera_2"	"jarjarbinks_2"	"lambchop_2"	"ginger_20"	"goose_20"	"hamlet_20"	"hera_20"	"iris_20"	"korra_20"	"ophelia_20"	"buddy_21"	"hamlet_21"	"jarjarbinks_21"	"joans_21"	"korra_21"	"kubo_21"	"franc_22"	"goose_22"	"grogu_22"	"hamlet_22"	"henry_22"	"hera_22"	"iris_22"	"joans_22"	"korra_22"	"kubo_22"	"marshmallow_22"	"hamlet_23"	"iris_23"	"korra_23"	"franc_24"	"ginger_24"	"goose_24"	"grogu_24"	"henry_24"	"hera_24"	"ivy_24"	"kubo_24"	"marshmallow_24"	"ophelia_24"	"wolverine_24"	"henry_25"	"kubo_25"	"lambchop_25"	"ginger_29"	"henry_29"	"jarjarbinks_29"	"joans_29"	"korra_29"	"jarjarbinks_3"	"kubo_30"	"hamlet_31"	"jarjarbinks_32"	"ginger_36"	"grogu_36"	"henry_36"	"joans_36"	"franc_37"	"goose_37"	"grogu_37"	"hera_37"	"kubo_37"	"lambchop_37"	"ophelia_37"	"wolverine_37"	"goose_4"	"ginger_41"	"grogu_41"	"hamlet_41"	"hera_41"	"joans_41"	"marshmallow_41"	"ginger_42"	"goose_42"	"grogu_42"	"henry_42"	"ivy_42"	"lambchop_42"	"ophelia_43"	"buddy_44"	"franc_44"	"ginger_44"	"goose_44"	"iris_44"	"ivy_44"	"jarjarbinks_44"	"joans_44"	"lambchop_44"	"marshmallow_44"	"buddy_45"	"franc_45"	"grogu_45"	"hamlet_45"	"henry_45"	"hera_45"	"ivy_45"	"jarjarbinks_45"	"joans_45"	"korra_45"	"marshmallow_45"	"ophelia_45"	"buddy_46"	"charles_46"	"goose_46"	"hamlet_46"	"iris_46"	"ivy_46"	"joans_46"	"lambchop_46"	"marshmallow_46"	"franc_47"	"ginger_47"	"ivy_47"	"marshmallow_47"	"buddy_48"	"charles_48"	"franc_48"	"grogu_48"	"hamlet_48"	"henry_48"	"hera_48"	"iris_48"	"ivy_48"	"jarjarbinks_48"	"joans_48"	"korra_48"	"kubo_48"	"lambchop_48"	"marshmallow_48"	"ophelia_48"	"wolverine_48"	"charles_49"	"franc_49"	"ginger_49"	"henry_49"	"iris_49"	"ivy_49"	"jarjarbinks_49"	"joans_49"	"kubo_49"	"marshmallow_49"	"ophelia_49"	"wolverine_49"	"padme_5"	"buddy_50"	"charles_50"	"franc_50"	"ginger_50"	"grogu_50"	"ivy_50"	"jarjarbinks_50"	"joans_50"	"korra_50"	"kubo_50"	"lambchop_50"	"ophelia_50"	"wolverine_50"	"charles_51"	"franc_51"	"joans_51"	"lambchop_51"	"buddy_52"	"charles_52"	"ginger_52"	"goose_52"	"grogu_52"	"jarjarbinks_52"	"kubo_52"	"marshmallow_52"	"franc_53"	"hera_53"	"kubo_53"	"marshmallow_53"	"charles_55"	"ginger_55"	"iris_55"	"ivy_55"	"lambchop_55"	"ophelia_55"	"buddy_56"	"franc_56"	"grogu_56"	"joans_56"	"buddy_57"	"joans_57"	"ophelia_57"	"wolverine_57"	"ginger_58"	"goose_58"	"wolverine_58"	"goose_59"	"hamlet_59"	"henry_59"	"iris_59"	"ophelia_59"	"korra_6"	"padme_6"	"iris_60"	"joans_60"	"marshmallow_60"	"wolverine_60"	"joans_62"	"henry_66"	"hamlet_67"	"hera_67"	"ivy_67"	"franc_68"	"jarjarbinks_68"	"ginger_7"	"hera_7"	"iris_7"	"padme_7"	"grogu_70"	"charles_9"	"franc_9"	"grogu_9"	"henry_9"	"ivy_9"	"korra_9"	"ophelia_9"
"f__Fusobacteriaceae"	26	103	30	1500	332	790	27	904	123	149	191	13	183	56	27	185	0	581	11	4	1	0	1	0	2	23	5	0	23	342	3	2	0	3	19	192	0	121	27	14	53	0	56	2	5	0	96	0	0	816	10	0	39	0	3	11	6	0	3	40	1	52	84	0	2	0	202	15	0	18	14	13	0	34	8	597	0	0	0	1	28	7	1	1	19	0	49	0	0	13	5	0	30	0	95	0	24	12	0	27	180	3	12	90	1	69	0	97	52	113	0	25	0	0	55	91	149	27	61	435	1	0	114	1	0	0	94	0	0	1	0	37	0	62	2	5	0	0	0	21	15	4	57	4	71	20	0	115	0	4	0	167	0	29	42	0	0	7	7	2	48	15	7	47	0	112	1	0	27	20	14	0	0	6	16	22	1	0	17	0	3	37	5	37	4	0	0	0	0	0	0	0	14	21	1	28	23	6	0	11	16	19	1	0	0	0	2	0	0	37	57	0	28	0	48	2	22	25	9	1	0	1	35	1	7	30	0	1	19	8	80	31	19	0	192	19	11	0	0	80	1	129	18	3	129	3	54	0	25	140	79	0	68	0	71	1099	0	2	15
"f__Clostridiaceae"	34	30	38	52	61	30	15	24	19	26	32	178	21	97	105	54	2	8	40	38	143	38	1	42	5	62	46	43	50	37	28	90	81	61	42	45	60	38	4	25	14	6	17	27	22	51	29	15	43	8	38	18	14	20	59	36	18	0	5	5	3	9	24	21	43	10	43	56	20	33	1	31	14	8	25	141	16	11	45	44	3	29	1	2	5	17	8	6	28	36	30	37	7	5	16	8	76	14	9	116	29	20	21	37	20	4	16	129	52	84	4	2	11	15	2	13	0	79	32	43	1	8	34	54	2	6	3	8	8	16	13	50	2	42	24	36	10	23	33	60	13	18	9	67	26	52	14	2	2	22	1	17	15	39	41	34	12	92	9	83	49	40	45	86	28	41	4	10	85	40	8	37	2	3	52	21	39	8	97	6	107	39	13	20	22	1	4	19	11	20	7	14	45	1	24	21	33	18	9	1	39	25	2	6	23	43	39	12	17	87	85	11	22	7	64	32	2	55	11	51	12	11	38	10	35	23	6	7	39	12	42	14	73	27	143	13	72	47	10	31	5	3	19	54	24	15	18	4	42	79	10	4	87	3	29	6	10	109	83
"f__Coriobacteriaceae"	11	54	14	16	22	6	11	4	8	12	10	39	2	29	28	8	46	11	2	18	15	0	0	7	1	55	6	17	76	22	3	41	0	11	12	22	36	25	3	18	378	5	26	7	6	8	4	5	3	51	36	0	2	24	20	9	0	1	46	20	4	9	11	4	5	4	1	6	4	4	3	3	4	48	88	83	10	5	41	13	88	2	14	2	134	9	4	2	6	77	18	53	64	0	14	1	51	9	1	52	18	12	10	120	0	3	0	15	12	5	19	38	4	7	69	18	12	5	44	61	52	71	22	23	14	4	19	10	2	17	135	187	7	260	29	7	1	32	11	13	37	6	52	53	6	122	3	5	16	17	8	44	10	1	8	21	0	15	193	9	3	2	4	4	43	5	5	7	60	44	3	10	18	4	13	9	7	0	17	28	17	36	2	96	5	4	11	0	3	7	14	3	40	7	7	15	32	81	2	10	38	2	10	11	0	12	6	45	7	249	85	1	374	82	4	10	33	58	9	14	11	1	27	1	61	11	3	11	21	4	66	3	15	34	12	2	10	1	2	109	9	242	33	86	105	8	66	9	4	3	1	7	1	1	19	115	18	61	8
"f__Bifidobacteriaceae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	752	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	78	603	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	849	0	0	0	0	0	414	0	0	0	0	0	0	0	0	0	0	1	1	0	240	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0
"f__Oscillospiraceae"	5	26	5	24	21	34	0	14	1	13	15	63	7	37	63	23	0	1	9	1	24	0	2	5	0	0	13	9	53	21	6	9	0	45	5	36	12	9	1	3	6	0	0	0	10	17	8	2	21	1	9	7	1	1	25	5	0	1	7	2	0	1	26	1	10	1	18	2	1	18	0	0	2	1	8	79	2	1	37	36	4	11	0	0	3	2	2	0	4	13	14	10	0	0	6	0	48	0	0	143	13	0	18	33	0	6	1	62	24	1	1	0	0	0	0	24	2	38	9	6	0	1	10	1	1	0	0	3	0	3	2	14	0	44	10	30	0	1	2	35	3	6	0	11	8	11	0	2	0	3	0	15	0	3	28	2	0	32	1	29	18	20	5	3	10	15	0	0	73	24	15	9	0	3	3	12	5	0	17	0	38	40	1	10	9	0	0	1	0	2	0	0	21	3	26	5	54	1	0	1	5	28	0	0	0	0	8	0	1	5	28	1	7	2	8	54	0	39	1	52	2	0	2	1	30	19	1	0	20	0	40	0	25	29	39	27	40	0	0	11	0	0	17	13	24	3	8	1	4	8	7	0	20	1	15	4	2	24	31
"f__Muribaculaceae"	3	2	2	2	1	2	3	0	0	0	28	11	4	13	5	2	14	0	43	9	7	0	0	2	0	0	4	7	23	10	4	29	0	6	11	14	28	28	0	10	27	3	3	1	3	6	10	7	14	0	5	8	0	8	17	10	4	0	0	6	0	19	1	7	14	7	3	26	1	20	7	6	8	7	4	20	4	0	18	3	6	19	0	2	13	6	3	0	5	1	9	23	8	0	11	0	13	4	0	7	1	3	9	2	0	5	0	3	3	0	28	12	2	3	25	7	0	6	9	3	5	0	26	16	35	2	0	3	0	16	2	3	9	5	12	3	3	11	1	7	22	6	5	4	42	2	0	0	1	7	8	4	4	4	0	22	2	7	8	5	39	3	6	0	4	9	2	3	10	1	0	23	7	5	8	1	19	8	11	3	14	6	0	2	0	9	6	2	11	5	11	18	20	0	0	0	2	15	7	0	5	2	13	0	1	3	12	11	12	3	7	0	12	16	9	12	0	12	0	6	1	4	3	2	40	3	8	0	1	1	8	4	25	18	25	1	48	2	2	6	0	14	9	0	6	3	12	7	1	15	0	7	1	2	11	0	3	14	10
"f__Streptococcaceae"	0	2	1	3	0	1	3	20	0	0	0	3	2	2	3	1	0	0	0	0	1	3	30	0	2	15	0	0	0	6	0	1	3	2	0	26	5	0	0	0	0	0	17	0	1	0	0	0	3	1	1	0	6	4	0	0	2	0	0	0	0	0	1	0	1	2	3	0	1	0	1	1	1	9	3	50	3	3	2	1	2	0	0	1	3	0	1	0	0	3	0	2	13	0	0	3	0	0	0	0	2	0	0	3	628	1	0	2	1	1	0	1	0	0	1	2	1	0	1	7	0	2	1	0	0	2	4	1	2	0	7	0	1	2	0	1	0	3	0	1	0	0	0	1	0	1	0	7	15	0	2	3	0	0	1	0	0	1	16	1	0	3	0	8	4	0	0	0	0	1	642	0	0	0	0	1	0	4	2	3	0	0	5	10	3	0	1	1	0	0	0	0	3	25	0	1	15	0	0	20	0	2	0	5	0	0	0	1	1	7	0	0	12	6	0	6	4	1	3	1	0	1	2	0	0	0	1	20	1	2	0	10	0	1	12	3	0	2	0	19	2	15	0	0	0	0	0	2	1	1	0	0	7	0	0	1	0	2	1
"f__Barnesiellaceae"	3	8	1	2	2	14	0	8	0	2	37	11	4	7	4	5	1	1	9	2	5	0	0	3	0	0	6	5	13	11	13	10	0	8	2	1	20	10	0	4	41	6	11	0	3	9	5	3	21	1	5	8	0	3	15	2	0	6	1	17	0	1	7	12	23	1	5	3	1	3	1	0	6	2	10	5	5	11	59	4	5	24	0	0	10	3	1	0	0	5	6	41	1	5	20	0	6	0	2	7	3	2	5	4	0	6	2	4	3	0	20	7	0	1	4	7	0	3	2	2	1	0	6	3	16	0	0	1	0	3	0	2	2	4	4	3	0	3	2	6	3	0	0	2	10	0	0	0	0	1	2	5	3	0	14	4	0	11	2	7	10	29	7	0	2	21	0	1	22	2	3	4	2	3	3	7	5	0	7	0	17	0	14	1	3	2	2	2	2	0	0	4	5	0	3	1	1	0	1	0	1	18	2	0	3	0	21	10	1	2	7	1	14	4	5	30	0	15	0	19	4	1	0	0	50	6	1	0	2	0	9	1	6	11	39	28	8	0	2	2	0	35	16	1	1	1	17	1	5	6	47	1	5	0	2	20	20	12	10
"f__Butyricicoccaceae"	11	11	11	11	15	25	3	22	0	11	13	0	2	27	0	14	0	17	9	9	2	0	0	0	1	0	7	5	5	4	0	1	0	5	14	7	0	7	0	4	1	1	0	0	6	2	20	0	0	9	3	0	9	0	1	13	0	1	1	0	3	6	17	0	1	4	18	35	0	27	0	0	7	0	1	33	0	5	0	0	0	0	0	0	0	0	15	0	0	0	7	0	0	2	0	1	6	0	1	7	20	0	0	0	0	0	2	33	11	5	0	0	0	3	0	6	0	0	5	7	0	0	6	2	2	0	0	1	0	1	6	3	0	8	6	0	1	1	5	0	1	0	0	1	7	18	0	0	1	4	0	3	5	1	12	1	3	8	0	13	8	6	0	3	0	4	0	0	0	1	8	1	0	0	5	17	0	0	3	1	0	0	0	2	21	0	0	3	0	0	0	0	2	0	0	1	15	0	0	0	1	25	0	0	3	0	1	14	0	1	2	2	3	0	30	7	0	0	0	15	2	0	1	0	0	4	0	1	0	0	8	0	12	0	4	0	11	0	1	1	0	0	1	18	17	5	0	0	13	87	0	1	13	4	22	0	10	2	0
"f__Morganellaceae"	1	0	0	0	1	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	1	0	394	0	0	0	8	0	0	0	0	0	0	0	0	0	0	618	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"f__Pseudomonadaceae"	24	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	7	0	0	0	0	0	0	2	90	9	5	1	212	8	16	2	4	1	85	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	9	1	106	3	133	0	0	0	0	0	0	0	0	0	0	0	0
"f__Peptococcaceae"	7	23	1	1	3	15	3	0	0	0	0	19	8	0	25	18	0	0	0	1	14	0	0	4	0	0	10	6	0	8	5	21	0	3	3	10	10	0	1	0	0	0	0	1	25	1	0	2	30	0	22	2	0	2	17	11	4	0	7	0	0	0	5	1	20	3	1	0	1	5	0	9	3	0	1	12	3	0	17	5	0	3	0	0	0	7	3	2	2	1	2	6	0	0	0	1	1	2	0	4	2	0	3	21	0	0	0	9	5	0	1	0	0	1	0	1	0	23	3	6	0	0	0	1	0	0	0	0	2	0	0	2	0	0	2	4	1	0	0	4	1	0	1	3	0	0	1	0	2	1	0	0	2	0	0	0	0	3	0	17	0	0	3	0	2	3	0	0	3	9	0	0	0	0	0	1	1	0	7	1	2	5	1	1	0	0	0	0	0	1	1	2	7	0	0	4	0	0	0	0	0	0	0	0	0	1	2	2	1	1	3	0	0	0	0	5	0	7	0	4	0	2	3	1	30	2	0	0	5	0	8	0	0	1	11	1	0	0	1	4	0	0	0	1	3	2	7	0	2	0	4	0	0	0	0	0	0	6	29
"f__Lactobacillaceae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	2	5	0	0	13	7	5	0	0	2	0	0	0	1	0	0	0	1	1	12	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"f__Pasteurellaceae"	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	1	0	0	18	0	2	4	0	0	1	36	0	0	4	0	0	100	0	1	4	0	0	0	1	1	1	0	0	0	2	0	0	0	3	1	0	0	1	0	0	1	0	1	0	0	0	0	5	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	1	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	2	3	0	3	1	1	0	0	0	0	0	0	0	0	27	0	23	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	3	1	0	1	0	0	0	1	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	2	14	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	2	0	0	1	3	1	0	0	0	0	0	0	16	1	1	0	0	1	0	0	3	0	0	1
"f__Atopobiaceae"	1	8	2	0	1	1	2	0	1	0	0	6	1	1	9	3	3	2	0	2	5	1	1	5	0	1	3	1	5	1	0	6	3	2	3	2	4	2	0	2	51	1	1	2	0	2	2	2	2	0	3	0	0	6	2	0	0	0	1	1	2	2	1	2	1	1	0	2	2	3	1	2	0	1	0	3	3	0	6	6	3	1	6	1	5	2	1	0	0	2	1	3	6	0	0	0	2	0	0	3	3	2	1	5	0	0	0	4	6	0	8	1	1	1	8	6	1	0	3	3	2	10	0	1	4	1	0	2	0	4	9	6	2	6	2	2	0	5	1	1	1	1	1	5	0	6	0	1	4	1	3	1	0	0	0	1	0	1	4	2	1	1	1	1	4	0	0	1	2	2	0	0	3	1	0	2	0	2	2	3	1	2	1	2	1	0	3	0	1	0	2	0	4	0	1	0	3	2	1	2	1	1	1	1	0	2	2	2	0	1	9	0	9	4	0	9	1	4	1	4	1	1	1	2	4	0	0	0	1	0	3	0	0	3	1	0	0	1	0	3	0	7	8	2	3	0	2	1	0	0	1	1	0	0	2	3	3	3	5
"f__Anaeroplasmataceae"	0	3	0	0	0	3	0	0	0	0	8	0	2	3	14	2	0	0	0	1	0	0	0	0	0	0	0	0	1	26	0	3	0	0	0	11	0	1	0	0	28	0	0	0	0	0	1	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	12	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	6	1	0	0	0	0	0	0	2	0	0	0	0	1	0	11	0	0	0	0	12	1	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	12	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	5	0	0	0	0	0	0	7	0	0	0	0	0	2	3	0	0	5	0	0	0	0	0	0	8	0	0	5	0	0	0	0	0	10	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	4	1	0	1	0	1	0	0	0	0	12	0	0	0	0	0	0	0	2	6	12	0	4	0	0	0	0	0	5	0	6	1	0	0	0	0	0	0	0	0	1	0	0	0	0
"f__Acutalibacteraceae"	0	3	0	1	0	1	0	4	0	2	1	3	3	4	1	2	0	1	0	0	1	0	0	0	0	0	3	0	1	4	0	1	0	1	0	5	1	0	0	0	2	0	1	0	0	0	1	0	1	0	1	0	0	0	10	1	0	0	2	1	0	0	0	0	2	0	2	0	0	4	0	0	0	1	0	10	0	0	0	1	1	3	0	0	0	0	0	0	0	4	5	0	0	0	1	0	2	0	1	0	10	0	6	2	0	1	0	3	3	0	0	0	0	0	0	5	0	0	5	2	0	1	0	0	0	0	0	0	0	0	1	1	0	0	4	4	0	0	1	5	0	1	0	0	0	4	0	1	0	1	0	7	0	1	10	0	0	1	1	1	0	1	0	1	0	6	0	0	5	1	7	0	0	2	0	2	0	0	6	0	2	6	1	5	2	0	0	0	0	0	0	0	5	1	2	2	10	0	0	0	3	1	0	0	0	0	0	0	0	0	4	0	1	0	0	6	0	3	1	8	0	0	0	0	0	1	0	1	0	0	2	0	0	9	7	8	0	0	0	6	0	0	0	0	10	1	0	0	0	1	1	0	1	0	2	1	0	0	4
"f__Gemellaceae"	0	1	1	0	0	1	0	0	0	0	0	1	0	1	2	0	0	1	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	27	1	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	1	0	0	2	0	0	0	0	2	0	0	0	55	1	0	0	1	0	0	2	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	1	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	1	0	0	0	0	0	1	9	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	2	0	0	4	0	0	0	0	1	1	6	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	1
"f__Enterococcaceae"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	1	0	0	1	0	26	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	2	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	8	0	2	0	0	0	0	0	0
"f__Erwiniaceae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	52	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	16	0	0	0	0	0	2	1	0	19	0	0	2	0	10	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"f__Rikenellaceae"	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	7	1	0	0	0	1	0	0	0	3	0	0	1	0	0	0	0	1	2	0	0	0	1	0	0	0	2	0	0	0	0	0	0	2	2	1	2	0	1	3	0	1	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	1	0	0	2	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	4	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0	1	0	2	3	0	0	0	0	0	0	0	0	0	1	1	0	6	0	7	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	3	0	0	0	1	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	2	4	2	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	1	0	0	2	0
"f__Eubacteriaceae"	0	2	0	1	1	0	0	0	0	1	1	7	0	14	4	2	0	1	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	6	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	9	1	1	0	0	0	1	0	0	0	1	0	0	1	0	1	0	2	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	3	0	0	0	0	1	0	0	0	0	3	0	0	0	1	5	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	1	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	2	0	1	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	2	2	0	0	0	0	0	0	0	1
