"ID"	"hera_1"	"buddy_11"	"hera_11"	"jarjarbinks_11"	"padme_11"	"hera_14"	"iris_14"	"jarjarbinks_14"	"jarjarbinks_15"	"buddy_16"	"buddy_17"	"iris_17"	"lambchop_17"	"padme_17"	"buddy_18"	"hera_18"	"iris_18"	"jarjarbinks_18"	"lambchop_18"	"franc_19"	"hera_2"	"jarjarbinks_2"	"lambchop_2"	"goose_20"	"hera_20"	"iris_20"	"buddy_21"	"jarjarbinks_21"	"franc_22"	"goose_22"	"grogu_22"	"hera_22"	"iris_22"	"iris_23"	"franc_24"	"hera_24"	"jarjarbinks_29"	"jarjarbinks_3"	"jarjarbinks_32"	"grogu_36"	"franc_37"	"goose_37"	"grogu_37"	"hera_37"	"lambchop_37"	"goose_4"	"grogu_41"	"hera_41"	"goose_42"	"grogu_42"	"lambchop_42"	"buddy_44"	"franc_44"	"goose_44"	"iris_44"	"jarjarbinks_44"	"lambchop_44"	"buddy_45"	"franc_45"	"grogu_45"	"hera_45"	"jarjarbinks_45"	"buddy_46"	"goose_46"	"iris_46"	"lambchop_46"	"franc_47"	"buddy_48"	"franc_48"	"grogu_48"	"hera_48"	"iris_48"	"jarjarbinks_48"	"lambchop_48"	"franc_49"	"iris_49"	"jarjarbinks_49"	"padme_5"	"buddy_50"	"franc_50"	"grogu_50"	"jarjarbinks_50"	"lambchop_50"	"franc_51"	"lambchop_51"	"buddy_52"	"goose_52"	"grogu_52"	"jarjarbinks_52"	"franc_53"	"hera_53"	"iris_55"	"lambchop_55"	"buddy_56"	"franc_56"	"grogu_56"	"buddy_57"	"goose_58"	"goose_59"	"iris_59"	"padme_6"	"iris_60"	"hera_67"	"franc_68"	"jarjarbinks_68"	"hera_7"	"iris_7"	"padme_7"	"grogu_70"	"franc_9"	"grogu_9"
"fpt22"	3.42	23.03	9.88	14.62	12.71	5.6	30.54	10.41	8.14	16.62	7.96	6.6	69.82	97.39	7.32	3	9.52	5.89	31.12	9.33	14.18	12.28	6.18	3.2	3.71	3.65	2.16	6.98	2.38	18.43	0.56	0.8	2.45	2.74	6.14	4.38	10.76	3.29	19.42	1.09	2.47	6.92	1.18	8.49	9.38	78.15	0.56	8.72	4.27	2.11	0.47	3.78	12	3.4	8.16	18.31	0.56	4.49	4.92	3.89	8.83	66.67	6.67	6.27	12.16	0.93	0.93	1.53	2.54	1.04	7.67	6.78	31.58	2.47	2.07	2.33	9.21	59.09	30.45	1.11	0.71	7.25	1	2.13	0.36	2.65	3	1.44	6.33	1.96	3.18	2.85	1.58	39.8	2.67	1.22	3.22	11.1	4.09	4.29	53.99	15.57	1.27	8.8	10.12	3.2	3.31	61.58	14.58	75.12	3.13
"fpt23"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34	0	0.02	0	0	0	0	0	0	0.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0
"fpt24"	0	0	0.02	0	0.13	0	0.02	0	0.02	0	0.02	0.02	1.38	65.42	0	0	0	0	1.2	0.07	0	0	0.02	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0.02	0	0	0.02	0	0	0.02	0.31	0	0	0	0	0.13	0	0	0	0	0	0.04	0	0.02	0	0.02	0	0	0	0	0.09	0	0	0	0	0	0	0	0.02	0	0	0	0.07	0.02	0.02	0	0	0.2	0	0	0	0	0	0	0	0	0	0.49	0.04	0	0	0	0.47	0.02	0	0.13	0	0	0	0.04	0	0	0.07	0.02	0.13	0.02
"fpt25"	0.04	12.47	4.4	6.81	6.03	3.6	0.02	1.33	2.31	0.02	3.11	0.04	31.27	93.65	4.51	0.09	0	1.31	13.48	2.98	0.07	0.11	0.22	0.02	0.69	0.02	0.02	1.67	0.73	10.22	0	0.02	0.04	0	1.47	0.07	4.71	0.29	9.98	0	0.04	2.51	0	0.09	4.36	44.81	0	1.89	0.91	0.47	0.2	0.02	0.07	1.62	0.04	0.47	0.16	0.04	1.45	0.2	0.42	63.97	0.02	0.09	2.87	0.24	0.09	0	0.02	0	0.58	0.02	16.82	0.13	0.02	0.09	2.89	32.28	27.71	0.02	0	1.42	0.33	0	0.07	0.07	0.09	0.02	0.47	0	0.69	0.02	0.76	35.82	0.02	0	0	5.63	1.18	0.02	30.75	0.13	0	4.78	3.92	0	0.07	33.57	7.58	48.49	1.22
"fpt26"	0	0	0.02	0	0.13	0	0.02	0	0.02	0	0.02	0.02	1.38	65.42	0	0	0	0	1.2	0.07	0	0	0.02	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0.02	0	0	0.02	0	0	0.02	0.31	0	0	0	0	0.13	0	0	0	0	0	0.04	0	0.02	0	0.02	0	0	0	0	0.09	0	0	0	0	0	0	0	0.02	0	0	0	0.07	0.02	0.02	0	0	0.2	0	0	0	0	0	0	0	0	0	0.49	0.04	0	0	0	0.47	0.02	0	0.13	0	0	0	0.04	0	0	0.07	0.02	0.13	0.02
"fpt27"	0	0	0.02	0	0.02	0	0.02	0	0.02	0	0.02	0.02	1.38	0.04	0	0	0	0	0.78	0.07	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0.02	0	0	0.02	0	0	0.02	0.29	0	0	0	0	0.13	0	0	0	0	0	0.04	0	0.02	0	0.02	0	0	0	0	0.09	0	0	0	0	0	0	0	0.02	0	0	0	0.07	0.02	0.02	0	0	0.2	0	0	0	0	0	0	0	0	0	0.49	0.04	0	0	0	0.47	0.02	0	0.13	0	0	0	0.04	0	0	0.07	0.02	0.13	0.02
"fpt28"	0	0	0	0	0	0	0	0	0.02	0	0.02	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0
"fpt29"	0.02	0	0.02	0	0	0	0	0.07	0.02	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"fpt30"	0.04	0.02	0.04	0.04	0	0.02	0.02	0.07	0.09	0	0	0.07	0	0	0	0.09	0.09	0.09	0	0	0.09	0.02	0	0.04	0.11	0.13	0.02	0	0.04	0.09	0	0.09	0.02	0.02	0.04	0.04	0.07	0.11	0.09	0	0.13	0.09	0.02	0.16	0.16	0	0.02	0.04	0.13	0.07	0	0.02	0.02	0.51	0.04	0	0.04	0	0.04	0	0.07	0	0.04	0.18	0.11	0.02	0	0.02	0.04	0.02	0.11	0.07	0.07	0.09	0.16	0.13	0.22	0.02	0.02	0.09	0.04	0.11	0	0.11	0	0.04	0.16	0.04	0.09	0.02	0.04	0.07	0	0.04	0.11	0	0	0.02	0.04	0.07	0.07	0.11	0	0.07	0.09	0.11	0.14	0.02	0	0.04	0.02
"fpt31"	34.16	47.78	32.55	57.66	46.64	32.86	62.17	39.84	30.75	43.04	56.93	53.01	75.94	99.51	73.83	45.77	55.3	60.08	55.38	47.42	36.06	69.89	74.46	58.39	55.67	41.24	56.35	51.5	39.66	57.1	92.22	65.8	36.31	52.26	40.06	44.8	54.91	47.84	60.78	94.22	41.58	60.57	96.22	40.62	64.44	97.51	94.6	37.42	57.73	81.07	44.43	67.45	55.29	53.36	45.45	53.74	45.73	50.89	46.39	45.92	41.84	74.3	59.52	58.29	55.52	30.8	41.87	78.99	48.09	94.51	51.33	47.73	67.07	51.68	51.11	46.9	56.21	75.86	80.65	47.91	86.19	51.01	35.5	49.57	35.31	58.43	52.82	89.31	56.81	55.33	56.01	47.65	24.36	72.9	42.65	90.29	67.46	60.73	61.51	63.61	69.16	62.17	29.05	46.73	53.49	38.63	55.14	74.19	29.13	82.77	41.36
"fpt32"	32	45.78	31.95	56.64	45.66	30.77	60.57	38.75	30	29.74	52.68	52.23	74.23	96.77	71.31	43.65	54.26	58.1	51.98	46.11	17.29	58.24	68.03	55.21	54.67	39.73	54.06	50.23	36.88	55.48	92.11	62.38	35.66	51.59	36.39	43.62	53.29	45.67	58.31	93.98	40.33	58.06	95.98	38.88	61.6	96.62	94.29	35.27	54.78	80.29	41.92	66.81	46.23	52.27	43.13	38.61	44.55	48.47	42.38	45.12	40.28	73.75	57.63	52.29	53.48	26.02	40.07	77.15	45.26	94.2	50.13	46.06	64.13	49.81	48.02	44.99	53.89	75.01	79.56	45.22	85.99	47.81	32.74	46.16	33.38	57.52	50.16	88.91	55.12	53.62	55.06	45.72	21.24	71.77	39.69	90.13	65.73	57.1	58.96	60.57	68.22	59.9	28.65	44.11	47.26	35.56	52.95	73.1	18.8	81.9	39.85
