"","Shannon","Simpson","InvSimpson","Pielou","Coverage"
"ginger_29",4.07106392458554,0.957657442292497,23.6169011543392,0.725748176161621,1
"henry_29",4.15161479553561,0.960633586835346,25.4023651028962,0.728296796922101,1
"joans_29",4.08092918271216,0.957980816716054,23.7986538967798,0.725160614097536,1
"ginger_36",4.13851343851209,0.959782507990083,24.8648026026443,0.725573504407098,1
"grogu_36",4.12720938508558,0.958870254285677,24.3133037326742,0.742727566744847,1
"henry_36",4.10442229903377,0.959021656262489,24.4031336748395,0.724783849972274,1
"franc_37",4.08895170381156,0.95897118610924,24.3731150177169,0.722495724507323,1
"grogu_37",4.11034190737322,0.959170622623963,24.4921687340477,0.739692116029965,1
"grogu_41",4.09838661365432,0.958789676821981,24.2657645677815,0.737029538032705,1
"joans_41",4.12625813389124,0.960273334183318,25.1720092648724,0.729087569601526,1
"marshmallow_41",4.14770271874031,0.959659988973447,24.789284250363,0.734698739345475,1
"ginger_42",4.16239728075903,0.961407925542854,25.9120561427821,0.731049016583052,1
"grogu_42",4.11150915099753,0.95916245944473,24.4872728965298,0.726929827432257,1
"henry_42",4.09642389805949,0.958166105287052,23.9040616911646,0.726528240647825,1
"ivy_42",4.16453578528929,0.959167180623483,24.490104167901,0.742897400949617,1
"ophelia_57",4.14687535877932,0.960068191765514,25.0426926356012,0.730061504151529,1
"wolverine_57",4.16454268335526,0.961768221678725,26.1562512629321,0.729711270707068,1
"goose_58",4.12409252097186,0.959564169496121,24.7305418867081,0.728257337383512,1
"wolverine_58",4.15682981407153,0.961368018753289,25.8852890203537,0.733142348232313,1
"goose_59",4.09146352546398,0.958463326428746,24.0751103548185,0.722053553440909,1
"hamlet_59",4.13493090633932,0.960161943796676,25.1016263167116,0.722437219449895,1
"iris_59",4.11713350978292,0.959674376412307,24.7981286098498,0.729283896284929,1
"ophelia_59",4.17167159896347,0.96239602020968,26.5929299392245,0.727206314613452,1
"iris_60",4.13629060001906,0.95994267465345,24.9642229317272,0.731764443611454,1
"wolverine_60",4.13094887189007,0.959762411349932,24.8523838915064,0.724671478404431,1
"hamlet_67",4.17017125811124,0.959244799472302,24.5367459134541,0.72817917324032,1
"hera_67",4.04934489723426,0.957525919301444,23.5437703077583,0.709114201952584,1
"jarjarbinks_68",4.14110346023885,0.960205256268044,25.1289468462383,0.722693079890813,1
