"Taxa"	"buddy_16"	"buddy_17"	"ivy_17"	"padme_17"	"buddy_18"	"ginger_18"	"ivy_18"	"franc_19"	"ivy_19"	"ginger_20"	"buddy_21"	"joans_21"	"franc_22"	"grogu_22"	"henry_22"	"joans_22"	"marshmallow_22"	"franc_24"	"ginger_24"	"grogu_24"	"henry_24"	"ivy_24"	"marshmallow_24"	"henry_25"	"ophelia_43"	"goose_44"	"iris_44"	"jarjarbinks_44"	"lambchop_44"	"hamlet_45"	"hera_45"	"jarjarbinks_45"	"korra_45"	"ophelia_45"	"goose_46"	"hamlet_46"	"iris_46"	"lambchop_46"	"hamlet_48"	"hera_48"	"iris_48"	"jarjarbinks_48"	"korra_48"	"kubo_48"	"lambchop_48"	"ophelia_48"	"wolverine_48"	"iris_49"	"jarjarbinks_49"	"kubo_49"	"ophelia_49"	"wolverine_49"	"jarjarbinks_50"	"korra_50"	"kubo_50"	"lambchop_50"	"ophelia_50"	"wolverine_50"	"lambchop_51"	"goose_52"	"jarjarbinks_52"	"kubo_52"	"hera_53"	"kubo_53"	"iris_55"	"lambchop_55"	"ophelia_55"
"Metabolism|Global and overview maps"	0.402007859748504	0.37324639957195	0.374943804122925	0.340989012221773	0.356685285615302	0.392428668076646	0.366219239814502	0.378886155485544	0.371905888339694	0.393526844237249	0.367440086651723	0.373019508147922	0.391890730667666	0.390959334421979	0.374450183015833	0.374990604686216	0.405164108374781	0.38108330294719	0.396036716438352	0.37817619508813	0.378025661995289	0.373378173780708	0.380469871882962	0.366795026820044	0.356997957206229	0.400621295797339	0.377337220074304	0.383075519711959	0.396509375204686	0.379849403814004	0.37828470120737	0.341336536241601	0.375935976938185	0.364876878053656	0.389984305662681	0.385450727682426	0.377962209288631	0.39477379587154	0.380650647557963	0.376412726104452	0.383799914939818	0.366638736664065	0.375664167567124	0.378439182190767	0.408276343145802	0.364865065765018	0.36833911655006	0.393676868499291	0.383938131184503	0.380546660726662	0.36379134221758	0.37740256171055	0.400175398912595	0.393103233776768	0.381863266041377	0.401260247996131	0.356730361451578	0.369021820719205	0.408258199927495	0.407572418936926	0.398957051864833	0.363909456261093	0.380132379364365	0.376232036373691	0.384651939804951	0.393910815491355	0.357870671352164
"Metabolism|Carbohydrate metabolism"	0.112620732039281	0.125138816389783	0.119953419626624	0.118829911928438	0.122300881753863	0.112261487326017	0.114124957345719	0.119025856880156	0.116166148004962	0.119029247826401	0.130399602221043	0.122392736245079	0.118012108007852	0.117990615375179	0.119945022478885	0.121018753576295	0.116636517635623	0.118555857545462	0.11697035271558	0.120746150228986	0.119680979659992	0.120190331612481	0.120516049848894	0.12177022103702	0.114253371327243	0.11602347667344	0.119257401093754	0.117768163014174	0.121873397457804	0.11781542776351	0.117259787322607	0.110150204557611	0.120041312348542	0.115301360493277	0.117582229732764	0.116652960826464	0.118752089214905	0.122178544742397	0.116054147108763	0.117606763200535	0.116612154682339	0.121761365504287	0.119844590103959	0.120567270410695	0.115209200655743	0.112809585260521	0.119205767766425	0.115234175948585	0.117843028605296	0.118628125832153	0.116045300036286	0.117786355225603	0.115136889911717	0.118068045358688	0.118084906776354	0.119576153426533	0.12224604070224	0.12067016549033	0.115923494991165	0.114818392847301	0.114520457295415	0.122041163186089	0.120038030265676	0.11933480856066	0.116574584035884	0.118523844070286	0.119851554538658
"Environmental Information Processing|Membrane transport"	0.0584020822450682	0.0771195355253144	0.077530836488032	0.0959128128807937	0.0884450887100628	0.0691325698206694	0.0595854532233471	0.075193665193774	0.0714521096974685	0.0690868917233858	0.080815289705022	0.0888741587165214	0.0712309162705427	0.0659466337938405	0.0765591749651353	0.0769514080860628	0.0667674639407886	0.0689864167723144	0.0668060739871762	0.0785892435480325	0.0761752812948385	0.0772193693752136	0.083635550435649	0.0811522120289439	0.0865681910577556	0.0696648939055588	0.0661801270630867	0.0488418837483872	0.0708553921885068	0.0624831030457889	0.0664509871108459	0.0915072779755567	0.0748842582640663	0.0842816021496526	0.0697018270778302	0.0694342705412257	0.0590424484386267	0.0685217669028794	0.0691586013248843	0.074135269707072	0.0655296397323339	0.0837905206636656	0.0786322530994887	0.0672473334337789	0.0639817261919904	0.0759746000772389	0.0759013598385744	0.0694472517678845	0.0774311945105741	0.0761096216705954	0.0798666999742792	0.0720566105318444	0.0675857247177083	0.0693696992688135	0.0743068387145608	0.0700698133364572	0.0869152445949884	0.0796160523386293	0.0644763013270585	0.063961928762022	0.0696562343688892	0.0823224566049069	0.0833771647327501	0.0793208912445432	0.0717742032997115	0.0643508304735337	0.0875113547656022
"Metabolism|Amino acid metabolism"	0.0732147850763187	0.0628411972684707	0.061800936847786	0.0595255699451361	0.0553196271048507	0.0722298678279498	0.0630602641423769	0.0636310730152161	0.0643566747867274	0.0686950289545599	0.0618818479651615	0.0603675084576445	0.0674262914793881	0.067114962129988	0.0623252580143886	0.0614150077944559	0.072418629512525	0.063270588349448	0.0696483675770255	0.0622358528948043	0.0634082912188868	0.0635511719194801	0.0641604728899498	0.0585363989875127	0.0612885221293793	0.0720886979044423	0.062659868679981	0.0622618232306544	0.0674359016302474	0.0615624100547829	0.061742005676096	0.0615904792305142	0.0616452866517059	0.0623374923213878	0.0688598714513299	0.0653288244885895	0.0620703994579318	0.066100953338516	0.0640071931601047	0.0625356853899375	0.0652401713216843	0.0587870118844529	0.0622107504191246	0.0613374162424145	0.074385860530749	0.0616289106260156	0.0613485689186237	0.0705692745332211	0.0655434543358206	0.0639781653743105	0.059671408675393	0.0632827588204194	0.0723841871830328	0.0674906018063871	0.0639939631783473	0.0685761495001199	0.0558599958688703	0.0615264812689107	0.0739526187995717	0.0747843815618949	0.0726328784751532	0.0574630096448537	0.0644005807715252	0.0629350853651333	0.0671831828358327	0.0679235440591304	0.0589137715276431
"Environmental Information Processing|Signal transduction"	0.035106604619481	0.0424977991201635	0.0425611066770357	0.0496933471132896	0.048576959337234	0.0376128998441633	0.0590796893093321	0.0421770752394652	0.0512464120166333	0.0366075176077724	0.0449460598050223	0.0447124807437097	0.0386167295154058	0.0421911573321032	0.0435156975688827	0.0438102859526495	0.0310879351874179	0.0458824320959568	0.0380722645360397	0.0404272678924312	0.0413448542632508	0.0494394851325918	0.0427102443612027	0.0448311424991551	0.0533751570153274	0.0319022199311498	0.0528041395870812	0.0542623621893311	0.0341419784992744	0.0513414117259122	0.0520160613675899	0.0534646874284014	0.0445471555726442	0.0492962201071102	0.0404312079821141	0.0439335757369206	0.0534356366137163	0.0364443364499973	0.0500625985026855	0.049296839263302	0.0486933771316393	0.0441912262640043	0.04271167039702	0.0500523164206787	0.0293014093040413	0.05980025985495	0.0476527687395714	0.0389344327637599	0.0405619644373883	0.0461393497836598	0.057470008427177	0.0475044828437854	0.0329608743662516	0.0375526868415335	0.0459510555150493	0.0308702805642606	0.04755316819979	0.0434500366863339	0.0286085265742316	0.0297901112930402	0.0340787178590502	0.0468044923270642	0.0417437182220604	0.0475497724822915	0.0446740154539854	0.0377158957061886	0.0492577894801954
"Cellular Processes|Cellular community - prokaryotes"	0.0328105184404773	0.0390842571173623	0.0397449699463568	0.0538748197955648	0.0457486013461202	0.0370493546528204	0.0435968178942999	0.0389322943304596	0.0408166104120276	0.0344542778312914	0.0423553272509414	0.0463148231736297	0.0368366628580097	0.0352894134577124	0.0400152308072401	0.0407039046052594	0.0327026072847574	0.0391315878014777	0.0357058610322817	0.0397554754865092	0.0390931510689638	0.0407742335655213	0.0377789708103225	0.0420983042733727	0.0504638263945607	0.0323742781590468	0.0422497899297741	0.0390153635198098	0.0365665141999831	0.0401742004242434	0.040842488880311	0.0582159881866309	0.0404228689496552	0.048990558157389	0.0366035839949482	0.03842866632145	0.0411519994870584	0.0371915109056836	0.0406496470077109	0.0408309758131907	0.0397559369281152	0.0420551898604121	0.0401578455590558	0.0404831250375621	0.0301430012640407	0.0479348364212721	0.0423523166492997	0.0358592122451	0.0384190057555331	0.0407239433618283	0.0467313835997391	0.0409279621202231	0.032314836300964	0.0364685640535205	0.0403252008189216	0.034184235789136	0.0449084089609108	0.0417218158611362	0.0302573200565447	0.0301395903458868	0.0337690373251489	0.0430610283588455	0.0403900557043621	0.0413489647459669	0.0388415246688286	0.0346015632808819	0.0471007665418045
"Metabolism|Energy metabolism"	0.0355513622468512	0.0374472273754446	0.0373999885555199	0.0356440001677782	0.0380206272814064	0.0349842009126726	0.035430581506304	0.0371517425847506	0.0356309459221734	0.0359589427012059	0.0382915344816539	0.0361530845431987	0.0359847402209396	0.0353407756621888	0.037299471589693	0.0366769967516872	0.0357603355534283	0.0363904281913101	0.0359101038909431	0.0370052519334567	0.0370849061149556	0.0364239749104514	0.0351491366056514	0.0375921375426991	0.0361260427521981	0.036357728784483	0.0360674207197892	0.0352783744872314	0.0357968715120731	0.0355998762368444	0.035593109472686	0.0353798919701856	0.0368291168251619	0.0355082831149248	0.0365781655281517	0.0357269130688222	0.0360691836033023	0.0356934414546671	0.0358082450852138	0.0360326306525962	0.0361063680011346	0.0377431579224252	0.0371866171888501	0.0357405706292084	0.0361358157029518	0.0359219075854287	0.0371213312621762	0.0363067545104479	0.0366105774025356	0.0356562126204614	0.0363621118977135	0.0364159065524262	0.0364909813747687	0.0360415111418997	0.0355544897491796	0.0352065120450146	0.0379859213880703	0.0373180616606394	0.0358983265436927	0.0361581106028219	0.0364875384337081	0.0376893469256068	0.0358451534755532	0.0358948276751545	0.0364211957462734	0.036252387850132	0.0364923383359313
"Metabolism|Metabolism of cofactors and vitamins"	0.0368339052984235	0.0351535575962454	0.0355866237826703	0.034974373615886	0.0336951049259662	0.0377446215879349	0.0340771851338392	0.0356221757729836	0.0338716725264951	0.0372691192895889	0.0346332936329272	0.0354876238154974	0.0374031121457687	0.0372143348600232	0.0353952989387922	0.036062141718162	0.0391517456524361	0.0358951395043261	0.0374084154070121	0.0366376415071327	0.0359309299337678	0.0337051827032094	0.0351426955590622	0.0353750293963543	0.0331215913275813	0.0381493548019627	0.0345954299785689	0.0360502400068824	0.0400909933166087	0.0355167593532481	0.0351044442791603	0.0338553407598644	0.0356965074518681	0.0349429195310152	0.0363439219372052	0.0361951222976663	0.035515450785038	0.0400613308429801	0.034502315462852	0.0341965412157388	0.0350619580057046	0.0349176731335152	0.035473490443574	0.0355696545517325	0.0397746781253226	0.0322223319268147	0.0347055908983798	0.0360044400710827	0.0358031360210082	0.0348158974234431	0.0321780718154236	0.0353468250731101	0.0375717245448907	0.0380950541696654	0.0351920889203995	0.040613536780072	0.0342699367154585	0.0354527324726495	0.0399189931072041	0.0390523237524213	0.0365814868435204	0.0346395178101135	0.0350962284991826	0.0338199477932799	0.0347078150517036	0.0385426895326026	0.0348094144848019
"Metabolism|Nucleotide metabolism"	0.0263635099705639	0.0256889474142276	0.0257026185146228	0.0217773415967654	0.0248010424935365	0.0258855013586011	0.0234807418224958	0.0258197456452589	0.0245259850718248	0.0267716961527584	0.0255939063155677	0.0266761622750464	0.0266202310641141	0.0261655022726728	0.0255523730405148	0.0259015273309906	0.0273938145530879	0.0257688935702619	0.0265208341416015	0.0261077768918531	0.0258707861802623	0.0251674207693277	0.0257726574224915	0.0254482518127593	0.0238013659106604	0.0271682472025456	0.0252522749279074	0.0252971503470172	0.0278312593625659	0.0257326043263648	0.0255571815115205	0.0227697905305365	0.0256883017464337	0.0247259493992997	0.0263131862790933	0.0260836516131763	0.0254033782288768	0.0276801093333892	0.0253930907967293	0.0252530531121966	0.0257443197208652	0.0253992571374349	0.025697967229713	0.0256199149629899	0.0277227204332469	0.0239308527556833	0.025385361997095	0.0262549502717094	0.026075285447865	0.0255944735044126	0.024187496046919	0.025715348968758	0.0268964720605905	0.0267616179247936	0.0260213963661464	0.0284615696743028	0.0248691105427481	0.0257422960881809	0.0279232559533245	0.0274647195004669	0.0265260520451017	0.0251759917765672	0.0258797186002752	0.0252973427839401	0.0256968152358225	0.0270125233512933	0.0241829174471352
"Metabolism|Lipid metabolism"	0.0212870022520327	0.0212738286622355	0.0211323190019021	0.021328196015693	0.022149914836931	0.020497233575469	0.0261359319938376	0.0208262697273752	0.023385312602738	0.0198948721088607	0.020743366389528	0.0190210824980216	0.0195213199216068	0.020909842806906	0.0211909414799522	0.0213724114328531	0.0182925162545521	0.0217385009852445	0.0195313045694417	0.0203612359847878	0.020801125281198	0.0216241384194417	0.0196071318024993	0.0216894365040118	0.0219049003933033	0.0182961167107167	0.0218266067091553	0.0239493718973306	0.0182631570956703	0.0234227554403733	0.0232209969035738	0.0218784923020428	0.021192436211419	0.0209066502004548	0.0195969704511046	0.021154586285528	0.0227530756740041	0.0189373377636911	0.0223172391916309	0.0221960386548927	0.0213248685490117	0.0214011064059318	0.0208360188658979	0.0225552582600007	0.0179009185224282	0.0235124558996742	0.0221247592991584	0.0193458559621948	0.0198499504737224	0.0207535564781965	0.0229940069998305	0.0217226394870578	0.0190254021364019	0.0194422291815206	0.0207517418055398	0.0180301464416975	0.0222175647423516	0.0213346695218902	0.0179237730066986	0.0181473602446421	0.0189418022309434	0.0219713611962222	0.019638054279147	0.0211412472042131	0.0203092051572533	0.0198524121596089	0.0219001449515858
