"Taxa"	"Hera_1"	"Wolverine_1"	"Hera_2"	"JarJarBinks_2"	"Lambchop_2"	"JarJarBinks_3"	"Goose_4"	"Korra_6"	"Hera_7"	"Iris_7"	"Korra_9"	"Hamlet_11"	"Hera_11"	"JarJarBinks_11"	"Hera_14"	"Iris_14"	"JarJarBinks_14"	"Kubo_14"	"Wolverine_14"	"JarJarBinks_15"	"Kubo_15"	"Iris_17"	"Kubo_17"	"Lambchop_17"	"Wolverine_17"	"Hamlet_18"	"Hera_18"	"Iris_18"	"JarJarBinks_18"	"Kubo_18"	"Lambchop_18"	"Wolverine_18"	"Ophelia_19"	"Wolverine_19"	"Goose_20"	"Hamlet_20"	"Hera_20"	"Iris_20"	"Korra_20"	"Ophelia_20"	"Hamlet_21"	"JarJarBinks_21"	"Korra_21"	"Kubo_21"	"Goose_22"	"Hamlet_22"	"Hera_22"	"Iris_22"	"Kubo_22"	"Hamlet_23"	"Iris_23"	"Korra_23"	"Hera_24"	"Kubo_24"	"Ophelia_24"	"Wolverine_24"	"Kubo_25"	"JarJarBinks_29"	"Korra_29"	"Kubo_30"	"Hamlet_31"	"JarJarBinks_32"	"Goose_37"	"Hera_37"	"Kubo_37"	"Lambchop_37"	"Ophelia_37"	"Wolverine_37"	"Hamlet_41"	"Hera_41"	"Goose_42"	"Lambchop_42"	"Ophelia_43"	"Goose_44"	"Iris_44"	"JarJarBinks_44"	"Lambchop_44"	"Hamlet_45"	"Hera_45"	"JarJarBinks_45"	"Korra_45"	"Ophelia_45"	"Goose_46"	"Hamlet_46"	"Iris_46"	"Lambchop_46"	"Hamlet_48"	"Hera_48"	"Iris_48"	"JarJarBinks_48"	"Korra_48"	"Kubo_48"	"Lambchop_48"	"Ophelia_48"	"Wolverine_48"	"Iris_49"	"JarJarBinks_49"	"Kubo_49"	"Ophelia_49"	"Wolverine_49"	"JarJarBinks_50"	"Korra_50"	"Kubo_50"	"Lambchop_50"	"Ophelia_50"	"Wolverine_50"	"Lambchop_51"	"Goose_52"	"JarJarBinks_52"	"Kubo_52"	"Hera_53"	"Kubo_53"	"Iris_55"	"Lambchop_55"	"Ophelia_55"	"Ophelia_57"	"Wolverine_57"	"Goose_58"	"Wolverine_58"	"Goose_59"	"Hamlet_59"	"Iris_59"	"Ophelia_59"	"Iris_60"	"Wolverine_60"	"Hamlet_67"	"Hera_67"	"JarJarBinks_68"
"chemoheterotrophy"	0.322598923411087	0.31481332150633	0.335066864784547	0.286728787816592	0.328830022075055	0.317768183327798	0.149052194235264	0.306255407950323	0.32753795267577	0.312581504791064	0.284055508354574	0.31647345942648	0.229052246162512	0.243976796375492	0.28350871140245	0.198607162252819	0.261191584190863	0.157435655930711	0.240610328638498	0.258021165798757	0.221263062244434	0.279329608938547	0.252722979663341	0.129249267661285	0.311639074939972	0.319611802253631	0.321732405259087	0.26426182513139	0.305052043665905	0.300801109228162	0.170055282555283	0.308832147341984	0.299604296212549	0.264157341471685	0.326093025852923	0.206931022992336	0.313055711873945	0.292041669619446	0.211470481350557	0.178595259508544	0.256844227504244	0.290206243660543	0.207029684938991	0.269547653218519	0.223667711598746	0.150718281328402	0.333434681260768	0.297060509293376	0.281307456588355	0.308674086619889	0.295761896678549	0.181943184810275	0.316671380090498	0.210465278099921	0.266088616657386	0.292679975801573	0.316130145853111	0.264805169753086	0.155748297629107	0.308675350208897	0.270933160074718	0.230687469156892	0.295805631599531	0.281736962393518	0.29000592366929	0.282806124687404	0.145108930890203	0.305006587615283	0.27855957721379	0.270061950727561	0.315120087336245	0.33129520542838	0.214602741062284	0.307156428119063	0.272013897208578	0.306809094024906	0.329869380096702	0.285579863561515	0.284391174067012	0.134620959559356	0.21723774380601	0.207285974499089	0.322396813101693	0.293926575011331	0.258701831228741	0.334528855559178	0.296985325719899	0.288995215311005	0.282969639468691	0.197828780459024	0.206363835856923	0.315122245698762	0.326324430131969	0.238760951788194	0.20608291359938	0.308430882546363	0.275911189704293	0.322317203480385	0.237729923732616	0.263022969647252	0.290177555201457	0.299256623673677	0.310785300780267	0.324963343108504	0.135709932967703	0.193284795910464	0.33552006084807	0.326354147365821	0.297512437810945	0.179849508235573	0.316137043517525	0.310071525227141	0.305771329524299	0.29736328125	0.17625778993768	0.23603268052385	0.170639830624983	0.262786672436175	0.200636355252236	0.312948359196133	0.250322653049773	0.299298922505058	0.17124790295522	0.250301762291784	0.26727018652409	0.260652463382157	0.321029948060559	0.276567110098866
"fermentation"	0.302200396638021	0.29441174098863	0.160846953937593	0.23890644883215	0.300441501103753	0.303354367319827	0.148242626055875	0.301979946047743	0.301501144941057	0.300164427056756	0.24773435287454	0.311836485661989	0.224827489086044	0.239615531185163	0.265482145937554	0.193495831070504	0.254047322540473	0.155879522512746	0.237219613980177	0.251805812195532	0.216946842344389	0.275218720354169	0.239850712163912	0.128687240275223	0.303677492733477	0.311209535595649	0.306826970400056	0.259292881032011	0.294998730642295	0.283623478662764	0.162070024570025	0.300041858518208	0.284215815589473	0.259523002147621	0.308336590541069	0.204865044985005	0.307597073719752	0.281269931259301	0.200469126829429	0.174910789404973	0.252387521222411	0.283049701341147	0.202768166089965	0.26683676181364	0.217398119122257	0.149863405749967	0.316104185669403	0.291983951527061	0.276302349336057	0.301173481732398	0.291970802919708	0.175974956847371	0.308328619909502	0.205408915897388	0.257815607350251	0.279975801572898	0.312203331319582	0.256992669753086	0.15390924002187	0.307036946014582	0.251116705920572	0.221387085753331	0.283633163863903	0.269686266361936	0.278666328171279	0.270302285789497	0.144351464435146	0.299143610013175	0.263934124009095	0.254502233107621	0.298908296943231	0.313548579524271	0.205140711115447	0.300880879728251	0.257996885108422	0.220438706729121	0.321714656852133	0.252960087822473	0.273971669844729	0.133696912596028	0.198629414865577	0.195628415300546	0.289199955737523	0.25948028403082	0.249196216392526	0.283447451363982	0.289617486338798	0.282240360258936	0.273066888045541	0.189185202666824	0.197366688610928	0.303501358285542	0.314642924796363	0.232058218030354	0.197055404881829	0.295870051295541	0.26441693683073	0.299877881239505	0.229250785105428	0.241130024610336	0.271966765308445	0.285278607281276	0.295117040020136	0.301686217008798	0.135450944546009	0.182170242428937	0.317170564746149	0.309925267123711	0.28866195339094	0.174132006161868	0.310774961900999	0.304336619627553	0.293381267253001	0.2652587890625	0.172457820337437	0.222275621770996	0.168137699689296	0.249762007788836	0.197454578991054	0.299974561180361	0.244486841366927	0.284995059521009	0.167324816105304	0.241168423593788	0.236162585819309	0.186750998668442	0.316609570118245	0.244526114188105
"anaerobic_chemoheterotrophy"	0.302200396638021	0.29441174098863	0.160846953937593	0.23890644883215	0.300441501103753	0.303354367319827	0.147662180946126	0.301369165775945	0.301501144941057	0.300164427056756	0.24773435287454	0.311836485661989	0.224827489086044	0.239615531185163	0.265482145937554	0.193495831070504	0.253916235170741	0.155695243555355	0.237415232133542	0.251805812195532	0.216946842344389	0.275113312954569	0.239850712163912	0.12633694393351	0.303677492733477	0.311209535595649	0.306826970400056	0.259292881032011	0.294998730642295	0.28346941919581	0.159674447174447	0.299874424445375	0.284215815589473	0.259523002147621	0.308336590541069	0.204865044985005	0.307597073719752	0.281269931259301	0.200303941326109	0.174910789404973	0.252387521222411	0.283049701341147	0.202768166089965	0.26683676181364	0.217319749216301	0.149863405749967	0.316104185669403	0.291820191599116	0.276302349336057	0.301173481732398	0.291970802919708	0.175653140633685	0.308328619909502	0.205176972677089	0.257417866518177	0.279975801572898	0.312203331319582	0.256992669753086	0.15390924002187	0.307036946014582	0.251116705920572	0.221311164256159	0.283535393038717	0.269686266361936	0.278497080477278	0.270433905146317	0.144135045447987	0.299143610013175	0.264057026977202	0.254502233107621	0.299017467248908	0.312579226008501	0.205043164414964	0.300880879728251	0.258176590391758	0.220438706729121	0.321353828389983	0.252960087822473	0.273971669844729	0.133624438324395	0.198629414865577	0.195472287275566	0.289199955737523	0.25948028403082	0.249196216392526	0.282577980654277	0.289617486338798	0.282127779341402	0.273066888045541	0.189185202666824	0.197278911564626	0.303501358285542	0.314516638252194	0.232058218030354	0.196939170864006	0.295870051295541	0.264564299047058	0.299877881239505	0.229161058770749	0.241130024610336	0.271966765308445	0.285278607281276	0.295117040020136	0.299853372434018	0.135283363802559	0.182170242428937	0.317170564746149	0.309925267123711	0.28866195339094	0.173983884346487	0.310774961900999	0.304336619627553	0.293381267253001	0.25927734375	0.172457820337437	0.222275621770996	0.168137699689296	0.246992643877109	0.197454578991054	0.299974561180361	0.244486841366927	0.284995059521009	0.167273196541489	0.241168423593788	0.236162585819309	0.186750998668442	0.316609570118245	0.244319064133754
"animal_parasites_or_symbionts"	0.0322976673906884	0.0184662527215547	0.131686478454681	0.0504905381552481	0.0272847682119205	0.0218532049153105	0.119464768509325	0.0324731511172189	0.0271393435671275	0.0186539660940069	0.0758283772302464	0.0157413056741916	0.0694972539079003	0.0619469026548673	0.0481283422459893	0.0975305881225442	0.0682965196303336	0.113884395667397	0.0674882629107981	0.0683688896354779	0.0806451612903226	0.0346790344682197	0.068093533399345	0.11889433885142	0.0179451535447997	0.026509476975184	0.021092596498629	0.0454849498327759	0.0299060675298299	0.0449083346171622	0.0956695331695332	0.0202595228128924	0.0550216694931223	0.0412004069175992	0.0177564353118544	0.0966677774075308	0.0207653348339899	0.0258663454042945	0.0839803098880042	0.121587513417854	0.0694503395585739	0.0393328073932154	0.0881442360225824	0.0496996757561261	0.072217868338558	0.133973870542103	0.00405391709739536	0.0200605911733399	0.0465270684371808	0.0307887732881684	0.0154472924800543	0.102483836049267	0.0308257918552036	0.0834067820197616	0.068809163948771	0.032788868723533	0.0292569258651938	0.0518904320987654	0.116581341020925	0.0201523715900713	0.0637537561926419	0.0736438522567665	0.0338775909268674	0.0586605720617771	0.0318185664720318	0.0408458737331637	0.120563410763238	0.0200922266139657	0.0465187734283783	0.0629592277769774	0.0233078602620087	0.00350458578778615	0.0821830951568063	0.0195751050722552	0.048819935306098	0.10459271107049	0.00404127877606986	0.113149847094801	0.0596567692726777	0.120796492245253	0.121296784396415	0.0886286755139214	0.0346907159455572	0.102810092158936	0.0566609198080239	0.0104336485164656	0.0477681586541413	0.0431747818744723	0.0402039848197343	0.0931028379255413	0.0999780557384244	0.0152429821913673	0.0155963882048368	0.0801455450758845	0.0938008523827974	0.0153228988557148	0.0452893211513901	0.0135857121050221	0.0836249439210408	0.0572190319934372	0.0413726382881857	0.0504479318889383	0.0198842184747043	0.00916422287390029	0.124710542352224	0.105530168073736	0.00342270393610953	0.0186523377184856	0.0333071484681854	0.104603626022041	0.0179488626742677	0.018042399639152	0.0181036143031392	0.019287109375	0.0984040127678979	0.11360086507269	0.120349748412109	0.0480311553440069	0.0984967259983399	0.0207071991859578	0.0777172998148252	0.0201853855926222	0.117176409859337	0.0629274965800274	0.0536484598092229	0.153628495339547	0.0140346999668472	0.0522801387235364
"human_associated"	0.00604400793276041	0.0184662527215547	0.0113298662704309	0.0431427281310291	0.00423841059602649	0.0116904682829625	0.116119571692608	0.0154222018628798	0.00491900602154185	0.00708737313602086	0.0332058906825262	0.0123245881635143	0.0665399239543726	0.0594910445865267	0.0383819216836295	0.0946874101523816	0.0507308120862555	0.111652572739	0.0642931664058425	0.0531664706870485	0.0724670604270786	0.0304627384842416	0.0527077462106787	0.118860276585598	0.0179451535447997	0.00736012505699212	0.00906981649441046	0.0391782130912566	0.0188372683422188	0.0222615929748883	0.0954238329238329	0.0202595228128924	0.0200992399974876	0.0355487735955691	0.00346194650734268	0.0923025658113962	0.0144063027574564	0.0208348097229112	0.0778023720638277	0.112303809219879	0.0531621392190153	0.0284571170968105	0.0814423602258241	0.0413012278743422	0.0673197492163009	0.131650839078964	0.000456065673456978	0.0138377139114059	0.0324821246169561	0.0150616985240745	0.00441351213715838	0.0973347766302917	0.00862556561085973	0.0786751403256483	0.0463765810198075	0.0316999395039322	0.00854405799603003	0.0439332561728395	0.114593170634723	0.0152371590071271	0.0386583285957931	0.0657859772994723	0.0224872897927258	0.0351132349885726	0.0313954472370314	0.031106041328478	0.119156687346703	0.0178524374176548	0.0351502488785104	0.038611151130961	0.0103165938864629	0.00350458578778615	0.0749158659708335	0.0158903794115954	0.0346831196837187	0.0195932823032103	0.00303095908205239	0.0195248176899553	0.0296921819667666	0.119908682417742	0.0676331049024776	0.0788966952901379	0.00652871528162001	0.0148058619126756	0.0465029588555985	0.00869470709705467	0.0216737275127402	0.0279200675485505	0.0250830170777989	0.0859047731429583	0.0775949089313145	0.0150920615756112	0.00322030687630233	0.062048163929717	0.0915536613715614	0.00861502038668946	0.0386580214166421	0.0135857121050221	0.062673844773441	0.0523995077932732	0.0313567038470294	0.0183620306245632	0.0195695947646615	0.00751466275659824	0.123994515539305	0.105259081403454	0.0027571781707549	0.00327342350688654	0.0261848651479445	0.095508946557649	0.0114014788056669	0.018042399639152	0.0120048789882519	0.0186767578125	0.0938136494908041	0.0596539709239457	0.120019797079931	0.0419731717871051	0.0982661625011528	0.012872042737217	0.0521295101285001	0.0151508022396838	0.0968641114982578	0.0493280759636276	0.0493347104927395	0.044607190412783	0.00884075588462814	0.0414617733837155
"human_gut"	0.00547738218906412	0.0184662527215547	0.0111441307578009	0.0429374820409671	0.00344370860927152	0.00989704417137164	0.0384621259565888	0.0140988446073192	0.00449495377830549	0.00708737313602086	0.0272585669781931	0.011104331909701	0.0358400225320377	0.0312486768006097	0.00784888735552872	0.0946874101523816	0.0412269777806908	0.041094207498106	0.0641627543035994	0.0335965059633798	0.0338482507950931	0.0303573310846421	0.0274202147916825	0.0679201580489134	0.0176924049033236	0.00638311730606396	0.00829642128946073	0.0391782130912566	0.0121858339680122	0.0197196117701433	0.0574324324324324	0.0202595228128924	0.0196595691225426	0.0355487735955691	0.00323859511977218	0.00489836721092969	0.0106359032076533	0.0208348097229112	0.0340942878852952	0.0121268386086048	0.00567699490662139	0.0190465457004395	0.0343835366964123	0.022378142773614	0.0274294670846395	0.00867884554628408	0.000202695854869768	0.0138377139114059	0.019050051072523	0.0111904185821437	0.00441351213715838	0.0401100026330417	0.00798925339366516	0.032379273553834	0.0433537506960465	0.0314579552329099	0.00815569172348321	0.0212191358024691	0.0431432973805855	0.00794626034242648	0.0298058962072606	0.028090953953612	0.0107547907704341	0.0346284368723596	0.0224253194550224	0.0125038388979073	0.0432296926850382	0.0156785243741766	0.0293738093774965	0.0333525428612592	0.00567685589519651	0.00298262620237119	0.0656977027752036	0.00650584374460245	0.0345633161614951	0.0170227350622644	0.00238146785018402	0.0193679918450561	0.0288068646145464	0.118024351355269	0.0366895097522404	0.0741608118657299	0.00625207480358526	0.0139749206828826	0.0332230557755929	0.00608629496793827	0.0211825382206668	0.0247678018575851	0.0250830170777989	0.0364623281609534	0.0366908053543998	0.0150920615756112	0.0026520174275431	0.0606597405084502	0.0138705927934909	0.00848349335788505	0.0251006975144906	0.0132040909784766	0.0496186630776133	0.019739540607055	0.0235033007056681	0.0114365588665099	0.0164862824062421	0.00467375366568915	0.0498171846435101	0.00584772674463636	0.00171135196805476	0.0027175591377926	0.0239853364755172	0.0391041592605759	0.0075069142631371	0.0108898769250596	0.0120048789882519	0.0155029296875	0.0643866849065207	0.0519043614081461	0.00420687948527592	0.0190826482042406	0.00585631282855298	0.00722462477741033	0.0366421637394086	0.0151508022396838	0.0738675958188153	0.0490464311579625	0.0233914575612127	0.0429427430093209	0.00861973698751243	0.0217920182204048
"mammal_gut"	0.00547738218906412	0.0184662527215547	0.0111441307578009	0.0429374820409671	0.00344370860927152	0.00989704417137164	0.0384621259565888	0.0140988446073192	0.00449495377830549	0.00708737313602086	0.0272585669781931	0.011104331909701	0.0358400225320377	0.0312486768006097	0.00784888735552872	0.0946874101523816	0.0412269777806908	0.041094207498106	0.0641627543035994	0.0335965059633798	0.0338482507950931	0.0303573310846421	0.0274202147916825	0.0679201580489134	0.0176924049033236	0.00638311730606396	0.00829642128946073	0.0391782130912566	0.0121858339680122	0.0197196117701433	0.0574324324324324	0.0202595228128924	0.0196595691225426	0.0355487735955691	0.00323859511977218	0.00489836721092969	0.0106359032076533	0.0208348097229112	0.0340942878852952	0.0121268386086048	0.00567699490662139	0.0190465457004395	0.0343835366964123	0.022378142773614	0.0274294670846395	0.00867884554628408	0.000202695854869768	0.0138377139114059	0.019050051072523	0.0111904185821437	0.00441351213715838	0.0401100026330417	0.00798925339366516	0.032379273553834	0.0433537506960465	0.0314579552329099	0.00815569172348321	0.0212191358024691	0.0431432973805855	0.00794626034242648	0.0298058962072606	0.028090953953612	0.0107547907704341	0.0346284368723596	0.0224253194550224	0.0125038388979073	0.0432296926850382	0.0156785243741766	0.0293738093774965	0.0333525428612592	0.00567685589519651	0.00298262620237119	0.0656977027752036	0.00650584374460245	0.0345633161614951	0.0170227350622644	0.00238146785018402	0.0193679918450561	0.0288068646145464	0.118024351355269	0.0366895097522404	0.0741608118657299	0.00625207480358526	0.0139749206828826	0.0332230557755929	0.00608629496793827	0.0211825382206668	0.0247678018575851	0.0250830170777989	0.0364623281609534	0.0366908053543998	0.0150920615756112	0.0026520174275431	0.0606597405084502	0.0138705927934909	0.00848349335788505	0.0251006975144906	0.0132040909784766	0.0496186630776133	0.019739540607055	0.0235033007056681	0.0114365588665099	0.0164862824062421	0.00467375366568915	0.0498171846435101	0.00584772674463636	0.00171135196805476	0.0027175591377926	0.0239853364755172	0.0391041592605759	0.0075069142631371	0.0108898769250596	0.0120048789882519	0.0155029296875	0.0643866849065207	0.0519043614081461	0.00420687948527592	0.0190826482042406	0.00585631282855298	0.00722462477741033	0.0366421637394086	0.0151508022396838	0.0738675958188153	0.0490464311579625	0.0233914575612127	0.0429427430093209	0.00861973698751243	0.0217920182204048
"human_pathogens_all"	0.00122768911134196	0	0.000185735512630015	0.000164196872049587	0.00167770419426049	0.00252407837927599	0.110528968793438	0.00162874739145926	0.000339241794589093	0	0.00849617672047578	0.0024405125076266	0.0515420363329109	0.0411567938349494	0.0314818009315163	0	0.0094382906206987	0.101189623047155	0.000130412102243088	0.0198219385183941	0.0556565197637438	0.000105407399599452	0.0357224464924975	0.118809183186866	0.000252748641476052	0.00117240930111379	0.000773395204949729	0	0.00903782685960904	0.00323524880603913	0.094041769041769	0	0.000816531624897934	0	0.000390864928248367	0.0892369210263246	0.00377039954980304	0	0.0682546499719185	0.101830630421538	0.0481218166383701	0.0131297193733799	0.068147878346385	0.0266305214479349	0.0613244514106583	0.130164098942556	0.000202695854869768	0	0.0203268641470889	0.00725864989112025	0	0.0835551914806471	0.00063631221719457	0.0666140928700654	0.00302283032376104	0.000483968542044767	0.000560973504789851	0.0321662808641975	0.10167006312441	0.0105677070533301	0.0103143019572809	0.0520062255627681	0.0184786859601095	0.000484798116213034	0.0135398155200135	0.0265432369587154	0.0996429086711874	0.00217391304347826	0.0213236649665089	0.0200259328626999	0.00665938864628821	0.00178957572142271	0.0129249378139784	0.0138177212274742	0.000119803522223553	0.0031989032331772	0.00144331384859638	0.00101936799184506	0.0032007627349496	0.00237353239599942	0.0475487612018977	0.0058808222742649	0.000221312382427797	0.00332376491917208	0.0138856530450585	0.00434735354852733	0.00135077055320194	0.0118772867998874	0	0.0677326095934863	0.0614878209348255	0	0.00113657889751847	0.00157993010006224	0.0781092599767532	0.000131527028804419	0.0177817074368798	0.000305296901236452	0.0163750560789592	0.034505742411813	0.0103573867516504	0.0106105851705953	0.00333501132645356	0.00595674486803519	0.0951706276660573	0.101308961350786	0.00123597642137288	0.000555864369093941	0.00277559570568212	0.0842516885886953	0.00541852458091099	0.0072813969972292	0	0.0157470703125	0.0428028575771394	0.0100324402258801	0.116610299980753	0.0368671570748594	0.0928248639675367	0.00951411854489952	0.0233432467313843	0	0.032520325203252	0.000281644805665084	0.0290418615954797	0.00274633821571238	0.000221018897115703	0.0244319064133754
"nitrate_reduction"	0.000377750495797526	0	0.000650074294205052	0.000451541398136365	0.000883002207505519	0.00192627034207904	0.0684925229504942	0.00167964574744236	0	0.000396892895617168	0.00630133106768621	0.0012202562538133	0.0309815518940994	0.028919845873735	0.0310505433845092	0	0.0087173100871731	0.0708040705174144	0.000456442357850809	0.0192339996640349	0.0392435256701499	0.000105407399599452	0.0257445349988575	0.0532733837454867	0	0.00104214160099003	0.000632777894958869	0	0.00665143437420665	0.00254198120474503	0.0414004914004914	0.000167434072833822	0.000439670874945041	0	0.000111675693785248	0.0874041986004665	0.00388294879009567	0.000141733399475586	0.0445340116951336	0.100089935884418	0.0474320882852292	0.00941057139637101	0.0468767073392825	0.0195077871684474	0.0399686520376176	0.12297199353268	0.000101347927434884	0.000327519855891263	0.0133810010214505	0.00308492620372611	0	0.0575465902109359	0.000494909502262444	0.0466205872802338	0.00286373399093151	0.000241984271022384	0.00038836627254682	0.0227141203703704	0.0714747253839654	0.00774145981813713	0.0196540242020629	0.0378848270887902	0.0122702385608135	0.000623311863702472	0.00905475162900905	0.018997060501031	0.0763057278891935	0.00204216073781291	0.0109383641614945	0.0136147529174471	0.00496724890829694	0.00149131310118559	0.0554065258742623	0.00932696182854511	0.000239607044447107	0.00251342396892494	0.0011546510788771	0.00101936799184506	0.00272405339144647	0.115922597477895	0.0306800210859251	0.0615144418423107	0.000497952860462543	0.00234174346578033	0.0133730953823214	0.0026084121291164	0.000245594646036716	0.00326484660849986	0.000118595825426945	0.0495604460440144	0.0409041035769146	0.000528222155146393	0.000820862537096672	0.0217360080432805	0.0776055792328555	0.000591871629619887	0.0141958935062383	0.000152648450618226	0.0207716464782414	0.0327112387202625	0.0080810380150239	0.00775144545396785	0.00308331235841933	0.00247434017595308	0.0834247410115783	0.0994113546588181	0.00066552576535463	0.000555864369093941	0.00246137732390678	0.0564936603863017	0.00389456454252977	0.0072813969972292	0	0.00927734375	0.0674874601003192	0.00817013096239337	0.115867909483351	0.0243617481609693	0.092317624273725	0.00600356143474943	0.0154873463890915	9.41043617371665e-05	0.0731191121435024	0.000643759555805907	0.0365149766085424	0.00183089214380826	0	0.0202909053263626
"aerobic_chemoheterotrophy"	0.0203985267730664	0.0204015805177002	0.174219910846954	0.0478223389844423	0.0283885209713024	0.0144802391232149	0.00137473841782883	0.00488624217437777	0.0260368077347129	0.0124170777343086	0.036321155480034	0.00463697376449054	0.0042247570764681	0.00431892280984037	0.0180265654648956	0.00511133118231479	0.00727534902012191	0.00171993693564569	0.00319509650495566	0.00613136233831682	0.00431621990004543	0.00421629598397808	0.0128722674994287	0.00292935486068533	0.00783520788575762	0.00840226665798215	0.0148351262040357	0.00496894409937888	0.0100533130236101	0.0173316900323525	0.0103808353808354	0.00895772289660946	0.0153256704980843	0.00463433932406465	0.0177564353118544	0.00206597800733089	0.00551491277433877	0.0107008716604068	0.0111665400244475	0.00368447010357133	0.00445670628183362	0.00715654231939592	0.00429794208705154	0.0027108914048796	0.00634796238244514	0.000873459830139939	0.0173304955913652	0.00532219765823303	0.00500510725229826	0.0075610936365836	0.00379109375884117	0.00631930019601533	0.00834276018099547	0.00524191677877256	0.00867075013920929	0.0125831820931639	0.00392681453352896	0.0078125	0.00181420547740941	0.00163840419431474	0.019816454154146	0.00937630490073264	0.0122702385608135	0.0119814391578364	0.0115088431920115	0.0123722195410872	0.000955850526619535	0.00586297760210804	0.0145025502365882	0.0155597176199395	0.0161572052401747	0.0187159794198792	0.0095595766473199	0.00627554839081122	0.0138972085779322	0.0863703872957843	0.00851555170671863	0.0326197757390418	0.0104195042222828	0.00101463980286998	0.0186083289404323	0.0118136872235233	0.0331968573641695	0.0344462909805106	0.00950561483621453	0.0519508749049016	0.00736783938110149	0.00686743596960315	0.00990275142314991	0.00864357779220013	0.00908492429229756	0.0115454271053426	0.0118077918797752	0.0067027337578398	0.00914374273537388	0.012560831250822	0.0113468906572355	0.0224393222408793	0.00856886496186631	0.0218929450369155	0.0182107898930116	0.013978016392401	0.0156682607601309	0.0251099706744868	0.000441803778184034	0.0111145534815274	0.0184445712112569	0.0164906429497869	0.00885048442000524	0.00586562388908638	0.00541852458091099	0.0057349055995876	0.0123900622712974	0.0379638671875	0.0037999696002432	0.0137570587528535	0.00250213093568699	0.0157940285590653	0.00318177626118233	0.0130246756550496	0.00583581168284608	0.0143509151649179	0.0039747064137308	0.0091333386979963	0.0311076007047816	0.0738182423435419	0.00442037794231407	0.0322480459651121
