"","jarjarbinks_29","korra_29","kubo_30","hamlet_31","jarjarbinks_32","goose_37","hera_37","kubo_37","lambchop_37","ophelia_37","wolverine_37","hamlet_41","hera_41","goose_42","lambchop_42","buddy_57","joans_57","ginger_58","henry_59","joans_60","marshmallow_60","joans_62","henry_66","ivy_67","franc_68","grogu_70"
"jarjarbinks_29",0,0.0139050106177779,0.00708176378982619,0.0113709653323201,0.00502743101829078,0.00383746440850152,0.0280965964951362,0.00917101079694575,0.00315805177262306,0.0179315752875781,0.0147722668002399,0.0103682908542328,0.00840067871026054,0.0119084454199134,0.0139244267133172,0.00968514112494998,0.013404736672055,0.0167146874766437,0.0174001534823995,0.00162271568305476,0.0149735083662564,0.0191131828056476,0.0232962282043553,0.0089275608992447,0.00432460409503666,0.0153292523882291
"korra_29",0.0139050106177779,0,0.0167992078499759,0.0241424210235386,0.00939531001877495,0.017611177730928,0.0285390584078799,0.0192521846692894,0.0140525906774448,0.00463415741298213,0.0207745972971776,0.016774976986663,0.0172630004123971,0.0256006355108304,0.0258098275390461,0.0225618673884897,0.00384628529348509,0.0303634764544454,0.0307951981004206,0.0135037934448183,0.00259150962221888,0.0323840096246265,0.0278767663407295,0.0100602690803395,0.0179175692875376,0.01197037067669
"kubo_30",0.00708176378982619,0.0167992078499759,0,0.0107013461666564,0.00908394315539865,0.00694277200718732,0.0227235085228555,0.00756053262178216,0.00755456782456239,0.0198781929415711,0.0100521327392429,0.00429350893239943,0.00338509266216045,0.0138178801166242,0.0146981515584382,0.00799498925215438,0.0164101687088706,0.0181710350344399,0.0192162868316415,0.00799726679484617,0.0175193643624061,0.0212877909531951,0.0211976887630663,0.00883454931640422,0.00856227762538808,0.0171884180983355
"hamlet_31",0.0113709653323201,0.0241424210235386,0.0107013461666564,0,0.01571408141614,0.00835460914977042,0.0315618378098412,0.00824522927801013,0.0128879951301377,0.0280459581821391,0.0178174979199803,0.0133897045235153,0.0101620671437713,0.0088543170961453,0.00991396298901564,0.0068458228151483,0.023809362474351,0.00989030811105357,0.0107475940686269,0.012111945258605,0.0252632038993771,0.0126605947188833,0.0229156615524706,0.0174793628273398,0.00808662368630839,0.0223296678101294
"jarjarbinks_32",0.00502743101829078,0.00939531001877495,0.00908394315539865,0.01571408141614,0,0.00854267725389477,0.0264475833962419,0.0117872913072624,0.00485070447806461,0.0131657725470407,0.0145406663822768,0.0109788156934024,0.00999021925517698,0.01647251844783,0.0171201241986296,0.0134880823398397,0.00873038785627052,0.0214313257224341,0.0219053166389899,0.00507806272316124,0.0103131505277001,0.0238346037704837,0.0226884703117666,0.00547944498820749,0.00912812748425926,0.0116181156653956
"goose_37",0.00383746440850152,0.017611177730928,0.00694277200718732,0.00835460914977042,0.00854267725389477,0,0.0287693386183908,0.0080006535942942,0.00486614315656652,0.0215548464469019,0.0145140773772932,0.0108529982744093,0.00819553410626779,0.00845991500502693,0.0110837914488516,0.00639846719545164,0.0169771717064857,0.0132933353711553,0.0140798316831032,0.00456452320990654,0.0186106368523702,0.0159793414845383,0.022728721156071,0.0114708697864003,0.00216312379089054,0.0177823345748654
"hera_37",0.0280965964951362,0.0285390584078799,0.0227235085228555,0.0315618378098412,0.0264475833962419,0.0287693386183908,0,0.0274779128657681,0.0267824790277421,0.0276104497839514,0.0156821752106465,0.0205578414992929,0.0230204276961176,0.0338400586720502,0.0323547712721308,0.0273364175617833,0.0277074289804995,0.0380739375770548,0.0389529260977232,0.0288297767613389,0.0278048843801279,0.0417362041452766,0.0252944681157502,0.0219289265347091,0.0305336915616077,0.0273373391674369
"kubo_37",0.00917101079694575,0.0192521846692894,0.00756053262178216,0.00824522927801013,0.0117872913072624,0.0080006535942942,0.0274779128657681,0,0.010386376568647,0.022737222106472,0.013755222231162,0.00879004785186528,0.00567370244616633,0.0133481866918178,0.0113361168738468,0.00746194518757367,0.019202106257451,0.0164279794057302,0.0168986282986697,0.0098846746690167,0.0203855295149937,0.0192119392102965,0.0201010953366884,0.0122399642559725,0.00876343445862007,0.0174060999470111
"lambchop_37",0.00315805177262306,0.0140525906774448,0.00755456782456239,0.0128879951301377,0.00485070447806461,0.00486614315656652,0.0267824790277421,0.010386376568647,0,0.0176882830860779,0.0131250851158534,0.0109175935037839,0.00913740750041606,0.0120955289084325,0.0136967869557373,0.00961628207435918,0.0130409372948728,0.017447970443385,0.018019316780741,0.00368046770885636,0.0148028115416228,0.0201010374376784,0.022024255323644,0.00806578008624962,0.00602347133952823,0.0147960398052835
"ophelia_37",0.0179315752875781,0.00463415741298213,0.0198781929415711,0.0280459581821391,0.0131657725470407,0.0215548464469019,0.0276104497839514,0.022737222106472,0.0176882830860779,0,0.0222156202252102,0.019252615478399,0.0202691942193118,0.0295770156167434,0.029368063376694,0.0260396959287565,0.0058697078701537,0.034495729907809,0.0349197290633374,0.0176130433941516,0.00371358286661564,0.0366806222749839,0.0290828797199565,0.0123586842983231,0.0220598460556716,0.0132191248144009
