"","hera_1","buddy_11","hera_11","jarjarbinks_11","padme_11","hera_14","iris_14","jarjarbinks_14","jarjarbinks_15","buddy_16","buddy_17","iris_17","lambchop_17","padme_17","buddy_18","hera_18","iris_18","jarjarbinks_18","lambchop_18","franc_19","hera_2","jarjarbinks_2","lambchop_2","goose_20","hera_20","iris_20","buddy_21","jarjarbinks_21","franc_22","goose_22","grogu_22","hera_22","iris_22","iris_23","franc_24","goose_24","grogu_24","hera_24","lambchop_25","jarjarbinks_29","jarjarbinks_3","jarjarbinks_32","grogu_36","franc_37","goose_37","grogu_37","hera_37","lambchop_37","goose_4","grogu_41","hera_41","goose_42","grogu_42","lambchop_42","buddy_44","franc_44","goose_44","iris_44","jarjarbinks_44","lambchop_44","buddy_45","franc_45","grogu_45","hera_45","jarjarbinks_45","buddy_46","goose_46","iris_46","lambchop_46","franc_47","buddy_48","franc_48","grogu_48","hera_48","iris_48","jarjarbinks_48","lambchop_48","franc_49","iris_49","jarjarbinks_49","padme_5","buddy_50","franc_50","grogu_50","jarjarbinks_50","lambchop_50","franc_51","lambchop_51","buddy_52","goose_52","grogu_52","jarjarbinks_52","franc_53","hera_53","iris_55","lambchop_55","buddy_56","franc_56","grogu_56","buddy_57","goose_58","goose_59","iris_59","padme_6","iris_60","hera_67","franc_68","jarjarbinks_68","hera_7","iris_7","padme_7","grogu_70","franc_9","grogu_9"
"hera_1",0,0.167954198760881,0.179113852641932,0.236391245094503,0.237886649509172,0.0947421065444109,0.271811082466428,0.198414917333214,0.165650919451399,0.444358358724614,0.176214630853513,0.101535870917684,0.466470651796131,0.614641290661708,0.447367707946416,0.113189241633391,0.166268792360158,0.16450421242722,0.326110234313095,0.124726558788061,0.419842093475052,0.416894083327836,0.432282009194111,0.142511467443183,0.139438105352305,0.0856651056459353,0.192683731332376,0.128881900097324,0.153742454741497,0.196304566341924,0.493536998523687,0.218056682191237,0.0925493178652132,0.136523434850292,0.17000988806318,0.115948727064596,0.226220299440931,0.152990685873494,0.107399254686297,0.168830759826127,0.140922695426548,0.206545579674429,0.522978539560745,0.137872632298227,0.142002797995665,0.549111078550611,0.186949223044761,0.19759209785537,0.630686374257395,0.531439818208357,0.079289546847941,0.154929182169513,0.381891767660758,0.220901650411182,0.22396481357085,0.294487233301851,0.225453375740869,0.146866596234092,0.449835400968495,0.155281655539891,0.19601084233151,0.178744945236865,0.217507361232766,0.275095645855988,0.438102589382395,0.301505500779577,0.23224340359662,0.185351688312978,0.216220610625293,0.112367910157446,0.396283010371333,0.179327175541584,0.539591982497642,0.166910595567833,0.108511891138883,0.239507802385539,0.146011389322111,0.17258870001036,0.117068496899427,0.192483488863446,0.330028800910104,0.349574108824847,0.0835821542739807,0.432850780945161,0.144034548846084,0.125446899355586,0.165183194994482,0.11322830727586,0.206621902381839,0.121456133659416,0.458941531325719,0.129485900641531,0.14886910485597,0.137224870582421,0.104013946013526,0.324155347170383,0.399652913312655,0.168868000360784,0.483157407217398,0.242457453762132,0.216656428991829,0.15355571822536,0.169821100286868,0.335741809636047,0.283347094765295,0.191819419262018,0.168411256476134,0.154237967230956,0.0828885694330349,0.156956616963565,0.382767705402506,0.467602895177719,0.491376176795329,0.142421455381957
"buddy_11",0.167954198760881,0,0.234558255511712,0.191567926146166,0.233534930398491,0.205055509423639,0.280596915600573,0.2563936277455,0.234541973122467,0.404788266260171,0.142663227452357,0.195888472504433,0.323634813352002,0.476617867427665,0.339503023657492,0.204358192154425,0.201072436949929,0.110415060065435,0.230992418557471,0.110478388047174,0.373847271341525,0.396511769962235,0.358969552515409,0.185563826687746,0.224823428889189,0.212060238441338,0.148158630070486,0.152403524363252,0.166728268568678,0.0845698688065925,0.404324542191706,0.137788447599203,0.200568555255027,0.197324834026243,0.152707571305255,0.126793417525086,0.10650216892316,0.217988234612634,0.167684077858124,0.134699006002583,0.220559360217103,0.104341976766291,0.432610151296348,0.167169942405902,0.106111763196346,0.454672772457404,0.245723723216439,0.116878071224569,0.483016810046371,0.437248437142913,0.166935479275187,0.141973805685471,0.300078300117526,0.213236625128728,0.15859913561319,0.230731540198574,0.274178385507535,0.195515217099193,0.35558469412183,0.181273570883832,0.11621458070981,0.159222732466974,0.193576850495599,0.30593415981068,0.324499947414511,0.212920849685923,0.202858400205163,0.195315140889494,0.20165864741632,0.193993077804268,0.306248144210886,0.188283974422377,0.445767686553795,0.224828130198645,0.182574257298682,0.121588903078164,0.180494306008465,0.187614991572311,0.206488430449934,0.198072427193981,0.196841536979547,0.217083361571485,0.171475598916457,0.343081216386099,0.206566813674062,0.16234297184562,0.180589376312294,0.171422474777717,0.129190320339715,0.131980455579886,0.370010955122653,0.223405695926036,0.191844061679208,0.253129068268849,0.20973503354312,0.297028649638381,0.259486765779449,0.218562736316017,0.395182847727059,0.171680267209873,0.14362486070664,0.14590492929073,0.208362260000968,0.201968829568325,0.302903390585213,0.310833805401399,0.132694098746263,0.112150781437476,0.216159789154027,0.243370897946705,0.258206557386134,0.372837404650476,0.351150906326171,0.163211648278458
"hera_11",0.179113852641932,0.234558255511712,0,0.197026714880919,0.125272350434809,0.10767321920447,0.341553423609238,0.270343492889043,0.188328833300767,0.526198106411192,0.196477709513235,0.226254496218071,0.416150016943037,0.562182338852275,0.393385405913982,0.22525985968999,0.277876665933607,0.261298401020451,0.296516004868018,0.194483810862208,0.499712997643975,0.476664676407532,0.482963415845043,0.202787618355355,0.22915069200821,0.170151681468599,0.240543173480528,0.231141737333136,0.254853074750822,0.228235262910625,0.46558727938711,0.313252156003306,0.198077187726183,0.258617086341295,0.252785226435221,0.199711112977731,0.282835223615774,0.257680745775181,0.238848520593921,0.165999352347546,0.199148236424421,0.24561566913319,0.490084911538373,0.24727249400193,0.232630191240631,0.517125223565194,0.277567977526401,0.253334524707685,0.575090566157097,0.49825469775143,0.143257375336484,0.223625143791421,0.394677460204579,0.329962730295682,0.294586341557241,0.291463041310204,0.219529272151934,0.232519508066742,0.52069942487971,0.265838308520268,0.297793370849661,0.26296815101622,0.199425200109796,0.360673739164491,0.376561481647827,0.387334850301734,0.336126124677799,0.276791855237686,0.30046058541896,0.239823196061605,0.383705024320802,0.291204301522289,0.508234491855698,0.250690100204662,0.222659435359379,0.26978209181708,0.214969762175641,0.273461098348975,0.226637526763512,0.248801805777868,0.375646588902582,0.319887267070961,0.216984952088236,0.413644333924011,0.228348403638382,0.257033852638237,0.282535973770676,0.257558728209944,0.238407072264517,0.223091833451139,0.432722594469305,0.231373896649899,0.281230099647854,0.171544412263109,0.19287800272067,0.418143748996493,0.348168797599569,0.246788291005735,0.449362398980078,0.284653752604957,0.216408769416929,0.219358648853836,0.276342810078231,0.391682068782788,0.38694721100907,0.21033899385227,0.174374372437944,0.216884497458149,0.168783261848119,0.239306505344043,0.396110227083899,0.516166586561945,0.445011574628345,0.251855184254269
"jarjarbinks_11",0.236391245094503,0.191567926146166,0.197026714880919,0,0.12584001887391,0.202622447068451,0.273474405450015,0.222165202274825,0.215977041955111,0.456245311216844,0.123850673881824,0.242909450233527,0.399259944795737,0.527677102363388,0.385333530950963,0.228547718375821,0.249118662451114,0.193251446716553,0.353940751566979,0.199239338019185,0.428916941032303,0.388241834101618,0.402537443061297,0.236090370745182,0.240738277088883,0.241446438313244,0.119432537788366,0.215362584614302,0.25333722215761,0.185996133839343,0.434702220103446,0.232279128706817,0.262842537987676,0.275766459811109,0.218678316803152,0.192127396421036,0.204727832169683,0.243155883208923,0.268363320391499,0.202586801874658,0.270403148608738,0.191591607416855,0.464570369000266,0.244820481918715,0.200373522425237,0.488748927709424,0.243200496593032,0.205158559287965,0.539590663789675,0.470971764050601,0.18494699059386,0.212454623022079,0.362069741826423,0.286982989161557,0.205633028516343,0.185436232234525,0.314380473134819,0.236976772434901,0.441142221981031,0.263807256132356,0.236770855708284,0.239768712732724,0.277077541673061,0.286973077270968,0.350153437303549,0.302355143189803,0.255074901534907,0.224449381889818,0.279651029148591,0.25106370965542,0.357043139140428,0.265881694573658,0.479231462885774,0.231773728891482,0.239358146646001,0.200733313148645,0.252633311378897,0.263559946371343,0.259807611997518,0.231413994983827,0.283147395427604,0.279840551721057,0.241960794806481,0.384678051971477,0.248775107739624,0.267429169191974,0.258563715198098,0.289916755390731,0.222988583764605,0.216850035516001,0.404622146967849,0.267944288563595,0.273677765368045,0.269095087921415,0.244539123415374,0.354616694542454,0.322664750318098,0.219537725133475,0.425009541300116,0.236457465857532,0.24199717174637,0.216777502871555,0.259717095328752,0.300901882280593,0.308525036486345,0.351928914991926,0.217530441988186,0.175847298013486,0.253507327740592,0.278963750458687,0.306324055093306,0.434445824860733,0.419850144847873,0.223476001655065
"padme_11",0.237886649509172,0.233534930398491,0.125272350434809,0.12584001887391,0,0.186793158848349,0.328653551167349,0.306983680846706,0.244549726047972,0.504907196215839,0.166639570952973,0.278670751847541,0.406565555902545,0.539672827334804,0.377030396507439,0.289448779375245,0.298174788706249,0.25618262795086,0.326909363276026,0.235319846581566,0.484044646012254,0.451303801027533,0.466325249854098,0.259903049077466,0.302997517036313,0.223204621634444,0.162756788868787,0.263920637525782,0.295696497236346,0.240003911435867,0.451437325993891,0.298418653084708,0.251275001417535,0.2969336945832,0.267030507878527,0.243052143733758,0.276009906218809,0.30028301282029,0.26807961823754,0.20213432142791,0.265381496457624,0.253241101186489,0.47582677555676,0.287549612279933,0.256752867454357,0.501281852441168,0.310625288095022,0.263022509131039,0.552776539890262,0.483377642367531,0.206682743494922,0.258414056225431,0.384401599955476,0.327651516890293,0.284009535272361,0.271159967930321,0.288391943103684,0.260635730355384,0.494894269528719,0.295469309554682,0.287622394499483,0.283752164682872,0.235828724929335,0.365279373355179,0.371850668406738,0.373826397569264,0.330778316240822,0.275580269950152,0.293108039680701,0.279062308408281,0.369523158918322,0.31709378371254,0.49359478417904,0.29823366002691,0.271057752051524,0.26855598878321,0.251238807232066,0.309755504686246,0.271966125766445,0.281362174510006,0.354167151161772,0.309512354362602,0.259681527649385,0.409521994410408,0.270078557841865,0.281010615171375,0.302328616133979,0.284964098384576,0.239142883932082,0.256251591533637,0.422037614064747,0.290053057267996,0.310361815488983,0.253396320766238,0.255066448597289,0.400948383627454,0.342438443290999,0.294197581707913,0.439387333192355,0.273307866544955,0.240753091660589,0.251870565024541,0.313313827107026,0.363300003170355,0.392494338563986,0.293780291505875,0.213156299568457,0.232031077998871,0.230493255536051,0.299276263707541,0.368791186239594,0.490297590297677,0.433910569602693,0.281160749420698
"hera_14",0.0947421065444109,0.205055509423639,0.10767321920447,0.202622447068451,0.186793158848349,0,0.294936189774722,0.229349859431693,0.154172058629938,0.488370585997197,0.178190264394968,0.169782273613159,0.443570447312782,0.585157751706886,0.41253905578404,0.156963364719904,0.223622048613728,0.21607630230703,0.299691247762509,0.178814451103568,0.454204232407678,0.436551956486796,0.440437725998685,0.157978154969691,0.181486702445079,0.0952248385842929,0.2202630557624,0.172830344458535,0.21442572500692,0.224320895359741,0.472386222738452,0.267783802618343,0.12101097981325,0.197667464749864,0.211414228776637,0.168340237618411,0.259169939034316,0.199966274815465,0.159134967500797,0.162479569398028,0.162337043487335,0.224992315624715,0.501568863114606,0.212670167654204,0.195392771817302,0.52792008900337,0.231677676805445,0.228808943174819,0.599907235927429,0.510066633903909,0.0846444129176731,0.181252830783741,0.388562402367674,0.271740605604369,0.25316888315106,0.282432722087886,0.215928807073731,0.18998905780814,0.487832228124539,0.205452431782044,0.250149525184025,0.223946160752538,0.205465479685565,0.302137460909742,0.407326683831768,0.343866613422717,0.289565286758089,0.216799417163558,0.245943148351026,0.161395959612997,0.386721404351494,0.243702860667769,0.518770306110293,0.205475059445331,0.168889325148574,0.248012863910124,0.160718223528109,0.231711181662213,0.14795590727748,0.218487467066743,0.347176498331785,0.334448236810575,0.145422876615709,0.41657528252608,0.155918943984931,0.182432044820449,0.229363784852345,0.177272346360781,0.211671033510782,0.159535346198962,0.439119566401463,0.166801226097265,0.216622925823002,0.145393141128397,0.133058970244666,0.369692424540799,0.373739714634727,0.207407425157727,0.461472640131164,0.255202377152061,0.211682978606039,0.173611997176949,0.235454682551232,0.372072079149783,0.33906638935918,0.181778899314505,0.172086125855631,0.186662151728867,0.0975130873791749,0.183241293279264,0.387175877487201,0.495428331270261,0.469783742269396,0.18886178672934
"iris_14",0.271811082466428,0.280596915600573,0.341553423609238,0.273474405450015,0.328653551167349,0.294936189774722,0,0.217290263272344,0.310036212650472,0.297464012277501,0.273725473399639,0.225249140794362,0.486818273881753,0.611876243891106,0.46932588118507,0.246574923206596,0.162793571347978,0.279108654897283,0.458727447985526,0.262914159769058,0.270125396038434,0.230093175200158,0.395577542483515,0.314658439932552,0.277226989937903,0.271983580937524,0.256609259609835,0.28669849174252,0.236502977304355,0.303802585072626,0.504940628571653,0.293791807388883,0.261945532992516,0.23540450890382,0.201513887297772,0.285157549457268,0.301403479901751,0.207347809681038,0.285876805172671,0.324341950712101,0.341749089919818,0.320963924035509,0.5325268755344,0.242947966737868,0.295466955776821,0.554438695369115,0.188211829932785,0.321549248964132,0.625290829411301,0.538352477395479,0.263348898079561,0.318882811152983,0.422548072130584,0.17774085786296,0.281352761153707,0.256943437358614,0.402453882629018,0.170192637077991,0.294757785747426,0.227243909486223,0.240898670339402,0.22551805724079,0.359437604380448,0.126891406306763,0.463745152752548,0.239609921411896,0.202918620763733,0.151821089299156,0.178059181890511,0.288733134195257,0.421087438458883,0.213510073598785,0.54564639672105,0.233259427417443,0.219534737760085,0.325476423900243,0.329637522200506,0.262950448219562,0.28973513743603,0.327254441962909,0.371141479116087,0.390436997464376,0.244175055447558,0.456760404763771,0.335941183608343,0.251607292556,0.197232176050418,0.288523177981861,0.301722188232143,0.294093906137725,0.474902667141514,0.330550376764347,0.215666093359727,0.343351755323565,0.28531338580066,0.185992815109719,0.422543778979625,0.223994618133467,0.49657895312545,0.318898047137476,0.356395782564722,0.324741970546124,0.22046995358335,0.359112742626584,0.122230203195089,0.404637307408836,0.326113097492004,0.275571110321197,0.321096613534957,0.32324439704668,0.401578867017363,0.323049881937058,0.506387396597346,0.221439857818494
"jarjarbinks_14",0.198414917333214,0.2563936277455,0.270343492889043,0.222165202274825,0.306983680846706,0.229349859431693,0.217290263272344,0,0.150262210206821,0.412370129123287,0.249368570296153,0.164377521576678,0.501218286834717,0.626000560766807,0.480853043549659,0.127997531801186,0.136410247505861,0.21982051522092,0.43915332543645,0.193242298680117,0.370961355067968,0.340004197771431,0.369661992656934,0.241502355898841,0.133486216637396,0.250949400644825,0.254180813951218,0.219811471694497,0.153593998244581,0.246775969783096,0.508264224719352,0.260714084772389,0.251743194493754,0.196899902152623,0.139798051728199,0.199042104147005,0.274659040047901,0.0980053784521865,0.238244567265211,0.25379957049863,0.241528975488021,0.251422470183671,0.537399321685913,0.143013895828494,0.215838884687573,0.564440920349438,0.0793933811496684,0.247868775910137,0.640553435309278,0.546508269224579,0.166858070172604,0.244992005518987,0.426065230783583,0.220297384247422,0.248363452681839,0.228663322893687,0.331974342352697,0.144543268208116,0.4122297900033,0.185039144895668,0.216768034781049,0.159222915569765,0.321885074886369,0.186344885519924,0.437186994996799,0.25916776340998,0.198909078826489,0.151916694609277,0.234183299766234,0.245556416306637,0.429830459308548,0.156997790523802,0.554677674938339,0.0770796528744518,0.174033265399618,0.273822065170615,0.289022937986296,0.179511900625246,0.253400502750406,0.21386986539196,0.36105390980609,0.365052536738901,0.195890811400884,0.456072978753821,0.259612560644247,0.20624546954294,0.159652465722525,0.263359823308517,0.273480042250808,0.249210259472491,0.475103566478986,0.237604662602177,0.17992436745425,0.239854212669508,0.224265564006675,0.297708002887792,0.418140112933476,0.0972264388839758,0.49624283158511,0.285075766495156,0.312901769036138,0.251146814202248,0.133838048485006,0.351137293975197,0.207095331716323,0.351473169492423,0.282791783048924,0.206325958133199,0.246626353922995,0.249328466147973,0.389229733212648,0.432112193651744,0.515427936580782,0.151861889623082
"jarjarbinks_15",0.165650919451399,0.234541973122467,0.188328833300767,0.215977041955111,0.244549726047972,0.154172058629938,0.310036212650472,0.150262210206821,0,0.511300037485166,0.22760366402718,0.179544919449764,0.484973926686988,0.633451568747075,0.458232072791413,0.183207837128863,0.225039722716145,0.22544864272904,0.391789286321258,0.198087109176246,0.480539814105911,0.45477321661155,0.47250386075284,0.187976310540474,0.176554199464168,0.170466649363232,0.252498588583598,0.219519433114409,0.208095036799148,0.217768066556634,0.511796746585588,0.289680283093634,0.202381451660407,0.223907941831095,0.212606454335481,0.181638388897358,0.277874215075281,0.206117447165987,0.242799498639508,0.195707254135172,0.175798375205086,0.23284142717792,0.542466465051611,0.174017354474623,0.219616514501205,0.571323917068417,0.20230899816795,0.231567726602699,0.648981486505696,0.552046294084464,0.141200345512898,0.221969317303435,0.420807653593003,0.306575976530067,0.262134346037368,0.310127317714707,0.268893389111329,0.194797187682859,0.51402252287241,0.257335400710982,0.272358946456142,0.233028195157659,0.270435874955051,0.30349967190564,0.433479461116254,0.359688783560061,0.306381376818444,0.22773826578131,0.286508229159202,0.199712605983007,0.426098215879054,0.243109166371736,0.560915993728549,0.173067108831712,0.183956739847554,0.264416329520675,0.237129034025899,0.217076299884098,0.18542988817717,0.17277617585132,0.368292175740453,0.366532636167667,0.193606244336158,0.452804509088866,0.22159510689234,0.250214015077527,0.235892489375234,0.244016183779819,0.233154906099077,0.215039311315529,0.475977753012816,0.199456815014595,0.248029288924387,0.178123450935132,0.152902303044506,0.382682069176673,0.412061871587528,0.173903678716225,0.498637047628259,0.279517881502613,0.287778562475681,0.227389333550363,0.217931275172728,0.38906517603983,0.326512572417572,0.275249694710486,0.225763505919198,0.194033353213393,0.171378700191811,0.201653741019799,0.405877322378117,0.526568403207544,0.513380434647564,0.228391492754857
"buddy_16",0.444358358724614,0.404788266260171,0.526198106411192,0.456245311216844,0.504907196215839,0.488370585997197,0.297464012277501,0.412370129123287,0.511300037485166,0,0.425707554821543,0.446619147913068,0.554820800102348,0.575775406945126,0.536946788144851,0.435190984686908,0.371612183104531,0.415412698210571,0.56309790853161,0.405518753073258,0.121230382212675,0.180767528214331,0.365115257239304,0.468451548107696,0.457022458276997,0.492569434106562,0.389963896877415,0.425414710917127,0.373104077921102,0.440169679639002,0.508997854597722,0.398585970003841,0.470349458650696,0.412730549513498,0.345796512387138,0.426249666692792,0.411534311199199,0.392494478905131,0.397759071239626,0.477851823262028,0.513113865029616,0.446641884866972,0.510389836112678,0.396051256057937,0.411974766269482,0.529486775737378,0.376877063497462,0.433961098919721,0.543631767541166,0.524012542287321,0.447062272966763,0.445928596741223,0.454828044287195,0.261178047325497,0.420256276974745,0.366919572450886,0.559933002195204,0.390890998003792,0.133897285267357,0.339920807137233,0.344851252999504,0.354304324609855,0.495971421357493,0.287194431983628,0.508323960062378,0.289583832381045,0.277173354490445,0.355682624226569,0.255770908877945,0.462570124456635,0.479383920437565,0.355199578714506,0.518963460354359,0.419705337026926,0.432022034265689,0.446317077009511,0.473833346248357,0.406281513410397,0.487360048844025,0.46665604721451,0.425142087701453,0.489166503215616,0.425407366502892,0.523831054576591,0.470035421806122,0.35455003319153,0.350840628999983,0.405736753557634,0.455190498981321,0.425518051065014,0.498042599790879,0.49116151484282,0.385199494454784,0.519921993949362,0.498234673238104,0.16797882462182,0.507091937898665,0.421674314709141,0.498869900485561,0.44814613867364,0.480322975771413,0.452831629963552,0.400254635032741,0.396087452006157,0.28140387733742,0.584505838137892,0.471047130050425,0.411906432550734,0.499172587328343,0.523005976599642,0.435838826019666,0.143300197618133,0.529220070205411,0.382639259413945
