"","jarjarbinks_15","kubo_15","iris_17","kubo_17","lambchop_17","wolverine_17","hamlet_18","hera_18","iris_18","jarjarbinks_18","kubo_18","lambchop_18","wolverine_18","ophelia_19","wolverine_19","goose_20","hamlet_20","hera_20","iris_20","korra_20","ophelia_20","hamlet_21","jarjarbinks_21","korra_21","kubo_21","goose_22","hamlet_22","hera_22","iris_22","korra_22","kubo_22","hamlet_23","iris_23","korra_23","goose_24","hera_24","kubo_24","ophelia_24","wolverine_24","kubo_25","lambchop_25","buddy_44","franc_44","ginger_44","ivy_44","joans_44","marshmallow_44","buddy_45","franc_45","grogu_45","henry_45","ivy_45","joans_45","marshmallow_45","buddy_46","charles_46","ivy_46","joans_46","marshmallow_46","franc_47","ginger_47","ivy_47","marshmallow_47","buddy_48","charles_48","franc_48","grogu_48","henry_48","ivy_48","joans_48","marshmallow_48","charles_49","franc_49","ginger_49","henry_49","ivy_49","joans_49","marshmallow_49","buddy_50","charles_50","franc_50","ginger_50","grogu_50","ivy_50","joans_50","charles_51","franc_51","joans_51","buddy_52","charles_52","ginger_52","grogu_52","marshmallow_52","franc_53","marshmallow_53","charles_55","ginger_55","ivy_55","buddy_56","franc_56","grogu_56","joans_56"
"jarjarbinks_15",0,3.15996923427439,3.47844791923977,3.31717002709803,8.67783002034957,4.32687121159401,3.29387786770072,3.27007921359955,4.04459745985564,3.52165380372085,3.4899599819367,7.76312526189898,3.24304082683547,2.63047282971606,4.31290618964425,3.80705239342677,5.10701532211426,4.158087290441,3.09019421106994,5.07794041147799,4.18451909667388,2.91975310631648,3.99593042769294,4.27046639639594,2.86730236973084,3.9601079331033,7.07173768427598,5.1266333097428,3.38106047473595,5.23622799568604,2.70355223527848,2.50012508958899,3.10886406043362,4.89304970838681,3.00463816204853,3.01503500012443,3.83617540683502,2.20270032209798,4.69725456962137,4.07949673652803,6.96538997015363,4.02571671145871,6.85496864983961,3.76849418670899,3.27777549913486,4.39620322108569,4.15440985742329,3.79173131862378,3.77912185579034,3.38020096320911,3.5201992621453,5.90048416967922,4.47419913023347,8.56884920992834,4.81712462739292,4.02093709187077,3.96382029986284,3.94801598442439,4.51798586771893,3.48326083830012,3.89229353918295,2.98234884432296,5.49282129804392,5.87118451596865,3.83611492567504,4.97393052899049,10.7809759056856,3.29683748076976,3.61781882956887,4.93993354801461,4.33410292865196,9.28338065233305,4.9479001456077,4.24631510539907,3.60594897640367,3.10619888240138,4.13068527128045,3.53329959934379,6.21178641427808,3.49431728345378,3.89969335551399,3.81004999098812,6.64669222746599,3.67492737981353,3.99615810591085,3.6028247229201,4.06127868055589,5.29507071387045,2.93055442875988,5.07257132873976,3.3833678476193,8.4406868789942,4.06400425437467,5.46766350713363,10.1760078025365,6.68783108255951,3.81365821599553,4.91057888013338,5.44201677374854,2.95310200584588,8.47177350189997,3.99758336674224
"kubo_15",3.15996923427439,0,5.48487718411311,2.82892865054287,7.73607245477621,4.7730033749451,4.71922144395415,4.82216317661825,5.86486529076053,4.69233580812434,4.20636289740121,6.83745886226902,4.11427969337292,4.47750093293374,5.60049550959614,5.10235997780302,5.84134612996316,6.02796810170415,4.16270101719239,5.11181278254473,4.85938051912262,3.29984799320837,5.17131610694427,3.95791723970005,3.25541309773781,3.5072359200359,7.03467693029282,6.35981661064648,4.11636449967689,4.57775537274734,3.13729207403919,3.55973977231986,4.4952803234389,4.13812630365578,3.86425503339007,4.7733817364978,2.74279358744498,4.13001130662448,4.90457480303038,5.89265581354376,6.71214716829503,5.77632382366799,7.57179605052478,4.35528794053414,3.89218835050157,5.60028147385619,5.38612439045477,4.87037451492656,4.7162572644385,3.96373919072256,4.26867943325102,6.53486439160424,5.82473176149211,10.0643898880798,6.43462692692573,5.23178809572873,3.88195690047657,5.17693928308978,5.75464956703641,4.86625521410717,2.60851457872832,3.36974103810116,5.8621939112792,7.08098909050228,5.45702892661865,6.36677584182678,12.313020028491,4.58536064924621,5.17330819210088,5.9353102640238,4.1537346416721,9.37304331656028,6.43560891833853,4.27343981300083,4.35022571092939,3.05742052766983,5.5885222456516,4.1796890452114,6.77523506247598,4.94178904745653,4.6064290863123,4.1537225186452,8.1505495893947,4.32458049003247,5.50577821457285,5.35753816129072,5.296341614217,6.85985069331619,4.31079569176705,7.11007334464617,4.34824530565931,10.026755020866,4.78053938570432,6.52906546985438,11.6834616223434,8.17917089029891,4.24603219555939,6.6790795535648,5.11841578517454,4.50739410669395,10.0731765117618,4.47812775463548
"iris_17",3.47844791923977,5.48487718411311,0,5.03701053761181,10.0546676711193,5.47256261281763,5.26612327821675,5.05492623791978,1.25178178609429,5.25364668556102,4.55851982607417,9.31662070859642,4.7208980518746,4.59762630452104,2.08021992172863,5.54758620880039,6.55946744706209,5.24316537093708,3.11963983697688,5.91914764420471,5.85837517783594,5.51629319465235,5.45148169476651,5.72803351985052,4.47532278113575,5.63249453765949,8.53862260112584,6.74149796257747,4.08036872312177,6.50112456852322,4.38564847389578,4.57997497935579,4.71224296229415,6.39292335530816,4.81295295981155,4.49070945259862,5.69969324565616,3.26297798936579,5.68695251163967,4.80155396131774,8.7802483976949,4.67340786136308,7.19582351700218,5.16238618270719,5.07018356236238,5.94314381871589,5.24062955515135,5.68637042601325,4.53878933124944,5.14472981728692,5.34060940627503,6.44753407376961,5.99538925143603,9.065091674408,5.12468250302279,5.60719532188928,6.24983925989908,5.67434056031518,6.08807479091209,4.15941807742645,5.82752028150724,4.73545628982603,6.33619931943459,7.06780678137364,2.33057862865082,4.71865196364723,10.944295058678,4.48888173656886,3.47848307907323,6.4177008704336,5.78484593122108,10.1392600685492,5.02059698308763,6.24935972610844,4.91376076794014,4.42197269466106,5.30881541253007,5.18267715345362,7.47896436853935,4.87031832678572,5.07962016740422,5.74306157849713,7.3824243252196,5.02788001171815,5.30796925950105,4.57364391166592,4.03197578623743,6.01729693052002,4.34940449272302,4.8496670544081,5.13370570347429,8.83698855126467,4.94122345828956,5.25341638466839,10.4969133339301,6.92742214306816,5.23430025677147,5.55439778289237,7.3208545299654,4.14010237627839,8.84382199906643,6.10941081093328
"kubo_17",3.31717002709803,2.82892865054287,5.03701053761181,0,8.86585879106694,2.92662489928733,4.47485219302615,4.30548667011566,5.44346553137778,4.15362685315933,1.94987980787626,7.80614502982589,2.88128442245287,3.88036642002262,5.25840511475672,4.39315014792436,6.04106282868992,5.59806083594835,3.88778188651817,5.07293056596328,5.149032306832,3.21244284881218,4.63084414004472,3.9786559348229,2.16024499976727,3.77861702425836,7.71165089335015,6.28234650694662,2.92846309312331,4.90364785701956,1.52228545186275,3.94624589180267,3.76539672011726,4.4560332772766,3.05991662863934,4.08108299802033,2.5335181176583,3.10049866330137,3.15328694120906,5.15887404679222,7.1252635131682,5.43461343977254,8.02802797114152,2.24025252403548,3.25607335980479,5.00719759241718,4.42844995610958,4.09824132626455,3.72771298511354,2.49731612312096,2.78985028827626,6.29959503907921,5.26224624761654,9.92642144355613,5.43247820032882,4.51100062807837,3.53217012955704,4.56346309213753,5.41156719387762,3.59335945006026,1.57971701203365,2.83246695097763,5.98895839852498,6.9333911518328,5.40312926903405,4.87134102310292,12.1711526702365,3.43452130445562,4.38543845452535,6.08931456751697,4.3416868197756,9.5655549645353,5.20986145561431,3.213330520319,2.33970904616067,2.42105078597025,4.69779789786749,3.79631770966278,7.16299135426217,4.77208447889188,2.49810053254064,2.71218685422176,7.83513645573611,2.39826789018591,4.64527815643536,5.38880049830746,3.56049695957284,6.08456400772225,3.00839810187185,7.24674761035219,2.84085329086818,9.83895264968192,4.22664656404052,4.40597738228132,11.6209294649765,8.21438833370761,2.26482998321959,6.49064611198095,5.67354815001158,3.70713392271697,9.90989192841893,3.72479311895006
"lambchop_17",8.67783002034957,7.73607245477621,10.0546676711193,8.86585879106694,0,10.6609778372719,8.5350621042906,8.79265330325331,10.2654261029507,8.39117841935823,9.97257777523927,3.32750842292074,9.78933082797338,8.92563775885226,10.6300872279878,8.87790206609833,8.10406712053105,8.98780479031895,9.82227324274564,7.31484039944799,8.45032259249582,8.2050162526587,8.47251703255668,7.02378559020292,8.23595485067633,6.49291985636391,7.57853382910435,8.78191602581468,10.0474475651469,6.79732815344194,8.45865771874752,8.28020030852457,9.07264925098274,6.54930562424907,8.26079747550097,8.72654295606693,7.39858719336865,9.75935729428106,10.9078586236426,9.21228910592709,6.44415129182029,9.00010183497033,9.15913514224022,10.1013565886011,8.26375926255659,8.96043733689726,8.97243397352225,8.9360226956875,8.46857401120762,9.4871058051241,9.66328752586199,8.82536477744524,8.92635535309936,10.4717117778624,9.72358874860421,8.98912341257966,9.04300001694662,8.89051804668077,8.58190553076158,9.31337335906632,8.29627191559982,9.05195670936293,6.97275114107921,8.8067910777473,9.68885295589197,10.3922229100326,12.1237564130277,8.85407721385345,9.34005715010021,8.14746883229359,6.72771370060828,11.3283998871635,10.0185856366261,9.75283362854766,9.8935385567858,8.46649428305343,9.09110210417959,7.55548053687192,8.19315825202,8.87509614389803,10.0182379698207,9.72015502291162,9.56309154973077,9.89595316137474,9.09172913420796,8.41386594829753,9.97407620566551,9.52010989894749,9.12070651324928,9.257851570252,9.55712687463615,10.596992982477,7.76533147380438,11.3044788566514,11.5037340102355,9.41355456553344,9.99935651451524,8.98723772296584,7.27798664146682,8.96460652470407,10.5619074292984,9.28427689090547
"wolverine_17",4.32687121159401,4.7730033749451,5.47256261281763,2.92662489928733,10.6609778372719,0,5.07759836752503,5.14524647051993,6.14341279030503,5.50498563898417,2.45969233085293,9.55412996374533,1.6225584626272,4.67787735778383,5.6032419386365,4.99301237022541,7.99136292682164,6.73544991812604,3.90351299211072,7.49009965610465,7.17223767342018,4.9718495703887,6.09353519934353,6.44753390859325,4.29401214614749,6.03985645333331,9.9813330184451,6.87606296315906,2.18849072650962,7.39749332690281,3.5752751801864,4.97466762739795,3.82616036290897,7.01156519079211,4.53798190350416,4.92416891339893,5.28861038307043,3.72941876226635,0.844227810499577,6.20750404936775,8.09304667596765,6.54766942113638,9.31484725997413,2.37933938880509,4.81276718569306,5.99512414392238,5.71307833701053,4.74960470745921,5.41920794586012,3.71983644145093,2.89222376773685,7.54498122516029,6.08870263562819,11.086812155099,6.56640030146066,5.53304077671894,4.19836953411268,5.31453661365871,6.44293359973034,4.40049386974786,3.93058858540362,3.45744284121294,8.16508226788166,8.05808807913118,5.96091330203159,5.70842159902062,13.3468868614585,4.76844150613104,5.11423655538856,7.50057053179247,6.74536063569175,10.7842426330544,6.2083643691403,3.54257595498155,2.5881478692173,3.5653484545961,5.59039565929502,5.59694036067522,9.31366646141361,5.05468765201631,2.4662623416641,2.68388427614325,8.90363791913073,2.39735419373054,5.48087818181688,6.23117003584414,4.41797846159232,7.13163229364276,3.72197479176241,8.25197647415136,2.94455704734228,10.9703004535851,6.32138760813531,4.36194430563389,12.770419183932,9.68758282928749,2.79097824446665,7.5687389175345,8.05011437015323,4.89398109151571,11.0439284177841,3.76072812857419
"hamlet_18",3.29387786770072,4.71922144395415,5.26612327821675,4.47485219302615,8.5350621042906,5.07759836752503,0,1.18990458191091,5.94669048370031,2.14296275764466,4.57745003064378,7.46491410325105,3.91831845931193,2.25255439688747,6.10436436002754,1.10697342009504,5.28466315466701,2.87011025466916,4.20729161592537,5.72929390464996,5.57103077262814,3.35204448336406,2.92060818211948,5.03185572784692,3.9740684822685,4.14733435506079,7.29229734369289,2.1154040809461,4.16988490907052,6.17467486134352,3.54876641402787,2.05748519337891,1.69756386472684,5.69843417182531,2.19352670887522,1.61038605941663,4.74058264012463,4.37267618365881,5.71219457848951,3.21727253962801,6.23935922462203,3.24883574020406,6.32867590002517,4.17678081659843,2.25266543997118,2.02045774743858,2.94857148867689,1.35825599187766,3.79529203506646,3.98203002513282,2.94006113179847,5.34537008322799,1.792501719633,6.7060925621055,4.22446236654134,1.98931338610168,3.26329029501152,1.26449993612182,1.92322214208705,2.95867059358386,4.61215383232438,3.13669392285731,5.49299140451942,3.69319413121091,5.15931251064665,5.06402285862127,9.12402360597518,3.49981730456138,3.30028225951736,3.14712317579083,4.31573435667552,9.62518492191525,4.48373968314231,3.64941419881242,3.80558882570827,3.58739691676294,2.28344929621927,2.56382175698433,6.34151311204421,2.15397337971848,3.89505491417123,3.35910898437232,4.60389400143392,3.65913856944707,1.95669951946645,2.73175894128444,4.77427381898691,3.66173061812523,2.37619120937992,4.69475514432154,2.67891135798484,6.67975012953302,4.53285521669119,6.1384751887156,8.37861822767838,6.50839502406505,4.06316764789714,3.77867420849628,5.68310482549923,2.83971533780896,6.77112813450901,2.51003382497275
"hera_18",3.27007921359955,4.82216317661825,5.05492623791978,4.30548667011566,8.79265330325331,5.14524647051993,1.18990458191091,0,5.593482763607,1.50704578240478,4.19121620462096,7.60211305094845,4.17470330103404,1.8650059974775,5.90318776942635,1.06748179603152,5.20821391112311,2.20604720966445,4.26951324891672,5.34296552986553,5.38816073667427,3.46682258517683,2.25566883447923,4.82778117550176,3.65309541955554,4.15579015966612,7.26239503216649,2.62800126649578,4.25267204104134,6.03147124210704,3.25252338439882,2.04841748681828,2.13789467118802,5.53201642810128,1.77288880004289,1.11181518989422,4.50121042787197,3.92611327636081,5.79320439138789,2.40484476306308,6.50480950774228,2.62135859906319,6.16883304431967,3.79939059082724,1.75610206265241,1.31394626336213,2.1081779018906,1.136747087712,3.23850477943349,3.48650762167492,2.71043386271216,5.0560857337613,1.38698689982575,6.38452654487748,3.40723527971039,1.08327422927836,3.32854135201332,0.873851201889615,1.59162954154235,2.44315791953611,4.42474767079918,3.12437572783416,5.20690299553907,3.30895398287781,5.06010220709058,4.36192810469073,8.76972729534415,3.05824597719866,2.96912631601801,2.79987710329019,4.01113643744302,9.48407978601792,3.71198195808757,3.49054770011544,3.40685511052296,3.64387644628888,1.60312215858765,2.24402047278552,6.12544678597653,2.66582348418336,3.57658775499107,3.26271412223337,4.23705073326219,3.37974733785234,1.20586680075205,2.78728735175296,4.23171872404874,2.92448682410488,2.00331138930998,4.41407416539257,2.48193375928832,6.30222647214944,4.04198290247665,5.64709588707498,8.10233817931485,6.1860232658303,3.61437437452846,3.33737891239595,5.60536471015085,2.07444356693159,6.42087192077112,2.8135405493453
"iris_18",4.04459745985564,5.86486529076053,1.25178178609429,5.44346553137778,10.2654261029507,6.14341279030503,5.94669048370031,5.593482763607,0,5.64646802142283,4.89449118757462,9.57087548005099,5.47994651898,5.02566978203766,2.02311666550412,6.15130704733894,6.77661197186209,5.55449835980747,3.75015564365987,5.80548293667355,6.01554924496485,6.00556222205009,5.71795117624472,5.80976786535142,4.71517452192914,5.90417840703574,8.58710604835892,7.3697424667978,4.73575085407855,6.50188133313969,4.76305275006412,5.0960831075313,5.45102284883103,6.45159566478663,5.25243534280747,4.99747788288074,5.89886141948183,3.55582331733239,6.29346058130857,5.04541045949216,9.26312858017885,4.84851308619658,7.19936430986597,5.5735294849722,5.50313478866211,6.40196893394271,5.52942628516734,6.28551904993072,4.67633165451764,5.38685431875265,5.93628291752317,6.63251025556447,6.49901061834767,9.17742003994371,5.15821328400451,6.04682610757681,6.80892048239411,6.24178489328525,6.55308101994892,4.55061833149332,6.18099697836008,5.22257131742374,6.29057608487297,7.37756922854822,2.6252881109847,4.7387130949325,10.939634441446,4.63478875169676,3.91124518077778,6.70212341243208,5.9069506359585,10.1342006489643,5.10980726831072,6.83039572787788,5.38148684382898,4.95665460476903,5.73682156059961,5.53915623660412,7.44256005130689,5.62987672408382,5.61919983008293,6.35281037935076,7.62850945280926,5.5981282252341,5.76015929677975,5.0629928843085,4.10314830305799,6.23821535107616,4.85371639077264,5.04043705770851,5.74375515883285,8.93465918669881,4.9200381375454,5.41348752394206,10.5623892792516,6.64909013079289,5.66355477056829,5.74696634901935,7.50567680358789,4.44399431851116,8.92252152197735,6.83716970322462
"jarjarbinks_18",3.52165380372085,4.69233580812434,5.25364668556102,4.15362685315933,8.39117841935823,5.50498563898417,2.14296275764466,1.50704578240478,5.64646802142283,0,4.23658329123575,7.33313072349327,4.61474892367648,1.92524639889881,6.02995713360568,1.82144399296302,4.59565851616448,2.1414462414601,4.66735404532144,4.52066869077746,4.69538356549345,3.27480225765108,0.987278376190572,4.00740658611533,3.23095622771286,3.43436648190115,6.54265193554174,3.27614514004062,4.62782832384309,5.18796828073944,2.87784243621557,2.54368054482095,2.78094182389883,4.66627176549771,1.36967164824471,1.76863322712454,3.8673455819772,4.07497797727871,6.09171157543854,2.39572912537642,6.61275409343915,2.75775361228598,6.0394878023295,3.94947507740724,1.89739991240652,1.90209900662077,2.08020039692882,1.94985677224961,2.8422658816032,3.44464087957216,3.09670262324624,4.90233097367886,1.91880635148952,6.29357394687898,3.19651570137654,1.66853140853583,3.95445892758896,1.79872045950302,1.94595709236509,2.64311375535992,4.21352044009429,3.58683512797389,4.33555898479358,3.47930426556743,5.3077391938082,4.22190426793801,8.60459182853548,2.92264349031261,3.26886422356092,2.52177656734262,3.22770331345179,9.3180107515877,3.58461766424247,4.02473203390069,3.57461505678807,3.86772438727667,1.95011905361963,1.83432527909447,5.51156662750169,3.37594768232669,3.90552897429103,3.70008505270597,4.25806383020969,3.79187910471899,1.60211094171555,3.1967781114707,4.16844709810939,2.87492094792933,2.37048232916962,4.56833059404748,2.84875949858545,6.20199702612375,3.15443058520241,5.60141599350803,7.99687319427262,6.00058431624501,3.90091116058346,3.38806814440781,4.93494111153453,2.39497892074189,6.30493286351347,3.5329747000091
"kubo_18",3.4899599819367,4.20636289740121,4.55851982607417,1.94987980787626,9.97257777523927,2.45969233085293,4.57745003064378,4.19121620462096,4.89449118757462,4.23658329123575,0,8.76915573086748,2.58103102587731,3.51518797773331,4.78234731623999,4.30502315502589,6.76668347319102,5.37069489371125,3.70593919220768,5.80127417966205,5.91799826758282,4.22615067150255,4.62470751242248,5.0480952717412,2.56801743566352,4.95140636913113,8.7369159931872,6.4331604836624,2.5265563808338,6.10222297797189,2.07311457671997,4.12074605918741,3.63110455607334,5.70368054600756,3.29097534478191,3.8217143243118,3.99928553833256,2.28011350992651,2.76217549486386,4.64285374015172,7.86991124184077,5.03340015588351,8.01739822220046,1.19264727511738,3.56993614992328,4.90977897085519,4.14813698900983,4.07451584072914,3.67666804361967,2.0969530921578,2.45157809580915,6.25540394474263,5.15247808089082,9.73478297855892,4.77921132016589,4.35321206649827,3.92091929948359,4.5176526420454,5.44297170942086,3.00720330950182,3.10099740326835,2.72741472212123,6.61166844261191,6.8306862658241,5.05232408145345,3.94237701166493,11.9123407970654,3.00037979459007,4.02047676567256,6.2300928577878,5.25878990851935,9.78765613178194,4.48852618594672,3.39755200833391,1.39216514999073,3.04513841603178,4.37084731284312,4.30625652668981,7.76351879112087,4.84375597643845,1.74492011460502,2.64984167866468,7.6369752559192,1.85726885301423,4.33050192292497,5.27311522465143,2.55750774008483,5.66841349326513,2.54870159044472,6.9817357896006,2.43742200035586,9.59334992817478,4.53771613688347,3.14350148514858,11.428114281275,8.02095062259649,1.63993545308111,6.14928291357826,6.85240691394077,3.24735981262425,9.65717546265324,3.96361164535478
"lambchop_18",7.76312526189898,6.83745886226902,9.31662070859642,7.80614502982589,3.32750842292074,9.55412996374533,7.46491410325105,7.60211305094845,9.57087548005099,7.33313072349327,8.76915573086748,0,8.74073521164349,7.79281464338623,9.83115035976282,7.71674676737958,7.74188125664021,8.00294228732724,8.83084212121153,7.04041616585521,8.00756048129682,7.32416508263431,7.47763089403362,6.65397850125547,7.22763984704654,6.1157067051884,7.78434853208031,7.82025784804816,8.97130570434242,6.79742766065419,7.44489155370051,7.18086412063203,8.03466174710414,6.4478844156343,7.18419194265559,7.64080120437174,6.64826081310426,8.68249052091032,9.82798478974874,8.10100260847794,6.86230815452867,7.96433155059208,8.47190950100516,8.79127609502553,7.0496855949732,7.6729260299263,7.74495921840808,7.66885561146806,7.52703769805861,8.18067557482123,8.335192619882,7.85852858287292,7.75807218906954,9.79596372807409,8.64430846830337,7.6724735251948,7.58720502365166,7.66249147681542,7.46444593026732,8.14685743612525,7.20194631360835,7.76307000044578,6.86508586087044,7.39919758261754,8.81564943823522,9.30094507769374,11.6264872067299,7.82676632879827,8.28761078171946,7.00794568738434,6.1596773251088,10.745559511334,8.91183143965191,8.28652882365536,8.59679423624593,7.38243430740473,7.91758483860474,6.62249379913205,7.87635115794556,7.88718543420298,8.74172740859273,8.36660509282167,8.67051742385418,8.60441021635126,7.91394199177602,7.35611031518806,8.9151281334539,8.410008533533,7.95647286409064,8.52683271143345,8.29406523659691,9.90954295389524,7.17335695010756,10.227778928009,10.9984161859464,8.96252862445558,8.6073934949022,8.03244514773569,6.93756087517485,7.72385216666656,9.91613600078481,8.01342566908862
