"Taxa"	"wolverine_1"	"hamlet_11"	"joans_11"	"ginger_14"	"kubo_14"	"wolverine_14"	"kubo_15"	"ivy_17"	"kubo_17"	"wolverine_17"	"ginger_18"	"hamlet_18"	"ivy_18"	"kubo_18"	"wolverine_18"	"ivy_19"	"ophelia_19"	"wolverine_19"	"ginger_2"	"ginger_20"	"hamlet_20"	"korra_20"	"ophelia_20"	"hamlet_21"	"joans_21"	"korra_21"	"kubo_21"	"hamlet_22"	"henry_22"	"joans_22"	"kubo_22"	"marshmallow_22"	"hamlet_23"	"korra_23"	"ginger_24"	"henry_24"	"ivy_24"	"kubo_24"	"marshmallow_24"	"ophelia_24"	"wolverine_24"	"henry_25"	"kubo_25"	"ginger_29"	"henry_29"	"joans_29"	"korra_29"	"kubo_30"	"hamlet_31"	"ginger_36"	"henry_36"	"kubo_37"	"ophelia_37"	"wolverine_37"	"hamlet_41"	"joans_41"	"marshmallow_41"	"ginger_42"	"henry_42"	"ivy_42"	"ophelia_43"	"ginger_44"	"ivy_44"	"joans_44"	"marshmallow_44"	"hamlet_45"	"henry_45"	"ivy_45"	"joans_45"	"korra_45"	"marshmallow_45"	"ophelia_45"	"charles_46"	"hamlet_46"	"ivy_46"	"joans_46"	"marshmallow_46"	"ginger_47"	"ivy_47"	"marshmallow_47"	"charles_48"	"hamlet_48"	"ivy_48"	"joans_48"	"korra_48"	"kubo_48"	"marshmallow_48"	"ophelia_48"	"wolverine_48"	"charles_49"	"ginger_49"	"henry_49"	"ivy_49"	"joans_49"	"kubo_49"	"marshmallow_49"	"ophelia_49"	"wolverine_49"	"charles_50"	"ginger_50"	"ivy_50"	"joans_50"	"korra_50"	"kubo_50"	"ophelia_50"	"wolverine_50"	"charles_51"	"joans_51"	"charles_52"	"ginger_52"	"kubo_52"	"marshmallow_52"	"kubo_53"	"marshmallow_53"	"charles_55"	"ginger_55"	"ivy_55"	"ophelia_55"	"joans_56"	"joans_57"	"ophelia_57"	"wolverine_57"	"ginger_58"	"wolverine_58"	"hamlet_59"	"henry_59"	"ophelia_59"	"korra_6"	"joans_60"	"marshmallow_60"	"wolverine_60"	"joans_62"	"henry_66"	"hamlet_67"	"ivy_67"	"ginger_7"	"charles_9"	"henry_9"	"ivy_9"	"korra_9"
"Metabolism|Global and overview maps"	0.381452730303821	0.352296657852744	0.379197241186361	0.395635459263746	0.360511168670553	0.367420719997242	0.369924229967615	0.374853146370797	0.376947327655041	0.390167140834471	0.392649411249718	0.384301845918247	0.366275431499422	0.382525852167183	0.386802420490133	0.37173492103388	0.387400516885826	0.376988743967016	0.35865959587215	0.393338273941606	0.361654176879613	0.36630995951934	0.362290702966523	0.375670054048814	0.373313769605339	0.371425927044148	0.377597643907806	0.359913135222952	0.374516420091613	0.374944120683124	0.381514468395474	0.405119920308796	0.381072395032926	0.367407894800913	0.396151979998847	0.37792036296991	0.373310386546958	0.376565061910026	0.380048687660617	0.380047031381618	0.383020767971582	0.366842133703163	0.385482840646838	0.404623664109331	0.373290937968843	0.394402711878425	0.364205993841374	0.382127681019837	0.391304467616817	0.383403445762183	0.383809615645165	0.38045829410845	0.359026364540527	0.379714743918685	0.377553701776892	0.374084181794311	0.378270827283748	0.366034991050313	0.397259917564096	0.377167354941316	0.357044433064946	0.406320407248143	0.393346230337384	0.397759391963348	0.401255603832022	0.379937582895813	0.408424465696587	0.381091948681466	0.396064823024785	0.375869723766596	0.395114611157646	0.36476309240757	0.390331043559141	0.385647104098271	0.394778677876751	0.396178270363401	0.402954217333337	0.395781571277428	0.384259023887266	0.36703925770408	0.358306495035634	0.380619832406981	0.379837326679067	0.385796537317736	0.375622026596195	0.378537691059236	0.379430523874664	0.364783810112456	0.368393480938484	0.363962134922819	0.407023688563962	0.400062668624624	0.384733273597659	0.400690272303553	0.380548422213067	0.38869702658763	0.363754075917948	0.377238702323456	0.389267315488732	0.405368588060847	0.40144756811855	0.392875771882984	0.392982841095587	0.381950414584534	0.356717259455425	0.369006225943749	0.380895051027553	0.394585104356765	0.366779056303198	0.400945410863322	0.363822893401968	0.370958623723238	0.376226863096314	0.398756705230158	0.397000062914784	0.401292767973896	0.384739523851571	0.357882156589442	0.40062942336009	0.365496941128227	0.37566969957073	0.362320164263081	0.404012605198514	0.365671142764465	0.374570072647613	0.403191704524203	0.355126725318728	0.374562249075919	0.381387190152833	0.362929119748373	0.382640665187759	0.406091316839166	0.375285787476315	0.378665986760024	0.371287249266625	0.362875214681329	0.357603136800179	0.359705821049592	0.36899098014806	0.378660913345912
"Metabolism|Carbohydrate metabolism"	0.115584371986688	0.140176961258474	0.121413960641035	0.122661386692378	0.124682294181342	0.119947320948604	0.122046862489346	0.119959304454754	0.118462646464194	0.116558187471494	0.112237400622131	0.115127031511233	0.11409429425821	0.118893535484772	0.112732943837798	0.116222671852809	0.116764187956591	0.118467421902138	0.123411901444681	0.119033419753563	0.121064456944547	0.122539867183399	0.120579596355909	0.119197331290542	0.122648089061022	0.121160040433413	0.118378554757154	0.121813788085581	0.119898725403271	0.120968357625266	0.119277859660278	0.116619202200511	0.121406641681802	0.122345246834177	0.116985067841023	0.11971074880789	0.120194415558631	0.121414565806606	0.120756672774821	0.116702101258735	0.115263854532468	0.121762796779956	0.118036180836979	0.116062823545344	0.120749020182357	0.119963324973766	0.123366438785484	0.118658737164559	0.119006413446951	0.119525099837459	0.120578322805618	0.123890733329481	0.122829467959383	0.116429662729295	0.119699181775351	0.121343374900767	0.117424044543904	0.121272420460831	0.118020030977473	0.118685178186452	0.114333320107501	0.115941762119211	0.117835930603368	0.119163008843794	0.117570559219572	0.117810226791345	0.114638887832611	0.107063707012396	0.118200828322001	0.120059721559087	0.116632368585429	0.115292899470698	0.118573933551107	0.116714381802581	0.118790132016588	0.118334286979154	0.116031863581866	0.118456938946997	0.119593768145101	0.121942375052361	0.119829238581981	0.116078700456019	0.118881509667118	0.118815990065829	0.119819088912758	0.120518553901451	0.120043897071377	0.112818246675353	0.119209661893551	0.117470361813586	0.117144382813781	0.117026808594261	0.119952793013078	0.116367641651532	0.118613218791662	0.118712809507125	0.11609569264631	0.117902690621687	0.113339539130098	0.116272761677445	0.116772669417556	0.11938964499508	0.118230948632155	0.1180991401894	0.122240136870231	0.120676635055068	0.114130931488252	0.118004570538467	0.118381061614563	0.115207206040135	0.122050909276941	0.119892945276948	0.119342311459147	0.114969668616276	0.114448603655436	0.118206916789184	0.115652380166773	0.119902996212245	0.118659917948106	0.120950585464517	0.115082522230467	0.120693342057279	0.117206151441792	0.119838054121132	0.118806775004239	0.11736545635475	0.116142936692186	0.120734415828249	0.120263385707559	0.120736739041391	0.118111703763441	0.117559408477974	0.115433251582802	0.115380749027242	0.118650524945457	0.122813907687887	0.123495498773385	0.125047060934373	0.12123738637702	0.115916475241891
"Environmental Information Processing|Membrane transport"	0.0685807227708625	0.0998344311774301	0.0799718168265653	0.0750563256595605	0.086211047733257	0.0891865922691183	0.0835961654755441	0.0775722136833642	0.0816006798572394	0.0629018877345179	0.0688914185944265	0.0768916673835524	0.0594501456274926	0.0783575826482364	0.0670276081916917	0.0714243828414278	0.0744145076311347	0.0657746167624357	0.0868096366651771	0.0692644623292515	0.0828962236222416	0.0835352510787294	0.0822344408483639	0.0785081534798178	0.0885477227548563	0.0807740853560264	0.0757701192385161	0.0841246611481588	0.0764364414377775	0.0770730887888267	0.0750327336916374	0.066847229744009	0.073802797464587	0.0836277476498173	0.0666902283252595	0.0762523983814533	0.0773229326157665	0.0806182633608556	0.0845562610939961	0.0720306064531743	0.0678784047054859	0.0810991203701089	0.0697514455584926	0.0654828768835497	0.0761311404612965	0.0681199333922762	0.0849982183387662	0.0776975343610602	0.0721679385932406	0.0682378673585892	0.0738558758228884	0.0753889902091258	0.0859961916422281	0.0711953689615279	0.0796358512381697	0.0826491171541992	0.0522092682436848	0.0800764740793067	0.0619574422877078	0.0422749671912035	0.0866008944858008	0.0618853069450851	0.0730942492886222	0.0722034052504498	0.0642111700923633	0.0623316350522704	0.0619620788952286	0.064852890393606	0.071017047940647	0.0750577578237691	0.0688707772837189	0.0843281778053324	0.076303152690327	0.0694067987001284	0.0750032868345457	0.0719330011151102	0.0678745860039668	0.0701592528103647	0.0564124282974627	0.0817240667494224	0.0893232669773392	0.0693026537337506	0.060190397249723	0.077770255829462	0.0785960467151221	0.0667579470265695	0.0775871162449464	0.0761211863553037	0.0758024072350761	0.0928075700605989	0.0664732809496501	0.0644456931141754	0.0632236019619057	0.0656902033954498	0.0760102847928617	0.0734591849183269	0.0799291279081509	0.072352331430349	0.0715864032945435	0.0657933535197959	0.0647118711106045	0.0700019441648249	0.0693980945364708	0.0742087215988577	0.0869151373554538	0.0796466342931417	0.0744019125304808	0.0647509018569132	0.0842487394032259	0.0671599644371157	0.0823920138277327	0.078225905557887	0.0793405092019819	0.0559950593027477	0.061616278969066	0.0678265201461823	0.0627480155611213	0.0875801118679186	0.0717127630094464	0.0819097633577624	0.0620049766219917	0.0816437136772513	0.0673866133505179	0.0810690737233959	0.0754634375172634	0.0652094236229099	0.0828958812662544	0.0784778466386389	0.0788344655873741	0.0842619991665018	0.0717924905083718	0.0679515149947566	0.056131796092334	0.0398528492337068	0.0779751657302674	0.0847951539481931	0.0873512426710516	0.0845136582480756	0.0752048143813295	0.0710173046824228
"Metabolism|Amino acid metabolism"	0.0672196041295245	0.0544314400746024	0.0626856266749566	0.065952751869872	0.0555682898322003	0.060601907557264	0.0592221937530656	0.0617636122986654	0.0623552941195451	0.0666460108953408	0.0722881355690676	0.067528155255498	0.0630883010413114	0.064214871068123	0.0686223052462267	0.0643108477841405	0.0666897930779538	0.0636704002998965	0.0555916389043549	0.0686533486634051	0.0591711079961248	0.0577383469383518	0.0593952762820876	0.0633707981267281	0.0604132832247964	0.0602429095676436	0.0624548131477977	0.0584385362216653	0.0623527211364511	0.0614180902385091	0.0633297287434897	0.0724136581426961	0.0640921426524943	0.0585489513131482	0.0696917338083554	0.0633696541680801	0.0635336297459547	0.0611912301218896	0.0640435473613912	0.0628168147230656	0.0649524200757815	0.0585341675011844	0.0644891886306312	0.0727955522313534	0.0607442689395683	0.0670100390361218	0.0570616665728268	0.0639216524897658	0.0659573174414272	0.0641257478014831	0.0647060659933112	0.0621418138304252	0.0559507886028329	0.065889302382937	0.0618833184552014	0.0617488321359505	0.0602120668231147	0.0586472740024832	0.0682359218702308	0.0581456798114297	0.0612676605750234	0.0730631369581057	0.0680002631559481	0.0677875535343909	0.0699275008791726	0.0615790856645677	0.0750629156538536	0.0630102120863432	0.0681254857160984	0.061636572580298	0.070070352817009	0.0623053980367967	0.0659554523959575	0.0653848639032028	0.0689996193312997	0.0683690528579505	0.0721493811638304	0.0683347963781947	0.0627798556195331	0.058595623844546	0.056168020165711	0.0639641332174687	0.0610177461323489	0.0675423562975193	0.0622072422638822	0.0613650125589228	0.0633049503705424	0.0615549473756282	0.0613600857105482	0.055974778818341	0.0723421009196719	0.070331952706027	0.0623340221569306	0.0710625783183194	0.0639898380843365	0.0666223280859088	0.059679907569377	0.0632597420272004	0.0686236351197686	0.0726209927805592	0.0709603843538435	0.0659966581949632	0.0674692186857874	0.0640627601567096	0.0558559181280608	0.061508610708336	0.0661398856087117	0.0669330460641658	0.0612857426169215	0.0722808980917174	0.057438882845931	0.0610389601605992	0.0629370737932286	0.0705370675885562	0.0716538723088447	0.0694472667292941	0.0652703408088006	0.0589066451342641	0.0696029374829175	0.0604680107773679	0.0623088886149442	0.0598015113653868	0.0714080875649154	0.0610376869510197	0.061959044050933	0.0713187775713264	0.0601592936595754	0.0608017318524717	0.0644845535987145	0.0583589852085176	0.0658420985876177	0.0717587467516003	0.0641054954301586	0.0592144750333838	0.0624204992717238	0.0569855614261194	0.0555599614986962	0.0569731566091686	0.0586317692517541	0.0637034158482046
"Environmental Information Processing|Signal transduction"	0.0468985905249693	0.0438670828938297	0.0391333358931476	0.0342843414196614	0.045786738461674	0.0528019522046464	0.0476015800205684	0.0426674444951926	0.0473626847896174	0.0442997015889508	0.0375133536236599	0.0435342959108996	0.0591032218909959	0.0445176763098445	0.0472717681744393	0.0514425167529829	0.0417070525498546	0.052602422552611	0.046074519975828	0.0366546352250538	0.0473324767892607	0.0454121018352509	0.0473159592408746	0.0433391196469863	0.0446063298877534	0.0431030793111257	0.0471911469218881	0.0461485689361628	0.043487731815893	0.0438522344206587	0.0435437154288623	0.0310996125491377	0.0428229316376228	0.0438511363482248	0.0380162857286708	0.0413854354323955	0.0494924093025689	0.0415353880240552	0.0426674946923917	0.0514887922280883	0.0510673288245643	0.0448268829842913	0.0462787154206801	0.0318926391375669	0.0448199037544987	0.0372735795162582	0.0441024280734454	0.042962602034567	0.038002115495031	0.0432763975757869	0.0419843870709148	0.041872138364367	0.0470653528462368	0.0492586960197229	0.0452368807612591	0.0416012908816002	0.0586349183381193	0.0457238846603396	0.0385746573731397	0.0597666254872269	0.0532403136676095	0.0321382122582805	0.0364923507988289	0.0345593257876787	0.0347282647083717	0.0513556423307042	0.0302607719312998	0.0449347110924824	0.0367108810418123	0.0445263554145974	0.0375919336665637	0.0494614683330571	0.040515419656025	0.0437994521999071	0.0349197053349747	0.0359584077755263	0.0312099436306046	0.0337697661996597	0.0482284677720858	0.0444362971001014	0.0526937721967249	0.0499624892663074	0.0512496843203203	0.037455087313821	0.0428147236355207	0.0501178589236765	0.0396842150888672	0.0598350495285171	0.0476627764792454	0.0433114014292829	0.0296570591864038	0.0359906071810458	0.0448931668644728	0.0347550225648434	0.0461827394857217	0.0373466724511226	0.0574007850312355	0.0475043672087667	0.0374556055681735	0.0313219133581678	0.0347945180223783	0.0393895582771616	0.0376268195654019	0.0459478427300121	0.0475836324731048	0.0434601212437412	0.0455809188660939	0.0398099204526884	0.0537333582723957	0.0343929668429654	0.0468792997234273	0.0439010097724448	0.0475098352663955	0.0403154578031282	0.0370681552290568	0.0339043815622927	0.0477988526145387	0.0491223771769784	0.0322812918423885	0.0442448948462285	0.0567125193846633	0.0465976546107771	0.0319670471446917	0.0466556365046358	0.0478634339869766	0.0320958827151946	0.0510262010583539	0.0494487043136728	0.038472470921504	0.0448832595390988	0.0409140946657293	0.0291085285986625	0.0550460652190317	0.0606386608012528	0.0457417855040549	0.0447236598485144	0.047617933034537	0.0467098029906055	0.0463735865705952	0.0524043019590764
"Cellular Processes|Cellular community - prokaryotes"	0.0386478207644991	0.042936940448749	0.0392381780873273	0.0378128499314532	0.0431034847490442	0.0461881579750815	0.0429314266140665	0.0397770398054249	0.0434135807409647	0.0372383237513486	0.0369444503186653	0.0394778562676983	0.0435872244337362	0.0418610237251434	0.0382906992622372	0.0408699446738348	0.0382162007235536	0.0415843724463942	0.0436477912331234	0.0345677436251496	0.0441862418446602	0.0428035593354277	0.0441617276915618	0.0409216116603251	0.0461572492314384	0.0409825222664464	0.0414860863848918	0.0441462543533369	0.0399832735980955	0.0407252738702216	0.0401750389984242	0.0327455540558382	0.0379101235497554	0.0420428029637788	0.0356343939078248	0.0391176795597704	0.0407980873537063	0.0406567576299482	0.0377702937157563	0.0424860183674302	0.0413969450320548	0.0420821233234786	0.0404057691876816	0.0323551796960512	0.0406070842266005	0.0365777817518309	0.0424677293868839	0.040685453637401	0.0385696966814406	0.0382787014773974	0.0386573014105623	0.0388619862960007	0.0438868748246342	0.040575370265184	0.0423184896828395	0.0402651608754504	0.0407617162792433	0.0420616894273881	0.0351105047192142	0.0374527771825478	0.0504275979059356	0.0316162752540354	0.0364503825304663	0.0364366954090739	0.0338461604295791	0.0401460100731016	0.0302227904140274	0.0380282168015881	0.0369181619186261	0.040402772688893	0.0341793180274861	0.0490811546508717	0.0396432772418872	0.0383198310974177	0.0347283260213118	0.0363980150451726	0.0323740837718327	0.0347963617518584	0.0372705744621235	0.0417703317492639	0.0441114840347856	0.0406216579885269	0.037527597203242	0.035524825087343	0.0401966700898176	0.0404525146440107	0.0385455639217969	0.0479436496167497	0.0423133861496532	0.0433975306492106	0.0322110139404002	0.0346389839283584	0.0371344450001062	0.0337526835871233	0.0407306642530756	0.0367721634732199	0.0466712776636741	0.040986188750062	0.0347216756378984	0.0324507419081922	0.0337244892048591	0.0380801885492984	0.0364356818340126	0.0403348862808595	0.0449141046229203	0.0417351443799191	0.0379611003208088	0.0363719963399857	0.0426845750642491	0.0339719200706592	0.0431124480559417	0.0414937379361944	0.0413522071593129	0.033839857325609	0.0310886209792887	0.0350362755685891	0.0360750377529929	0.0470729526532778	0.0348375986082619	0.0426926245969576	0.0422749462634812	0.0435810523436159	0.0336372810426293	0.0429190317774881	0.0411284289428874	0.0329549563978856	0.0491229603551027	0.0421291122578163	0.0382658739499218	0.043325322690977	0.0389607402582134	0.0323284287567621	0.0416223085943499	0.0392255700313793	0.0415350490130604	0.0426519724999438	0.0442013682634142	0.0435692978980872	0.0406911482840052	0.0429345062900885
"Metabolism|Energy metabolism"	0.0362750324845561	0.0361824550600376	0.0368895067027231	0.0352324209590864	0.0379651704240329	0.0358619671207363	0.0370489348002267	0.0374085424737922	0.0362269153621852	0.035645734953737	0.0349609003268301	0.0360423820208551	0.0354307303945939	0.035324760309224	0.0362813236736134	0.0356449599542934	0.0358859977453893	0.0365380585082033	0.0382618789115154	0.0359014868337043	0.0373422960417978	0.0373791485822145	0.037456893717209	0.0366573122662185	0.0360854446140338	0.0373982567781964	0.0364556543226712	0.0377351831224633	0.0373004548687725	0.03668557346501	0.0362422046179266	0.0357679850620302	0.036013451749205	0.0375970715338304	0.0359129092545806	0.0370915788211191	0.0364286823778294	0.0367954422435427	0.0351742375203571	0.0356216862826833	0.0357327736777001	0.0375856668024808	0.0355100444602107	0.0358992310558122	0.0368666356316698	0.0358539688905376	0.0378637277253564	0.0360941612004026	0.035301729312458	0.036280549911061	0.0360895375029065	0.0359150522067804	0.0380824266760072	0.0366034389558289	0.0358122929147442	0.0373184639001331	0.0348670289036655	0.0376908857601148	0.0357255503663915	0.0349870143282452	0.036130155762192	0.0358250380576751	0.0359749600359336	0.0352136739734182	0.0356253972875035	0.0355953631226707	0.036146477795713	0.03888599498151	0.0354638110179097	0.0368090398858171	0.0358706507973553	0.0355037786104267	0.0353670358613498	0.0357245226217639	0.0356283040725302	0.0354572552373474	0.0357864533711281	0.0361852394197511	0.0358965290881417	0.0376987117385744	0.037338867634123	0.035802485160381	0.0352151935636781	0.0363182926024814	0.037176509474047	0.035750418342012	0.0371438706650023	0.0359449457761782	0.0371258707787933	0.0384685216327921	0.0356048513442998	0.0357080082633051	0.0356477376642112	0.0356508978263104	0.0356505067597504	0.0364897855381036	0.0363464479188597	0.0364080328124343	0.0378842753432863	0.0358259225982557	0.035660102451431	0.0351235361891952	0.035987978956206	0.0355654633766656	0.0379866457142971	0.0373162305974016	0.0369349633903333	0.0353939300656127	0.035866865837761	0.0360704359565437	0.0376960457769714	0.0367324597286643	0.0358880306989052	0.0359084435708475	0.0363027693138754	0.035307285758174	0.0358223182191887	0.0364803073790088	0.0353304666848824	0.0375000528868123	0.0358996584947803	0.037571213137623	0.0355556380888851	0.0372874364201052	0.0364577858339682	0.0357165589397639	0.0363848321015423	0.0355879896793021	0.0366412634553489	0.0378111361964373	0.0361717982576312	0.0356452525956517	0.0354403407759823	0.0349208404064727	0.0367550174926052	0.038011234664819	0.0380072183933329	0.0384969590840183	0.0373003621941545	0.035912270640398
"Metabolism|Metabolism of cofactors and vitamins"	0.0348079011682915	0.0332220234200018	0.0367141485273817	0.0402098093470602	0.0347184638955043	0.0319326667221509	0.0347609017311284	0.035566651348224	0.0346767176860009	0.0368272393297636	0.0377886739223228	0.0345034681520165	0.0340979105666665	0.0357740165742565	0.0344950393575065	0.0338157598888561	0.0355385159824144	0.0338366581109057	0.0344847889634056	0.0372587539970997	0.0342211519892624	0.0350706305693781	0.0343857087731835	0.0353266091726894	0.0355841521836055	0.035369623841661	0.0352110414878558	0.034520193053181	0.0354152545824542	0.0360361691612775	0.0362719370003592	0.0391543480453021	0.0359158098140571	0.0351505228600515	0.0374297418129034	0.0359211446397993	0.0336913825883171	0.0363653174309741	0.0350647684464578	0.0348898960263813	0.0347637067421544	0.0353672550183847	0.0362956550067142	0.0388094933196251	0.035732153696836	0.0388726014759032	0.0352335356462809	0.0362735755009124	0.0389248707414599	0.0367379365069555	0.0366261710620502	0.0370174305923202	0.0343878667874156	0.0338463881975287	0.0359723350616314	0.0356914265656069	0.0339309038852429	0.0350920657810766	0.0388761360089611	0.0362566075445111	0.033137790035558	0.0389777873734466	0.0377497565100565	0.039288893482878	0.0393010254111859	0.0355205449321771	0.0385220322229314	0.038212961981979	0.0383828988071376	0.035622033632548	0.0365836339924842	0.0349057621837023	0.0373543116766583	0.0362572271582516	0.0376774441787245	0.0383543549758754	0.03842755301075	0.0389146581375023	0.0373818102261946	0.0351908169848845	0.0322534981300053	0.0344723223989565	0.0361528077716053	0.036235424715212	0.0354629705926558	0.0356546400072702	0.0364727429684777	0.0321884251500323	0.034720926679775	0.0341190060670056	0.0400605442740388	0.0382839204924521	0.0377150677322245	0.0383419289711167	0.0348123493982086	0.0370827475562014	0.0321713584654109	0.03532979629287	0.03612527546162	0.0391263674487206	0.0386667160383155	0.038185427984106	0.0380574906363338	0.035225662212094	0.0342667533395775	0.0354450744051082	0.0340492269812635	0.0384347351964799	0.0314700075780112	0.037708537284043	0.0346194430391381	0.0358197213678313	0.0338354967647755	0.0375897248420266	0.036630334675761	0.0396105897347205	0.0351201682692278	0.0348146151107635	0.0394292014689708	0.0350088820733958	0.034346821744459	0.0344398855497263	0.0393702587947801	0.0342428013701842	0.0348871215599766	0.039567843728962	0.0343104828292218	0.0347987271031659	0.0366544826304237	0.0350526044276917	0.0370141498976215	0.0403566862010772	0.0353326651819084	0.0363389365726661	0.0352198468723933	0.0350156523428371	0.0339557922807776	0.0343027975761253	0.0355293493498279	0.0339673873110343
"Metabolism|Nucleotide metabolism"	0.0252710762573912	0.0249802212323966	0.0262693854611261	0.0277563492594327	0.0252317867562653	0.0245412970093121	0.0253161601860635	0.0256882475281995	0.0254998912777621	0.0262569910696699	0.0259039675559241	0.0255978321259821	0.0234758168907582	0.0258275565299487	0.0255109738107971	0.0245021373783505	0.0261704334559435	0.0249344975001612	0.0250815989139005	0.0267987769445489	0.0252100825685989	0.0254536147421993	0.0252959286236423	0.0257840931207023	0.0266660266947001	0.0256495012287496	0.0255291909151676	0.025285759924778	0.0255654439937903	0.0259033601298566	0.0260412534979037	0.0273939293991569	0.0259357989309843	0.0254812063191988	0.0265234673932481	0.0258614174538347	0.0251546362160508	0.0261094196250033	0.025698381407604	0.0254611537443663	0.0254825437340752	0.0254523288690855	0.0259454217760358	0.0272314299111297	0.0256569622815177	0.0272525169471775	0.0254578323459988	0.0261475685781558	0.0270277632882182	0.0260511004439487	0.0261905940637637	0.0263700946447484	0.0250596067842237	0.0253044105052027	0.0259615644501977	0.0259235467746197	0.0253731278626364	0.0253138035785581	0.0270604021789251	0.0250163985947824	0.0238153755877854	0.0271586988955753	0.0268669684941111	0.0275315793254597	0.0272843139606229	0.0257309967150211	0.0270621145180096	0.0266026132815274	0.0269668201120765	0.0257114762334224	0.0262856323133515	0.024694256742386	0.026755165862104	0.0260960537356155	0.0268376546756953	0.0270536926309667	0.0274530332240501	0.0271738911052209	0.0262024277099504	0.0253779549490597	0.0221872073335917	0.0254157452410048	0.0256433035268989	0.026489072064269	0.0256882553429639	0.0256293198041089	0.0261126396349356	0.0239248640744205	0.0253834344457783	0.0225118423428311	0.027765058331522	0.0267822043958807	0.0264117114072088	0.027195206306356	0.0255934636298519	0.0264199828411219	0.0241959597875836	0.0257038883948754	0.0246319916642007	0.0273652533362833	0.0270820635389493	0.0269075207106783	0.0267328901919596	0.025997605504318	0.0248677475142525	0.0257408984615813	0.0244938633899551	0.027044884722273	0.0239509927959471	0.0268239658137454	0.0251580688086213	0.0254512774983139	0.0253207428573251	0.026324072012318	0.0265804967621312	0.0275218134672837	0.0256812069163996	0.0242050002376192	0.0276310675547417	0.0255694324065333	0.0247263217304623	0.0253117976358671	0.0274246583285913	0.025293050822915	0.0254278579328393	0.0275169288375547	0.0238865688346311	0.0255978661321787	0.0262945683106265	0.025229753887302	0.0263362370189029	0.0279391697584445	0.0246784426433503	0.0254975140344892	0.0250925074232678	0.0253262882770892	0.0249787338928185	0.0251335039085729	0.0254502407925264	0.0250543587842158
"Metabolism|Lipid metabolism"	0.0218584664615915	0.0213460298876503	0.0200556084249526	0.0180386741079753	0.0219643315906973	0.0205937313131727	0.0209291293650129	0.0211554788007225	0.0202300793259524	0.0209244979828925	0.0205144034979676	0.0201970868303455	0.026150984887124	0.0198031947748314	0.0212192654428417	0.0233851451228691	0.0200958935020965	0.0222309009070029	0.022071938169226	0.019871482076189	0.0220158122142769	0.0213630039037928	0.0220255957690977	0.0208267276577607	0.0190490946943234	0.0210912388928364	0.0211091641600238	0.0219928237698613	0.02119469648543	0.0213605158994655	0.020541086684951	0.0182790621523896	0.021247191231519	0.0212777679604862	0.019534023364276	0.0208072863678197	0.0216198255526262	0.0203230397298668	0.019583078853541	0.0216860112652763	0.021416604810268	0.0216944030031598	0.0208871294624513	0.018488193309693	0.0214366758078868	0.0195805132493108	0.0215270623515288	0.020092105919615	0.0194235666690828	0.0210300720667337	0.0202403598806941	0.0207563484842531	0.0221406807219593	0.021365876644254	0.0206427875974916	0.0202055099423739	0.0239044588750877	0.0219331603950256	0.0199071801297465	0.0276177900006968	0.02188962126844	0.0189779913101341	0.0189270886669788	0.0183937536322249	0.0190527898774088	0.0234339112644222	0.018834048691198	0.0241943587944454	0.0189627884952221	0.0211883550469717	0.0197481542514942	0.0209026778048017	0.0190531468579354	0.0211323920452893	0.0186781699407886	0.0187993645808268	0.0185027859228972	0.0190822124059133	0.0235176844101455	0.0216295637412458	0.023246103517429	0.0223122750689197	0.0242580145256975	0.0193590061464783	0.0208470164407326	0.0226008584604061	0.0203418893421716	0.0235080158834565	0.022133303326148	0.0224277825015813	0.0179911050354558	0.0194604096920348	0.0224385113750297	0.0189157125759858	0.0207748975210815	0.0197159338028485	0.0229982114700846	0.0216818987436436	0.0207206078738653	0.0183730340566572	0.0189777352841523	0.0195465874973455	0.0194726653917124	0.0207433357323954	0.022217014962253	0.0213317893640873	0.0218077771879601	0.0199736403407385	0.0224338239959045	0.0187070637638088	0.0219712021365886	0.0213952149696303	0.0211239202345687	0.020956401476201	0.0205497479621977	0.0184466072735464	0.0230805801670612	0.0218810876579815	0.0180742381941103	0.0214748635311641	0.0238773997186434	0.0220209489302829	0.0183320218693865	0.0217382699841246	0.0219857524426351	0.0187528929339274	0.0225955795297167	0.0213498566094285	0.0198819269219846	0.0217410452248024	0.020563338233743	0.0178716672631538	0.0243817170267188	0.0272903821035879	0.0219228519191471	0.0217326359002126	0.0221837237860362	0.0219686385852263	0.0225026049974241	0.0217458523005258
