"ID"	"Buddy_11"	"Joans_11"	"Padme_11"	"Ginger_14"	"Buddy_16"	"Buddy_17"	"Ivy_17"	"Padme_17"	"Buddy_18"	"Ginger_18"	"Ivy_18"	"Franc_19"	"Ivy_19"	"Ginger_2"	"Ginger_20"	"Buddy_21"	"Joans_21"	"Franc_22"	"Grogu_22"	"Henry_22"	"Joans_22"	"Marshmallow_22"	"Franc_24"	"Ivy_24"	"Marshmallow_24"	"Henry_25"	"Ginger_29"	"Henry_29"	"Joans_29"	"Ginger_36"	"Grogu_36"	"Henry_36"	"Franc_37"	"Grogu_37"	"Grogu_41"	"Joans_41"	"Marshmallow_41"	"Ginger_42"	"Grogu_42"	"Henry_42"	"Ivy_42"	"Buddy_44"	"Franc_44"	"Ginger_44"	"Ivy_44"	"Joans_44"	"Marshmallow_44"	"Buddy_45"	"Franc_45"	"Grogu_45"	"Ivy_45"	"Joans_45"	"Marshmallow_45"	"Buddy_46"	"Charles_46"	"Ivy_46"	"Joans_46"	"Franc_47"	"Ginger_47"	"Marshmallow_47"	"Buddy_48"	"Charles_48"	"Franc_48"	"Grogu_48"	"Ivy_48"	"Joans_48"	"Marshmallow_48"	"Charles_49"	"Franc_49"	"Ginger_49"	"Henry_49"	"Ivy_49"	"Padme_5"	"Buddy_50"	"Charles_50"	"Franc_50"	"Ginger_50"	"Grogu_50"	"Ivy_50"	"Joans_50"	"Charles_51"	"Franc_51"	"Joans_51"	"Buddy_52"	"Ginger_52"	"Grogu_52"	"Marshmallow_52"	"Franc_53"	"Marshmallow_53"	"Charles_55"	"Ginger_55"	"Ivy_55"	"Buddy_56"	"Franc_56"	"Grogu_56"	"Joans_56"	"Buddy_57"	"Joans_57"	"Ginger_58"	"Henry_59"	"Padme_6"	"Joans_60"	"Marshmallow_60"	"Joans_62"	"Henry_66"	"Franc_68"	"Ginger_7"	"Padme_7"	"Grogu_70"	"Charles_9"	"Franc_9"	"Grogu_9"	"Henry_9"	"Ivy_9"
"g__Hominisplanchenecus"	1	2	2	1	1	1	1	0	0	0	3	1	2	0	1	1	2	8	1	0	2	0	2	21	5	0	0	1	2	0	1	4	6	3	1	5	0	0	1	2	1	2	2	0	15	2	2	0	4	4	2	1	2	2	2	4	1	4	1	3	2	0	6	0	3	3	4	0	9	1	0	2	1	6	0	1	0	0	4	1	2	2	0	1	0	1	1	3	0	0	1	6	1	10	0	1	0	1	1	0	1	0	5	0	1	3	0	1	1	0	1	1	1	2
"g__Kineothrix"	2	1	1	0	0	1	0	0	1	2	6	3	11	1	5	0	1	6	1	2	1	3	3	11	2	3	5	5	0	2	0	5	4	1	0	7	0	1	0	5	4	2	1	0	9	2	1	0	4	0	3	0	0	1	1	2	0	1	2	2	0	0	4	0	3	2	1	0	4	0	2	1	1	1	1	3	2	0	3	0	0	4	1	1	2	0	2	2	0	1	4	1	1	4	0	1	2	1	4	0	0	2	2	1	3	3	4	0	0	3	1	1	0	3
"g__Canicola"	0	0	0	1	0	2	1	2	1	5	26	0	81	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	15	12	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	9	1	0	0	0	0	0	0	0	2	0	0	0	1	0	7	0	0	0	0	0	0	0
"g__Anaeromassilibacillus"	0	0	4	0	0	1	0	0	0	0	4	1	6	0	1	0	0	1	0	1	0	0	5	13	0	2	0	0	0	0	0	1	3	1	0	0	0	0	0	0	5	7	3	0	0	0	0	0	0	1	6	0	1	1	1	3	0	2	0	0	0	13	0	0	1	1	0	9	0	0	2	3	1	7	2	0	0	0	0	0	12	0	0	4	0	0	0	0	0	1	0	9	1	10	0	0	0	0	0	0	11	0	0	0	0	1	0	1	0	1	0	2	3	0
"g__Peptococcus"	1	5	0	0	0	0	2	0	0	0	11	4	14	1	0	0	0	13	0	0	7	5	6	13	0	0	0	0	4	0	0	0	1	0	0	0	1	0	1	0	2	5	8	0	2	0	0	3	1	0	3	1	0	2	0	1	1	1	0	3	1	0	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	7	0	5	0	2	5	1	0	0	2	0	1	0	0	2	0	6	0	0	0	0	0	0
"g__Pantoea"	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	14	1	0	0	0	0	0	0	0	0	0	0
"g__Anaerocolumna"	1	0	0	2	1	1	2	0	0	0	1	0	0	0	0	0	0	2	0	2	2	1	4	4	2	0	0	0	1	1	0	3	1	0	1	2	1	1	1	2	0	0	1	2	6	1	1	0	5	1	1	2	0	1	0	0	2	2	1	3	0	0	4	0	1	1	5	1	5	4	3	0	0	1	1	2	1	1	2	1	1	3	2	0	0	0	0	0	0	0	5	0	1	4	0	0	1	0	3	0	2	4	3	1	1	1	1	0	0	1	1	0	0	4
"g__Thermophilibacter"	1	0	0	0	0	0	1	1	0	1	0	0	2	0	1	0	0	0	0	0	2	2	2	2	0	2	0	4	0	5	0	0	1	0	0	0	5	1	1	8	8	1	4	2	2	0	1	0	3	2	3	0	1	0	1	7	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	3	1	1	1	0	1	0	1	0	4	2	0	0	0	0	2	1	0	7	1	13	1	4	1	0	0	1	0	1	0	1	0	0	3	0	0	1	0	0	0	1	3	2
"g__Klebsiella"	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g__Asteroleplasma"	0	0	0	0	0	0	2	0	0	0	36	0	15	0	0	0	0	0	0	0	0	0	1	17	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	6	0	0	0	0	0	0	4	0	0	0	11	0	0	7	0	0	13	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
"g__Sodaliphilus"	0	0	0	0	4	0	1	0	0	0	0	1	0	0	1	0	0	1	0	2	0	1	3	3	0	2	2	3	0	2	0	4	2	0	0	0	8	2	1	5	0	2	0	1	3	0	1	0	2	0	3	0	0	4	0	0	0	1	5	2	0	0	7	1	0	0	1	0	5	3	1	0	0	1	0	1	1	0	1	0	0	2	0	0	1	1	1	2	0	0	7	1	0	0	0	1	0	0	3	1	0	0	0	0	2	0	1	0	2	0	1	3	0	1
"g__Parolsenella"	1	3	0	1	3	3	1	0	0	0	1	2	0	0	0	0	0	0	0	1	1	0	1	1	0	3	0	3	1	2	0	0	2	0	0	0	4	1	0	2	0	2	1	2	1	1	1	0	2	10	0	0	0	2	0	1	0	0	3	0	0	0	1	0	0	1	0	0	0	4	1	0	0	3	0	0	3	0	0	3	1	1	1	2	2	0	2	0	0	3	7	0	0	1	0	2	1	1	0	0	0	0	0	1	6	1	2	0	1	0	0	2	1	2
"g__Staphylococcus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g__Gemella"	1	1	0	0	0	1	0	0	2	3	1	0	3	0	5	0	2	0	0	0	0	0	0	38	0	1	0	3	0	1	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	4	0	0	0	0	0	1	1	6	0	0	1	0	0	0	2	0	1	3	0	0	0	0	0	2	1	0	1	0	0	0	1	0	0	2	1	0	0	2	8	0	1	0	0	0	0	0	4	0
"g__Caecibacter"	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	1	4	0	3	0	4	2	1	0	0	0	2	1	0	1	6	1	0	0	5	0	0	1	2	0	2	3	2	0	1	1	2	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	4	4	1	0	1	1	1	3	5	0	0	0	1	1	1	0
"g__Gluceribacter"	0	0	1	1	0	0	1	0	0	1	4	1	4	0	1	0	0	2	0	1	0	0	1	10	3	0	1	0	0	1	0	4	1	0	0	7	0	2	0	0	1	0	1	1	5	0	0	0	2	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	1	1	0	1	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	3	1	1	3	1	0	0	0	0	1	0	1	1	0	1	2	1	0	0	0	0	0	0	2
"g__Caecibacteroides"	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	1	0	0	4	0	0	0	0	0	0	9	4	0	0	0	0	1	0	0	1	3	0	3	0	0	2	3	0	7	0	0	3	0	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	1	9	0	0	0	0	0	0	0	0	0	2	2	0	4	2	1	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0
"g__Qiania"	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	3	0	1	0	0	2	4	3	0	0	0	0	0	0	2	0	1	0	2	0	0	0	1	0	0	0	0	5	2	1	0	1	2	1	0	0	1	3	0	0	1	0	1	1	0	3	0	1	0	3	0	2	1	1	0	2	0	0	0	0	1	1	0	1	2	0	0	0	0	1	1	0	0	5	0	1	4	0	0	0	0	4	0	2	0	1	0	0	2	2	0	0	0	2	0	0	1
"g__Clostridioides"	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0
"g__Abiotrophia"	1	1	0	0	0	2	0	0	1	3	2	0	13	0	1	1	1	0	0	0	0	0	0	21	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	1	0	1	5	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	1	0	0	0	2	0	4	0	0	0	1	0	2	0
"g__Enterococcus"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	36	0	2	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	2	0	0	0	0	0	0	11	0	3	0	0	0	0
"g__Veillonella"	0	0	3	0	0	0	0	0	2	0	3	1	28	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	2	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	3	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	12	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	2	0
"g__Marseilla"	0	20	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	2	2	3	0	1	0	0	0	5	3	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	1	0	7	0	2	0	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	1	0	0	0	0	0	0	0	0	0	0	0
"g__Hungatella"	0	0	2	1	0	0	0	0	0	0	2	0	1	0	2	0	1	0	0	0	2	1	0	14	3	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	3	2	5	0	2	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	4	1	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	2	1	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1
"g__Aggregatibacter"	0	1	0	0	0	3	0	5	1	0	5	0	10	5	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	2	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	3	0	0	0	0	0	4	3	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	1	1	0	0	5	0	0	1	0	0	4	0
"g__Granulicatella"	0	0	0	0	0	1	0	15	0	0	2	0	4	0	1	0	0	0	0	0	0	0	0	12	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	3	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	1	0	0	0	1	0	0	0	0	0	0	0	9	0	0	1	0	3	0	0	2	0
"g__Alloprevotella"	1	0	2	0	0	0	0	0	0	2	0	0	0	0	3	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	6	0	0	0	0	0	0	0	2	0	0	0	2	1	0	0	0	1	0	9	1	3	0	0	0	0	1	3	0	3	0	0	0	1	0	0	1	0	0	5	0	0	0	1	0	0	5	2	0	2	0	0	0	0	0	0	1	0	0	0	0
"g__Muribaculum"	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	1	2	8	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	2	0	0	0	1	2	0	0	2	1	1	1	0	4	1	0	0	0	0	0	0	0	2	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	2	4	0	3	2	0	0	0	2	3	0	0	0	4	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
"g__Roseburia"	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	4	2	0	0	0	0	0	0	2	0	0	0	3	0	0	0	1	0	0	1	0	6	1	0	0	1	1	0	0	0	0	0	1	0	1	1	0	0	0	2	0	0	1	1	0	3	0	1	0	1	1	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	4	1	1	2	0	0	0	0	4	1	1	0	2	0	0	0	2	0	0	0	0	0	1	2
"g__Eisenbergiella"	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	3	0	0	0	0	1	1	0	0	2	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	2	0	0	9	0	9	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
"g__Jingyaoa"	1	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	3	0	0	0	1	0	1	0	1	1	0	0	2	0	0	0	1	0	0	3	0	2	0	1	0	1	0	0	0	0	0	1	0	0	3	0	0	0	0	1	0	2	2	1	0	0	0	1	0	0	1	1	0	0	1	0	0	2	1	0	0	1	0	1	1	0	1	1	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1
"g__Alistipes"	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	6	0	0	0	1	0	0
"g__Neisseria"	0	0	0	0	0	4	1	0	4	0	0	0	0	2	0	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	1	0	1	0
"g__Kosakonia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"g__Haemophilus"	0	0	0	0	0	0	0	10	1	0	5	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
"g__Drancourtella"	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	1	2	0	1	0	2	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	1	0	0	0	1	0	1	0
"g__Latilactobacillus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	8	0	0	2	0	0	3	0	0	0	0	16	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g__Murimonas"	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	2	0	2	0	0	1	2	0	0	1	0	1	1	0	0	0	0	0	2	0	1	0	2	0	1	0	0	1	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0
"g__Actinobacillus"	0	0	0	0	0	1	0	6	0	0	4	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g__Pasteurella"	0	0	0	0	0	1	0	2	0	2	5	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	1	0
"g__Leyella"	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	1	0	0	2	0	3	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
"g__Glaesserella"	0	0	0	0	0	0	0	2	0	1	4	0	12	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
"g__Mannheimia"	0	0	0	0	0	1	0	0	0	0	2	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
"g__Diplocloster"	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
"g__Eubacterium"	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0
"g__Anaeroglobus"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	2	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	1	0	0	0	0	0	0	0
"g__Catenibacillus"	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"g__Atlantibacter"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	2	0	0	0
"g__Coprococcus"	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
"g__Faecalimonas"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
"g__Olsenella"	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g__Mediterranea"	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"g__Agathobaculum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"g__Pusillibacter"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0
