"","ivy_17","korra_20","ophelia_20","kubo_21","franc_22","grogu_22","hamlet_23","franc_24","hera_24","ivy_24","kubo_24","ophelia_24","henry_25","kubo_25","ginger_44","iris_44","henry_45","korra_45","hamlet_46","joans_46","ginger_47","marshmallow_47","charles_48","grogu_48","henry_48","hera_48","kubo_48","kubo_49","franc_50","kubo_52","kubo_53","marshmallow_53","ginger_55","ophelia_55","buddy_56"
"ivy_17",0,2.68584097026247,4.84266298785953,3.63002160648289,3.22998947864109,8.1259339769551,3.89570545273513,2.98299947422072,3.73343014704517,4.90308847933746,3.54429104031856,5.37399887624143,3.17503601364654,4.02262192576452,5.83460293197295,6.48285070783854,5.47742209203306,3.69591858830785,3.39418061592323,4.33907594796947,4.78171435174489,2.14513280547848,5.39734809573631,8.49584467159175,3.82513169538583,3.36342925377661,4.34561053345118,4.20179584642588,5.64258492118572,3.10623484021472,3.36891757408184,7.94751277344849,5.80234087017733,3.19297572808263,4.17914144414206
"korra_20",2.68584097026247,0,3.76199881649107,3.61915494350953,4.25966148520607,8.8444795325164,5.0444236019462,3.73413197790753,4.86317276053793,5.38664632098287,3.23241793146174,5.51684146917132,2.59587032931457,4.64305722161508,6.19110895141629,6.37449483873046,6.24751824662462,2.82092620491263,4.58063294497879,5.62868190686825,5.15370029293247,1.8327390540502,6.01043905025114,9.05398620587467,4.34789366783546,3.92528591000544,4.98687449328194,5.09410552841324,6.09061855258333,1.50221601674512,3.96515246813103,8.70648801746481,5.91894601992747,3.21583313608597,3.3868769909309
"ophelia_20",4.84266298785953,3.76199881649107,0,4.14086500609933,5.10062421937734,9.82332301178681,5.10659191013113,4.97902832102755,5.13829940328094,5.70554520143421,3.96009372510735,5.2085658485843,4.16077757555393,5.28852130177909,6.20217475166473,6.70735586634058,6.10194552561668,4.27663917340465,4.9184619818652,5.8026699835398,5.53936147408186,4.18396873969,6.1639622394407,10.0675261876907,5.05109309046203,4.6137637373728,5.42108034130438,5.27543702805706,6.32210274390677,3.83673193507468,4.39931594436121,9.64026811514328,6.22699166638071,3.80577362744343,2.82572330959163
"kubo_21",3.63002160648289,3.61915494350953,4.14086500609933,0,2.78275382558454,10.0664898603638,3.26125771652441,2.6840154260483,3.07121121714963,3.93548108032854,2.39078923269289,2.87099043039767,2.76247705907728,3.65591774443867,3.04501436109924,4.61104715662689,3.37028219525855,2.37488604909971,3.06108553118128,3.97577250330966,2.90887063449082,4.3348733703328,4.54536084900117,10.3291818314533,2.22033065980561,3.5314604338627,3.26531199377971,2.48369133379692,3.1146932410388,3.84763456157123,2.65271649707362,9.85464109261675,3.01630462913539,3.08602194379605,4.72774671171121
"franc_22",3.22998947864109,4.25966148520607,5.10062421937734,2.78275382558454,0,8.44048601069693,2.1987531277488,2.66792172099851,1.62784651321902,3.60659679160949,3.47420758482454,3.92525780980885,4.46838537403469,2.54497698640676,3.5645871772161,5.41880973751481,2.91775079571898,3.86786137268344,1.49088399143033,1.8002042462805,3.62691299682309,4.42787708728969,4.78631005341797,8.83347630416017,2.46225664028446,3.08404088791946,2.55618171032066,1.99850935307308,3.27350734270829,4.97752927005044,1.98497322080882,8.24468817111174,3.51193160336506,3.66044620472628,4.9081838708381
"grogu_22",8.1259339769551,8.8444795325164,9.82332301178681,10.0664898603638,8.44048601069693,0,9.01553379353586,8.86362994204587,8.16975642871312,9.6935354597072,10.7396775938089,10.9488898618749,10.6183363513656,7.06748395209835,11.4141310813274,11.4866547411476,10.6937816492501,9.57693462517527,8.09991752127088,8.20053148781267,11.7947266493095,7.63537656294607,10.0904643283734,0.942435223050924,9.18066127011176,7.88967022561897,8.82823043890528,9.22511507659212,10.9869058077204,9.30303757004318,8.20611367011697,0.436450996825804,11.450350426424,9.59196569881249,9.25392382450881
"hamlet_23",3.89570545273513,5.0444236019462,5.10659191013113,3.26125771652441,2.1987531277488,9.01553379353586,0,3.24509376627652,2.00114475704589,2.64651056759377,4.09662261111812,3.59940304328416,4.75285820564061,3.18147672493688,3.91504586592401,5.30618418067957,3.13844304327448,4.60690016053639,1.98189890753391,2.50631461498279,4.04611524330589,5.1004441331737,4.30180789663356,9.43238112838072,3.20277285556941,3.07748808987925,2.35006296508827,1.94317525582177,3.77227080362055,5.50663006301895,2.20629774723408,8.80379735469191,4.08814729650865,3.68782527225086,5.4147048555409
"franc_24",2.98299947422072,3.73413197790753,4.97902832102755,2.6840154260483,2.66792172099851,8.86362994204587,3.24509376627652,0,2.90177288432681,3.47473751354162,3.80015643164523,3.73536955180813,3.6881620515255,3.13565368475655,4.36128685919579,3.81292249956341,4.30228465223625,3.14113441801956,2.83140844231803,3.87131528126665,4.34598658868794,3.98962817395603,3.29690992568992,9.13156436041361,2.75255519259622,2.70429285819482,2.33129363166072,2.7193900325453,4.18735910954659,3.87192673360344,2.26548001370337,8.6619259740738,4.27780027603986,3.36933302204415,5.31291689740109
"hera_24",3.73343014704517,4.86317276053793,5.13829940328094,3.07121121714963,1.62784651321902,8.16975642871312,2.00114475704589,2.90177288432681,0,3.46119969871638,4.33510616425354,3.4789132613002,4.92494198882796,1.89353489893663,3.61612072665548,5.2343436658834,2.89564861727918,4.07407287842912,0.823832189431921,1.60257911956599,4.45535977073072,4.77166810615477,4.32193698072709,8.52139929160348,2.32298635840683,2.60019355128269,2.28248126084774,1.35777741335072,3.2854796448552,5.29936766985979,1.93685097160564,7.92509482803738,3.8182497910804,3.92490725681419,5.51546106499042
"ivy_24",4.90308847933746,5.38664632098287,5.70554520143421,3.93548108032854,3.60659679160949,9.6935354597072,2.64651056759377,3.47473751354162,3.46119969871638,0,4.92296707216541,3.31290022340798,5.04073762211667,3.91238292393584,4.56448203210079,4.1222173493852,4.4840908788501,4.75414530635848,3.41029693159963,4.40610289759036,4.9921729832324,5.78330336236857,3.18496451403165,9.98871502045796,3.73932285187103,3.09931537993005,2.0535536317584,3.03869911080268,4.63493160073826,5.67366269439767,2.75616900052326,9.50107411407261,4.33962322489245,3.86108971343805,6.45837181562038
"kubo_24",3.54429104031856,3.23241793146174,3.96009372510735,2.39078923269289,3.47420758482454,10.7396775938089,4.09662261111812,3.80015643164523,4.33510616425354,4.92296707216541,0,4.27461434290811,2.35355866801234,5.05534204200603,4.19150326853605,5.93841095666749,4.27260853937944,3.36007277625546,4.05401188520285,4.73193459121138,2.20363506062374,4.18802679111242,5.83787868043292,11.0745936804182,3.80812544396148,4.53190833645995,4.61440454004389,4.09187790094794,4.37092995690562,3.74630255378985,3.89767724495032,10.5642928438539,4.05680378748912,2.97716690993796,3.75396449908493
"ophelia_24",5.37399887624143,5.51684146917132,5.2085658485843,2.87099043039767,3.92525780980885,10.9488898618749,3.59940304328416,3.73536955180813,3.4789132613002,3.31290022340798,4.27461434290811,0,4.52302706000566,4.08849475830547,2.86329389453435,3.73504695636963,3.32999134431901,3.85535669497128,3.50814479008399,4.52185203773325,3.95869404589655,6.15761881554252,3.96722078507632,11.1708761802567,3.13383223630116,3.5139626220217,3.06776537365353,2.57405171352649,3.27879123800974,5.55093900566673,3.45991899059123,10.7221793166985,2.82871018359063,3.96259710069556,6.65310077303903
"henry_25",3.17503601364654,2.59587032931457,4.16077757555393,2.76247705907728,4.46838537403469,10.6183363513656,4.75285820564061,3.6881620515255,4.92494198882796,5.04073762211667,2.35355866801234,4.52302706000566,0,5.29948847928692,5.21573435376084,5.76517517641214,5.55231605125011,2.69752481511411,4.63282811580546,5.81109733257411,3.85633584465325,3.45349029179516,5.5922970238599,10.8574395807831,3.90811519932834,4.3326523357507,4.9387726501968,4.69273029253463,5.43605632071674,2.39419425764984,4.14993402113253,10.4346867617965,5.10936959005801,2.85193075291578,4.38600459254773
"kubo_25",4.02262192576452,4.64305722161508,5.28852130177909,3.65591774443867,2.54497698640676,7.06748395209835,3.18147672493688,3.13565368475655,1.89353489893663,3.91238292393584,5.05534204200603,4.08849475830547,5.29948847928692,0,4.59403555737629,5.37511744160172,4.16583353452542,3.79978289776017,2.0495187865331,2.78043622803116,5.53762310636252,4.43849032006572,4.67702650546797,7.29238541869911,2.98668464163244,2.28510156733835,2.52449242115191,2.50606673260006,4.28561669644499,5.06174939925013,2.3220462935007,6.84657502297304,4.63804362589963,4.3554233740246,5.79460260754635
"ginger_44",5.83460293197295,6.19110895141629,6.20217475166473,3.04501436109924,3.5645871772161,11.4141310813274,3.91504586592401,4.36128685919579,3.61612072665548,4.56448203210079,4.19150326853605,2.86329389453435,5.21573435376084,4.59403555737629,0,4.74700368151574,1.58420433042693,4.39568972512522,3.81453624827566,3.95312690779486,3.02355554149764,6.83901727583881,5.48124679727795,11.6816303549666,3.17820839151232,5.05976385353717,3.86264175136477,2.77066104195202,1.39544399912568,6.47815543972796,4.18621897704418,11.1822161499869,1.17872490495099,5.14246484400367,6.91873106563075
"iris_44",6.48285070783854,6.37449483873046,6.70735586634058,4.61104715662689,5.41880973751481,11.4866547411476,5.30618418067957,3.81292249956341,5.2343436658834,4.1222173493852,5.93841095666749,3.73504695636963,5.76517517641214,5.37511744160172,4.74700368151574,0,5.38627334456551,4.81813022250485,5.3985423198707,6.27079906830769,5.83269536435466,7.09467728543411,3.50668532402376,11.5985934922711,4.70087461333719,4.90434617025572,3.61856623840843,4.45827235323738,4.83774364689618,6.17554708595507,4.76710806831459,11.276881335814,4.52189525894661,5.50500698193681,7.9834101803925
