"","hera_1","wolverine_1","buddy_11","hamlet_11","hera_11","jarjarbinks_11","joans_11","padme_11","ginger_14","hera_14","iris_14","jarjarbinks_14","kubo_14","wolverine_14","ginger_2","hera_2","jarjarbinks_2","lambchop_2","jarjarbinks_3","goose_4","padme_5","korra_6","padme_6","ginger_7","hera_7","iris_7","padme_7","charles_9","franc_9","grogu_9","henry_9","ivy_9","korra_9","ophelia_9"
"hera_1",0,1.2648570889827,5.31452189638443,1.3557662232382,3.70425019466203,4.32550881251645,3.51578751879051,4.00419486900922,1.19765766171239,2.25509655685739,5.43727835446835,2.80914175104313,7.32491894388331,3.50049041583916,7.58292570719181,2.38429677622456,3.62004719042865,1.46837496811487,0.916593928599265,8.01702263695963,7.25726724483411,1.74852382922579,7.14106222504752,7.59157934741492,0.363672776500588,2.0084185491588,7.52788194508796,6.99259087914504,8.0319536359412,1.73623780948007,6.27270107725296,5.25918784580253,2.16161111775363,1.4947107592551
"wolverine_1",1.2648570889827,0,5.0272473165079,1.01876798972788,3.42512400913438,3.95875442656108,3.35655644760268,3.71726529391246,1.57775293163666,2.44776833080013,4.51315023449853,2.14491116338431,6.98317276232504,2.62362911612344,7.22571214858258,2.60151292591202,2.68653010818979,1.84095316967828,0.787780460707881,7.68077471906098,6.91642118183886,1.26226715436857,6.78071295676237,7.24823057713946,1.30110865037679,1.92973400440093,7.13980594076425,6.64451352119118,7.68737077667152,1.56500503839584,5.96392300754833,4.84719685185691,1.70729297899225,0.781208431881798
"buddy_11",5.31452189638443,5.0272473165079,0,4.82985671858094,1.89345918190197,1.31143894040655,2.02061442119011,1.67748479859007,5.64861524187873,3.67242310555275,5.39235242697868,3.52934051010182,2.14316885317707,4.66994786250708,2.3920794198744,5.52101048119228,4.89455143698939,5.31985031168955,4.78650228874905,2.86636657595055,2.08704777770171,4.5927578358073,1.95824210942,2.34937448898745,5.48841871519792,5.67910041014441,2.40476171135862,1.93165644329213,2.81976004065085,3.78011561050311,1.03659222738763,0.772460695056709,3.7423001921474,4.75290810959969
"hamlet_11",1.3557662232382,1.01876798972788,4.82985671858094,0,3.20414058663958,3.66090394400903,3.09109673283524,3.45299501550031,1.98573226362572,2.29481605360385,4.75084847995801,2.13504775298844,6.69316450640113,2.82995987023398,6.97509221940512,3.26372275223226,3.22136988225418,1.83555619181066,0.691625742899954,7.37559805987125,6.64130313776319,0.872605398585647,6.52977029343098,6.99996624081266,1.47975678709846,2.04304456747028,6.90653239489258,6.3779333041134,7.40612148119494,1.28198280841964,5.72852268268463,4.6851569835792,2.04411262245931,0.985295092379595
"hera_11",3.70425019466203,3.42512400913438,1.89345918190197,3.20414058663958,0,1.12526498780354,1.11358678600067,0.869750140900722,3.98911763117091,2.2415732525481,4.71071277752255,2.05747386788325,3.83638490242783,3.31516291212866,4.18875692882891,4.35120448987148,3.99546042037475,4.05687112545033,3.22604922486098,4.57668549301466,3.77706740061466,3.05867449583313,3.62745022671008,4.11117611610565,3.932064361333,4.21389099508679,4.04974916094602,3.46313163250884,4.53484623809956,2.16502879372506,2.85042516984645,2.01337218668044,2.43833018824955,3.09002234262854
"jarjarbinks_11",4.32550881251645,3.95875442656108,1.31143894040655,3.66090394400903,1.12526498780354,0,1.31484305795733,0.956083233284615,4.74930723280207,2.84332960427572,4.65201108887008,2.41883537729268,3.0586704331708,3.67380049502939,3.36222854373616,4.86077926741012,4.03263949921233,4.33358983961901,3.70689538087094,3.77851977699208,3.02657350395218,3.40496065133771,2.91163991897666,3.36690118710098,4.50165091794825,4.66601488518416,3.32991565809318,2.81204170147338,3.78222071398925,2.74764375984357,2.1180350559677,1.22626828407134,2.84044757329866,3.64113150339191
"joans_11",3.51578751879051,3.35655644760268,2.02061442119011,3.09109673283524,1.11358678600067,1.31484305795733,0,0.993450908766885,3.88266517482229,2.01545291000893,4.86317873392937,2.39903683048668,3.997162964516,3.57101426854059,4.27756130935264,4.17170111506508,3.8973725828164,3.61805543836728,3.01554131648123,4.70366242322536,3.88022234023156,2.95945151473156,3.77485892155253,4.27286038382465,3.68118405090919,3.78232277687493,4.13775612970374,3.70586467677062,4.70147086792641,1.98637734217666,2.95735306498104,2.01645630123463,2.40226230268281,3.16446107964488
"padme_11",4.00419486900922,3.71726529391246,1.67748479859007,3.45299501550031,0.869750140900722,0.956083233284615,0.993450908766885,0,4.35993249952781,2.52893763826009,4.66340747118761,2.35609407540572,3.51560591632599,3.49877730681255,3.85343416819938,4.6135629301367,4.0381442354192,4.17839876340087,3.47366952066815,4.24856065240864,3.42103946118967,3.25601639599619,3.29048209040093,3.80194023017799,4.20246816454901,4.2943965666383,3.678801828867,3.1271054604913,4.21390602918114,2.45804877654245,2.54612400464275,1.67892794050532,2.70530854777113,3.41644219418328
"ginger_14",1.19765766171239,1.57775293163666,5.64861524187873,1.98573226362572,3.98911763117091,4.74930723280207,3.88266517482229,4.35993249952781,0,2.56561349784114,5.86115325816818,3.29489364031533,7.72071756872696,3.85806074073675,7.9772219036328,2.71302107036615,4.03536407876302,2.3709109570412,1.64857339597537,8.43176428240816,7.6498234012566,2.53478282038835,7.50918492096381,7.96168083494016,1.25815526808676,2.38928074505578,7.89199426818537,7.35166707077253,8.41679550134144,2.09148045835589,6.63285227114794,5.61997720781848,2.67291476849126,2.04294581531952
"hera_14",2.25509655685739,2.44776833080013,3.67242310555275,2.29481605360385,2.2415732525481,2.84332960427572,2.01545291000893,2.52893763826009,2.56561349784114,0,5.36764317846054,2.25627520807151,5.66477068629427,3.62060578098721,5.95353346877738,3.14743567871926,3.85398859357945,2.64338353974794,2.05402021218851,6.38214214326535,5.62107065363373,2.37589927594414,5.5042510220242,5.93547998943599,2.4303183676676,3.10911703040664,5.91402037188061,5.37606388671471,6.37886341622377,1.37931956917847,4.61583323047498,3.74493337686108,1.96804559746222,2.38530685390149
