"Taxa"	"jarjarbinks_29"	"korra_29"	"kubo_30"	"hamlet_31"	"jarjarbinks_32"	"goose_37"	"hera_37"	"kubo_37"	"lambchop_37"	"ophelia_37"	"wolverine_37"	"hamlet_41"	"hera_41"	"goose_42"	"lambchop_42"	"buddy_57"	"joans_57"	"ginger_58"	"henry_59"	"joans_60"	"marshmallow_60"	"joans_62"	"henry_66"	"ivy_67"	"franc_68"	"grogu_70"
"Acetate -- Production"	0.0511885149446929	0.0555206229012536	0.0494241235286672	0.0509790413608542	0.0519827466258522	0.0516002211438049	0.0479565320103945	0.0497424864723906	0.050604886534356	0.0523675283100005	0.0473178402935523	0.0541749683028437	0.0525474038031472	0.0512582662557228	0.0481454499382345	0.0487875567578012	0.0394783015557375	0.0515629868106761	0.0521044849679645	0.0504705021525686	0.084794871004531	0.0528101265822785	0.0393216232586311	0.0518171270891474	0.0528137890394814	0.0537788100768269
"L-Lactate ([S]-Lactate, Lactate, D-Lactate, [R]-Lactate) -- Production"	0.0476078405002858	0.0544904812233267	0.0508479939248196	0.0476007524972841	0.0449700848754696	0.0476073468886295	0.0429955114575951	0.0484712171588761	0.0445955562584012	0.0481150556643891	0.0472362979789155	0.0518565477268611	0.0504736991908486	0.0475178790508393	0.0439643977067562	0.0449876018420121	0.0378114399344953	0.0478069719943227	0.0494036471168063	0.0492283084043766	0.0810344296150171	0.0519662447257384	0.0258752271350697	0.0509548148380421	0.0504935179728934	0.0503841343576916
"D-Sorbitol (D-Glucitol, Sorbitol, Glucitol, L-Sorbitol, Sorbitol) -- Consumption"	0.0465319570991494	0.0690061139577508	0.0325591697253512	0.0298879202988792	0.0533184917211632	0.037318017077216	0.0350421293015198	0.0414194754112611	0.0470467304499091	0.112905537770558	0.044848273050265	0.0308277485962688	0.0369200742738645	0.0340524851132589	0.0361090874536758	0.0395452935304157	0.108521464498772	0.0308962509087133	0.0303597831444061	0.0493644392260963	0.045094473384089	0.0304303797468354	0.0341611144760751	0.0469568216738265	0.0383028874484384	0.0745041986778631
"D-Glucose (Glucose) -- Consumption"	0.048078539488283	0.0393059253214176	0.0511644095684091	0.0505550992289552	0.0433004035063309	0.0486823514957921	0.0487702443761976	0.0485255449073169	0.0460583537597849	0.0282622198862822	0.0499155454598404	0.0487230574171346	0.0489828004499804	0.0502708040336336	0.0479870767476482	0.0492061958586932	0.0376652240028073	0.0515283691625991	0.0518679152291769	0.0481732945360491	0.030607527047437	0.0523544303797468	0.0457904300423985	0.0458593333542379	0.0487625220978197	0.0363289857661843
"D-Mannose (Mannose) -- Consumption"	0.0480449181319974	0.0392256545413194	0.0497405391722567	0.0504226173127368	0.0428551551412272	0.0482216352355796	0.0485077565162611	0.0484168894104353	0.0455839329485253	0.0280233169286636	0.0491234201176539	0.048668719434885	0.0489828004499804	0.0496124958855741	0.0472902347090685	0.0491095868354104	0.0375774944437946	0.0506629279606743	0.0508822079842287	0.0480371637143295	0.0301451776962673	0.0515949367088608	0.0442156268927922	0.0450754131259603	0.0481548320565704	0.0362098743374427
"Cellobiose -- Consumption"	0.0479104327068554	0.0392256545413194	0.0502784457663587	0.0504226173127368	0.0410463336579936	0.0467473432028994	0.0485077565162611	0.0482539061651129	0.0432118288922274	0.019494481341679	0.0497058652222028	0.048397029523637	0.0488879250755615	0.0491636494209881	0.047353583985303	0.0491095868354104	0.0375774944437946	0.0506629279606743	0.0508822079842287	0.0480371637143295	0.0253675677341799	0.0515949367088608	0.0455481526347668	0.0452635539807469	0.0481548320565704	0.0339467571913525
"D-Arabinose (L-Arabinose, Arabinose, L-Arabinopyranose, L-Arabinofuranose) -- Consumption"	0.0479440540631409	0.03919889761462	0.0458486267561068	0.0501841498635436	0.0420759705022958	0.0481602064008846	0.0464078536367693	0.0482213095160484	0.0453862576105005	0.027426059534617	0.046980022132914	0.0484332548451367	0.0487117279516407	0.0494628803973787	0.0470368376041304	0.0484011206646701	0.0375774944437946	0.0506110014885589	0.0508230655495318	0.0480371637143295	0.0301451776962673	0.0515443037974684	0.0385221078134464	0.0426766172274309	0.0480627578078963	0.0360312071943303
"D-Xylose (Xylose) -- Consumption"	0.0479440540631409	0.03919889761462	0.0458486267561068	0.0501841498635436	0.0420759705022958	0.0481602064008846	0.0464078536367693	0.0482213095160484	0.0453862576105005	0.027426059534617	0.046980022132914	0.0484151421843869	0.0487117279516407	0.0494628803973787	0.0470368376041304	0.0484011206646701	0.0375774944437946	0.0506110014885589	0.0508230655495318	0.0480371637143295	0.0301451776962673	0.0515105485232068	0.0384736523319201	0.0426766172274309	0.0480627578078963	0.0360312071943303
"Trehalose -- Consumption"	0.0479440540631409	0.03919889761462	0.0469560815086698	0.0497602077316446	0.0419368303882009	0.0480680631488421	0.0448329264771504	0.0475150487863181	0.0451885822724757	0.0249175784796216	0.0470848622517328	0.0481434522731389	0.0482780119542972	0.0494628803973787	0.0471318615184822	0.0484011206646701	0.0375774944437946	0.0505763838404819	0.050724494825037	0.0480371637143295	0.0300527078260334	0.0515443037974684	0.0393216232586311	0.0427550092502587	0.0480259281084266	0.0356143171937347
"Sucrose -- Consumption"	0.0478263793161416	0.03919889761462	0.0454372864194406	0.0502901353965184	0.0400445248365104	0.0466244855335094	0.0480352783683755	0.0515678988200013	0.0426978730133629	0.0190166754264418	0.0470848622517328	0.0496286904546278	0.050134858567924	0.0490738801280709	0.0468784644135441	0.0491095868354104	0.0375774944437946	0.0505763838404819	0.0508230655495318	0.0480031310088996	0.0253675677341799	0.0515949367088608	0.0392004845548153	0.0426766172274309	0.0479706835592222	0.032934310047049
