"Taxa"	"Buddy_16"	"Hera_2"	"JarJarBinks_2"	"Lambchop_2"	"Goose_4"	"Marshmallow_41"	"JarJarBinks_44"	"Hamlet_67"	"Grogu_70"
"k__Bacteria"	1	1	1	1	1	1	1	1	1
