"Taxa"	"jarjarbinks_15"	"kubo_15"	"iris_17"	"kubo_17"	"lambchop_17"	"wolverine_17"	"hamlet_18"	"hera_18"	"iris_18"	"jarjarbinks_18"	"kubo_18"	"lambchop_18"	"wolverine_18"	"ophelia_19"	"wolverine_19"	"goose_20"	"hamlet_20"	"hera_20"	"iris_20"	"korra_20"	"ophelia_20"	"hamlet_21"	"jarjarbinks_21"	"korra_21"	"kubo_21"	"goose_22"	"hamlet_22"	"hera_22"	"iris_22"	"kubo_22"	"hamlet_23"	"iris_23"	"korra_23"	"hera_24"	"kubo_24"	"ophelia_24"	"wolverine_24"	"kubo_25"	"buddy_44"	"franc_44"	"ginger_44"	"ivy_44"	"joans_44"	"marshmallow_44"	"buddy_45"	"franc_45"	"grogu_45"	"henry_45"	"ivy_45"	"joans_45"	"marshmallow_45"	"buddy_46"	"charles_46"	"ivy_46"	"joans_46"	"marshmallow_46"	"franc_47"	"ginger_47"	"ivy_47"	"marshmallow_47"	"buddy_48"	"charles_48"	"franc_48"	"grogu_48"	"ivy_48"	"joans_48"	"marshmallow_48"	"charles_49"	"franc_49"	"ginger_49"	"henry_49"	"ivy_49"	"joans_49"	"marshmallow_49"	"buddy_50"	"charles_50"	"franc_50"	"ginger_50"	"grogu_50"	"ivy_50"	"joans_50"	"charles_51"	"franc_51"	"joans_51"	"buddy_52"	"charles_52"	"ginger_52"	"grogu_52"	"marshmallow_52"	"franc_53"	"marshmallow_53"	"charles_55"	"ginger_55"	"ivy_55"	"buddy_56"	"franc_56"	"grogu_56"	"joans_56"
"k__Bacteria|p__Bacillota"	0.787333333333333	0.732666666666667	0.746888888888889	0.776888888888889	0.309555555555556	0.791777777777778	0.786	0.726	0.631333333333333	0.542222222222222	0.751111111111111	0.682222222222222	0.864222222222222	0.691555555555556	0.652	0.757111111111111	0.503777777777778	0.742444444444444	0.803333333333333	0.556	0.449111111111111	0.728222222222222	0.693555555555556	0.606888888888889	0.724222222222222	0.595555555555556	0.214	0.476222222222222	0.789333333333333	0.635555555555556	0.715555555555556	0.725777777777778	0.544666666666667	0.653111111111111	0.68	0.655111111111111	0.862888888888889	0.324666666666667	0.46	0.385555555555556	0.816444444444444	0.789	0.492888888888889	0.467333333333333	0.500444444444444	0.617111111111111	0.671777777777778	0.870666666666667	0.478666666666667	0.409777777777778	0.237555555555556	0.312444444444444	0.510888888888889	0.879555555555556	0.558666666666667	0.403555555555556	0.791111111111111	0.834222222222222	0.585111111111111	0.338222222222222	0.278444444444444	0.618222222222222	0.628222222222222	0.0817777777777778	0.675777777777778	0.680222222222222	0.594222222222222	0.434666666666667	0.687777777777778	0.923333333333333	0.822888888888889	0.724	0.547777777777778	0.502222222222222	0.399555555555556	0.760444444444444	0.724888888888889	0.894	0.306888888888889	0.827333333333333	0.428888888888889	0.653777777777778	0.619333333333333	0.358888888888889	0.554666666666667	0.588444444444444	0.818888888888889	0.200666666666667	0.494222222222222	0.678	0.105111111111111	0.624666666666667	0.837777777777778	0.640222222222222	0.331555555555556	0.684444444444444	0.152222222222222	0.696888888888889
"k__Bacteria|p__Pseudomonadota"	0.0395555555555556	0.133555555555556	0.0175555555555556	0.106	0.690222222222222	0.012	0.0257777777777778	0.0297777777777778	0.0166666666666667	0.271333333333333	0.0502222222222222	0.316888888888889	0.0171111111111111	0.0346666666666667	0.0151111111111111	0.0975555555555556	0.299777777777778	0.0322222222222222	0.0208888888888889	0.273555555555556	0.371555555555556	0.114888888888889	0.114666666666667	0.227777777777778	0.118444444444444	0.237333333333333	0.709555555555556	0.332222222222222	0.0111111111111111	0.240222222222222	0.0337777777777778	0.008	0.346222222222222	0.0197777777777778	0.173333333333333	0.024	0.0144444444444444	0.516	0.341555555555556	0.236222222222222	0.0157777777777778	0.0786666666666667	0.244222222222222	0.43	0.239555555555556	0.0935555555555556	0.213777777777778	0.0175555555555556	0.212888888888889	0.224222222222222	0.719111111111111	0.333111111111111	0.187333333333333	0.0231111111111111	0.185555555555556	0.528222222222222	0.0364444444444444	0.102444444444444	0.0988888888888889	0.582888888888889	0.644888888888889	0.141777777777778	0.0526666666666667	0.885333333333333	0.0431111111111111	0.134888888888889	0.349333333333333	0.514888888888889	0.0682222222222222	0.00622222222222222	0.024	0.0846666666666667	0.142444444444444	0.433777777777778	0.497333333333333	0.119111111111111	0.048	0.0146666666666667	0.667777777777778	0.0362222222222222	0.120666666666667	0.0866666666666667	0.0466666666666667	0.124222222222222	0.303777777777778	0.0528888888888889	0.0302222222222222	0.742666666666667	0.294	0.0213333333333333	0.873333333333333	0.0211111111111111	0.0206666666666667	0.0433333333333333	0.608	0.042	0.787777777777778	0.108444444444444
"k__Bacteria|p__Bacteroidota"	0.153777777777778	0.0844444444444444	0.231777777777778	0.111777777777778	0	0.193111111111111	0.184222222222222	0.239555555555556	0.325333333333333	0.184666666666667	0.185777777777778	0	0.114666666666667	0.263555555555556	0.294888888888889	0.142888888888889	0.193555555555556	0.223111111111111	0.150222222222222	0.168444444444444	0.175111111111111	0.144666666666667	0.191777777777778	0.157555555555556	0.150888888888889	0.165333333333333	0.0637777777777778	0.189777777777778	0.183777777777778	0.122222222222222	0.199333333333333	0.260444444444444	0.107777777777778	0.302666666666667	0.143333333333333	0.303555555555556	0.117555555555556	0.156888888888889	0.171333333333333	0.252444444444444	0.153777777777778	0.128666666666667	0.261777777777778	0.1	0.259555555555556	0.283111111111111	0.0782222222222222	0.108888888888889	0.299777777777778	0.365777777777778	0.04	0.341111111111111	0.298666666666667	0.0595555555555556	0.255111111111111	0.0628888888888889	0.167111111111111	0.0604444444444444	0.262444444444444	0.0762222222222222	0.0688888888888889	0.227333333333333	0.312444444444444	0.0324444444444444	0.275777777777778	0.172	0.0542222222222222	0.0462222222222222	0.241333333333333	0.0648888888888889	0.150222222222222	0.182222222222222	0.309111111111111	0.0564444444444444	0.0693333333333333	0.117555555555556	0.223777777777778	0.088	0.0246666666666667	0.134	0.446444444444444	0.244444444444444	0.309555555555556	0.516222222222222	0.127555555555556	0.352444444444444	0.148	0.056	0.2	0.298666666666667	0.0211111111111111	0.251333333333333	0.130666666666667	0.310444444444444	0.0553333333333333	0.268444444444444	0.0568888888888889	0.193111111111111
"k__Bacteria|p__Actinomycetota"	0.00933333333333333	0.00266666666666667	0.000666666666666667	0.00511111111111111	0.000222222222222222	0.00311111111111111	0.00266666666666667	0.00466666666666667	0.0204444444444444	0.000888888888888889	0.0117777777777778	0.000888888888888889	0.00311111111111111	0.01	0.00688888888888889	0.002	0.00177777777777778	0.00222222222222222	0.00133333333333333	0.002	0.00155555555555556	0.01	0	0.00777777777777778	0.00577777777777778	0.000222222222222222	0.012	0.00155555555555556	0.00266666666666667	0.00155555555555556	0.000444444444444444	0.002	0.00133333333333333	0.0224444444444444	0.00333333333333333	0.012	0.00488888888888889	0.000888888888888889	0.0117777777777778	0.0162222222222222	0.014	0.00344444444444444	0.00111111111111111	0.00266666666666667	0.000444444444444444	0.00533333333333333	0.0362222222222222	0.00288888888888889	0.00822222222222222	0.000222222222222222	0.00333333333333333	0.00955555555555555	0.002	0.0324444444444444	0.000666666666666667	0.00533333333333333	0.00444444444444444	0.00288888888888889	0.0115555555555556	0.00266666666666667	0.000444444444444444	0.002	0.006	0.000444444444444444	0.000666666666666667	0.00111111111111111	0.00222222222222222	0.000888888888888889	0.00244444444444444	0.00555555555555556	0.00133333333333333	0.00266666666666667	0.000666666666666667	0.00755555555555556	0.0246666666666667	0.00155555555555556	0.00111111111111111	0.00333333333333333	0.000666666666666667	0.00111111111111111	0.004	0.00933333333333333	0.0206666666666667	0.000666666666666667	0.00977777777777778	0.00111111111111111	0.00288888888888889	0.000666666666666667	0.0117777777777778	0.002	0.000444444444444444	0.0957777777777778	0.0108888888888889	0.00466666666666667	0.00244444444444444	0.00444444444444444	0.00311111111111111	0.00111111111111111
"k__Bacteria|p__Fusobacteriota"	0.00666666666666667	0.0462222222222222	0.00266666666666667	0.000222222222222222	0	0	0.00133333333333333	0	0.00555555555555556	0.000888888888888889	0.000444444444444444	0	0.000888888888888889	0	0.0304444444444444	0.000444444444444444	0.00111111111111111	0	0.024	0	0	0.00222222222222222	0	0	0.000666666666666667	0.00155555555555556	0.000666666666666667	0.000222222222222222	0.0131111111111111	0.000444444444444444	0.0508888888888889	0.00377777777777778	0	0.002	0	0	0.000222222222222222	0.00155555555555556	0.0153333333333333	0.109111111111111	0	0.000111111111111111	0	0	0	0.000444444444444444	0	0	0.000444444444444444	0	0	0.00377777777777778	0.00111111111111111	0.00533333333333333	0	0	0.000888888888888889	0	0.042	0	0.00733333333333333	0.0106666666666667	0	0	0.00355555555555556	0.0117777777777778	0	0.00333333333333333	0.000222222222222222	0	0.00155555555555556	0.00555555555555556	0	0	0.00911111111111111	0.00133333333333333	0	0	0	0	0	0.00577777777777778	0.00133333333333333	0	0.00422222222222222	0.00511111111111111	0	0	0	0	0	0.00711111111111111	0	0.000888888888888889	0.00244444444444444	0.000444444444444444	0	0.000444444444444444
"k__Bacteria|p__Mycoplasmatota"	0.00333333333333333	0.000444444444444444	0	0	0	0	0	0	0.000444444444444444	0	0.000666666666666667	0	0	0	0.000444444444444444	0	0	0	0.000222222222222222	0	0.00266666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00533333333333333	0	0	0	0	0	0.000111111111111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000666666666666667	0	0.00111111111111111	0	0	0	0	0	0	0.000888888888888889	0	0	0	0	0.002	0	0	0.00133333333333333	0	0	0.00244444444444444	0	0	0	0	0	0	0	0	0	0	0.000444444444444444	0	0.000222222222222222	0	0
"k__Bacteria|p__Campylobacterota"	0	0	0.000444444444444444	0	0	0	0	0	0.000222222222222222	0	0	0	0	0.000222222222222222	0.000222222222222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000444444444444444	0	0	0	0	0	0.000444444444444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000222222222222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000222222222222222	0	0	0
