"Taxa"	"ginger_29"	"henry_29"	"joans_29"	"ginger_36"	"grogu_36"	"henry_36"	"franc_37"	"grogu_37"	"grogu_41"	"joans_41"	"marshmallow_41"	"ginger_42"	"grogu_42"	"henry_42"	"ivy_42"	"ophelia_57"	"wolverine_57"	"goose_58"	"wolverine_58"	"goose_59"	"hamlet_59"	"iris_59"	"ophelia_59"	"iris_60"	"wolverine_60"	"hamlet_67"	"hera_67"	"jarjarbinks_68"
"Metabolism"	0.779763525462544	0.739146851825127	0.765147747859178	0.751874344157985	0.759940587223243	0.751146147353571	0.742355978742014	0.746413543572986	0.753133977874945	0.740207695174922	0.738444187916283	0.731475022917121	0.759552237237589	0.768389176994254	0.749833752612968	0.736878078458222	0.727014556987647	0.760507336793202	0.729840765992788	0.770591133853552	0.737584953258427	0.736097236488734	0.713014358362459	0.725081236256125	0.751473661555655	0.746027454014252	0.76544710546625	0.744145854247594
"Environmental Information Processing"	0.097378336721426	0.120899886123122	0.105365651991779	0.111527831317991	0.10578569070175	0.115868911960209	0.123531955620725	0.116912742426744	0.115595819239835	0.124269234261526	0.110820237770571	0.125928513301692	0.110359098192809	0.100719210335557	0.102160671249686	0.118755599296808	0.128278018998558	0.109196292691587	0.127688636383233	0.104130266427745	0.12335747899604	0.124281109613571	0.13396072261519	0.125156871540938	0.112735707631243	0.10060327934803	0.109019713874496	0.117858238259107
"Cellular Processes"	0.0401709580064927	0.0560092547786483	0.0460370975446745	0.0517729111703166	0.0488674792182272	0.0508470185559863	0.0540308514047317	0.0544145560767596	0.0504659029881191	0.054308897482928	0.0582708464944477	0.059019700109589	0.0482981153391206	0.0454229696401519	0.056100010435386	0.059083894177482	0.0613350523422646	0.047053965777628	0.0598415234723088	0.0429519281958484	0.0560507304924465	0.0579452223246926	0.06967356568382	0.0650582672599513	0.0517525171376438	0.058417713515608	0.0448111447417173	0.0556289505030023
"Genetic Information Processing"	0.0507451735759827	0.0423726427692836	0.0502546354134841	0.0457709873979314	0.0481332855472495	0.0470374221026963	0.0454920236743964	0.0462370393589962	0.0466890064541309	0.0425716051205691	0.049004056422386	0.039314167652646	0.0464117560517017	0.0505869302910971	0.0470899300072409	0.0442609430101347	0.0384125889129157	0.0458857484096492	0.0396198755883602	0.0487284880002455	0.0437044955175759	0.0446421183775114	0.0380196056028893	0.0432459088815831	0.0464762380372417	0.0481154764911526	0.0497407265818941	0.0437881251585098
"Human Diseases"	0.0230828106896734	0.0313378936956728	0.0234563519079097	0.0287467237202054	0.025531126331167	0.0251070451995388	0.024913344046993	0.0252933583524007	0.0238205351473023	0.0294375726766079	0.0297459060702388	0.034198855347683	0.025818428501997	0.0248348801356976	0.0291015331766056	0.0293469285164601	0.0350946043258276	0.0281931510771684	0.0331690409697862	0.024698879445067	0.0289511343816158	0.0260274885873535	0.0354854638235772	0.0286936202624697	0.0276940073747948	0.0306532855446016	0.022598751451156	0.0283374776735681
"Organismal Systems"	0.00885919554388151	0.0102334708081462	0.00973851528297453	0.0103072022355705	0.0117418309783636	0.0099934548279989	0.00967584651114002	0.0107287602121135	0.0102947582956676	0.00920499528344712	0.0137147653260745	0.010063740671269	0.00956036467678223	0.0100468326032423	0.0157141025181134	0.0116745565408925	0.00986517843278642	0.00916350525076587	0.00984015759352459	0.00889930407754278	0.010351207353895	0.0110068246081372	0.00984628391206443	0.0127640957989337	0.00986786826342147	0.0161827910863555	0.00838255788448684	0.0102413541582186
