"Taxa"	"ginger_29"	"henry_29"	"joans_29"	"ginger_36"	"grogu_36"	"henry_36"	"franc_37"	"grogu_37"	"grogu_41"	"joans_41"	"marshmallow_41"	"ginger_42"	"grogu_42"	"henry_42"	"ivy_42"	"ophelia_57"	"wolverine_57"	"goose_58"	"wolverine_58"	"goose_59"	"hamlet_59"	"iris_59"	"ophelia_59"	"iris_60"	"wolverine_60"	"hamlet_67"	"hera_67"	"jarjarbinks_68"
"Genetic Information Processing|Translation"	0.0201864854250626	0.0155846866189044	0.0200484325771125	0.0174289116398423	0.0185938662610494	0.0182298120774124	0.0178640127227451	0.0176382303826531	0.0180629816779037	0.0157201404528906	0.0191813182601404	0.0138477325822546	0.0178306199806239	0.0200724331861006	0.0177086273027074	0.0168843757477806	0.0132484839445999	0.017408053383506	0.0140035084338021	0.0190135068861518	0.0165363053896369	0.0170118957991911	0.0134667516678025	0.0162330727790036	0.0178239300856043	0.0182404444969105	0.0199981494032023	0.0166756487523188
"Genetic Information Processing|Replication and repair"	0.0183695686863633	0.0160720911478957	0.0181009236853492	0.0171019536379705	0.0176729494078947	0.0173720094430767	0.0166991630836847	0.0174714773376077	0.0172244963598506	0.0161508429325516	0.0184084651764122	0.0152631650677509	0.0172917248881907	0.0183511111857495	0.0174769004853615	0.0165953173378386	0.0152079316535708	0.0171160863400194	0.0155069982176029	0.0179076828806127	0.0163812053438179	0.017030867725336	0.0145562504081241	0.0167357164632568	0.0172142688052723	0.0179496671129745	0.0176702696031411	0.0161679399712675
"Metabolism|Xenobiotics biodegradation and metabolism"	0.0161004507093958	0.015428614787549	0.0129576876545697	0.0145726774592927	0.0131535899295532	0.0137372971776242	0.0160619672712308	0.0136584759861722	0.0140909061205478	0.0162508435285071	0.0102895373515527	0.0169608649873559	0.0160628881612428	0.0130780897971052	0.010245041234872	0.0150792123917039	0.0185547477159475	0.0172566504692668	0.0182295322736216	0.0164779963802978	0.0161130394288109	0.0151083510537421	0.0172264959413519	0.0118090049558909	0.0154713101837653	0.0107150496967404	0.0139540631537678	0.0174187084150515
"Metabolism|Glycan biosynthesis and metabolism"	0.012950819224188	0.0128733874733688	0.0148539854499806	0.0139543175602512	0.0174566891581089	0.0143050161217568	0.0127573008186398	0.0148813672720486	0.014473439812213	0.0114234125827219	0.018387543924586	0.0116741626770134	0.0128305949796467	0.0149365265969668	0.0258333054349963	0.015622986656525	0.0109992350002167	0.011946103996504	0.0112530197146684	0.0124695874345865	0.0132201689535295	0.014499901126929	0.0109606117347757	0.0180765254171927	0.0135437784899654	0.0234059724454654	0.0123648562716419	0.0119603741954761
"Metabolism|Metabolism of other amino acids"	0.0144212609690321	0.0144431799077648	0.0135222192178466	0.0141577132242774	0.0132284673366125	0.0136202954030718	0.0127904257547415	0.0132435046421302	0.0132944287362883	0.0146059488334057	0.0124819360748308	0.0150595602631428	0.0142907787747347	0.0137282783232879	0.0122030578747799	0.0128829188679833	0.0154136099985535	0.014960543587012	0.0150347121243283	0.0145861285682279	0.0135379161835946	0.0130068912015019	0.0151326454923079	0.0121534473079035	0.0143921330095061	0.0122039720675317	0.0134675309847271	0.01451134151509
"Human Diseases|Drug resistance: Antimicrobial"	0.0105872365798851	0.0144358866573969	0.0108696674630204	0.0130728016220162	0.0115466417577001	0.0116435631668653	0.0120002046001191	0.0116994955747104	0.0111780711810289	0.0138501715767461	0.012923390801983	0.0157748456288642	0.0119092180047051	0.0112527278896619	0.0126484908009854	0.01358042932128	0.0164717991994321	0.0129864070686992	0.0155799673344652	0.0113696659958363	0.0136094655941035	0.0120641100031193	0.0171435682828863	0.0131034063943866	0.0128302973566286	0.0131808142669271	0.0109487711630157	0.0128393428021086
"Metabolism|Biosynthesis of other secondary metabolites"	0.012657471200391	0.0115608353691928	0.012052350930795	0.0122929702092869	0.0137483761667847	0.0123339107903335	0.0116331753023245	0.01332027598488	0.0126873938796257	0.0112908046641495	0.0146269376050468	0.0109058870171748	0.0124062371383674	0.0127750682513453	0.0154581895070566	0.0125628932093027	0.0102460732538842	0.01193049302506	0.0106568218690124	0.012623108772852	0.0113897684035872	0.0132631184233425	0.0114490295644391	0.0141414292100726	0.0121405808928285	0.014277760527006	0.0116302757564343	0.0116406302593645
"Genetic Information Processing|Folding, sorting and degradation"	0.0108986183917345	0.00978238868033517	0.0108200094900819	0.0101914031729846	0.0107955160097491	0.0103018814291128	0.00978578936332025	0.0100729854690813	0.0102715359782652	0.00971201978049445	0.0103935347780179	0.00939692775309957	0.0101965471529429	0.0109041655893078	0.011123251276852	0.00982671711993564	0.00919544418650389	0.0102897615789491	0.00929262837880811	0.0106103938357212	0.00979359267835948	0.00962250498931684	0.00920999955486693	0.00940527512009933	0.0103541745653348	0.0110744937474633	0.0106812429895654	0.00989949104798594
"Metabolism|Metabolism of terpenoids and polyketides"	0.00972313587724852	0.0103125106596033	0.00877789039186157	0.00974271337505225	0.00890279200542579	0.008908960907276	0.00895503483098904	0.00913555139243355	0.00936506730043021	0.0103383517126455	0.00864551721157443	0.0110032367112495	0.0100533047120694	0.00895785984109891	0.00821307466295694	0.00881739912824249	0.00963337302598009	0.0104464067614165	0.00956711106850362	0.0100310643636806	0.00924452776155539	0.00899088383382607	0.00961083994045455	0.00860008920813582	0.00921765903597388	0.00811000232932336	0.00903427518305298	0.0096225747957482
"Cellular Processes|Cell growth and death"	0.00559451644500323	0.00552873439455093	0.00617257565078673	0.00623559692543428	0.00743421652928167	0.00640243424300845	0.00630022233603241	0.00779411213206374	0.00682183974720895	0.0048730881524806	0.00988888687377682	0.00472864708759259	0.00595361427301418	0.00662902327827807	0.00936392890675484	0.00738943509538993	0.00447423047992189	0.00473737065903443	0.00484334419681457	0.00533725810979518	0.00579550057836635	0.00766591872526266	0.0055492164774419	0.00950970671063054	0.00583694381918516	0.00951293990932937	0.0055553335199851	0.00589270960523536
"Cellular Processes|Cell motility"	0.00134448194322522	0.00803510018029441	0.00166543932496223	0.00536984732305723	0.00316375858244652	0.0039739871378913	0.00489832153734628	0.00428268018942751	0.00368973864284755	0.00794088566089381	0.00380762646569674	0.0105202878640272	0.0042999498218145	0.00191639430348906	0.00368406571228088	0.00653546014795629	0.0117259461763493	0.00579080591505476	0.0105071339874724	0.00302368567311268	0.00714768386791659	0.00577360929373221	0.0132569748668025	0.00628500265173021	0.00534027356277455	0.0043543271043641	0.00218448823784284	0.00699013681233419
"Human Diseases|Infectious diseases: Bacterial"	0.00385260673955167	0.00661689049647211	0.00396678799720142	0.00588390810892329	0.00463854248681415	0.00461733757220396	0.00422642562552798	0.00481775318435018	0.00411751952060171	0.00581137684879578	0.00649749409985532	0.007493648394893	0.00477987818065729	0.00460195261168571	0.00554974157038669	0.00560537094712853	0.00725887410821651	0.00530619238393859	0.00669308744229182	0.00421750272594825	0.00551136155604356	0.00485659783213657	0.00686100056665545	0.00596758174530804	0.00503681167684968	0.00608667058650097	0.00358477885027655	0.00522434963405343
"Organismal Systems|Endocrine system"	0.00414379506909145	0.00368036317667679	0.00428694374250403	0.00393418543533017	0.00447768775556854	0.00407400476889443	0.00406116153319702	0.00413125017499411	0.00422419991965119	0.00354445867254822	0.00456009321384239	0.00342631295668276	0.00399143610202246	0.00423957624518228	0.00527844835054918	0.00423954901506436	0.00327581681268795	0.00379064970336233	0.00341124465726814	0.00399622517110889	0.00393380822657582	0.00420325332095183	0.00319961365201277	0.00438104644182984	0.00393200015342389	0.00543956993699401	0.00395482913909423	0.00409364710189661
"Human Diseases|Cancers: Overview"	0.00252350294957315	0.00334964558076091	0.00255421249026652	0.00308285890663256	0.00279256982835577	0.00267354111785557	0.00267008570961849	0.00261781318420846	0.0025078311738753	0.00316055098733924	0.00318654159431915	0.0036714716670369	0.00278807087658393	0.00267673052054713	0.00339388914923275	0.0032377772664737	0.00380925271455558	0.0031335154039732	0.00359910284808465	0.00273975818997423	0.00315408652443814	0.00275286369149167	0.00385389953405618	0.00296269145302997	0.0030680009354708	0.00354445532200917	0.00235071583994286	0.00307925417350088
"Cellular Processes|Transport and catabolism"	0.000876779922213034	0.00183971506940949	0.00162209488167798	0.00188876544442773	0.00279097068775275	0.00181329576452425	0.00163952538795635	0.00219546804270989	0.00189895408841921	0.00122411164212099	0.00384625838262842	0.0016918634154446	0.00134308203581355	0.00174424048853155	0.0056001956156909	0.00288405267065453	0.00155049871622088	0.00103997980771192	0.00154659798683841	0.000907374067012516	0.00197186235307397	0.00236237108100908	0.00176291751352464	0.00379825339335413	0.00160910481289836	0.00532310520031089	0.000808279235433729	0.00151820965607137
"Organismal Systems|Aging"	0.00136840334153425	0.00213356262736183	0.00139211156845156	0.0019146912632932	0.00174419206243045	0.00158847867496053	0.00152980966111389	0.00164103574677258	0.00151892275753178	0.00194074764431664	0.00215054139405094	0.00236855539502762	0.00162015271478195	0.00154639990813309	0.00214861649071756	0.00195462969368928	0.00242908504075231	0.00182966521177422	0.00226598012409635	0.00149365635628835	0.0019085974210422	0.00167533743182121	0.00249318045434089	0.00197124115704969	0.0017954559326572	0.0022697146446673	0.00131351897334363	0.00187730382247791
"Human Diseases|Drug resistance: Antineoplastic"	0.00189822783049368	0.0017263286338063	0.00195112178287275	0.00178401079860407	0.001784452778789	0.00181673419367323	0.00174931990061967	0.00170281287930974	0.00177155885004742	0.00173504789667575	0.00171483682392676	0.00166945314287699	0.00177587138770911	0.00190858444877656	0.00171730806233638	0.00170848055794533	0.00170408835260296	0.00181371712452914	0.00170289883219805	0.00185146618526203	0.00174957985346535	0.00163569640053418	0.00178669737467794	0.00156306021059794	0.00186674948472052	0.00178677992895661	0.00194822651430776	0.00191850958281552
"Organismal Systems|Immune system"	0.00157848944604308	0.00139416216055716	0.00175384777588881	0.00157988414336567	0.00201980864871678	0.00168641894790822	0.00170637269055292	0.00188950888157874	0.0018064844375906	0.00125662430578274	0.00233337917039764	0.00118092797449262	0.00157209330129837	0.00177905174295598	0.00270328778370128	0.00196591459499227	0.00111337976890777	0.00133940450507612	0.00122007818763763	0.0015014494583253	0.00161620829391131	0.00196465927427827	0.00129908745516626	0.00229972563254534	0.00156775904763899	0.00264771678202956	0.00151806027209089	0.00147886520065781
"Human Diseases|Endocrine and metabolic diseases"	0.00183455655173436	0.00154981917032965	0.00164061033849301	0.00163825641134532	0.00166856211861673	0.00156642208338444	0.00160204227235679	0.001583870320337	0.00157890265666637	0.00153259123869937	0.00171362146969731	0.00151184849947339	0.00170038173863288	0.00172570940567728	0.00170018347807534	0.00165364962359404	0.00156576925657666	0.00174231328976688	0.00158072413976228	0.0018251272446374	0.00157049386381987	0.0016352734522728	0.00136521339739567	0.00153922436871066	0.00164764705573064	0.00178347446760693	0.00161981408175346	0.00158515799668977
"Human Diseases|Cardiovascular diseases"	0.000889743456867633	0.00115267019720379	0.00108776722474292	0.00117640818612167	0.00142850289397416	0.00110836618575533	0.0010263246975551	0.00123655377347139	0.00113198818597097	0.000957066824999362	0.00176929014358511	0.00112434495376141	0.00101848096489025	0.0011292410509589	0.00225513828344591	0.00145846783925097	0.00113386175947022	0.000961537729164287	0.00111670648988664	0.000912124075956507	0.00117055992722147	0.00128346162144562	0.00131648702324268	0.00167502343412289	0.00115730669993832	0.00223353120295137	0.000800006143804131	0.00115335909969771
"Organismal Systems|Environmental adaptation"	0.000752843554727081	0.00116573831584147	0.000902523823009593	0.00111172011043025	0.00128777852090782	0.00103905473518522	0.000981619711944821	0.00122554651060149	0.00110038884486047	0.000997479557458533	0.00166825896817478	0.00119799751363311	0.000984630133007681	0.00098028020961682	0.00192015789652467	0.00134221564088365	0.00108471458473125	0.000899572126068008	0.00106894102923536	0.000793845185512702	0.0011337251159504	0.0012672953281504	0.00115686623950649	0.0015852962251075	0.000984364430730488	0.0020328202784346	0.000686053659967296	0.0011905073952423
"Organismal Systems|Nervous system"	0.000546092452740459	0.00109408670124483	0.00080184999236285	0.00100301207165805	0.00115947100428852	0.00090756988508331	0.000770395088824133	0.000945342207253295	0.000850055538336686	0.000901090902787868	0.00154831246256488	0.00116319981480459	0.000754186255902927	0.000834882391549285	0.00197429584704595	0.00122002718962224	0.00128487031352269	0.000775970029861248	0.00118998913749791	0.00062462736176369	0.00102911052419776	0.000990530743420322	0.00104408765242173	0.00132377111095095	0.000932802122072115	0.00205584035404315	0.000517676551137799	0.00101904767766039
"Genetic Information Processing|Transcription"	0.00129050107282237	0.000933476322148321	0.00128526966094049	0.00104871894713409	0.00107095386855629	0.00113371915309439	0.00114305850464633	0.00105434616965419	0.00112999243811136	0.00098860195463233	0.00102073820781542	0.000806342249541018	0.00109286402994419	0.00125922032993917	0.000781150942319974	0.000954532804579848	0.000760729128241156	0.00107184710717467	0.000816740558147188	0.00119690439775978	0.000993392105761571	0.000976849863667483	0.00078660397209577	0.000871844519223368	0.00108386458103035	0.00085087113380427	0.00139106458598533	0.00104504538693758
"Human Diseases|Cancers: Specific types"	0.000755481016567593	0.000913353501162609	0.000549562616432274	0.000803341585942412	0.000645770602339825	0.00064676834112494	0.000612876592561515	0.000652848241477547	0.000629991074350323	0.000911439443898358	0.000603248799809474	0.00107135521833482	0.000816035739454259	0.000619988922292759	0.000550766508205478	0.000719468317682179	0.00116908181558628	0.000963671569100829	0.00109049438662098	0.000845893647736224	0.000791436799072925	0.000700659773501859	0.00116975242709948	0.000586733563528683	0.000834192184377989	0.00058508625370973	0.000560944766098252	0.00091052544895395
"Organismal Systems|Digestive system"	0.0004418497381331	0.000554343640759822	0.00047295634154269	0.000604796655209079	0.000866075737180301	0.000553213233965088	0.000494104302974381	0.00074347114355202	0.000653407849236417	0.000391804532094215	0.00119003220506332	0.000479897863303437	0.000525769936459117	0.000572655271399537	0.00127337667848936	0.000729366014688291	0.000417614764463649	0.000411771185304532	0.000447120387317554	0.000427025733009671	0.00053114589399914	0.000733863852907532	0.000454381593192559	0.000963178953402978	0.000496196452761571	0.00130347950418988	0.000357832179806086	0.000392174263586592
"Human Diseases|Neurodegenerative diseases"	0.000264648393073887	0.000830664677501477	0.000286088554290289	0.000612651919700825	0.000358113427983644	0.000408489510798077	0.000440288210437101	0.000368369272937159	0.000335485215200494	0.000765643227653762	0.000488638818722918	0.00105597525983719	0.000459440941301531	0.000328871847655946	0.000458473964921513	0.000628569257728785	0.00117742820907431	0.000650210684907155	0.00103897856745343	0.000394883150363158	0.000694259923434848	0.000439219106727335	0.00113746388737078	0.000538478418573455	0.000588975316486147	0.000561405829550518	0.000291112726868342	0.000858486939659316
"Human Diseases|Infectious diseases: Viral"	0.000338504598540876	0.0002981104327913	0.000318741241325972	0.000304295789058944	0.00033121023901508	0.000309379548144994	0.000308724179002455	0.000292600832405553	0.000308609144024408	0.000310292388431213	0.000280305404118572	0.000298603059091048	0.00031822516105025	0.000322724979147658	0.000357282068305644	0.000314952019268509	0.000293122840871239	0.000340939338526129	0.000300300188563487	0.000350590899401346	0.000307805855499378	0.000315309350875271	0.000290171890596381	0.00026927073114298	0.000331968947134096	0.000362253274426169	0.000298586836280094	0.000367272466922303
"Human Diseases|Immune diseases"	0.00010902108141819	0.000243765671392687	0.000190084832010872	0.000221383323038097	0.000224444086989486	0.000205721855745165	0.000138830813011288	0.000192359933648647	0.000171767365783794	0.000213471564519504	0.000310803107375555	0.000255650105152626	0.000145048053211559	0.000194664769174869	0.00032743810376369	0.000217269471638885	0.000257353407661225	0.000167171363120761	0.000233459789388427	0.000124594077752301	0.000202953433895262	0.000170939489807699	0.000263426887827586	0.000251815356828467	0.000206472770321376	0.000350477867381677	0.000150389175940417	0.000196030434254863
"Organismal Systems|Excretory system"	2.59404466798735e-05	0.000197411958533687	0.000102774110360854	0.000145821471394074	0.00013602101835155	0.000124268992761185	0.000117531390108495	0.000128881155544593	0.000113358478425866	0.000170559266365323	0.000206195868711731	0.00023964584469961	0.000104484594155076	7.73879337868617e-05	0.000297872157552923	0.000188237381444905	0.000254079399939003	0.000114544830086481	0.000229344885212765	6.11694352627058e-05	0.000178001642398125	0.000151212603256013	0.000189780837354618	0.000210690344230386	0.000137849416248783	0.000307114143421981	3.28474517784179e-05	0.000130785760394485
"Human Diseases|Infectious diseases: Parasitic"	2.61638758359551e-05	0.000212150369552669	4.03748635071996e-05	0.00015967758794315	7.28079309848543e-05	8.61111924940413e-05	0.000115678030896526	0.000106439163285585	5.38851922094785e-05	0.000175566962150394	0.000231895542354898	0.00026917687764262	0.000100511798244219	7.04355026976065e-05	0.000116675551488668	0.000201308940024143	0.000251209337195887	0.000126210095070643	0.000224128293181798	6.10727149097966e-05	0.000172860329683494	0.000144690017868693	0.000266106435105051	0.000208959413504233	0.000113835202131327	0.00016489796670698	2.99258489669699e-05	0.000163108828194246
"Environmental Information Processing|Signaling molecules and interaction"	2.82070030933501e-06	1.38359852384891e-05	2.48860937726288e-05	1.35663836152874e-05	6.39656241210606e-05	2.86490664054935e-05	2.23666041866868e-05	3.12050559030027e-05	4.23763795523924e-05	7.61722207171347e-06	3.55272614621782e-05	7.47914648290595e-06	1.10022784144432e-05	1.63069504395608e-05	0.000126762525351832	3.81032901531717e-05	6.58136866256632e-06	2.61131622418135e-06	1.05234045553594e-05	3.56802847534549e-06	2.53076051408713e-05	3.02280025424546e-05	9.93555040138188e-06	3.82524745118357e-05	2.0977989784476e-05	0.00011370362554471	6.06831197077858e-06	1.15099468667134e-05
"Organismal Systems|Development"	1.78149493221158e-06	1.07640010638925e-05	2.28429213619234e-05	1.11898899889858e-05	5.07962309196658e-05	2.04455892409249e-05	1.35260491721861e-05	2.37243918166665e-05	2.79404700345444e-05	2.23040209358383e-06	3.4406022371848e-05	6.65163290998169e-06	7.61163915464627e-06	1.4742793520588e-05	0.000118047313532445	3.46170105075157e-05	5.40518435221534e-06	1.92765923292506e-06	6.72377262771714e-06	1.30537627146786e-06	1.96247737250369e-05	1.93069177529226e-05	8.53657922417581e-06	2.65190470781857e-05	1.77118891252205e-05	0.00011151431079072	6.70531709478295e-07	9.18137653270041e-06
"Human Diseases|Substance dependence"	3.11761613137027e-06	8.60830730244093e-06	1.3325037461122e-06	7.12948087890478e-06	3.95081796041845e-05	2.46104314937059e-05	2.25434152869768e-05	2.24419922590088e-05	3.49255875431806e-05	1.43537166990314e-05	2.58394644907924e-05	2.48254071877279e-06	7.26565555670781e-06	3.24818742135258e-06	2.61456354581625e-05	2.11849544450106e-05	2.76332458455953e-06	1.26502637160707e-06	9.19265788945703e-06	6.20053728947235e-06	1.62707209379336e-05	2.86678475725214e-05	3.16761166636356e-05	2.73751727357869e-05	1.17497450053027e-05	1.34385778743953e-05	1.54795039015187e-05	4.20802667175956e-05
"Organismal Systems|Circulatory system"	0	3.03822610674385e-06	2.6650074922244e-06	1.90119490104127e-06	0	0	1.3260832521751e-06	0	0	0	2.3546020896935e-05	5.51675715282841e-07	0	1.85610709791576e-06	0	0	2.12563429581502e-07	0	7.35412631156561e-07	0	9.85462095231406e-07	1.36513559869149e-06	7.49448844931822e-07	2.62688673887688e-06	3.72881876320431e-06	1.50211317843184e-05	1.0691255590015e-06	4.98415597697803e-05
"Metabolism|Chemical structure transformation maps"	0	0	5.33001498444879e-07	0	0	0	0	0	0	0	0	0	0	0	0	1.35609997946862e-06	8.50253718326008e-08	0	1.47082526231312e-07	0	2.84512443623261e-07	2.73027119738299e-07	7.98001848057782e-07	2.72221730601354e-07	1.51107373266949e-06	0	0	0
