"Taxa"	"jarjarbinks_29"	"korra_29"	"kubo_30"	"hamlet_31"	"jarjarbinks_32"	"goose_37"	"hera_37"	"kubo_37"	"lambchop_37"	"ophelia_37"	"wolverine_37"	"hamlet_41"	"hera_41"	"goose_42"	"lambchop_42"	"buddy_57"	"joans_57"	"ginger_58"	"henry_59"	"joans_60"	"marshmallow_60"	"joans_62"	"henry_66"	"ivy_67"	"franc_68"	"grogu_70"
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lacrimispora|s__Lacrimispora indolis"	0	0	0.00075	5e-04	0.000625	5e-04	0.003	0.00125	0	0.00075	5e-04	0.00125	0.00075	5e-04	0	0.00025	0	0	0.00025	5e-04	0.00025	0	0	0.00225	5e-04	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Coprobacter|s__Coprobacter fastidiosus"	0	0	0.00025	5e-04	0	0	0.00125	0.00075	0	0.00075	0.00075	0.000375	0.00075	0	0	0	0	0	0	0	0.00025	0	0.008	0.00025	0.00025	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Waltera|s__Waltera intestinalis"	0.00075	0	5e-04	0.00075	0.000625	5e-04	0.00025	0.00125	0.00075	0.00025	0.001	0.0015	0.00025	5e-04	0	5e-04	0	0.00025	0	0.001	0.00025	0	0.00125	5e-04	0.00075	0.00025
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lacrimispora|s__Lacrimispora sphenoides"	0.00025	0.00025	0	0.00075	0.000375	5e-04	0.00125	0.00125	0.00075	0.00025	0.00075	0.00175	0.0015	0.00025	0	5e-04	0	0.00025	0.00025	5e-04	0	0	0.00025	0.0015	0.00025	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Paramuribaculum|s__Paramuribaculum intestinale"	0.001	0	0.00025	0.00125	0.002125	0.00025	0.001	0.00025	0.00025	0.00125	0	0.000125	0.00025	0.00025	0	0.00025	0.00025	0.00075	5e-04	0	0	0	0.00225	0.00025	0	0.00025
"k__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__|s__Clostridium leptum"	0	0	0.002	0.00075	0	0	0	0.00225	0	0.00075	0.0015	0.00025	0.00025	0	5e-04	0	0	0	0	0	0	0	0	0.0035	0.00025	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Marvinbryantia|s__Marvinbryantia formatexigens"	5e-04	0	0.00025	5e-04	0.00075	0.00075	0.00125	0.001	0.00125	0	5e-04	0.001375	5e-04	0.00075	0	0	0	0.00075	0.00025	0.00025	0.00025	0	0.00025	0.00025	5e-04	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides stercoris"	0	0	5e-04	5e-04	0.000375	0.00025	0.00025	0.003	0	0.00175	0.00075	0.00075	0.00125	0	5e-04	0.00025	0	0	0	0	0.00025	0	0.00125	0	0.00025	0
"k__Bacteria|p__Bacillota|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Colibacter|s__Colibacter massiliensis"	0	0	0.00025	0	0.00025	5e-04	0	0.00025	0.001	0	0	0.00025	0	0.00175	0.00025	0	0	0.0025	5e-04	0.00025	0.00075	0.00125	0	5e-04	0.00125	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Segatella|s__Segatella maculosa"	0	0	5e-04	0.00075	5e-04	0.001	0.00075	0	0.00075	0	5e-04	5e-04	0.00025	0.00125	0	0.00025	5e-04	0	0.00075	0.00025	0.00025	0.00125	0	0	0.00125	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Faecalicatena|s__Faecalicatena absiana"	0.00025	0	0.00025	0.00075	0.00025	5e-04	0	0	0	0.001	0.00125	0.001375	0.00125	0	0	0.00025	0.00025	0.00025	0	0	5e-04	0	0	0.00075	0.00225	0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Anaerobiospirillum|s__Anaerobiospirillum succiniciproducens"	0.00025	0	0.00325	0	0.000875	0.001	0	0	0.001	0	0	0	0	0.002	0	0.00075	0.00025	0	0	0	0.00075	0.00025	0	0	5e-04	0
"k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium aesculapii"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01025
"k__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Acutalibacteraceae|g__Anaeromassilibacillus|s__Anaeromassilibacillus senegalensis"	0	0	0.00075	0.00125	0	0	0	0.00225	0	0.0015	5e-04	0.00025	0.00075	0	0	0	0	0	0	0	0	0	0	0.0025	0.00025	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Faecalicatena|s__Faecalicatena contorta"	0.00025	0	0.00025	0.00075	0.00025	0.00025	0.00025	0.00025	0	0.00125	0.00075	5e-04	0.002	0	0	0.00025	0.00025	0	0	0.00025	0.00025	0	0	0.00075	0.0015	0
"k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium perfoetens"	0	0	0.00075	5e-04	0	0	5e-04	0.00175	0	0.00025	0	0.003125	0.002	0	0	0	0	0	0	0	0	0	0.00075	0.00025	0	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Kineothrix|s__Kineothrix alysoides"	0.00025	0	0.00025	0.00025	0.00075	5e-04	0.00025	5e-04	0.00075	0.00025	5e-04	0.000625	0.00025	0.00025	0.00025	5e-04	0.00025	0.00075	0	5e-04	5e-04	0.00025	0.00075	0	5e-04	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster clostridioformis"	0.00025	0.00025	5e-04	0.00125	5e-04	5e-04	0.0015	0.00025	0.00025	5e-04	0.00025	0.000875	0.001	5e-04	0	0.00025	0.00025	0	0	0	0	0.00025	0	0	0.00025	0
"k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium myosotis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00925
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lacrimispora|s__Lacrimispora amygdalina"	0	0	5e-04	0.00075	0.000375	0.00025	0.00175	5e-04	5e-04	0.00025	0	0.00175	0.00025	5e-04	0	0.00025	0	0	0	5e-04	0	0	0	5e-04	0.00025	0.00025
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella|s__Barnesiella intestinihominis"	0.00075	0	0.00075	5e-04	0.00475	0	0.00025	0	0	5e-04	0.00025	0	0	0	0	0	0	0.00025	0	0	0	0	0.00025	0	0	0.00025
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter sichuanensis"	0	0	0.00025	0.0055	0	0	0	0	0	0.00025	0	0.000125	0	0	0	0	0	0	5e-04	0	0.00175	0	0	0	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Xylanibacter|s__Xylanibacter oryzae"	0	0	0	0	0	0.00075	0.00025	0	0.0015	0	5e-04	0	0	0.002	0	0	0.00025	0	0.00025	0.00075	0	0.0015	0	0	5e-04	0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter ludwigii"	0	0	0	0	0	0	0	0	0	0.00025	0	0.000125	0	0	0	0	0	0	0.00075	0	0.0065	0.00025	0.00025	0	0	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio hungatei"	0.00075	0.00025	5e-04	0.00025	0.00025	0.00025	0.001	0.00025	0	0	0.0025	5e-04	0.00025	0	0	0	5e-04	0	0	0	0	0	0	0.00075	0	0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas bubulae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0025	0.00525	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Duncaniella|s__Duncaniella freteri"	0.00025	0	0.00025	5e-04	0.000375	0.00025	5e-04	0	0.00025	5e-04	0	0.00025	0.00025	0	0	0.00025	0.00025	0.00075	0.00025	0	0.00025	0	0.001	0.00025	0.00025	0.001
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio crossotus"	0	0	0.00075	0.00025	0.00075	0.00025	0.00025	0.001	0.00025	0.00075	0	0.001	0.00025	5e-04	0	0	0	0.00025	0	0	0.00025	0	0	5e-04	5e-04	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia hominis"	0	0	0.001	0	0.000875	5e-04	0.00025	0.00025	0.00075	0.00075	0	0.00025	0	5e-04	0	0.00025	0	0	0	0	5e-04	0	0	0.00075	0.00075	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium massiliamazoniense"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00325	0	0	0.003	0	0	0.00075	0	0	0.00025	0
"k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium rousetti"	0	0	0	0	0.000125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00675
"k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Thermophilibacter|s__Thermophilibacter mediterraneus"	0.00025	0	5e-04	0.00025	0	0	5e-04	5e-04	0.00025	0	0.001	0.00025	0.001	0.00025	0	0	0.00025	0	0.00025	0.00025	0	0	0.00075	5e-04	0	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio fibrisolvens"	0	0	5e-04	5e-04	0.000375	5e-04	0	0.00025	0.00025	0.00025	0	0.000625	0.00025	5e-04	0	0	0	0.00025	0	0.00025	0	0	0.00025	0.001	0.00025	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Faecalicatena|s__Faecalicatena orotica"	0	0	0	5e-04	0.00025	0.00025	0	0.00025	0.00025	0.00075	5e-04	0.000625	0	0.00025	0	0	0	0	0.00025	0	0	0	0	0.00075	0.001	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium edouardi"	0	0	0	0.00025	0.000125	0	0.00075	5e-04	0	0	5e-04	0.00125	0.00025	0.00025	0	0	0	0.00025	0.00025	0	0.00025	0	0.00025	5e-04	0.00025	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides caecigallinarum"	0.00075	0	0	0.00025	0.000625	5e-04	0.0015	0	0.00025	0.00125	0	0	0.00025	0.00025	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio proteoclasticus"	0	0	0	5e-04	0.000125	5e-04	0	0	0.00025	0.00025	0	0.000625	0.00025	5e-04	0	0	0	0.00025	0.00025	0.00025	0.00075	0.00025	0	0.00025	5e-04	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lacrimispora|s__Lacrimispora xylanisolvens"	0	0	0.00025	5e-04	0.000125	0.00025	5e-04	0.00075	0.00025	0	0	0.000625	5e-04	0.00025	0	0	0	0	0	0	0	0	0	0.0015	0	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Qiania|s__Qiania dongpingensis"	0	0	0.00025	0	0.000375	5e-04	0.00025	0.00025	0.00075	0	0	0.000375	0.00025	0.00075	0	0	0	0.00075	0	0	0.00025	0	0	0	0.00025	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Anaerocolumna|s__Anaerocolumna jejuensis"	0	0.00025	0.00025	0	0.000375	5e-04	0	0.00025	5e-04	0	0	0.00025	0	0.00025	0	0	0	5e-04	0	0.00075	5e-04	0	0	0.00025	0.00025	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides xylanisolvens"	0	0	0	0.00075	0.000125	0	0.00025	0	0	0	0	0.000375	0	0	0	0	0	0	0.00025	0	0	0	0.00225	0.00025	0	5e-04
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella marseillensis"	0	0	0	0	0	0.00075	0	0	5e-04	0	0.001	0	0	5e-04	0	0.00025	0	0	0	0.00025	0	0.00075	0	0	0.00075	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium polysaccharolyticum"	0	0	0	0	0.000375	0.001	0.00025	0.00025	0.00075	0	0	0.000375	0	0.00075	0	0	0	5e-04	0	0	0.00025	0	0	0	0	0
"k__Bacteria|p__Bacillota|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Caecibacter|s__Caecibacter massiliensis"	0	0	0	0	0.000375	0.00025	0	0.00025	5e-04	0	0	0	0	0.00075	0	0	0	0.00075	0.00075	0	0	0.00025	0	0	5e-04	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium phoceensis"	0	0	0.00275	0	0	0	0	0	0	0.0015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides faecis"	0	0	0	0.00025	0	0	0.00025	0.00025	0	0	0	0	0.00025	0	0	0	0	0	0	0	0	0	0	0.00325	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides ovatus"	0	0	0	0	0.000375	0	0	0.00025	0	0.00025	0.00025	0.000375	0.00025	0	5e-04	0	0	0	0.00025	0.00025	0	0	0.001	5e-04	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella clara"	0	0	0	0	0	0	5e-04	0	0	0.001	0.00025	0.00025	0.001	0	0	0.00025	0	0	0	0	0	0	5e-04	5e-04	0	0
"k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Anaeroplasmatales|f__Anaeroplasmataceae|g__Asteroleplasma|s__Asteroleplasma anaerobium"	0	0	0	0	0	0	0	0.00075	0	0.0015	0.00025	0	0	0	0	0	0	0	0	0	0	0	0	0.0015	0.00025	0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia coli"	0	0	0	0	0.00025	0.00025	0	0	0	0.001	0	0	0	0	0.00125	0	0	0	0	0	0.00025	0	0	0.001	0	0.00025
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Sodaliphilus|s__Sodaliphilus pleomorphus"	0.00025	0	0	5e-04	0.000375	0	0.00025	0	0	5e-04	0	0	0.00025	0	0	0	0	5e-04	0.00025	0	0	0	0.00025	5e-04	0	5e-04
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter chengduensis"	0	0	0.00025	0.00325	0	0	0	0	0	0	0	0.000375	0.00025	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter wuhouensis"	0	0	0.00075	0	0	0	0	0	0	0	0	0.001375	0.00175	0	0	0	0	0	0	0	0.00025	0	0	0	0	0
"k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium callitrichos"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella|s__Alloprevotella tannerae"	0	0	0.00075	0.001	0.00025	0.00025	0.00025	0	0	0	0	0.00025	0	0.00025	0	0	0	0	0.00075	0	0.00025	0	0	0	0	0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas weihenstephanensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00125	0.0025	0.00025	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia producta"	0	0	0.00025	0	5e-04	0.00025	0	5e-04	0.00075	0.00025	0	0.000375	0	0.00025	0	0	0	0.00025	0	0	0.00025	0	0	0	0.00025	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella tayi"	0	0	0.00025	5e-04	0	0	0	0	0	0	0	0.001125	0.00125	0	0	0	0.00025	0	0	0	0	0	0	5e-04	0	0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter asburiae"	0	0	0.00025	0.00225	0	0	0	0	0	0	0	0.000125	0.00125	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Parolsenella|s__Parolsenella catena"	0.00025	0	0	0	0.000125	0	0.00025	0	0.00025	0	0.00025	0.00025	0	0	0.00025	0.00025	0.00025	0	0	0	0	0.00025	0.001	0	0	0.00025
"k__Bacteria|p__Bacillota|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera hexanoica"	0	0	0	0.00025	0.000625	5e-04	0	0.00025	0.00025	0	0	0	0	5e-04	0	0	0	0.00075	0.00025	0	0	0	0	0	0.00025	0
"k__Bacteria|p__Bacillota|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera vaginalis (ex Srinivasan et al. 2021)"	0	0	0.00025	0.00025	0.00025	0.00025	0	5e-04	0.00025	0	0	0	0	5e-04	0	0	0	0.00025	0.00025	0	0.00025	0.00025	0	0	0.00025	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides thetaiotaomicron"	0	0	0	0	0.000125	0	0	0.0015	0	0	5e-04	0	0	0	0	0	0	0	0	0	0	0	0	0.00025	0.00025	0.00075
"k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella elegans"	0	0	5e-04	0.00025	0	0	0	0.00025	0	0	0	0	0.00025	0	0	0.00025	0	0	0	0	0	0	0.00175	0	0	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia argi"	0	0	0.00025	0	0.00025	0.00025	0	0.00025	0.00025	0	0	5e-04	0	0.00025	0	0	0.00025	0.00025	0	0	0	0.00025	0	0.00025	0.00025	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia coccoides"	0	0	0	0.00025	0.000625	0.00025	0	0.00025	0	0.00025	0	0.000375	0	0.00025	0	0	0	0	0	0	0.00025	0	0	0.00075	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella koreensis"	0	0	0	0	0	0.00025	0	0	5e-04	0	5e-04	0	0	0.00075	0	0	0	0	0	0.00025	0	5e-04	0	0	5e-04	0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Pantoea|s__Pantoea agglomerans"	0	0	0	0.00025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00025	0	0.0025	0.00025	0	0	0	0
"k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium reuteri"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella|s__Barnesiella viscericola"	0	0	0.00025	5e-04	0.000375	0	0.00025	0	5e-04	0	0	0.000125	0	0	0	0.00025	0	0	0.00025	0	0	0	5e-04	0	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Hoylesella|s__Hoylesella loescheii"	0	0	0	0	0	0.001	0	0	0.00025	0	0.00025	0	0	5e-04	0	0	0	0	0	5e-04	0	0	0	0	5e-04	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Marseilla|s__Marseilla massiliensis"	0	0	0.00025	5e-04	0.00025	0.00025	0.00025	0	0.00025	0	0	0.00025	0	0.00025	0	0	0	0	5e-04	0	0.00025	0	0	0	0	0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Proteus|s__Proteus mirabilis"	0	0	0	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides finegoldii"	0	0	0	0.00025	0	0	0	0	0	0	0	0.000125	0	0	0	0	0	0	0.00025	0	0	0	0.0015	0	0	0.00075
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster citroniae"	0	0	5e-04	0	0.000125	0.00025	5e-04	0	0.00025	0	0	0.000375	0	0	0	0	0	0	0	0	0	0	0	5e-04	0.00025	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Segatella|s__Segatella hominis"	0	0	0	0	0	0.00025	0	0	0	0	0	0	0	0	0.00025	0	0	0	0	0	0	0	0	0	0	0.00225
"k__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium merdae"	0	0	0.00025	5e-04	0	0	0	0.001	0	0.00025	0	0.000125	0	0	0	0	0	0	0	0	0	0	0	5e-04	0	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__Roseburia faecis"	0	0	0	0.00025	0.00025	0	0	0.00025	0	0	0	0.000375	0	0.00025	0	0	0	0.00075	0.00025	0	0	0	0	0	0.00025	0
"k__Bacteria|p__Bacillota|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera sueciensis"	0	0	0	0	0.000125	0.00025	0.00025	0.00025	5e-04	0	0	0	0	5e-04	0	0	0	0	0	0	0	0.00025	0	0.00025	0.00025	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella xylaniphila"	0	0	0	5e-04	0.000375	5e-04	0.00025	0	0.00025	0	0	0	0.00025	0.00025	0	0	0	0	0.00025	0	0	0	0	0	0	0
"k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus oricebi"	0	0	0	0	0	0	0	0.00025	0	0	0.00025	0	0	0	0	0	0	0	0.00075	0.00025	0	0	0.001	0	0	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia caecimuris"	0	0	0	5e-04	0.000125	0	0.00025	0	0	0	0.00025	0.000375	0.00025	0.00025	0	0	0	0.00025	0	0	0.00025	0	0	0	0	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Gluceribacter|s__Gluceribacter canis"	0	0	0	0	0.00025	0.00025	0	0	0	0	0.00025	0.00025	0	0	0	0	0	0	0.00025	0.00025	0.00025	0	0	5e-04	0.00025	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Jingyaoa|s__Jingyaoa shaoxingensis"	0	0	0	0.00025	0.00025	0.00025	0	0	5e-04	0	0	0.00025	0.00025	0.00025	0	0	0.00025	0	0	0	0.00025	0	0	0	0	0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia albertii"	0.00025	0	0	0	0.001125	0	0	0	0	0.00075	0	0.000125	0	0	0	0	0	0	0	0	0.00025	0	0	0	0	0
"k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus koreensis"	0	0	0	0	0	0	0	0	0	0	5e-04	0.000125	0	0	0.00025	0.00025	0	0	5e-04	0	0	0	0.00075	0	0	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium transplantifaecale"	0	0	0	0	0.00025	0.00025	0	0	5e-04	0	0	0.000375	0.00025	0	0	0	0	0	0	0	0.00025	0.00025	0	0	0.00025	0
"k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella provencensis"	0	0	0	0	0.000125	0	5e-04	0.00025	0	0	0.00025	0.000125	0.00025	0	0	0	0	0	0	0	0	0	0	0.00075	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides gallinaceum"	0	0	0	0	0	0.00025	0	0	0.00025	0	0	0	0	0	0	5e-04	0.00025	0	0	0.00075	0	0.00025	0	0	0	0
