"","Shannon","Simpson","InvSimpson","Pielou","Coverage"
"hera_1",1.39168073021193,0.71172188880492,3.46887245741419,0.491202236192883,1
"wolverine_1",1.47216809702522,0.725752592416464,3.64634258099741,0.61394178208091,1
"hamlet_11",1.36773179511962,0.704664739361936,3.38598241821693,0.533239298133054,1
"hera_11",2.01197744589579,0.830424854738434,5.89709062880365,0.633084759824699,1
"jarjarbinks_11",1.92006295247297,0.813538956638968,5.36305054382735,0.748577334241484,1
"hera_14",1.72407651727766,0.773079595406433,4.40683155748414,0.596489538955561,1
"iris_14",1.98042412613402,0.848466568763908,6.5992038314105,0.825901009355943,1
"jarjarbinks_14",1.79496603817451,0.79190771899389,4.80556027914672,0.621015630003604,1
"kubo_14",2.212738477905,0.880287363507579,8.35333703525363,0.751497481714298,1
"wolverine_14",1.85168722954498,0.812197516373964,5.32474321261513,0.640639815444634,1
"jarjarbinks_15",1.83417510748585,0.796550080209556,4.91521452075288,0.602450842457044,1
"kubo_15",2.02376046848477,0.837603187421933,6.157756326155,0.78900601393847,1
"iris_17",1.65823840093718,0.764871281439942,4.25298962255252,0.64649947029687,1
"kubo_17",1.91318149301241,0.809729839299027,5.25568484472765,0.724948818482594,1
"wolverine_17",1.42623418118385,0.71706236951275,3.53434782880555,0.573958857289682,1
"hamlet_18",1.34907889200028,0.7032338330799,3.36965635395101,0.525967067566367,1
"hera_18",1.37948849762916,0.707316241127771,3.41665695374833,0.477270265965114,1
"iris_18",1.75069201598088,0.786629902052291,4.68669232295647,0.730095278071843,1
"jarjarbinks_18",1.52528746259834,0.731082816876597,3.71861696744426,0.594665722409379,1
"kubo_18",1.57576991968229,0.745111412573887,3.92328275698056,0.597095751577334,1
"wolverine_18",1.45120080744088,0.722725688745234,3.60653677390682,0.605197743163868,1
"ophelia_19",1.55091802397904,0.744429990758947,3.91282217725634,0.604658341291364,1
"wolverine_19",1.74419903429418,0.786101365611031,4.67511166144953,0.757496015934944,1
"hera_2",1.70363354128796,0.788146651216788,4.72024636732693,0.664197730193786,1
"jarjarbinks_2",1.78786728837345,0.793353966563218,4.83919281376347,0.697038046062186,1
"hamlet_20",1.94755529330453,0.839693513247445,6.23805075051999,0.75929580739636,1
"hera_20",1.41323309528401,0.711741062727164,3.46910319402691,0.535506780934557,1
"iris_20",1.60858865522468,0.752383667796117,4.03850582511907,0.647343696135191,1
"korra_20",2.11439875415477,0.851853880674205,6.75009243948438,0.694492748010699,1
"ophelia_20",2.05285760718093,0.858772408460937,7.08076933906649,0.710239989569769,1
"hamlet_21",1.78449072006712,0.794190510142766,4.85886243969451,0.69572161917192,1
"jarjarbinks_21",1.62979954119776,0.752090949831925,4.03373736990251,0.635411976636737,1
"korra_21",2.08029182698512,0.850431033491339,6.6858789182186,0.837171016932407,1
"kubo_21",1.75344020670974,0.778408454266332,4.51280754727848,0.683615916863587,1
"hamlet_22",2.05784007274815,0.864703156946811,7.3911554581275,0.802292671690306,1
"hera_22",1.25008023927792,0.688354591049541,3.20877500928938,0.487370339551302,1
"iris_22",1.51947897643875,0.737256281540149,3.80599013312969,0.633671951263118,1
"kubo_22",1.68649175930248,0.763515702332352,4.2286105668013,0.639050823328779,1
"hamlet_23",1.46506479781508,0.721439373094101,3.58988278820112,0.571186637097979,1
"iris_23",1.45093725721851,0.733998064215393,3.75937113784669,0.630134044397836,1
"korra_23",2.18375080630071,0.870241303389715,7.70661255178437,0.728953927418224,1
"hera_24",1.37766532983943,0.708284764901791,3.42800059675779,0.486255414802994,1
"kubo_24",2.08351604932817,0.848530395081453,6.60198460633572,0.695494743546087,1
"ophelia_24",1.74360923763796,0.786364801217985,4.68087658635486,0.679783104709547,1
"wolverine_24",1.60775203588988,0.753309508203201,4.05366251741761,0.626816288287667,1
"kubo_25",1.34781981724926,0.704260296201455,3.38135186840246,0.542402595833631,1
"jarjarbinks_29",1.82129311305043,0.790336944806852,4.76955751254684,0.690130181187065,1
"korra_29",2.20560040664581,0.880535267520128,8.37067123695675,0.919806812109794,1
"jarjarbinks_3",1.42622605617525,0.713942503083733,3.49580070713097,0.540430115015036,1
"kubo_30",1.44028601747538,0.715651764587803,3.51681450933001,0.531853514712973,1
"hamlet_31",1.85949408213969,0.792841491889069,4.82722147943115,0.585104652533875,1
"jarjarbinks_32",2.01978584976739,0.832351925274682,5.96487613495379,0.674221080300748,1
"hera_37",1.66125118685054,0.768038448294767,4.3110592796463,0.629486585307614,1
"kubo_37",1.66879042096063,0.757136278381144,4.11753551882637,0.632343375884116,1
"ophelia_37",2.23615667755492,0.885273756502801,8.71640149208242,0.759450847301299,1
"wolverine_37",1.49326609958326,0.7264334821201,3.65541809630013,0.600934485692112,1
"hamlet_41",1.76101460850664,0.777286179623957,4.49006711084001,0.650288760448343,1
"hera_41",1.80292706876271,0.78930359741856,4.74616551468397,0.683170861250503,1
"ophelia_43",2.04508692749048,0.84543200536455,6.46964465288243,0.707551518901865,1
"iris_44",1.76029638751335,0.784761544386935,4.64600992026119,0.650023543432425,1
"jarjarbinks_44",1.73896641132164,0.789325106938776,4.74665008947881,0.699811564941484,1
"hamlet_45",1.66996321467701,0.775233974322964,4.4490709705251,0.672042635814705,1
"hera_45",1.65489600844903,0.762928218654404,4.2181317165801,0.627078460887506,1
"jarjarbinks_45",2.10855597849546,0.875871416712439,8.05616219499872,0.71611468039062,1
